Orthogroup	Syal	Praq
OG0001176	Syal.g_00226	Praq.g_00931
OG0001177	Syal.g_00224	Praq.g_00928
OG0001178	Syal.g_00592	Praq.g_00923
OG0001179	Syal.g_00256	Praq.g_00895
OG0001180	Syal.g_00282	Praq.g_00874
OG0001182	Syal.g_00295	Praq.g_00863
OG0001183	Syal.g_00302	Praq.g_00728
OG0001184	Syal.g_01359	Praq.g_00744
OG0001185	Syal.g_01453	Praq.g_00758
OG0001186	Syal.g_00179	Praq.g_00684
OG0001187	Syal.g_00175	Praq.g_00688
OG0001188	Syal.g_00172	Praq.g_00690
OG0001189	Syal.g_00152	Praq.g_00707
OG0001190	Syal.g_01067	Praq.g_00711
OG0001191	Syal.g_01083	Praq.g_00721
OG0001192	Syal.g_01090	Praq.g_00390
OG0001193	Syal.g_01128	Praq.g_00400
OG0001194	Syal.g_01130	Praq.g_00401
OG0001195	Syal.g_01131	Praq.g_00402
OG0001196	Syal.g_00078	Praq.g_00415
OG0001197	Syal.g_00080	Praq.g_00416
OG0001198	Syal.g_00093	Praq.g_00423
OG0001199	Syal.g_00757	Praq.g_01929
OG0001200	Syal.g_00759	Praq.g_01927
OG0001201	Syal.g_00821	Praq.g_01895
OG0001202	Syal.g_00956	Praq.g_01803
OG0001203	Syal.g_00683	Praq.g_01764
OG0001204	Syal.g_01201	Praq.g_01759
OG0001205	Syal.g_00515	Praq.g_01112
OG0001206	Syal.g_00490	Praq.g_00512
OG0001207	Syal.g_02889	Praq.g_00528
OG0001208	Syal.g_02899	Praq.g_00533
OG0001209	Syal.g_02835	Praq.g_01067
OG0001210	Syal.g_02827	Praq.g_01062
OG0001211	Syal.g_02811	Praq.g_01052
OG0001212	Syal.g_02754	Praq.g_01006
OG0001213	Syal.g_02701	Praq.g_00973
OG0001214	Syal.g_02634	Praq.g_00965
OG0001215	Syal.g_01786	Praq.g_00819
OG0001216	Syal.g_01861	Praq.g_00585
OG0001217	Syal.g_02067	Praq.g_00622
OG0001218	Syal.g_00429	Praq.g_00630
OG0001219	Syal.g_02036	Praq.g_00658
OG0001220	Syal.g_02494	Praq.g_01449
OG0001221	Syal.g_02258	Praq.g_01501
OG0001222	Syal.g_02006	Praq.g_01540
OG0001223	Syal.g_01960	Praq.g_01566
OG0001224	Syal.g_01827	Praq.g_01615
OG0001225	Syal.g_01825	Praq.g_01617
OG0001226	Syal.g_00767	Praq.g_01642
OG0001227	Syal.g_01575	Praq.g_01661
OG0001228	Syal.g_02451	Praq.g_01378
OG0001229	Syal.g_01801	Praq.g_00173
OG0001230	Syal.g_00029	Praq.g_00286
OG0001231	Syal.g_00114	Praq.g_00003
OG0001232	Syal.g_00622	Praq.g_00474
OG0001233	Syal.g_00645	Praq.g_00454
OG0001234	Syal.g_00212	Praq.g_00936
OG0001236	Syal.g_01352	Praq.g_00741
OG0001237	Syal.g_01362	Praq.g_00745
OG0001238	Syal.g_01085	Praq.g_00722
OG0001239	Syal.g_00754	Praq.g_01932
OG0001240	Syal.g_00804	Praq.g_01910
OG0001241	Syal.g_00814	Praq.g_01902
OG0001242	Syal.g_00844	Praq.g_01884
OG0001243	Syal.g_00852	Praq.g_01878
OG0001244	Syal.g_00882	Praq.g_01862
OG0001245	Syal.g_02522	Praq.g_01163
OG0001246	Syal.g_02927	Praq.g_01098
OG0001247	Syal.g_01126	Praq.g_00812
OG0001248	Syal.g_01778	Praq.g_00814
OG0001249	Syal.g_00337	Praq.g_00647
OG0001250	Syal.g_02469	Praq.g_01438
OG0001251	Syal.g_02576	Praq.g_01474
OG0001252	Syal.g_01834	Praq.g_01610
OG0001253	Syal.g_02521	Praq.g_01662
OG0001254	Syal.g_02507	Praq.g_01302
OG0001255	Syal.g_02609	Praq.g_01317
OG0001256	Syal.g_00571	Praq.g_00384
OG0001257	Syal.g_02262	Praq.g_00002
OG0001259	Syal.g_00643	Praq.g_00456
OG0001260	Syal.g_00665	Praq.g_00440
OG0001261	Syal.g_00265	Praq.g_00887
OG0001262	Syal.g_00154	Praq.g_00705
OG0001263	Syal.g_00856	Praq.g_01875
OG0001264	Syal.g_00191	Praq.g_01242
OG0001265	Syal.g_00842	Praq.g_01885
OG0001266	Syal.g_00960	Praq.g_01799
OG0001267	Syal.g_01263	Praq.g_01723
OG0001268	Syal.g_00353	Praq.g_01206
OG0001269	Syal.g_02567	Praq.g_01185
OG0001270	Syal.g_00528	Praq.g_01123
OG0001271	Syal.g_00466	Praq.g_00523
OG0001272	Syal.g_02903	Praq.g_00537
OG0001273	Syal.g_02641	Praq.g_00971
OG0001274	Syal.g_01007	Praq.g_00832
OG0001275	Syal.g_01932	Praq.g_01575
OG0001276	Syal.g_01914	Praq.g_01594
OG0001277	Syal.g_02963	Praq.g_01651
OG0001278	Syal.g_01766	Praq.g_01383
OG0001280	Syal.g_01604	Praq.g_00132
OG0001281	Syal.g_01592	Praq.g_00138
OG0001282	Syal.g_02887	Praq.g_00178
OG0001283	Syal.g_01179	Praq.g_00197
OG0001284	Syal.g_03007	Praq.g_00364
OG0001285	Syal.g_00625	Praq.g_00471
OG0001287	Syal.g_01461	Praq.g_00765
OG0001288	Syal.g_01513	Praq.g_00773
OG0001289	Syal.g_00781	Praq.g_01916
OG0001290	Syal.g_00813	Praq.g_01903
OG0001291	Syal.g_00866	Praq.g_01868
OG0001292	Syal.g_01206	Praq.g_01754
OG0001293	Syal.g_01236	Praq.g_01742
OG0001294	Syal.g_02207	Praq.g_01165
OG0001295	Syal.g_01828	Praq.g_00517
OG0001296	Syal.g_02933	Praq.g_01093
OG0001298	Syal.g_02777	Praq.g_01026
OG0001299	Syal.g_02200	Praq.g_00795
OG0001300	Syal.g_01795	Praq.g_00822
OG0001301	Syal.g_01941, Syal.g_01810	Praq.g_00825
OG0001302	Syal.g_02607	Praq.g_00656
OG0001303	Syal.g_02033	Praq.g_01579
OG0001304	Syal.g_01899	Praq.g_01604
OG0001305	Syal.g_01817	Praq.g_01623
OG0001306	Syal.g_01626	Praq.g_01319
OG0001307	Syal.g_02195	Praq.g_00158
OG0001308	Syal.g_00392	Praq.g_00304
OG0001310	Syal.g_00605	Praq.g_00485
OG0001311	Syal.g_01912	Praq.g_01596
OG0001312	Syal.g_02024	Praq.g_01529
OG0001315	Syal.g_00300	Praq.g_01942
OG0001316	Syal.g_00872	Praq.g_01863
OG0001317	Syal.g_00687	Praq.g_01768
OG0001318	Syal.g_01228	Praq.g_01747
OG0001319	Syal.g_01252	Praq.g_01731
OG0001321	Syal.g_00508	Praq.g_00500
OG0001322	Syal.g_00507	Praq.g_00501
OG0001323	Syal.g_02946	Praq.g_01083
OG0001324	Syal.g_01796	Praq.g_00823
OG0001325	Syal.g_01865	Praq.g_00588
OG0001326	Syal.g_01138	Praq.g_00846
OG0001327	Syal.g_02296	Praq.g_01634
OG0001328	Syal.g_02266	Praq.g_01660
OG0001329	Syal.g_01188	Praq.g_01294
OG0001330	Syal.g_01611	Praq.g_00111
OG0001332	Syal.g_02965	Praq.g_00337
OG0001333	Syal.g_00639	Praq.g_00460
OG0001334	Syal.g_00311	Praq.g_00731
OG0001335	Syal.g_00312	Praq.g_00732
OG0001336	Syal.g_01180	Praq.g_00412
OG0001339	Syal.g_00816	Praq.g_01900
OG0001340	Syal.g_00328	Praq.g_01674
OG0001341	Syal.g_02538	Praq.g_00620
OG0001343	Syal.g_01190	Praq.g_01471
OG0001344	Syal.g_01658	Praq.g_01337
OG0001345	Syal.g_01694	Praq.g_01352
OG0001346	Syal.g_01600	Praq.g_00134
OG0001348	Syal.g_01849	Praq.g_00023
OG0001349	Syal.g_01426	Praq.g_00221
OG0001351	Syal.g_00501	Praq.g_00503
OG0001358	Syal.g_02715	Praq.g_00982
OG0001359	Syal.g_01189	Praq.g_01472
OG0001360	Syal.g_01696	Praq.g_01663
OG0001361	Syal.g_01691	Praq.g_01349
OG0001362	Syal.g_00397	Praq.g_00308
OG0001363	Syal.g_00399	Praq.g_00310
OG0001364	Syal.g_01342	Praq.g_00734
OG0001365	Syal.g_01072	Praq.g_00715
OG0001369	Syal.g_00803	Praq.g_01911
OG0001373	Syal.g_01137	Praq.g_00847
OG0001374	Syal.g_01145	Praq.g_00839
OG0001375	Syal.g_01191	Praq.g_01470
OG0001376	Syal.g_01095	Praq.g_01628
OG0001377	Syal.g_01094	Praq.g_01629
OG0001378	Syal.g_00529	Praq.g_01272
OG0001382	Syal.g_00220	Praq.g_00016
OG0001385	Syal.g_01134	Praq.g_00850
OG0001386	Syal.g_01135	Praq.g_00849
OG0001387	Syal.g_01136	Praq.g_00848
OG0001388	Syal.g_01139	Praq.g_00845
OG0001389	Syal.g_01140	Praq.g_00844
OG0001390	Syal.g_01141	Praq.g_00843
OG0001391	Syal.g_01142	Praq.g_00842
OG0001392	Syal.g_01143	Praq.g_00841
OG0001393	Syal.g_01144	Praq.g_00840
OG0001395	Syal.g_02432	Praq.g_01606
OG0001397	Syal.g_00398	Praq.g_00309
OG0001399	Syal.g_00434	Praq.g_00934
OG0001400	Syal.g_00877	Praq.g_00265
OG0001404	Syal.g_00750	Praq.g_01935
OG0001405	Syal.g_00314	Praq.g_01676
OG0001406	Syal.g_01096	Praq.g_01627
OG0001407	Syal.g_01774	Praq.g_01640
OG0001408	Syal.g_02589	Praq.g_01646, Praq.g_01645
OG0001409	Syal.g_01671	Praq.g_01340
OG0001410	Syal.g_02194	Praq.g_00159
OG0001411	Syal.g_01399	Praq.g_00219
OG0001413	Syal.g_02570	Praq.g_00379
OG0001416	Syal.g_01595	Praq.g_00508
OG0001417	Syal.g_01974	Praq.g_00519, Praq.g_00520
OG0001419	Syal.g_01775	Praq.g_01641
OG0001420	Syal.g_02955	Praq.g_01280
OG0001423	Syal.g_00726	Praq.g_00859
OG0001425	Syal.g_01089	Praq.g_00389
OG0001428	Syal.g_00915	Praq.g_01830
OG0001430	Syal.g_01055	Praq.g_00106
OG0001432	Syal.g_02578	Praq.g_00377
OG0001433	Syal.g_02212	Praq.g_00066
OG0001434	Syal.g_02245	Praq.g_01509
OG0001435	Syal.g_02290	Praq.g_01486
OG0001438	Syal.g_01278	Praq.g_01709
OG0001439	Syal.g_01306	Praq.g_01695
OG0001442	Syal.g_02234	Praq.g_00613
OG0001447	Syal.g_00853	Praq.g_01877
OG0001448	Syal.g_02552	Praq.g_01177
OG0001452	Syal.g_01223	Praq.g_01476
OG0001454	Syal.g_02566	Praq.g_01656
OG0001456	Syal.g_01146	Praq.g_01310
OG0001457	Syal.g_01147	Praq.g_01311
OG0001458	Syal.g_01148	Praq.g_01312
OG0001459	Syal.g_01493, Syal.g_02104	Praq.g_00092
OG0001462	Syal.g_00138	Praq.g_01238
OG0001470	Syal.g_00181	Praq.g_00199
OG0001471	Syal.g_01301	Praq.g_00380
OG0001473	Syal.g_02571	Praq.g_00685
OG0001474	Syal.g_00354	Praq.g_01205
OG0001475	Syal.g_00184	Praq.g_00201
OG0001479	Syal.g_00351	Praq.g_01208
OG0001480	Syal.g_02599	Praq.g_01175
OG0001481	Syal.g_00504	Praq.g_01170
OG0001482	Syal.g_01964	Praq.g_00506
OG0001486	Syal.g_01651	Praq.g_01331
OG0001492	Syal.g_01769	Praq.g_01380
OG0001493	Syal.g_01760	Praq.g_01388
OG0001499	Syal.g_00086	Praq.g_01943
OG0001502	Syal.g_02489	Praq.g_00643
OG0001504	Syal.g_02103, Syal.g_01492	Praq.g_00093
OG0001507	Syal.g_02094	Praq.g_01957
OG0001508	Syal.g_00180	Praq.g_00198
OG0001520	Syal.g_02790	Praq.g_01151, Praq.g_01150
OG0001528	Syal.g_00182	Praq.g_00200
OG0001546	Syal.g_02950	Praq.g_01078
OG0001551	Syal.g_01781	Praq.g_01309
OG0001554	Syal.g_01065	Praq.g_00386
OG0001555	Syal.g_02484	Praq.g_00012
OG0001565	Syal.g_02600	Praq.g_01130
OG0001572	Syal.g_03017	Praq.g_00078
OG0001582	Syal.g_02644	Praq.g_00518
OG0001585	Syal.g_00712	Praq.g_00089
OG0001625	Syal.g_01230	Praq.g_01745
OG0001647	Syal.g_01254	Praq.g_01730
OG0001667	Syal.g_02863	Praq.g_00113
OG0001704	Syal.g_01020	Praq.g_01948, Praq.g_01269, Praq.g_01270, Praq.g_01399
OG0001712	Syal.g_02524	Praq.g_01133
OG0001713	Syal.g_01668	Praq.g_01946
OG0001719	Syal.g_01472	Praq.g_01154
OG0001722	Syal.g_00730	Praq.g_01477
OG0001726	Syal.g_00536	Praq.g_01136
OG0001744	Syal.g_00735	Praq.g_00120
OG0001745	Syal.g_02530	Praq.g_00376
OG0001924	Syal.g_02722	Praq.g_00559
OG0001925	Syal.g_02723	Praq.g_00558
OG0001926	Syal.g_02724	Praq.g_00557
OG0001927	Syal.g_02725	Praq.g_00556
OG0001993	Syal.g_02720	Praq.g_00561
OG0001994	Syal.g_02721	Praq.g_00560
OG0002032	Syal.g_02367	Praq.g_00388
OG0002111	Syal.g_02674, Syal.g_02655	Praq.g_01011
OG0002156	Syal.g_00058	Praq.g_01252, Praq.g_01253
OG0002560	Syal.g_02077	Praq.g_01148
OG0002885	Syal.g_02167	Praq.g_01949
OG0003351	Syal.g_01395	Praq.g_00207
