Orthogroup	Syae	Syat
OG0001201	Syae.g_01364	Syat.g_01572
OG0001202	Syae.g_01494	Syat.g_02812
OG0001203	Syae.g_02240	Syat.g_01447
OG0001204	Syae.g_02022	Syat.g_01867
OG0001205	Syae.g_00984	Syat.g_01287
OG0001206	Syae.g_02502	Syat.g_03268
OG0001207	Syae.g_02300	Syat.g_03162
OG0001208	Syae.g_02311	Syat.g_03172
OG0001209	Syae.g_02377	Syat.g_03273
OG0001210	Syae.g_02387	Syat.g_00103
OG0001211	Syae.g_02403	Syat.g_00078
OG0001213	Syae.g_00062	Syat.g_03289
OG0001214	Syae.g_00076	Syat.g_00128
OG0001216	Syae.g_00470	Syat.g_00660
OG0001217	Syae.g_00151	Syat.g_02587
OG0001218	Syae.g_02605	Syat.g_01356
OG0001219	Syae.g_00312	Syat.g_00629
OG0001220	Syae.g_00880	Syat.g_01534
OG0001222	Syae.g_00347	Syat.g_00597
OG0001223	Syae.g_00392	Syat.g_00544
OG0001224	Syae.g_00797	Syat.g_00804
OG0001225	Syae.g_00795	Syat.g_00806
OG0001226	Syae.g_00135	Syat.g_01485
OG0001228	Syae.g_01004	Syat.g_00938
OG0001229	Syae.g_00771	Syat.g_00981
OG0001230	Syae.g_02662	Syat.g_01235
OG0001231	Syae.g_01729	Syat.g_02327
OG0001232	Syae.g_01197	Syat.g_03041
OG0001233	Syae.g_01038	Syat.g_03012
OG0001234	Syae.g_02050	Syat.g_02092
OG0001235	Syae.g_02066	Syat.g_01838
OG0001236	Syae.g_01867	Syat.g_02156
OG0001237	Syae.g_01860	Syat.g_02161
OG0001238	Syae.g_01582	Syat.g_02673
OG0001239	Syae.g_01288	Syat.g_01472
OG0001240	Syae.g_01347	Syat.g_01554
OG0001241	Syae.g_01357	Syat.g_01564
OG0001242	Syae.g_01387	Syat.g_02936
OG0001243	Syae.g_01395	Syat.g_02928
OG0001244	Syae.g_01425	Syat.g_02901
OG0001245	Syae.g_00149	Syat.g_00212
OG0001246	Syae.g_02337	Syat.g_03209
OG0001247	Syae.g_00482	Syat.g_01019
OG0001248	Syae.g_00485	Syat.g_03159
OG0001249	Syae.g_02186	Syat.g_01620
OG0001250	Syae.g_00841	Syat.g_00739
OG0001251	Syae.g_01632	Syat.g_00963, Syat.g_00621
OG0001252	Syae.g_00804	Syat.g_00787
OG0001255	Syae.g_00667	Syat.g_00843
OG0001256	Syae.g_01149	Syat.g_03111
OG0001257	Syae.g_00295	Syat.g_01716
OG0001258	Syae.g_01159	Syat.g_03119
OG0001259	Syae.g_01036	Syat.g_03014
OG0001261	Syae.g_02115	Syat.g_01791
OG0001262	Syae.g_01769	Syat.g_02285
OG0001263	Syae.g_01399	Syat.g_02926
OG0001265	Syae.g_01385	Syat.g_02938
OG0001266	Syae.g_01498	Syat.g_02808
OG0001267	Syae.g_01969	Syat.g_02060
OG0001268	Syae.g_02198	Syat.g_01608
OG0001269	Syae.g_00225	Syat.g_02369
OG0001270	Syae.g_00997	Syat.g_02968
OG0001271	Syae.g_02527	Syat.g_01374
OG0001272	Syae.g_02315	Syat.g_03176
OG0001274	Syae.g_01535	Syat.g_02727
OG0001275	Syae.g_00407	Syat.g_00529
OG0001276	Syae.g_00423	Syat.g_00705
OG0001277	Syae.g_01677	Syat.g_03312
OG0001278	Syae.g_00697	Syat.g_00895
OG0001279	Syae.g_00007	Syat.g_01252
OG0001281	Syae.g_00969	Syat.g_01159
OG0001282	Syae.g_02298	Syat.g_02780
OG0001283	Syae.g_01688	Syat.g_02403
OG0001287	Syae.g_01827	Syat.g_02208
OG0001288	Syae.g_01815	Syat.g_02225
OG0001289	Syae.g_01330	Syat.g_01527
OG0001290	Syae.g_01356	Syat.g_01563
OG0001291	Syae.g_01409	Syat.g_02916
OG0001292	Syae.g_02017	Syat.g_01873
OG0001293	Syae.g_01996	Syat.g_01995
OG0001294	Syae.g_00593	Syat.g_00409
OG0001295	Syae.g_02389	Syat.g_00945
OG0001296	Syae.g_02343	Syat.g_03217
OG0001297	Syae.g_02347	Syat.g_03221
OG0001298	Syae.g_02439	Syat.g_00043
OG0001299	Syae.g_00599	Syat.g_00401
OG0001300	Syae.g_00766	Syat.g_01025
OG0001303	Syae.g_00314	Syat.g_00628
OG0001304	Syae.g_00436	Syat.g_00690
OG0001305	Syae.g_00786	Syat.g_00813
OG0001306	Syae.g_00943	Syat.g_03234
OG0001307	Syae.g_02059	Syat.g_02082
OG0001310	Syae.g_01178	Syat.g_03066
OG0001311	Syae.g_00425	Syat.g_00703
OG0001312	Syae.g_00326	Syat.g_00615
OG0001314	Syae.g_00097	Syat.g_00839, Syat.g_00137
OG0001315	Syae.g_02145	Syat.g_01634
OG0001317	Syae.g_02235	Syat.g_01451
OG0001318	Syae.g_02004	Syat.g_01888
OG0001319	Syae.g_01980	Syat.g_02048
OG0001323	Syae.g_02355	Syat.g_01111
OG0001325	Syae.g_00465	Syat.g_00664
OG0001326	Syae.g_01641	Syat.g_02525
OG0001327	Syae.g_00586	Syat.g_00414
OG0001331	Syae.g_02293	Syat.g_01301
OG0001333	Syae.g_01032	Syat.g_03018
OG0001336	Syae.g_01689	Syat.g_02402
OG0001337	Syae.g_02153, Syae.g_02175	Syat.g_01621
OG0001345	Syae.g_00886	Syat.g_00290
OG0001347	Syae.g_01907	Syat.g_02666
OG0001347	Syae.g_01237	Syat.g_01136
OG0001348	Syae.g_00821	Syat.g_03316
OG0001349	Syae.g_01228, Syae.g_01245	Syat.g_01220
OG0001351	Syae.g_02492	Syat.g_01318
OG0001353	Syae.g_00831	Syat.g_00717
OG0001354	Syae.g_00379	Syat.g_00558
OG0001355	Syae.g_00120	Syat.g_02589
OG0001356	Syae.g_00820	Syat.g_01428, Syat.g_01035
OG0001358	Syae.g_00046	Syat.g_03319
OG0001360	Syae.g_00883	Syat.g_00256
OG0001361	Syae.g_00889	Syat.g_00293
OG0001364	Syae.g_01883	Syat.g_02143
OG0001366	Syae.g_01189	Syat.g_03047
OG0001373	Syae.g_01640	Syat.g_02524
OG0001374	Syae.g_01648	Syat.g_02541
OG0001376	Syae.g_01589	Syat.g_00841
OG0001377	Syae.g_01588	Syat.g_00842
OG0001378	Syae.g_00998	Syat.g_02967
OG0001379	Syae.g_00952	Syat.g_01147
OG0001382	Syae.g_02490	Syat.g_00101
OG0001383	Syae.g_02246, Syae.g_02245	Syat.g_01441
OG0001385	Syae.g_01637	Syat.g_02521
OG0001386	Syae.g_01638	Syat.g_02522
OG0001387	Syae.g_01639	Syat.g_02523
OG0001388	Syae.g_01642	Syat.g_02526
OG0001389	Syae.g_01643	Syat.g_02531
OG0001390	Syae.g_01644	Syat.g_02532
OG0001391	Syae.g_01645	Syat.g_02533
OG0001392	Syae.g_01646	Syat.g_02539
OG0001393	Syae.g_01647	Syat.g_02540
OG0001394	Syae.g_00553	Syat.g_00450
OG0001396	Syae.g_01791, Syae.g_01238	Syat.g_01137
OG0001401	Syae.g_00835	Syat.g_00721
OG0001402	Syae.g_00051	Syat.g_03314
OG0001406	Syae.g_01590	Syat.g_00840
OG0001408	Syae.g_00712	Syat.g_00211
OG0001412	Syae.g_01240	Syat.g_01135
OG0001412	Syae.g_01906	Syat.g_02667
OG0001413	Syae.g_00123	Syat.g_00853
OG0001416	Syae.g_00966	Syat.g_02491
OG0001417	Syae.g_00378	Syat.g_01705
OG0001420	Syae.g_00727, Syae.g_02365	Syat.g_01099
OG0001421	Syae.g_00241	Syat.g_03056
OG0001429	Syae.g_00315	Syat.g_00627
OG0001430	Syae.g_01560	Syat.g_03343
OG0001432	Syae.g_00742	Syat.g_00846
OG0001433	Syae.g_00819	Syat.g_01429
OG0001434	Syae.g_00548	Syat.g_00455
OG0001435	Syae.g_00579	Syat.g_00422
OG0001438	Syae.g_01954	Syat.g_02076
OG0001439	Syae.g_01929	Syat.g_02105
OG0001443	Syae.g_01594	Syat.g_02649
OG0001449	Syae.g_02253	Syat.g_00800
OG0001452	Syae.g_02009	Syat.g_01881
OG0001453	Syae.g_00399	Syat.g_00538
OG0001454	Syae.g_00131	Syat.g_00189
OG0001456	Syae.g_01650	Syat.g_02545
OG0001457	Syae.g_01651	Syat.g_02546
OG0001458	Syae.g_01652	Syat.g_02547
OG0001459	Syae.g_00621	Syat.g_03357, Syat.g_03358
OG0001460	Syae.g_00818	Syat.g_01430
OG0001461	Syae.g_00063	Syat.g_01945
OG0001462	Syae.g_01754	Syat.g_02301
OG0001470	Syae.g_01006	Syat.g_02257
OG0001473	Syae.g_00107	Syat.g_00190
OG0001474	Syae.g_02199	Syat.g_01607
OG0001475	Syae.g_01008	Syat.g_01116
OG0001476	Syae.g_00908	Syat.g_02579, Syat.g_01012
OG0001477	Syae.g_00776	Syat.g_00321, Syat.g_00322, Syat.g_00318
OG0001478	Syae.g_02512	Syat.g_01385
OG0001478	Syae.g_02519	Syat.g_01294
OG0001479	Syae.g_02196	Syat.g_01610
OG0001482	Syae.g_00388	Syat.g_00549
OG0001484	Syae.g_01649	Syat.g_02443
OG0001487	Syae.g_02606	Syat.g_01355
OG0001488	Syae.g_00898	Syat.g_00301
OG0001489	Syae.g_02139	Syat.g_01645
OG0001492	Syae.g_00694	Syat.g_00898
OG0001493	Syae.g_00702	Syat.g_00890
OG0001495	Syae.g_02072	Syat.g_01833
OG0001496	Syae.g_00774	Syat.g_00316
OG0001497	Syae.g_00775	Syat.g_00317
OG0001498	Syae.g_02220	Syat.g_02954
OG0001502	Syae.g_00874	Syat.g_00757
OG0001504	Syae.g_00622	Syat.g_03356
OG0001505	Syae.g_01204	Syat.g_01215
OG0001507	Syae.g_00192	Syat.g_03261
OG0001508	Syae.g_01005	Syat.g_02258
OG0001509	Syae.g_01242	Syat.g_01140
OG0001509	Syae.g_01909	Syat.g_01296
OG0001510	Syae.g_01823	Syat.g_02214
OG0001511	Syae.g_01372	Syat.g_01580
OG0001512	Syae.g_02241	Syat.g_01445
OG0001513	Syae.g_01861	Syat.g_01083
OG0001514	Syae.g_00773	Syat.g_00315
OG0001515	Syae.g_00762	Syat.g_00927
OG0001516	Syae.g_00602	Syat.g_00398
OG0001517	Syae.g_02193	Syat.g_01613
OG0001518	Syae.g_01584	Syat.g_02671
OG0001519	Syae.g_01596	Syat.g_02646
OG0001520	Syae.g_02425	Syat.g_00852
OG0001527	Syae.g_02417	Syat.g_00064
OG0001528	Syae.g_01007	Syat.g_01115
OG0001529	Syae.g_01760	Syat.g_02294
OG0001530	Syae.g_01370	Syat.g_01578
OG0001531	Syae.g_02242	Syat.g_01444
OG0001532	Syae.g_00655	Syat.g_00213
OG0001533	Syae.g_02499	Syat.g_02786
OG0001534	Syae.g_00437	Syat.g_00689
OG0001535	Syae.g_00421	Syat.g_00707
OG0001536	Syae.g_00355	Syat.g_00589
OG0001537	Syae.g_00558	Syat.g_00441
OG0001538	Syae.g_00516	Syat.g_00484
OG0001539	Syae.g_00584	Syat.g_00417
OG0001540	Syae.g_01401	Syat.g_02924
OG0001541	Syae.g_01465	Syat.g_02847
OG0001542	Syae.g_01474	Syat.g_02837
OG0001543	Syae.g_01516	Syat.g_03229
OG0001544	Syae.g_01595	Syat.g_02647
OG0001545	Syae.g_01676	Syat.g_02444, Syat.g_02433
OG0001547	Syae.g_00293	Syat.g_00645
OG0001549	Syae.g_00882	Syat.g_00799
OG0001554	Syae.g_01565	Syat.g_01005
OG0001556	Syae.g_00648	Syat.g_03334, Syat.g_03147
OG0001557	Syae.g_00552	Syat.g_00451
OG0001558	Syae.g_01732	Syat.g_02323
OG0001559	Syae.g_01369	Syat.g_01577
OG0001560	Syae.g_01355	Syat.g_01562
OG0001561	Syae.g_00427	Syat.g_00701
OG0001562	Syae.g_00413	Syat.g_00523
OG0001563	Syae.g_02124	Syat.g_01662
OG0001564	Syae.g_02485	Syat.g_01209
OG0001567	Syae.g_00291	Syat.g_00651
OG0001568	Syae.g_00297	Syat.g_00643
OG0001570	Syae.g_00278	Syat.g_03269
OG0001574	Syae.g_02415	Syat.g_00066
OG0001575	Syae.g_02420	Syat.g_00061
OG0001576	Syae.g_02478	Syat.g_01169
OG0001577	Syae.g_00925	Syat.g_03255
OG0001578	Syae.g_00625	Syat.g_00192
OG0001580	Syae.g_01556	Syat.g_02701
OG0001588	Syae.g_01880	Syat.g_03195, Syat.g_02169
OG0001590	Syae.g_00068	Syat.g_00112
OG0001592	Syae.g_01557	Syat.g_02699
OG0001594	Syae.g_02685, Syae.g_02067, Syae.g_01107, Syae.g_01574, Syae.g_01546	Syat.g_01365
OG0001614	Syae.g_01837	Syat.g_02197
OG0001615	Syae.g_00854	Syat.g_00091
OG0001616	Syae.g_00642	Syat.g_00249
OG0001617	Syae.g_00769	Syat.g_03212, Syat.g_03299
OG0001618	Syae.g_00459	Syat.g_02510, Syat.g_00670
OG0001619	Syae.g_00344	Syat.g_00600
OG0001620	Syae.g_02205	Syat.g_01601
OG0001621	Syae.g_02008	Syat.g_01883
OG0001622	Syae.g_01687	Syat.g_02404
OG0001623	Syae.g_02179	Syat.g_01666
OG0001624	Syae.g_01601	Syat.g_00188
OG0001625	Syae.g_02002	Syat.g_01938
OG0001634	Syae.g_00596	Syat.g_00404
OG0001635	Syae.g_01811	Syat.g_02229, Syat.g_01993
OG0001636	Syae.g_01753	Syat.g_02302
OG0001637	Syae.g_00477, Syae.g_01051	Syat.g_02788
OG0001638	Syae.g_01175	Syat.g_03143
OG0001639	Syae.g_01082	Syat.g_02981
OG0001640	Syae.g_00809	Syat.g_00792
OG0001641	Syae.g_00397	Syat.g_00540
OG0001642	Syae.g_00878	Syat.g_00676
OG0001643	Syae.g_00079	Syat.g_00131
OG0001644	Syae.g_00452	Syat.g_00844
OG0001645	Syae.g_00298, Syae.g_00665	Syat.g_01719
OG0001647	Syae.g_01978	Syat.g_02051
OG0001652	Syae.g_01730	Syat.g_02326
OG0001653	Syae.g_01345	Syat.g_01553
OG0001654	Syae.g_01080	Syat.g_02983
OG0001657	Syae.g_01439	Syat.g_02887
OG0001659	Syae.g_00650	Syat.g_00219
OG0001660	Syae.g_01376, Syae.g_02215	Syat.g_01585, Syat.g_02948
OG0001666	Syae.g_00214	Syat.g_03349
OG0001671	Syae.g_01521	Syat.g_02742
OG0001672	Syae.g_01318, Syae.g_01299	Syat.g_01483
OG0001673	Syae.g_02233	Syat.g_01454
OG0001675	Syae.g_00411	Syat.g_00525
OG0001677	Syae.g_02148, Syae.g_00653	Syat.g_01631
OG0001678	Syae.g_02035	Syat.g_01859
OG0001679	Syae.g_02424	Syat.g_02946
OG0001680	Syae.g_00901, Syae.g_01180	Syat.g_03064
OG0001682	Syae.g_00130, Syae.g_00461	Syat.g_00668
OG0001692	Syae.g_02657	Syat.g_01231
OG0001694	Syae.g_01967	Syat.g_02062
OG0001695	Syae.g_01670	Syat.g_02434
OG0001700	Syae.g_00290	Syat.g_01074
OG0001702	Syae.g_01335	Syat.g_01533
OG0001703	Syae.g_02301	Syat.g_03164
OG0001715	Syae.g_00148	Syat.g_01717
OG0001716	Syae.g_00875	Syat.g_02002
OG0001717	Syae.g_01451	Syat.g_02860
OG0001729	Syae.g_02247	Syat.g_01440
OG0001730	Syae.g_02260	Syat.g_01676
OG0001731	Syae.g_01117	Syat.g_03081
OG0001732	Syae.g_00678	Syat.g_02387, Syat.g_00911
OG0001733	Syae.g_00589	Syat.g_01048
OG0001734	Syae.g_00876	Syat.g_00513, Syat.g_01308
OG0001735	Syae.g_00611	Syat.g_00345
OG0001736	Syae.g_01903	Syat.g_01254
OG0001737	Syae.g_01948	Syat.g_02084
OG0001738	Syae.g_01915	Syat.g_02127
OG0001739	Syae.g_01668	Syat.g_02435, Syat.g_02445
OG0001748	Syae.g_01523	Syat.g_02740
OG0001750	Syae.g_01343	Syat.g_01551
OG0001751	Syae.g_02232	Syat.g_01455
OG0001752	Syae.g_01060	Syat.g_02991
OG0001754	Syae.g_01053	Syat.g_02790
OG0001755	Syae.g_02352	Syat.g_03226
OG0001756	Syae.g_01593	Syat.g_01277, Syat.g_00731
OG0001759	Syae.g_00254, Syae.g_00217	Syat.g_02466
OG0001760	Syae.g_00223	Syat.g_02005, Syat.g_00880
OG0001761	Syae.g_00026	Syat.g_00819
OG0001762	Syae.g_00404	Syat.g_00531
OG0001763	Syae.g_00391	Syat.g_00545
OG0001764	Syae.g_00301	Syat.g_00639
OG0001766	Syae.g_01938	Syat.g_02711
OG0001768	Syae.g_01482	Syat.g_02831
OG0001769	Syae.g_00093	Syat.g_00373
OG0001771	Syae.g_00183	Syat.g_01094
OG0001783	Syae.g_01832	Syat.g_02203
OG0001784	Syae.g_01338	Syat.g_01536
OG0001786	Syae.g_01134	Syat.g_03099
OG0001787	Syae.g_02373	Syat.g_01076
OG0001788	Syae.g_02376	Syat.g_03272
OG0001789	Syae.g_00960	Syat.g_01152
OG0001790	Syae.g_00936	Syat.g_03249
OG0001792	Syae.g_00685	Syat.g_00905
OG0001796	Syae.g_00415	Syat.g_00716
OG0001797	Syae.g_00335	Syat.g_00605, Syat.g_01062
OG0001798	Syae.g_00054	Syat.g_03310
OG0001800	Syae.g_00006	Syat.g_01091, Syat.g_01660
OG0001801	Syae.g_02679	Syat.g_01240
OG0001803	Syae.g_00988	Syat.g_01291
OG0001804	Syae.g_02221	Syat.g_02955
OG0001805	Syae.g_02013	Syat.g_02770, Syat.g_01090
OG0001806	Syae.g_01979	Syat.g_02050, Syat.g_02049
OG0001807	Syae.g_01887	Syat.g_02090
OG0001808	Syae.g_01877	Syat.g_02145
OG0001811	Syae.g_01472	Syat.g_02839
OG0001812	Syae.g_01558	Syat.g_02698
OG0001813	Syae.g_01605	Syat.g_02490
OG0001814	Syae.g_01698	Syat.g_02395
OG0001815	Syae.g_01707	Syat.g_01886, Syat.g_00954
OG0001816	Syae.g_00587	Syat.g_00413
OG0001837	Syae.g_01522	Syat.g_02741
OG0001839	Syae.g_01749	Syat.g_02305
OG0001840	Syae.g_01766	Syat.g_02288
OG0001841	Syae.g_01773	Syat.g_02280
OG0001842	Syae.g_01072	Syat.g_02421
OG0001843	Syae.g_01838	Syat.g_02196
OG0001844	Syae.g_01839	Syat.g_02195
OG0001845	Syae.g_01840	Syat.g_02193
OG0001846	Syae.g_01388	Syat.g_03123, Syat.g_02935
OG0001847	Syae.g_01386	Syat.g_02937
OG0001848	Syae.g_01382	Syat.g_02941
OG0001849	Syae.g_01329	Syat.g_01526
OG0001850	Syae.g_01320	Syat.g_01486
OG0001851	Syae.g_01295	Syat.g_01479
OG0001852	Syae.g_01294	Syat.g_01478
OG0001853	Syae.g_01287	Syat.g_01471
OG0001854	Syae.g_02237	Syat.g_01449
OG0001855	Syae.g_02666	Syat.g_01273
OG0001856	Syae.g_01141	Syat.g_03103
OG0001857	Syae.g_01138	Syat.g_03100
OG0001858	Syae.g_01110	Syat.g_03076
OG0001859	Syae.g_02289	Syat.g_01305
OG0001860	Syae.g_02303	Syat.g_03166
OG0001861	Syae.g_02316	Syat.g_03177
OG0001862	Syae.g_02327	Syat.g_03190
OG0001863	Syae.g_02332	Syat.g_03203
OG0001864	Syae.g_02385	Syat.g_03282
OG0001866	Syae.g_02474	Syat.g_00002
OG0001867	Syae.g_00024	Syat.g_03410
OG0001868	Syae.g_00965	Syat.g_01156
OG0001869	Syae.g_00926	Syat.g_03254
OG0001870	Syae.g_00918	Syat.g_03264
OG0001871	Syae.g_00913	Syat.g_00312
OG0001872	Syae.g_00693	Syat.g_00899
OG0001873	Syae.g_00643	Syat.g_00228
OG0001874	Syae.g_00640	Syat.g_00251
OG0001877	Syae.g_00763	Syat.g_00926
OG0001878	Syae.g_00408	Syat.g_00528
OG0001879	Syae.g_00402	Syat.g_00533
OG0001880	Syae.g_00364	Syat.g_00574
OG0001881	Syae.g_00363	Syat.g_00575
OG0001882	Syae.g_00338	Syat.g_00602
OG0001883	Syae.g_00333	Syat.g_00608
OG0001884	Syae.g_00324	Syat.g_00617
OG0001885	Syae.g_00309	Syat.g_00632
OG0001886	Syae.g_00302	Syat.g_00638
OG0001888	Syae.g_00546	Syat.g_00456
OG0001889	Syae.g_00505	Syat.g_00498
OG0001890	Syae.g_00848	Syat.g_00748
OG0001891	Syae.g_00852	Syat.g_00756
OG0001892	Syae.g_00881	Syat.g_00982
OG0001893	Syae.g_00055	Syat.g_03309
OG0001894	Syae.g_00073	Syat.g_00116
OG0001895	Syae.g_02684	Syat.g_01244
OG0001896	Syae.g_01001	Syat.g_02964
OG0001897	Syae.g_02202	Syat.g_01604
OG0001898	Syae.g_02185	Syat.g_01622
OG0001899	Syae.g_02113	Syat.g_01793
OG0001900	Syae.g_01994	Syat.g_01997
OG0001901	Syae.g_01993	Syat.g_01998
OG0001902	Syae.g_01962	Syat.g_02068
OG0001903	Syae.g_01953	Syat.g_02077
OG0001904	Syae.g_01885	Syat.g_02141
OG0001905	Syae.g_01875	Syat.g_02147
OG0001906	Syae.g_01402	Syat.g_02923
OG0001908	Syae.g_01467	Syat.g_02845
OG0001909	Syae.g_01480	Syat.g_02833
OG0001910	Syae.g_01527	Syat.g_02736
OG0001912	Syae.g_01576	Syat.g_02679
OG0001913	Syae.g_01578	Syat.g_02677
OG0001914	Syae.g_00633	Syat.g_03287
OG0001915	Syae.g_01704	Syat.g_02389
OG0001924	Syae.g_00038	Syat.g_02767
OG0001925	Syae.g_00037	Syat.g_02766
OG0001926	Syae.g_00036	Syat.g_02765
OG0001927	Syae.g_00035	Syat.g_02764
OG0001929	Syae.g_01780	Syat.g_02273
OG0001930	Syae.g_01073	Syat.g_02422
OG0001931	Syae.g_01074	Syat.g_02424
OG0001932	Syae.g_01836	Syat.g_02198
OG0001933	Syae.g_01366	Syat.g_01573
OG0001934	Syae.g_01351	Syat.g_01559
OG0001935	Syae.g_01292	Syat.g_01476
OG0001936	Syae.g_00129	Syat.g_00178
OG0001938	Syae.g_02305	Syat.g_03168
OG0001940	Syae.g_02438	Syat.g_00044
OG0001941	Syae.g_00970	Syat.g_01160
OG0001943	Syae.g_00247	Syat.g_00405
OG0001944	Syae.g_00282	Syat.g_01250
OG0001946	Syae.g_00764	Syat.g_00972
OG0001948	Syae.g_00393	Syat.g_00543
OG0001949	Syae.g_00373	Syat.g_00563
OG0001950	Syae.g_00371	Syat.g_00565
OG0001951	Syae.g_00362	Syat.g_00576
OG0001952	Syae.g_00337	Syat.g_00603
OG0001953	Syae.g_00336	Syat.g_00604
OG0001957	Syae.g_00060	Syat.g_03304
OG0001958	Syae.g_00609	Syat.g_00343
OG0001961	Syae.g_02525	Syat.g_01376
OG0001964	Syae.g_02048	Syat.g_01846
OG0001966	Syae.g_02000	Syat.g_01940
OG0001967	Syae.g_01998	Syat.g_01942
OG0001968	Syae.g_01997	Syat.g_01943
OG0001969	Syae.g_01932	Syat.g_02102
OG0001970	Syae.g_01404	Syat.g_02921
OG0001971	Syae.g_01478	Syat.g_02835
OG0001972	Syae.g_01540	Syat.g_02723
OG0001975	Syae.g_00634	Syat.g_03286
OG0001976	Syae.g_00632	Syat.g_03288
OG0001979	Syae.g_00760	Syat.g_03155
OG0001980	Syae.g_02181	Syat.g_00836
OG0001991	Syae.g_00567	Syat.g_01679
OG0001993	Syae.g_00040	Syat.g_02769
OG0001995	Syae.g_00747	Syat.g_02221
OG0001996	Syae.g_01746	Syat.g_02309
OG0001997	Syae.g_01341	Syat.g_01549
OG0001999	Syae.g_01029	Syat.g_03020
OG0002000	Syae.g_02353	Syat.g_01112
OG0002002	Syae.g_00692	Syat.g_00900
OG0002005	Syae.g_02480	Syat.g_01992, Syat.g_02596
OG0002006	Syae.g_00812	Syat.g_02751
OG0002007	Syae.g_00813	Syat.g_00984
OG0002008	Syae.g_00406	Syat.g_03284
OG0002009	Syae.g_00556	Syat.g_00446
OG0002010	Syae.g_02622	Syat.g_01337
OG0002011	Syae.g_00292	Syat.g_00868, Syat.g_01912
OG0002016	Syae.g_01520	Syat.g_02743
OG0002019	Syae.g_00294	Syat.g_02199
OG0002020	Syae.g_01666	Syat.g_02597
OG0002021	Syae.g_01664	Syat.g_02450
OG0002022	Syae.g_01662	Syat.g_02448
OG0002023	Syae.g_01661	Syat.g_02447
OG0002024	Syae.g_01655	Syat.g_02554
OG0002025	Syae.g_01084	Syat.g_02463
OG0002037	Syae.g_02307	Syat.g_01293
OG0002038	Syae.g_00912	Syat.g_01251
OG0002040	Syae.g_00897	Syat.g_02427
OG0002041	Syae.g_00389	Syat.g_00547
OG0002042	Syae.g_00367	Syat.g_00569
OG0002043	Syae.g_00316	Syat.g_00625
OG0002045	Syae.g_02521	Syat.g_01381
OG0002046	Syae.g_02517	Syat.g_01404, Syat.g_01397
OG0002049	Syae.g_02064	Syat.g_01840
OG0002050	Syae.g_01988	Syat.g_02040
OG0002051	Syae.g_01464	Syat.g_02848
OG0002054	Syae.g_01654	Syat.g_02555
OG0002055	Syae.g_01657	Syat.g_02428
OG0002056	Syae.g_01952	Syat.g_02078
OG0002107	Syae.g_00156	Syat.g_02014, Syat.g_03230, Syat.g_00994
OG0002114	Syae.g_02675, Syae.g_02668	Syat.g_01366
OG0002116	Syae.g_01129	Syat.g_03094
OG0002119	Syae.g_01515	Syat.g_02752
OG0002120	Syae.g_00270	Syat.g_02459
OG0002123	Syae.g_00467	Syat.g_00662
OG0002129	Syae.g_02639	Syat.g_01280
OG0002131	Syae.g_01665	Syat.g_02451
OG0002132	Syae.g_01658	Syat.g_02553
OG0002134	Syae.g_01846	Syat.g_02186
OG0002135	Syae.g_01193	Syat.g_03043
OG0002136	Syae.g_01192	Syat.g_03044
OG0002137	Syae.g_01096	Syat.g_02021
OG0002138	Syae.g_00758	Syat.g_02879, Syat.g_02880, Syat.g_00820
OG0002139	Syae.g_00707	Syat.g_00884
OG0002142	Syae.g_02678	Syat.g_01239
OG0002143	Syae.g_02224	Syat.g_00973
OG0002144	Syae.g_02070	Syat.g_03389
OG0002154	Syae.g_01420	Syat.g_00084
OG0002160	Syae.g_00749	Syat.g_02996
OG0002161	Syae.g_01545	Syat.g_02653
OG0002161	Syae.g_02665	Syat.g_01272
OG0002163	Syae.g_01592	Syat.g_02644
OG0002166	Syae.g_00754	Syat.g_03397
OG0002170	Syae.g_02188	Syat.g_01618
OG0002172	Syae.g_01524	Syat.g_02739
OG0002173	Syae.g_01511	Syat.g_02754
OG0002174	Syae.g_01615	Syat.g_02511
OG0002179	Syae.g_01872	Syat.g_02153
OG0002180	Syae.g_01961	Syat.g_02069
OG0002181	Syae.g_01991	Syat.g_02001
OG0002182	Syae.g_02010	Syat.g_03097
OG0002183	Syae.g_01331	Syat.g_01529
OG0002184	Syae.g_01328	Syat.g_01525
OG0002185	Syae.g_01321	Syat.g_01487
OG0002186	Syae.g_01191	Syat.g_03045
OG0002187	Syae.g_01190	Syat.g_03046
OG0002188	Syae.g_01158	Syat.g_03118
OG0002189	Syae.g_01157	Syat.g_03117
OG0002190	Syae.g_01116	Syat.g_03080
OG0002191	Syae.g_00999	Syat.g_02668, Syat.g_01001
OG0002194	Syae.g_00703	Syat.g_00889
OG0002195	Syae.g_00570	Syat.g_00434
OG0002196	Syae.g_00535	Syat.g_00464
OG0002197	Syae.g_00396	Syat.g_00541
OG0002198	Syae.g_00094	Syat.g_02588
OG0002199	Syae.g_00089	Syat.g_00393
OG0002200	Syae.g_02652	Syat.g_01225
OG0002201	Syae.g_02472	Syat.g_00004
OG0002202	Syae.g_02471	Syat.g_00005
OG0002203	Syae.g_02470	Syat.g_00006
OG0002204	Syae.g_02453	Syat.g_00029
OG0002205	Syae.g_02437	Syat.g_00047
OG0002206	Syae.g_02423	Syat.g_00058, Syat.g_01056
OG0002207	Syae.g_02413	Syat.g_00068
OG0002208	Syae.g_02302	Syat.g_03165
OG0002209	Syae.g_02200	Syat.g_01606
