Orthogroup	Prat	Syai
OG0001169	Prat.g_01632	Syai.g_02258
OG0001170	Prat.g_01634	Syai.g_02260
OG0001171	Prat.g_01645	Syai.g_02270
OG0001172	Prat.g_01660	Syai.g_00323
OG0001173	Prat.g_01661	Syai.g_00324
OG0001174	Prat.g_01669	Syai.g_00332
OG0001175	Prat.g_01670	Syai.g_00333
OG0001176	Prat.g_01678	Syai.g_00352
OG0001177	Prat.g_01680	Syai.g_00350
OG0001178	Prat.g_01597	Syai.g_02383
OG0001179	Prat.g_01710	Syai.g_00385
OG0001180	Prat.g_01732	Syai.g_00410
OG0001181	Prat.g_01736	Syai.g_00414
OG0001182	Prat.g_01745	Syai.g_00423
OG0001183	Prat.g_01749	Syai.g_00429
OG0001184	Prat.g_01766	Syai.g_00156
OG0001185	Prat.g_01783	Syai.g_00117
OG0001186	Prat.g_01807	Syai.g_00084
OG0001187	Prat.g_01810	Syai.g_00081
OG0001188	Prat.g_01812	Syai.g_00078
OG0001189	Prat.g_01829	Syai.g_00061
OG0001190	Prat.g_01834	Syai.g_02776
OG0001191	Prat.g_01844	Syai.g_02788
OG0001192	Prat.g_01849	Syai.g_02793
OG0001193	Prat.g_01863	Syai.g_02835
OG0001194	Prat.g_01864	Syai.g_02838
OG0001195	Prat.g_01865	Syai.g_02839
OG0001196	Prat.g_01881	Syai.g_02913
OG0001197	Prat.g_01883	Syai.g_02915
OG0001198	Prat.g_01890	Syai.g_02930
OG0001200	Prat.g_00073	Syai.g_02482
OG0001202	Prat.g_00201	Syai.g_02674
OG0001203	Prat.g_00243	Syai.g_00540
OG0001205	Prat.g_00406	Syai.g_02212
OG0001206	Prat.g_00425	Syai.g_00853
OG0001207	Prat.g_00436	Syai.g_00629
OG0001208	Prat.g_00442	Syai.g_00640
OG0001209	Prat.g_00497	Syai.g_00711
OG0001210	Prat.g_00501	Syai.g_00720
OG0001211	Prat.g_00511	Syai.g_00735
OG0001212	Prat.g_00558	Syai.g_00799
OG0001213	Prat.g_00593	Syai.g_01082
OG0001214	Prat.g_01088	Syai.g_01106
OG0001215	Prat.g_00764	Syai.g_01958
OG0001216	Prat.g_00790	Syai.g_01388
OG0001217	Prat.g_01486	Syai.g_01185
OG0001218	Prat.g_01217	Syai.g_00893
OG0001219	Prat.g_00863	Syai.g_01561
OG0001220	Prat.g_00984	Syai.g_02087
OG0001221	Prat.g_00728	Syai.g_01284
OG0001222	Prat.g_00944	Syai.g_01516
OG0001223	Prat.g_00914	Syai.g_01463
OG0001224	Prat.g_00961	Syai.g_02011
OG0001225	Prat.g_00963	Syai.g_02009
OG0001226	Prat.g_00078	Syai.g_01154
OG0001227	Prat.g_01197	Syai.g_02806
OG0001228	Prat.g_01106	Syai.g_02218
OG0001229	Prat.g_01228	Syai.g_01986
OG0001230	Prat.g_01343	Syai.g_00964
OG0001232	Prat.g_01614	Syai.g_02410
OG0001233	Prat.g_01635	Syai.g_02261
OG0001234	Prat.g_01672	Syai.g_00337
OG0001235	Prat.g_01676	Syai.g_00343
OG0001236	Prat.g_01763	Syai.g_00159
OG0001237	Prat.g_01767	Syai.g_00137
OG0001238	Prat.g_01845	Syai.g_02789
OG0001239	Prat.g_00068	Syai.g_02477
OG0001240	Prat.g_00090	Syai.g_02527
OG0001241	Prat.g_00099	Syai.g_02537
OG0001243	Prat.g_00125	Syai.g_02573
OG0001244	Prat.g_00140	Syai.g_02605
OG0001245	Prat.g_00671	Syai.g_02091
OG0001246	Prat.g_01485, Prat.g_00467	Syai.g_00666
OG0001247	Prat.g_00757	Syai.g_01380
OG0001248	Prat.g_00759	Syai.g_01377
OG0001249	Prat.g_00345	Syai.g_00464
OG0001250	Prat.g_00997	Syai.g_02053
OG0001251	Prat.g_00695	Syai.g_02845
OG0001254	Prat.g_01559	Syai.g_01744
OG0001255	Prat.g_01172	Syai.g_01915
OG0001256	Prat.g_01446	Syai.g_02362
OG0001258	Prat.g_01588	Syai.g_02372
OG0001259	Prat.g_01633	Syai.g_02259
OG0001260	Prat.g_01651	Syai.g_02281
OG0001261	Prat.g_01717	Syai.g_00394
OG0001262	Prat.g_01827	Syai.g_00063
OG0001263	Prat.g_00127	Syai.g_02576
OG0001265	Prat.g_00117	Syai.g_02563
OG0001266	Prat.g_00205	Syai.g_02679
OG0001267	Prat.g_00287	Syai.g_00259
OG0001268	Prat.g_00353	Syai.g_00492
OG0001269	Prat.g_00985	Syai.g_01699
OG0001270	Prat.g_00394	Syai.g_02231
OG0001271	Prat.g_00431	Syai.g_00862
OG0001272	Prat.g_00446	Syai.g_00644
OG0001273	Prat.g_01095	Syai.g_01099
OG0001274	Prat.g_00228	Syai.g_02706
OG0001275	Prat.g_00922	Syai.g_01447
OG0001276	Prat.g_00936	Syai.g_01431
OG0001277	Prat.g_00817	Syai.g_02899
OG0001278	Prat.g_01102	Syai.g_01799
OG0001279	Prat.g_00828	Syai.g_00991
OG0001280	Prat.g_01248	Syai.g_02176
OG0001281	Prat.g_01254	Syai.g_02186
OG0001282	Prat.g_01292	Syai.g_00627
OG0001283	Prat.g_01877	Syai.g_02908
OG0001284	Prat.g_01433	Syai.g_02338
OG0001285	Prat.g_01617	Syai.g_02866
OG0001286	Prat.g_01730	Syai.g_00408
OG0001287	Prat.g_01790	Syai.g_00109
OG0001289	Prat.g_00085	Syai.g_02504
OG0001290	Prat.g_00098	Syai.g_02536
OG0001291	Prat.g_00135	Syai.g_02587
OG0001292	Prat.g_00254	Syai.g_00306
OG0001293	Prat.g_00268	Syai.g_00285
OG0001294	Prat.g_01546	Syai.g_01242
OG0001295	Prat.g_01215	Syai.g_00722
OG0001296	Prat.g_00472	Syai.g_00672
OG0001297	Prat.g_00477	Syai.g_00676
OG0001298	Prat.g_00541	Syai.g_00773
OG0001299	Prat.g_01057	Syai.g_01236
OG0001300	Prat.g_00768	Syai.g_01982
OG0001301	Prat.g_00773	Syai.g_01995
OG0001302	Prat.g_00859	Syai.g_01142
OG0001303	Prat.g_01550	Syai.g_01559
OG0001304	Prat.g_00949	Syai.g_01418
OG0001305	Prat.g_00969	Syai.g_02001
OG0001306	Prat.g_01170	Syai.g_02160
OG0001307	Prat.g_01283	Syai.g_01717
OG0001308	Prat.g_01363	Syai.g_00943
OG0001309	Prat.g_00481	Syai.g_00682
OG0001311	Prat.g_00938	Syai.g_01429
OG0001312	Prat.g_00872	Syai.g_01549
OG0001316	Prat.g_00139	Syai.g_02593
OG0001317	Prat.g_00239	Syai.g_00534
OG0001318	Prat.g_00263	Syai.g_00293
OG0001319	Prat.g_00280	Syai.g_00270
OG0001321	Prat.g_00413	Syai.g_02195
OG0001322	Prat.g_00414	Syai.g_02194
OG0001324	Prat.g_00769	Syai.g_01983
OG0001325	Prat.g_00793	Syai.g_01392
OG0001327	Prat.g_00704	Syai.g_01250
OG0001330	Prat.g_01468	Syai.g_02167
OG0001331	Prat.g_01297	Syai.g_00622
OG0001332	Prat.g_01403	Syai.g_02293
OG0001333	Prat.g_01629	Syai.g_02255
OG0001334	Prat.g_01752	Syai.g_00438
OG0001335	Prat.g_01753	Syai.g_00439
OG0001336	Prat.g_01878	Syai.g_02909
OG0001337	Prat.g_00339	Syai.g_00434, Syai.g_00452
OG0001338	Prat.g_00342	Syai.g_00448, Syai.g_01658, Syai.g_00456
OG0001339	Prat.g_00101	Syai.g_02539
OG0001340	Prat.g_00340	Syai.g_00453
OG0001343	Prat.g_00692	Syai.g_02842
OG0001344	Prat.g_01152	Syai.g_02139
OG0001346	Prat.g_01250	Syai.g_02180
OG0001348	Prat.g_00827	Syai.g_02033
OG0001351	Prat.g_00416	Syai.g_00843
OG0001352	Prat.g_00753	Syai.g_00700
OG0001353	Prat.g_01005	Syai.g_02042
OG0001354	Prat.g_00906	Syai.g_01477
OG0001359	Prat.g_00693	Syai.g_02841
OG0001361	Prat.g_01138	Syai.g_02113
OG0001362	Prat.g_01367	Syai.g_00938
OG0001363	Prat.g_01369	Syai.g_00936
OG0001364	Prat.g_01755	Syai.g_00173
OG0001368	Prat.g_00632, Prat.g_00818	Syai.g_00313
OG0001370	Prat.g_00422	Syai.g_02317
OG0001375	Prat.g_00691	Syai.g_02843
OG0001379	Prat.g_01243	Syai.g_02169
OG0001380	Prat.g_01178	Syai.g_01168
OG0001381	Prat.g_01181	Syai.g_02819, Syai.g_01723
OG0001394	Prat.g_00732	Syai.g_01290
OG0001397	Prat.g_01368	Syai.g_00937
OG0001398	Prat.g_00810	Syai.g_01587
OG0001400	Prat.g_01458	Syai.g_02602, Syai.g_01928
OG0001401	Prat.g_00850	Syai.g_02046, Syai.g_02047
OG0001402	Prat.g_00588	Syai.g_01070
OG0001404	Prat.g_00065	Syai.g_02473
OG0001405	Prat.g_00333	Syai.g_00441
OG0001407	Prat.g_01521	Syai.g_00701
OG0001414	Prat.g_00233	Syai.g_01722
OG0001416	Prat.g_00421	Syai.g_02183
OG0001419	Prat.g_01522	Syai.g_00702
OG0001421	Prat.g_01447	Syai.g_01621
OG0001422	Prat.g_00660, Prat.g_00659	Syai.g_02171
OG0001425	Prat.g_01848	Syai.g_02792
OG0001428	Prat.g_00173	Syai.g_02637
OG0001430	Prat.g_01216	Syai.g_02768
OG0001435	Prat.g_00711	Syai.g_01256
OG0001438	Prat.g_00301	Syai.g_00244
OG0001441	Prat.g_00484	Syai.g_00687
OG0001443	Prat.g_01227	Syai.g_02800
OG0001446	Prat.g_01504	Syai.g_00832
OG0001448	Prat.g_00658	Syai.g_02808
OG0001452	Prat.g_00697	Syai.g_00298
OG0001461	Prat.g_00378	Syai.g_01730
OG0001465	Prat.g_00779	Syai.g_01384
OG0001467	Prat.g_01290	Syai.g_01141
OG0001468	Prat.g_00679	Syai.g_01144
OG0001477	Prat.g_01514, Prat.g_01515	Syai.g_01992
OG0001484	Prat.g_00635	Syai.g_02864
OG0001487	Prat.g_01395	Syai.g_00894
OG0001488	Prat.g_01143	Syai.g_02121
OG0001489	Prat.g_01741	Syai.g_00419
OG0001495	Prat.g_01681	Syai.g_00349
OG0001496	Prat.g_01512	Syai.g_01990
OG0001497	Prat.g_01513	Syai.g_01991
OG0001498	Prat.g_00371	Syai.g_00518
OG0001499	Prat.g_00667	Syai.g_00831, Syai.g_01189
OG0001510	Prat.g_01794	Syai.g_00105
OG0001511	Prat.g_00109	Syai.g_02549
OG0001512	Prat.g_01231	Syai.g_00541
OG0001514	Prat.g_01511	Syai.g_01989
OG0001515	Prat.g_00766	Syai.g_01978
OG0001516	Prat.g_01060	Syai.g_01233
OG0001517	Prat.g_01328, Prat.g_00349	Syai.g_00487
OG0001518	Prat.g_01847	Syai.g_02791
OG0001519	Prat.g_01852	Syai.g_02802
OG0001527	Prat.g_00526	Syai.g_00749
OG0001529	Prat.g_00043	Syai.g_00054
OG0001530	Prat.g_00108	Syai.g_02547
OG0001531	Prat.g_00244	Syai.g_00542
OG0001532	Prat.g_01125	Syai.g_01764
OG0001534	Prat.g_00950	Syai.g_01417
OG0001535	Prat.g_00935	Syai.g_01433
OG0001536	Prat.g_00892	Syai.g_01508
OG0001537	Prat.g_00729	Syai.g_01285
OG0001538	Prat.g_01032	Syai.g_01326
OG0001539	Prat.g_00706	Syai.g_01252
OG0001540	Prat.g_00129	Syai.g_02578
OG0001541	Prat.g_00181	Syai.g_02646
OG0001542	Prat.g_00187	Syai.g_02655
OG0001543	Prat.g_01221	Syai.g_02692
OG0001544	Prat.g_01851	Syai.g_02801
OG0001545	Prat.g_01868	Syai.g_02898
OG0001548	Prat.g_00643	Syai.g_01157
OG0001549	Prat.g_00975	Syai.g_02106
OG0001552	Prat.g_01449	Syai.g_01018
OG0001557	Prat.g_00733	Syai.g_01291
OG0001558	Prat.g_00846	Syai.g_00020, Syai.g_00021
OG0001559	Prat.g_00107	Syai.g_02546
OG0001560	Prat.g_00097	Syai.g_02535
OG0001561	Prat.g_00940	Syai.g_01427
OG0001562	Prat.g_00927	Syai.g_01441
OG0001563	Prat.g_01725	Syai.g_00403
OG0001574	Prat.g_00524	Syai.g_00747
OG0001575	Prat.g_00529	Syai.g_00752
OG0001576	Prat.g_01262	Syai.g_00817
OG0001577	Prat.g_01160	Syai.g_02148
OG0001579	Prat.g_00337	Syai.g_00447
OG0001580	Prat.g_00050	Syai.g_02758
OG0001586	Prat.g_01268	Syai.g_02464
OG0001589	Prat.g_01638	Syai.g_02263
OG0001591	Prat.g_00746	Syai.g_01244
OG0001592	Prat.g_00049	Syai.g_02760
OG0001602	Prat.g_00778	Syai.g_01383
OG0001614	Prat.g_01782	Syai.g_00119
OG0001616	Prat.g_01133	Syai.g_01751
OG0001617	Prat.g_00770	Syai.g_01985
OG0001619	Prat.g_00882	Syai.g_01519
OG0001620	Prat.g_00357	Syai.g_00499
OG0001621	Prat.g_00259	Syai.g_00297
OG0001622	Prat.g_01876	Syai.g_02907
OG0001625	Prat.g_00265	Syai.g_00291
OG0001639	Prat.g_01406	Syai.g_02297
OG0001640	Prat.g_00954	Syai.g_02022
OG0001642	Prat.g_00986	Syai.g_02085
OG0001643	Prat.g_01085	Syai.g_01109
OG0001644	Prat.g_00806	Syai.g_01406
OG0001652	Prat.g_00844	Syai.g_00018
OG0001654	Prat.g_01404	Syai.g_02295
OG0001655	Prat.g_01230	Syai.g_01926, Syai.g_02094
OG0001656	Prat.g_00336	Syai.g_00445
OG0001657	Prat.g_00155	Syai.g_02619
OG0001658	Prat.g_00045	Syai.g_02775
OG0001673	Prat.g_00237	Syai.g_00532
OG0001676	Prat.g_00338	Syai.g_00444
OG0001678	Prat.g_01659	Syai.g_00322
OG0001679	Prat.g_00343	Syai.g_00756
OG0001691	Prat.g_00952	Syai.g_01064
OG0001692	Prat.g_01347	Syai.g_00959
OG0001694	Prat.g_00289	Syai.g_00257
OG0001703	Prat.g_00437	Syai.g_00630
OG0001713	Prat.g_01149	Syai.g_02130
OG0001717	Prat.g_00168	Syai.g_02632
OG0001729	Prat.g_00247	Syai.g_00545
OG0001731	Prat.g_01419	Syai.g_02315
OG0001737	Prat.g_00836	Syai.g_00238
OG0001752	Prat.g_01653	Syai.g_02283
OG0001761	Prat.g_00578	Syai.g_01050
OG0001769	Prat.g_01222	Syai.g_01123
OG0001771	Prat.g_01576	Syai.g_01697
OG0001803	Prat.g_00402	Syai.g_02216
OG0001810	Prat.g_00832	Syai.g_02591
OG0001813	Prat.g_01855	Syai.g_02824
OG0001816	Prat.g_00703	Syai.g_01249
OG0001835	Prat.g_01543	Syai.g_00585, Syai.g_01690
OG0001907	Prat.g_01459	Syai.g_02597
OG0001916	Prat.g_00457	Syai.g_00655
OG0001974	Prat.g_01491	Syai.g_02772
OG0001996	Prat.g_00030	Syai.g_00036
OG0002001	Prat.g_01568	Syai.g_01964
OG0002154	Prat.g_01289	Syai.g_02598
OG0002177	Prat.g_00598	Syai.g_01182
OG0002237	Prat.g_01096	Syai.g_01097
OG0002247	Prat.g_00535	Syai.g_00761
OG0002285	Prat.g_00875	Syai.g_01546
OG0002293	Prat.g_00780	Syai.g_00879
OG0002296	Prat.g_01377	Syai.g_00917
OG0002348	Prat.g_01518	Syai.g_01637
OG0002579	Prat.g_01288	Syai.g_02599
OG0002927	Prat.g_00860	Syai.g_00581
