Orthogroup	Syai	Praw
OG0001173	Syai.g_00324	Praw.g_01913
OG0001174	Syai.g_00332	Praw.g_01905
OG0001175	Syai.g_00333	Praw.g_01904
OG0001176	Syai.g_00352	Praw.g_01897
OG0001177	Syai.g_00350	Praw.g_01895
OG0001178	Syai.g_02383	Praw.g_01890
OG0001179	Syai.g_00385	Praw.g_00112
OG0001180	Syai.g_00410	Praw.g_00090
OG0001181	Syai.g_00414	Praw.g_00086
OG0001182	Syai.g_00423	Praw.g_00079
OG0001183	Syai.g_00429	Praw.g_00075
OG0001184	Syai.g_00156	Praw.g_00059
OG0001185	Syai.g_00117	Praw.g_00045
OG0001186	Syai.g_00084	Praw.g_00021
OG0001187	Syai.g_00081	Praw.g_00017
OG0001188	Syai.g_00078	Praw.g_00015
OG0001189	Syai.g_00061	Praw.g_01191
OG0001190	Syai.g_02776	Praw.g_01187
OG0001191	Syai.g_02788	Praw.g_01177
OG0001192	Syai.g_02793	Praw.g_01172
OG0001193	Syai.g_02835	Praw.g_01162
OG0001194	Syai.g_02838	Praw.g_01161
OG0001195	Syai.g_02839	Praw.g_01160
OG0001196	Syai.g_02913	Praw.g_01147
OG0001197	Syai.g_02915	Praw.g_01146
OG0001198	Syai.g_02930	Praw.g_01139
OG0001199	Syai.g_02480	Praw.g_01360
OG0001200	Syai.g_02482	Praw.g_01358
OG0001202	Syai.g_02674	Praw.g_01236
OG0001203	Syai.g_00540	Praw.g_01197
OG0001204	Syai.g_00312	Praw.g_00890
OG0001205	Syai.g_02212	Praw.g_00702
OG0001206	Syai.g_00853	Praw.g_00685
OG0001207	Syai.g_00629	Praw.g_00670
OG0001209	Syai.g_00711	Praw.g_00613
OG0001210	Syai.g_00720	Praw.g_00608
OG0001211	Syai.g_00735	Praw.g_00598
OG0001212	Syai.g_00799	Praw.g_01942
OG0001213	Syai.g_01082	Praw.g_00165
OG0001214	Syai.g_01106	Praw.g_01885
OG0001215	Syai.g_01958	Praw.g_01832
OG0001216	Syai.g_01388	Praw.g_01807
OG0001217	Syai.g_01185	Praw.g_01759
OG0001218	Syai.g_00893	Praw.g_01751
OG0001219	Syai.g_01561	Praw.g_01708
OG0001220	Syai.g_02087	Praw.g_01647
OG0001221	Syai.g_01284	Praw.g_01586
OG0001222	Syai.g_01516	Praw.g_01547
OG0001223	Syai.g_01463	Praw.g_01521
OG0001224	Syai.g_02011	Praw.g_01471
OG0001225	Syai.g_02009	Praw.g_01469
OG0001226	Syai.g_01154	Praw.g_01443
OG0001227	Syai.g_02806	Praw.g_01424
OG0001228	Syai.g_02218	Praw.g_00279
OG0001229	Syai.g_01986	Praw.g_01014
OG0001230	Syai.g_00964	Praw.g_01091
OG0001231	Syai.g_00017	Praw.g_00432
OG0001232	Syai.g_02410	Praw.g_00538
OG0001233	Syai.g_02261	Praw.g_00558
OG0001234	Syai.g_00337	Praw.g_01902
OG0001235	Syai.g_00343	Praw.g_01893
OG0001236	Syai.g_00159	Praw.g_00062
OG0001237	Syai.g_00137	Praw.g_00058
OG0001238	Syai.g_02789	Praw.g_01176
OG0001239	Syai.g_02477	Praw.g_01363
OG0001241	Syai.g_02537	Praw.g_01334
OG0001242	Syai.g_02566	Praw.g_01316
OG0001243	Syai.g_02573	Praw.g_01310
OG0001244	Syai.g_02605	Praw.g_01294
OG0001245	Syai.g_02091	Praw.g_00753
OG0001246	Syai.g_00666	Praw.g_00644
OG0001247	Syai.g_01380	Praw.g_01839
OG0001248	Syai.g_01377	Praw.g_01837
OG0001249	Syai.g_00464	Praw.g_01719
OG0001250	Syai.g_02053	Praw.g_01658
OG0001251	Syai.g_02845	Praw.g_01610
OG0001252	Syai.g_02018	Praw.g_01476
OG0001254	Syai.g_01744	Praw.g_00203
OG0001255	Syai.g_01915	Praw.g_00218
OG0001256	Syai.g_02362	Praw.g_00425
OG0001257	Syai.g_00848	Praw.g_00431
OG0001258	Syai.g_02372	Praw.g_00512
OG0001259	Syai.g_02259	Praw.g_00556
OG0001260	Syai.g_02281	Praw.g_00573
OG0001261	Syai.g_00394	Praw.g_00104
OG0001262	Syai.g_00063	Praw.g_01193
OG0001263	Syai.g_02576	Praw.g_01307
OG0001265	Syai.g_02563	Praw.g_01317
OG0001266	Syai.g_02679	Praw.g_01232
OG0001267	Syai.g_00259	Praw.g_00854
OG0001268	Syai.g_00492	Praw.g_00791
OG0001269	Syai.g_01699	Praw.g_00773
OG0001270	Syai.g_02231	Praw.g_00713
OG0001271	Syai.g_00862	Praw.g_00675
OG0001272	Syai.g_00644	Praw.g_00662
OG0001273	Syai.g_01099	Praw.g_00167
OG0001274	Syai.g_02706	Praw.g_01819
OG0001275	Syai.g_01447	Praw.g_01511
OG0001276	Syai.g_01431	Praw.g_01492
OG0001277	Syai.g_02899	Praw.g_01435
OG0001278	Syai.g_01799	Praw.g_00284
OG0001279	Syai.g_00991	Praw.g_00930
OG0001280	Syai.g_02176	Praw.g_00980
OG0001281	Syai.g_02186	Praw.g_00986
OG0001282	Syai.g_00627	Praw.g_01017
OG0001284	Syai.g_02338	Praw.g_00407
OG0001285	Syai.g_02866	Praw.g_00541
OG0001286	Syai.g_00408	Praw.g_00092
OG0001287	Syai.g_00109	Praw.g_00037
OG0001289	Syai.g_02504	Praw.g_01347
OG0001290	Syai.g_02536	Praw.g_01335
OG0001291	Syai.g_02587	Praw.g_01300
OG0001292	Syai.g_00306	Praw.g_00885
OG0001293	Syai.g_00285	Praw.g_00873
OG0001294	Syai.g_01242	Praw.g_00755
OG0001295	Syai.g_00722	Praw.g_00680
OG0001296	Syai.g_00672	Praw.g_00639
OG0001297	Syai.g_00676	Praw.g_00634
OG0001298	Syai.g_00773	Praw.g_01924
OG0001299	Syai.g_01236	Praw.g_01856
OG0001300	Syai.g_01982	Praw.g_01829
OG0001301	Syai.g_01995	Praw.g_01826
OG0001302	Syai.g_01142	Praw.g_01710
OG0001303	Syai.g_01559	Praw.g_01507
OG0001304	Syai.g_01418	Praw.g_01482
OG0001305	Syai.g_02001	Praw.g_01463
OG0001306	Syai.g_02160	Praw.g_00220
OG0001307	Syai.g_01717	Praw.g_00998
OG0001308	Syai.g_00943	Praw.g_00347
OG0001309	Syai.g_00682	Praw.g_00429
OG0001311	Syai.g_01429	Praw.g_01490
OG0001312	Syai.g_01549	Praw.g_01558
OG0001314	Syai.g_01341, Syai.g_01810	Praw.g_01768
OG0001315	Syai.g_00427	Praw.g_01373
OG0001316	Syai.g_02593	Praw.g_01295
OG0001317	Syai.g_00534	Praw.g_01201
OG0001318	Syai.g_00293	Praw.g_00877
OG0001319	Syai.g_00270	Praw.g_00862
OG0001321	Syai.g_02195	Praw.g_00696
OG0001322	Syai.g_02194	Praw.g_00695
OG0001323	Syai.g_00685	Praw.g_00629
OG0001324	Syai.g_01983	Praw.g_01828
OG0001325	Syai.g_01392	Praw.g_01804
OG0001326	Syai.g_02856	Praw.g_01622
OG0001327	Syai.g_01250	Praw.g_01452
OG0001328	Syai.g_01278	Praw.g_01425
OG0001330	Syai.g_02167	Praw.g_00953
OG0001331	Syai.g_00622	Praw.g_01022
OG0001332	Syai.g_02293	Praw.g_00380
OG0001333	Syai.g_02255	Praw.g_00552
OG0001334	Syai.g_00438	Praw.g_00072
OG0001335	Syai.g_00439	Praw.g_00071
OG0001336	Syai.g_02909	Praw.g_01150
OG0001339	Syai.g_02539	Praw.g_01332
OG0001340	Syai.g_00453	Praw.g_00806
OG0001343	Syai.g_02842	Praw.g_01613
OG0001344	Syai.g_02139	Praw.g_00238
OG0001345	Syai.g_02110	Praw.g_00253
OG0001346	Syai.g_02180	Praw.g_00982
OG0001348	Syai.g_02033	Praw.g_00453
OG0001349	Syai.g_02417	Praw.g_01082
OG0001351	Syai.g_00843	Praw.g_00693
OG0001352	Syai.g_00700	Praw.g_01842
OG0001353	Syai.g_02042	Praw.g_01666
OG0001354	Syai.g_01477	Praw.g_01529
OG0001355	Syai.g_01698	Praw.g_00463
OG0001356	Syai.g_02032	Praw.g_01734
OG0001359	Syai.g_02841	Praw.g_01612
OG0001360	Syai.g_02107	Praw.g_01422
OG0001361	Syai.g_02113	Praw.g_00250
OG0001362	Syai.g_00938	Praw.g_00351
OG0001363	Syai.g_00936	Praw.g_00353
OG0001364	Syai.g_00173	Praw.g_00069
OG0001373	Syai.g_02855	Praw.g_01623
OG0001374	Syai.g_02863	Praw.g_01615
OG0001375	Syai.g_02843	Praw.g_01614
OG0001376	Syai.g_02795	Praw.g_01458
OG0001377	Syai.g_02794	Praw.g_01457
OG0001378	Syai.g_02232	Praw.g_00171
OG0001379	Syai.g_02169	Praw.g_00975
OG0001380	Syai.g_01168	Praw.g_01003
OG0001381	Syai.g_02819, Syai.g_01723	Praw.g_01010
OG0001385	Syai.g_02852	Praw.g_01626
OG0001386	Syai.g_02853	Praw.g_01625
OG0001387	Syai.g_02854	Praw.g_01624
OG0001388	Syai.g_02857	Praw.g_01621
OG0001389	Syai.g_02858	Praw.g_01620
OG0001390	Syai.g_02859	Praw.g_01619
OG0001391	Syai.g_02860	Praw.g_01618
OG0001392	Syai.g_02861	Praw.g_01617
OG0001393	Syai.g_02862	Praw.g_01616
OG0001395	Syai.g_01410	Praw.g_01480
OG0001397	Syai.g_00937	Praw.g_00352
OG0001398	Syai.g_01587	Praw.g_00459
OG0001401	Syai.g_02046, Syai.g_02047	Praw.g_00908
OG0001402	Syai.g_01070	Praw.g_01744
OG0001404	Syai.g_02473	Praw.g_01366
OG0001405	Syai.g_00441	Praw.g_00808
OG0001406	Syai.g_02796	Praw.g_01459
OG0001407	Syai.g_00701	Praw.g_01445
OG0001408	Syai.g_01831	Praw.g_01440
OG0001413	Syai.g_01148	Praw.g_00421
OG0001414	Syai.g_01722	Praw.g_01206
OG0001416	Syai.g_02183	Praw.g_00688
OG0001417	Syai.g_01478	Praw.g_00678
OG0001419	Syai.g_00702	Praw.g_01444
OG0001420	Syai.g_00697	Praw.g_00179
OG0001421	Syai.g_01621	Praw.g_00426
OG0001422	Syai.g_02171	Praw.g_00451
OG0001425	Syai.g_02792	Praw.g_01173
OG0001428	Syai.g_02637	Praw.g_01263
OG0001430	Syai.g_02768	Praw.g_00948
OG0001432	Syai.g_01943	Praw.g_00420
OG0001433	Syai.g_02031	Praw.g_01735
OG0001438	Syai.g_00244	Praw.g_00841
OG0001439	Syai.g_00219	Praw.g_00827
OG0001441	Syai.g_00687	Praw.g_00627
OG0001442	Syai.g_01305	Praw.g_01770
OG0001443	Syai.g_02800	Praw.g_00498
OG0001446	Syai.g_00832	Praw.g_01355
OG0001447	Syai.g_02574	Praw.g_01309
OG0001448	Syai.g_02808	Praw.g_00765
OG0001449	Syai.g_00315	Praw.g_00738
OG0001452	Syai.g_00298	Praw.g_01609
OG0001453	Syai.g_01455	Praw.g_01517
OG0001454	Syai.g_01153	Praw.g_01429
OG0001456	Syai.g_02873	Praw.g_00211
OG0001457	Syai.g_02874	Praw.g_00212
OG0001458	Syai.g_02875	Praw.g_00213
OG0001459	Syai.g_01712	Praw.g_00939
OG0001460	Syai.g_02030	Praw.g_01736
OG0001462	Syai.g_00045	Praw.g_01394
OG0001465	Syai.g_01384	Praw.g_01820
OG0001467	Syai.g_01141	Praw.g_01718
OG0001468	Syai.g_01144	Praw.g_01454
OG0001471	Syai.g_00224	Praw.g_00422
OG0001472	Syai.g_01931	Praw.g_00428
OG0001473	Syai.g_01130	Praw.g_00020
OG0001477	Syai.g_01992	Praw.g_00320
OG0001479	Syai.g_00490	Praw.g_00793
OG0001480	Syai.g_02088	Praw.g_00763
OG0001482	Syai.g_01468	Praw.g_00690
OG0001492	Syai.g_01796	Praw.g_00281
OG0001493	Syai.g_01820	Praw.g_00289
OG0001496	Syai.g_01990	Praw.g_00318
OG0001497	Syai.g_01991	Praw.g_00319
OG0001499	Syai.g_00831, Syai.g_01189	Praw.g_01374
OG0001502	Syai.g_02079	Praw.g_01727
OG0001504	Syai.g_01713	Praw.g_00940, Praw.g_00485
OG0001507	Syai.g_01671	Praw.g_00478
OG0001514	Syai.g_01989	Praw.g_00317
OG0001546	Syai.g_00690	Praw.g_00624
OG0001547	Syai.g_01580	Praw.g_01725
OG0001548	Syai.g_01157	Praw.g_01721
OG0001549	Syai.g_02106	Praw.g_01640
OG0001551	Syai.g_02028	Praw.g_00210
OG0001552	Syai.g_01018	Praw.g_00906
OG0001554	Syai.g_02774	Praw.g_00427
OG0001555	Syai.g_01645	Praw.g_00441
OG0001556	Syai.g_01757	Praw.g_01742
OG0001558	Syai.g_00020, Syai.g_00021	Praw.g_00911
OG0001564	Syai.g_02869	Praw.g_01062
OG0001567	Syai.g_01581	Praw.g_01726
OG0001568	Syai.g_01578	Praw.g_01724
OG0001582	Syai.g_01500	Praw.g_00679
OG0001585	Syai.g_01635	Praw.g_00934
OG0001586	Syai.g_02424, Syai.g_02464	Praw.g_01108
OG0001602	Syai.g_01383	Praw.g_01821
OG0001633	Syai.g_00995	Praw.g_01013
OG0001635	Syai.g_00091	Praw.g_00480
OG0001647	Syai.g_00268	Praw.g_00861
OG0001652	Syai.g_00018	Praw.g_00909
OG0001667	Syai.g_01923	Praw.g_00956
OG0001700	Syai.g_01204	Praw.g_01737
OG0001792	Syai.g_01789	Praw.g_01068
OG0002244	Syai.g_01672	Praw.g_00477
OG0002291	Syai.g_02653	Praw.g_00927
OG0002293	Syai.g_00879	Praw.g_00324
OG0004591	Syai.g_00355	Praw.g_01066
