Orthogroup	Syap	Prbk
OG0001358	Syap.g_00942	Prbk.g_02607
OG0001360	Syap.g_01881, Syap.g_02778	Prbk.g_00123
OG0001361	Syap.g_01792	Prbk.g_00102
OG0001365	Syap.g_00138	Prbk.g_02165
OG0001366	Syap.g_01399	Prbk.g_02118, Prbk.g_02671, Prbk.g_01435
OG0001371	Syap.g_02545, Syap.g_02544	Prbk.g_01361
OG0001373	Syap.g_02647	Prbk.g_02230
OG0001374	Syap.g_01829, Syap.g_01830	Prbk.g_02238
OG0001376	Syap.g_01991	Prbk.g_02183
OG0001377	Syap.g_01992	Prbk.g_02182
OG0001378	Syap.g_02055	Prbk.g_00337
OG0001379	Syap.g_01474	Prbk.g_01191
OG0001382	Syap.g_00677	Prbk.g_00623
OG0001383	Syap.g_02665	Prbk.g_01513
OG0001385	Syap.g_02650	Prbk.g_02227
OG0001386	Syap.g_02649	Prbk.g_02228
OG0001387	Syap.g_02648	Prbk.g_02229
OG0001388	Syap.g_02645	Prbk.g_02232
OG0001389	Syap.g_02644	Prbk.g_02233
OG0001390	Syap.g_02643	Prbk.g_02234
OG0001391	Syap.g_01833	Prbk.g_02235
OG0001392	Syap.g_01832	Prbk.g_02236
OG0001393	Syap.g_01831	Prbk.g_02237
OG0001394	Syap.g_00159	Prbk.g_02437
OG0001395	Syap.g_00531	Prbk.g_00600
OG0001396	Syap.g_02537	Prbk.g_01543
OG0001398	Syap.g_02356	Prbk.g_01694
OG0001401	Syap.g_01844	Prbk.g_02533
OG0001406	Syap.g_01989	Prbk.g_02184
OG0001412	Syap.g_02535	Prbk.g_00941, Prbk.g_01541
OG0001415	Syap.g_00447, Syap.g_00446	Prbk.g_01135
OG0001418	Syap.g_00221	Prbk.g_01925
OG0001422	Syap.g_01682	Prbk.g_02082
OG0001425	Syap.g_01024	Prbk.g_02177
OG0001434	Syap.g_00167	Prbk.g_02441
OG0001435	Syap.g_01259	Prbk.g_02392
OG0001436	Syap.g_01711	Prbk.g_00497
OG0001437	Syap.g_00448	Prbk.g_01136
OG0001438	Syap.g_01346, Syap.g_01630	Prbk.g_00432
OG0001441	Syap.g_02749	Prbk.g_01064
OG0001443	Syap.g_01006	Prbk.g_00922
OG0001444	Syap.g_00761	Prbk.g_01493
OG0001461	Syap.g_02707	Prbk.g_00296
OG0001470	Syap.g_01138, Syap.g_00709	Prbk.g_01566
OG0001474	Syap.g_00562	Prbk.g_00878
OG0001475	Syap.g_01135, Syap.g_02462, Syap.g_01136, Syap.g_02463	Prbk.g_01564
OG0001478	Syap.g_01790	Prbk.g_01288, Prbk.g_02104
OG0001479	Syap.g_00565	Prbk.g_00875
OG0001487	Syap.g_00699	Prbk.g_01206, Prbk.g_01207, Prbk.g_01208
OG0001488	Syap.g_00209	Prbk.g_00159
OG0001489	Syap.g_00603	Prbk.g_00813
OG0001495	Syap.g_01921	Prbk.g_00994
OG0001498	Syap.g_02044, Syap.g_02043	Prbk.g_00363
OG0001508	Syap.g_00808	Prbk.g_01567
OG0001510	Syap.g_01117	Prbk.g_01485
OG0001511	Syap.g_02629, Syap.g_02676	Prbk.g_00003
OG0001512	Syap.g_01151, Syap.g_01152	Prbk.g_01517
OG0001515	Syap.g_00906	Prbk.g_01809
OG0001516	Syap.g_01964	Prbk.g_00716
OG0001517	Syap.g_00568	Prbk.g_00872
OG0001518	Syap.g_01026	Prbk.g_02176
OG0001519	Syap.g_02079	Prbk.g_02187
OG0001527	Syap.g_00287, Syap.g_00292	Prbk.g_01878
OG0001528	Syap.g_00806	Prbk.g_01570
OG0001529	Syap.g_01809	Prbk.g_01605
OG0001530	Syap.g_02627	Prbk.g_00005
OG0001531	Syap.g_01150	Prbk.g_01516
OG0001533	Syap.g_02326	Prbk.g_01687
OG0001534	Syap.g_00534	Prbk.g_00597
OG0001535	Syap.g_01875	Prbk.g_00585
OG0001536	Syap.g_02018	Prbk.g_02328
OG0001537	Syap.g_00153	Prbk.g_02428
OG0001538	Syap.g_00199	Prbk.g_02473
OG0001539	Syap.g_02370	Prbk.g_02579
OG0001540	Syap.g_02214	Prbk.g_00545
OG0001541	Syap.g_01187	Prbk.g_00787
OG0001542	Syap.g_01177	Prbk.g_01276
OG0001543	Syap.g_01417, Syap.g_01416	Prbk.g_00673
OG0001553	Syap.g_02121	Prbk.g_00256
OG0001558	Syap.g_00076, Syap.g_02636, Syap.g_02637	Prbk.g_01634
OG0001562	Syap.g_02700	Prbk.g_00577
OG0001563	Syap.g_00473	Prbk.g_00945
OG0001574	Syap.g_00295, Syap.g_00289, Syap.g_00294	Prbk.g_01880
OG0001577	Syap.g_00232	Prbk.g_01023
OG0001580	Syap.g_01340, Syap.g_01341	Prbk.g_02149
OG0001590	Syap.g_00889	Prbk.g_02557
OG0001592	Syap.g_01342	Prbk.g_02150
OG0001614	Syap.g_01101	Prbk.g_00229
OG0001615	Syap.g_01937	Prbk.g_02685
OG0001616	Syap.g_01884	Prbk.g_01500
OG0001618	Syap.g_00518	Prbk.g_00609
OG0001619	Syap.g_01752	Prbk.g_02338
OG0001620	Syap.g_00557	Prbk.g_00886
OG0001621	Syap.g_01592	Prbk.g_00370
OG0001622	Syap.g_02601	Prbk.g_02255
OG0001634	Syap.g_01956	Prbk.g_00710
OG0001635	Syap.g_01127	Prbk.g_02658
OG0001636	Syap.g_01797	Prbk.g_01612
OG0001637	Syap.g_01945, Syap.g_01946	Prbk.g_01392
OG0001638	Syap.g_01778	Prbk.g_01446
OG0001639	Syap.g_00751	Prbk.g_02005
OG0001641	Syap.g_02685	Prbk.g_02294
OG0001642	Syap.g_00530	Prbk.g_02555
OG0001643	Syap.g_00902	Prbk.g_02636
OG0001652	Syap.g_02634	Prbk.g_01636
OG0001654	Syap.g_00753	Prbk.g_02007
OG0001657	Syap.g_02175	Prbk.g_00762
OG0001658	Syap.g_00131	Prbk.g_02159
OG0001672	Syap.g_02553, Syap.g_02554	Prbk.g_01306
OG0001673	Syap.g_01163	Prbk.g_01367
OG0001675	Syap.g_02698	Prbk.g_00574, Prbk.g_00576
OG0001677	Syap.g_00592	Prbk.g_00846
OG0001680	Syap.g_01772	Prbk.g_00385
OG0001692	Syap.g_02120	Prbk.g_00254
OG0001694	Syap.g_01358	Prbk.g_00419
OG0001714	Syap.g_01040	Prbk.g_01555
OG0001715	Syap.g_00665	Prbk.g_01712
OG0001729	Syap.g_02666	Prbk.g_01511
OG0001730	Syap.g_00770	Prbk.g_01377
OG0001731	Syap.g_00029	Prbk.g_01992
OG0001732	Syap.g_02315	Prbk.g_01507
OG0001735	Syap.g_00095	Prbk.g_00724
OG0001737	Syap.g_01637	Prbk.g_00437
OG0001738	Syap.g_01657	Prbk.g_00470
OG0001748	Syap.g_01911	Prbk.g_00664
OG0001749	Syap.g_02067	Prbk.g_00487
OG0001750	Syap.g_00764	Prbk.g_00032
OG0001751	Syap.g_01164	Prbk.g_01366
OG0001752	Syap.g_02670	Prbk.g_01380
OG0001754	Syap.g_01949, Syap.g_01948	Prbk.g_01389
OG0001755	Syap.g_00250	Prbk.g_01058
OG0001762	Syap.g_02692	Prbk.g_00567
OG0001764	Syap.g_02336	Prbk.g_02374
OG0001766	Syap.g_01328	Prbk.g_00447
OG0001767	Syap.g_00863	Prbk.g_00495
OG0001768	Syap.g_02275	Prbk.g_01269
OG0001783	Syap.g_01108, Syap.g_01471	Prbk.g_00234
OG0001786	Syap.g_00311, Syap.g_01210	Prbk.g_01976
OG0001787	Syap.g_01454	Prbk.g_01079
OG0001788	Syap.g_01449	Prbk.g_01082
OG0001789	Syap.g_01482, Syap.g_01481	Prbk.g_01184
OG0001790	Syap.g_00238	Prbk.g_01030
OG0001796	Syap.g_01850, Syap.g_01852	Prbk.g_00579
OG0001797	Syap.g_00947	Prbk.g_02345
OG0001798	Syap.g_01291	Prbk.g_02614
OG0001800	Syap.g_00771	Prbk.g_01936
OG0001801	Syap.g_02110	Prbk.g_00245
OG0001804	Syap.g_02045, Syap.g_02046	Prbk.g_00362
OG0001806	Syap.g_02337	Prbk.g_00408
OG0001808	Syap.g_01055	Prbk.g_00509
OG0001811	Syap.g_01180	Prbk.g_01279
OG0001812	Syap.g_01343	Prbk.g_02151
OG0001813	Syap.g_02086	Prbk.g_02206
OG0001814	Syap.g_01166, Syap.g_00125	Prbk.g_02264
OG0001815	Syap.g_01801	Prbk.g_02273
OG0001838	Syap.g_00064, Syap.g_00537	Prbk.g_02286
OG0001839	Syap.g_01794	Prbk.g_01616
OG0001840	Syap.g_00978	Prbk.g_01599
OG0001841	Syap.g_00987	Prbk.g_01591
OG0001842	Syap.g_00147, Syap.g_00146	Prbk.g_01491
OG0001843	Syap.g_01100	Prbk.g_00228
OG0001844	Syap.g_01099	Prbk.g_00227
OG0001845	Syap.g_01094	Prbk.g_00221
OG0001846	Syap.g_02228, Syap.g_02226	Prbk.g_00201
OG0001847	Syap.g_02230	Prbk.g_00199
OG0001848	Syap.g_02236	Prbk.g_00195
OG0001849	Syap.g_02364	Prbk.g_01298
OG0001850	Syap.g_02550	Prbk.g_01305
OG0001851	Syap.g_01700	Prbk.g_01310
OG0001852	Syap.g_01699	Prbk.g_01311
OG0001853	Syap.g_01691	Prbk.g_01318
OG0001854	Syap.g_01157	Prbk.g_01370
OG0001855	Syap.g_01462	Prbk.g_01393
OG0001855	Syap.g_01986	Prbk.g_00265
OG0001856	Syap.g_01216	Prbk.g_00935
OG0001857	Syap.g_01212	Prbk.g_00938
OG0001858	Syap.g_00025	Prbk.g_01995
OG0001859	Syap.g_02516	Prbk.g_02043
OG0001860	Syap.g_02262	Prbk.g_02055
OG0001861	Syap.g_02248	Prbk.g_02068
OG0001862	Syap.g_00276	Prbk.g_02080
OG0001863	Syap.g_00272	Prbk.g_01864
OG0001864	Syap.g_01974	Prbk.g_01093
OG0001865	Syap.g_00651	Prbk.g_01127
OG0001866	Syap.g_01522	Prbk.g_01152
OG0001867	Syap.g_01524	Prbk.g_01162
OG0001868	Syap.g_01495	Prbk.g_01181
OG0001869	Syap.g_00233	Prbk.g_01024
OG0001870	Syap.g_00224	Prbk.g_01016
OG0001871	Syap.g_00217	Prbk.g_00145
OG0001872	Syap.g_02442	Prbk.g_00180
OG0001873	Syap.g_01885	Prbk.g_01499
OG0001874	Syap.g_01882	Prbk.g_00124
OG0001877	Syap.g_00905	Prbk.g_01808
OG0001878	Syap.g_02695	Prbk.g_00571
OG0001879	Syap.g_02690	Prbk.g_00563
OG0001883	Syap.g_01741	Prbk.g_02347
OG0001884	Syap.g_01733	Prbk.g_02356
OG0001885	Syap.g_02792	Prbk.g_02369
OG0001886	Syap.g_02335	Prbk.g_02373
OG0001887	Syap.g_01245	Prbk.g_02412
OG0001888	Syap.g_00168	Prbk.g_02454
OG0001889	Syap.g_02724	Prbk.g_02482
OG0001890	Syap.g_00825	Prbk.g_02545
OG0001891	Syap.g_00832	Prbk.g_02549
OG0001893	Syap.g_01290	Prbk.g_02615
OG0001894	Syap.g_00893	Prbk.g_02630
OG0001895	Syap.g_02658	Prbk.g_01939
OG0001896	Syap.g_02053	Prbk.g_00340
OG0001897	Syap.g_00559	Prbk.g_00880
OG0001898	Syap.g_00577	Prbk.g_00863
OG0001899	Syap.g_00484	Prbk.g_00955
OG0001900	Syap.g_02355	Prbk.g_00382
OG0001901	Syap.g_02354	Prbk.g_00383
OG0001902	Syap.g_01354	Prbk.g_00424
OG0001903	Syap.g_01631	Prbk.g_00433
OG0001904	Syap.g_02063	Prbk.g_00501
OG0001905	Syap.g_01060	Prbk.g_00511
OG0001906	Syap.g_02213	Prbk.g_00546
OG0001908	Syap.g_01185	Prbk.g_00788
OG0001909	Syap.g_02279	Prbk.g_01271
OG0001910	Syap.g_01907	Prbk.g_00660
OG0001911	Syap.g_00845	Prbk.g_01336
OG0001912	Syap.g_01042	Prbk.g_02170
OG0001913	Syap.g_01032	Prbk.g_02172
OG0001929	Syap.g_00994	Prbk.g_01584
OG0001930	Syap.g_00148	Prbk.g_01490
OG0001931	Syap.g_00149	Prbk.g_01489
OG0001932	Syap.g_01102	Prbk.g_00230
OG0001935	Syap.g_01697	Prbk.g_01313
OG0001937	Syap.g_00037	Prbk.g_01984
OG0001938	Syap.g_00731, Syap.g_02259	Prbk.g_02057
OG0001943	Syap.g_00645	Prbk.g_00151
OG0001944	Syap.g_02662	Prbk.g_01669
OG0001946	Syap.g_01058	Prbk.g_01803
OG0001956	Syap.g_01978	Prbk.g_02569
OG0001970	Syap.g_02212	Prbk.g_00548
OG0001973	Syap.g_01332	Prbk.g_02131
OG0001977	Syap.g_02094	Prbk.g_02212
OG0001998	Syap.g_00747	Prbk.g_01395
OG0001999	Syap.g_01375	Prbk.g_01418
OG0002002	Syap.g_02443	Prbk.g_00181
OG0002006	Syap.g_01384, Syap.g_01413	Prbk.g_00072
OG0002009	Syap.g_00155	Prbk.g_02431
OG0002010	Syap.g_00002	Prbk.g_01224
OG0002013	Syap.g_02542	Prbk.g_00474
OG0002015	Syap.g_02069	Prbk.g_00490
OG0002016	Syap.g_00102	Prbk.g_00667
OG0002017	Syap.g_02099	Prbk.g_02215
OG0002039	Syap.g_00208	Prbk.g_00160
OG0002046	Syap.g_02164	Prbk.g_02103
OG0002047	Syap.g_02039, Syap.g_02154	Prbk.g_00366
OG0002048	Syap.g_00598	Prbk.g_00843
OG0002053	Syap.g_00836	Prbk.g_02194
OG0002110	Syap.g_00363	Prbk.g_02409
OG0002113	Syap.g_01795	Prbk.g_01615
OG0002114	Syap.g_01982	Prbk.g_01396
OG0002122	Syap.g_01294	Prbk.g_01814
OG0002130	Syap.g_01480	Prbk.g_01185
OG0002160	Syap.g_01501	Prbk.g_01356
OG0002161	Syap.g_01463	Prbk.g_01394
OG0002167	Syap.g_01318	Prbk.g_01833
OG0002168	Syap.g_01411	Prbk.g_00070
OG0002169	Syap.g_02038, Syap.g_02152	Prbk.g_00367
OG0002170	Syap.g_00573	Prbk.g_00868
OG0002171	Syap.g_02070	Prbk.g_00484
OG0002172	Syap.g_01910	Prbk.g_00663
OG0002173	Syap.g_01420	Prbk.g_00681
OG0002174	Syap.g_02100	Prbk.g_02216
OG0002229	Syap.g_00858	Prbk.g_01560
OG0002235	Syap.g_00176	Prbk.g_02446
OG0002236	Syap.g_02346	Prbk.g_02566
OG0002238	Syap.g_02235, Syap.g_02000	Prbk.g_00736
OG0002241	Syap.g_02165	Prbk.g_02102
OG0002242	Syap.g_02068	Prbk.g_00485
OG0002277	Syap.g_00997	Prbk.g_01581
OG0002292	Syap.g_02266	Prbk.g_01262
OG0002335	Syap.g_01161	Prbk.g_00269
OG0002341	Syap.g_01330	Prbk.g_02132
OG0002343	Syap.g_01581	Prbk.g_01009
OG0002382	Syap.g_02246	Prbk.g_02070
OG0002390	Syap.g_02274	Prbk.g_01268
OG0002391	Syap.g_02223	Prbk.g_01348
OG0002394	Syap.g_02490, Syap.g_01329	Prbk.g_02134
OG0002431	Syap.g_02126	Prbk.g_01073
OG0002432	Syap.g_01335	Prbk.g_02137
OG0002440	Syap.g_01874	Prbk.g_00586
OG0002444	Syap.g_01983	Prbk.g_00262
OG0002492	Syap.g_01333	Prbk.g_02135
OG0002495	Syap.g_00398	Prbk.g_01734
OG0002570	Syap.g_02566	Prbk.g_02504
OG0002573	Syap.g_01984	Prbk.g_00263
OG0002580	Syap.g_02394, Syap.g_02538	Prbk.g_02223
OG0002593	Syap.g_00754	Prbk.g_02696
OG0002628	Syap.g_01081	Prbk.g_00532
OG0002632	Syap.g_01334	Prbk.g_02136
OG0002634	Syap.g_01153	Prbk.g_01518
OG0002635	Syap.g_00937	Prbk.g_01027
OG0002638	Syap.g_00768, Syap.g_00769	Prbk.g_01956
OG0002643	Syap.g_00320	Prbk.g_02512
OG0002645	Syap.g_01443	Prbk.g_02641
OG0002648	Syap.g_01456	Prbk.g_02152
OG0002649	Syap.g_01457	Prbk.g_02153
OG0002650	Syap.g_01458	Prbk.g_02154
OG0002668	Syap.g_01445	Prbk.g_00445
OG0002714	Syap.g_01624	Prbk.g_00704
OG0002720	Syap.g_00156	Prbk.g_02442
OG0002797	Syap.g_01788	Prbk.g_00903
OG0002800	Syap.g_00658	Prbk.g_01679
OG0002837	Syap.g_01172	Prbk.g_01867
OG0002842	Syap.g_01336	Prbk.g_02140
OG0002844	Syap.g_01000, Syap.g_00861	Prbk.g_01562
OG0002940	Syap.g_00368, Syap.g_00369	Prbk.g_00678
OG0003090	Syap.g_01712	Prbk.g_00347
OG0003091	Syap.g_00367	Prbk.g_00679
OG0003196	Syap.g_00348	Prbk.g_01839
OG0003201	Syap.g_01241	Prbk.g_02086
OG0003252	Syap.g_01001, Syap.g_01704	Prbk.g_01561
OG0003506	Syap.g_01004	Prbk.g_01558
OG0003507	Syap.g_00631	Prbk.g_01552
OG0003828	Syap.g_01085, Syap.g_02077	Prbk.g_00535
