Orthogroup	Syap	Prbb
OG0001360	Syap.g_01881, Syap.g_02778	Prbb.g_01494
OG0001365	Syap.g_00138	Prbb.g_02128
OG0001366	Syap.g_01399	Prbb.g_01629, Prbb.g_00047, Prbb.g_01955
OG0001368	Syap.g_01576	Prbb.g_01213, Prbb.g_01193
OG0001371	Syap.g_02545, Syap.g_02544	Prbb.g_00684
OG0001373	Syap.g_02647	Prbb.g_01904
OG0001374	Syap.g_01829, Syap.g_01830	Prbb.g_01912
OG0001376	Syap.g_01991	Prbb.g_00899
OG0001377	Syap.g_01992	Prbb.g_00900
OG0001378	Syap.g_02055	Prbb.g_00439
OG0001385	Syap.g_02650	Prbb.g_01901
OG0001386	Syap.g_02649	Prbb.g_01902
OG0001387	Syap.g_02648	Prbb.g_01903
OG0001388	Syap.g_02645	Prbb.g_01906
OG0001389	Syap.g_02644	Prbb.g_01907
OG0001390	Syap.g_02643	Prbb.g_01908
OG0001391	Syap.g_01833	Prbb.g_01909
OG0001392	Syap.g_01832	Prbb.g_01910
OG0001393	Syap.g_01831	Prbb.g_01911
OG0001394	Syap.g_00159	Prbb.g_00948
OG0001395	Syap.g_00531	Prbb.g_01055
OG0001396	Syap.g_02537	Prbb.g_02089
OG0001398	Syap.g_02356	Prbb.g_00732
OG0001401	Syap.g_01844	Prbb.g_00820
OG0001406	Syap.g_01989	Prbb.g_00898
OG0001408	Syap.g_01862	Prbb.g_00097
OG0001412	Syap.g_02535	Prbb.g_02086
OG0001415	Syap.g_00447, Syap.g_00446	Prbb.g_00287
OG0001418	Syap.g_00221	Prbb.g_00690
OG0001420	Syap.g_02736	Prbb.g_01183
OG0001422	Syap.g_01682	Prbb.g_01086
OG0001425	Syap.g_01024	Prbb.g_02138
OG0001432	Syap.g_01967	Prbb.g_01033
OG0001433	Syap.g_00790	Prbb.g_01163
OG0001434	Syap.g_00167	Prbb.g_00953
OG0001435	Syap.g_01259	Prbb.g_00928
OG0001437	Syap.g_00448	Prbb.g_00286
OG0001439	Syap.g_01674	Prbb.g_00358
OG0001441	Syap.g_02749	Prbb.g_00525
OG0001443	Syap.g_01006	Prbb.g_01896
OG0001447	Syap.g_02218	Prbb.g_00184
OG0001453	Syap.g_02687	Prbb.g_01011
OG0001456	Syap.g_01828	Prbb.g_01559
OG0001457	Syap.g_01826	Prbb.g_01558
OG0001458	Syap.g_01825	Prbb.g_01557
OG0001460	Syap.g_00789	Prbb.g_01162
OG0001461	Syap.g_02707	Prbb.g_01437
OG0001474	Syap.g_00562	Prbb.g_00399
OG0001475	Syap.g_01135, Syap.g_02462, Syap.g_01136, Syap.g_02463	Prbb.g_00855
OG0001487	Syap.g_00699	Prbb.g_01724
OG0001488	Syap.g_00209	Prbb.g_01503
OG0001489	Syap.g_00603	Prbb.g_02016
OG0001495	Syap.g_01921	Prbb.g_01944
OG0001498	Syap.g_02044, Syap.g_02043	Prbb.g_00417
OG0001507	Syap.g_00227	Prbb.g_01181
OG0001508	Syap.g_00808	Prbb.g_02096
OG0001510	Syap.g_01117	Prbb.g_02067
OG0001511	Syap.g_02629, Syap.g_02676	Prbb.g_00167
OG0001512	Syap.g_01151, Syap.g_01152	Prbb.g_01801
OG0001515	Syap.g_00906	Prbb.g_00699
OG0001517	Syap.g_00568	Prbb.g_00395
OG0001518	Syap.g_01026	Prbb.g_02137
OG0001519	Syap.g_02079	Prbb.g_02142
OG0001528	Syap.g_00806, Syap.g_01137, Syap.g_02464	Prbb.g_00854
OG0001529	Syap.g_01809	Prbb.g_00056
OG0001530	Syap.g_02627	Prbb.g_00166
OG0001531	Syap.g_01150	Prbb.g_00296
OG0001534	Syap.g_00534	Prbb.g_01053
OG0001535	Syap.g_01875	Prbb.g_01041
OG0001536	Syap.g_02018	Prbb.g_00987
OG0001537	Syap.g_00153	Prbb.g_00945
OG0001538	Syap.g_00199	Prbb.g_00788
OG0001539	Syap.g_02370	Prbb.g_00923
OG0001540	Syap.g_02214	Prbb.g_00188
OG0001541	Syap.g_01187	Prbb.g_00236
OG0001542	Syap.g_01177	Prbb.g_00242
OG0001543	Syap.g_01417, Syap.g_01416	Prbb.g_00896
OG0001556	Syap.g_00041, Syap.g_00411	Prbb.g_01154
OG0001557	Syap.g_00162	Prbb.g_00949
OG0001562	Syap.g_02700	Prbb.g_01035
OG0001563	Syap.g_00473	Prbb.g_02000
OG0001564	Syap.g_00876	Prbb.g_00863
OG0001570	Syap.g_00438	Prbb.g_01331
OG0001577	Syap.g_00232	Prbb.g_01522
OG0001578	Syap.g_01818	Prbb.g_01408
OG0001584	Syap.g_00183	Prbb.g_00773
OG0001613	Syap.g_00597	Prbb.g_02022
OG0001623	Syap.g_00578, Syap.g_00582, Syap.g_00585	Prbb.g_00385
OG0001632	Syap.g_02524	Prbb.g_01187
OG0001634	Syap.g_01956	Prbb.g_00672
OG0001642	Syap.g_00530	Prbb.g_01621
OG0001644	Syap.g_00346	Prbb.g_00728
OG0001659	Syap.g_01892	Prbb.g_01489
OG0001673	Syap.g_01163	Prbb.g_00289
OG0001692	Syap.g_02120	Prbb.g_01682
OG0001694	Syap.g_01358	Prbb.g_00333
OG0001700	Syap.g_00975	Prbb.g_01161
OG0001713	Syap.g_00349	Prbb.g_01131
OG0001715	Syap.g_00665	Prbb.g_01219
OG0001733	Syap.g_00794	Prbb.g_01152
OG0001738	Syap.g_01657	Prbb.g_00371
OG0001739	Syap.g_01815, Syap.g_01816	Prbb.g_02157
OG0001755	Syap.g_00250	Prbb.g_00856
OG0001769	Syap.g_00643	Prbb.g_01441
OG0001915	Syap.g_02313	Prbb.g_02179
OG0001956	Syap.g_01978	Prbb.g_00842
OG0001959	Syap.g_02163	Prbb.g_00077
OG0001977	Syap.g_02094	Prbb.g_02148
OG0001979	Syap.g_00834, Syap.g_00662	Prbb.g_00041
OG0001991	Syap.g_00791	Prbb.g_01165
OG0002227	Syap.g_01023, Syap.g_01022	Prbb.g_01156
OG0002229	Syap.g_01002, Syap.g_00858	Prbb.g_02081
OG0002347	Syap.g_01387	Prbb.g_01850
OG0002506	Syap.g_01555	Prbb.g_00906
OG0002651	Syap.g_00854	Prbb.g_00862
OG0002808	Syap.g_01798	Prbb.g_00034
OG0002916	Syap.g_00866	Prbb.g_01807
OG0003418	Syap.g_00873	Prbb.g_02095
