Orthogroup	Prbb	Syaa
OG0001066	Prbb.g_00583	Syaa.g_01909
OG0001067	Prbb.g_00584	Syaa.g_01908
OG0001068	Prbb.g_00585	Syaa.g_01907
OG0001069	Prbb.g_00586	Syaa.g_01906
OG0001070	Prbb.g_00588	Syaa.g_01903
OG0001071	Prbb.g_00589	Syaa.g_01902
OG0001072	Prbb.g_00590	Syaa.g_01898
OG0001073	Prbb.g_00604	Syaa.g_01884
OG0001074	Prbb.g_00616	Syaa.g_01678
OG0001075	Prbb.g_00617	Syaa.g_01676
OG0001076	Prbb.g_00624	Syaa.g_01659
OG0001077	Prbb.g_00629	Syaa.g_01647
OG0001078	Prbb.g_00637	Syaa.g_01632
OG0001079	Prbb.g_00648	Syaa.g_01619
OG0001080	Prbb.g_00654	Syaa.g_01443
OG0001081	Prbb.g_00656	Syaa.g_01056
OG0001082	Prbb.g_00657	Syaa.g_01057
OG0001083	Prbb.g_00662	Syaa.g_01064
OG0001084	Prbb.g_00664	Syaa.g_01065
OG0001085	Prbb.g_00674	Syaa.g_01075
OG0001086	Prbb.g_00675	Syaa.g_01077
OG0001087	Prbb.g_00694	Syaa.g_00920
OG0001088	Prbb.g_00695	Syaa.g_00916
OG0001089	Prbb.g_00705	Syaa.g_00890
OG0001090	Prbb.g_00714	Syaa.g_01237
OG0001091	Prbb.g_00716	Syaa.g_01239
OG0001092	Prbb.g_00717	Syaa.g_01242
OG0001093	Prbb.g_00722	Syaa.g_01248
OG0001094	Prbb.g_00777	Syaa.g_01148
OG0001095	Prbb.g_00796	Syaa.g_01185
OG0001096	Prbb.g_00811	Syaa.g_01200
OG0001097	Prbb.g_00830	Syaa.g_00828
OG0001098	Prbb.g_00847	Syaa.g_01441
OG0001099	Prbb.g_00917	Syaa.g_02400
OG0001100	Prbb.g_00924	Syaa.g_01086
OG0001101	Prbb.g_00926	Syaa.g_01088
OG0001102	Prbb.g_00929	Syaa.g_01091
OG0001103	Prbb.g_00931	Syaa.g_01093
OG0001104	Prbb.g_00763	Syaa.g_01133
OG0001105	Prbb.g_00767	Syaa.g_01137
OG0001106	Prbb.g_00979	Syaa.g_01372
OG0001107	Prbb.g_00989	Syaa.g_01359
OG0001108	Prbb.g_00993	Syaa.g_01350
OG0001109	Prbb.g_00994	Syaa.g_01349
OG0001110	Prbb.g_00996	Syaa.g_01347
OG0001111	Prbb.g_00997	Syaa.g_01345
OG0001112	Prbb.g_00998	Syaa.g_01343
OG0001113	Prbb.g_00999	Syaa.g_01342
OG0001114	Prbb.g_01000	Syaa.g_01341
OG0001115	Prbb.g_01002	Syaa.g_01337
OG0001116	Prbb.g_01003	Syaa.g_01335
OG0001117	Prbb.g_01004	Syaa.g_01334
OG0001118	Prbb.g_01005	Syaa.g_01333
OG0001119	Prbb.g_01006	Syaa.g_01331
OG0001120	Prbb.g_01007	Syaa.g_01328
OG0001121	Prbb.g_01627	Syaa.g_01125
OG0001122	Prbb.g_01038	Syaa.g_01301
OG0001123	Prbb.g_01043	Syaa.g_01294
OG0001124	Prbb.g_01045	Syaa.g_01292
OG0001125	Prbb.g_01047	Syaa.g_01290
OG0001126	Prbb.g_01058	Syaa.g_00864
OG0001127	Prbb.g_01059	Syaa.g_00865
OG0001128	Prbb.g_01062	Syaa.g_00868
OG0001129	Prbb.g_01063	Syaa.g_00870
OG0001130	Prbb.g_01064	Syaa.g_00871
OG0001131	Prbb.g_00897	Syaa.g_01108
OG0001132	Prbb.g_01108	Syaa.g_01468
OG0001133	Prbb.g_01085	Syaa.g_01656
OG0001134	Prbb.g_01887	Syaa.g_01028
OG0001135	Prbb.g_01890	Syaa.g_01030
OG0001136	Prbb.g_01520	Syaa.g_00767
OG0001137	Prbb.g_01507	Syaa.g_00786
OG0001138	Prbb.g_01486	Syaa.g_01002
OG0001139	Prbb.g_01484	Syaa.g_01000
OG0001140	Prbb.g_01483	Syaa.g_00999
OG0001141	Prbb.g_01482	Syaa.g_00998
OG0001142	Prbb.g_01481	Syaa.g_00997
OG0001143	Prbb.g_01474	Syaa.g_00987
OG0001144	Prbb.g_01469	Syaa.g_00978
OG0001145	Prbb.g_01578	Syaa.g_00748
OG0001146	Prbb.g_01590	Syaa.g_00729
OG0001147	Prbb.g_01612	Syaa.g_01837
OG0001148	Prbb.g_01641	Syaa.g_02061
OG0001149	Prbb.g_01642	Syaa.g_02062
OG0001150	Prbb.g_01643	Syaa.g_02063
OG0001151	Prbb.g_01654	Syaa.g_02076
OG0001152	Prbb.g_01655	Syaa.g_02077
OG0001153	Prbb.g_01716	Syaa.g_01811
OG0001154	Prbb.g_01717	Syaa.g_01812
OG0001156	Prbb.g_01736	Syaa.g_00623
OG0001157	Prbb.g_01737	Syaa.g_00622
OG0001158	Prbb.g_01738	Syaa.g_00619
OG0001159	Prbb.g_01739	Syaa.g_00618
OG0001160	Prbb.g_01765	Syaa.g_00574
OG0001161	Prbb.g_01555	Syaa.g_02620
OG0001162	Prbb.g_01778	Syaa.g_01203
OG0001163	Prbb.g_01815	Syaa.g_00566
OG0001164	Prbb.g_01819	Syaa.g_00560
OG0001165	Prbb.g_01822	Syaa.g_00555
OG0001166	Prbb.g_01840	Syaa.g_00527
OG0001167	Prbb.g_01858	Syaa.g_00673
OG0001168	Prbb.g_01859	Syaa.g_00672
OG0001169	Prbb.g_01861	Syaa.g_00670
OG0001170	Prbb.g_01863	Syaa.g_00668
OG0001171	Prbb.g_01873	Syaa.g_00655
OG0001172	Prbb.g_01926	Syaa.g_02347
OG0001173	Prbb.g_01927	Syaa.g_02346
OG0001174	Prbb.g_01935	Syaa.g_02338
OG0001175	Prbb.g_01936	Syaa.g_02337
OG0001176	Prbb.g_01947	Syaa.g_02314
OG0001177	Prbb.g_01945	Syaa.g_02316
OG0001178	Prbb.g_01279	Syaa.g_00546
OG0001179	Prbb.g_01984	Syaa.g_02268
OG0001180	Prbb.g_02007	Syaa.g_02243
OG0001181	Prbb.g_02011	Syaa.g_02239
OG0001182	Prbb.g_02019	Syaa.g_02230
OG0001183	Prbb.g_02025	Syaa.g_02224
OG0001184	Prbb.g_02041	Syaa.g_00151
OG0001186	Prbb.g_02097	Syaa.g_00081
OG0001187	Prbb.g_02100	Syaa.g_00082
OG0001188	Prbb.g_02102	Syaa.g_00075
OG0001189	Prbb.g_02119	Syaa.g_00057
OG0001190	Prbb.g_02124	Syaa.g_02592
OG0001191	Prbb.g_02134	Syaa.g_02605
OG0001192	Prbb.g_02139	Syaa.g_02612
OG0001193	Prbb.g_02152	Syaa.g_02658
OG0001194	Prbb.g_02153	Syaa.g_02660
OG0001195	Prbb.g_02154	Syaa.g_02661
OG0001196	Prbb.g_02175	Syaa.g_02741
OG0001197	Prbb.g_02177	Syaa.g_02743
OG0001198	Prbb.g_02186	Syaa.g_02755
OG0001199	Prbb.g_00129	Syaa.g_00347
OG0001200	Prbb.g_00131	Syaa.g_00345
OG0001201	Prbb.g_00163	Syaa.g_02381
OG0001202	Prbb.g_00256	Syaa.g_02528
OG0001203	Prbb.g_00295	Syaa.g_02106
OG0001204	Prbb.g_00301	Syaa.g_00316
OG0001205	Prbb.g_00450	Syaa.g_00713
OG0001206	Prbb.g_00469	Syaa.g_01855
OG0001207	Prbb.g_00480	Syaa.g_02058
OG0001208	Prbb.g_00487	Syaa.g_02049
OG0001209	Prbb.g_00538	Syaa.g_01977
OG0001210	Prbb.g_00543	Syaa.g_01967
OG0001211	Prbb.g_00554	Syaa.g_01950
OG0001212	Prbb.g_00596	Syaa.g_01892
OG0001213	Prbb.g_00630	Syaa.g_01646
OG0001214	Prbb.g_00638	Syaa.g_01631
OG0001215	Prbb.g_00696	Syaa.g_00914
OG0001216	Prbb.g_00715	Syaa.g_01238
OG0001217	Prbb.g_00108	Syaa.g_01559
OG0001218	Prbb.g_00754	Syaa.g_01820
OG0001219	Prbb.g_00960	Syaa.g_01404
OG0001220	Prbb.g_00837	Syaa.g_00812
OG0001221	Prbb.g_00944	Syaa.g_01111
OG0001222	Prbb.g_00893	Syaa.g_01371
OG0001223	Prbb.g_01008	Syaa.g_01326
OG0001224	Prbb.g_01066	Syaa.g_00874
OG0001225	Prbb.g_01068	Syaa.g_00876
OG0001227	Prbb.g_01090	Syaa.g_02622
OG0001228	Prbb.g_01465	Syaa.g_00695
OG0001229	Prbb.g_01201	Syaa.g_00899
OG0001230	Prbb.g_01678	Syaa.g_01764
OG0001231	Prbb.g_00758	Syaa.g_00017
OG0001232	Prbb.g_01844	Syaa.g_00508
OG0001233	Prbb.g_01864	Syaa.g_00667
OG0001234	Prbb.g_01938	Syaa.g_02333
OG0001235	Prbb.g_01942	Syaa.g_02323
OG0001236	Prbb.g_02038	Syaa.g_00154
OG0001238	Prbb.g_02135	Syaa.g_02607
OG0001239	Prbb.g_00126	Syaa.g_00350
OG0001240	Prbb.g_00148	Syaa.g_02364
OG0001241	Prbb.g_00157	Syaa.g_02374
OG0001242	Prbb.g_00176	Syaa.g_02407
OG0001243	Prbb.g_00183	Syaa.g_02415
OG0001244	Prbb.g_00199	Syaa.g_02445
OG0001245	Prbb.g_01288	Syaa.g_01492
OG0001246	Prbb.g_00508	Syaa.g_02023
OG0001247	Prbb.g_00689	Syaa.g_01207
OG0001248	Prbb.g_00691	Syaa.g_01204
OG0001251	Prbb.g_01913	Syaa.g_02667
OG0001252	Prbb.g_01061	Syaa.g_00867
OG0001253	Prbb.g_01783	Syaa.g_01467
OG0001254	Prbb.g_01889	Syaa.g_01029
OG0001255	Prbb.g_01534	Syaa.g_01696
OG0001256	Prbb.g_01774	Syaa.g_00567
OG0001257	Prbb.g_01779	Syaa.g_01418, Syaa.g_00405
OG0001258	Prbb.g_01820	Syaa.g_00557
OG0001259	Prbb.g_01862	Syaa.g_00669
OG0001260	Prbb.g_01879	Syaa.g_00642
OG0001261	Prbb.g_01992	Syaa.g_02259
OG0001262	Prbb.g_02117	Syaa.g_00059
OG0001263	Prbb.g_00186	Syaa.g_02418
OG0001269	Prbb.g_00836	Syaa.g_01499
OG0001273	Prbb.g_00632	Syaa.g_01639
OG0001277	Prbb.g_02163	Syaa.g_02724
OG0001279	Prbb.g_01196	Syaa.g_01749
OG0001280	Prbb.g_01585	Syaa.g_00738
OG0001281	Prbb.g_01591	Syaa.g_00728
OG0001282	Prbb.g_01640	Syaa.g_02060
OG0001283	Prbb.g_02171	Syaa.g_02734
OG0001284	Prbb.g_01759	Syaa.g_00583
OG0001286	Prbb.g_02005	Syaa.g_02245
OG0001287	Prbb.g_02063	Syaa.g_00121
OG0001289	Prbb.g_00142	Syaa.g_00327
OG0001290	Prbb.g_00156	Syaa.g_02373
OG0001294	Prbb.g_01553, Prbb.g_01628	Syaa.g_01076
OG0001295	Prbb.g_01542	Syaa.g_01964
OG0001296	Prbb.g_00513	Syaa.g_02017
OG0001297	Prbb.g_00518	Syaa.g_02013
OG0001299	Prbb.g_00669	Syaa.g_01070
OG0001300	Prbb.g_00701	Syaa.g_00905
OG0001301	Prbb.g_00703	Syaa.g_00891
OG0001302	Prbb.g_00958	Syaa.g_01600
OG0001303	Prbb.g_01388	Syaa.g_01402
OG0001304	Prbb.g_01052	Syaa.g_01281
OG0001305	Prbb.g_00888	Syaa.g_00885
OG0001306	Prbb.g_01532	Syaa.g_00753
OG0001309	Prbb.g_00522	Syaa.g_02005
OG0001310	Prbb.g_01834	Syaa.g_00535
OG0001311	Prbb.g_01044	Syaa.g_01293
OG0001312	Prbb.g_00969	Syaa.g_01391
OG0001315	Prbb.g_02023	Syaa.g_02226
OG0001316	Prbb.g_00197	Syaa.g_02434
OG0001317	Prbb.g_00291	Syaa.g_02112
OG0001318	Prbb.g_00312	Syaa.g_00296
OG0001321	Prbb.g_00456	Syaa.g_00719
OG0001322	Prbb.g_00457	Syaa.g_00720
OG0001324	Prbb.g_00702	Syaa.g_00904
OG0001325	Prbb.g_00718	Syaa.g_01243
OG0001326	Prbb.g_01905	Syaa.g_00396, Syaa.g_02672
OG0001327	Prbb.g_00921	Syaa.g_01083
OG0001328	Prbb.g_00940	Syaa.g_01104
OG0001330	Prbb.g_01579	Syaa.g_00746
OG0001331	Prbb.g_01645	Syaa.g_02065
OG0001334	Prbb.g_02028	Syaa.g_02216
OG0001335	Prbb.g_02029	Syaa.g_02215
OG0001336	Prbb.g_02172	Syaa.g_02735
OG0001337	Prbb.g_00383	Syaa.g_02219, Syaa.g_02200
OG0001339	Prbb.g_00159	Syaa.g_02376
OG0001340	Prbb.g_00384	Syaa.g_02199
OG0001341	Prbb.g_00086	Syaa.g_00897
OG0001343	Prbb.g_00912	Syaa.g_02664
OG0001344	Prbb.g_01512	Syaa.g_00775
OG0001345	Prbb.g_01496	Syaa.g_00803
OG0001346	Prbb.g_01587	Syaa.g_00734
OG0001347	Prbb.g_02088	Syaa.g_00195
OG0001348	Prbb.g_01125	Syaa.g_00847
OG0001349	Prbb.g_00876	Syaa.g_00454
OG0001350	Prbb.g_00294	Syaa.g_02107
OG0001351	Prbb.g_00459	Syaa.g_01863
OG0001352	Prbb.g_00685	Syaa.g_01987
OG0001354	Prbb.g_01001	Syaa.g_01338
OG0001355	Prbb.g_01781	Syaa.g_01524
OG0001356	Prbb.g_01164	Syaa.g_00848
OG0001357	Prbb.g_01814	Syaa.g_02307
OG0001358	Prbb.g_00621	Syaa.g_01663
OG0001359	Prbb.g_00913	Syaa.g_02663
OG0001360	Prbb.g_01494	Syaa.g_00805
OG0001362	Prbb.g_01700	Syaa.g_01789
OG0001363	Prbb.g_00465	Syaa.g_01791
OG0001366	Prbb.g_01629, Prbb.g_00047, Prbb.g_01955	Syaa.g_01369
OG0001368	Prbb.g_01213, Prbb.g_01193	Syaa.g_00317
OG0001369	Prbb.g_00147	Syaa.g_02363
OG0001370	Prbb.g_01235	Syaa.g_01218, Syaa.g_02140, Syaa.g_02680
OG0001373	Prbb.g_01904	Syaa.g_02671
OG0001374	Prbb.g_01912	Syaa.g_02679
OG0001375	Prbb.g_00911	Syaa.g_02665
OG0001376	Prbb.g_00899	Syaa.g_02614
OG0001377	Prbb.g_00900	Syaa.g_02613
OG0001378	Prbb.g_00439	Syaa.g_00700
OG0001385	Prbb.g_01901	Syaa.g_02668
OG0001386	Prbb.g_01902	Syaa.g_02669
OG0001387	Prbb.g_01903	Syaa.g_02670
OG0001388	Prbb.g_01906	Syaa.g_02673
OG0001389	Prbb.g_01907	Syaa.g_02674
OG0001390	Prbb.g_01908	Syaa.g_02675
OG0001391	Prbb.g_01909	Syaa.g_02676
OG0001392	Prbb.g_01910	Syaa.g_02677
OG0001393	Prbb.g_01911	Syaa.g_02678
OG0001394	Prbb.g_00948	Syaa.g_01118
OG0001395	Prbb.g_01055	Syaa.g_01267
OG0001396	Prbb.g_02089	Syaa.g_00444, Syaa.g_00196, Syaa.g_01018
OG0001398	Prbb.g_00732	Syaa.g_01424
OG0001401	Prbb.g_00820	Syaa.g_00837
OG0001402	Prbb.g_00625	Syaa.g_01658
OG0001404	Prbb.g_00123	Syaa.g_00355
OG0001405	Prbb.g_00377	Syaa.g_02213
OG0001406	Prbb.g_00898	Syaa.g_02615
OG0001407	Prbb.g_00903	Syaa.g_01986
OG0001408	Prbb.g_00097	Syaa.g_00953
OG0001412	Prbb.g_02086	Syaa.g_00442
OG0001413	Prbb.g_00759	Syaa.g_01590
OG0001417	Prbb.g_01552	Syaa.g_01339
OG0001419	Prbb.g_00750	Syaa.g_01985
OG0001420	Prbb.g_01183	Syaa.g_01991
OG0001421	Prbb.g_01775	Syaa.g_01583, Syaa.g_01469
OG0001422	Prbb.g_01086	Syaa.g_00743
OG0001423	Prbb.g_01665, Prbb.g_01664	Syaa.g_00365
OG0001430	Prbb.g_00901	Syaa.g_02584
OG0001432	Prbb.g_01033	Syaa.g_00930
OG0001433	Prbb.g_01163	Syaa.g_00849
OG0001434	Prbb.g_00953	Syaa.g_01123
OG0001435	Prbb.g_00928	Syaa.g_01090
OG0001439	Prbb.g_00358	Syaa.g_00221
OG0001441	Prbb.g_00525	Syaa.g_02000
OG0001442	Prbb.g_01667	Syaa.g_01138
OG0001443	Prbb.g_01896	Syaa.g_02617
OG0001447	Prbb.g_00184	Syaa.g_02416
OG0001453	Prbb.g_01011	Syaa.g_01319
OG0001454	Prbb.g_01280	Syaa.g_01580
OG0001456	Prbb.g_01559	Syaa.g_02687
OG0001457	Prbb.g_01558	Syaa.g_02688
OG0001458	Prbb.g_01557	Syaa.g_02689
OG0001460	Prbb.g_01162	Syaa.g_00850
OG0001461	Prbb.g_01437	Syaa.g_02328
OG0001467	Prbb.g_00115	Syaa.g_01601
OG0001468	Prbb.g_00910	Syaa.g_01597
OG0001470	Prbb.g_00853	Syaa.g_00693
OG0001471	Prbb.g_01554	Syaa.g_00226
OG0001473	Prbb.g_01623	Syaa.g_01603
OG0001474	Prbb.g_00399	Syaa.g_02175
OG0001475	Prbb.g_00855	Syaa.g_00691
OG0001477	Prbb.g_01415	Syaa.g_00893
OG0001480	Prbb.g_01215	Syaa.g_00810
OG0001482	Prbb.g_01089	Syaa.g_01329
OG0001486	Prbb.g_01519	Syaa.g_00768
OG0001487	Prbb.g_01724	Syaa.g_01819
OG0001488	Prbb.g_01503	Syaa.g_00791
OG0001489	Prbb.g_02016	Syaa.g_02234
OG0001494	Prbb.g_00870	Syaa.g_00483
OG0001495	Prbb.g_01944	Syaa.g_02317
OG0001496	Prbb.g_01413	Syaa.g_00895
OG0001497	Prbb.g_01414	Syaa.g_00894
OG0001498	Prbb.g_00417	Syaa.g_02148
OG0001499	Prbb.g_00110	Syaa.g_01698
OG0001505	Prbb.g_00857	Syaa.g_00495
OG0001507	Prbb.g_01181	Syaa.g_02137
OG0001508	Prbb.g_02096	Syaa.g_00694
OG0001509	Prbb.g_02090	Syaa.g_00085, Syaa.g_00440, Syaa.g_00197
OG0001510	Prbb.g_02067	Syaa.g_00116
OG0001511	Prbb.g_00167	Syaa.g_02389
OG0001512	Prbb.g_01801	Syaa.g_02105
OG0001513	Prbb.g_00050	Syaa.g_00150
OG0001514	Prbb.g_01412	Syaa.g_00896
OG0001515	Prbb.g_00699	Syaa.g_00909
OG0001516	Prbb.g_00666	Syaa.g_01067
OG0001517	Prbb.g_00395	Syaa.g_02181
OG0001518	Prbb.g_02137	Syaa.g_02609
OG0001519	Prbb.g_02142	Syaa.g_02619
OG0001523	Prbb.g_01892	Syaa.g_02713
OG0001524	Prbb.g_01893	Syaa.g_02714
OG0001528	Prbb.g_00854	Syaa.g_00692
OG0001529	Prbb.g_00056	Syaa.g_00050
OG0001530	Prbb.g_00166	Syaa.g_02387
OG0001531	Prbb.g_00296	Syaa.g_02104
OG0001532	Prbb.g_01485	Syaa.g_01001
OG0001534	Prbb.g_01053	Syaa.g_01280
OG0001535	Prbb.g_01041	Syaa.g_01297
OG0001536	Prbb.g_00987	Syaa.g_01362
OG0001537	Prbb.g_00945	Syaa.g_01112
OG0001538	Prbb.g_00788	Syaa.g_01159
OG0001539	Prbb.g_00923	Syaa.g_01085
OG0001540	Prbb.g_00188	Syaa.g_02420
OG0001541	Prbb.g_00236	Syaa.g_02490
OG0001542	Prbb.g_00242	Syaa.g_02499
OG0001543	Prbb.g_00896	Syaa.g_02547
OG0001544	Prbb.g_02141	Syaa.g_02618
OG0001545	Prbb.g_02162	Syaa.g_02723
OG0001548	Prbb.g_01105	Syaa.g_01573
OG0001549	Prbb.g_00846	Syaa.g_00806
OG0001551	Prbb.g_01898	Syaa.g_00853
OG0001552	Prbb.g_01895	Syaa.g_01229
OG0001556	Prbb.g_01154	Syaa.g_01008
OG0001557	Prbb.g_00949	Syaa.g_01119
OG0001559	Prbb.g_00165	Syaa.g_02386
OG0001560	Prbb.g_00155	Syaa.g_02372
OG0001561	Prbb.g_01046	Syaa.g_01291
OG0001562	Prbb.g_01035	Syaa.g_01305
OG0001563	Prbb.g_02000	Syaa.g_02250
OG0001564	Prbb.g_00863	Syaa.g_02683
OG0001570	Prbb.g_01331	Syaa.g_01693
OG0001575	Prbb.g_00569	Syaa.g_01933
OG0001577	Prbb.g_01522	Syaa.g_00765
OG0001578	Prbb.g_01408	Syaa.g_00369, Syaa.g_01036, Syaa.g_01576
OG0001579	Prbb.g_00381	Syaa.g_02207
OG0001582	Prbb.g_01551	Syaa.g_01746
OG0001586	Prbb.g_00872	Syaa.g_00479, Syaa.g_00431
OG0001589	Prbb.g_01866	Syaa.g_00664
OG0001591	Prbb.g_00676	Syaa.g_01078
OG0001607	Prbb.g_01223	Syaa.g_01519
OG0001613	Prbb.g_02022	Syaa.g_02227
OG0001623	Prbb.g_00385	Syaa.g_02194
OG0001633	Prbb.g_01920	Syaa.g_00855
OG0001634	Prbb.g_00672	Syaa.g_01073
OG0001642	Prbb.g_01621	Syaa.g_00814
OG0001644	Prbb.g_00728	Syaa.g_01263
OG0001656	Prbb.g_00380	Syaa.g_02209
OG0001659	Prbb.g_01489	Syaa.g_01006
OG0001667	Prbb.g_01206	Syaa.g_01129
OG0001673	Prbb.g_00289	Syaa.g_02114
OG0001691	Prbb.g_01056	Syaa.g_01665
OG0001692	Prbb.g_01682	Syaa.g_01769
OG0001694	Prbb.g_00333	Syaa.g_00260
OG0001695	Prbb.g_02158	Syaa.g_02708
OG0001700	Prbb.g_01161	Syaa.g_01423
OG0001703	Prbb.g_00481	Syaa.g_02057
OG0001709	Prbb.g_00875	Syaa.g_00453
OG0001713	Prbb.g_01131	Syaa.g_00783
OG0001715	Prbb.g_01219	Syaa.g_01563
OG0001718	Prbb.g_01140	Syaa.g_00941
OG0001733	Prbb.g_01152	Syaa.g_01080
OG0001738	Prbb.g_00371	Syaa.g_00204
OG0001739	Prbb.g_02157	Syaa.g_02706
OG0001740	Prbb.g_02161	Syaa.g_02720
OG0001755	Prbb.g_00856	Syaa.g_02006
OG0001769	Prbb.g_01441	Syaa.g_01614
OG0001810	Prbb.g_00709	Syaa.g_02432
OG0001816	Prbb.g_00920	Syaa.g_01082
OG0001907	Prbb.g_00198	Syaa.g_02441
OG0001915	Prbb.g_02179	Syaa.g_02750
OG0001916	Prbb.g_00500	Syaa.g_02034
OG0001917	Prbb.g_01042	Syaa.g_01296
OG0001954	Prbb.g_01209	Syaa.g_01438
OG0001979	Prbb.g_00041	Syaa.g_00911
OG0001990	Prbb.g_00074	Syaa.g_02721
OG0001991	Prbb.g_01165	Syaa.g_01102
OG0002001	Prbb.g_01810	Syaa.g_02453
OG0002227	Prbb.g_01156	Syaa.g_02611
OG0002347	Prbb.g_01850	Syaa.g_00512
OG0002374	Prbb.g_01159	Syaa.g_00991
OG0002381	Prbb.g_01616	Syaa.g_02454
OG0002490	Prbb.g_00869	Syaa.g_00468
OG0002506	Prbb.g_00906	Syaa.g_00878
OG0002507	Prbb.g_01387, Prbb.g_01024	Syaa.g_00939
OG0002794	Prbb.g_00871	Syaa.g_00484
OG0002808	Prbb.g_00034	Syaa.g_00044
OG0004275	Prbb.g_01661	Syaa.g_02635
