Orthogroup	Prbb	Praq
OG0001102	Prbb.g_00929	Praq.g_01487
OG0001103	Prbb.g_00931	Praq.g_01489
OG0001104	Prbb.g_00763	Praq.g_01511
OG0001105	Prbb.g_00767	Praq.g_01515
OG0001106	Prbb.g_00979	Praq.g_01539
OG0001107	Prbb.g_00989	Praq.g_01546
OG0001108	Prbb.g_00993	Praq.g_01550
OG0001109	Prbb.g_00994	Praq.g_01551
OG0001110	Prbb.g_00996	Praq.g_01553
OG0001111	Prbb.g_00997	Praq.g_01554
OG0001112	Prbb.g_00998	Praq.g_01555
OG0001113	Prbb.g_00999	Praq.g_01556
OG0001114	Prbb.g_01000	Praq.g_01557
OG0001115	Prbb.g_01002	Praq.g_01559
OG0001116	Prbb.g_01003	Praq.g_01560
OG0001117	Prbb.g_01004	Praq.g_01561
OG0001118	Prbb.g_01005	Praq.g_01562
OG0001119	Prbb.g_01006	Praq.g_01563
OG0001120	Prbb.g_01007	Praq.g_01565
OG0001121	Prbb.g_01627	Praq.g_01298
OG0001122	Prbb.g_01038	Praq.g_01591
OG0001123	Prbb.g_01043	Praq.g_01595
OG0001124	Prbb.g_01045	Praq.g_01597
OG0001125	Prbb.g_01047	Praq.g_01598
OG0001126	Prbb.g_01058	Praq.g_01608
OG0001127	Prbb.g_01059	Praq.g_01609
OG0001128	Prbb.g_01062	Praq.g_01611
OG0001129	Prbb.g_01063	Praq.g_01612
OG0001130	Prbb.g_01064	Praq.g_01613
OG0001131	Prbb.g_00897	Praq.g_01649
OG0001132	Prbb.g_01108	Praq.g_01658
OG0001133	Prbb.g_01085	Praq.g_01287
OG0001134	Prbb.g_01887	Praq.g_01300
OG0001135	Prbb.g_01890	Praq.g_01303
OG0001136	Prbb.g_01520	Praq.g_01330
OG0001137	Prbb.g_01507	Praq.g_01341
OG0001138	Prbb.g_01486	Praq.g_01359
OG0001139	Prbb.g_01484	Praq.g_01360
OG0001140	Prbb.g_01483	Praq.g_01361
OG0001141	Prbb.g_01482	Praq.g_01362
OG0001142	Prbb.g_01481	Praq.g_01363
OG0001143	Prbb.g_01474	Praq.g_01370
OG0001144	Prbb.g_01469	Praq.g_01375
OG0001145	Prbb.g_01578	Praq.g_00125
OG0001146	Prbb.g_01590	Praq.g_00137
OG0001147	Prbb.g_01612	Praq.g_00161
OG0001148	Prbb.g_01641	Praq.g_00179
OG0001149	Prbb.g_01642	Praq.g_00180
OG0001150	Prbb.g_01643	Praq.g_00181
OG0001151	Prbb.g_01654	Praq.g_00192
OG0001152	Prbb.g_01655	Praq.g_00193
OG0001153	Prbb.g_01716	Praq.g_00326
OG0001154	Prbb.g_01717	Praq.g_00327
OG0001155	Prbb.g_01733	Praq.g_00339
OG0001156	Prbb.g_01736	Praq.g_00342
OG0001157	Prbb.g_01737	Praq.g_00343
OG0001158	Prbb.g_01738	Praq.g_00344
OG0001159	Prbb.g_01739	Praq.g_00345
OG0001160	Prbb.g_01765	Praq.g_00369
OG0001161	Prbb.g_01555	Praq.g_00382
OG0001162	Prbb.g_01778	Praq.g_00005
OG0001165	Prbb.g_01822	Praq.g_00498
OG0001166	Prbb.g_01840	Praq.g_00478
OG0001167	Prbb.g_01858	Praq.g_00461
OG0001168	Prbb.g_01859	Praq.g_00459
OG0001169	Prbb.g_01861	Praq.g_00457
OG0001170	Prbb.g_01863	Praq.g_00455
OG0001171	Prbb.g_01873	Praq.g_00446
OG0001172	Prbb.g_01926	Praq.g_00948
OG0001173	Prbb.g_01927	Praq.g_00947
OG0001174	Prbb.g_01935	Praq.g_00939
OG0001175	Prbb.g_01936	Praq.g_00938
OG0001176	Prbb.g_01947	Praq.g_00931
OG0001177	Prbb.g_01945	Praq.g_00928
OG0001178	Prbb.g_01279	Praq.g_00923
OG0001179	Prbb.g_01984	Praq.g_00895
OG0001180	Prbb.g_02007	Praq.g_00874
OG0001181	Prbb.g_02011	Praq.g_00870
OG0001182	Prbb.g_02019	Praq.g_00863
OG0001183	Prbb.g_02025	Praq.g_00728
OG0001184	Prbb.g_02041	Praq.g_00744
OG0001185	Prbb.g_02056	Praq.g_00758
OG0001186	Prbb.g_02097	Praq.g_00684
OG0001187	Prbb.g_02100	Praq.g_00688
OG0001188	Prbb.g_02102	Praq.g_00690
OG0001189	Prbb.g_02119	Praq.g_00707
OG0001190	Prbb.g_02124	Praq.g_00711
OG0001191	Prbb.g_02134	Praq.g_00721
OG0001192	Prbb.g_02139	Praq.g_00390
OG0001193	Prbb.g_02152	Praq.g_00400
OG0001194	Prbb.g_02153	Praq.g_00401
OG0001195	Prbb.g_02154	Praq.g_00402
OG0001196	Prbb.g_02175	Praq.g_00415
OG0001197	Prbb.g_02177	Praq.g_00416
OG0001198	Prbb.g_02186	Praq.g_00423
OG0001199	Prbb.g_00129	Praq.g_01929
OG0001200	Prbb.g_00131	Praq.g_01927
OG0001201	Prbb.g_00163	Praq.g_01895
OG0001202	Prbb.g_00256	Praq.g_01803
OG0001203	Prbb.g_00295	Praq.g_01764
OG0001204	Prbb.g_00301	Praq.g_01759
OG0001205	Prbb.g_00450	Praq.g_01112
OG0001206	Prbb.g_00469	Praq.g_00512
OG0001207	Prbb.g_00480	Praq.g_00528
OG0001208	Prbb.g_00487	Praq.g_00533
OG0001209	Prbb.g_00538	Praq.g_01067
OG0001210	Prbb.g_00543	Praq.g_01062
OG0001211	Prbb.g_00554	Praq.g_01052
OG0001212	Prbb.g_00596	Praq.g_01006
OG0001213	Prbb.g_00630	Praq.g_00973
OG0001214	Prbb.g_00638	Praq.g_00965
OG0001215	Prbb.g_00696	Praq.g_00819
OG0001216	Prbb.g_00715	Praq.g_00585
OG0001217	Prbb.g_00108	Praq.g_00622
OG0001218	Prbb.g_00754	Praq.g_00630
OG0001219	Prbb.g_00960	Praq.g_00658
OG0001220	Prbb.g_00837	Praq.g_01449
OG0001221	Prbb.g_00944	Praq.g_01501
OG0001222	Prbb.g_00893	Praq.g_01540
OG0001223	Prbb.g_01008	Praq.g_01566
OG0001224	Prbb.g_01066	Praq.g_01615
OG0001225	Prbb.g_01068	Praq.g_01617
OG0001227	Prbb.g_01090	Praq.g_01661
OG0001228	Prbb.g_01465	Praq.g_01378
OG0001229	Prbb.g_01201	Praq.g_00173
OG0001230	Prbb.g_01678	Praq.g_00286
OG0001231	Prbb.g_00758	Praq.g_00003
OG0001232	Prbb.g_01844	Praq.g_00474
OG0001233	Prbb.g_01864	Praq.g_00454
OG0001234	Prbb.g_01938	Praq.g_00936
OG0001235	Prbb.g_01942	Praq.g_00926
OG0001236	Prbb.g_02038	Praq.g_00741
OG0001237	Prbb.g_02042	Praq.g_00745
OG0001238	Prbb.g_02135	Praq.g_00722
OG0001239	Prbb.g_00126	Praq.g_01932
OG0001240	Prbb.g_00148	Praq.g_01910
OG0001241	Prbb.g_00157	Praq.g_01902
OG0001242	Prbb.g_00176	Praq.g_01884
OG0001243	Prbb.g_00183	Praq.g_01878
OG0001244	Prbb.g_00199	Praq.g_01862
OG0001245	Prbb.g_01288	Praq.g_01163
OG0001246	Prbb.g_00508	Praq.g_01098
OG0001247	Prbb.g_00689	Praq.g_00812
OG0001248	Prbb.g_00691	Praq.g_00814
OG0001249	Prbb.g_00389	Praq.g_00647
OG0001251	Prbb.g_01913	Praq.g_01474
OG0001252	Prbb.g_01061	Praq.g_01610
OG0001253	Prbb.g_01783	Praq.g_01662
OG0001254	Prbb.g_01889	Praq.g_01302
OG0001255	Prbb.g_01534	Praq.g_01317
OG0001256	Prbb.g_01774	Praq.g_00384
OG0001257	Prbb.g_01779	Praq.g_00002
OG0001259	Prbb.g_01862	Praq.g_00456
OG0001260	Prbb.g_01879	Praq.g_00440
OG0001261	Prbb.g_01992	Praq.g_00887
OG0001262	Prbb.g_02117	Praq.g_00705
OG0001263	Prbb.g_00186	Praq.g_01875
OG0001264	Prbb.g_01562, Prbb.g_01570, Prbb.g_00045, Prbb.g_01806, Prbb.g_00046, Prbb.g_01563, Prbb.g_01954, Prbb.g_01663	Praq.g_01242
OG0001269	Prbb.g_00836	Praq.g_01185
OG0001273	Prbb.g_00632	Praq.g_00971
OG0001277	Prbb.g_02163	Praq.g_01651
OG0001280	Prbb.g_01585	Praq.g_00132
OG0001281	Prbb.g_01591	Praq.g_00138
OG0001282	Prbb.g_01640	Praq.g_00178
OG0001283	Prbb.g_02171	Praq.g_00197
OG0001284	Prbb.g_01759	Praq.g_00364
OG0001285	Prbb.g_01847	Praq.g_00471
OG0001287	Prbb.g_02063	Praq.g_00765
OG0001288	Prbb.g_02074	Praq.g_00773
OG0001289	Prbb.g_00142	Praq.g_01916
OG0001290	Prbb.g_00156	Praq.g_01903
OG0001294	Prbb.g_01553, Prbb.g_01628	Praq.g_01165
OG0001295	Prbb.g_01542	Praq.g_00517
OG0001296	Prbb.g_00513	Praq.g_01093
OG0001297	Prbb.g_00518	Praq.g_01088
OG0001299	Prbb.g_00669	Praq.g_00795
OG0001300	Prbb.g_00701	Praq.g_00822
OG0001301	Prbb.g_00703	Praq.g_00825
OG0001302	Prbb.g_00958	Praq.g_00656
OG0001303	Prbb.g_01388	Praq.g_01579
OG0001304	Prbb.g_01052	Praq.g_01604
OG0001305	Prbb.g_00888	Praq.g_01623
OG0001306	Prbb.g_01532	Praq.g_01319
OG0001307	Prbb.g_01609	Praq.g_00158
OG0001308	Prbb.g_01696	Praq.g_00304
OG0001310	Prbb.g_01834	Praq.g_00485
OG0001311	Prbb.g_01044	Praq.g_01596
OG0001312	Prbb.g_00969	Praq.g_01529
OG0001315	Prbb.g_02023	Praq.g_01942
OG0001316	Prbb.g_00197	Praq.g_01863
OG0001317	Prbb.g_00291	Praq.g_01768
OG0001318	Prbb.g_00312	Praq.g_01747
OG0001320	Prbb.g_01189	Praq.g_01161
OG0001321	Prbb.g_00456	Praq.g_00500
OG0001322	Prbb.g_00457	Praq.g_00501
OG0001324	Prbb.g_00702	Praq.g_00823
OG0001325	Prbb.g_00718	Praq.g_00588
OG0001326	Prbb.g_01905	Praq.g_00846
OG0001327	Prbb.g_00921	Praq.g_01634
OG0001328	Prbb.g_00940	Praq.g_01660
OG0001329	Prbb.g_01782	Praq.g_01294
OG0001330	Prbb.g_01579	Praq.g_00111
OG0001331	Prbb.g_01645	Praq.g_00183
OG0001332	Prbb.g_01731	Praq.g_00337
OG0001334	Prbb.g_02028	Praq.g_00731
OG0001335	Prbb.g_02029	Praq.g_00732
OG0001336	Prbb.g_02172	Praq.g_00412
OG0001339	Prbb.g_00159	Praq.g_01900
OG0001340	Prbb.g_00384	Praq.g_01674
OG0001341	Prbb.g_00086	Praq.g_00620
OG0001342	Prbb.g_01379, Prbb.g_01020, Prbb.g_01019, Prbb.g_01626, Prbb.g_01362, Prbb.g_01096	Praq.g_00651
OG0001343	Prbb.g_00912	Praq.g_01471
OG0001344	Prbb.g_01512	Praq.g_01337
OG0001345	Prbb.g_01496	Praq.g_01352
OG0001346	Prbb.g_01587	Praq.g_00134
OG0001348	Prbb.g_01125	Praq.g_00023
OG0001349	Prbb.g_00876	Praq.g_00221
OG0001350	Prbb.g_00294	Praq.g_01765
OG0001351	Prbb.g_00459	Praq.g_00503
OG0001352	Prbb.g_00685	Praq.g_00809
OG0001355	Prbb.g_01781	Praq.g_00033, Praq.g_00044
OG0001356	Prbb.g_01164	Praq.g_00067
OG0001358	Prbb.g_00621	Praq.g_00982
OG0001359	Prbb.g_00913	Praq.g_01472
OG0001360	Prbb.g_01494	Praq.g_01663
OG0001362	Prbb.g_01700	Praq.g_00308
OG0001363	Prbb.g_00465	Praq.g_00310
OG0001365	Prbb.g_02128	Praq.g_00715
OG0001369	Prbb.g_00147	Praq.g_01911
OG0001370	Prbb.g_01235	Praq.g_00509
OG0001371	Prbb.g_00684	Praq.g_00808
OG0001373	Prbb.g_01904	Praq.g_00847
OG0001374	Prbb.g_01912	Praq.g_00839
OG0001375	Prbb.g_00911	Praq.g_01470
OG0001376	Prbb.g_00899	Praq.g_01628
OG0001377	Prbb.g_00900	Praq.g_01629
OG0001378	Prbb.g_00439	Praq.g_01272
OG0001380	Prbb.g_01541	Praq.g_00163
OG0001381	Prbb.g_01637	Praq.g_00169
OG0001384	Prbb.g_01127, Prbb.g_01114	Praq.g_00610, Praq.g_00381
OG0001385	Prbb.g_01901	Praq.g_00850
OG0001386	Prbb.g_01902	Praq.g_00849
OG0001387	Prbb.g_01903	Praq.g_00848
OG0001388	Prbb.g_01906	Praq.g_00845
OG0001389	Prbb.g_01907	Praq.g_00844
OG0001390	Prbb.g_01908	Praq.g_00843
OG0001391	Prbb.g_01909	Praq.g_00842
OG0001392	Prbb.g_01910	Praq.g_00841
OG0001393	Prbb.g_01911	Praq.g_00840
OG0001395	Prbb.g_01055	Praq.g_01606
OG0001397	Prbb.g_01701	Praq.g_00309
OG0001403	Prbb.g_00031	Praq.g_01233
OG0001404	Prbb.g_00123	Praq.g_01935
OG0001405	Prbb.g_00377	Praq.g_01676
OG0001406	Prbb.g_00898	Praq.g_01627
OG0001407	Prbb.g_00903	Praq.g_01640
OG0001408	Prbb.g_00097	Praq.g_01646, Praq.g_01645
OG0001409	Prbb.g_01508	Praq.g_01340
OG0001410	Prbb.g_01610	Praq.g_00159
OG0001413	Prbb.g_00759	Praq.g_00379
OG0001414	Prbb.g_00285	Praq.g_01773
OG0001415	Prbb.g_00287	Praq.g_01771
OG0001417	Prbb.g_01552	Praq.g_00519, Praq.g_00520
OG0001418	Prbb.g_00690	Praq.g_00813
OG0001419	Prbb.g_00750	Praq.g_01641
OG0001420	Prbb.g_01183	Praq.g_01280
OG0001421	Prbb.g_01775	Praq.g_00385
OG0001422	Prbb.g_01086	Praq.g_00021
OG0001423	Prbb.g_01665, Prbb.g_01664	Praq.g_00859
OG0001424	Prbb.g_01449	Praq.g_01475
OG0001425	Prbb.g_02138	Praq.g_00389
OG0001429	Prbb.g_00961	Praq.g_00659
OG0001430	Prbb.g_00901	Praq.g_00106
OG0001431	Prbb.g_01207	Praq.g_00109
OG0001432	Prbb.g_01033	Praq.g_00377
OG0001433	Prbb.g_01163	Praq.g_00066
OG0001434	Prbb.g_00953	Praq.g_01509
OG0001435	Prbb.g_00928	Praq.g_01486
OG0001437	Prbb.g_00286	Praq.g_01772
OG0001439	Prbb.g_00358	Praq.g_01695
OG0001440	Prbb.g_01286	Praq.g_01129
OG0001441	Prbb.g_00525	Praq.g_01081
OG0001442	Prbb.g_01667	Praq.g_00613
OG0001446	Prbb.g_00134	Praq.g_01924
OG0001447	Prbb.g_00184	Praq.g_01877
OG0001450	Prbb.g_00693	Praq.g_00816
OG0001451	Prbb.g_00848	Praq.g_01459
OG0001453	Prbb.g_01011	Praq.g_01569
OG0001454	Prbb.g_01280	Praq.g_01656
OG0001455	Prbb.g_00054	Praq.g_01289
OG0001456	Prbb.g_01559	Praq.g_01310
OG0001457	Prbb.g_01558	Praq.g_01311
OG0001458	Prbb.g_01557	Praq.g_01312
OG0001463	Prbb.g_00338	Praq.g_01716
OG0001464	Prbb.g_00739	Praq.g_01673
OG0001466	Prbb.g_01212	Praq.g_00612, Praq.g_00083, Praq.g_00548, Praq.g_00857
OG0001467	Prbb.g_00115	Praq.g_00648
OG0001468	Prbb.g_00910	Praq.g_01632
OG0001470	Prbb.g_00853	Praq.g_00199
OG0001471	Prbb.g_01554	Praq.g_00380
OG0001472	Prbb.g_01371	Praq.g_00387
OG0001473	Prbb.g_01623	Praq.g_00685
OG0001474	Prbb.g_00399	Praq.g_01205
OG0001475	Prbb.g_00855	Praq.g_00201
OG0001480	Prbb.g_01215	Praq.g_01175
OG0001481	Prbb.g_01077	Praq.g_01170
OG0001482	Prbb.g_01089	Praq.g_00506
OG0001485	Prbb.g_01208	Praq.g_00052
OG0001486	Prbb.g_01519	Praq.g_01331
OG0001491	Prbb.g_00954	Praq.g_00654
OG0001499	Prbb.g_00110	Praq.g_01943
OG0001500	Prbb.g_00317	Praq.g_01740
OG0001501	Prbb.g_01260	Praq.g_00834
OG0001503	Prbb.g_01126	Praq.g_01307
OG0001506	Prbb.g_01728	Praq.g_00335
OG0001507	Prbb.g_01181	Praq.g_01957
OG0001508	Prbb.g_02096	Praq.g_00198
OG0001521	Prbb.g_01027, Prbb.g_01446	Praq.g_00621
OG0001522	Prbb.g_00816	Praq.g_01430
OG0001523	Prbb.g_01892	Praq.g_01304
OG0001524	Prbb.g_01893	Praq.g_01305
OG0001526	Prbb.g_00955	Praq.g_00953
OG0001528	Prbb.g_00854	Praq.g_00200
OG0001548	Prbb.g_01105	Praq.g_00645
OG0001550	Prbb.g_01247	Praq.g_01292
OG0001551	Prbb.g_01898	Praq.g_01309
OG0001552	Prbb.g_01895	Praq.g_01395
OG0001555	Prbb.g_01803	Praq.g_00012
OG0001566	Prbb.g_00681	Praq.g_00805
OG0001569	Prbb.g_01433	Praq.g_01668
OG0001571	Prbb.g_01325	Praq.g_01285
OG0001581	Prbb.g_01103	Praq.g_01858
OG0001582	Prbb.g_01551	Praq.g_00518
OG0001584	Prbb.g_00773	Praq.g_01521
OG0001585	Prbb.g_01306	Praq.g_00089
OG0001595	Prbb.g_00122	Praq.g_01936
OG0001596	Prbb.g_00130	Praq.g_01928
OG0001597	Prbb.g_01725	Praq.g_01182
OG0001599	Prbb.g_00467	Praq.g_00510
OG0001600	Prbb.g_00515	Praq.g_01091
OG0001601	Prbb.g_00679	Praq.g_00803
OG0001603	Prbb.g_00957	Praq.g_00655
OG0001604	Prbb.g_00941	Praq.g_01498
OG0001606	Prbb.g_01139	Praq.g_01648
OG0001607	Prbb.g_01223	Praq.g_01306
OG0001608	Prbb.g_01116	Praq.g_00166
OG0001609	Prbb.g_01726	Praq.g_00333
OG0001610	Prbb.g_01730	Praq.g_00336
OG0001611	Prbb.g_01141	Praq.g_00010
OG0001613	Prbb.g_02022	Praq.g_00726
OG0001626	Prbb.g_01272	Praq.g_00619
OG0001629	Prbb.g_01179	Praq.g_00633
OG0001630	Prbb.g_00918	Praq.g_01479
OG0001631	Prbb.g_00740	Praq.g_01637
OG0001632	Prbb.g_01187	Praq.g_00087
OG0001633	Prbb.g_01920	Praq.g_00172
OG0001648	Prbb.g_01796	Praq.g_01171
OG0001649	Prbb.g_00902	Praq.g_01638
OG0001650	Prbb.g_01432, Prbb.g_01270	Praq.g_00154
OG0001651	Prbb.g_01113	Praq.g_00008
OG0001662	Prbb.g_01365	Praq.g_01277
OG0001664	Prbb.g_01634	Praq.g_00101
OG0001665	Prbb.g_01636	Praq.g_00104
OG0001667	Prbb.g_01206	Praq.g_00113
OG0001684	Prbb.g_00390	Praq.g_01014
OG0001688	Prbb.g_01021, Prbb.g_01448	Praq.g_01636
OG0001696	Prbb.g_00849	Praq.g_01460
OG0001697	Prbb.g_00956	Praq.g_01468
OG0001698	Prbb.g_01660	Praq.g_01635
OG0001699	Prbb.g_00464	Praq.g_00566
OG0001706	Prbb.g_01281	Praq.g_01404
OG0001708	Prbb.g_01536	Praq.g_01315
OG0001709	Prbb.g_00875	Praq.g_00220
OG0001713	Prbb.g_01131	Praq.g_01946
OG0001718	Prbb.g_01140	Praq.g_01181
OG0001719	Prbb.g_01267, Prbb.g_01425	Praq.g_01154
OG0001721	Prbb.g_01788	Praq.g_00625
OG0001722	Prbb.g_00916	Praq.g_01477
OG0001723	Prbb.g_01793	Praq.g_00086
OG0001742	Prbb.g_01249	Praq.g_01167
OG0001744	Prbb.g_01261	Praq.g_00120
OG0001746	Prbb.g_01210	Praq.g_00074
OG0001772	Prbb.g_01250	Praq.g_00851
OG0001774	Prbb.g_00682	Praq.g_00806
OG0001775	Prbb.g_00109	Praq.g_01643
OG0001776	Prbb.g_01097	Praq.g_01274
OG0001778	Prbb.g_01602	Praq.g_00108
OG0001779	Prbb.g_01228	Praq.g_00121
OG0001781	Prbb.g_01257	Praq.g_00022
OG0001819	Prbb.g_01080	Praq.g_01153
OG0001821	Prbb.g_01191	Praq.g_00626
OG0001822	Prbb.g_01028	Praq.g_00641
OG0001823	Prbb.g_01343	Praq.g_01462
OG0001824	Prbb.g_00744	Praq.g_01585
OG0001825	Prbb.g_01074	Praq.g_01644
OG0001826	Prbb.g_00751	Praq.g_01647
OG0001827	Prbb.g_01088	Praq.g_01650
OG0001828	Prbb.g_00096	Praq.g_01271
OG0001829	Prbb.g_01178	Praq.g_01275
OG0001830	Prbb.g_01214	Praq.g_01288
OG0001831	Prbb.g_01102	Praq.g_01299
OG0001832	Prbb.g_01340	Praq.g_00098
OG0001833	Prbb.g_01638	Praq.g_00174
OG0001920	Prbb.g_01285	Praq.g_00835
OG0001921	Prbb.g_01394	Praq.g_01464
OG0001922	Prbb.g_00877	Praq.g_00148
OG0001982	Prbb.g_01795	Praq.g_01176
OG0001987	Prbb.g_01374	Praq.g_00095
OG0002027	Prbb.g_00755	Praq.g_01465
OG0002033	Prbb.g_00072	Praq.g_00724
OG0002271	Prbb.g_01397	Praq.g_01959
OG0002273	Prbb.g_01221	Praq.g_01945
OG0002319	Prbb.g_01631	Praq.g_01138
OG0002327	Prbb.g_01337	Praq.g_00034
OG0002423	Prbb.g_01315	Praq.g_00064
OG0002427	Prbb.g_01117	Praq.g_00063
OG0002428	Prbb.g_01440	Praq.g_01149
OG0002696	Prbb.g_01348	Praq.g_00051, Praq.g_00036
OG0002698	Prbb.g_01784	Praq.g_00563
OG0002779	Prbb.g_01232	Praq.g_00127
OG0003168	Prbb.g_00042	Praq.g_00152
OG0003170	Prbb.g_01406	Praq.g_00072
OG0003245	Prbb.g_00039	Praq.g_01950
