Orthogroup	Prau	Prad
OG0002617	Prau.g_00363	Prad.g_00750
OG0002618	Prau.g_01673	Prad.g_00692
OG0002619	Prau.g_01048	Prad.g_00153
OG0002620	Prau.g_00396	Prad.g_00711
OG0002621	Prau.g_00446	Prad.g_00958
OG0002624	Prau.g_00372	Prad.g_00740
OG0002626	Prau.g_01711	Prad.g_00961
OG0002629	Prau.g_01286	Prad.g_01211
OG0002629	Prau.g_00442	Prad.g_00953
OG0002688	Prau.g_01670	Prad.g_00967
OG0002689	Prau.g_01675	Prad.g_00690
OG0002690	Prau.g_01669	Prad.g_00968
OG0002698	Prau.g_01687	Prad.g_01315
OG0002768	Prau.g_00821	Prad.g_01112
OG0002769	Prau.g_01668	Prad.g_00969
OG0002780	Prau.g_01702	Prad.g_01301
OG0002781	Prau.g_01700	Prad.g_01200, Prad.g_01303
OG0002782	Prau.g_00419	Prad.g_00678
OG0002891	Prau.g_01701	Prad.g_01302
OG0002900	Prau.g_00801	Prad.g_01093
OG0002901	Prau.g_01679	Prad.g_00373
OG0003156	Prau.g_00420	Prad.g_00677
OG0003171	Prau.g_01294	Prad.g_00080
OG0003172	Prau.g_00400	Prad.g_01292
OG0003173	Prau.g_01025	Prad.g_00176
OG0003175	Prau.g_01695	Prad.g_01307
OG0003177	Prau.g_01672	Prad.g_01193, Prad.g_00693
OG0003180	Prau.g_01313	Prad.g_01206
OG0003367	Prau.g_01696	Prad.g_01306
OG0003369	Prau.g_00782	Prad.g_00963
OG0003630	Prau.g_01644	Prad.g_00398
OG0003638	Prau.g_01274	Prad.g_00374
OG0003649	Prau.g_01684	Prad.g_01317
OG0004045	Prau.g_01685	Prad.g_01316
OG0004559	Prau.g_01697	Prad.g_01305
