Orthogroup	Prbn	Syaf
OG0001080	Prbn.g_00445	Syaf.g_01740
OG0001081	Prbn.g_00447	Syaf.g_02144
OG0001082	Prbn.g_00448	Syaf.g_02143
OG0001083	Prbn.g_00836	Syaf.g_02136
OG0001084	Prbn.g_00837	Syaf.g_02135
OG0001085	Prbn.g_01594	Syaf.g_02125
OG0001086	Prbn.g_01593	Syaf.g_02123
OG0001087	Prbn.g_01575	Syaf.g_01482
OG0001088	Prbn.g_01574	Syaf.g_01478
OG0001089	Prbn.g_01563	Syaf.g_01453
OG0001090	Prbn.g_01553	Syaf.g_01981
OG0001091	Prbn.g_00857	Syaf.g_01979
OG0001092	Prbn.g_00858	Syaf.g_01977
OG0001093	Prbn.g_00863	Syaf.g_01971
OG0001094	Prbn.g_00856	Syaf.g_02055
OG0001095	Prbn.g_01533	Syaf.g_02034
OG0001096	Prbn.g_01519	Syaf.g_02018
OG0001097	Prbn.g_01499	Syaf.g_01373
OG0001098	Prbn.g_01480	Syaf.g_01743
OG0001099	Prbn.g_01925	Syaf.g_00881
OG0001100	Prbn.g_01630	Syaf.g_02110
OG0001101	Prbn.g_01627	Syaf.g_02109
OG0001102	Prbn.g_01624	Syaf.g_02106
OG0001103	Prbn.g_01622	Syaf.g_02104
OG0001104	Prbn.g_01599	Syaf.g_02071
OG0001105	Prbn.g_01595	Syaf.g_02067
OG0001106	Prbn.g_01427	Syaf.g_01847
OG0001107	Prbn.g_01420	Syaf.g_01859
OG0001108	Prbn.g_01416	Syaf.g_01868
OG0001109	Prbn.g_01415	Syaf.g_01877
OG0001110	Prbn.g_01413	Syaf.g_01879
OG0001111	Prbn.g_01412	Syaf.g_01881
OG0001112	Prbn.g_01411	Syaf.g_01883
OG0001113	Prbn.g_01410	Syaf.g_01884
OG0001114	Prbn.g_01409	Syaf.g_01885
OG0001115	Prbn.g_01407	Syaf.g_01889
OG0001116	Prbn.g_01406	Syaf.g_01891
OG0001117	Prbn.g_01405	Syaf.g_01892
OG0001118	Prbn.g_01404	Syaf.g_01893
OG0001119	Prbn.g_01403	Syaf.g_01895
OG0001120	Prbn.g_01401	Syaf.g_01899
OG0001122	Prbn.g_01381	Syaf.g_01927
OG0001123	Prbn.g_01375	Syaf.g_01934
OG0001124	Prbn.g_01373	Syaf.g_01936
OG0001125	Prbn.g_01371	Syaf.g_01938
OG0001126	Prbn.g_01460	Syaf.g_01409
OG0001127	Prbn.g_01461	Syaf.g_01410
OG0001128	Prbn.g_01463	Syaf.g_01413
OG0001129	Prbn.g_01464	Syaf.g_01415
OG0001130	Prbn.g_01465	Syaf.g_01416
OG0001131	Prbn.g_00692	Syaf.g_02090
OG0001132	Prbn.g_01039	Syaf.g_01722
OG0001133	Prbn.g_01239	Syaf.g_02334
OG0001134	Prbn.g_01650	Syaf.g_01616
OG0001135	Prbn.g_01653	Syaf.g_01618
OG0001136	Prbn.g_01186	Syaf.g_01286
OG0001137	Prbn.g_01198	Syaf.g_01306
OG0001138	Prbn.g_00392	Syaf.g_01596
OG0001139	Prbn.g_00394	Syaf.g_01594
OG0001140	Prbn.g_00395	Syaf.g_01593
OG0001141	Prbn.g_00396	Syaf.g_01592
OG0001142	Prbn.g_00397	Syaf.g_01591
OG0001143	Prbn.g_00404	Syaf.g_01583
OG0001144	Prbn.g_00409	Syaf.g_01573
OG0001145	Prbn.g_01092	Syaf.g_01267
OG0001146	Prbn.g_01080	Syaf.g_01248
OG0001147	Prbn.g_01060	Syaf.g_02489
OG0001148	Prbn.g_01242	Syaf.g_02735
OG0001149	Prbn.g_00153	Syaf.g_02736
OG0001150	Prbn.g_00154	Syaf.g_02737
OG0001151	Prbn.g_00165	Syaf.g_02750
OG0001152	Prbn.g_00166	Syaf.g_02751
OG0001153	Prbn.g_00244	Syaf.g_02463
OG0001154	Prbn.g_00245	Syaf.g_02464
OG0001155	Prbn.g_00262	Syaf.g_01107
OG0001156	Prbn.g_00265	Syaf.g_01104
OG0001157	Prbn.g_00266	Syaf.g_01103
OG0001158	Prbn.g_00267	Syaf.g_01102
OG0001159	Prbn.g_00268	Syaf.g_01101
OG0001160	Prbn.g_00900	Syaf.g_01058
OG0001161	Prbn.g_01688	Syaf.g_00617
OG0001162	Prbn.g_00134	Syaf.g_02015
OG0001163	Prbn.g_01736	Syaf.g_01050
OG0001164	Prbn.g_01740	Syaf.g_01044
OG0001165	Prbn.g_01743	Syaf.g_01039
OG0001166	Prbn.g_01764	Syaf.g_01010
OG0001167	Prbn.g_01782	Syaf.g_01182
OG0001168	Prbn.g_01784	Syaf.g_01180
OG0001169	Prbn.g_01786	Syaf.g_01178
OG0001170	Prbn.g_01788	Syaf.g_01176
OG0001171	Prbn.g_01798	Syaf.g_01166
OG0001172	Prbn.g_01814	Syaf.g_00173
OG0001173	Prbn.g_01815	Syaf.g_00172
OG0001174	Prbn.g_01823	Syaf.g_00164
OG0001175	Prbn.g_01824	Syaf.g_00163
OG0001176	Prbn.g_01832	Syaf.g_00142
OG0001177	Prbn.g_01834	Syaf.g_00144
OG0001178	Prbn.g_01750	Syaf.g_01028
OG0001179	Prbn.g_01864	Syaf.g_00112
OG0001180	Prbn.g_01887	Syaf.g_00087
OG0001181	Prbn.g_01891	Syaf.g_00083
OG0001182	Prbn.g_01899	Syaf.g_00074
OG0001184	Prbn.g_01017	Syaf.g_00360
OG0001185	Prbn.g_01001	Syaf.g_00382
OG0001186	Prbn.g_00977	Syaf.g_00418
OG0001187	Prbn.g_00974	Syaf.g_00422
OG0001188	Prbn.g_00972	Syaf.g_00425
OG0001189	Prbn.g_00956	Syaf.g_00441
OG0001190	Prbn.g_00951	Syaf.g_00646
OG0001191	Prbn.g_00941	Syaf.g_00635
OG0001192	Prbn.g_00936	Syaf.g_00630
OG0001193	Prbn.g_00924	Syaf.g_00596
OG0001194	Prbn.g_00923	Syaf.g_00594
OG0001195	Prbn.g_00922	Syaf.g_00593
OG0001196	Prbn.g_00906	Syaf.g_00519
OG0001198	Prbn.g_00297	Syaf.g_00501
OG0001199	Prbn.g_00703	Syaf.g_00957
OG0001201	Prbn.g_01311	Syaf.g_00902
OG0001202	Prbn.g_00354	Syaf.g_00764
OG0001203	Prbn.g_00312	Syaf.g_02785
OG0001204	Prbn.g_00306	Syaf.g_00185
OG0001205	Prbn.g_00668	Syaf.g_01229
OG0001206	Prbn.g_00648	Syaf.g_02530
OG0001207	Prbn.g_00637	Syaf.g_02732
OG0001208	Prbn.g_00632	Syaf.g_02719
OG0001209	Prbn.g_00581	Syaf.g_02651
OG0001210	Prbn.g_00576	Syaf.g_02642
OG0001211	Prbn.g_00566	Syaf.g_02623
OG0001212	Prbn.g_00519	Syaf.g_02563
OG0001213	Prbn.g_00484	Syaf.g_02324
OG0001214	Prbn.g_00428	Syaf.g_02308
OG0001215	Prbn.g_01573	Syaf.g_01477
OG0001216	Prbn.g_01552	Syaf.g_01980
OG0001217	Prbn.g_01023	Syaf.g_02237
OG0001218	Prbn.g_01126	Syaf.g_02473
OG0001219	Prbn.g_01447	Syaf.g_01796
OG0001220	Prbn.g_01490	Syaf.g_01335
OG0001221	Prbn.g_01610	Syaf.g_02087
OG0001222	Prbn.g_01368	Syaf.g_01848
OG0001223	Prbn.g_01400	Syaf.g_01902
OG0001224	Prbn.g_01467	Syaf.g_01438
OG0001225	Prbn.g_01469	Syaf.g_01440
OG0001226	Prbn.g_00476	Syaf.g_02262
OG0001227	Prbn.g_01141	Syaf.g_00614
OG0001228	Prbn.g_00412	Syaf.g_01223
OG0001229	Prbn.g_01127	Syaf.g_01464
OG0001230	Prbn.g_00205	Syaf.g_02404
OG0001231	Prbn.g_00691	Syaf.g_00481
OG0001234	Prbn.g_01826	Syaf.g_00159
OG0001235	Prbn.g_01830	Syaf.g_00150
OG0001236	Prbn.g_01919	Syaf.g_00357
OG0001237	Prbn.g_01016	Syaf.g_00362
OG0001238	Prbn.g_00940	Syaf.g_00634
OG0001239	Prbn.g_00706	Syaf.g_00960
OG0001240	Prbn.g_01328	Syaf.g_00919
OG0001241	Prbn.g_01318	Syaf.g_00909
OG0001242	Prbn.g_01298	Syaf.g_00874
OG0001243	Prbn.g_01291	Syaf.g_00867
OG0001244	Prbn.g_01276	Syaf.g_00836
OG0001247	Prbn.g_01580	Syaf.g_02004
OG0001248	Prbn.g_01578	Syaf.g_02012
OG0001250	Prbn.g_01503	Syaf.g_01377
OG0001251	Prbn.g_01929	Syaf.g_00588
OG0001252	Prbn.g_01462	Syaf.g_01412
OG0001254	Prbn.g_01652	Syaf.g_01617
OG0001255	Prbn.g_01171	Syaf.g_01070
OG0001256	Prbn.g_00893	Syaf.g_01051
OG0001258	Prbn.g_01741	Syaf.g_01041
OG0001259	Prbn.g_01787	Syaf.g_01177
OG0001260	Prbn.g_01804	Syaf.g_01155
OG0001261	Prbn.g_01872	Syaf.g_00103
OG0001263	Prbn.g_01289	Syaf.g_00864
OG0001265	Prbn.g_01299	Syaf.g_00876
OG0001266	Prbn.g_00350	Syaf.g_00760
OG0001267	Prbn.g_00047	Syaf.g_00244
OG0001268	Prbn.g_00110	Syaf.g_00017
OG0001269	Prbn.g_01491	Syaf.g_01653
OG0001270	Prbn.g_00679	Syaf.g_01210
OG0001271	Prbn.g_00642	Syaf.g_02501
OG0001272	Prbn.g_00628	Syaf.g_02715
OG0001273	Prbn.g_00422	Syaf.g_02315
OG0001274	Prbn.g_00326	Syaf.g_00707
OG0001275	Prbn.g_01390	Syaf.g_01917
OG0001276	Prbn.g_01376	Syaf.g_01933
OG0001277	Prbn.g_00918	Syaf.g_00533
OG0001278	Prbn.g_00416	Syaf.g_01562
OG0001279	Prbn.g_00810	Syaf.g_02385
OG0001280	Prbn.g_01085	Syaf.g_01257
OG0001281	Prbn.g_01079	Syaf.g_01247
OG0001282	Prbn.g_01241	Syaf.g_02734
OG0001283	Prbn.g_00909	Syaf.g_00524, Syaf.g_02414
OG0001284	Prbn.g_00287	Syaf.g_01073
OG0001285	Prbn.g_01772	Syaf.g_00568
OG0001286	Prbn.g_01885	Syaf.g_00089
OG0001287	Prbn.g_00994	Syaf.g_00390
OG0001288	Prbn.g_00984	Syaf.g_00408
OG0001289	Prbn.g_01334	Syaf.g_00935
OG0001290	Prbn.g_01319	Syaf.g_00910
OG0001291	Prbn.g_01281	Syaf.g_00853
OG0001292	Prbn.g_00014	Syaf.g_00191
OG0001293	Prbn.g_00027	Syaf.g_00217
OG0001295	Prbn.g_00146	Syaf.g_02637
OG0001296	Prbn.g_00605	Syaf.g_02687
OG0001297	Prbn.g_00600	Syaf.g_02683
OG0001298	Prbn.g_00539	Syaf.g_02584
OG0001299	Prbn.g_00842	Syaf.g_02130
OG0001300	Prbn.g_01569	Syaf.g_01468
OG0001301	Prbn.g_01564	Syaf.g_01454
OG0001302	Prbn.g_01451	Syaf.g_02279
OG0001303	Prbn.g_01707	Syaf.g_01798
OG0001304	Prbn.g_01363	Syaf.g_01950
OG0001305	Prbn.g_01475	Syaf.g_01448
OG0001306	Prbn.g_01174	Syaf.g_01272
OG0001307	Prbn.g_01215	Syaf.g_01638
OG0001308	Prbn.g_00222	Syaf.g_02427
OG0001309	Prbn.g_00865	Syaf.g_02678
OG0001310	Prbn.g_01758	Syaf.g_01018
OG0001311	Prbn.g_01374	Syaf.g_01935
OG0001312	Prbn.g_01438	Syaf.g_01809
OG0001315	Prbn.g_01136	Syaf.g_00071
OG0001316	Prbn.g_01277	Syaf.g_00847
OG0001317	Prbn.g_00316	Syaf.g_02790
OG0001318	Prbn.g_00023	Syaf.g_00209
OG0001319	Prbn.g_00040	Syaf.g_00232
OG0001321	Prbn.g_00662	Syaf.g_01238
OG0001322	Prbn.g_00661	Syaf.g_01239
OG0001323	Prbn.g_00595	Syaf.g_02675
OG0001324	Prbn.g_01568	Syaf.g_01467
OG0001325	Prbn.g_00859	Syaf.g_01976
OG0001327	Prbn.g_01633	Syaf.g_02116
OG0001328	Prbn.g_01103	Syaf.g_02094
OG0001329	Prbn.g_01704	Syaf.g_02285
OG0001330	Prbn.g_00876	Syaf.g_01264
OG0001331	Prbn.g_00156	Syaf.g_02739
OG0001333	Prbn.g_01783	Syaf.g_01181
OG0001334	Prbn.g_01907	Syaf.g_00060
OG0001335	Prbn.g_01908	Syaf.g_00059
OG0001337	Prbn.g_00097	Syaf.g_00063, Syaf.g_00040
OG0001338	Prbn.g_00100	Syaf.g_00046, Syaf.g_01683, Syaf.g_00036
OG0001339	Prbn.g_01316	Syaf.g_00907
OG0001340	Prbn.g_00098	Syaf.g_00039
OG0001341	Prbn.g_01134	Syaf.g_01463
OG0001343	Prbn.g_01932	Syaf.g_00590
OG0001344	Prbn.g_01193	Syaf.g_01294
OG0001345	Prbn.g_01209	Syaf.g_01323
OG0001346	Prbn.g_01083	Syaf.g_01253
OG0001348	Prbn.g_00148	Syaf.g_01396
OG0001350	Prbn.g_00313	Syaf.g_02786
OG0001351	Prbn.g_00656	Syaf.g_02539
OG0001352	Prbn.g_01584	Syaf.g_02661
OG0001353	Prbn.g_01513	Syaf.g_01388
OG0001354	Prbn.g_01408	Syaf.g_01888
OG0001356	Prbn.g_01733	Syaf.g_02177, Syaf.g_01397
OG0001357	Prbn.g_01110	Syaf.g_01769, Syaf.g_01068, Syaf.g_01131, Syaf.g_01827
OG0001359	Prbn.g_01931	Syaf.g_00591
OG0001362	Prbn.g_00226	Syaf.g_02432
OG0001363	Prbn.g_00228	Syaf.g_02434
OG0001364	Prbn.g_01910	Syaf.g_00338
OG0001368	Prbn.g_01109, Prbn.g_01052, Prbn.g_00775	Syaf.g_00184
OG0001370	Prbn.g_00651	Syaf.g_00569
OG0001371	Prbn.g_01585	Syaf.g_00397
OG0001372	Prbn.g_00475	Syaf.g_01682
OG0001375	Prbn.g_01933	Syaf.g_00589
OG0001379	Prbn.g_01090	Syaf.g_01262
OG0001380	Prbn.g_01124	Syaf.g_02247
OG0001394	Prbn.g_01606	Syaf.g_02081
OG0001397	Prbn.g_00227	Syaf.g_02433
OG0001398	Prbn.g_01637	Syaf.g_01758
OG0001401	Prbn.g_01508	Syaf.g_01383
OG0001402	Prbn.g_00490	Syaf.g_02336
OG0001404	Prbn.g_00709	Syaf.g_00964
OG0001407	Prbn.g_01117	Syaf.g_02660
OG0001410	Prbn.g_01214	Syaf.g_01639
OG0001411	Prbn.g_00716	Syaf.g_00310
OG0001419	Prbn.g_01118	Syaf.g_02659
OG0001421	Prbn.g_00892	Syaf.g_01721
OG0001425	Prbn.g_00937	Syaf.g_00631
OG0001428	Prbn.g_00382	Syaf.g_00804
OG0001433	Prbn.g_01732	Syaf.g_01398
OG0001435	Prbn.g_01625	Syaf.g_02107
OG0001443	Prbn.g_01128	Syaf.g_00621
OG0001448	Prbn.g_00658	Syaf.g_00612
OG0001451	Prbn.g_01479	Syaf.g_02183
OG0001460	Prbn.g_01731	Syaf.g_01399
OG0001461	Prbn.g_00725	Syaf.g_01633
OG0001465	Prbn.g_01557	Syaf.g_02000
OG0001467	Prbn.g_01235	Syaf.g_02280
OG0001468	Prbn.g_01941	Syaf.g_02278
OG0001476	Prbn.g_01196	Syaf.g_01302
OG0001477	Prbn.g_00833	Syaf.g_01457
OG0001484	Prbn.g_00877	Syaf.g_00570
OG0001487	Prbn.g_00252	Syaf.g_02472
OG0001488	Prbn.g_01202	Syaf.g_01311
OG0001489	Prbn.g_01896	Syaf.g_00078
OG0001496	Prbn.g_00831	Syaf.g_01459
OG0001497	Prbn.g_00832	Syaf.g_01458
OG0001498	Prbn.g_00695	Syaf.g_02806
OG0001510	Prbn.g_00990	Syaf.g_00394
OG0001511	Prbn.g_01307	Syaf.g_00894
OG0001512	Prbn.g_01132	Syaf.g_02784
OG0001514	Prbn.g_00830	Syaf.g_01460
OG0001515	Prbn.g_01571	Syaf.g_01472
OG0001516	Prbn.g_00839	Syaf.g_02133
OG0001517	Prbn.g_00106	Syaf.g_00022
OG0001518	Prbn.g_00938	Syaf.g_00632
OG0001519	Prbn.g_00933	Syaf.g_00619
OG0001522	Prbn.g_01512	Syaf.g_01387
OG0001527	Prbn.g_00553	Syaf.g_02609
OG0001529	Prbn.g_00741	Syaf.g_00448
OG0001530	Prbn.g_01308	Syaf.g_00896
OG0001531	Prbn.g_00311	Syaf.g_02783
OG0001532	Prbn.g_00393	Syaf.g_01595
OG0001534	Prbn.g_01362	Syaf.g_01951
OG0001535	Prbn.g_01378	Syaf.g_01931
OG0001536	Prbn.g_01422	Syaf.g_01856
OG0001537	Prbn.g_01609	Syaf.g_02086
OG0001538	Prbn.g_01541	Syaf.g_02044
OG0001539	Prbn.g_01631	Syaf.g_02111
OG0001540	Prbn.g_01287	Syaf.g_00862
OG0001541	Prbn.g_00374	Syaf.g_00795
OG0001542	Prbn.g_00368	Syaf.g_00785
OG0001543	Prbn.g_01098	Syaf.g_00726
OG0001544	Prbn.g_00934	Syaf.g_00620
OG0001545	Prbn.g_00919	Syaf.g_00534
OG0001549	Prbn.g_01481	Syaf.g_01326
OG0001552	Prbn.g_00889	Syaf.g_02761, Syaf.g_02762
OG0001557	Prbn.g_01605	Syaf.g_02080
OG0001559	Prbn.g_01309	Syaf.g_00897
OG0001560	Prbn.g_01320	Syaf.g_00911
OG0001561	Prbn.g_01372	Syaf.g_01937
OG0001562	Prbn.g_01385	Syaf.g_01923
OG0001563	Prbn.g_01880	Syaf.g_00094
OG0001564	Prbn.g_00722	Syaf.g_00565
OG0001574	Prbn.g_00555	Syaf.g_02611
OG0001575	Prbn.g_00550	Syaf.g_02606
OG0001576	Prbn.g_01070	Syaf.g_02545
OG0001577	Prbn.g_01184	Syaf.g_01284
OG0001579	Prbn.g_00095	Syaf.g_00047
OG0001580	Prbn.g_00734	Syaf.g_00662
OG0001588	Prbn.g_00688	Syaf.g_00343
OG0001589	Prbn.g_01791	Syaf.g_01173
OG0001591	Prbn.g_01592	Syaf.g_02122
OG0001592	Prbn.g_00735	Syaf.g_00661
OG0001614	Prbn.g_01002	Syaf.g_00380
OG0001616	Prbn.g_00385	Syaf.g_01610
OG0001617	Prbn.g_01567	Syaf.g_01465
OG0001619	Prbn.g_01429	Syaf.g_01845
OG0001620	Prbn.g_00114	Syaf.g_00010
OG0001621	Prbn.g_00019	Syaf.g_00205
OG0001622	Prbn.g_00910	Syaf.g_00525
OG0001636	Prbn.g_00747	Syaf.g_00456
OG0001638	Prbn.g_01756	Syaf.g_01021
OG0001639	Prbn.g_00261	Syaf.g_01108
OG0001640	Prbn.g_01459	Syaf.g_01408
OG0001641	Prbn.g_01397	Syaf.g_01907
OG0001642	Prbn.g_01492	Syaf.g_01336
OG0001643	Prbn.g_00431	Syaf.g_02305
OG0001644	Prbn.g_01951	Syaf.g_01962
OG0001654	Prbn.g_00259	Syaf.g_01110
OG0001656	Prbn.g_00094	Syaf.g_00052
OG0001657	Prbn.g_01258	Syaf.g_00822
OG0001658	Prbn.g_00739	Syaf.g_00647
OG0001659	Prbn.g_00143	Syaf.g_01602
OG0001676	Prbn.g_00096	Syaf.g_00053
OG0001678	Prbn.g_01813	Syaf.g_00174
OG0001679	Prbn.g_00101	Syaf.g_02602, Syaf.g_02601
OG0001691	Prbn.g_01457	Syaf.g_02349
OG0001693	Prbn.g_01689	Syaf.g_01443
OG0001717	Prbn.g_00826	Syaf.g_00809
OG0001733	Prbn.g_01729	Syaf.g_02119
OG0001747	Prbn.g_00687	Syaf.g_00841
OG0001758	Prbn.g_01723	Syaf.g_01645
OG0001769	Prbn.g_01137	Syaf.g_02291
OG0001770	Prbn.g_01660	Syaf.g_01631
OG0001771	Prbn.g_01672	Syaf.g_01656
OG0001807	Prbn.g_00723	Syaf.g_00334
OG0001842	Prbn.g_01037	Syaf.g_01115
OG0001875	Prbn.g_01722	Syaf.g_01646
OG0001876	Prbn.g_01721	Syaf.g_01647
OG0001916	Prbn.g_00618	Syaf.g_02704
OG0001917	Prbn.g_01377	Syaf.g_01932
OG0001930	Prbn.g_01036	Syaf.g_01114
OG0001931	Prbn.g_01035	Syaf.g_01113
OG0001965	Prbn.g_01679	Syaf.g_02281
OG0001996	Prbn.g_00753	Syaf.g_00464
OG0002106	Prbn.g_01112	Syaf.g_02774
OG0002109	Prbn.g_01026	Syaf.g_02148, Syaf.g_01983
OG0002177	Prbn.g_00479	Syaf.g_02240
OG0002456	Prbn.g_01913	Syaf.g_01687
