Orthogroup	Praa	Prbj
OG0001132	Praa.g_01080	Prbj.g_02537
OG0001133	Praa.g_01115	Prbj.g_02555
OG0001134	Praa.g_01127	Prbj.g_01990
OG0001136	Praa.g_01157	Prbj.g_00969
OG0001137	Praa.g_01167	Prbj.g_00832
OG0001138	Praa.g_01185	Prbj.g_00004
OG0001139	Praa.g_01186	Prbj.g_00006
OG0001140	Praa.g_01187	Prbj.g_00007
OG0001141	Praa.g_01188	Prbj.g_00008
OG0001142	Praa.g_01189	Prbj.g_00009
OG0001143	Praa.g_01196	Prbj.g_01907
OG0001144	Praa.g_01201	Prbj.g_02153
OG0001145	Praa.g_01310	Prbj.g_01717
OG0001146	Praa.g_01322	Prbj.g_01733
OG0001147	Praa.g_01352	Prbj.g_00121
OG0001148	Praa.g_01368	Prbj.g_01640
OG0001149	Praa.g_01369	Prbj.g_01641
OG0001150	Praa.g_01370	Prbj.g_01642
OG0001151	Praa.g_01381	Prbj.g_01654
OG0001152	Praa.g_01382	Prbj.g_01655
OG0001153	Praa.g_01508	Prbj.g_00651
OG0001154	Praa.g_01509	Prbj.g_00652
OG0001155	Praa.g_01521	Prbj.g_01686
OG0001156	Praa.g_01524	Prbj.g_01689
OG0001157	Praa.g_01525	Prbj.g_02538
OG0001158	Praa.g_01526	Prbj.g_01690
OG0001159	Praa.g_01527	Prbj.g_01691
OG0001160	Praa.g_01552	Prbj.g_00884
OG0001161	Praa.g_01565	Prbj.g_02535
OG0001162	Praa.g_01576	Prbj.g_00780
OG0001163	Praa.g_01627	Prbj.g_00870
OG0001164	Praa.g_01631	Prbj.g_00865
OG0001165	Praa.g_01634	Prbj.g_00862
OG0001166	Praa.g_01654	Prbj.g_00482
OG0001167	Praa.g_01672	Prbj.g_00461
OG0001168	Praa.g_01674	Prbj.g_00459
OG0001169	Praa.g_01676	Prbj.g_00457
OG0001170	Praa.g_01678	Prbj.g_00455
OG0001171	Praa.g_01688	Prbj.g_00445
OG0001172	Praa.g_01702	Prbj.g_02653
OG0001173	Praa.g_01703	Prbj.g_02652
OG0001174	Praa.g_01711	Prbj.g_02644
OG0001175	Praa.g_01712	Prbj.g_02643
OG0001176	Praa.g_01719	Prbj.g_01028
OG0001177	Praa.g_01722	Prbj.g_01030
OG0001178	Praa.g_01727	Prbj.g_00851
OG0001179	Praa.g_01759	Prbj.g_00999
OG0001180	Praa.g_01781	Prbj.g_00407
OG0001181	Praa.g_01785	Prbj.g_00403
OG0001182	Praa.g_01792	Prbj.g_00394
OG0001183	Praa.g_01797	Prbj.g_00367
OG0001184	Praa.g_01813	Prbj.g_01509
OG0001185	Praa.g_01827	Prbj.g_01592
OG0001186	Praa.g_01850	Prbj.g_01253
OG0001187	Praa.g_01854	Prbj.g_01249
OG0001188	Praa.g_01857	Prbj.g_01245
OG0001189	Praa.g_01874	Prbj.g_01223
OG0001190	Praa.g_01878	Prbj.g_01955
OG0001191	Praa.g_01888	Prbj.g_01968
OG0001192	Praa.g_01892	Prbj.g_01975
OG0001193	Praa.g_01902	Prbj.g_02013
OG0001194	Praa.g_01903	Prbj.g_02019
OG0001195	Praa.g_01904	Prbj.g_02020
OG0001196	Praa.g_01917	Prbj.g_02056
OG0001197	Praa.g_01918	Prbj.g_02058
OG0001198	Praa.g_01925	Prbj.g_02070
OG0001199	Praa.g_00074	Prbj.g_00570
OG0001200	Praa.g_00076	Prbj.g_00572
OG0001201	Praa.g_00108	Prbj.g_00621
OG0001202	Praa.g_00199	Prbj.g_01164
OG0001203	Praa.g_00238	Prbj.g_02610
OG0001204	Praa.g_00243	Prbj.g_01340
OG0001205	Praa.g_00444	Prbj.g_00110
OG0001206	Praa.g_00462	Prbj.g_00151
OG0001207	Praa.g_00477	Prbj.g_01638
OG0001208	Praa.g_00482	Prbj.g_01628
OG0001209	Praa.g_00535	Prbj.g_02130
OG0001210	Praa.g_00540	Prbj.g_02142
OG0001211	Praa.g_00551	Prbj.g_01864
OG0001212	Praa.g_00596	Prbj.g_01771
OG0001213	Praa.g_00629	Prbj.g_02565
OG0001214	Praa.g_00637	Prbj.g_02575
OG0001215	Praa.g_00690	Prbj.g_00932
OG0001216	Praa.g_00713	Prbj.g_02181
OG0001217	Praa.g_00751	Prbj.g_01884
OG0001218	Praa.g_00758	Prbj.g_00663
OG0001219	Praa.g_00791	Prbj.g_02311
OG0001220	Praa.g_00856	Prbj.g_02503
OG0001221	Praa.g_00918	Prbj.g_02364
OG0001222	Praa.g_00956	Prbj.g_01984
OG0001223	Praa.g_00982	Prbj.g_02243
OG0001224	Praa.g_01035	Prbj.g_01842
OG0001225	Praa.g_01037	Prbj.g_01840
OG0001226	Praa.g_01064	Prbj.g_00678
OG0001227	Praa.g_01083	Prbj.g_01669
OG0001228	Praa.g_01204	Prbj.g_02158
OG0001229	Praa.g_01364	Prbj.g_00873
OG0001230	Praa.g_01468	Prbj.g_01046
OG0001231	Praa.g_01574	Prbj.g_01184
OG0001232	Praa.g_01658	Prbj.g_00477
OG0001233	Praa.g_01679	Prbj.g_00454
OG0001234	Praa.g_01714	Prbj.g_02640
OG0001235	Praa.g_01724	Prbj.g_01033
OG0001236	Praa.g_01810	Prbj.g_01505
OG0001237	Praa.g_01814	Prbj.g_01512
OG0001238	Praa.g_01889	Prbj.g_01969
OG0001239	Praa.g_00071	Prbj.g_00567
OG0001240	Praa.g_00093	Prbj.g_00604
OG0001241	Praa.g_00101	Prbj.g_00614
OG0001242	Praa.g_00119	Prbj.g_01560
OG0001243	Praa.g_00125	Prbj.g_01529
OG0001245	Praa.g_00379	Prbj.g_00689
OG0001246	Praa.g_00504	Prbj.g_02091
OG0001247	Praa.g_00683	Prbj.g_02453
OG0001248	Praa.g_00685	Prbj.g_00943
OG0001249	Praa.g_00780	Prbj.g_00347
OG0001250	Praa.g_00845	Prbj.g_02482
OG0001252	Praa.g_01030	Prbj.g_01847
OG0001253	Praa.g_01084	Prbj.g_00696
OG0001254	Praa.g_01129	Prbj.g_01991
OG0001255	Praa.g_01144	Prbj.g_00769
OG0001258	Praa.g_01632	Prbj.g_00864
OG0001259	Praa.g_01677	Prbj.g_00456
OG0001260	Praa.g_01694	Prbj.g_00426
OG0001261	Praa.g_01767	Prbj.g_00990
OG0001262	Praa.g_01872	Prbj.g_01226
OG0001265	Praa.g_00118	Prbj.g_01558
OG0001266	Praa.g_00203	Prbj.g_01168
OG0001267	Praa.g_00280	Prbj.g_01405
OG0001268	Praa.g_00339	Prbj.g_00335
OG0001269	Praa.g_00358	Prbj.g_02500
OG0001270	Praa.g_00434	Prbj.g_00098
OG0001271	Praa.g_00472	Prbj.g_00131
OG0001272	Praa.g_00486	Prbj.g_01624
OG0001273	Praa.g_00631	Prbj.g_02568
OG0001274	Praa.g_00703	Prbj.g_00269
OG0001275	Praa.g_00992	Prbj.g_02227
OG0001276	Praa.g_01014	Prbj.g_02210
OG0001277	Praa.g_01072	Prbj.g_02042
OG0001278	Praa.g_01209	Prbj.g_02165
OG0001279	Praa.g_01257	Prbj.g_01299
OG0001280	Praa.g_01317	Prbj.g_01725
OG0001281	Praa.g_01323	Prbj.g_01734
OG0001283	Praa.g_01386	Prbj.g_02051
OG0001285	Praa.g_01661	Prbj.g_00473
OG0001286	Praa.g_01779	Prbj.g_00409
OG0001288	Praa.g_01843	Prbj.g_01286
OG0001290	Praa.g_00100	Prbj.g_00613
OG0001291	Praa.g_00135	Prbj.g_01541
OG0001292	Praa.g_00248	Prbj.g_01346
OG0001293	Praa.g_00261	Prbj.g_01369
OG0001294	Praa.g_00377	Prbj.g_00826
OG0001295	Praa.g_00467	Prbj.g_02145
OG0001297	Praa.g_00514	Prbj.g_02100
OG0001298	Praa.g_00577	Prbj.g_01797
OG0001300	Praa.g_00693	Prbj.g_00947
OG0001301	Praa.g_00696	Prbj.g_00755
OG0001302	Praa.g_00789	Prbj.g_01337
OG0001303	Praa.g_00996	Prbj.g_02309
OG0001307	Praa.g_01349	Prbj.g_00670
OG0001308	Praa.g_01486	Prbj.g_01074
OG0001309	Praa.g_01571	Prbj.g_02106
OG0001310	Praa.g_01647	Prbj.g_00488
OG0001316	Praa.g_00140	Prbj.g_01548
OG0001319	Praa.g_00272	Prbj.g_01395
OG0001321	Praa.g_00450	Prbj.g_00119
OG0001322	Praa.g_00451	Prbj.g_00120
OG0001323	Praa.g_00519	Prbj.g_02109
OG0001324	Praa.g_00694	Prbj.g_00948
OG0001326	Praa.g_00881	Prbj.g_02026
OG0001328	Praa.g_01082	Prbj.g_02357
OG0001329	Praa.g_01123	Prbj.g_00043
OG0001330	Praa.g_01289	Prbj.g_01718
OG0001331	Praa.g_01372	Prbj.g_01644
OG0001332	Praa.g_01519	Prbj.g_01674
OG0001333	Praa.g_01673	Prbj.g_00460
OG0001334	Praa.g_01800	Prbj.g_00363
OG0001335	Praa.g_01801	Prbj.g_00362
OG0001336	Praa.g_01914	Prbj.g_02052
OG0001339	Praa.g_00103	Prbj.g_00616
OG0001340	Praa.g_00328	Prbj.g_00352
OG0001341	Praa.g_00749	Prbj.g_02463
OG0001344	Praa.g_01163	Prbj.g_00845
OG0001347	Praa.g_01429	Prbj.g_00979
OG0001348	Praa.g_01595	Prbj.g_00249
OG0001351	Praa.g_00453	Prbj.g_01893
OG0001352	Praa.g_00680	Prbj.g_00760
OG0001353	Praa.g_00836	Prbj.g_02473
OG0001354	Praa.g_00974	Prbj.g_02252
OG0001355	Praa.g_01605	Prbj.g_02368
OG0001358	Praa.g_00620	Prbj.g_02549
OG0001360	Praa.g_01085	Prbj.g_00018
OG0001361	Praa.g_01175	Prbj.g_00309
OG0001362	Praa.g_01490	Prbj.g_01078
OG0001363	Praa.g_01492	Prbj.g_01080
OG0001365	Praa.g_01882	Prbj.g_01960
OG0001369	Praa.g_00092	Prbj.g_00603
OG0001370	Praa.g_00459	Prbj.g_02460
OG0001371	Praa.g_00679	Prbj.g_00184
OG0001372	Praa.g_00757	Prbj.g_01324
OG0001373	Praa.g_00880	Prbj.g_02025
OG0001374	Praa.g_00888	Prbj.g_02033
OG0001376	Praa.g_01049	Prbj.g_01978
OG0001377	Praa.g_01050	Prbj.g_01977
OG0001378	Praa.g_01094	Prbj.g_00091
OG0001379	Praa.g_01312	Prbj.g_01720
OG0001380	Praa.g_01354	Prbj.g_02508
OG0001381	Praa.g_01360	Prbj.g_02689
OG0001382	Praa.g_01587	Prbj.g_02174
OG0001385	Praa.g_00877	Prbj.g_02022
OG0001386	Praa.g_00878	Prbj.g_02023
OG0001387	Praa.g_00879	Prbj.g_02024
OG0001388	Praa.g_00882	Prbj.g_02027
OG0001389	Praa.g_00883	Prbj.g_02028
OG0001390	Praa.g_00884	Prbj.g_02029
OG0001391	Praa.g_00885	Prbj.g_02030
OG0001392	Praa.g_00886	Prbj.g_02031
OG0001393	Praa.g_00887	Prbj.g_02032
OG0001394	Praa.g_00922	Prbj.g_02381
OG0001395	Praa.g_01026	Prbj.g_02197
OG0001396	Praa.g_01430	Prbj.g_01277
OG0001397	Praa.g_01491	Prbj.g_01079
OG0001398	Praa.g_01601	Prbj.g_00690
OG0001399	Praa.g_01716	Prbj.g_00377, Prbj.g_00390
OG0001403	Praa.g_00030	Prbj.g_01203
OG0001405	Praa.g_00326	Prbj.g_00360
OG0001406	Praa.g_01048	Prbj.g_01979
OG0001409	Praa.g_01166	Prbj.g_00834
OG0001410	Praa.g_01350	Prbj.g_00671
OG0001412	Praa.g_01428	Prbj.g_00978
OG0001414	Praa.g_00229	Prbj.g_00181
OG0001415	Praa.g_00231	Prbj.g_01776
OG0001416	Praa.g_00458	Prbj.g_01731
OG0001418	Praa.g_00684	Prbj.g_02636
OG0001422	Praa.g_01593	Prbj.g_00158
OG0001431	Praa.g_01287	Prbj.g_00731
OG0001437	Praa.g_00230	Prbj.g_01775
OG0001438	Praa.g_00293	Prbj.g_01420
OG0001441	Praa.g_00521	Prbj.g_02111
OG0001442	Praa.g_00741	Prbj.g_02389
OG0001446	Praa.g_00079	Prbj.g_00047
OG0001449	Praa.g_00393	Prbj.g_01327
OG0001450	Praa.g_00687	Prbj.g_00921
OG0001451	Praa.g_00865	Prbj.g_02199
OG0001455	Praa.g_01117	Prbj.g_00227
OG0001462	Praa.g_00034	Prbj.g_01210
OG0001463	Praa.g_00286	Prbj.g_01413
OG0001464	Praa.g_00329	Prbj.g_00351
OG0001470	Praa.g_01404	Prbj.g_01255
OG0001472	Praa.g_01570	Prbj.g_00907
OG0001479	Praa.g_00337	Prbj.g_00337
OG0001481	Praa.g_00372	Prbj.g_01896
OG0001484	Praa.g_01296	Prbj.g_02172
OG0001485	Praa.g_01606	Prbj.g_01678
OG0001491	Praa.g_00787	Prbj.g_00023
OG0001494	Praa.g_01422	Prbj.g_01124
OG0001495	Praa.g_01721	Prbj.g_01031
OG0001500	Praa.g_00263	Prbj.g_00180
OG0001501	Praa.g_00705	Prbj.g_00168
OG0001503	Praa.g_01134	Prbj.g_01336
OG0001506	Praa.g_01517	Prbj.g_00036
OG0001525	Praa.g_01579	Prbj.g_02626
OG0001550	Praa.g_01120	Prbj.g_00688
OG0001553	Praa.g_01473	Prbj.g_01053
OG0001555	Praa.g_01583	Prbj.g_01316
OG0001565	Praa.g_00416	Prbj.g_02457
OG0001569	Praa.g_01090	Prbj.g_02632
OG0001572	Praa.g_01251	Prbj.g_00213
OG0001598	Praa.g_00397	Prbj.g_00951
OG0001605	Praa.g_01007	Prbj.g_00038
OG0001627	Praa.g_00755	Prbj.g_01682
OG0001661	Praa.g_00410	Prbj.g_00045, Prbj.g_00051
OG0001684	Praa.g_00589	Prbj.g_01783
OG0001696	Praa.g_00866	Prbj.g_00920
OG0001698	Praa.g_01056	Prbj.g_00764
OG0002063	Praa.g_00403	Prbj.g_00784
OG0002092	Praa.g_01227	Prbj.g_02378, Prbj.g_01715
