Orthogroup	Prav	Syar
OG0001153	Prav.g_01610	Syar.g_01398
OG0001154	Prav.g_01611	Syar.g_01397
OG0001155	Prav.g_01623	Syar.g_01211
OG0001156	Prav.g_01626	Syar.g_01185
OG0001157	Prav.g_01627	Syar.g_01184
OG0001158	Prav.g_01628	Syar.g_01183
OG0001159	Prav.g_01629	Syar.g_01182
OG0001160	Prav.g_01653	Syar.g_02908
OG0001161	Prav.g_01664	Syar.g_00382
OG0001162	Prav.g_01675	Syar.g_03081
OG0001163	Prav.g_01753	Syar.g_02917
OG0001164	Prav.g_01757	Syar.g_02922
OG0001165	Prav.g_01760	Syar.g_02927
OG0001166	Prav.g_01780	Syar.g_02959
OG0001167	Prav.g_01797	Syar.g_02982
OG0001168	Prav.g_01799	Syar.g_02983
OG0001169	Prav.g_01801	Syar.g_02985
OG0001170	Prav.g_01803	Syar.g_02987
OG0001171	Prav.g_01813	Syar.g_02999
OG0001172	Prav.g_00271	Syar.g_00143
OG0001173	Prav.g_00272	Syar.g_00142
OG0001174	Prav.g_00280	Syar.g_00134
OG0001175	Prav.g_00281	Syar.g_00133
OG0001176	Prav.g_00288	Syar.g_01025
OG0001177	Prav.g_00291	Syar.g_01023
OG0001178	Prav.g_00296	Syar.g_02943
OG0001179	Prav.g_00616	Syar.g_01055
OG0001181	Prav.g_00642	Syar.g_01082
OG0001182	Prav.g_00649	Syar.g_01090
OG0001183	Prav.g_00654	Syar.g_01096
OG0001184	Prav.g_00670	Syar.g_00653
OG0001185	Prav.g_00684	Syar.g_00614
OG0001186	Prav.g_00707	Syar.g_00562
OG0001187	Prav.g_00711	Syar.g_00548
OG0001188	Prav.g_00713	Syar.g_00546
OG0001189	Prav.g_00730	Syar.g_00525
OG0001190	Prav.g_00734	Syar.g_00330
OG0001191	Prav.g_00744	Syar.g_00349
OG0001192	Prav.g_00749	Syar.g_00356
OG0001193	Prav.g_00759	Syar.g_00711
OG0001194	Prav.g_00760	Syar.g_00622
OG0001195	Prav.g_00761	Syar.g_00623
OG0001196	Prav.g_00774	Syar.g_00453
OG0001197	Prav.g_00775	Syar.g_00455
OG0001198	Prav.g_00783	Syar.g_00467
OG0001199	Prav.g_00139	Syar.g_03045
OG0001200	Prav.g_00141	Syar.g_03047
OG0001201	Prav.g_00173	Syar.g_03120
OG0001202	Prav.g_00839	Syar.g_00991
OG0001203	Prav.g_00800	Syar.g_03021
OG0001204	Prav.g_01890	Syar.g_00154
OG0001205	Prav.g_01044	Syar.g_02869
OG0001207	Prav.g_01075	Syar.g_01462
OG0001208	Prav.g_01080	Syar.g_01471
OG0001211	Prav.g_01148	Syar.g_02323
OG0001212	Prav.g_01192	Syar.g_02027
OG0001213	Prav.g_01227	Syar.g_02239
OG0001214	Prav.g_01235	Syar.g_02420
OG0001215	Prav.g_01288	Syar.g_00965
OG0001216	Prav.g_00308	Syar.g_01909
OG0001217	Prav.g_00346	Syar.g_02852
OG0001218	Prav.g_00355	Syar.g_01388
OG0001219	Prav.g_00385	Syar.g_02585
OG0001222	Prav.g_00548	Syar.g_02552
OG0001223	Prav.g_00574	Syar.g_02505
OG0001224	Prav.g_00929	Syar.g_01361
OG0001225	Prav.g_00931	Syar.g_01929
OG0001226	Prav.g_00236	Syar.g_03054
OG0001227	Prav.g_00255	Syar.g_02213
OG0001230	Prav.g_01570	Syar.g_02816
OG0001231	Prav.g_01673	Syar.g_00485
OG0001232	Prav.g_01784	Syar.g_02968
OG0001233	Prav.g_01804	Syar.g_02988
OG0001235	Prav.g_00293	Syar.g_01019
OG0001236	Prav.g_00667	Syar.g_00657
OG0001237	Prav.g_00671	Syar.g_00652
OG0001238	Prav.g_00745	Syar.g_00351
OG0001239	Prav.g_00136	Syar.g_03043
OG0001240	Prav.g_00158	Syar.g_03101
OG0001241	Prav.g_00166	Syar.g_03112
OG0001242	Prav.g_00184	Syar.g_00043
OG0001243	Prav.g_00190	Syar.g_00051
OG0001244	Prav.g_00206	Syar.g_00075
OG0001245	Prav.g_00997	Syar.g_00999
OG0001246	Prav.g_01102	Syar.g_01910
OG0001247	Prav.g_01281	Syar.g_02024
OG0001248	Prav.g_01283	Syar.g_02059
OG0001249	Prav.g_00373	Syar.g_01113
OG0001250	Prav.g_00437	Syar.g_01819, Syar.g_03240
OG0001251	Prav.g_00484	Syar.g_02575
OG0001252	Prav.g_00924	Syar.g_01372
OG0001253	Prav.g_00256	Syar.g_02015
OG0001254	Prav.g_00035	Syar.g_02233
OG0001255	Prav.g_00049	Syar.g_01746
OG0001256	Prav.g_01666	Syar.g_02915
OG0001257	Prav.g_01672	Syar.g_00807
OG0001258	Prav.g_01758	Syar.g_02925
OG0001259	Prav.g_01802	Syar.g_02986
OG0001260	Prav.g_01819	Syar.g_03007
OG0001262	Prav.g_00728	Syar.g_00527
OG0001263	Prav.g_00193	Syar.g_00054
OG0001265	Prav.g_00183	Syar.g_00041
OG0001266	Prav.g_00835	Syar.g_00987
OG0001267	Prav.g_01926	Syar.g_00225
OG0001268	Prav.g_01985	Syar.g_01124
OG0001269	Prav.g_00978	Syar.g_00688
OG0001270	Prav.g_01033	Syar.g_01175
OG0001271	Prav.g_01070	Syar.g_01270
OG0001272	Prav.g_01084	Syar.g_01475
OG0001273	Prav.g_01229	Syar.g_02413
OG0001274	Prav.g_01308, Prav.g_01311	Syar.g_00929
OG0001275	Prav.g_00584	Syar.g_02490
OG0001276	Prav.g_00908	Syar.g_01797
OG0001277	Prav.g_00244	Syar.g_02250
OG0001278	Prav.g_01831	Syar.g_01720
OG0001279	Prav.g_01392	Syar.g_02841
OG0001280	Prav.g_01437	Syar.g_03317
OG0001281	Prav.g_01443	Syar.g_02783
OG0001282	Prav.g_01474	Syar.g_01460, Syar.g_01351
OG0001283	Prav.g_01493	Syar.g_00447
OG0001284	Prav.g_01648	Syar.g_02900
OG0001285	Prav.g_01787	Syar.g_02972
OG0001286	Prav.g_00636	Syar.g_01077
OG0001287	Prav.g_00691	Syar.g_00606
OG0001288	Prav.g_00700	Syar.g_00591
OG0001289	Prav.g_00152	Syar.g_03080
OG0001290	Prav.g_00165	Syar.g_03111
OG0001291	Prav.g_00200	Syar.g_00064
OG0001292	Prav.g_01895	Syar.g_00160
OG0001293	Prav.g_01908	Syar.g_00198
OG0001294	Prav.g_00995	Syar.g_01687
OG0001295	Prav.g_01065	Syar.g_00693
OG0001296	Prav.g_01107	Syar.g_01506
OG0001297	Prav.g_01112	Syar.g_01510
OG0001298	Prav.g_01174	Syar.g_02210
OG0001299	Prav.g_01264	Syar.g_01915
OG0001303	Prav.g_00946	Syar.g_02583
OG0001304	Prav.g_00918	Syar.g_01557
OG0001305	Prav.g_00937	Syar.g_01937
OG0001306	Prav.g_00051	Syar.g_01521
OG0001307	Prav.g_01456	Syar.g_02591
OG0001308	Prav.g_01588	Syar.g_02798
OG0001309	Prav.g_01670	Syar.g_00360
OG0001310	Prav.g_01773	Syar.g_02951
OG0001311	Prav.g_00910	Syar.g_01795
OG0001315	Prav.g_00126	Syar.g_01094
OG0001317	Prav.g_00804	Syar.g_03025
OG0001318	Prav.g_01903	Syar.g_00186
OG0001319	Prav.g_01919	Syar.g_00215
OG0001325	Prav.g_00311	Syar.g_01577
OG0001326	Prav.g_00472	Syar.g_00632
OG0001327	Prav.g_00227	Syar.g_01674
OG0001329	Prav.g_00026	Syar.g_02337
OG0001331	Prav.g_01479	Syar.g_01455
OG0001334	Prav.g_00657	Syar.g_03166
OG0001336	Prav.g_00771	Syar.g_00448
OG0001339	Prav.g_00168	Syar.g_03114
OG0001343	Prav.g_00481	Syar.g_03210
OG0001345	Prav.g_01862	Syar.g_01958
OG0001346	Prav.g_01439	Syar.g_02778
OG0001347	Prav.g_00299	Syar.g_02401
OG0001348	Prav.g_01693	Syar.g_02259
OG0001349	Prav.g_01558	Syar.g_02764
OG0001353	Prav.g_00429	Syar.g_01809
OG0001354	Prav.g_00566	Syar.g_02520
OG0001355	Prav.g_01704, Prav.g_00969	Syar.g_01912
OG0001358	Prav.g_01218	Syar.g_02262
OG0001359	Prav.g_00482	Syar.g_03211
OG0001360	Prav.g_00257	Syar.g_01961
OG0001361	Prav.g_01865	Syar.g_01955
OG0001364	Prav.g_00660	Syar.g_00284
OG0001365	Prav.g_00738	Syar.g_00335
OG0001371	Prav.g_01277	Syar.g_03059
OG0001373	Prav.g_00471	Syar.g_00631
OG0001374	Prav.g_00479	Syar.g_00642
OG0001376	Prav.g_00220	Syar.g_02600, Syar.g_03203
OG0001377	Prav.g_00221	Syar.g_03202, Syar.g_02599
OG0001378	Prav.g_00003	Syar.g_01174
OG0001379	Prav.g_01432	Syar.g_02772
OG0001382	Prav.g_01686	Syar.g_02834, Syar.g_03204
OG0001385	Prav.g_00468	Syar.g_00628
OG0001386	Prav.g_00469	Syar.g_00629
OG0001387	Prav.g_00470	Syar.g_00630
OG0001388	Prav.g_00473	Syar.g_00635
OG0001389	Prav.g_00474	Syar.g_00636
OG0001390	Prav.g_00475	Syar.g_00637
OG0001391	Prav.g_00476	Syar.g_00638
OG0001392	Prav.g_00477	Syar.g_00640
OG0001393	Prav.g_00478	Syar.g_00641
OG0001395	Prav.g_00920	Syar.g_01561
OG0001396	Prav.g_00300	Syar.g_02402
OG0001401	Prav.g_01365	Syar.g_01813
OG0001402	Prav.g_01328	Syar.g_02252
OG0001403	Prav.g_00098	Syar.g_00504
OG0001406	Prav.g_00219	Syar.g_02601
OG0001408	Prav.g_00239	Syar.g_02042
OG0001411	Prav.g_01507	Syar.g_02761, Syar.g_02360
OG0001412	Prav.g_00298	Syar.g_02400
OG0001413	Prav.g_01662	Syar.g_02063
OG0001415	Prav.g_00807	Syar.g_01553
OG0001416	Prav.g_01057	Syar.g_00433
OG0001417	Prav.g_01067	Syar.g_01885
OG0001418	Prav.g_01282	Syar.g_01546
OG0001420	Prav.g_00012	Syar.g_02680
OG0001428	Prav.g_00866	Syar.g_00108
OG0001429	Prav.g_00386	Syar.g_02582
OG0001430	Prav.g_01403	Syar.g_03306
OG0001432	Prav.g_01661	Syar.g_02064, Syar.g_02123
OG0001433	Prav.g_00958	Syar.g_00173
OG0001434	Prav.g_00518	Syar.g_02613
OG0001435	Prav.g_00495	Syar.g_01621
OG0001437	Prav.g_00808	Syar.g_01554
OG0001438	Prav.g_01939	Syar.g_00240
OG0001439	Prav.g_01953	Syar.g_00824
OG0001441	Prav.g_01119	Syar.g_02691
OG0001442	Prav.g_00337	Syar.g_02622
OG0001443	Prav.g_01744	Syar.g_00378
OG0001447	Prav.g_00191	Syar.g_00052
OG0001449	Prav.g_01010	Syar.g_01897
OG0001450	Prav.g_01285	Syar.g_00880
OG0001452	Prav.g_00485	Syar.g_00167
OG0001453	Prav.g_00578	Syar.g_02498
OG0001454	Prav.g_00250	Syar.g_02065, Syar.g_02122
OG0001456	Prav.g_00042	Syar.g_00643
OG0001457	Prav.g_00043	Syar.g_00644
OG0001458	Prav.g_00044	Syar.g_00645
OG0001459	Prav.g_01377	Syar.g_00418, Syar.g_02047
OG0001460	Prav.g_00959	Syar.g_00172
OG0001462	Prav.g_00102	Syar.g_00511
OG0001467	Prav.g_00374	Syar.g_01745
OG0001470	Prav.g_01509	Syar.g_02358, Syar.g_02369
OG0001471	Prav.g_01663	Syar.g_00830
OG0001474	Prav.g_01986	Syar.g_01125
OG0001475	Prav.g_01511	Syar.g_02370
OG0001479	Prav.g_01983	Syar.g_01122
OG0001480	Prav.g_00988	Syar.g_02013
OG0001482	Prav.g_01055	Syar.g_02511
OG0001486	Prav.g_00063	Syar.g_01537
OG0001492	Prav.g_01834	Syar.g_01717
OG0001493	Prav.g_01826	Syar.g_01725
OG0001495	Prav.g_00290	Syar.g_01022
OG0001504	Prav.g_01378	Syar.g_02046
OG0001505	Prav.g_01548, Prav.g_01503	Syar.g_02696
OG0001507	Prav.g_01722	Syar.g_03257, Syar.g_01540
OG0001508	Prav.g_01508	Syar.g_02372
OG0001525	Prav.g_01678	Syar.g_01315
OG0001528	Prav.g_01510	Syar.g_02371
OG0001546	Prav.g_01122	Syar.g_03276, Syar.g_02688
OG0001549	Prav.g_00455	Syar.g_02838
OG0001554	Prav.g_01668	Syar.g_00327
OG0001555	Prav.g_01683	Syar.g_01689
OG0001556	Prav.g_00963	Syar.g_00177
OG0001558	Prav.g_01353	Syar.g_00488
OG0001565	Prav.g_01021	Syar.g_03069
OG0001587	Prav.g_00265	Syar.g_03010
OG0001613	Prav.g_00652	Syar.g_01093
OG0001625	Prav.g_01905	Syar.g_00192
OG0001627	Prav.g_00351	Syar.g_01215
OG0001652	Prav.g_01351	Syar.g_00486
OG0001671	Prav.g_01358	Syar.g_03173, Syar.g_00943
OG0001737	Prav.g_01364	Syar.g_00855
OG0001745	Prav.g_01660	Syar.g_02010
OG0001749	Prav.g_01554	Syar.g_00264
OG0001842	Prav.g_00966	Syar.g_02270
OG0001930	Prav.g_00967	Syar.g_02271
OG0001931	Prav.g_00968	Syar.g_02272
OG0001991	Prav.g_01343	Syar.g_01636
OG0002015	Prav.g_01525	Syar.g_00280
OG0002244	Prav.g_01721	Syar.g_01824
OG0002364	Prav.g_00387	Syar.g_02581
OG0002700	Prav.g_01723	Syar.g_01979
OG0002730	Prav.g_01370	Syar.g_01595
OG0002767	Prav.g_00209	Syar.g_03172
OG0002895	Prav.g_01371	Syar.g_00760
