Orthogroup	Syah	Prbb
OG0001114	Syah.g_01638	Prbb.g_01000
OG0001115	Syah.g_01642	Prbb.g_01002
OG0001116	Syah.g_01644	Prbb.g_01003
OG0001117	Syah.g_01645	Prbb.g_01004
OG0001118	Syah.g_01646	Prbb.g_01005
OG0001119	Syah.g_01648	Prbb.g_01006
OG0001120	Syah.g_01652	Prbb.g_01007
OG0001121	Syah.g_00927, Syah.g_02183	Prbb.g_01627
OG0001122	Syah.g_01679	Prbb.g_01038
OG0001123	Syah.g_01686	Prbb.g_01043
OG0001124	Syah.g_01688	Prbb.g_01045
OG0001125	Syah.g_01690	Prbb.g_01047
OG0001126	Syah.g_02058	Prbb.g_01058
OG0001127	Syah.g_02057	Prbb.g_01059
OG0001128	Syah.g_02040	Prbb.g_01062
OG0001129	Syah.g_02038	Prbb.g_01063
OG0001130	Syah.g_02037	Prbb.g_01064
OG0001131	Syah.g_01819	Prbb.g_00897
OG0001132	Syah.g_01850	Prbb.g_01108
OG0001133	Syah.g_01957	Prbb.g_01085
OG0001134	Syah.g_01437	Prbb.g_01887
OG0001135	Syah.g_01439	Prbb.g_01890
OG0001136	Syah.g_02160	Prbb.g_01520
OG0001137	Syah.g_02141	Prbb.g_01507
OG0001138	Syah.g_01421	Prbb.g_01486
OG0001139	Syah.g_01419	Prbb.g_01484
OG0001140	Syah.g_01418	Prbb.g_01483
OG0001141	Syah.g_01417	Prbb.g_01482
OG0001142	Syah.g_01416	Prbb.g_01481
OG0001143	Syah.g_01408	Prbb.g_01474
OG0001144	Syah.g_01399	Prbb.g_01469
OG0001145	Syah.g_02188	Prbb.g_01578
OG0001146	Syah.g_02206	Prbb.g_01590
OG0001147	Syah.g_01234	Prbb.g_01612
OG0001148	Syah.g_00984	Prbb.g_01641
OG0001149	Syah.g_00983	Prbb.g_01642
OG0001150	Syah.g_00982	Prbb.g_01643
OG0001151	Syah.g_00970	Prbb.g_01654
OG0001152	Syah.g_00969	Prbb.g_01655
OG0001153	Syah.g_01253	Prbb.g_01716
OG0001154	Syah.g_01252	Prbb.g_01717
OG0001155	Syah.g_02313	Prbb.g_01733
OG0001156	Syah.g_02316	Prbb.g_01736
OG0001157	Syah.g_02317	Prbb.g_01737
OG0001158	Syah.g_02318	Prbb.g_01738
OG0001159	Syah.g_02319	Prbb.g_01739
OG0001161	Syah.g_00475	Prbb.g_01555
OG0001162	Syah.g_01745	Prbb.g_01778
OG0001163	Syah.g_02370	Prbb.g_01815
OG0001164	Syah.g_02376	Prbb.g_01819
OG0001165	Syah.g_02381	Prbb.g_01822
OG0001166	Syah.g_02410	Prbb.g_01840
OG0001167	Syah.g_02259	Prbb.g_01858
OG0001168	Syah.g_02261	Prbb.g_01859
OG0001169	Syah.g_02263	Prbb.g_01861
OG0001170	Syah.g_02265	Prbb.g_01863
OG0001171	Syah.g_02276	Prbb.g_01873
OG0001172	Syah.g_00692	Prbb.g_01926
OG0001173	Syah.g_00693	Prbb.g_01927
OG0001174	Syah.g_00701	Prbb.g_01935
OG0001175	Syah.g_00702	Prbb.g_01936
OG0001176	Syah.g_00738	Prbb.g_01947
OG0001177	Syah.g_00736	Prbb.g_01945
OG0001178	Syah.g_02390	Prbb.g_01279
OG0001179	Syah.g_00767	Prbb.g_01984
OG0001180	Syah.g_00792	Prbb.g_02007
OG0001181	Syah.g_00796	Prbb.g_02011
OG0001182	Syah.g_00805	Prbb.g_02019
OG0001183	Syah.g_00810	Prbb.g_02025
OG0001184	Syah.g_00192	Prbb.g_02041
OG0001185	Syah.g_00244	Prbb.g_02056
OG0001186	Syah.g_00294	Prbb.g_02097
OG0001187	Syah.g_00289	Prbb.g_02100
OG0001188	Syah.g_00299	Prbb.g_02102
OG0001189	Syah.g_00316	Prbb.g_02119
OG0001190	Syah.g_00512	Prbb.g_02124
OG0001191	Syah.g_00491	Prbb.g_02134
OG0001192	Syah.g_00485	Prbb.g_02139
OG0001193	Syah.g_00456	Prbb.g_02152
OG0001194	Syah.g_00454	Prbb.g_02153
OG0001195	Syah.g_00453	Prbb.g_02154
OG0001196	Syah.g_00390	Prbb.g_02175
OG0001197	Syah.g_00388	Prbb.g_02177
OG0001198	Syah.g_00376	Prbb.g_02186
OG0001199	Syah.g_02488	Prbb.g_00129
OG0001200	Syah.g_02490	Prbb.g_00131
OG0001201	Syah.g_02538	Prbb.g_00163
OG0001202	Syah.g_00594	Prbb.g_00256
OG0001203	Syah.g_00909	Prbb.g_00295
OG0001204	Syah.g_00676	Prbb.g_00301
OG0001205	Syah.g_02222	Prbb.g_00450
OG0001206	Syah.g_01208	Prbb.g_00469
OG0001207	Syah.g_00987	Prbb.g_00480
OG0001208	Syah.g_00999	Prbb.g_00487
OG0001209	Syah.g_01067	Prbb.g_00538
OG0001210	Syah.g_01074	Prbb.g_00543
OG0001211	Syah.g_01092	Prbb.g_00554
OG0001212	Syah.g_01150	Prbb.g_00596
OG0001213	Syah.g_01946	Prbb.g_00630
OG0001214	Syah.g_01933	Prbb.g_00638
OG0001215	Syah.g_01996	Prbb.g_00696
OG0001216	Syah.g_01727	Prbb.g_00715
OG0001217	Syah.g_01869	Prbb.g_00108
OG0001218	Syah.g_01244	Prbb.g_00754
OG0001219	Syah.g_01578	Prbb.g_00960
OG0001220	Syah.g_02113	Prbb.g_00837
OG0001221	Syah.g_01816	Prbb.g_00944
OG0001223	Syah.g_01654	Prbb.g_01008
OG0001224	Syah.g_02034	Prbb.g_01066
OG0001225	Syah.g_02032	Prbb.g_01068
OG0001227	Syah.g_00472	Prbb.g_01090
OG0001228	Syah.g_02228	Prbb.g_01465
OG0001229	Syah.g_02009	Prbb.g_01201
OG0001230	Syah.g_01302	Prbb.g_01678
OG0001231	Syah.g_00356	Prbb.g_00758
OG0001232	Syah.g_02422	Prbb.g_01844
OG0001233	Syah.g_02266	Prbb.g_01864
OG0001234	Syah.g_00706	Prbb.g_01938
OG0001236	Syah.g_00189	Prbb.g_02038
OG0001237	Syah.g_00201	Prbb.g_02042
OG0001238	Syah.g_00490	Prbb.g_02135
OG0001240	Syah.g_02523	Prbb.g_00148
OG0001241	Syah.g_02532	Prbb.g_00157
OG0001242	Syah.g_00011	Prbb.g_00176
OG0001243	Syah.g_00017	Prbb.g_00183
OG0001244	Syah.g_00049	Prbb.g_00199
OG0001245	Syah.g_01848	Prbb.g_01288
OG0001246	Syah.g_01025	Prbb.g_00508
OG0001247	Syah.g_01741	Prbb.g_00689
OG0001248	Syah.g_01744	Prbb.g_00691
OG0001249	Syah.g_00849	Prbb.g_00389
OG0001251	Syah.g_00448	Prbb.g_01913
OG0001252	Syah.g_02041	Prbb.g_01061
OG0001253	Syah.g_01849	Prbb.g_01783
OG0001254	Syah.g_01438	Prbb.g_01889
OG0001255	Syah.g_00919	Prbb.g_01534
OG0001256	Syah.g_02369	Prbb.g_01774
OG0001257	Syah.g_01237	Prbb.g_01779
OG0001258	Syah.g_02379	Prbb.g_01820
OG0001259	Syah.g_02264	Prbb.g_01862
OG0001260	Syah.g_02286	Prbb.g_01879
OG0001262	Syah.g_00314	Prbb.g_02117
OG0001263	Syah.g_00020	Prbb.g_00186
OG0001269	Syah.g_00916	Prbb.g_00836
OG0001273	Syah.g_01940	Prbb.g_00632
OG0001277	Syah.g_00404	Prbb.g_02163
OG0001279	Syah.g_01323	Prbb.g_01196
OG0001280	Syah.g_02197	Prbb.g_01585
OG0001281	Syah.g_02207	Prbb.g_01591
OG0001282	Syah.g_00985	Prbb.g_01640
OG0001283	Syah.g_00395	Prbb.g_02171
OG0001284	Syah.g_02348	Prbb.g_01759
OG0001286	Syah.g_00790	Prbb.g_02005
OG0001287	Syah.g_00252	Prbb.g_02063
OG0001288	Syah.g_00266	Prbb.g_02074
OG0001289	Syah.g_02508	Prbb.g_00142
OG0001294	Syah.g_01507	Prbb.g_01553, Prbb.g_01628
OG0001295	Syah.g_01076	Prbb.g_01542
OG0001296	Syah.g_01030	Prbb.g_00513
OG0001297	Syah.g_01034	Prbb.g_00518
OG0001299	Syah.g_01501	Prbb.g_00669
OG0001300	Syah.g_02005	Prbb.g_00701
OG0001301	Syah.g_02018	Prbb.g_00703
OG0001302	Syah.g_01901	Prbb.g_00958
OG0001303	Syah.g_01580	Prbb.g_01388
OG0001304	Syah.g_01698	Prbb.g_01052
OG0001305	Syah.g_02024	Prbb.g_00888
OG0001306	Syah.g_02179	Prbb.g_01532
OG0001307	Syah.g_00724	Prbb.g_01609
OG0001309	Syah.g_01040	Prbb.g_00522
OG0001310	Syah.g_02402	Prbb.g_01834
OG0001311	Syah.g_01687	Prbb.g_01044
OG0001312	Syah.g_01590	Prbb.g_00969
OG0001315	Syah.g_00808	Prbb.g_02023
OG0001316	Syah.g_00039	Prbb.g_00197
OG0001317	Syah.g_00905	Prbb.g_00291
OG0001318	Syah.g_00658	Prbb.g_00312
OG0001321	Syah.g_02216	Prbb.g_00456
OG0001322	Syah.g_02215	Prbb.g_00457
OG0001324	Syah.g_02006	Prbb.g_00702
OG0001325	Syah.g_01723	Prbb.g_00718
OG0001326	Syah.g_00443	Prbb.g_01905
OG0001327	Syah.g_01519	Prbb.g_00921
OG0001328	Syah.g_01822	Prbb.g_00940
OG0001329	Syah.g_01906	Prbb.g_01782
OG0001330	Syah.g_02190	Prbb.g_01579
OG0001332	Syah.g_02308	Prbb.g_01731
OG0001334	Syah.g_00818	Prbb.g_02028
OG0001335	Syah.g_00819	Prbb.g_02029
OG0001336	Syah.g_00394	Prbb.g_02172
OG0001337	Syah.g_00815, Syah.g_00837	Prbb.g_00383
OG0001340	Syah.g_00838	Prbb.g_00384
OG0001341	Syah.g_02011	Prbb.g_00086
OG0001343	Syah.g_00450	Prbb.g_00912
OG0001344	Syah.g_02153	Prbb.g_01512
OG0001345	Syah.g_02124	Prbb.g_01496
OG0001346	Syah.g_02200	Prbb.g_01587
OG0001348	Syah.g_02073	Prbb.g_01125
OG0001352	Syah.g_01058	Prbb.g_00685
OG0001354	Syah.g_01641	Prbb.g_01001
OG0001355	Syah.g_01077	Prbb.g_01781
OG0001357	Syah.g_00935	Prbb.g_01814
OG0001358	Syah.g_01963	Prbb.g_00621
OG0001359	Syah.g_00451	Prbb.g_00913
OG0001360	Syah.g_02122	Prbb.g_01494
OG0001362	Syah.g_01275	Prbb.g_01700
OG0001363	Syah.g_01273	Prbb.g_00465
OG0001368	Syah.g_00677	Prbb.g_01213, Prbb.g_01193
OG0001370	Syah.g_01732, Syah.g_00429	Prbb.g_01235
OG0001372	Syah.g_01055	Prbb.g_00053
OG0001373	Syah.g_00444	Prbb.g_01904
OG0001374	Syah.g_00436	Prbb.g_01912
OG0001375	Syah.g_00449	Prbb.g_00911
OG0001376	Syah.g_00483	Prbb.g_00899
OG0001377	Syah.g_00484	Prbb.g_00900
OG0001378	Syah.g_02239	Prbb.g_00439
OG0001381	Syah.g_00717	Prbb.g_01637
OG0001385	Syah.g_00447	Prbb.g_01901
OG0001386	Syah.g_00446	Prbb.g_01902
OG0001387	Syah.g_00445	Prbb.g_01903
OG0001388	Syah.g_00442	Prbb.g_01906
OG0001389	Syah.g_00441	Prbb.g_01907
OG0001390	Syah.g_00440	Prbb.g_01908
OG0001391	Syah.g_00439	Prbb.g_01909
OG0001392	Syah.g_00438	Prbb.g_01910
OG0001393	Syah.g_00437	Prbb.g_01911
OG0001394	Syah.g_01810	Prbb.g_00948
OG0001395	Syah.g_01705	Prbb.g_01055
OG0001396	Syah.g_00286, Syah.g_00149	Prbb.g_02089
OG0001397	Syah.g_01274	Prbb.g_01701
OG0001398	Syah.g_01563	Prbb.g_00732
OG0001401	Syah.g_02084	Prbb.g_00820
OG0001402	Syah.g_01958	Prbb.g_00625
OG0001403	Syah.g_00341	Prbb.g_00031
OG0001404	Syah.g_02482	Prbb.g_00123
OG0001405	Syah.g_00821	Prbb.g_00377
OG0001406	Syah.g_00482	Prbb.g_00898
OG0001407	Syah.g_01059	Prbb.g_00903
OG0001408	Syah.g_01378	Prbb.g_00097
OG0001410	Syah.g_00725	Prbb.g_01610
OG0001413	Syah.g_01894	Prbb.g_00759
OG0001414	Syah.g_00718	Prbb.g_00285
OG0001417	Syah.g_01640	Prbb.g_01552
OG0001419	Syah.g_01060	Prbb.g_00750
OG0001420	Syah.g_01053	Prbb.g_01183
OG0001421	Syah.g_01851	Prbb.g_01775
OG0001423	Syah.g_00965	Prbb.g_01665, Prbb.g_01664
OG0001425	Syah.g_00486	Prbb.g_02138
OG0001430	Syah.g_00518	Prbb.g_00901
OG0001432	Syah.g_01348	Prbb.g_01033
OG0001433	Syah.g_01513	Prbb.g_01163
OG0001434	Syah.g_01805	Prbb.g_00953
OG0001435	Syah.g_01525	Prbb.g_00928
OG0001439	Syah.g_00128	Prbb.g_00358
OG0001442	Syah.g_01795	Prbb.g_01667
OG0001443	Syah.g_00478	Prbb.g_01896
OG0001446	Syah.g_01731	Prbb.g_00134
OG0001447	Syah.g_00018	Prbb.g_00184
OG0001454	Syah.g_01888	Prbb.g_01280
OG0001456	Syah.g_00434	Prbb.g_01559
OG0001457	Syah.g_00433	Prbb.g_01558
OG0001458	Syah.g_00432	Prbb.g_01557
OG0001460	Syah.g_01512	Prbb.g_01162
OG0001461	Syah.g_00711	Prbb.g_01437
OG0001468	Syah.g_01899	Prbb.g_00910
OG0001470	Syah.g_02242	Prbb.g_00853
OG0001471	Syah.g_00123	Prbb.g_01554
OG0001473	Syah.g_01903	Prbb.g_01623
OG0001474	Syah.g_00865	Prbb.g_00399
OG0001475	Syah.g_02244	Prbb.g_00855
OG0001476	Syah.g_02145	Prbb.g_01509
OG0001477	Syah.g_02015	Prbb.g_01415
OG0001480	Syah.g_02114	Prbb.g_01215
OG0001481	Syah.g_01703	Prbb.g_01077
OG0001482	Syah.g_01650	Prbb.g_01089
OG0001484	Syah.g_00435	Prbb.g_01248
OG0001487	Syah.g_01245	Prbb.g_01724
OG0001488	Syah.g_02136	Prbb.g_01503
OG0001489	Syah.g_00801	Prbb.g_02016
OG0001494	Syah.g_00325	Prbb.g_00870
OG0001495	Syah.g_00735	Prbb.g_01944
OG0001496	Syah.g_02013	Prbb.g_01413
OG0001497	Syah.g_02014	Prbb.g_01414
OG0001498	Syah.g_00889	Prbb.g_00417
OG0001499	Syah.g_01463, Syah.g_01462	Prbb.g_00110
OG0001507	Syah.g_02464	Prbb.g_01181
OG0001508	Syah.g_02241	Prbb.g_02096
OG0001509	Syah.g_00282, Syah.g_00148	Prbb.g_02090
OG0001510	Syah.g_00256	Prbb.g_02067
OG0001511	Syah.g_02546	Prbb.g_00167
OG0001512	Syah.g_00910	Prbb.g_01801
OG0001513	Syah.g_00200	Prbb.g_00050
OG0001514	Syah.g_02012	Prbb.g_01412
OG0001515	Syah.g_02001	Prbb.g_00699
OG0001516	Syah.g_01498	Prbb.g_00666
OG0001517	Syah.g_00859	Prbb.g_00395
OG0001518	Syah.g_00488	Prbb.g_02137
OG0001519	Syah.g_00476	Prbb.g_02142
OG0001522	Syah.g_02080	Prbb.g_00816
OG0001528	Syah.g_02243	Prbb.g_00854
OG0001529	Syah.g_00328	Prbb.g_00056
OG0001530	Syah.g_02544	Prbb.g_00166
OG0001531	Syah.g_00911	Prbb.g_00296
OG0001532	Syah.g_01420	Prbb.g_01485
OG0001534	Syah.g_01699	Prbb.g_01053
OG0001535	Syah.g_01683	Prbb.g_01041
OG0001536	Syah.g_01617	Prbb.g_00987
OG0001537	Syah.g_01815	Prbb.g_00945
OG0001538	Syah.g_01774	Prbb.g_00788
OG0001539	Syah.g_01521	Prbb.g_00923
OG0001540	Syah.g_00022	Prbb.g_00188
OG0001541	Syah.g_00621	Prbb.g_00236
OG0001542	Syah.g_00612	Prbb.g_00242
OG0001543	Syah.g_00568	Prbb.g_00896
OG0001544	Syah.g_00477	Prbb.g_02141
OG0001545	Syah.g_00405	Prbb.g_02162
OG0001548	Syah.g_01882	Prbb.g_01105
OG0001549	Syah.g_02121	Prbb.g_00846
OG0001551	Syah.g_02068	Prbb.g_01898
OG0001557	Syah.g_01809	Prbb.g_00949
OG0001559	Syah.g_02543	Prbb.g_00165
OG0001560	Syah.g_02531	Prbb.g_00155
OG0001561	Syah.g_01689	Prbb.g_01046
OG0001562	Syah.g_01675	Prbb.g_01035
OG0001563	Syah.g_00784	Prbb.g_02000
OG0001570	Syah.g_01553	Prbb.g_01331
OG0001575	Syah.g_01110	Prbb.g_00569
OG0001576	Syah.g_01172	Prbb.g_01599
OG0001577	Syah.g_02162	Prbb.g_01522
OG0001578	Syah.g_01445, Syah.g_01885, Syah.g_01371	Prbb.g_01408
OG0001579	Syah.g_00824, Syah.g_00828	Prbb.g_00381
OG0001582	Syah.g_02442	Prbb.g_01551
OG0001586	Syah.g_00218, Syah.g_02434	Prbb.g_00872
OG0001589	Syah.g_02269	Prbb.g_01866
OG0001591	Syah.g_01509	Prbb.g_00676
OG0001623	Syah.g_00842	Prbb.g_00385
OG0001633	Syah.g_01551	Prbb.g_01920
OG0001634	Syah.g_01504	Prbb.g_00672
OG0001644	Syah.g_01709	Prbb.g_00728
OG0001656	Syah.g_00827	Prbb.g_00380
OG0001659	Syah.g_01424	Prbb.g_01489
OG0001667	Syah.g_02458	Prbb.g_01206
OG0001673	Syah.g_01195, Syah.g_00903	Prbb.g_00289
OG0001676	Syah.g_00826	Prbb.g_00382
OG0001691	Syah.g_01965	Prbb.g_01056
OG0001692	Syah.g_01297	Prbb.g_01682
OG0001694	Syah.g_00622	Prbb.g_00333
OG0001695	Syah.g_00409	Prbb.g_02158
OG0001703	Syah.g_00988	Prbb.g_00481
OG0001713	Syah.g_02144	Prbb.g_01131
OG0001715	Syah.g_01877	Prbb.g_01219
OG0001718	Syah.g_02043	Prbb.g_01140
OG0001733	Syah.g_01514	Prbb.g_01152
OG0001738	Syah.g_00142	Prbb.g_00371
OG0001739	Syah.g_00411	Prbb.g_02157
OG0001740	Syah.g_00407	Prbb.g_02161
OG0001755	Syah.g_01039	Prbb.g_00856
OG0001758	Syah.g_01464	Prbb.g_01572
OG0001769	Syah.g_01915	Prbb.g_01441
OG0001810	Syah.g_00037	Prbb.g_00709
OG0001816	Syah.g_01518	Prbb.g_00920
OG0001835	Syah.g_01363	Prbb.g_01417
OG0001875	Syah.g_01465	Prbb.g_01573
OG0001876	Syah.g_01466	Prbb.g_01574
OG0001907	Syah.g_00043	Prbb.g_00198
OG0001915	Syah.g_00381	Prbb.g_02179
OG0001916	Syah.g_01014	Prbb.g_00500
OG0001917	Syah.g_01684	Prbb.g_01042
OG0001954	Syah.g_01545	Prbb.g_01209
OG0001978	Syah.g_00281	Prbb.g_01808
OG0001979	Syah.g_01999	Prbb.g_00041
OG0001990	Syah.g_00406	Prbb.g_00074
OG0002018	Syah.g_00408	Prbb.g_02160
OG0002380	Syah.g_02298	Prbb.g_01431
OG0002490	Syah.g_00214	Prbb.g_00869
OG0002507	Syah.g_02050	Prbb.g_01387, Prbb.g_01024
OG0002794	Syah.g_00326	Prbb.g_00871
OG0002937	Syah.g_01227	Prbb.g_01605
OG0003816	Syah.g_01243	Prbb.g_01952
