Orthogroup	Syag	Syam
OG0002106	Syag.g_01417	Syam.g_00522
OG0002112	Syag.g_02570	Syam.g_00202
OG0002113	Syag.g_02311	Syam.g_00037
OG0002115	Syag.g_01679	Syam.g_01982
OG0002116	Syag.g_01653	Syam.g_01957
OG0002117	Syag.g_01124	Syam.g_01781
OG0002120	Syag.g_00745	Syam.g_01038
OG0002121	Syag.g_00172	Syam.g_01393
OG0002123	Syag.g_00918	Syam.g_01243
OG0002124	Syag.g_00738	Syam.g_00706
OG0002128	Syag.g_00146	Syam.g_00918
OG0002129	Syag.g_01403	Syam.g_01626
OG0002130	Syag.g_01190	Syam.g_01828
OG0002131	Syag.g_02227	Syam.g_02403
OG0002132	Syag.g_02220	Syam.g_02395
OG0002133	Syag.g_02218	Syam.g_02393
OG0002134	Syag.g_02410	Syam.g_00132
OG0002135	Syag.g_01722	Syam.g_02018
OG0002136	Syag.g_01721	Syam.g_02017
OG0002138	Syag.g_00463	Syam.g_00807
OG0002139	Syag.g_01040	Syam.g_00852
OG0002141	Syag.g_00491	Syam.g_01222, Syam.g_01434
OG0002142	Syag.g_01439	Syam.g_01599
OG0002143	Syag.g_00010	Syam.g_00494
OG0002144	Syag.g_02717	Syam.g_00316
OG0002156	Syag.g_01303	Syam.g_01596
OG0002157	Syag.g_02569	Syam.g_00201
OG0002158	Syag.g_02571	Syam.g_00203
OG0002162	Syag.g_00300	Syam.g_01746
OG0002167	Syag.g_01842	Syam.g_00658
OG0002169	Syag.g_00002	Syam.g_00485
OG0002170	Syag.g_02839	Syam.g_00453
OG0002174	Syag.g_02180	Syam.g_01565
OG0002177	Syag.g_01022	Syam.g_01406
OG0002178	Syag.g_02222	Syam.g_02396
OG0002179	Syag.g_02435	Syam.g_00149
OG0002180	Syag.g_02590	Syam.g_00222
OG0002181	Syag.g_02620	Syam.g_00252
OG0002182	Syag.g_02639	Syam.g_00269
OG0002183	Syag.g_01851	Syam.g_02090
OG0002184	Syag.g_01847	Syam.g_02087
OG0002185	Syag.g_01837	Syam.g_02079
OG0002186	Syag.g_01720	Syam.g_02016
OG0002187	Syag.g_01719	Syam.g_02015
OG0002188	Syag.g_01682	Syam.g_01985
OG0002189	Syag.g_01681	Syam.g_01984
OG0002190	Syag.g_01639	Syam.g_01939
OG0002192	Syag.g_01116	Syam.g_01772
OG0002193	Syag.g_01020	Syam.g_00821
OG0002194	Syag.g_01044	Syam.g_00856
OG0002195	Syag.g_00614	Syam.g_01344
OG0002196	Syag.g_00652	Syam.g_01303
OG0002197	Syag.g_00846	Syam.g_01163
OG0002198	Syag.g_00433	Syam.g_01448
OG0002199	Syag.g_00429	Syam.g_01453
OG0002200	Syag.g_01419	Syam.g_01613
OG0002201	Syag.g_00347	Syam.g_01705
OG0002202	Syag.g_00346	Syam.g_01706
OG0002203	Syag.g_00345	Syam.g_01707
OG0002204	Syag.g_00326	Syam.g_01724
OG0002205	Syag.g_00305	Syam.g_01741
OG0002206	Syag.g_00293	Syam.g_00699
OG0002207	Syag.g_00283	Syam.g_00689
OG0002208	Syag.g_01534	Syam.g_00578
OG0002209	Syag.g_02852	Syam.g_00465
OG0002210	Syag.g_02803	Syam.g_00401
OG0002211	Syag.g_02765	Syam.g_00362
OG0002212	Syag.g_02111	Syam.g_02299
OG0002213	Syag.g_02115	Syam.g_02304
OG0002214	Syag.g_02250	Syam.g_02426
OG0002234	Syag.g_00402	Syam.g_01421
OG0002236	Syag.g_00571	Syam.g_00947
OG0002237	Syag.g_00403	Syam.g_01474
OG0002239	Syag.g_01661	Syam.g_00922
OG0002244	Syag.g_01792	Syam.g_00974
OG0002245	Syag.g_00012	Syam.g_00496
OG0002247	Syag.g_00298	Syam.g_01748
OG0002248	Syag.g_01000	Syam.g_00798
OG0002250	Syag.g_01852	Syam.g_02091
OG0002251	Syag.g_01636	Syam.g_01936
OG0002253	Syag.g_01179	Syam.g_01818
OG0002254	Syag.g_00889	Syam.g_01203
OG0002255	Syag.g_00832	Syam.g_01147
OG0002256	Syag.g_01796	Syam.g_01012
OG0002257	Syag.g_00478	Syam.g_01429
OG0002258	Syag.g_00325	Syam.g_01725
OG0002259	Syag.g_01450	Syam.g_00655
OG0002260	Syag.g_01039	Syam.g_00851
OG0002279	Syag.g_01887	Syam.g_02123
OG0002281	Syag.g_00306	Syam.g_01740
OG0002292	Syag.g_02018	Syam.g_02247
OG0002296	Syag.g_01389	Syam.g_01638
OG0002297	Syag.g_00071	Syam.g_00823
OG0002298	Syag.g_00828	Syam.g_01143
OG0002299	Syag.g_00790	Syam.g_01104
OG0002300	Syag.g_00470	Syam.g_01043
OG0002301	Syag.g_00201	Syam.g_01481
OG0002302	Syag.g_01549	Syam.g_00563
OG0002303	Syag.g_00011	Syam.g_00495
OG0002304	Syag.g_02683	Syam.g_00422
OG0002304	Syag.g_02821	Syam.g_00415
OG0002306	Syag.g_02223	Syam.g_02397
OG0002328	Syag.g_01867	Syam.g_02104
OG0002336	Syag.g_01359	Syam.g_01666
OG0002337	Syag.g_02605	Syam.g_00237
OG0002343	Syag.g_02669	Syam.g_00278
OG0002350	Syag.g_02834	Syam.g_00433
OG0002351	Syag.g_02562	Syam.g_00194
OG0002352	Syag.g_01130	Syam.g_01786
OG0002353	Syag.g_00679	Syam.g_01278
OG0002354	Syag.g_00811	Syam.g_01125
OG0002356	Syag.g_01329	Syam.g_01679
OG0002357	Syag.g_00469	Syam.g_02356
OG0002358	Syag.g_00031	Syam.g_01870, Syam.g_01869
OG0002359	Syag.g_01381	Syam.g_01646
OG0002395	Syag.g_02568	Syam.g_00200
OG0002396	Syag.g_02738	Syam.g_00335
OG0002400	Syag.g_01602	Syam.g_01394
OG0002401	Syag.g_01129	Syam.g_01785
OG0002403	Syag.g_01068	Syam.g_00879
OG0002404	Syag.g_02665	Syam.g_01235
OG0002406	Syag.g_00885	Syam.g_01402
OG0002407	Syag.g_00488	Syam.g_00979
OG0002408	Syag.g_00099	Syam.g_01424
OG0002409	Syag.g_02176	Syam.g_02350
OG0002410	Syag.g_02243	Syam.g_01410
OG0002411	Syag.g_00712	Syam.g_00747
OG0002416	Syag.g_00454	Syam.g_01407
OG0002434	Syag.g_00281	Syam.g_00687
OG0002449	Syag.g_02233	Syam.g_02409
OG0002452	Syag.g_02231	Syam.g_02407
OG0002458	Syag.g_02209	Syam.g_02384
OG0002459	Syag.g_02207	Syam.g_02382
OG0002460	Syag.g_02206	Syam.g_02381
OG0002463	Syag.g_02384	Syam.g_01161
OG0002467	Syag.g_00324	Syam.g_00820
OG0002468	Syag.g_01042	Syam.g_00854
OG0002470	Syag.g_00501	Syam.g_00925
OG0002471	Syag.g_00481	Syam.g_01016
OG0002472	Syag.g_00528	Syam.g_02046, Syam.g_00952
OG0002474	Syag.g_02716	Syam.g_00315
OG0002475	Syag.g_01382	Syam.g_01645
OG0002520	Syag.g_01706	Syam.g_02002
OG0002521	Syag.g_01675	Syam.g_01978
OG0002522	Syag.g_01612	Syam.g_01920
OG0002523	Syag.g_00079	Syam.g_00817
OG0002524	Syag.g_00077	Syam.g_01042
OG0002526	Syag.g_00489	Syam.g_01026
OG0002532	Syag.g_00100	Syam.g_01428
OG0002533	Syag.g_00258	Syam.g_00671
OG0002534	Syag.g_02829	Syam.g_00430
OG0002535	Syag.g_02826	Syam.g_00427
OG0002536	Syag.g_02809	Syam.g_00407
OG0002538	Syag.g_02037	Syam.g_02260
OG0002539	Syag.g_02143	Syam.g_02325
OG0002540	Syag.g_02210	Syam.g_02385
OG0002542	Syag.g_00707	Syam.g_01859
OG0002544	Syag.g_01588	Syam.g_00977
OG0002547	Syag.g_01326	Syam.g_01682
OG0002585	Syag.g_01896	Syam.g_00483, Syam.g_02131
OG0002591	Syag.g_01269	Syam.g_01539
OG0002594	Syag.g_00183	Syam.g_01551
OG0002596	Syag.g_00174	Syam.g_01329
OG0002600	Syag.g_00188	Syam.g_01010
OG0002603	Syag.g_00243	Syam.g_01417
OG0002605	Syag.g_02833	Syam.g_00432
OG0002606	Syag.g_02211	Syam.g_02386
OG0002608	Syag.g_00989	Syam.g_00788
OG0002609	Syag.g_00737	Syam.g_00719
OG0002610	Syag.g_02841	Syam.g_00455
OG0002672	Syag.g_00502	Syam.g_00926
OG0002674	Syag.g_02791	Syam.g_00389
OG0002676	Syag.g_02237	Syam.g_02413
OG0002685	Syag.g_00189	Syam.g_00999
OG0002737	Syag.g_01738	Syam.g_01887
OG0002744	Syag.g_00439	Syam.g_01025
OG0002745	Syag.g_00093	Syam.g_00524
OG0002752	Syag.g_00530	Syam.g_02400
OG0002758	Syag.g_00228	Syam.g_01013
OG0002807	Syag.g_00503	Syam.g_00927
OG0002850	Syag.g_00082	Syam.g_01916, Syam.g_01917
OG0002856	Syag.g_02166	Syam.g_01060
OG0002860	Syag.g_01247	Syam.g_00709
OG0002865	Syag.g_01023	Syam.g_00529
OG0002867	Syag.g_00210	Syam.g_01018
OG0002953	Syag.g_00098	Syam.g_01963
OG0002959	Syag.g_01458	Syam.g_01036
OG0002961	Syag.g_00192	Syam.g_00913
OG0002967	Syag.g_00527	Syam.g_00951
OG0002967	Syag.g_00221	Syam.g_01567
OG0002973	Syag.g_00143	Syam.g_00526
OG0002978	Syag.g_01349	Syam.g_01223
OG0002986	Syag.g_01288	Syam.g_02037
OG0002987	Syag.g_01289	Syam.g_02038
OG0002988	Syag.g_01290	Syam.g_02039
OG0002990	Syag.g_02686	Syam.g_00417
OG0003063	Syag.g_02497	Syam.g_00084
OG0003107	Syag.g_00178	Syam.g_00960
OG0003112	Syag.g_00206	Syam.g_00988
OG0003115	Syag.g_00248	Syam.g_01419
OG0003116	Syag.g_01798	Syam.g_01422
OG0003130	Syag.g_01245	Syam.g_00841
OG0003132	Syag.g_02685	Syam.g_00416
OG0003254	Syag.g_00087	Syam.g_00525
OG0003269	Syag.g_00937	Syam.g_00710
OG0003270	Syag.g_00110	Syam.g_01079
OG0003275	Syag.g_00400	Syam.g_01475
OG0003285	Syag.g_00072	Syam.g_00965
OG0003290	Syag.g_00533	Syam.g_00530
OG0003402	Syag.g_02321	Syam.g_00439
OG0003405	Syag.g_02492	Syam.g_00093
OG0003520	Syag.g_00397	Syam.g_00997
OG0003552	Syag.g_00949	Syam.g_01758
OG0003851	Syag.g_01051	Syam.g_01476
OG0003924	Syag.g_02713	Syam.g_00311
OG0004359	Syag.g_00153	Syam.g_01488
OG0004393	Syag.g_00484	Syam.g_00996
OG0004399	Syag.g_01585, Syag.g_01597	Syam.g_01558
OG0004403	Syag.g_02385	Syam.g_01570
OG0004403	Syag.g_02173	Syam.g_01327
OG0004666	Syag.g_01024	Syam.g_02045
OG0004977	Syag.g_02552	Syam.g_00188
