Orthogroup	Syak	Prbf
OG0001127	Syak.g_00756	Prbf.g_01160
OG0001128	Syak.g_00753	Prbf.g_01162
OG0001129	Syak.g_00751	Prbf.g_01163
OG0001130	Syak.g_00750	Prbf.g_01164
OG0001131	Syak.g_00389	Prbf.g_01705
OG0001132	Syak.g_00120	Prbf.g_00296
OG0001133	Syak.g_00014	Prbf.g_00094
OG0001134	Syak.g_00273	Prbf.g_00788
OG0001136	Syak.g_00901	Prbf.g_00915
OG0001137	Syak.g_00876	Prbf.g_00927
OG0001138	Syak.g_00839	Prbf.g_00948
OG0001139	Syak.g_00837	Prbf.g_00950
OG0001140	Syak.g_00836	Prbf.g_00951
OG0001141	Syak.g_00835	Prbf.g_00952
OG0001142	Syak.g_00834	Prbf.g_00953
OG0001143	Syak.g_00826	Prbf.g_00960
OG0001144	Syak.g_00815	Prbf.g_00965
OG0001145	Syak.g_00922	Prbf.g_00034
OG0001146	Syak.g_00943	Prbf.g_00022
OG0001147	Syak.g_01113	Prbf.g_00002
OG0001148	Syak.g_02563	Prbf.g_00097
OG0001149	Syak.g_02562	Prbf.g_00098
OG0001150	Syak.g_02561	Prbf.g_00099
OG0001151	Syak.g_02548	Prbf.g_00110
OG0001153	Syak.g_01084	Prbf.g_00189
OG0001154	Syak.g_01085	Prbf.g_00190
OG0001155	Syak.g_02480	Prbf.g_00207
OG0001156	Syak.g_02477	Prbf.g_00210
OG0001157	Syak.g_02476	Prbf.g_00211
OG0001158	Syak.g_02475	Prbf.g_00212
OG0001159	Syak.g_02474	Prbf.g_00213
OG0001160	Syak.g_02437	Prbf.g_00239
OG0001161	Syak.g_01906	Prbf.g_00750
OG0001162	Syak.g_00959	Prbf.g_00812
OG0001163	Syak.g_02429	Prbf.g_00702
OG0001164	Syak.g_02423	Prbf.g_00698
OG0001165	Syak.g_02418	Prbf.g_00695
OG0001166	Syak.g_02394	Prbf.g_00674
OG0001167	Syak.g_02366	Prbf.g_00657
OG0001168	Syak.g_02364	Prbf.g_00655
OG0001169	Syak.g_02362	Prbf.g_00653
OG0001170	Syak.g_02360	Prbf.g_00651
OG0001171	Syak.g_02349	Prbf.g_00641
OG0001172	Syak.g_01388	Prbf.g_00625
OG0001173	Syak.g_01387	Prbf.g_00624
OG0001174	Syak.g_01379	Prbf.g_00616
OG0001175	Syak.g_01378	Prbf.g_00615
OG0001176	Syak.g_01354	Prbf.g_00607
OG0001177	Syak.g_01356	Prbf.g_00605
OG0001178	Syak.g_02411	Prbf.g_00688
OG0001179	Syak.g_01324	Prbf.g_00575
OG0001181	Syak.g_01296	Prbf.g_00548
OG0001182	Syak.g_01287	Prbf.g_00540
OG0001183	Syak.g_01282	Prbf.g_00535
OG0001184	Syak.g_01571	Prbf.g_00517
OG0001185	Syak.g_01643	Prbf.g_00501
OG0001186	Syak.g_01709	Prbf.g_00476
OG0001187	Syak.g_01712	Prbf.g_00473
OG0001188	Syak.g_01714	Prbf.g_00471
OG0001189	Syak.g_01736	Prbf.g_00455
OG0001190	Syak.g_01942	Prbf.g_00450
OG0001191	Syak.g_01928	Prbf.g_00440
OG0001192	Syak.g_01921	Prbf.g_00435
OG0001193	Syak.g_01888	Prbf.g_00423
OG0001194	Syak.g_01882	Prbf.g_00422
OG0001195	Syak.g_01881	Prbf.g_00421
OG0001196	Syak.g_01811	Prbf.g_00405
OG0001197	Syak.g_01809	Prbf.g_00403
OG0001198	Syak.g_01798	Prbf.g_00396
OG0001199	Syak.g_02249	Prbf.g_01401
OG0001200	Syak.g_02247	Prbf.g_01403
OG0001201	Syak.g_02191	Prbf.g_01436
OG0001202	Syak.g_02061	Prbf.g_01534
OG0001203	Syak.g_02307	Prbf.g_01576
OG0001204	Syak.g_01404	Prbf.g_01582
OG0001205	Syak.g_01181	Prbf.g_01729
OG0001206	Syak.g_01148	Prbf.g_01749
OG0001207	Syak.g_02566	Prbf.g_01760
OG0001208	Syak.g_02576	Prbf.g_01765
OG0001209	Syak.g_02643	Prbf.g_01816
OG0001210	Syak.g_02654	Prbf.g_01821
OG0001211	Syak.g_02669	Prbf.g_01831
OG0001212	Syak.g_02728	Prbf.g_01878
OG0001213	Syak.g_00025	Prbf.g_01913
OG0001214	Syak.g_00037	Prbf.g_00984
OG0001215	Syak.g_00697	Prbf.g_01272
OG0001216	Syak.g_00805	Prbf.g_01251
OG0001217	Syak.g_00138	Prbf.g_00280
OG0001218	Syak.g_01093	Prbf.g_00855
OG0001219	Syak.g_00551	Prbf.g_01146
OG0001220	Syak.g_00580	Prbf.g_01189
OG0001221	Syak.g_00390	Prbf.g_01309
OG0001222	Syak.g_00517	Prbf.g_01067
OG0001223	Syak.g_00472	Prbf.g_01099
OG0001224	Syak.g_00739	Prbf.g_01166
OG0001226	Syak.g_02239	Prbf.g_01921
OG0001227	Syak.g_00963	Prbf.g_00870
OG0001228	Syak.g_00619	Prbf.g_00968
OG0001229	Syak.g_00711	Prbf.g_00856
OG0001230	Syak.g_01030	Prbf.g_00150
OG0001231	Syak.g_01777	Prbf.g_01706
OG0001232	Syak.g_02385	Prbf.g_00670
OG0001233	Syak.g_02359	Prbf.g_00650
OG0001234	Syak.g_01374	Prbf.g_00613
OG0001235	Syak.g_01362	Prbf.g_00609
OG0001236	Syak.g_01568	Prbf.g_00520
OG0001237	Syak.g_01573	Prbf.g_00516
OG0001238	Syak.g_01926	Prbf.g_00439
OG0001239	Syak.g_02252	Prbf.g_01398
OG0001240	Syak.g_02206	Prbf.g_01419
OG0001241	Syak.g_02197	Prbf.g_01429
OG0001242	Syak.g_02168	Prbf.g_01449
OG0001243	Syak.g_02160	Prbf.g_01456
OG0001244	Syak.g_02132	Prbf.g_01471
OG0001245	Syak.g_00248	Prbf.g_00879
OG0001247	Syak.g_00618	Prbf.g_01279
OG0001248	Syak.g_00147	Prbf.g_01277
OG0001249	Syak.g_01251	Prbf.g_01675
OG0001250	Syak.g_00602	Prbf.g_01202
OG0001251	Syak.g_01875	Prbf.g_00837
OG0001252	Syak.g_00754	Prbf.g_01161
OG0001253	Syak.g_00250	Prbf.g_01924
OG0001254	Syak.g_00272	Prbf.g_00786
OG0001255	Syak.g_00066	Prbf.g_00900
OG0001256	Syak.g_02430	Prbf.g_00246
OG0001258	Syak.g_02420	Prbf.g_00697
OG0001259	Syak.g_02361	Prbf.g_00652
OG0001260	Syak.g_02332	Prbf.g_00635
OG0001261	Syak.g_01315	Prbf.g_00567
OG0001263	Syak.g_02157	Prbf.g_01458
OG0001265	Syak.g_02170	Prbf.g_01448
OG0001266	Syak.g_02057	Prbf.g_01538
OG0001267	Syak.g_01459	Prbf.g_01620
OG0001268	Syak.g_01240	Prbf.g_01683
OG0001269	Syak.g_02323	Prbf.g_01190
OG0001270	Syak.g_01194	Prbf.g_01718
OG0001271	Syak.g_01121	Prbf.g_01755
OG0001272	Syak.g_02580	Prbf.g_01769
OG0001273	Syak.g_00030	Prbf.g_00978
OG0001274	Syak.g_01988	Prbf.g_01562
OG0001275	Syak.g_00633	Prbf.g_01089
OG0001276	Syak.g_00649	Prbf.g_01075
OG0001277	Syak.g_01829	Prbf.g_00417
OG0001278	Syak.g_00671	Prbf.g_00972
OG0001279	Syak.g_00105	Prbf.g_00339
OG0001280	Syak.g_00933	Prbf.g_00027
OG0001281	Syak.g_00944	Prbf.g_00021
OG0001282	Syak.g_02564	Prbf.g_00096
OG0001283	Syak.g_01818	Prbf.g_00408
OG0001284	Syak.g_02446	Prbf.g_00232
OG0001285	Syak.g_02381	Prbf.g_00667
OG0001286	Syak.g_01301	Prbf.g_00554
OG0001287	Syak.g_01652	Prbf.g_00494
OG0001288	Syak.g_01686	Prbf.g_00483
OG0001289	Syak.g_02222	Prbf.g_01413
OG0001290	Syak.g_02198	Prbf.g_01428
OG0001291	Syak.g_02147	Prbf.g_01466
OG0001292	Syak.g_01410	Prbf.g_01587
OG0001293	Syak.g_01432	Prbf.g_01600
OG0001295	Syak.g_00740	Prbf.g_00824
OG0001296	Syak.g_02610	Prbf.g_01792
OG0001297	Syak.g_02614	Prbf.g_01797
OG0001298	Syak.g_02703	Prbf.g_01858
OG0001299	Syak.g_00349	Prbf.g_01015
OG0001300	Syak.g_00706	Prbf.g_01268
OG0001301	Syak.g_00721	Prbf.g_01263
OG0001302	Syak.g_00068	Prbf.g_01150
OG0001303	Syak.g_00548	Prbf.g_00731
OG0001304	Syak.g_00664	Prbf.g_01062
OG0001305	Syak.g_00728	Prbf.g_01174
OG0001306	Syak.g_00915	Prbf.g_00903
OG0001307	Syak.g_00344	Prbf.g_00070
OG0001308	Syak.g_01054	Prbf.g_00167
OG0001309	Syak.g_02620	Prbf.g_00274
OG0001311	Syak.g_00651	Prbf.g_01073
OG0001312	Syak.g_00537	Prbf.g_01137
OG0001314	Syak.g_00124	Prbf.g_00372
OG0001315	Syak.g_01284	Prbf.g_00865
OG0001316	Syak.g_02140	Prbf.g_01470
OG0001317	Syak.g_02302	Prbf.g_01572
OG0001318	Syak.g_01424	Prbf.g_01596
OG0001319	Syak.g_01448	Prbf.g_01613
OG0001321	Syak.g_01172	Prbf.g_01735
OG0001322	Syak.g_01171	Prbf.g_01736
OG0001323	Syak.g_02623	Prbf.g_01802
OG0001324	Syak.g_00707	Prbf.g_01267
OG0001325	Syak.g_00800	Prbf.g_01032
OG0001327	Syak.g_00362	Prbf.g_01332
OG0001328	Syak.g_00383	Prbf.g_00045
OG0001329	Syak.g_00280	Prbf.g_00734
OG0001330	Syak.g_00925	Prbf.g_00263
OG0001331	Syak.g_02559	Prbf.g_00101
OG0001332	Syak.g_02485	Prbf.g_00203
OG0001333	Syak.g_02365	Prbf.g_00656
OG0001334	Syak.g_01274	Prbf.g_00532
OG0001335	Syak.g_01273	Prbf.g_00531
OG0001337	Syak.g_01262	Prbf.g_01670
OG0001338	Syak.g_01258	Prbf.g_01673
OG0001340	Syak.g_01261	Prbf.g_01671
OG0001343	Syak.g_01877	Prbf.g_00840
OG0001344	Syak.g_00893	Prbf.g_00922
OG0001345	Syak.g_00856	Prbf.g_00938
OG0001346	Syak.g_00937	Prbf.g_00025
OG0001348	Syak.g_00774	Prbf.g_00826
OG0001350	Syak.g_02306	Prbf.g_01575
OG0001351	Syak.g_01164	Prbf.g_01741
OG0001352	Syak.g_00764	Prbf.g_01283
OG0001353	Syak.g_00612	Prbf.g_01212
OG0001354	Syak.g_00485	Prbf.g_01107
OG0001355	Syak.g_00144	Prbf.g_01053
OG0001356	Syak.g_00773	Prbf.g_00705
OG0001357	Syak.g_00092	Prbf.g_00052
OG0001359	Syak.g_01878	Prbf.g_00839
OG0001364	Syak.g_01552	Prbf.g_00529
OG0001365	Syak.g_01937	Prbf.g_00446
OG0001368	Syak.g_01403	Prbf.g_00051, Prbf.g_00309, Prbf.g_00374
OG0001369	Syak.g_02207	Prbf.g_01418
OG0001371	Syak.g_02231	Prbf.g_01284
OG0001375	Syak.g_01876	Prbf.g_00841
OG0001379	Syak.g_00927	Prbf.g_00032
OG0001380	Syak.g_00237	Prbf.g_00853, Prbf.g_00066
OG0001382	Syak.g_01169	Prbf.g_00063
OG0001394	Syak.g_00399	Prbf.g_01305
OG0001398	Syak.g_00571	Prbf.g_00801
OG0001401	Syak.g_00608	Prbf.g_01207
OG0001402	Syak.g_00012	Prbf.g_01907
OG0001409	Syak.g_00878	Prbf.g_00926
OG0001410	Syak.g_00343	Prbf.g_00069
OG0001411	Syak.g_01581	Prbf.g_01388
OG0001422	Syak.g_00928	Prbf.g_00056
OG0001425	Syak.g_01922	Prbf.g_00436
OG0001429	Syak.g_00547	Prbf.g_01145
OG0001430	Syak.g_01949, Syak.g_00314	Prbf.g_00854
OG0001433	Syak.g_00771	Prbf.g_00706
OG0001434	Syak.g_00404	Prbf.g_01300
OG0001435	Syak.g_00369	Prbf.g_01324
OG0001443	Syak.g_01909	Prbf.g_00857
OG0001448	Syak.g_00121	Prbf.g_01739
OG0001460	Syak.g_00770	Prbf.g_00707
OG0001461	Syak.g_00276	Prbf.g_01379
OG0001464	Syak.g_01260	Prbf.g_01672
OG0001465	Syak.g_00775	Prbf.g_01256
OG0001467	Syak.g_01022	Prbf.g_00090
OG0001476	Syak.g_00882	Prbf.g_00925
OG0001477	Syak.g_00718	Prbf.g_00316
OG0001486	Syak.g_00900	Prbf.g_00916
OG0001488	Syak.g_00872	Prbf.g_00931
OG0001489	Syak.g_01291	Prbf.g_00543
OG0001496	Syak.g_00715	Prbf.g_00318
OG0001497	Syak.g_00717	Prbf.g_00317
OG0001498	Syak.g_01214	Prbf.g_01702
OG0001510	Syak.g_01662	Prbf.g_00490, Prbf.g_00489
OG0001511	Syak.g_02183	Prbf.g_01440
OG0001512	Syak.g_02308	Prbf.g_00861
OG0001514	Syak.g_00714	Prbf.g_00319
OG0001515	Syak.g_00701	Prbf.g_01270
OG0001516	Syak.g_00346	Prbf.g_01012
OG0001517	Syak.g_01245	Prbf.g_01679
OG0001518	Syak.g_01924	Prbf.g_00437
OG0001519	Syak.g_01907	Prbf.g_00432
OG0001525	Syak.g_00091	Prbf.g_00728
OG0001527	Syak.g_02682	Prbf.g_01844
OG0001529	Syak.g_01743	Prbf.g_01363
OG0001530	Syak.g_02185	Prbf.g_01439
OG0001531	Syak.g_02309	Prbf.g_01577
OG0001532	Syak.g_00838	Prbf.g_00949
OG0001534	Syak.g_00665	Prbf.g_01061
OG0001535	Syak.g_00646	Prbf.g_01077
OG0001536	Syak.g_00508	Prbf.g_01121
OG0001537	Syak.g_00392	Prbf.g_01308
OG0001538	Syak.g_00439	Prbf.g_01240
OG0001539	Syak.g_00364	Prbf.g_01330
OG0001540	Syak.g_02155	Prbf.g_01460
OG0001541	Syak.g_02089	Prbf.g_01514
OG0001542	Syak.g_02080	Prbf.g_01520
OG0001543	Syak.g_02007	Prbf.g_00040
OG0001544	Syak.g_01908	Prbf.g_00433
OG0001545	Syak.g_01830	Prbf.g_00418
OG0001549	Syak.g_00577	Prbf.g_01180
OG0001557	Syak.g_00400	Prbf.g_01304
OG0001559	Syak.g_02186	Prbf.g_01438
OG0001560	Syak.g_02199	Prbf.g_01427
OG0001561	Syak.g_00653	Prbf.g_01071
OG0001562	Syak.g_00639	Prbf.g_01084
OG0001563	Syak.g_01306	Prbf.g_00559
OG0001564	Syak.g_01860	Prbf.g_01382
OG0001565	Syak.g_00083	Prbf.g_00364
OG0001572	Syak.g_00097	Prbf.g_00338
OG0001574	Syak.g_02680	Prbf.g_01842
OG0001576	Syak.g_00955	Prbf.g_00012
OG0001577	Syak.g_00903	Prbf.g_00913
OG0001579	Syak.g_01267	Prbf.g_01668
OG0001580	Syak.g_01953	Prbf.g_01370
OG0001588	Syak.g_01554	Prbf.g_01709
OG0001589	Syak.g_02356	Prbf.g_00648
OG0001591	Syak.g_00357	Prbf.g_01291
OG0001592	Syak.g_01952	Prbf.g_01369
OG0001614	Syak.g_01641	Prbf.g_00502
OG0001616	Syak.g_00851	Prbf.g_00941
OG0001617	Syak.g_00710	Prbf.g_01266
OG0001619	Syak.g_00520	Prbf.g_01128
OG0001620	Syak.g_01233	Prbf.g_01687
OG0001621	Syak.g_01420	Prbf.g_01592
OG0001622	Syak.g_01820	Prbf.g_00409
OG0001636	Syak.g_01751	Prbf.g_01357
OG0001638	Syak.g_02404	Prbf.g_00682
OG0001639	Syak.g_02481	Prbf.g_00206
OG0001640	Syak.g_00759	Prbf.g_01158
OG0001641	Syak.g_00467	Prbf.g_01096
OG0001642	Syak.g_00581	Prbf.g_01191
OG0001643	Syak.g_00040	Prbf.g_00987
OG0001644	Syak.g_00783	Prbf.g_01042
OG0001654	Syak.g_02483	Prbf.g_00204
OG0001656	Syak.g_01268	Prbf.g_01667
OG0001657	Syak.g_02117	Prbf.g_01489
OG0001658	Syak.g_01943	Prbf.g_01365
OG0001659	Syak.g_00842	Prbf.g_00821
OG0001676	Syak.g_01264	Prbf.g_01669
OG0001678	Syak.g_01389	Prbf.g_00626
OG0001679	Syak.g_00549	Prbf.g_01674
OG0001693	Syak.g_00735, Syak.g_00733	Prbf.g_00749
OG0001717	Syak.g_02104	Prbf.g_00323
OG0001733	Syak.g_00359	Prbf.g_00709
OG0001747	Syak.g_02134, Syak.g_02135	Prbf.g_01710
OG0001758	Syak.g_00292	Prbf.g_00715
OG0001769	Syak.g_00972	Prbf.g_00866
OG0001770	Syak.g_00323	Prbf.g_00778
OG0001771	Syak.g_00145	Prbf.g_00766
OG0001807	Syak.g_01548	Prbf.g_01381
OG0001875	Syak.g_00293	Prbf.g_00716
OG0001876	Syak.g_00294	Prbf.g_00717
OG0001917	Syak.g_00648	Prbf.g_01076
OG0001965	Syak.g_00384	Prbf.g_00759
OG0002003	Syak.g_00700	Prbf.g_00288
OG0002106	Syak.g_00071	Prbf.g_00054
OG0002109	Syak.g_01102	Prbf.g_00283
OG0002122	Syak.g_00699	Prbf.g_00289
OG0002348	Syak.g_00243	Prbf.g_00827
OG0002433	Syak.g_00130	Prbf.g_00802
OG0002487	Syak.g_00128	Prbf.g_00043
OG0002518	Syak.g_00195	Prbf.g_01937
OG0002926	Syak.g_01101	Prbf.g_00284
