Orthogroup	Syar	Syaf
OG0001120	Syar.g_02507	Syaf.g_01899
OG0001122	Syar.g_01803	Syaf.g_01927
OG0001123	Syar.g_01796	Syaf.g_01934
OG0001124	Syar.g_01793	Syaf.g_01936
OG0001125	Syar.g_01791	Syaf.g_01938
OG0001126	Syar.g_01375	Syaf.g_01409
OG0001127	Syar.g_01374	Syaf.g_01410
OG0001128	Syar.g_01371	Syaf.g_01413
OG0001129	Syar.g_01369	Syaf.g_01415
OG0001130	Syar.g_01368	Syaf.g_01416
OG0001131	Syar.g_02448	Syaf.g_02090
OG0001132	Syar.g_00684	Syaf.g_01722
OG0001133	Syar.g_02249	Syaf.g_02334
OG0001134	Syar.g_02235	Syaf.g_01616
OG0001136	Syar.g_01536	Syaf.g_01286
OG0001137	Syar.g_01944	Syaf.g_01306
OG0001138	Syar.g_01977	Syaf.g_01596
OG0001139	Syar.g_01980	Syaf.g_01594
OG0001140	Syar.g_01981	Syaf.g_01593
OG0001141	Syar.g_01982	Syaf.g_01592
OG0001142	Syar.g_01983	Syaf.g_01591
OG0001143	Syar.g_01698	Syaf.g_01583
OG0001144	Syar.g_01707	Syaf.g_01573
OG0001145	Syar.g_02769	Syaf.g_01267
OG0001146	Syar.g_02782	Syaf.g_01248
OG0001147	Syar.g_01276	Syaf.g_02489
OG0001148	Syar.g_01459	Syaf.g_02735
OG0001149	Syar.g_01458	Syaf.g_02736
OG0001150	Syar.g_01457	Syaf.g_02737
OG0001151	Syar.g_01238	Syaf.g_02750
OG0001152	Syar.g_01237	Syaf.g_02751
OG0001153	Syar.g_01398	Syaf.g_02463
OG0001154	Syar.g_01397	Syaf.g_02464
OG0001155	Syar.g_01211	Syaf.g_01107
OG0001156	Syar.g_01185	Syaf.g_01104
OG0001157	Syar.g_01184	Syaf.g_01103
OG0001158	Syar.g_01183	Syaf.g_01102
OG0001159	Syar.g_01182	Syaf.g_01101
OG0001160	Syar.g_02908	Syaf.g_01058
OG0001161	Syar.g_00382	Syaf.g_00617
OG0001162	Syar.g_03081	Syaf.g_02015
OG0001163	Syar.g_02917	Syaf.g_01050
OG0001164	Syar.g_02922	Syaf.g_01044
OG0001165	Syar.g_02927	Syaf.g_01039
OG0001166	Syar.g_02959	Syaf.g_01010
OG0001167	Syar.g_02982	Syaf.g_01182
OG0001168	Syar.g_02983	Syaf.g_01180
OG0001169	Syar.g_02985	Syaf.g_01178
OG0001170	Syar.g_02987	Syaf.g_01176
OG0001171	Syar.g_02999	Syaf.g_01166
OG0001172	Syar.g_00143	Syaf.g_00173
OG0001173	Syar.g_00142	Syaf.g_00172
OG0001174	Syar.g_00134	Syaf.g_00164
OG0001175	Syar.g_00133	Syaf.g_00163
OG0001176	Syar.g_01025	Syaf.g_00142
OG0001177	Syar.g_01023	Syaf.g_00144
OG0001178	Syar.g_02943	Syaf.g_01028
OG0001179	Syar.g_01055	Syaf.g_00112
OG0001181	Syar.g_01082	Syaf.g_00083
OG0001182	Syar.g_01090	Syaf.g_00074
OG0001184	Syar.g_00653	Syaf.g_00360
OG0001185	Syar.g_00614	Syaf.g_00382
OG0001186	Syar.g_00562	Syaf.g_00418
OG0001187	Syar.g_00548	Syaf.g_00422
OG0001188	Syar.g_00546	Syaf.g_00425
OG0001189	Syar.g_00525	Syaf.g_00441
OG0001190	Syar.g_00330	Syaf.g_00646
OG0001191	Syar.g_00349	Syaf.g_00635
OG0001192	Syar.g_00356	Syaf.g_00630
OG0001193	Syar.g_00711	Syaf.g_00596
OG0001194	Syar.g_00622	Syaf.g_00594
OG0001195	Syar.g_00623	Syaf.g_00593
OG0001196	Syar.g_00453	Syaf.g_00519
OG0001197	Syar.g_00455	Syaf.g_00517
OG0001198	Syar.g_00467	Syaf.g_00501
OG0001199	Syar.g_03045	Syaf.g_00957
OG0001200	Syar.g_03047	Syaf.g_00955
OG0001201	Syar.g_03120	Syaf.g_00902
OG0001202	Syar.g_00991	Syaf.g_00764
OG0001203	Syar.g_03021	Syaf.g_02785
OG0001204	Syar.g_00154	Syaf.g_00185
OG0001205	Syar.g_02869	Syaf.g_01229
OG0001207	Syar.g_01462	Syaf.g_02732
OG0001208	Syar.g_01471	Syaf.g_02719
OG0001211	Syar.g_02323	Syaf.g_02623
OG0001212	Syar.g_02027	Syaf.g_02563
OG0001213	Syar.g_02239	Syaf.g_02324
OG0001214	Syar.g_02420	Syaf.g_02308
OG0001215	Syar.g_00965	Syaf.g_01477
OG0001216	Syar.g_01909	Syaf.g_01980
OG0001217	Syar.g_02852	Syaf.g_02237
OG0001218	Syar.g_01388	Syaf.g_02473
OG0001219	Syar.g_02585	Syaf.g_01796
OG0001222	Syar.g_02552	Syaf.g_01848
OG0001223	Syar.g_02505	Syaf.g_01902
OG0001224	Syar.g_01361	Syaf.g_01438
OG0001225	Syar.g_01929	Syaf.g_01440
OG0001226	Syar.g_03054	Syaf.g_02262
OG0001227	Syar.g_02213	Syaf.g_00614
OG0001230	Syar.g_02816	Syaf.g_02404
OG0001231	Syar.g_00485	Syaf.g_00481
OG0001232	Syar.g_02968	Syaf.g_01000
OG0001235	Syar.g_01019	Syaf.g_00150
OG0001236	Syar.g_00657	Syaf.g_00357
OG0001237	Syar.g_00652	Syaf.g_00362
OG0001238	Syar.g_00351	Syaf.g_00634
OG0001239	Syar.g_03043	Syaf.g_00960
OG0001240	Syar.g_03101	Syaf.g_00919
OG0001241	Syar.g_03112	Syaf.g_00909
OG0001242	Syar.g_00043	Syaf.g_00874
OG0001243	Syar.g_00051	Syaf.g_00867
OG0001244	Syar.g_00075	Syaf.g_00836
OG0001246	Syar.g_01910	Syaf.g_02693
OG0001247	Syar.g_02024	Syaf.g_02004
OG0001248	Syar.g_02059	Syaf.g_02012
OG0001250	Syar.g_01819, Syar.g_03240	Syaf.g_01377
OG0001251	Syar.g_02575	Syaf.g_00588
OG0001252	Syar.g_01372	Syaf.g_01412
OG0001254	Syar.g_02233	Syaf.g_01617
OG0001255	Syar.g_01746	Syaf.g_01070
OG0001256	Syar.g_02915	Syaf.g_01051
OG0001257	Syar.g_00807	Syaf.g_02534
OG0001258	Syar.g_02925	Syaf.g_01041
OG0001259	Syar.g_02986	Syaf.g_01177
OG0001260	Syar.g_03007	Syaf.g_01155
OG0001262	Syar.g_00527	Syaf.g_00439
OG0001263	Syar.g_00054	Syaf.g_00864
OG0001265	Syar.g_00041	Syaf.g_00876
OG0001266	Syar.g_00987	Syaf.g_00760
OG0001267	Syar.g_00225	Syaf.g_00244
OG0001268	Syar.g_01124	Syaf.g_00017
OG0001269	Syar.g_00688	Syaf.g_01653
OG0001270	Syar.g_01175	Syaf.g_01210
OG0001271	Syar.g_01270	Syaf.g_02501
OG0001272	Syar.g_01475	Syaf.g_02715
OG0001273	Syar.g_02413	Syaf.g_02315
OG0001274	Syar.g_00929	Syaf.g_00707
OG0001275	Syar.g_02490	Syaf.g_01917
OG0001276	Syar.g_01797	Syaf.g_01933
OG0001277	Syar.g_02250	Syaf.g_00533
OG0001278	Syar.g_01720	Syaf.g_01562
OG0001279	Syar.g_02841	Syaf.g_02385
OG0001280	Syar.g_03317	Syaf.g_01257
OG0001281	Syar.g_02783	Syaf.g_01247
OG0001282	Syar.g_01460, Syar.g_01351	Syaf.g_02734
OG0001283	Syar.g_00447	Syaf.g_02414, Syaf.g_00524
OG0001284	Syar.g_02900	Syaf.g_01073
OG0001285	Syar.g_02972	Syaf.g_00568
OG0001286	Syar.g_01077	Syaf.g_00089
OG0001287	Syar.g_00606	Syaf.g_00390
OG0001288	Syar.g_00591	Syaf.g_00408
OG0001289	Syar.g_03080	Syaf.g_00935
OG0001290	Syar.g_03111	Syaf.g_00910
OG0001291	Syar.g_00064	Syaf.g_00853
OG0001292	Syar.g_00160	Syaf.g_00191
OG0001293	Syar.g_00198	Syaf.g_00217
OG0001294	Syar.g_01687	Syaf.g_02124
OG0001295	Syar.g_00693	Syaf.g_02637
OG0001296	Syar.g_01506	Syaf.g_02687
OG0001297	Syar.g_01510	Syaf.g_02683
OG0001298	Syar.g_02210	Syaf.g_02584
OG0001299	Syar.g_01915	Syaf.g_02130
OG0001303	Syar.g_02583	Syaf.g_01798
OG0001304	Syar.g_01557	Syaf.g_01950
OG0001305	Syar.g_01937	Syaf.g_01448
OG0001306	Syar.g_01521	Syaf.g_01272
OG0001307	Syar.g_02591	Syaf.g_01638
OG0001308	Syar.g_02798	Syaf.g_02427
OG0001309	Syar.g_00360	Syaf.g_02678
OG0001310	Syar.g_02951	Syaf.g_01018
OG0001311	Syar.g_01795	Syaf.g_01935
OG0001312	Syar.g_02569	Syaf.g_01809
OG0001315	Syar.g_01094	Syaf.g_00071
OG0001317	Syar.g_03025	Syaf.g_02790
OG0001318	Syar.g_00186	Syaf.g_00209
OG0001319	Syar.g_00215	Syaf.g_00232
OG0001325	Syar.g_01577	Syaf.g_01976
OG0001326	Syar.g_00632	Syaf.g_00578
OG0001327	Syar.g_01674	Syaf.g_02116
OG0001329	Syar.g_02337	Syaf.g_02285
OG0001331	Syar.g_01455	Syaf.g_02739
OG0001334	Syar.g_03166	Syaf.g_00060
OG0001336	Syar.g_00448	Syaf.g_00523
OG0001337	Syar.g_01112	Syaf.g_00063, Syaf.g_00040
OG0001338	Syar.g_03232	Syaf.g_00046, Syaf.g_01683, Syaf.g_00036
OG0001339	Syar.g_03114	Syaf.g_00907
OG0001343	Syar.g_03210	Syaf.g_00590
OG0001345	Syar.g_01958	Syaf.g_01323
OG0001346	Syar.g_02778	Syaf.g_01253
OG0001347	Syar.g_00565	Syaf.g_02400
OG0001347	Syar.g_02401	Syaf.g_02483
OG0001348	Syar.g_02259	Syaf.g_01396
OG0001349	Syar.g_02764	Syaf.g_00995
OG0001351	Syar.g_01420	Syaf.g_02539
OG0001353	Syar.g_01809	Syaf.g_01388
OG0001354	Syar.g_02520	Syaf.g_01888
OG0001358	Syar.g_02262	Syaf.g_02341
OG0001359	Syar.g_03211	Syaf.g_00591
OG0001360	Syar.g_01961	Syaf.g_01325
OG0001361	Syar.g_01955	Syaf.g_01320
OG0001364	Syar.g_00284	Syaf.g_00338
OG0001366	Syar.g_02962	Syaf.g_01007
OG0001370	Syar.g_00013	Syaf.g_00569
OG0001371	Syar.g_03059	Syaf.g_00397
OG0001373	Syar.g_00631	Syaf.g_00579
OG0001374	Syar.g_00642	Syaf.g_00571
OG0001376	Syar.g_02600	Syaf.g_00626
OG0001377	Syar.g_02599	Syaf.g_00627
OG0001378	Syar.g_01174	Syaf.g_01209
OG0001379	Syar.g_02772	Syaf.g_01262
OG0001385	Syar.g_00628	Syaf.g_00582
OG0001386	Syar.g_00629	Syaf.g_00581
OG0001387	Syar.g_00630	Syaf.g_00580
OG0001388	Syar.g_00635	Syaf.g_00577
OG0001389	Syar.g_00636	Syaf.g_00576
OG0001390	Syar.g_00637	Syaf.g_00575
OG0001391	Syar.g_00638	Syaf.g_00574
OG0001392	Syar.g_00640	Syaf.g_00573
OG0001393	Syar.g_00641	Syaf.g_00572
OG0001394	Syar.g_02608	Syaf.g_02081
OG0001395	Syar.g_01561	Syaf.g_01958
OG0001396	Syar.g_00566	Syaf.g_02399
OG0001401	Syar.g_01813	Syaf.g_01383
OG0001402	Syar.g_02252	Syaf.g_02336
OG0001406	Syar.g_02601	Syaf.g_00625
OG0001408	Syar.g_02042	Syaf.g_01546
OG0001411	Syar.g_02761, Syar.g_02360	Syaf.g_00310
OG0001412	Syar.g_02400	Syaf.g_02482
OG0001412	Syar.g_00564	Syaf.g_02401
OG0001413	Syar.g_02062	Syaf.g_02344
OG0001413	Syar.g_02063	Syaf.g_02267
OG0001416	Syar.g_00433	Syaf.g_01250
OG0001417	Syar.g_01885	Syaf.g_01887
OG0001420	Syar.g_02680	Syaf.g_02664
OG0001428	Syar.g_00108	Syaf.g_00804
OG0001432	Syar.g_02064, Syar.g_02123	Syaf.g_01492
OG0001433	Syar.g_00173	Syaf.g_01398
OG0001435	Syar.g_01621	Syaf.g_02107
OG0001436	Syar.g_03234	Syaf.g_00332
OG0001438	Syar.g_00240	Syaf.g_00259
OG0001439	Syar.g_00824	Syaf.g_00283
OG0001441	Syar.g_02691	Syaf.g_02673
OG0001442	Syar.g_02622	Syaf.g_02066
OG0001443	Syar.g_00378	Syaf.g_00621
OG0001444	Syar.g_03093	Syaf.g_00942, Syaf.g_00401
OG0001444	Syar.g_03096	Syaf.g_00924
OG0001447	Syar.g_00052	Syaf.g_00866
OG0001449	Syar.g_01897	Syaf.g_00182
OG0001452	Syar.g_00167	Syaf.g_00204
OG0001453	Syar.g_02498	Syaf.g_01909
OG0001454	Syar.g_02065, Syar.g_02122	Syaf.g_02263
OG0001456	Syar.g_00643	Syaf.g_00561
OG0001457	Syar.g_00644	Syaf.g_00560
OG0001458	Syar.g_00645	Syaf.g_00559
OG0001459	Syar.g_00418, Syar.g_02047	Syaf.g_01643
OG0001460	Syar.g_00172	Syaf.g_01399
OG0001461	Syar.g_02478	Syaf.g_01633
OG0001462	Syar.g_00511	Syaf.g_00455
OG0001467	Syar.g_01745	Syaf.g_02280
OG0001470	Syar.g_02358, Syar.g_02369	Syaf.g_01206
OG0001471	Syar.g_00830	Syaf.g_00276
OG0001474	Syar.g_01125	Syaf.g_00016
OG0001475	Syar.g_02370	Syaf.g_01204
OG0001476	Syar.g_01647, Syar.g_02077, Syar.g_02128	Syaf.g_01302
OG0001477	Syar.g_02277	Syaf.g_01457
OG0001478	Syar.g_01259	Syaf.g_02516
OG0001478	Syar.g_03184	Syaf.g_02508
OG0001479	Syar.g_01122	Syaf.g_00019
OG0001480	Syar.g_02013	Syaf.g_01334
OG0001482	Syar.g_02511	Syaf.g_01897
OG0001487	Syar.g_01389	Syaf.g_02472
OG0001488	Syar.g_01948	Syaf.g_01311
OG0001489	Syar.g_01087	Syaf.g_00078
OG0001492	Syar.g_01717	Syaf.g_01565
OG0001493	Syar.g_01725	Syaf.g_01555
OG0001495	Syar.g_01022	Syaf.g_00145
OG0001496	Syar.g_02279	Syaf.g_01459
OG0001497	Syar.g_02278	Syaf.g_01458
OG0001498	Syar.g_01163	Syaf.g_02806
OG0001502	Syar.g_01840	Syaf.g_01341
OG0001504	Syar.g_02046	Syaf.g_01642
OG0001507	Syar.g_03257, Syar.g_01540	Syaf.g_01664
OG0001508	Syar.g_02372	Syaf.g_01207
OG0001510	Syar.g_00601	Syaf.g_00394
OG0001511	Syar.g_03129	Syaf.g_00894
OG0001512	Syar.g_03020	Syaf.g_02784
OG0001513	Syar.g_00995	Syaf.g_00361
OG0001514	Syar.g_02280	Syaf.g_01460
OG0001515	Syar.g_02594	Syaf.g_01472
OG0001516	Syar.g_01918	Syaf.g_02133
OG0001517	Syar.g_01119	Syaf.g_00022
OG0001518	Syar.g_00353	Syaf.g_00632
OG0001519	Syar.g_00380, Syar.g_00002	Syaf.g_00619
OG0001520	Syar.g_02053	Syaf.g_02600
OG0001527	Syar.g_02309	Syaf.g_02609
OG0001528	Syar.g_02371	Syaf.g_01205
OG0001529	Syar.g_00518	Syaf.g_00448
OG0001530	Syar.g_03127	Syaf.g_00896
OG0001531	Syar.g_03019	Syaf.g_02783
OG0001532	Syar.g_01978	Syaf.g_01595
OG0001533	Syar.g_01173	Syaf.g_02543, Syaf.g_02533
OG0001534	Syar.g_01558	Syaf.g_01951
OG0001535	Syar.g_01799	Syaf.g_01931
OG0001536	Syar.g_02544	Syaf.g_01856
OG0001537	Syar.g_02602	Syaf.g_02086
OG0001538	Syar.g_02644	Syaf.g_02044
OG0001539	Syar.g_01626	Syaf.g_02111
OG0001540	Syar.g_00056	Syaf.g_00862
OG0001541	Syar.g_00117	Syaf.g_00795
OG0001542	Syar.g_00128	Syaf.g_00785
OG0001543	Syar.g_00949	Syaf.g_00726
OG0001544	Syar.g_00379, Syar.g_00001	Syaf.g_00620
OG0001545	Syar.g_00865	Syaf.g_00534
OG0001546	Syar.g_03276	Syaf.g_02670
OG0001547	Syar.g_01855	Syaf.g_01777
OG0001549	Syar.g_02838	Syaf.g_01326
OG0001554	Syar.g_00327	Syaf.g_00648
OG0001555	Syar.g_01689	Syaf.g_01698
OG0001556	Syar.g_00177	Syaf.g_01604
OG0001557	Syar.g_02609	Syaf.g_02080
OG0001558	Syar.g_00488	Syaf.g_00478
OG0001559	Syar.g_03126	Syaf.g_00897
OG0001560	Syar.g_03110	Syaf.g_00911
OG0001561	Syar.g_01792	Syaf.g_01937
OG0001562	Syar.g_02484	Syaf.g_01923
OG0001563	Syar.g_01072	Syaf.g_00094
OG0001567	Syar.g_01847	Syaf.g_01776
OG0001568	Syar.g_01866	Syaf.g_01779
OG0001570	Syar.g_02858	Syaf.g_00978
OG0001574	Syar.g_02311	Syaf.g_02611
OG0001575	Syar.g_02306	Syaf.g_02606
OG0001576	Syar.g_02794	Syaf.g_02545
OG0001577	Syar.g_01534	Syaf.g_01284
OG0001578	Syar.g_00863	Syaf.g_02260, Syaf.g_01625
OG0001580	Syar.g_00895	Syaf.g_00662
OG0001590	Syar.g_02412	Syaf.g_01632, Syaf.g_02316
OG0001591	Syar.g_01685	Syaf.g_02122
OG0001592	Syar.g_00310	Syaf.g_00661
OG0001614	Syar.g_00617	Syaf.g_00380
OG0001615	Syar.g_02334	Syaf.g_01364
OG0001616	Syar.g_01964	Syaf.g_01610
OG0001617	Syar.g_01972	Syaf.g_01465
OG0001618	Syar.g_01571	Syaf.g_01969
OG0001619	Syar.g_02556	Syaf.g_01845
OG0001620	Syar.g_01131	Syaf.g_00010
OG0001621	Syar.g_00169	Syaf.g_00205
OG0001622	Syar.g_00446	Syaf.g_00525
OG0001623	Syar.g_01694, Syar.g_01104	Syaf.g_00035
OG0001624	Syar.g_02145	Syaf.g_01503
OG0001624	Syar.g_01312, Syar.g_02156	Syaf.g_00613
OG0001625	Syar.g_00192	Syaf.g_00211
OG0001634	Syar.g_01691	Syaf.g_02127
OG0001636	Syar.g_00510	Syaf.g_00456
OG0001637	Syar.g_00971, Syar.g_02007	Syaf.g_01162
OG0001638	Syar.g_03132	Syaf.g_01021
OG0001639	Syar.g_01212	Syaf.g_01108
OG0001640	Syar.g_01377	Syaf.g_01408
OG0001641	Syar.g_02500	Syaf.g_01907
OG0001642	Syar.g_01387	Syaf.g_01336
OG0001643	Syar.g_02423	Syaf.g_02305
OG0001644	Syar.g_01876	Syaf.g_01962
OG0001645	Syar.g_00803	Syaf.g_01780, Syaf.g_02272
OG0001647	Syar.g_00217	Syaf.g_00234
OG0001652	Syar.g_00486	Syaf.g_00480
OG0001653	Syar.g_03099	Syaf.g_00921, Syaf.g_00507
OG0001654	Syar.g_01214	Syaf.g_01110
OG0001657	Syar.g_00089	Syaf.g_00822
OG0001658	Syar.g_00329	Syaf.g_00647
OG0001659	Syar.g_01973	Syaf.g_01602
OG0001660	Syar.g_00029, Syar.g_01150, Syar.g_01155	Syaf.g_00885, Syaf.g_00889, Syaf.g_02814
OG0001671	Syar.g_00943	Syaf.g_00721
OG0001672	Syar.g_03053	Syaf.g_00949
OG0001673	Syar.g_03028	Syaf.g_02792
OG0001675	Syar.g_02486	Syaf.g_01921
OG0001677	Syar.g_01097	Syaf.g_00068, Syaf.g_01597
OG0001678	Syar.g_00144	Syaf.g_00174
OG0001679	Syar.g_00032	Syaf.g_02602, Syaf.g_02601
OG0001680	Syar.g_02953	Syaf.g_01308, Syaf.g_01016
OG0001682	Syar.g_01573	Syaf.g_02264, Syaf.g_01972
OG0001692	Syar.g_02812	Syaf.g_02408
OG0001694	Syar.g_00227	Syaf.g_00246
OG0001695	Syar.g_00864	Syaf.g_00540
OG0001702	Syar.g_03087	Syaf.g_00930
OG0001703	Syar.g_01463	Syaf.g_02731
OG0001712	Syar.g_01846	Syaf.g_01712
OG0001713	Syar.g_02147	Syaf.g_01303
OG0001715	Syar.g_00804	Syaf.g_02249
OG0001716	Syar.g_01642, Syar.g_00805	Syaf.g_01339
OG0001717	Syar.g_00103	Syaf.g_00809
OG0001726	Syar.g_01863	Syaf.g_01751
OG0001729	Syar.g_03015	Syaf.g_02780
OG0001730	Syar.g_00837, Syar.g_00806	Syaf.g_02777
OG0001731	Syar.g_02884	Syaf.g_01089
OG0001732	Syar.g_00464, Syar.g_01702	Syaf.g_01580
OG0001733	Syar.g_00179	Syaf.g_02119
OG0001735	Syar.g_02469	Syaf.g_00506, Syaf.g_02140
OG0001737	Syar.g_00855	Syaf.g_00265
OG0001738	Syar.g_00717	Syaf.g_00298
OG0001739	Syar.g_00862	Syaf.g_00542
OG0001741	Syar.g_01311, Syar.g_02155	Syaf.g_02250
OG0001748	Syar.g_00941	Syaf.g_00719
OG0001749	Syar.g_00264	Syaf.g_00322, Syaf.g_00308
OG0001750	Syar.g_03097, Syar.g_01648	Syaf.g_00923
OG0001751	Syar.g_03029	Syaf.g_02793, Syaf.g_01781
OG0001752	Syar.g_03009	Syaf.g_01153
OG0001754	Syar.g_00973	Syaf.g_01160, Syaf.g_00677
OG0001755	Syar.g_01515	Syaf.g_02679
OG0001756	Syar.g_00840, Syar.g_01320	Syaf.g_00622
OG0001761	Syar.g_01703, Syar.g_00182	Syaf.g_02366
OG0001762	Syar.g_02493	Syaf.g_01914
OG0001763	Syar.g_02506	Syaf.g_01901
OG0001764	Syar.g_01870	Syaf.g_01784
OG0001766	Syar.g_00902	Syaf.g_00271
OG0001767	Syar.g_02733	Syaf.g_00330
OG0001768	Syar.g_02918	Syaf.g_00778
OG0001769	Syar.g_02437	Syaf.g_02291
OG0001771	Syar.g_02677	Syaf.g_01656
OG0001783	Syar.g_00611	Syaf.g_00385
OG0001784	Syar.g_03090	Syaf.g_00929
OG0001786	Syar.g_02903	Syaf.g_01071
OG0001787	Syar.g_01927	Syaf.g_02655
OG0001788	Syar.g_02351	Syaf.g_02652
OG0001789	Syar.g_02776	Syaf.g_01255
OG0001790	Syar.g_01528	Syaf.g_01279
OG0001792	Syar.g_01708	Syaf.g_01572
OG0001796	Syar.g_01808	Syaf.g_01925
OG0001797	Syar.g_00681	Syaf.g_01817
OG0001798	Syar.g_02248	Syaf.g_02333
OG0001799	Syar.g_02434	Syaf.g_02294
OG0001800	Syar.g_02840	Syaf.g_02386
OG0001801	Syar.g_02821	Syaf.g_02394
OG0001803	Syar.g_02873	Syaf.g_01225
OG0001804	Syar.g_01164	Syaf.g_02805
OG0001805	Syar.g_00927	Syaf.g_00195
OG0001806	Syar.g_00216	Syaf.g_00233
OG0001808	Syar.g_00286	Syaf.g_00347
OG0001809	Syar.g_02274	Syaf.g_00967
OG0001810	Syar.g_00071	Syaf.g_00849
OG0001811	Syar.g_00125, Syar.g_02050	Syaf.g_00788
OG0001812	Syar.g_00311	Syaf.g_00660
OG0001813	Syar.g_00696	Syaf.g_00607
OG0001814	Syar.g_00456	Syaf.g_00516
OG0001815	Syar.g_00465	Syaf.g_00503
OG0001816	Syar.g_01675	Syaf.g_02117
OG0001817	Syar.g_00012	Syaf.g_02239, Syaf.g_01533
OG0001837	Syar.g_00942	Syaf.g_00720
OG0001838	Syar.g_00478	Syaf.g_00490
OG0001839	Syar.g_00506	Syaf.g_00460
OG0001840	Syar.g_00524	Syaf.g_00442
OG0001841	Syar.g_00531	Syaf.g_00435
OG0001842	Syar.g_02270	Syaf.g_01115
OG0001843	Syar.g_00618	Syaf.g_00379
OG0001844	Syar.g_00619	Syaf.g_00378
OG0001845	Syar.g_00621	Syaf.g_00377
OG0001846	Syar.g_00044	Syaf.g_00873
OG0001847	Syar.g_00042	Syaf.g_00875
OG0001848	Syar.g_00037	Syaf.g_00879
OG0001849	Syar.g_03079	Syaf.g_00936
OG0001850	Syar.g_03055	Syaf.g_00947
OG0001851	Syar.g_03049	Syaf.g_00953
OG0001852	Syar.g_03048	Syaf.g_00954
OG0001853	Syar.g_03042	Syaf.g_00961
OG0001854	Syar.g_03023	Syaf.g_02788
OG0001856	Syar.g_02907	Syaf.g_01059
OG0001857	Syar.g_02904	Syaf.g_01062
OG0001858	Syar.g_02339	Syaf.g_01096
OG0001859	Syar.g_01451	Syaf.g_02743
OG0001860	Syar.g_01465	Syaf.g_02729
OG0001861	Syar.g_01476	Syaf.g_02714
OG0001862	Syar.g_01488	Syaf.g_02703
OG0001863	Syar.g_01495	Syaf.g_02698
OG0001864	Syar.g_02227	Syaf.g_02644
OG0001865	Syar.g_02198	Syaf.g_02572
OG0001866	Syar.g_02174	Syaf.g_02549
OG0001867	Syar.g_02172	Syaf.g_02368
OG0001868	Syar.g_02780	Syaf.g_01251
OG0001869	Syar.g_01533	Syaf.g_01283
OG0001870	Syar.g_01543	Syaf.g_01291
OG0001871	Syar.g_01552	Syaf.g_01297
OG0001872	Syar.g_01715	Syaf.g_01566
OG0001873	Syar.g_01965	Syaf.g_01609
OG0001874	Syar.g_01962	Syaf.g_01612
OG0001877	Syar.g_02593	Syaf.g_01471
OG0001878	Syar.g_02489	Syaf.g_01918
OG0001879	Syar.g_02495	Syaf.g_01912
OG0001880	Syar.g_02535	Syaf.g_01866
OG0001881	Syar.g_02536	Syaf.g_01864
OG0001882	Syar.g_00678	Syaf.g_01840
OG0001883	Syar.g_02561	Syaf.g_01816
OG0001884	Syar.g_02571	Syaf.g_01807
OG0001885	Syar.g_02587	Syaf.g_01789
OG0001886	Syar.g_01871	Syaf.g_01785
OG0001887	Syar.g_01971	Syaf.g_02095
OG0001888	Syar.g_02614	Syaf.g_02073
OG0001889	Syar.g_02654	Syaf.g_02033
OG0001890	Syar.g_01831	Syaf.g_01370
OG0001891	Syar.g_01839	Syaf.g_01366
OG0001892	Syar.g_03139, Syar.g_02837	Syaf.g_01333
OG0001893	Syar.g_02247	Syaf.g_02332
OG0001894	Syar.g_02417	Syaf.g_02311
OG0001895	Syar.g_02824	Syaf.g_02390
OG0001896	Syar.g_01171	Syaf.g_01220
OG0001897	Syar.g_01128	Syaf.g_00013
OG0001898	Syar.g_01110	Syaf.g_00029
OG0001899	Syar.g_01062	Syaf.g_00105
OG0001900	Syar.g_00200	Syaf.g_00218
OG0001901	Syar.g_00201	Syaf.g_00219
OG0001902	Syar.g_00232	Syaf.g_00251
OG0001903	Syar.g_00241	Syaf.g_00260
OG0001904	Syar.g_00282	Syaf.g_00336
OG0001905	Syar.g_00288	Syaf.g_00349
OG0001906	Syar.g_00057	Syaf.g_00861
OG0001907	Syar.g_00072	Syaf.g_00844
OG0001908	Syar.g_00119	Syaf.g_00793
OG0001909	Syar.g_01010	Syaf.g_00780
OG0001910	Syar.g_00937	Syaf.g_00715
OG0001912	Syar.g_00345	Syaf.g_00638
OG0001913	Syar.g_00347	Syaf.g_00636
OG0001914	Syar.g_02237	Syaf.g_01621
OG0001915	Syar.g_00462	Syaf.g_00509
OG0001917	Syar.g_01798	Syaf.g_01932
OG0001918	Syar.g_00735	Syaf.g_00547
OG0001924	Syar.g_02672	Syaf.g_02355
OG0001925	Syar.g_02671	Syaf.g_02356
OG0001926	Syar.g_02669	Syaf.g_02357
OG0001927	Syar.g_02668	Syaf.g_02362
OG0001929	Syar.g_00538	Syaf.g_00428
OG0001930	Syar.g_02271	Syaf.g_01114
OG0001931	Syar.g_02272	Syaf.g_01113
OG0001932	Syar.g_00616	Syaf.g_00381
OG0001933	Syar.g_03122	Syaf.g_00900
OG0001934	Syar.g_03106	Syaf.g_00915
OG0001935	Syar.g_03046	Syaf.g_00956
OG0001936	Syar.g_02054	Syaf.g_01689
OG0001937	Syar.g_02892	Syaf.g_01081
OG0001938	Syar.g_01467	Syaf.g_02727
OG0001939	Syar.g_00339	Syaf.g_01475
OG0001940	Syar.g_02211	Syaf.g_02585
OG0001941	Syar.g_02784	Syaf.g_01246
OG0001944	Syar.g_02836	Syaf.g_01498
OG0001946	Syar.g_02597	Syaf.g_01470
