Orthogroup	Syar	Prac
OG0001157	Syar.g_01184	Prac.g_00362
OG0001158	Syar.g_01183	Prac.g_00361
OG0001159	Syar.g_01182	Prac.g_00360
OG0001160	Syar.g_02908	Prac.g_00336
OG0001161	Syar.g_00382	Prac.g_00324
OG0001162	Syar.g_03081	Prac.g_00313
OG0001163	Syar.g_02917	Prac.g_00633
OG0001164	Syar.g_02922	Prac.g_00629
OG0001165	Syar.g_02927	Prac.g_00626
OG0001166	Syar.g_02959	Prac.g_00606
OG0001167	Syar.g_02982	Prac.g_00589
OG0001168	Syar.g_02983	Prac.g_00587
OG0001169	Syar.g_02985	Prac.g_00585
OG0001170	Syar.g_02987	Prac.g_00583
OG0001171	Syar.g_02999	Prac.g_00574
OG0001172	Syar.g_00143	Prac.g_00479
OG0001173	Syar.g_00142	Prac.g_00480
OG0001174	Syar.g_00134	Prac.g_00488
OG0001175	Syar.g_00133	Prac.g_00489
OG0001176	Syar.g_01025	Prac.g_00496
OG0001177	Syar.g_01023	Prac.g_00499
OG0001178	Syar.g_02943	Prac.g_00504
OG0001179	Syar.g_01055	Prac.g_00532
OG0001181	Syar.g_01082	Prac.g_00557
OG0001182	Syar.g_01090	Prac.g_00564
OG0001183	Syar.g_01096	Prac.g_00006
OG0001184	Syar.g_00653	Prac.g_00022
OG0001185	Syar.g_00614	Prac.g_00036
OG0001186	Syar.g_00562	Prac.g_00058
OG0001187	Syar.g_00548	Prac.g_00062
OG0001188	Syar.g_00546	Prac.g_00064
OG0001189	Syar.g_00525	Prac.g_00081
OG0001190	Syar.g_00330	Prac.g_00085
OG0001191	Syar.g_00349	Prac.g_00095
OG0001192	Syar.g_00356	Prac.g_00099
OG0001193	Syar.g_00711	Prac.g_00109
OG0001194	Syar.g_00622	Prac.g_00110
OG0001195	Syar.g_00623	Prac.g_00111
OG0001196	Syar.g_00453	Prac.g_00124
OG0001197	Syar.g_00455	Prac.g_00125
OG0001198	Syar.g_00467	Prac.g_01950
OG0001199	Syar.g_03045	Prac.g_01857
OG0001200	Syar.g_03047	Prac.g_01855
OG0001201	Syar.g_03120	Prac.g_01823
OG0001202	Syar.g_00991	Prac.g_01731
OG0001203	Syar.g_03021	Prac.g_01692
OG0001204	Syar.g_00154	Prac.g_01687
OG0001205	Syar.g_02869	Prac.g_01102
OG0001207	Syar.g_01462	Prac.g_01067
OG0001208	Syar.g_01471	Prac.g_01062
OG0001211	Syar.g_02323	Prac.g_00822
OG0001212	Syar.g_02027	Prac.g_00776
OG0001213	Syar.g_02239	Prac.g_00742
OG0001214	Syar.g_02420	Prac.g_00734
OG0001215	Syar.g_00965	Prac.g_00681
OG0001216	Syar.g_01909	Prac.g_01558
OG0001217	Syar.g_02852	Prac.g_01521
OG0001219	Syar.g_02585	Prac.g_01487
OG0001222	Syar.g_02552	Prac.g_01335
OG0001223	Syar.g_02505	Prac.g_01309
OG0001224	Syar.g_01361	Prac.g_01260
OG0001225	Syar.g_01929	Prac.g_01258
OG0001226	Syar.g_03054	Prac.g_01232
OG0001227	Syar.g_02213	Prac.g_01213
OG0001230	Syar.g_02816	Prac.g_00419
OG0001231	Syar.g_00485	Prac.g_00315
OG0001232	Syar.g_02968	Prac.g_00602
OG0001233	Syar.g_02988	Prac.g_00582
OG0001235	Syar.g_01019	Prac.g_00501
OG0001236	Syar.g_00657	Prac.g_00019
OG0001237	Syar.g_00652	Prac.g_00023
OG0001238	Syar.g_00351	Prac.g_00096
OG0001239	Syar.g_03043	Prac.g_01860
OG0001240	Syar.g_03101	Prac.g_01838
OG0001241	Syar.g_03112	Prac.g_01830
OG0001242	Syar.g_00043	Prac.g_01812
OG0001243	Syar.g_00051	Prac.g_01806
OG0001244	Syar.g_00075	Prac.g_01790
OG0001245	Syar.g_00999	Prac.g_01153
OG0001246	Syar.g_01910	Prac.g_00867
OG0001247	Syar.g_02024	Prac.g_00688
OG0001248	Syar.g_02059	Prac.g_00686
OG0001249	Syar.g_01113	Prac.g_01498
OG0001250	Syar.g_01819, Syar.g_03240	Prac.g_01435
OG0001251	Syar.g_02575	Prac.g_01400
OG0001252	Syar.g_01372	Prac.g_01265
OG0001253	Syar.g_02015	Prac.g_01212
OG0001254	Syar.g_02233	Prac.g_01016
OG0001255	Syar.g_01746	Prac.g_01001
OG0001256	Syar.g_02915	Prac.g_00322
OG0001257	Syar.g_00807	Prac.g_00316
OG0001258	Syar.g_02925	Prac.g_00628
OG0001259	Syar.g_02986	Prac.g_00584
OG0001260	Syar.g_03007	Prac.g_00568
OG0001262	Syar.g_00527	Prac.g_00079
OG0001263	Syar.g_00054	Prac.g_01803
OG0001265	Syar.g_00041	Prac.g_01813
OG0001266	Syar.g_00987	Prac.g_01727
OG0001267	Syar.g_00225	Prac.g_01651
OG0001268	Syar.g_01124	Prac.g_01195
OG0001269	Syar.g_00688	Prac.g_01175
OG0001270	Syar.g_01175	Prac.g_01113
OG0001271	Syar.g_01270	Prac.g_01072
OG0001272	Syar.g_01475	Prac.g_01058
OG0001273	Syar.g_02413	Prac.g_00740
OG0001274	Syar.g_00929	Prac.g_00668
OG0001275	Syar.g_02490	Prac.g_01300
OG0001276	Syar.g_01797	Prac.g_01281
OG0001277	Syar.g_02250	Prac.g_01223
OG0001278	Syar.g_01720	Prac.g_00935
OG0001280	Syar.g_03317	Prac.g_00174
OG0001281	Syar.g_02783	Prac.g_00180
OG0001282	Syar.g_01460, Syar.g_01351	Prac.g_00218
OG0001283	Syar.g_00447	Prac.g_00237
OG0001284	Syar.g_02900	Prac.g_00341
OG0001285	Syar.g_02972	Prac.g_00599
OG0001287	Syar.g_00606	Prac.g_00043
OG0001288	Syar.g_00591	Prac.g_00051
OG0001289	Syar.g_03080	Prac.g_01844
OG0001290	Syar.g_03111	Prac.g_01831
OG0001291	Syar.g_00064	Prac.g_01796
OG0001292	Syar.g_00160	Prac.g_01682
OG0001293	Syar.g_00198	Prac.g_01670
OG0001294	Syar.g_01687	Prac.g_01155
OG0001295	Syar.g_00693	Prac.g_01078
OG0001296	Syar.g_01506	Prac.g_00862
OG0001298	Syar.g_02210	Prac.g_00796
OG0001299	Syar.g_01915	Prac.g_00705
OG0001303	Syar.g_02583	Prac.g_01296
OG0001304	Syar.g_01557	Prac.g_01271
OG0001305	Syar.g_01937	Prac.g_01252
OG0001306	Syar.g_01521	Prac.g_00999
OG0001307	Syar.g_02591	Prac.g_00200
OG0001308	Syar.g_02798	Prac.g_00401
OG0001309	Syar.g_00360	Prac.g_00318
OG0001310	Syar.g_02951	Prac.g_00613
OG0001311	Syar.g_01795	Prac.g_01279
OG0001312	Syar.g_02569	Prac.g_01346
OG0001315	Syar.g_01094	Prac.g_01869
OG0001317	Syar.g_03025	Prac.g_01696
OG0001318	Syar.g_00186	Prac.g_01675
OG0001319	Syar.g_00215	Prac.g_01659
OG0001325	Syar.g_01577	Prac.g_01555
OG0001326	Syar.g_00632	Prac.g_00647
OG0001327	Syar.g_01674	Prac.g_01240
OG0001329	Syar.g_02337	Prac.g_01024
OG0001331	Syar.g_01455	Prac.g_00223
OG0001334	Syar.g_03166	Prac.g_00009
OG0001336	Syar.g_00448	Prac.g_00121
OG0001339	Syar.g_03114	Prac.g_01828
OG0001343	Syar.g_03210	Prac.g_01403
OG0001345	Syar.g_01958	Prac.g_00966
OG0001346	Syar.g_02778	Prac.g_00176
OG0001348	Syar.g_02259	Prac.g_00295
OG0001349	Syar.g_02764	Prac.g_00261
OG0001351	Syar.g_01420	Prac.g_01093
OG0001355	Syar.g_01912	Prac.g_00285, Prac.g_00878
OG0001358	Syar.g_02262	Prac.g_00751
OG0001359	Syar.g_03211	Prac.g_01402
OG0001360	Syar.g_01961	Prac.g_01211
OG0001361	Syar.g_01955	Prac.g_00969
OG0001364	Syar.g_00284	Prac.g_00012
OG0001365	Syar.g_00335	Prac.g_00089
OG0001370	Syar.g_00013	Prac.g_01086
OG0001371	Syar.g_03059	Prac.g_00692
OG0001373	Syar.g_00631	Prac.g_00646
OG0001374	Syar.g_00642	Prac.g_00654
OG0001376	Syar.g_02600, Syar.g_03203	Prac.g_01246
OG0001377	Syar.g_03202, Syar.g_02599	Prac.g_01245
OG0001378	Syar.g_01174	Prac.g_01047
OG0001382	Syar.g_02834, Syar.g_03204	Prac.g_00302
OG0001385	Syar.g_00628	Prac.g_00643
OG0001386	Syar.g_00629	Prac.g_00644
OG0001387	Syar.g_00630	Prac.g_00645
OG0001388	Syar.g_00635	Prac.g_00648
OG0001389	Syar.g_00636	Prac.g_00649
OG0001390	Syar.g_00637	Prac.g_00650
OG0001391	Syar.g_00638	Prac.g_00651
OG0001392	Syar.g_00640	Prac.g_00652
OG0001393	Syar.g_00641	Prac.g_00653
OG0001395	Syar.g_01561	Prac.g_01269
OG0001403	Syar.g_00504	Prac.g_01917
OG0001406	Syar.g_02601	Prac.g_01247
OG0001408	Syar.g_02042	Prac.g_01228, Prac.g_01229
OG0001411	Syar.g_02761, Syar.g_02360	Prac.g_00259
OG0001413	Syar.g_02063	Prac.g_00327
OG0001415	Syar.g_01553	Prac.g_01699
OG0001416	Syar.g_00433	Prac.g_01088, Prac.g_01087
OG0001417	Syar.g_01885	Prac.g_01076, Prac.g_01075
OG0001418	Syar.g_01546	Prac.g_00687
OG0001420	Syar.g_02680	Prac.g_01038
OG0001428	Syar.g_00108	Prac.g_01758
OG0001429	Syar.g_02582	Prac.g_01486
OG0001430	Syar.g_03306	Prac.g_00148
OG0001432	Syar.g_02064, Syar.g_02123	Prac.g_00328
OG0001433	Syar.g_00173	Prac.g_00899
OG0001435	Syar.g_01621	Prac.g_01388
OG0001437	Syar.g_01554	Prac.g_01700
OG0001438	Syar.g_00240	Prac.g_01638
OG0001439	Syar.g_00824	Prac.g_01624
OG0001441	Syar.g_02691	Prac.g_00851
OG0001442	Syar.g_02622	Prac.g_01530
OG0001447	Syar.g_00052	Prac.g_01805
OG0001450	Syar.g_00880	Prac.g_00684
OG0001452	Syar.g_00167	Prac.g_01398
OG0001453	Syar.g_02498	Prac.g_01306
OG0001454	Syar.g_02065, Syar.g_02122	Prac.g_01218
OG0001456	Syar.g_00643	Prac.g_01008
OG0001457	Syar.g_00644	Prac.g_01007
OG0001458	Syar.g_00645	Prac.g_01006
OG0001459	Syar.g_00418, Syar.g_02047	Prac.g_00134
OG0001462	Syar.g_00511	Prac.g_01912
OG0001467	Syar.g_01745	Prac.g_01497
OG0001470	Syar.g_02358, Syar.g_02369	Prac.g_00239
OG0001471	Syar.g_00830	Prac.g_00326
OG0001474	Syar.g_01125	Prac.g_01194
OG0001475	Syar.g_02370	Prac.g_00241
OG0001479	Syar.g_01122	Prac.g_01197
OG0001480	Syar.g_02013	Prac.g_01165
OG0001482	Syar.g_02511	Prac.g_01090
OG0001486	Syar.g_01537	Prac.g_00987
OG0001492	Syar.g_01717	Prac.g_00938
OG0001493	Syar.g_01725	Prac.g_00930
OG0001502	Syar.g_01840	Prac.g_01502
OG0001504	Syar.g_02046	Prac.g_00135
OG0001507	Syar.g_03257, Syar.g_01540	Prac.g_00278
OG0001508	Syar.g_02372	Prac.g_00238
OG0001520	Syar.g_02053	Prac.g_01141, Prac.g_01140
OG0001528	Syar.g_02371	Prac.g_00240
OG0001546	Syar.g_03276, Syar.g_02688	Prac.g_00848
OG0001554	Syar.g_00327	Prac.g_00320
OG0001555	Syar.g_01689	Prac.g_00306
OG0001565	Syar.g_03069	Prac.g_01120
OG0001587	Syar.g_03010	Prac.g_00472
OG0001613	Syar.g_01093	Prac.g_00004
OG0001625	Syar.g_00192	Prac.g_01673
OG0001627	Syar.g_01215	Prac.g_01516
OG0001647	Syar.g_00217	Prac.g_01658
OG0001712	Syar.g_01846	Prac.g_01123
OG0001713	Syar.g_02147	Prac.g_01873
OG0001726	Syar.g_01863	Prac.g_01126
OG0001745	Syar.g_02010	Prac.g_00329
OG0001924	Syar.g_02672	Prac.g_01585
OG0001925	Syar.g_02671	Prac.g_01586
OG0001926	Syar.g_02669	Prac.g_01587
OG0001927	Syar.g_02668	Prac.g_01588
OG0001993	Syar.g_02674	Prac.g_01583
OG0001994	Syar.g_02673	Prac.g_01584
OG0002109	Syar.g_00759, Syar.g_01997	Prac.g_00658, Prac.g_00193
OG0002110	Syar.g_00859	Prac.g_00641, Prac.g_00638
OG0002364	Syar.g_02581	Prac.g_01485
OG0002559	Syar.g_01267	Prac.g_00916
OG0002895	Syar.g_00760	Prac.g_00659, Prac.g_00192
OG0002899	Syar.g_00767, Syar.g_01995	Prac.g_00660
