Orthogroup	Syar	Syag
OG0001137	Syar.g_01944	Syag.g_01123
OG0001138	Syar.g_01977	Syag.g_01090
OG0001139	Syar.g_01980	Syag.g_01088
OG0001140	Syar.g_01981	Syag.g_01087
OG0001141	Syar.g_01982	Syag.g_01086
OG0001142	Syar.g_01983	Syag.g_01085
OG0001143	Syar.g_01698	Syag.g_01077
OG0001144	Syar.g_01707	Syag.g_01064
OG0001145	Syar.g_02769	Syag.g_01169
OG0001146	Syar.g_02782	Syag.g_01218
OG0001147	Syar.g_01276	Syag.g_01360
OG0001148	Syar.g_01459	Syag.g_01539
OG0001149	Syar.g_01458	Syag.g_01540
OG0001150	Syar.g_01457	Syag.g_01541
OG0001151	Syar.g_01238	Syag.g_01554
OG0001152	Syar.g_01237	Syag.g_01555
OG0001153	Syar.g_01398	Syag.g_01375
OG0001154	Syar.g_01397	Syag.g_01374
OG0001155	Syar.g_01211	Syag.g_01616
OG0001156	Syar.g_01185	Syag.g_01619
OG0001157	Syar.g_01184	Syag.g_01620
OG0001158	Syar.g_01183	Syag.g_01621
OG0001159	Syar.g_01182	Syag.g_01622, Syag.g_01625
OG0001160	Syar.g_02908	Syag.g_01666
OG0001161	Syar.g_00382	Syag.g_02163
OG0001162	Syar.g_03081	Syag.g_01238
OG0001163	Syar.g_02917	Syag.g_01674
OG0001164	Syar.g_02922	Syag.g_01680
OG0001165	Syar.g_02927	Syag.g_01685
OG0001166	Syar.g_02959	Syag.g_01715
OG0001167	Syar.g_02982	Syag.g_02383
OG0001168	Syar.g_02983	Syag.g_01740
OG0001169	Syar.g_02985	Syag.g_01742
OG0001170	Syar.g_02987	Syag.g_01744
OG0001171	Syar.g_02999	Syag.g_01755
OG0001172	Syar.g_00143	Syag.g_02693
OG0001173	Syar.g_00142	Syag.g_02694
OG0001174	Syar.g_00134	Syag.g_02703
OG0001175	Syar.g_00133	Syag.g_02704
OG0001176	Syar.g_01025	Syag.g_02723
OG0001177	Syar.g_01023	Syag.g_02720
OG0001178	Syar.g_02943	Syag.g_01694
OG0001179	Syar.g_01055	Syag.g_02754
OG0001181	Syar.g_01082	Syag.g_02784
OG0001182	Syar.g_01090	Syag.g_02793
OG0001183	Syar.g_01096	Syag.g_02798
OG0001184	Syar.g_00653	Syag.g_02428
OG0001185	Syar.g_00614	Syag.g_02399
OG0001186	Syar.g_00562	Syag.g_02364
OG0001187	Syar.g_00548	Syag.g_02361
OG0001188	Syar.g_00546	Syag.g_02359
OG0001189	Syar.g_00525	Syag.g_02334
OG0001190	Syar.g_00330	Syag.g_02126
OG0001191	Syar.g_00349	Syag.g_02142
OG0001192	Syar.g_00356	Syag.g_02149
OG0001193	Syar.g_00711	Syag.g_02182
OG0001194	Syar.g_00622	Syag.g_02185
OG0001195	Syar.g_00623	Syag.g_02186
OG0001196	Syar.g_00453	Syag.g_02254
OG0001197	Syar.g_00455	Syag.g_02256
OG0001198	Syar.g_00467	Syag.g_02269
OG0001199	Syar.g_03045	Syag.g_01825
OG0001200	Syar.g_03047	Syag.g_01827
OG0001201	Syar.g_03120	Syag.g_01886
OG0001202	Syar.g_00991	Syag.g_02032
OG0001203	Syar.g_03021	Syag.g_01783
OG0001204	Syar.g_00154	Syag.g_02673
OG0001207	Syar.g_01462	Syag.g_01536
OG0001208	Syar.g_01471	Syag.g_01526
OG0001211	Syar.g_02323	Syag.g_00272
OG0001212	Syar.g_02027	Syag.g_00334
OG0001213	Syar.g_02239	Syag.g_00394
OG0001214	Syar.g_02420	Syag.g_00412
OG0001215	Syar.g_00965	Syag.g_01014
OG0001216	Syar.g_01909	Syag.g_00920
OG0001217	Syar.g_02852	Syag.g_00151
OG0001218	Syar.g_01388	Syag.g_01364
OG0001219	Syar.g_02585	Syag.g_00767
OG0001222	Syar.g_02552	Syag.g_00797
OG0001223	Syar.g_02505	Syag.g_00843
OG0001224	Syar.g_01361	Syag.g_00969
OG0001225	Syar.g_01929	Syag.g_00971
OG0001226	Syar.g_03054	Syag.g_01835
OG0001227	Syar.g_02213	Syag.g_01240
OG0001230	Syar.g_02816	Syag.g_01430
OG0001231	Syar.g_00485	Syag.g_02289
OG0001232	Syar.g_02968	Syag.g_01724
OG0001233	Syar.g_02988	Syag.g_01745
OG0001235	Syar.g_01019	Syag.g_02715
OG0001236	Syar.g_00657	Syag.g_02432
OG0001237	Syar.g_00652	Syag.g_02426
OG0001238	Syar.g_00351	Syag.g_02144
OG0001239	Syar.g_03043	Syag.g_01822
OG0001240	Syar.g_03101	Syag.g_01869
OG0001241	Syar.g_03112	Syag.g_01879
OG0001243	Syar.g_00051	Syag.g_01920
OG0001244	Syar.g_00075	Syag.g_01948
OG0001245	Syar.g_00999	Syag.g_00213
OG0001246	Syar.g_01910	Syag.g_01498
OG0001247	Syar.g_02024	Syag.g_00710
OG0001248	Syar.g_02059	Syag.g_00175
OG0001249	Syar.g_01113	Syag.g_02837
OG0001250	Syar.g_01819, Syar.g_03240	Syag.g_00725
OG0001251	Syar.g_02575	Syag.g_00472
OG0001252	Syar.g_01372	Syag.g_00960
OG0001253	Syar.g_02015	Syag.g_00094
OG0001254	Syar.g_02233	Syag.g_02165
OG0001255	Syar.g_01746	Syag.g_00440
OG0001256	Syar.g_02915	Syag.g_01673
OG0001257	Syar.g_02468, Syar.g_02269	Syag.g_00217
OG0001257	Syar.g_00807	Syag.g_00176
OG0001258	Syar.g_02925	Syag.g_01683
OG0001259	Syar.g_02986	Syag.g_01743
OG0001260	Syar.g_03007	Syag.g_01763
OG0001262	Syar.g_00527	Syag.g_02336
OG0001263	Syar.g_00054	Syag.g_01923
OG0001265	Syar.g_00041	Syag.g_01910
OG0001266	Syar.g_00987	Syag.g_02036
OG0001267	Syar.g_00225	Syag.g_02598
OG0001268	Syar.g_01124	Syag.g_02850
OG0001269	Syar.g_00688	Syag.g_00480
OG0001270	Syar.g_01175	Syag.g_00030
OG0001271	Syar.g_01270	Syag.g_01353
OG0001272	Syar.g_01475	Syag.g_01522
OG0001273	Syar.g_02413	Syag.g_00405
OG0001274	Syar.g_00929	Syag.g_02076
OG0001275	Syar.g_02490	Syag.g_00857
OG0001276	Syar.g_01797	Syag.g_00874
OG0001278	Syar.g_01720	Syag.g_01054
OG0001279	Syar.g_02841	Syag.g_00490
OG0001280	Syar.g_03317	Syag.g_01189
OG0001281	Syar.g_02783	Syag.g_01219
OG0001282	Syar.g_01460, Syar.g_01351	Syag.g_01538
OG0001283	Syar.g_00447	Syag.g_02248
OG0001284	Syar.g_02900	Syag.g_01656
OG0001285	Syar.g_02972	Syag.g_00142, Syag.g_02205
OG0001286	Syar.g_01077	Syag.g_02778
OG0001287	Syar.g_00606	Syag.g_02391
OG0001288	Syar.g_00591	Syag.g_02373
OG0001289	Syar.g_03080	Syag.g_01850
OG0001290	Syar.g_03111	Syag.g_01878
OG0001291	Syar.g_00064	Syag.g_01933
OG0001292	Syar.g_00160	Syag.g_02667
OG0001293	Syar.g_00198	Syag.g_02625
OG0001294	Syar.g_01687	Syag.g_00593
OG0001295	Syar.g_00693	Syag.g_00968
OG0001296	Syar.g_01506	Syag.g_01492
OG0001297	Syar.g_01510	Syag.g_01488
OG0001298	Syar.g_02210	Syag.g_00309
OG0001299	Syar.g_01915	Syag.g_00582
OG0001303	Syar.g_02583	Syag.g_00769
OG0001304	Syar.g_01557	Syag.g_00890
OG0001305	Syar.g_01937	Syag.g_00981
OG0001306	Syar.g_01521	Syag.g_01160
OG0001307	Syar.g_02591	Syag.g_00577
OG0001308	Syar.g_02798	Syag.g_01406
OG0001309	Syar.g_00360	Syag.g_01482
OG0001311	Syar.g_01795	Syag.g_00876
OG0001312	Syar.g_02569	Syag.g_00779
OG0001313	Syar.g_01264	Syag.g_00391
OG0001315	Syar.g_01094	Syag.g_02796
OG0001317	Syar.g_03025	Syag.g_01787
OG0001318	Syar.g_00186	Syag.g_02633
OG0001319	Syar.g_00215	Syag.g_02609
OG0001325	Syar.g_01577	Syag.g_00916
OG0001326	Syar.g_00632	Syag.g_02190, Syag.g_02195
OG0001329	Syar.g_02337	Syag.g_00498
OG0001331	Syar.g_01455	Syag.g_01543
OG0001334	Syar.g_03166	Syag.g_02807
OG0001336	Syar.g_00448	Syag.g_02249
OG0001337	Syar.g_01112	Syag.g_02804, Syag.g_02824, Syag.g_02835
OG0001338	Syar.g_03232	Syag.g_02818, Syag.g_02831, Syag.g_01431, Syag.g_02827
OG0001339	Syar.g_03114	Syag.g_01881
OG0001343	Syar.g_03210	Syag.g_00562
OG0001345	Syar.g_01958	Syag.g_01108
OG0001346	Syar.g_02778	Syag.g_01193
OG0001347	Syar.g_00565	Syag.g_02350
OG0001348	Syar.g_02259	Syag.g_00941
OG0001349	Syar.g_02764	Syag.g_02479
OG0001351	Syar.g_01420	Syag.g_00055
OG0001353	Syar.g_01809	Syag.g_00716
OG0001354	Syar.g_02520	Syag.g_00830
OG0001358	Syar.g_02262	Syag.g_00374
OG0001359	Syar.g_03211	Syag.g_00561
OG0001360	Syar.g_01961	Syag.g_01106
OG0001361	Syar.g_01955	Syag.g_01111
OG0001364	Syar.g_00284	Syag.g_02448
OG0001365	Syar.g_00335	Syag.g_02131
OG0001366	Syar.g_02962	Syag.g_01718
OG0001370	Syar.g_00013	Syag.g_01395, Syag.g_01660, Syag.g_02204
OG0001373	Syar.g_00631	Syag.g_02194
OG0001374	Syar.g_00642	Syag.g_02202
OG0001376	Syar.g_02600	Syag.g_02153
OG0001377	Syar.g_02599	Syag.g_02152
OG0001378	Syar.g_01174	Syag.g_00028
OG0001379	Syar.g_02772	Syag.g_01183
OG0001383	Syar.g_01880	Syag.g_01776
OG0001383	Syar.g_03016	Syag.g_01775
OG0001385	Syar.g_00628	Syag.g_02191
OG0001386	Syar.g_00629	Syag.g_02192
OG0001387	Syar.g_00630	Syag.g_02193
OG0001388	Syar.g_00635	Syag.g_02196
OG0001389	Syar.g_00636	Syag.g_02197
OG0001390	Syar.g_00637	Syag.g_02198
OG0001391	Syar.g_00638	Syag.g_02199
OG0001392	Syar.g_00640	Syag.g_02200
OG0001393	Syar.g_00641	Syag.g_02201
OG0001394	Syar.g_02608	Syag.g_00635
OG0001395	Syar.g_01561	Syag.g_00898
OG0001396	Syar.g_00566	Syag.g_02349
OG0001401	Syar.g_01813	Syag.g_00720
OG0001402	Syar.g_02252	Syag.g_00379
OG0001403	Syar.g_00504	Syag.g_02308
OG0001406	Syar.g_02601	Syag.g_02154
OG0001408	Syar.g_02042	Syag.g_00450
OG0001411	Syar.g_02761, Syar.g_02360	Syag.g_02424
OG0001412	Syar.g_00564	Syag.g_02351
OG0001413	Syar.g_02063	Syag.g_00224
OG0001416	Syar.g_00433	Syag.g_01198
OG0001417	Syar.g_01885	Syag.g_00829
OG0001420	Syar.g_02680	Syag.g_01465
OG0001428	Syar.g_00108	Syag.g_01981
OG0001429	Syar.g_02582	Syag.g_00770
OG0001432	Syar.g_02064, Syar.g_02123	Syag.g_00448
OG0001433	Syar.g_00173	Syag.g_00943
OG0001435	Syar.g_01621	Syag.g_00605
OG0001436	Syar.g_03234	Syag.g_02453
OG0001438	Syar.g_00240	Syag.g_02583
OG0001439	Syar.g_00824	Syag.g_02554
OG0001442	Syar.g_02622	Syag.g_00648
OG0001443	Syar.g_00378	Syag.g_02157
OG0001444	Syar.g_03093	Syag.g_02380
OG0001444	Syar.g_03096	Syag.g_01863
OG0001447	Syar.g_00052	Syag.g_01921
OG0001449	Syar.g_01897	Syag.g_02676
OG0001452	Syar.g_00167	Syag.g_02638
OG0001453	Syar.g_02498	Syag.g_00849
OG0001454	Syar.g_02065, Syar.g_02122	Syag.g_00204
OG0001456	Syar.g_00643	Syag.g_02212
OG0001457	Syar.g_00644	Syag.g_02213
OG0001458	Syar.g_00645	Syag.g_02214
OG0001459	Syar.g_00418, Syar.g_02047	Syag.g_00535
OG0001460	Syar.g_00172	Syag.g_00944
OG0001461	Syar.g_02478	Syag.g_00521
OG0001462	Syar.g_00511	Syag.g_02315
OG0001467	Syar.g_01745	Syag.g_01322
OG0001470	Syar.g_02358, Syar.g_02369	Syag.g_02420
OG0001471	Syar.g_00830	Syag.g_02563
OG0001474	Syar.g_01125	Syag.g_02851
OG0001475	Syar.g_02370	Syag.g_02418
OG0001477	Syar.g_02277	Syag.g_00990
OG0001478	Syar.g_01259	Syag.g_01337
OG0001478	Syar.g_03184	Syag.g_01344
OG0001479	Syar.g_01122	Syag.g_02848
OG0001480	Syar.g_02013	Syag.g_00451
OG0001482	Syar.g_02511	Syag.g_00839
OG0001486	Syar.g_01537	Syag.g_01143
OG0001487	Syar.g_01389	Syag.g_01365
OG0001488	Syar.g_01948	Syag.g_01119
OG0001489	Syar.g_01087	Syag.g_00515, Syag.g_02789
OG0001492	Syar.g_01717	Syag.g_01057
OG0001493	Syar.g_01725	Syag.g_01045
OG0001495	Syar.g_01022	Syag.g_02719
OG0001496	Syar.g_02279	Syag.g_00993
OG0001497	Syar.g_02278	Syag.g_00991
OG0001498	Syar.g_01163	Syag.g_00006
OG0001502	Syar.g_01840	Syag.g_00739
OG0001504	Syar.g_02046	Syag.g_00534
OG0001507	Syar.g_03257, Syar.g_01540	Syag.g_01794, Syag.g_00083
OG0001508	Syar.g_02372	Syag.g_02421
OG0001510	Syar.g_00601	Syag.g_02386
OG0001511	Syar.g_03129	Syag.g_01893
OG0001512	Syar.g_03020	Syag.g_01781
OG0001513	Syar.g_00995	Syag.g_02427
OG0001514	Syar.g_02280	Syag.g_00994
OG0001515	Syar.g_03266, Syar.g_02594	Syag.g_01007
OG0001516	Syar.g_01918	Syag.g_00579
OG0001517	Syar.g_01119	Syag.g_02844
OG0001518	Syar.g_00353	Syag.g_02146
OG0001519	Syar.g_00380, Syar.g_00002	Syag.g_02161
OG0001520	Syar.g_02053	Syag.g_00294
OG0001525	Syar.g_01315	Syag.g_00464
OG0001527	Syar.g_02309	Syag.g_00287
OG0001528	Syar.g_02371	Syag.g_02419
OG0001529	Syar.g_00518	Syag.g_02327
OG0001530	Syar.g_03127	Syag.g_01891
OG0001531	Syar.g_03019	Syag.g_01780
OG0001532	Syar.g_01978	Syag.g_01089
OG0001533	Syar.g_01173	Syag.g_00026, Syag.g_01324
OG0001534	Syar.g_01558	Syag.g_00891
OG0001535	Syar.g_01799	Syag.g_00871
OG0001536	Syar.g_02544	Syag.g_00805
OG0001537	Syar.g_02602	Syag.g_00629
OG0001538	Syar.g_02644	Syag.g_00672
OG0001539	Syar.g_01626	Syag.g_00601
OG0001540	Syar.g_00056	Syag.g_01925
OG0001541	Syar.g_00117	Syag.g_01990
OG0001542	Syar.g_00128	Syag.g_01999
OG0001543	Syar.g_00949	Syag.g_02058
OG0001544	Syar.g_00379	Syag.g_02158
OG0001545	Syar.g_00865	Syag.g_02238
OG0001546	Syar.g_03276, Syar.g_02688	Syag.g_01473
OG0001547	Syar.g_01855	Syag.g_00753
OG0001554	Syar.g_00327	Syag.g_02124
OG0001556	Syar.g_00177	Syag.g_01096
OG0001557	Syar.g_02609	Syag.g_00636
OG0001558	Syar.g_00488	Syag.g_02292
OG0001559	Syar.g_03126	Syag.g_01890
OG0001560	Syar.g_03110	Syag.g_01877
OG0001561	Syar.g_01792	Syag.g_00878
OG0001562	Syar.g_02484	Syag.g_00863
OG0001563	Syar.g_01072	Syag.g_02772
OG0001565	Syar.g_03069	Syag.g_00449
OG0001567	Syar.g_01847	Syag.g_00752
OG0001568	Syar.g_01866	Syag.g_00754
OG0001574	Syar.g_02311	Syag.g_00285
OG0001575	Syar.g_02306	Syag.g_00290
OG0001576	Syar.g_02794	Syag.g_01233
OG0001577	Syar.g_01534	Syag.g_01146
OG0001578	Syar.g_00863	Syag.g_00101, Syag.g_00226, Syag.g_00216
OG0001580	Syar.g_00895	Syag.g_02112
OG0001590	Syar.g_02412	Syag.g_00519, Syag.g_00497, Syag.g_00404
OG0001591	Syar.g_01685	Syag.g_00595
OG0001592	Syar.g_03309, Syar.g_00310	Syag.g_02113
OG0001594	Syar.g_00848, Syar.g_00374	Syag.g_01304
OG0001614	Syar.g_00617	Syag.g_02401
OG0001616	Syar.g_01964	Syag.g_01102
OG0001617	Syar.g_01972	Syag.g_00998
OG0001618	Syar.g_01571	Syag.g_00909
OG0001619	Syar.g_02556	Syag.g_00794
OG0001620	Syar.g_01131	Syag.g_02857
OG0001621	Syar.g_00169	Syag.g_02637
OG0001622	Syar.g_00446	Syag.g_02247
OG0001623	Syar.g_01694, Syar.g_01104	Syag.g_02828
OG0001624	Syar.g_02145	Syag.g_00164
OG0001624	Syar.g_01312, Syar.g_02156	Syag.g_00443
OG0001625	Syar.g_00192	Syag.g_02631
OG0001634	Syar.g_01691	Syag.g_00585
OG0001636	Syar.g_00510	Syag.g_02314
OG0001637	Syar.g_00971, Syar.g_02007	Syag.g_00020
OG0001638	Syar.g_02949, Syar.g_03132	Syag.g_01700
OG0001639	Syar.g_01212	Syag.g_01615
OG0001640	Syar.g_01377	Syag.g_00955
OG0001641	Syar.g_02500	Syag.g_00847
OG0001642	Syar.g_01387	Syag.g_00742
OG0001643	Syar.g_02423	Syag.g_00415
OG0001644	Syar.g_01876	Syag.g_00902
OG0001645	Syar.g_02340	Syag.g_01441
OG0001645	Syar.g_00803	Syag.g_00559
OG0001647	Syar.g_00217	Syag.g_02607
OG0001652	Syar.g_00486	Syag.g_02290
OG0001653	Syar.g_03099	Syag.g_01866, Syag.g_01462
OG0001654	Syar.g_01214	Syag.g_01613
OG0001657	Syar.g_00089	Syag.g_01962
OG0001658	Syar.g_00329	Syag.g_02125
OG0001659	Syar.g_01973	Syag.g_01093
OG0001660	Syar.g_00029, Syar.g_01150, Syar.g_01155	Syag.g_01899, Syag.g_02870
OG0001671	Syar.g_00943	Syag.g_02063
OG0001672	Syar.g_03053	Syag.g_01833
OG0001673	Syar.g_03028	Syag.g_01789
OG0001674	Syar.g_02089	Syag.g_01317, Syag.g_01316
OG0001675	Syar.g_02486	Syag.g_01692, Syag.g_00861
OG0001677	Syar.g_01097	Syag.g_02800
OG0001678	Syar.g_00144	Syag.g_02692
OG0001680	Syar.g_02953	Syag.g_01709
OG0001682	Syar.g_01573	Syag.g_00911
OG0001692	Syar.g_02812	Syag.g_01426
OG0001694	Syar.g_00227	Syag.g_02596
OG0001695	Syar.g_00864	Syag.g_02232
OG0001702	Syar.g_03087	Syag.g_01855
OG0001703	Syar.g_01463	Syag.g_01535
OG0001712	Syar.g_01846	Syag.g_00089
OG0001713	Syar.g_02147	Syag.g_01128
OG0001715	Syar.g_00804	Syag.g_00114
OG0001717	Syar.g_00103	Syag.g_01976
OG0001726	Syar.g_01863	Syag.g_00747
OG0001729	Syar.g_03015	Syag.g_01774
OG0001730	Syar.g_00837, Syar.g_00806	Syag.g_01769
OG0001731	Syar.g_02884	Syag.g_01640
OG0001732	Syar.g_00464, Syar.g_01702	Syag.g_01069
OG0001733	Syar.g_00179	Syag.g_00597
OG0001734	Syar.g_00188	Syag.g_00740
OG0001735	Syar.g_02469	Syag.g_00555
OG0001737	Syar.g_00855	Syag.g_02577
OG0001738	Syar.g_00717	Syag.g_02539
OG0001739	Syar.g_00862	Syag.g_02230
OG0001741	Syar.g_01311, Syar.g_02155	Syag.g_00163
OG0001748	Syar.g_00941	Syag.g_02065
OG0001749	Syar.g_00264	Syag.g_02461, Syag.g_02506
OG0001750	Syar.g_03097, Syar.g_01648	Syag.g_01864
OG0001752	Syar.g_03009, Syar.g_03214	Syag.g_01766
OG0001754	Syar.g_00973	Syag.g_00022
OG0001755	Syar.g_01515	Syag.g_01483
OG0001756	Syar.g_00840, Syar.g_01320	Syag.g_02151
OG0001761	Syar.g_01703, Syar.g_00182	Syag.g_00361
OG0001762	Syar.g_02493	Syag.g_00854
OG0001763	Syar.g_02506	Syag.g_00842
OG0001764	Syar.g_01870	Syag.g_00758
OG0001766	Syar.g_00902	Syag.g_02567
OG0001767	Syar.g_02733	Syag.g_02455
OG0001768	Syar.g_02918	Syag.g_02008
OG0001771	Syar.g_02677	Syag.g_00180
OG0001783	Syar.g_00611	Syag.g_02396
OG0001784	Syar.g_03090	Syag.g_01860
OG0001786	Syar.g_02903	Syag.g_01658
OG0001787	Syar.g_03272, Syar.g_01927	Syag.g_01455
OG0001788	Syar.g_02351	Syag.g_01452
OG0001789	Syar.g_02776	Syag.g_01191
OG0001790	Syar.g_03295, Syar.g_01528	Syag.g_01153
OG0001792	Syar.g_01708	Syag.g_01063
OG0001794	Syar.g_03304	Syag.g_00888
OG0001796	Syar.g_01808	Syag.g_00865
OG0001797	Syar.g_00681	Syag.g_00786
OG0001798	Syar.g_02248	Syag.g_00381
OG0001799	Syar.g_02434	Syag.g_00430
OG0001800	Syar.g_02840	Syag.g_01287
OG0001801	Syar.g_02821	Syag.g_01440
OG0001803	Syar.g_02873	Syag.g_00039
OG0001804	Syar.g_01164	Syag.g_00007
OG0001805	Syar.g_00927	Syag.g_02661
OG0001806	Syar.g_00216	Syag.g_02608
OG0001808	Syar.g_00286, Syar.g_03226	Syag.g_02441
OG0001809	Syar.g_02274	Syag.g_01936
OG0001810	Syar.g_00071	Syag.g_01938
OG0001811	Syar.g_00125, Syar.g_02050	Syag.g_01997
OG0001812	Syar.g_03308, Syar.g_00311	Syag.g_02114
OG0001813	Syar.g_00696	Syag.g_02168
OG0001814	Syar.g_00456	Syag.g_02257
OG0001815	Syar.g_00465	Syag.g_02267
OG0001816	Syar.g_01675	Syag.g_00599
OG0001837	Syar.g_00942	Syag.g_02064
OG0001838	Syar.g_00478	Syag.g_02280
OG0001839	Syar.g_00506	Syag.g_02310
OG0001840	Syar.g_00524	Syag.g_02333
OG0001841	Syar.g_00531	Syag.g_02342
OG0001843	Syar.g_00618	Syag.g_02402
OG0001844	Syar.g_00619	Syag.g_02403
OG0001845	Syar.g_00621	Syag.g_02404
OG0001846	Syar.g_00044	Syag.g_01913
OG0001847	Syar.g_00042	Syag.g_01911
OG0001848	Syar.g_00037	Syag.g_01907
OG0001849	Syar.g_03079	Syag.g_01849
OG0001850	Syar.g_03055	Syag.g_01836
OG0001851	Syar.g_03049	Syag.g_01829
OG0001852	Syar.g_03048	Syag.g_01828
OG0001853	Syar.g_03042	Syag.g_01821
OG0001854	Syar.g_03023	Syag.g_01785
OG0001855	Syar.g_02726, Syar.g_01767, Syar.g_00369, Syar.g_00922	Syag.g_01313
OG0001856	Syar.g_02907	Syag.g_01665
OG0001857	Syar.g_02904	Syag.g_01662
OG0001858	Syar.g_02339	Syag.g_01634
OG0001859	Syar.g_01451	Syag.g_01547
OG0001860	Syar.g_01465	Syag.g_01533
OG0001861	Syar.g_01476	Syag.g_01521
OG0001862	Syar.g_01488	Syag.g_01509
OG0001863	Syar.g_01495	Syag.g_01503
OG0001864	Syar.g_02227	Syag.g_01444
OG0001865	Syar.g_02198	Syag.g_00323
OG0001866	Syar.g_02174	Syag.g_00349
OG0001867	Syar.g_02172	Syag.g_00359
OG0001868	Syar.g_02780	Syag.g_01197
OG0001869	Syar.g_01533	Syag.g_01147
OG0001870	Syar.g_01543	Syag.g_01138
OG0001871	Syar.g_01552	Syag.g_01133
OG0001872	Syar.g_01715	Syag.g_01058
OG0001873	Syar.g_01965	Syag.g_01101
OG0001874	Syar.g_01962	Syag.g_01104
OG0001877	Syar.g_02593	Syag.g_01006
OG0001878	Syar.g_02489	Syag.g_00858
OG0001879	Syar.g_02495	Syag.g_00852
OG0001880	Syar.g_02535	Syag.g_00815
OG0001881	Syar.g_02536, Syar.g_03301	Syag.g_00813
OG0001882	Syar.g_00678, Syar.g_03147	Syag.g_00789
OG0001883	Syar.g_02561	Syag.g_00785
OG0001884	Syar.g_02571	Syag.g_00483
OG0001885	Syar.g_02587	Syag.g_00764
OG0001886	Syar.g_01871	Syag.g_00760
OG0001887	Syar.g_01971	Syag.g_00619
OG0001888	Syar.g_02614	Syag.g_00640
OG0001889	Syar.g_02654	Syag.g_00682
OG0001890	Syar.g_01831	Syag.g_00732
OG0001891	Syar.g_01839	Syag.g_00736
OG0001892	Syar.g_03139, Syar.g_02837	Syag.g_00447
OG0001893	Syar.g_02247	Syag.g_00382
OG0001894	Syar.g_02417	Syag.g_00409
OG0001895	Syar.g_02824	Syag.g_01296
OG0001896	Syar.g_01171	Syag.g_00024
OG0001897	Syar.g_01128	Syag.g_02854
OG0001898	Syar.g_01110	Syag.g_02836
OG0001899	Syar.g_01062	Syag.g_02761
OG0001900	Syar.g_00200	Syag.g_02623
OG0001901	Syar.g_00201	Syag.g_02622
OG0001902	Syar.g_00232	Syag.g_02591
OG0001903	Syar.g_00241	Syag.g_02582
OG0001904	Syar.g_00282	Syag.g_02450
OG0001905	Syar.g_00288	Syag.g_02438
OG0001906	Syar.g_00057	Syag.g_01926
OG0001907	Syar.g_00072	Syag.g_01944
OG0001908	Syar.g_00119	Syag.g_01992
OG0001909	Syar.g_01010	Syag.g_02006
OG0001910	Syar.g_00937	Syag.g_02068
OG0001912	Syar.g_00345	Syag.g_02139
OG0001913	Syar.g_00347	Syag.g_02141
OG0001914	Syar.g_02237	Syag.g_00149
OG0001915	Syar.g_00462	Syag.g_02264
OG0001917	Syar.g_01798	Syag.g_00873
OG0001918	Syar.g_00735	Syag.g_00531
OG0001924	Syar.g_02672	Syag.g_00366
OG0001925	Syar.g_02671	Syag.g_00365
OG0001926	Syar.g_02669	Syag.g_00364
OG0001927	Syar.g_02668	Syag.g_00363
OG0001929	Syar.g_00538	Syag.g_02352
OG0001932	Syar.g_00616	Syag.g_02400
OG0001933	Syar.g_03122	Syag.g_01888
OG0001934	Syar.g_03106	Syag.g_01873
OG0001935	Syar.g_03046	Syag.g_01826
OG0001936	Syar.g_02054	Syag.g_00111
OG0001937	Syar.g_02892	Syag.g_01648
OG0001938	Syar.g_01467	Syag.g_01531
OG0001939	Syar.g_00339	Syag.g_00441
OG0001940	Syar.g_02211	Syag.g_00307
OG0001941	Syar.g_02784	Syag.g_01220
OG0001942	Syar.g_01836	Syag.g_01161
OG0001943	Syar.g_01382	Syag.g_01126
OG0001944	Syar.g_02836	Syag.g_00746
OG0001946	Syar.g_02597	Syag.g_01005
OG0001947	Syar.g_01379	Syag.g_00953
OG0001948	Syar.g_02504	Syag.g_00844
OG0001949	Syar.g_02524	Syag.g_00824
OG0001950	Syar.g_02526	Syag.g_00822
OG0001951	Syar.g_02537	Syag.g_00812
OG0001952	Syar.g_00679	Syag.g_00788
OG0001953	Syar.g_00680	Syag.g_00787
OG0001957	Syar.g_02242	Syag.g_00387
OG0001958	Syar.g_02471	Syag.g_00558
OG0001960	Syar.g_01278	Syag.g_01361
OG0001961	Syar.g_01268	Syag.g_01351
OG0001964	Syar.g_00131	Syag.g_02706
OG0001966	Syar.g_00194	Syag.g_02629
OG0001967	Syar.g_00196	Syag.g_02627
OG0001968	Syar.g_00197	Syag.g_02626
OG0001969	Syar.g_00827	Syag.g_02561
OG0001970	Syar.g_00059	Syag.g_01928
OG0001971	Syar.g_01012	Syag.g_02004
OG0001972	Syar.g_00916	Syag.g_02082
OG0001974	Syar.g_00325	Syag.g_02122
OG0001975	Syar.g_02236	Syag.g_00150
OG0001976	Syar.g_02238	Syag.g_00148
OG0001979	Syar.g_01841, Syar.g_00404	Syag.g_01012
OG0001980	Syar.g_01111	Syag.g_02832
OG0001993	Syar.g_02674	Syag.g_00368
OG0001994	Syar.g_02673	Syag.g_00367
OG0001996	Syar.g_00502	Syag.g_02306
OG0001997	Syar.g_03095	Syag.g_01862
OG0001999	Syar.g_02142, Syar.g_02981	Syag.g_01737
OG0002002	Syar.g_01714	Syag.g_01059
OG0002003	Syar.g_02127	Syag.g_01009
OG0002006	Syar.g_01380	Syag.g_00952
OG0002007	Syar.g_01994, Syar.g_01381	Syag.g_00951
