Orthogroup	Syar	Prbl
OG0001102	Syar.g_01620	Prbl.g_02410
OG0001103	Syar.g_01618	Prbl.g_02408
OG0001104	Syar.g_02616	Prbl.g_02351
OG0001105	Syar.g_02620	Prbl.g_02356
OG0001106	Syar.g_02553	Prbl.g_02466
OG0001107	Syar.g_02541	Prbl.g_02476
OG0001109	Syar.g_02529	Prbl.g_02485
OG0001110	Syar.g_02527	Prbl.g_02487
OG0001111	Syar.g_02525	Prbl.g_02489
OG0001112	Syar.g_02523	Prbl.g_02491
OG0001113	Syar.g_02522	Prbl.g_02492
OG0001114	Syar.g_02521	Prbl.g_02493
OG0001115	Syar.g_02519	Prbl.g_02495
OG0001116	Syar.g_02517	Prbl.g_02496
OG0001117	Syar.g_02516	Prbl.g_02497
OG0001118	Syar.g_02515	Prbl.g_02498
OG0001119	Syar.g_02513	Prbl.g_02499
OG0001120	Syar.g_02507	Prbl.g_02501
OG0001122	Syar.g_01803	Prbl.g_02529
OG0001123	Syar.g_01796	Prbl.g_02536
OG0001124	Syar.g_01793	Prbl.g_02538
OG0001125	Syar.g_01791	Prbl.g_02540
OG0001126	Syar.g_01375	Prbl.g_00939
OG0001127	Syar.g_01374	Prbl.g_00938
OG0001128	Syar.g_01371	Prbl.g_00935
OG0001129	Syar.g_01369	Prbl.g_00934
OG0001130	Syar.g_01368	Prbl.g_00933
OG0001131	Syar.g_02448	Prbl.g_02575
OG0001132	Syar.g_00684	Prbl.g_01603
OG0001133	Syar.g_02249	Prbl.g_01621
OG0001134	Syar.g_02235	Prbl.g_02204
OG0001136	Syar.g_01536	Prbl.g_02082
OG0001137	Syar.g_01944	Prbl.g_02102
OG0001138	Syar.g_01977	Prbl.g_01118
OG0001139	Syar.g_01980	Prbl.g_01116
OG0001140	Syar.g_01981	Prbl.g_01115
OG0001141	Syar.g_01982	Prbl.g_01114
OG0001142	Syar.g_01983	Prbl.g_01113
OG0001143	Syar.g_01698	Prbl.g_01376
OG0001144	Syar.g_01707	Prbl.g_02580
OG0001145	Syar.g_02769	Prbl.g_01711
OG0001146	Syar.g_02782	Prbl.g_01727
OG0001147	Syar.g_01276	Prbl.g_01333
OG0001148	Syar.g_01459	Prbl.g_00501
OG0001149	Syar.g_01458	Prbl.g_00500
OG0001150	Syar.g_01457	Prbl.g_00499
OG0001151	Syar.g_01238	Prbl.g_00487
OG0001152	Syar.g_01237	Prbl.g_00486
OG0001153	Syar.g_01398	Prbl.g_00704
OG0001154	Syar.g_01397	Prbl.g_00705
OG0001155	Syar.g_01211	Prbl.g_00454
OG0001156	Syar.g_01185	Prbl.g_00451
OG0001157	Syar.g_01184	Prbl.g_01604
OG0001158	Syar.g_01183	Prbl.g_00450
OG0001159	Syar.g_01182	Prbl.g_00449
OG0001160	Syar.g_02908	Prbl.g_00420
OG0001161	Syar.g_00382	Prbl.g_01601
OG0001162	Syar.g_03081	Prbl.g_00048
OG0001163	Syar.g_02917	Prbl.g_00406
OG0001164	Syar.g_02922	Prbl.g_00401
OG0001165	Syar.g_02927	Prbl.g_00398
OG0001166	Syar.g_02959	Prbl.g_00371
OG0001167	Syar.g_02982	Prbl.g_00350
OG0001168	Syar.g_02983	Prbl.g_00348
OG0001169	Syar.g_02985	Prbl.g_00346
OG0001170	Syar.g_02987	Prbl.g_00344
OG0001171	Syar.g_02999	Prbl.g_00334
OG0001173	Syar.g_00142	Prbl.g_01062
OG0001174	Syar.g_00134	Prbl.g_01054
OG0001175	Syar.g_00133	Prbl.g_01053
OG0001176	Syar.g_01025	Prbl.g_00953
OG0001177	Syar.g_01023	Prbl.g_00951
OG0001179	Syar.g_01055	Prbl.g_00982
OG0001181	Syar.g_01082	Prbl.g_01138
OG0001182	Syar.g_01090	Prbl.g_01147
OG0001183	Syar.g_01096	Prbl.g_01175
OG0001184	Syar.g_00653	Prbl.g_00848
OG0001185	Syar.g_00614	Prbl.g_01291
OG0001186	Syar.g_00562	Prbl.g_02026
OG0001187	Syar.g_00548	Prbl.g_02022
OG0001188	Syar.g_00546	Prbl.g_02018
OG0001189	Syar.g_00525	Prbl.g_01996
OG0001190	Syar.g_00330	Prbl.g_02239
OG0001191	Syar.g_00349	Prbl.g_02226
OG0001192	Syar.g_00356	Prbl.g_02219
OG0001193	Syar.g_00711	Prbl.g_02181
OG0001194	Syar.g_00622	Prbl.g_02175
OG0001195	Syar.g_00623	Prbl.g_02174
OG0001196	Syar.g_00453	Prbl.g_02138
OG0001197	Syar.g_00455	Prbl.g_02136
OG0001198	Syar.g_00467	Prbl.g_02124
OG0001199	Syar.g_03045	Prbl.g_00602
OG0001200	Syar.g_03047	Prbl.g_00600
OG0001201	Syar.g_03120	Prbl.g_00551
OG0001202	Syar.g_00991	Prbl.g_00095
OG0001203	Syar.g_03021	Prbl.g_00197
OG0001204	Syar.g_00154	Prbl.g_02667
OG0001205	Syar.g_02869	Prbl.g_00642
OG0001207	Syar.g_01462	Prbl.g_00503
OG0001208	Syar.g_01471	Prbl.g_00513
OG0001211	Syar.g_02323	Prbl.g_01884
OG0001212	Syar.g_02027	Prbl.g_01765
OG0001213	Syar.g_02239	Prbl.g_01631
OG0001214	Syar.g_02420	Prbl.g_01641
OG0001215	Syar.g_00965	Prbl.g_01858
OG0001216	Syar.g_01909	Prbl.g_02564
OG0001217	Syar.g_02852	Prbl.g_01904
OG0001218	Syar.g_01388	Prbl.g_00716
OG0001219	Syar.g_02585	Prbl.g_02435
OG0001222	Syar.g_02552	Prbl.g_02210
OG0001223	Syar.g_02505	Prbl.g_02503
OG0001224	Syar.g_01361	Prbl.g_00931
OG0001225	Syar.g_01929	Prbl.g_00929
OG0001226	Syar.g_03054	Prbl.g_01704
OG0001227	Syar.g_02213	Prbl.g_00472
OG0001230	Syar.g_02816	Prbl.g_00252
OG0001231	Syar.g_00485	Prbl.g_01957
OG0001232	Syar.g_02968	Prbl.g_00366
OG0001233	Syar.g_02988	Prbl.g_00343
OG0001235	Syar.g_01019	Prbl.g_00948
OG0001236	Syar.g_00657	Prbl.g_00852
OG0001237	Syar.g_00652	Prbl.g_00845
OG0001238	Syar.g_00351	Prbl.g_02225
OG0001239	Syar.g_03043	Prbl.g_00605
OG0001240	Syar.g_03101	Prbl.g_00568
OG0001241	Syar.g_03112	Prbl.g_00558
OG0001242	Syar.g_00043	Prbl.g_01322
OG0001243	Syar.g_00051	Prbl.g_00828
OG0001245	Syar.g_00999	Prbl.g_01693
OG0001246	Syar.g_01910	Prbl.g_00803
OG0001247	Syar.g_02024	Prbl.g_02295
OG0001248	Syar.g_02059	Prbl.g_01869
OG0001249	Syar.g_01113	Prbl.g_01195
OG0001250	Syar.g_01819, Syar.g_03240	Prbl.g_01546
OG0001252	Syar.g_01372	Prbl.g_00936
OG0001253	Syar.g_02015	Prbl.g_01686
OG0001254	Syar.g_02233	Prbl.g_02203
OG0001255	Syar.g_01746	Prbl.g_00036
OG0001258	Syar.g_02925	Prbl.g_00400
OG0001259	Syar.g_02986	Prbl.g_00345
OG0001260	Syar.g_03007	Prbl.g_00315
OG0001262	Syar.g_00527	Prbl.g_01999
OG0001263	Syar.g_00054	Prbl.g_00826
OG0001265	Syar.g_00041	Prbl.g_01324
OG0001266	Syar.g_00987	Prbl.g_00099
OG0001267	Syar.g_00225	Prbl.g_01453
OG0001268	Syar.g_01124	Prbl.g_01207
OG0001269	Syar.g_00688	Prbl.g_01564
OG0001270	Syar.g_01175	Prbl.g_00654
OG0001271	Syar.g_01270	Prbl.g_01343
OG0001272	Syar.g_01475	Prbl.g_00517
OG0001273	Syar.g_02413	Prbl.g_01634
OG0001274	Syar.g_00929	Prbl.g_01263
OG0001275	Syar.g_02490	Prbl.g_02518
OG0001276	Syar.g_01797	Prbl.g_02535
OG0001277	Syar.g_02250	Prbl.g_02152
OG0001278	Syar.g_01720	Prbl.g_02592
OG0001279	Syar.g_02841	Prbl.g_00156
OG0001280	Syar.g_03317	Prbl.g_01719
OG0001281	Syar.g_02783	Prbl.g_01728
OG0001283	Syar.g_00447	Prbl.g_02143
OG0001285	Syar.g_02972	Prbl.g_00362
OG0001286	Syar.g_01077	Prbl.g_01132
OG0001288	Syar.g_00591	Prbl.g_02059
OG0001290	Syar.g_03111	Prbl.g_00559
OG0001291	Syar.g_00064	Prbl.g_00816
OG0001292	Syar.g_00160	Prbl.g_01512
OG0001293	Syar.g_00198	Prbl.g_01489
OG0001294	Syar.g_01687	Prbl.g_01393
OG0001295	Syar.g_00693	Prbl.g_00748
OG0001297	Syar.g_01510	Prbl.g_00793
OG0001298	Syar.g_02210	Prbl.g_01791
OG0001303	Syar.g_02583	Prbl.g_02437
OG0001307	Syar.g_02591	Prbl.g_00723
OG0001308	Syar.g_02798	Prbl.g_00224
OG0001309	Syar.g_00360	Prbl.g_00787
OG0001310	Syar.g_02951	Prbl.g_00377
OG0001311	Syar.g_01795	Prbl.g_02537
OG0001312	Syar.g_02569	Prbl.g_02448
OG0001319	Syar.g_00215	Prbl.g_01463
OG0001326	Syar.g_00632	Prbl.g_02168
OG0001329	Syar.g_02337	Prbl.g_01079
OG0001331	Syar.g_01455	Prbl.g_00497
OG0001334	Syar.g_03166	Prbl.g_01179
OG0001336	Syar.g_00448	Prbl.g_02142
OG0001337	Syar.g_01112	Prbl.g_01189
OG0001339	Syar.g_03114	Prbl.g_00556
OG0001347	Syar.g_00565	Prbl.g_02051
OG0001347	Syar.g_02401	Prbl.g_01002
OG0001348	Syar.g_02259	Prbl.g_01243
OG0001351	Syar.g_01420	Prbl.g_00624
OG0001353	Syar.g_01809	Prbl.g_01537
OG0001354	Syar.g_02520	Prbl.g_02494
OG0001355	Syar.g_01912	Prbl.g_02379
OG0001358	Syar.g_02262	Prbl.g_01615
OG0001360	Syar.g_01961	Prbl.g_01104
OG0001361	Syar.g_01955	Prbl.g_00182
OG0001365	Syar.g_00335	Prbl.g_02234
OG0001366	Syar.g_02962	Prbl.g_01335, Prbl.g_00368
OG0001370	Syar.g_00013	Prbl.g_02288
OG0001371	Syar.g_03059	Prbl.g_01915
OG0001373	Syar.g_00631	Prbl.g_02169
OG0001374	Syar.g_00642	Prbl.g_02161
OG0001376	Syar.g_02600, Syar.g_03203	Prbl.g_02216
OG0001377	Syar.g_03202, Syar.g_02599	Prbl.g_02217
OG0001378	Syar.g_01174	Prbl.g_00661
OG0001379	Syar.g_02772	Prbl.g_01714
OG0001382	Syar.g_02834, Syar.g_03204	Prbl.g_02571
OG0001383	Syar.g_01880	Prbl.g_00191
OG0001383	Syar.g_03016	Prbl.g_00190
OG0001385	Syar.g_00628	Prbl.g_02172
OG0001386	Syar.g_00629	Prbl.g_02171
OG0001387	Syar.g_00630	Prbl.g_02170
OG0001388	Syar.g_00635	Prbl.g_02167
OG0001389	Syar.g_00636	Prbl.g_02166
OG0001390	Syar.g_00637	Prbl.g_02165
OG0001391	Syar.g_00638	Prbl.g_02164
OG0001392	Syar.g_00640	Prbl.g_02163
OG0001393	Syar.g_00641	Prbl.g_02162
OG0001394	Syar.g_02608	Prbl.g_02366
OG0001395	Syar.g_01561	Prbl.g_02548
OG0001396	Syar.g_00566, Syar.g_02402	Prbl.g_02050
OG0001401	Syar.g_01813	Prbl.g_01541
OG0001402	Syar.g_02252	Prbl.g_01620
OG0001403	Syar.g_00504	Prbl.g_01976
OG0001406	Syar.g_02601	Prbl.g_02215
OG0001412	Syar.g_02400	Prbl.g_01003
OG0001412	Syar.g_00564	Prbl.g_02052
OG0001415	Syar.g_01553	Prbl.g_01770
OG0001416	Syar.g_00433	Prbl.g_01725
OG0001418	Syar.g_01546	Prbl.g_01046
OG0001434	Syar.g_02613	Prbl.g_02362
OG0001435	Syar.g_01621	Prbl.g_02411
OG0001436	Syar.g_03234	Prbl.g_00872
OG0001437	Syar.g_01554	Prbl.g_01769
OG0001438	Syar.g_00240	Prbl.g_01438
OG0001441	Syar.g_02691	Prbl.g_00782
OG0001442	Syar.g_02622	Prbl.g_02358
OG0001443	Syar.g_00378	Prbl.g_00408
OG0001444	Syar.g_03093	Prbl.g_01234
OG0001444	Syar.g_03096	Prbl.g_00574
OG0001449	Syar.g_01897	Prbl.g_01940
OG0001450	Syar.g_00880	Prbl.g_01847
OG0001461	Syar.g_02478	Prbl.g_00620
OG0001462	Syar.g_00511	Prbl.g_01983
OG0001470	Syar.g_02358, Syar.g_02369	Prbl.g_02028
OG0001475	Syar.g_02370	Prbl.g_02030
OG0001476	Syar.g_01647, Syar.g_02077, Syar.g_02128	Prbl.g_02095
OG0001477	Syar.g_02277	Prbl.g_00017
OG0001478	Syar.g_01259	Prbl.g_01349
OG0001479	Syar.g_01122	Prbl.g_01205
OG0001487	Syar.g_01389	Prbl.g_00715, Prbl.g_00714, Prbl.g_00713
OG0001488	Syar.g_03222, Syar.g_01948	Prbl.g_02106
OG0001489	Syar.g_01087	Prbl.g_01143
OG0001495	Syar.g_01022	Prbl.g_00950
OG0001496	Syar.g_02279	Prbl.g_00013
OG0001497	Syar.g_02278	Prbl.g_00016
OG0001498	Syar.g_01163	Prbl.g_02675
OG0001508	Syar.g_02372	Prbl.g_02027
OG0001509	Syar.g_00570	Prbl.g_02048, Prbl.g_01299
OG0001510	Syar.g_00601	Prbl.g_02635
OG0001511	Syar.g_03129	Prbl.g_00544
OG0001512	Syar.g_03020	Prbl.g_00195
OG0001513	Syar.g_00995	Prbl.g_01706
OG0001514	Syar.g_02280	Prbl.g_00012
OG0001515	Syar.g_03266, Syar.g_02594	Prbl.g_01865
OG0001516	Syar.g_01918	Prbl.g_01402
OG0001517	Syar.g_01119	Prbl.g_01202
OG0001518	Syar.g_00353	Prbl.g_02223
OG0001519	Syar.g_00380, Syar.g_00002	Prbl.g_02212
OG0001525	Syar.g_01315	Prbl.g_01807
OG0001527	Syar.g_02309	Prbl.g_01898
OG0001528	Syar.g_02371	Prbl.g_02024
OG0001529	Syar.g_00518	Prbl.g_01989
OG0001530	Syar.g_03127	Prbl.g_00546
OG0001531	Syar.g_03019	Prbl.g_00194
OG0001532	Syar.g_01978	Prbl.g_01117
OG0001533	Syar.g_01173	Prbl.g_00662, Prbl.g_01699
OG0001534	Syar.g_01558	Prbl.g_02545
OG0001535	Syar.g_01799	Prbl.g_02533
OG0001536	Syar.g_02544	Prbl.g_02474
OG0001537	Syar.g_02602	Prbl.g_02374
OG0001538	Syar.g_02644	Prbl.g_02330
OG0001539	Syar.g_01626	Prbl.g_01587
OG0001540	Syar.g_00056	Prbl.g_00824
OG0001541	Syar.g_00117	Prbl.g_00267
OG0001542	Syar.g_00128	Prbl.g_00073
OG0001543	Syar.g_00949	Prbl.g_01241
OG0001544	Syar.g_00379, Syar.g_00001	Prbl.g_02213
OG0001545	Syar.g_00865	Prbl.g_02153
OG0001555	Syar.g_01689	Prbl.g_01949
OG0001558	Syar.g_00488	Prbl.g_01960
OG0001559	Syar.g_03126	Prbl.g_00547
OG0001560	Syar.g_03110	Prbl.g_00560
OG0001561	Syar.g_01792	Prbl.g_02539
OG0001562	Syar.g_02484	Prbl.g_02525
OG0001563	Syar.g_01072	Prbl.g_00999
OG0001565	Syar.g_03069	Prbl.g_02291
OG0001574	Syar.g_02311	Prbl.g_01896
OG0001575	Syar.g_02306	Prbl.g_01901
OG0001576	Syar.g_02794	Prbl.g_01737
OG0001577	Syar.g_01534	Prbl.g_02080
OG0001580	Syar.g_00895	Prbl.g_02250
OG0001590	Syar.g_02412	Prbl.g_01565
OG0001591	Syar.g_01685	Prbl.g_01591
OG0001592	Syar.g_03309, Syar.g_00310	Prbl.g_02249
OG0001614	Syar.g_00617	Prbl.g_01293
OG0001615	Syar.g_03185, Syar.g_02334	Prbl.g_02646
OG0001616	Syar.g_01964	Prbl.g_01380
OG0001617	Syar.g_01972	Prbl.g_00728
OG0001618	Syar.g_01571	Prbl.g_02557
OG0001619	Syar.g_02556	Prbl.g_02464
OG0001620	Syar.g_01131	Prbl.g_01215
OG0001621	Syar.g_00169	Prbl.g_01500
OG0001622	Syar.g_00446	Prbl.g_02144
OG0001627	Syar.g_01215	Prbl.g_00458
OG0001634	Syar.g_01691	Prbl.g_01396
OG0001636	Syar.g_00510	Prbl.g_01982
OG0001637	Syar.g_00971, Syar.g_02007	Prbl.g_00325
OG0001638	Syar.g_02949, Syar.g_03132	Prbl.g_00379
OG0001639	Syar.g_01212	Prbl.g_00455
OG0001640	Syar.g_01377	Prbl.g_00940
OG0001641	Syar.g_02500	Prbl.g_02507
OG0001642	Syar.g_01387	Prbl.g_01563
OG0001643	Syar.g_02423	Prbl.g_01644
OG0001652	Syar.g_00486	Prbl.g_01958
OG0001653	Syar.g_03099	Prbl.g_00571
OG0001654	Syar.g_01214	Prbl.g_00457
OG0001657	Syar.g_00089	Prbl.g_00292
OG0001658	Syar.g_00329	Prbl.g_02240
OG0001661	Syar.g_00911	Prbl.g_01077, Prbl.g_01071
OG0001671	Syar.g_00943	Prbl.g_01248
OG0001672	Syar.g_03053	Prbl.g_00594
OG0001673	Syar.g_03028	Prbl.g_01921
OG0001674	Syar.g_02089	Prbl.g_00321, Prbl.g_00320
OG0001675	Syar.g_02486	Prbl.g_02522, Prbl.g_02524
OG0001677	Syar.g_01097	Prbl.g_01176
OG0001680	Syar.g_02953	Prbl.g_01485
OG0001692	Syar.g_02812	Prbl.g_00247
OG0001694	Syar.g_00227	Prbl.g_01451
OG0001695	Syar.g_00864	Prbl.g_02158
OG0001702	Syar.g_03087	Prbl.g_00581
OG0001703	Syar.g_01463	Prbl.g_00504
OG0001712	Syar.g_01846	Prbl.g_02283
OG0001714	Syar.g_00576	Prbl.g_02038
OG0001715	Syar.g_00804	Prbl.g_01675
OG0001716	Syar.g_01642	Prbl.g_01559
OG0001726	Syar.g_01863	Prbl.g_02425
OG0001729	Syar.g_03015	Prbl.g_00189
OG0001730	Syar.g_00837, Syar.g_00806	Prbl.g_02624
OG0001731	Syar.g_02884	Prbl.g_00442
OG0001732	Syar.g_00464, Syar.g_01702	Prbl.g_01373
OG0001734	Syar.g_00188	Prbl.g_01561
OG0001735	Syar.g_02469	Prbl.g_01410
OG0001737	Syar.g_00855	Prbl.g_01433
OG0001738	Syar.g_00717	Prbl.g_00899
OG0001748	Syar.g_00941	Prbl.g_01250
OG0001749	Syar.g_00264	Prbl.g_00882
OG0001750	Syar.g_03097, Syar.g_01648	Prbl.g_00573
OG0001751	Syar.g_03029	Prbl.g_01920
OG0001752	Syar.g_03009, Syar.g_03214	Prbl.g_02621
OG0001754	Syar.g_00973	Prbl.g_00322
OG0001755	Syar.g_01515	Prbl.g_00788
OG0001761	Syar.g_01703, Syar.g_00182	Prbl.g_01826
OG0001762	Syar.g_02493	Prbl.g_02515
OG0001763	Syar.g_02506	Prbl.g_02502
OG0001764	Syar.g_01870	Prbl.g_02428
OG0001766	Syar.g_00902	Prbl.g_01423
OG0001767	Syar.g_02733	Prbl.g_00874
OG0001783	Syar.g_00611	Prbl.g_01288
OG0001784	Syar.g_03090	Prbl.g_00578
OG0001786	Syar.g_02903	Prbl.g_00426
OG0001787	Syar.g_03272, Syar.g_01927	Prbl.g_00767
OG0001788	Syar.g_02351	Prbl.g_00764
OG0001789	Syar.g_02776	Prbl.g_01721
OG0001790	Syar.g_01528	Prbl.g_02073
OG0001792	Syar.g_01708	Prbl.g_02581
OG0001794	Syar.g_03304	Prbl.g_02604
OG0001796	Syar.g_01808	Prbl.g_02527
OG0001797	Syar.g_00681	Prbl.g_02457
OG0001798	Syar.g_02248	Prbl.g_01622
OG0001799	Syar.g_02434	Prbl.g_01661
OG0001800	Syar.g_02840	Prbl.g_00159
OG0001801	Syar.g_02821	Prbl.g_00256
OG0001803	Syar.g_02873	Prbl.g_00646
OG0001804	Syar.g_01164	Prbl.g_02676
OG0001805	Syar.g_00927	Prbl.g_01507
OG0001806	Syar.g_00216	Prbl.g_01462
OG0001808	Syar.g_00286, Syar.g_03226	Prbl.g_00860
OG0001809	Syar.g_02274	Prbl.g_00813
OG0001810	Syar.g_00071	Prbl.g_00811
OG0001811	Syar.g_00125, Syar.g_02050	Prbl.g_00070
OG0001812	Syar.g_00311	Prbl.g_02248
OG0001813	Syar.g_00696	Prbl.g_02193
OG0001814	Syar.g_00456	Prbl.g_02135
OG0001815	Syar.g_00465	Prbl.g_02126
OG0001837	Syar.g_00942	Prbl.g_01249
OG0001838	Syar.g_00478	Prbl.g_02113
OG0001839	Syar.g_00506	Prbl.g_01978
OG0001840	Syar.g_00524	Prbl.g_01995
OG0001841	Syar.g_00531	Prbl.g_02003
OG0001842	Syar.g_02270	Prbl.g_01232
OG0001843	Syar.g_00618	Prbl.g_01294
OG0001844	Syar.g_00619	Prbl.g_01295
OG0001845	Syar.g_00621	Prbl.g_01301
OG0001846	Syar.g_00044	Prbl.g_01321
OG0001847	Syar.g_00042	Prbl.g_01323
OG0001848	Syar.g_00037	Prbl.g_01327
OG0001849	Syar.g_03079	Prbl.g_00586
OG0001850	Syar.g_03055	Prbl.g_00593
OG0001851	Syar.g_03049	Prbl.g_00598
OG0001852	Syar.g_03048	Prbl.g_00599
OG0001853	Syar.g_03042	Prbl.g_00606
OG0001854	Syar.g_03023	Prbl.g_01924
OG0001855	Syar.g_02726, Syar.g_01767, Syar.g_00369, Syar.g_00922	Prbl.g_00326
OG0001855	Syar.g_00846	Prbl.g_00236
OG0001856	Syar.g_02907	Prbl.g_00421
OG0001857	Syar.g_02904	Prbl.g_00424
OG0001858	Syar.g_02339	Prbl.g_00445
OG0001859	Syar.g_01451	Prbl.g_00493
OG0001860	Syar.g_01465	Prbl.g_00505
OG0001861	Syar.g_01476	Prbl.g_00518
OG0001862	Syar.g_01488	Prbl.g_00530
OG0001863	Syar.g_01495	Prbl.g_00535
OG0001864	Syar.g_02227	Prbl.g_00753
OG0001865	Syar.g_02198	Prbl.g_01778
OG0001866	Syar.g_02174	Prbl.g_01753
OG0001867	Syar.g_02172	Prbl.g_01743
OG0001868	Syar.g_02780	Prbl.g_01724
OG0001869	Syar.g_01533	Prbl.g_02079
OG0001870	Syar.g_01543	Prbl.g_02087
OG0001871	Syar.g_01552	Prbl.g_02092
OG0001872	Syar.g_01715	Prbl.g_02588
OG0001873	Syar.g_01965	Prbl.g_01381
OG0001874	Syar.g_01962	Prbl.g_01105
OG0001877	Syar.g_02593	Prbl.g_01866
OG0001878	Syar.g_02489	Prbl.g_02519
OG0001879	Syar.g_02495	Prbl.g_02511
OG0001880	Syar.g_03302, Syar.g_02535	Prbl.g_02481
OG0001881	Syar.g_02536, Syar.g_03301	Prbl.g_02480
OG0001882	Syar.g_00678, Syar.g_03147	Prbl.g_02460
OG0001883	Syar.g_02561	Prbl.g_02455
OG0001884	Syar.g_02571	Prbl.g_02446
OG0001885	Syar.g_02587	Prbl.g_02433
OG0001886	Syar.g_01871	Prbl.g_02429
OG0001887	Syar.g_01971	Prbl.g_02391
OG0001888	Syar.g_02614	Prbl.g_02349
OG0001889	Syar.g_02654	Prbl.g_02321
OG0001890	Syar.g_01831	Prbl.g_01553
OG0001891	Syar.g_01839	Prbl.g_01557
OG0001892	Syar.g_03139, Syar.g_02837	Prbl.g_01570
OG0001893	Syar.g_02247	Prbl.g_01623
OG0001894	Syar.g_02417	Prbl.g_01638
OG0001895	Syar.g_02824	Prbl.g_00162
OG0001896	Syar.g_01171	Prbl.g_00664
OG0001897	Syar.g_01128	Prbl.g_01209
OG0001898	Syar.g_01110	Prbl.g_01193
OG0001899	Syar.g_01062	Prbl.g_00989
OG0001900	Syar.g_00200	Prbl.g_01488
OG0001901	Syar.g_00201	Prbl.g_01487
OG0001902	Syar.g_00232	Prbl.g_01446
OG0001903	Syar.g_00241	Prbl.g_01437
OG0001904	Syar.g_00282	Prbl.g_00868
OG0001905	Syar.g_00288	Prbl.g_00858
OG0001906	Syar.g_00057	Prbl.g_00823
OG0001907	Syar.g_00072	Prbl.g_00311
OG0001908	Syar.g_00119	Prbl.g_00266
OG0001909	Syar.g_01010	Prbl.g_00078
OG0001910	Syar.g_00937	Prbl.g_01254
OG0001912	Syar.g_00345	Prbl.g_02229
OG0001913	Syar.g_00347	Prbl.g_02227
OG0001914	Syar.g_02237	Prbl.g_02199
OG0001929	Syar.g_00538	Prbl.g_02010
OG0001930	Syar.g_02271	Prbl.g_01231
OG0001931	Syar.g_02272	Prbl.g_01230
OG0001932	Syar.g_00616	Prbl.g_01292
OG0001933	Syar.g_03122	Prbl.g_00549
OG0001934	Syar.g_03106	Prbl.g_00564
OG0001935	Syar.g_03046	Prbl.g_00601
OG0001936	Syar.g_02054	Prbl.g_01944
OG0001937	Syar.g_02892	Prbl.g_00434
OG0001938	Syar.g_01467	Prbl.g_00507
OG0001939	Syar.g_00339	Prbl.g_02648
OG0001940	Syar.g_02211	Prbl.g_01792
OG0001941	Syar.g_02784	Prbl.g_01729
OG0001943	Syar.g_01382	Prbl.g_02098
OG0001944	Syar.g_02836	Prbl.g_01070
OG0001946	Syar.g_02597	Prbl.g_01871
OG0001947	Syar.g_01379	Prbl.g_00942
OG0001948	Syar.g_02504	Prbl.g_02504
OG0001949	Syar.g_02524	Prbl.g_02490
OG0001950	Syar.g_02526	Prbl.g_02488
OG0001951	Syar.g_02537	Prbl.g_02479
OG0001952	Syar.g_00679	Prbl.g_02459
OG0001953	Syar.g_00680	Prbl.g_02458
OG0001955	Syar.g_00733	Prbl.g_01560
OG0001957	Syar.g_02242	Prbl.g_01628
OG0001958	Syar.g_02471	Prbl.g_01407
OG0001960	Syar.g_01278	Prbl.g_00721
OG0001961	Syar.g_01268	Prbl.g_01345
OG0001964	Syar.g_00131	Prbl.g_01052
OG0001966	Syar.g_00194	Prbl.g_01493
OG0001967	Syar.g_00196	Prbl.g_01491
OG0001968	Syar.g_00197	Prbl.g_01490
OG0001969	Syar.g_00827	Prbl.g_01418
OG0001970	Syar.g_00059	Prbl.g_00821
OG0001971	Syar.g_01012	Prbl.g_00076
OG0001972	Syar.g_00916	Prbl.g_01267
OG0001973	Syar.g_00908	Prbl.g_02268
OG0001974	Syar.g_00325	Prbl.g_02242
OG0001975	Syar.g_02236	Prbl.g_02200
OG0001976	Syar.g_02238	Prbl.g_02198
OG0001977	Syar.g_00703	Prbl.g_02187
OG0001995	Syar.g_02034	Prbl.g_00757
OG0001996	Syar.g_00502	Prbl.g_01974
OG0001997	Syar.g_03095	Prbl.g_00575
OG0001999	Syar.g_02142, Syar.g_02981	Prbl.g_00351
OG0002002	Syar.g_01714	Prbl.g_02587
OG0002003	Syar.g_02127	Prbl.g_01861
OG0002004	Syar.g_00361	Prbl.g_01848
OG0002006	Syar.g_01380	Prbl.g_00943
OG0002007	Syar.g_01994, Syar.g_01381	Prbl.g_00944
OG0002008	Syar.g_02491	Prbl.g_02517
OG0002009	Syar.g_02604	Prbl.g_02371
OG0002010	Syar.g_01406	Prbl.g_00697
OG0002011	Syar.g_00966	Prbl.g_00683
OG0002013	Syar.g_03062	Prbl.g_00895
OG0002015	Syar.g_00280	Prbl.g_00879
OG0002016	Syar.g_00944	Prbl.g_01247
OG0002017	Syar.g_00706	Prbl.g_02184
OG0002038	Syar.g_02839	Prbl.g_02094
OG0002039	Syar.g_03221	Prbl.g_02107
OG0002040	Syar.g_02140	Prbl.g_00177
OG0002041	Syar.g_02508	Prbl.g_02500
OG0002042	Syar.g_02530	Prbl.g_02484
OG0002043	Syar.g_02580	Prbl.g_02439
OG0002045	Syar.g_01265	Prbl.g_01347
OG0002046	Syar.g_01258	Prbl.g_01350
OG0002047	Syar.g_01160	Prbl.g_02672
OG0002048	Syar.g_01092	Prbl.g_01173
OG0002051	Syar.g_00116	Prbl.g_00268
OG0002053	Syar.g_01842	Prbl.g_02205
OG0002110	Syar.g_00859	Prbl.g_02394
OG0002113	Syar.g_00507	Prbl.g_01979
