Orthogroup	Syak	Syae
OG0001957	Syak.g_00022	Syae.g_00060
OG0001958	Syak.g_00333	Syae.g_00609
OG0001961	Syak.g_01124	Syae.g_02525
OG0001964	Syak.g_01376	Syae.g_02048
OG0001965	Syak.g_00384	Syae.g_00108
OG0001966	Syak.g_01428	Syae.g_02000
OG0001967	Syak.g_01430	Syae.g_01998
OG0001968	Syak.g_01431	Syae.g_01997
OG0001969	Syak.g_01503	Syae.g_01932
OG0001970	Syak.g_02152	Syae.g_01404
OG0001971	Syak.g_02078	Syae.g_01478
OG0001972	Syak.g_01984	Syae.g_01540
OG0001975	Syak.g_00271	Syae.g_00634
OG0001976	Syak.g_00269	Syae.g_00632
OG0001980	Syak.g_01255	Syae.g_02181
OG0001990	Syak.g_01832	Syae.g_01674
OG0001993	Syak.g_02771	Syae.g_00040
OG0001994	Syak.g_02770	Syae.g_00039
OG0001995	Syak.g_00962	Syae.g_00747
OG0001997	Syak.g_02213	Syae.g_01341
OG0001998	Syak.g_01005	Syae.g_02669
OG0001999	Syak.g_02368	Syae.g_01029
OG0002000	Syak.g_02621	Syae.g_02353
OG0002002	Syak.g_00810	Syae.g_00692
OG0002005	Syak.g_00952	Syae.g_02480
OG0002006	Syak.g_00762	Syae.g_00812
OG0002007	Syak.g_00763	Syae.g_00813
OG0002008	Syak.g_00632	Syae.g_00406
OG0002009	Syak.g_00395	Syae.g_00556
OG0002010	Syak.g_01075	Syae.g_02622
OG0002012	Syak.g_01170	Syae.g_00287
OG0002015	Syak.g_01541	Syae.g_01894
OG0002016	Syak.g_02003	Syae.g_01520
OG0002017	Syak.g_01891	Syae.g_01614
OG0002018	Syak.g_01834	Syae.g_01672
OG0002020	Syak.g_01840	Syae.g_01666
OG0002021	Syak.g_01842	Syae.g_01664
OG0002022	Syak.g_01843	Syae.g_01662
OG0002023	Syak.g_01844	Syae.g_01661
OG0002024	Syak.g_01850	Syae.g_01655
OG0002035	Syak.g_01019	Syae.g_02671
OG0002035	Syak.g_01020	Syae.g_02670
OG0002037	Syak.g_01492, Syak.g_00684	Syae.g_02307
OG0002038	Syak.g_00887	Syae.g_00912
OG0002040	Syak.g_00865	Syae.g_00897
OG0002041	Syak.g_00475	Syae.g_00389
OG0002042	Syak.g_00496	Syae.g_00367
OG0002043	Syak.g_00546	Syae.g_00316
OG0002044	Syak.g_00614	Syae.g_00827
OG0002045	Syak.g_01129	Syae.g_02521
OG0002046	Syak.g_01134	Syae.g_02517
OG0002049	Syak.g_01365	Syae.g_02064
OG0002050	Syak.g_01440	Syae.g_01988
OG0002051	Syak.g_02090	Syae.g_01464
OG0002053	Syak.g_02277	Syae.g_01598
OG0002054	Syak.g_01851	Syae.g_01654
OG0002055	Syak.g_01848	Syae.g_01657
OG0002056	Syak.g_01477	Syae.g_01952
OG0002106	Syak.g_00071	Syae.g_00444
OG0002112	Syak.g_01488	Syae.g_01941
OG0002114	Syak.g_01014	Syae.g_02675, Syae.g_02668
OG0002115	Syak.g_02424	Syae.g_01155
OG0002116	Syak.g_02450	Syae.g_01129
OG0002117	Syak.g_00877	Syae.g_00905
OG0002119	Syak.g_02520	Syae.g_01515
OG0002120	Syak.g_00576	Syae.g_00270
OG0002121	Syak.g_00146	Syae.g_00184
OG0002124	Syak.g_00587	Syae.g_00873
OG0002125	Syak.g_01111	Syae.g_02539
OG0002126	Syak.g_01540	Syae.g_01898
OG0002127	Syak.g_02137	Syae.g_01418
OG0002128	Syak.g_01123	Syae.g_00635
OG0002129	Syak.g_01057	Syae.g_02639
OG0002130	Syak.g_00934	Syae.g_00959
OG0002131	Syak.g_01841	Syae.g_01665
OG0002132	Syak.g_01847	Syae.g_01658
OG0002133	Syak.g_01849	Syae.g_01656
OG0002134	Syak.g_01632	Syae.g_01846
OG0002135	Syak.g_02387	Syae.g_01193
OG0002136	Syak.g_02388	Syae.g_01192
OG0002138	Syak.g_00090	Syae.g_00758
OG0002139	Syak.g_00681	Syae.g_00707
OG0002140	Syak.g_00970	Syae.g_01265
OG0002140	Syak.g_00219	Syae.g_00220
OG0002142	Syak.g_01025	Syae.g_02678
OG0002143	Syak.g_01210	Syae.g_02224
OG0002144	Syak.g_01359	Syae.g_02070
OG0002156	Syak.g_01003	Syae.g_02681
OG0002157	Syak.g_01489	Syae.g_01940
OG0002158	Syak.g_01487	Syae.g_01942
OG0002160	Syak.g_00690	Syae.g_00749
OG0002161	Syak.g_01007	Syae.g_01545
OG0002161	Syak.g_01006	Syae.g_02665
OG0002162	Syak.g_02695	Syae.g_02432
OG0002163	Syak.g_01914, Syak.g_01920, Syak.g_01911	Syae.g_01592
OG0002166	Syak.g_00693	Syae.g_00754
OG0002168	Syak.g_00760	Syae.g_00810
OG0002170	Syak.g_01249	Syae.g_02188
OG0002171	Syak.g_01534	Syae.g_01901
OG0002172	Syak.g_01999	Syae.g_01524
OG0002173	Syak.g_02014	Syae.g_01511
OG0002174	Syak.g_01890	Syae.g_01615
OG0002178	Syak.g_01845	Syae.g_01659
OG0002179	Syak.g_01563	Syae.g_01872
OG0002180	Syak.g_01467	Syae.g_01961
OG0002181	Syak.g_01437	Syae.g_01991
OG0002182	Syak.g_01418	Syae.g_02010
OG0002183	Syak.g_02221	Syae.g_01331
OG0002184	Syak.g_02225	Syae.g_01328
OG0002185	Syak.g_02237	Syae.g_01321
OG0002186	Syak.g_02389	Syae.g_01191
OG0002187	Syak.g_02390	Syae.g_01190
OG0002188	Syak.g_02421	Syae.g_01158
OG0002189	Syak.g_02422	Syae.g_01157
OG0002190	Syak.g_02464	Syae.g_01116
OG0002191	Syak.g_01197	Syae.g_00999
OG0002193	Syak.g_02285	Syae.g_00743
OG0002194	Syak.g_00677	Syae.g_00703
OG0002195	Syak.g_00378	Syae.g_00570
OG0002196	Syak.g_00420	Syae.g_00535
OG0002197	Syak.g_00468	Syae.g_00396
OG0002198	Syak.g_00055	Syae.g_00094
OG0002199	Syak.g_00050	Syae.g_00089
OG0002200	Syak.g_01042	Syae.g_02652
OG0002201	Syak.g_02741	Syae.g_02472
OG0002202	Syak.g_02740	Syae.g_02471
OG0002203	Syak.g_02739	Syae.g_02470
OG0002204	Syak.g_02720	Syae.g_02453
OG0002205	Syak.g_02700	Syae.g_02437
OG0002206	Syak.g_02688	Syae.g_02423
OG0002207	Syak.g_02678	Syae.g_02413
OG0002208	Syak.g_02568	Syae.g_02302
OG0002209	Syak.g_01238	Syae.g_02200
OG0002210	Syak.g_01277	Syae.g_02152
OG0002211	Syak.g_01313	Syae.g_02117
OG0002212	Syak.g_01954	Syae.g_01555
OG0002213	Syak.g_01950	Syae.g_01559
OG0002214	Syak.g_01815	Syae.g_01690
OG0002233	Syak.g_00063	Syae.g_00479
OG0002234	Syak.g_02489	Syae.g_00140
OG0002237	Syak.g_00028	Syae.g_00067
OG0002241	Syak.g_01135	Syae.g_02516
OG0002242	Syak.g_01535	Syae.g_01900
OG0002245	Syak.g_01208	Syae.g_02226
OG0002247	Syak.g_02693	Syae.g_02430
OG0002250	Syak.g_02220	Syae.g_01332
OG0002251	Syak.g_02467	Syae.g_01112
OG0002252	Syak.g_02373	Syae.g_01024
OG0002253	Syak.g_00923	Syae.g_00949
OG0002254	Syak.g_00663	Syae.g_00435
OG0002255	Syak.g_00483	Syae.g_00381
OG0002256	Syak.g_00224	Syae.g_00856
OG0002257	Syak.g_00104	Syae.g_00127
OG0002258	Syak.g_02719	Syae.g_02452
OG0002259	Syak.g_02644	Syae.g_02378
OG0002260	Syak.g_00682	Syae.g_00708
OG0002277	Syak.g_01720	Syae.g_01786
OG0002279	Syak.g_02190	Syae.g_01365
OG0002280	Syak.g_02630	Syae.g_02362
OG0002287	Syak.g_01542, Syak.g_01543, Syak.g_01556	Syae.g_01893
OG0002296	Syak.g_01070	Syae.g_02627
OG0002297	Syak.g_01052	Syae.g_00741
OG0002298	Syak.g_00487	Syae.g_00377
OG0002299	Syak.g_00524	Syae.g_00339
OG0002300	Syak.g_00101	Syae.g_00280
OG0002301	Syak.g_00023	Syae.g_01135
OG0002302	Syak.g_02553	Syae.g_02287
OG0002303	Syak.g_01209	Syae.g_02225
OG0002305	Syak.g_02187	Syae.g_01368
OG0002307	Syak.g_00971, Syak.g_00765	Syae.g_01269
OG0002308	Syak.g_00425	Syae.g_00530
OG0002309	Syak.g_00607	Syae.g_00836
OG0002334	Syak.g_01032	Syae.g_02660
OG0002336	Syak.g_01115	Syae.g_02533
OG0002337	Syak.g_01452	Syae.g_01976
OG0002338	Syak.g_01544	Syae.g_01891
OG0002339	Syak.g_01553	Syae.g_01881
OG0002347	Syak.g_02378	Syae.g_01195
OG0002350	Syak.g_01254	Syae.g_02183
OG0002351	Syak.g_01502	Syae.g_01933
OG0002353	Syak.g_00446	Syae.g_00508
OG0002354	Syak.g_00502	Syae.g_00361
OG0002356	Syak.g_01146	Syae.g_02503
OG0002358	Syak.g_01193	Syae.g_00996
OG0002359	Syak.g_01078	Syae.g_02619
OG0002380	Syak.g_00175	Syae.g_00141
OG0002387	Syak.g_01600, Syak.g_01510	Syae.g_01234
OG0002395	Syak.g_01490	Syae.g_01939
OG0002396	Syak.g_01340	Syae.g_02090
OG0002401	Syak.g_00883	Syae.g_00909
OG0002402	Syak.g_00758	Syae.g_00808
OG0002403	Syak.g_00821	Syae.g_00679
OG0002405	Syak.g_00550	Syae.g_00313
OG0002406	Syak.g_00139	Syae.g_00152
OG0002408	Syak.g_00204	Syae.g_00137
OG0002409	Syak.g_01894	Syae.g_01611
OG0002410	Syak.g_01824	Syae.g_00182
OG0002411	Syak.g_00617	Syae.g_00824
OG0002438	Syak.g_01923	Syae.g_00486
OG0002444	Syak.g_01010	Syae.g_01542
OG0002446	Syak.g_01105	Syae.g_01337
OG0002447	Syak.g_01136	Syae.g_02515
OG0002449	Syak.g_01835	Syae.g_01671
OG0002451	Syak.g_00192	Syae.g_00201
OG0002452	Syak.g_01837	Syae.g_01669
OG0002458	Syak.g_01859	Syae.g_02486
OG0002459	Syak.g_01861	Syae.g_02484
OG0002460	Syak.g_01862	Syae.g_02483
OG0002461	Syak.g_00216	Syae.g_00172
OG0002463	Syak.g_00792	Syae.g_00395
OG0002464	Syak.g_02240	Syae.g_01319
OG0002466	Syak.g_02338	Syae.g_01055
OG0002467	Syak.g_02717	Syae.g_00745
OG0002468	Syak.g_00679	Syae.g_00705
OG0002469	Syak.g_00817	Syae.g_00682
OG0002470	Syak.g_00279	Syae.g_00624
OG0002471	Syak.g_00252	Syae.g_00234
OG0002472	Syak.g_00152	Syae.g_01264
OG0002473	Syak.g_02085	Syae.g_01469
OG0002475	Syak.g_01077	Syae.g_02620
OG0002487	Syak.g_00128	Syae.g_00132
OG0002496	Syak.g_01397	Syae.g_02256
OG0002518	Syak.g_00195	Syae.g_00206
OG0002519	Syak.g_01567	Syae.g_01868
OG0002520	Syak.g_02403	Syae.g_01176
OG0002521	Syak.g_02428	Syae.g_01151
OG0002522	Syak.g_02484	Syae.g_01078
OG0002523	Syak.g_00236	Syae.g_00748
OG0002524	Syak.g_00982	Syae.g_00279
OG0002526	Syak.g_00256	Syae.g_00255
OG0002527	Syak.g_00222	Syae.g_00232
OG0002528	Syak.g_00220	Syae.g_00230
OG0002533	Syak.g_02662	Syae.g_02395
OG0002534	Syak.g_01256	Syae.g_02180
OG0002535	Syak.g_01259	Syae.g_02177
OG0002536	Syak.g_01272	Syae.g_02158
OG0002538	Syak.g_02044	Syae.g_01500
OG0002539	Syak.g_01927	Syae.g_01581
OG0002540	Syak.g_01858	Syae.g_02487
OG0002541	Syak.g_01278	Syae.g_02151
OG0002542	Syak.g_00620	Syae.g_01003
OG0002543	Syak.g_01929	Syae.g_01579
OG0002544	Syak.g_00163	Syae.g_00193
OG0002569	Syak.g_01398	Syae.g_02257
OG0002570	Syak.g_01400	Syae.g_02259
OG0002573	Syak.g_01009	Syae.g_01543
OG0002589	Syak.g_00199	Syae.g_00211
OG0002591	Syak.g_00217	Syae.g_01069
OG0002594	Syak.g_00319	Syae.g_00249
OG0002595	Syak.g_02718	Syae.g_00746
OG0002597	Syak.g_02376	Syae.g_00285
OG0002598	Syak.g_00099	Syae.g_00284
OG0002599	Syak.g_00396	Syae.g_00256
OG0002600	Syak.g_00166	Syae.g_00228
OG0002601	Syak.g_00221	Syae.g_00231
OG0002602	Syak.g_00247	Syae.g_00102
OG0002606	Syak.g_01857	Syae.g_02488
OG0002607	Syak.g_01117	Syae.g_02531
OG0002608	Syak.g_00719	Syae.g_00777
OG0002609	Syak.g_00588	Syae.g_00855
OG0002611	Syak.g_01565	Syae.g_01870
OG0002633	Syak.g_00176	Syae.g_00066
OG0002639	Syak.g_02344	Syae.g_01476
OG0002641	Syak.g_01396	Syae.g_02255
OG0002642	Syak.g_01399	Syae.g_02258
OG0002671	Syak.g_02410	Syae.g_01169
OG0002672	Syak.g_00290	Syae.g_00623
OG0002673	Syak.g_00069	Syae.g_00126
OG0002674	Syak.g_01289	Syae.g_02141
OG0002676	Syak.g_01831	Syae.g_01675
OG0002677	Syak.g_01433	Syae.g_01995
OG0002721	Syak.g_00110	Syae.g_00879
OG0002731	Syak.g_02036	Syae.g_01114
OG0002734	Syak.g_01693	Syae.g_01010
OG0002737	Syak.g_02367	Syae.g_01030
OG0002741	Syak.g_00080	Syae.g_00511
OG0002743	Syak.g_00530	Syae.g_00334
OG0002745	Syak.g_00996	Syae.g_00116
OG0002747	Syak.g_00013	Syae.g_00052
OG0002748	Syak.g_00958	Syae.g_02475
OG0002750	Syak.g_02648, Syak.g_02649	Syae.g_02382
OG0002754	Syak.g_01132	Syae.g_02518
OG0002759	Syak.g_01000	Syae.g_00865
OG0002763	Syak.g_01096	Syae.g_02548
OG0002787	Syak.g_00301	Syae.g_00173
OG0002788	Syak.g_00302	Syae.g_00174
OG0002789	Syak.g_00303	Syae.g_00175
OG0002790	Syak.g_00304	Syae.g_00176
OG0002791	Syak.g_00305	Syae.g_00177
OG0002792	Syak.g_00306	Syae.g_00178
OG0002793	Syak.g_00307	Syae.g_00179
OG0002855	Syak.g_00543	Syae.g_00319
OG0002860	Syak.g_02293	Syae.g_00934
OG0002861	Syak.g_01168	Syae.g_00869
OG0002869	Syak.g_00590	Syae.g_00853
OG0002879	Syak.g_00191	Syae.g_00189
OG0002892	Syak.g_00308	Syae.g_00180
OG0002931	Syak.g_00200	Syae.g_00212
OG0002934	Syak.g_01107	Syae.g_02546
OG0002940	Syak.g_02011	Syae.g_00627
OG0002966	Syak.g_00161	Syae.g_00186
OG0002980	Syak.g_01266	Syae.g_02166
OG0002981	Syak.g_01263	Syae.g_02174
OG0002986	Syak.g_00261	Syae.g_00263
OG0002987	Syak.g_00262	Syae.g_00264
OG0002988	Syak.g_00263	Syae.g_00265
OG0003043	Syak.g_01015	Syae.g_02674
OG0003051	Syak.g_01012	Syae.g_02667
OG0003091	Syak.g_02012	Syae.g_00626
OG0003096	Syak.g_01607	Syae.g_01804
OG0003104	Syak.g_01695	Syae.g_00306
OG0003110	Syak.g_00188	Syae.g_00190
OG0003119	Syak.g_02759	Syae.g_00028
OG0003129	Syak.g_00119	Syae.g_00239
OG0003143	Syak.g_00213	Syae.g_00253
OG0003146	Syak.g_01008	Syae.g_01544
OG0003192	Syak.g_00075	Syae.g_00866
OG0003249	Syak.g_02008	Syae.g_00630, Syae.g_01513
OG0003262	Syak.g_01604	Syae.g_01203
OG0003267	Syak.g_00696	Syae.g_00756
OG0003276	Syak.g_00407	Syae.g_00227
OG0003298	Syak.g_00203	Syae.g_02254
OG0003309	Syak.g_01369	Syae.g_01009
OG0003501	Syak.g_02010	Syae.g_00628
OG0003502	Syak.g_02009	Syae.g_00629
OG0003514	Syak.g_01114	Syae.g_01864
OG0003522	Syak.g_00184	Syae.g_00218
OG0003523	Syak.g_00201	Syae.g_00187
OG0003530	Syak.g_01899	Syae.g_01607
OG0003550	Syak.g_00787	Syae.g_00448
OG0003784	Syak.g_01106	Syae.g_02545
OG0003840	Syak.g_00112	Syae.g_00690
OG0003892	Syak.g_02318	Syae.g_00224
OG0003904	Syak.g_02764	Syae.g_00033
OG0003905	Syak.g_02763	Syae.g_00032
OG0003906	Syak.g_02762	Syae.g_00031
OG0003907	Syak.g_02761	Syae.g_00030
OG0003922	Syak.g_01619, Syak.g_01588	Syae.g_01232
OG0003923	Syak.g_01856	Syae.g_02489
OG0004314	Syak.g_00309	Syae.g_00181
OG0004315	Syak.g_02765	Syae.g_00034
OG0004316	Syak.g_02745	Syae.g_00015
OG0004372	Syak.g_00666	Syae.g_00867
OG0004382	Syak.g_01011	Syae.g_01541
OG0005111	Syak.g_01097	Syae.g_02549
OG0005997	Syak.g_02492	Syae.g_02558
