Orthogroup	Syak	Syaf
OG0001880	Syak.g_00499	Syaf.g_01866
OG0001881	Syak.g_00500	Syaf.g_01864
OG0001882	Syak.g_00525	Syaf.g_01840
OG0001883	Syak.g_00531	Syaf.g_01816
OG0001884	Syak.g_00113	Syaf.g_01807
OG0001885	Syak.g_00553	Syaf.g_01789
OG0001886	Syak.g_00557	Syaf.g_01785
OG0001887	Syak.g_00382	Syaf.g_02095
OG0001888	Syak.g_00408	Syaf.g_02073
OG0001889	Syak.g_00449	Syaf.g_02033
OG0001890	Syak.g_00595	Syaf.g_01370
OG0001891	Syak.g_00591	Syaf.g_01366
OG0001892	Syak.g_00082	Syaf.g_01333
OG0001893	Syak.g_00016	Syaf.g_02332
OG0001894	Syak.g_00034	Syaf.g_02311
OG0001895	Syak.g_00998	Syaf.g_02390
OG0001896	Syak.g_01200	Syaf.g_01220
OG0001897	Syak.g_01236	Syaf.g_00013
OG0001898	Syak.g_01252	Syaf.g_00029
OG0001899	Syak.g_01317	Syaf.g_00105
OG0001900	Syak.g_01434	Syaf.g_00218
OG0001901	Syak.g_01435	Syaf.g_00219
OG0001902	Syak.g_01466	Syaf.g_00251
OG0001903	Syak.g_01476	Syaf.g_00260
OG0001904	Syak.g_01550	Syaf.g_00336
OG0001905	Syak.g_01559	Syaf.g_00349
OG0001906	Syak.g_02154	Syaf.g_00861
OG0001907	Syak.g_02136	Syaf.g_00844
OG0001908	Syak.g_02087	Syaf.g_00793
OG0001909	Syak.g_02076	Syaf.g_00780
OG0001910	Syak.g_01996	Syaf.g_00715
OG0001912	Syak.g_01932	Syaf.g_00638
OG0001913	Syak.g_01930	Syaf.g_00636
OG0001914	Syak.g_00270	Syaf.g_01621
OG0001915	Syak.g_01803	Syaf.g_00509
OG0001917	Syak.g_00648	Syaf.g_01932
OG0001918	Syak.g_00869	Syaf.g_00547
OG0001924	Syak.g_02769	Syaf.g_02355
OG0001925	Syak.g_02768	Syaf.g_02356
OG0001926	Syak.g_02767	Syaf.g_02357
OG0001927	Syak.g_02766	Syaf.g_02362
OG0001929	Syak.g_01723	Syaf.g_00428
OG0001932	Syak.g_01642	Syaf.g_00381
OG0001933	Syak.g_02189	Syaf.g_00900
OG0001934	Syak.g_02202	Syaf.g_00915
OG0001935	Syak.g_02248	Syaf.g_00956
OG0001936	Syak.g_00289	Syaf.g_01689
OG0001937	Syak.g_02455	Syaf.g_01081
OG0001938	Syak.g_02571	Syaf.g_02727
OG0001939	Syak.g_00067	Syaf.g_01475
OG0001940	Syak.g_02702	Syaf.g_02585
OG0001941	Syak.g_00945	Syaf.g_01246
OG0001942	Syak.g_01671	Syaf.g_02215
OG0001942	Syak.g_01967	Syaf.g_01514, Syaf.g_01513
OG0001944	Syak.g_00573	Syaf.g_01498
OG0001946	Syak.g_00703	Syaf.g_01470
OG0001947	Syak.g_01494	Syaf.g_01406
OG0001948	Syak.g_00471	Syaf.g_01903
OG0001949	Syak.g_00490	Syaf.g_01882
OG0001950	Syak.g_00492	Syaf.g_01880
OG0001951	Syak.g_00501	Syaf.g_01863
OG0001952	Syak.g_00526	Syaf.g_01839
OG0001953	Syak.g_00527	Syaf.g_01838
OG0001954	Syak.g_00137	Syaf.g_01746
OG0001957	Syak.g_00022	Syaf.g_02327
OG0001958	Syak.g_00333	Syaf.g_02138
OG0001961	Syak.g_01124	Syaf.g_02503
OG0001962	Syak.g_01981	Syaf.g_00699
OG0001964	Syak.g_01376	Syaf.g_00161
OG0001965	Syak.g_00384	Syaf.g_02281
OG0001966	Syak.g_01428	Syaf.g_00213
OG0001967	Syak.g_01430	Syaf.g_00215
OG0001968	Syak.g_01431	Syaf.g_00216
OG0001969	Syak.g_01503	Syaf.g_00278
OG0001970	Syak.g_02152	Syaf.g_00859
OG0001971	Syak.g_02078	Syaf.g_00782
OG0001972	Syak.g_01984	Syaf.g_00703
OG0001973	Syak.g_01958	Syaf.g_00666
OG0001975	Syak.g_00271	Syaf.g_01620
OG0001976	Syak.g_00269	Syaf.g_01622
OG0001980	Syak.g_01255	Syaf.g_00033
OG0001981	Syak.g_00748	Syaf.g_00750, Syaf.g_00744, Syaf.g_02227, Syaf.g_01436, Syaf.g_02201, Syaf.g_00628
OG0001990	Syak.g_01832	Syaf.g_00536
OG0001993	Syak.g_02771	Syaf.g_02353
OG0001994	Syak.g_02770	Syaf.g_02354
OG0001995	Syak.g_00962	Syaf.g_01487
OG0001997	Syak.g_02213	Syaf.g_00925
OG0001999	Syak.g_02368	Syaf.g_01184
OG0002000	Syak.g_02621	Syaf.g_02677
OG0002002	Syak.g_00810	Syaf.g_01567
OG0002004	Syak.g_02417	Syaf.g_02764
OG0002006	Syak.g_00762	Syaf.g_01405
OG0002007	Syak.g_00763	Syaf.g_01404
OG0002008	Syak.g_00632	Syaf.g_01916
OG0002009	Syak.g_00395	Syaf.g_02084
OG0002010	Syak.g_01075	Syaf.g_02454
OG0002012	Syak.g_01170	Syaf.g_01756
OG0002013	Syak.g_02232	Syaf.g_00341
OG0002014	Syak.g_01536	Syaf.g_00328
OG0002015	Syak.g_01541	Syaf.g_00327
OG0002016	Syak.g_02003	Syaf.g_00722
OG0002017	Syak.g_01891	Syaf.g_00599
OG0002018	Syak.g_01834	Syaf.g_00538
OG0002020	Syak.g_01840	Syaf.g_00544
OG0002021	Syak.g_01842	Syaf.g_00546
OG0002022	Syak.g_01843	Syaf.g_00549
OG0002023	Syak.g_01844	Syaf.g_00550
OG0002024	Syak.g_01850	Syaf.g_00556
OG0002029	Syak.g_01128	Syaf.g_01511
OG0002037	Syak.g_01492, Syak.g_00684	Syaf.g_02723
OG0002038	Syak.g_00887	Syaf.g_01299
OG0002039	Syak.g_00866	Syaf.g_01312
OG0002040	Syak.g_00865	Syaf.g_01313
OG0002041	Syak.g_00475	Syaf.g_01898
OG0002042	Syak.g_00496	Syaf.g_01869
OG0002043	Syak.g_00546	Syaf.g_01800
OG0002044	Syak.g_00614	Syaf.g_01390
OG0002045	Syak.g_01129	Syaf.g_02506
OG0002046	Syak.g_01134	Syaf.g_02511, Syaf.g_02510
OG0002047	Syak.g_01217	Syaf.g_02809
OG0002048	Syak.g_01285	Syaf.g_00072
OG0002049	Syak.g_01365	Syaf.g_00153
OG0002050	Syak.g_01440	Syaf.g_00224
OG0002051	Syak.g_02090	Syaf.g_00796
OG0002053	Syak.g_02277	Syaf.g_02170
OG0002054	Syak.g_01851	Syaf.g_00557
OG0002055	Syak.g_01848	Syaf.g_00554
OG0002056	Syak.g_01477	Syaf.g_00261
OG0002106	Syak.g_00071	Syaf.g_02774
OG0002109	Syak.g_01102	Syaf.g_02148, Syaf.g_01983
OG0002111	Syak.g_00568	Syaf.g_02492
OG0002113	Syak.g_01754	Syaf.g_00459
OG0002115	Syak.g_02424	Syaf.g_01045
OG0002116	Syak.g_02450	Syaf.g_01076
OG0002117	Syak.g_00877	Syaf.g_01305
OG0002118	Syak.g_00819	Syaf.g_01577
OG0002119	Syak.g_02520	Syaf.g_00727
OG0002120	Syak.g_00576	Syaf.g_01744
OG0002121	Syak.g_00146	Syaf.g_02230
OG0002124	Syak.g_00587	Syaf.g_01342
OG0002126	Syak.g_01540	Syaf.g_00323
OG0002127	Syak.g_02137	Syaf.g_00840
OG0002128	Syak.g_01123	Syaf.g_01619
OG0002129	Syak.g_01057	Syaf.g_02430
OG0002130	Syak.g_00934	Syaf.g_01256
OG0002131	Syak.g_01841	Syaf.g_00545
OG0002132	Syak.g_01847	Syaf.g_00553
OG0002133	Syak.g_01849	Syaf.g_00555
OG0002134	Syak.g_01632	Syaf.g_00371
OG0002135	Syak.g_02387	Syaf.g_01003
OG0002136	Syak.g_02388	Syaf.g_01004
OG0002138	Syak.g_00090	Syaf.g_01476
OG0002139	Syak.g_00681	Syaf.g_01550
OG0002140	Syak.g_00970	Syaf.g_01508
OG0002142	Syak.g_01025	Syaf.g_02395
OG0002143	Syak.g_01210	Syaf.g_02802
OG0002144	Syak.g_01359	Syaf.g_00147
OG0002156	Syak.g_01003	Syaf.g_02392
OG0002159	Syak.g_01677	Syaf.g_00400, Syaf.g_00943
OG0002160	Syak.g_00690	Syaf.g_01485
OG0002162	Syak.g_02695	Syaf.g_02592
OG0002163	Syak.g_01914, Syak.g_01920, Syak.g_01911	Syaf.g_00623
OG0002167	Syak.g_00060	Syaf.g_02647
OG0002168	Syak.g_00760	Syaf.g_01407
OG0002169	Syak.g_01218	Syaf.g_02810
OG0002170	Syak.g_01249	Syaf.g_00027
OG0002171	Syak.g_01534	Syaf.g_00320
OG0002172	Syak.g_01999	Syaf.g_00718
OG0002174	Syak.g_01890	Syaf.g_00598
OG0002178	Syak.g_01845	Syaf.g_00552
OG0002179	Syak.g_01563	Syaf.g_00352
OG0002180	Syak.g_01467	Syaf.g_00252
OG0002181	Syak.g_01437	Syaf.g_00221
OG0002182	Syak.g_01418	Syaf.g_00203
OG0002183	Syak.g_02221	Syaf.g_00934
OG0002184	Syak.g_02225	Syaf.g_00937
OG0002185	Syak.g_02237	Syaf.g_00946
OG0002186	Syak.g_02389	Syaf.g_01005
OG0002187	Syak.g_02390	Syaf.g_01006
OG0002188	Syak.g_02421	Syaf.g_01042
OG0002189	Syak.g_02422	Syaf.g_01043
OG0002190	Syak.g_02464	Syaf.g_01090
OG0002191	Syak.g_01197	Syaf.g_01212
OG0002192	Syak.g_00864	Syaf.g_01315
OG0002193	Syak.g_02285	Syaf.g_01491, Syaf.g_01824
OG0002194	Syak.g_00677	Syaf.g_01554
OG0002195	Syak.g_00378	Syaf.g_02098
OG0002196	Syak.g_00420	Syaf.g_02062
OG0002197	Syak.g_00468	Syaf.g_01906
OG0002198	Syak.g_00055	Syaf.g_02290
OG0002199	Syak.g_00050	Syaf.g_02295
OG0002200	Syak.g_01042	Syaf.g_02416
OG0002201	Syak.g_02741	Syaf.g_02551
OG0002202	Syak.g_02740	Syaf.g_02552
OG0002203	Syak.g_02739	Syaf.g_02553
OG0002204	Syak.g_02720	Syaf.g_02570
OG0002205	Syak.g_02700	Syaf.g_02587
OG0002206	Syak.g_02688	Syaf.g_02603
OG0002207	Syak.g_02678	Syaf.g_02613
OG0002208	Syak.g_02568	Syaf.g_02730
OG0002209	Syak.g_01238	Syaf.g_00015
OG0002210	Syak.g_01277	Syaf.g_00064
OG0002211	Syak.g_01313	Syaf.g_00101
OG0002212	Syak.g_01954	Syaf.g_00663
OG0002213	Syak.g_01950	Syaf.g_00658
OG0002214	Syak.g_01815	Syaf.g_00522
OG0002231	Syak.g_00924	Syaf.g_01265
OG0002233	Syak.g_00063	Syaf.g_02002
OG0002234	Syak.g_02489	Syaf.g_02259
OG0002237	Syak.g_00028	Syaf.g_02317
OG0002239	Syak.g_02442	Syaf.g_01623
OG0002241	Syak.g_01135	Syaf.g_02512
OG0002242	Syak.g_01535	Syaf.g_00321
OG0002243	Syak.g_01961	Syaf.g_00667
OG0002245	Syak.g_01208	Syaf.g_02800
OG0002247	Syak.g_02693	Syaf.g_02594
OG0002250	Syak.g_02220	Syaf.g_00933
OG0002251	Syak.g_02467	Syaf.g_01094
OG0002252	Syak.g_02373	Syaf.g_01189, Syaf.g_01190
OG0002252	Syak.g_01395	Syaf.g_02287
OG0002253	Syak.g_00923	Syaf.g_01266
OG0002254	Syak.g_00663	Syaf.g_01949
OG0002255	Syak.g_00483	Syaf.g_01890
OG0002256	Syak.g_00224	Syaf.g_01714
OG0002257	Syak.g_00104	Syaf.g_02266
OG0002258	Syak.g_02719	Syaf.g_02571
OG0002259	Syak.g_02644	Syaf.g_02650
OG0002260	Syak.g_00682	Syaf.g_01549
OG0002279	Syak.g_02190	Syaf.g_00901
OG0002281	Syak.g_02701	Syaf.g_02586
OG0002289	Syak.g_01137	Syaf.g_02514
OG0002290	Syak.g_01159	Syaf.g_01600
OG0002296	Syak.g_01070	Syaf.g_02449
OG0002297	Syak.g_01052	Syaf.g_01493
OG0002298	Syak.g_00487	Syaf.g_01886
OG0002299	Syak.g_00524	Syaf.g_01841
OG0002300	Syak.g_00101	Syaf.g_01749
OG0002301	Syak.g_00023	Syaf.g_02326
OG0002302	Syak.g_02553	Syaf.g_02745
OG0002303	Syak.g_01209	Syaf.g_02801
OG0002305	Syak.g_02187	Syaf.g_00898
OG0002307	Syak.g_00971, Syak.g_00765	Syaf.g_02358
OG0002309	Syak.g_00607	Syaf.g_01382
OG0002328	Syak.g_02208	Syaf.g_00920
OG0002330	Syak.g_00716	Syaf.g_01624
OG0002331	Syak.g_00967	Syaf.g_02003
OG0002337	Syak.g_01452	Syaf.g_00236
OG0002338	Syak.g_01544	Syaf.g_00329
OG0002339	Syak.g_01553	Syaf.g_00342
OG0002341	Syak.g_01957	Syaf.g_00665
OG0002343	Syak.g_01408	Syaf.g_00189
OG0002350	Syak.g_01254	Syaf.g_00031
OG0002351	Syak.g_01502	Syaf.g_00277
OG0002353	Syak.g_00446	Syaf.g_02036
OG0002354	Syak.g_00502	Syaf.g_01862
OG0002355	Syak.g_00244	Syaf.g_01999
OG0002356	Syak.g_01146	Syaf.g_02529
OG0002357	Syak.g_00100	Syaf.g_00595
OG0002358	Syak.g_01193	Syaf.g_01211
OG0002359	Syak.g_01078	Syaf.g_02457
OG0002387	Syak.g_01600	Syaf.g_01203
OG0002396	Syak.g_01340	Syaf.g_00128
OG0002400	Syak.g_00230	Syaf.g_02231
OG0002401	Syak.g_00883	Syaf.g_01301
OG0002403	Syak.g_00821	Syaf.g_01579
OG0002404	Syak.g_01497	Syaf.g_01968
OG0002405	Syak.g_00550	Syaf.g_01797
OG0002406	Syak.g_00139	Syaf.g_02236
OG0002407	Syak.g_00165	Syaf.g_01668
OG0002408	Syak.g_00204	Syaf.g_02261
OG0002409	Syak.g_01894	Syaf.g_00602
OG0002410	Syak.g_01824	Syaf.g_02248
OG0002411	Syak.g_00617	Syaf.g_01393
OG0002438	Syak.g_01923	Syaf.g_02013
OG0002443	Syak.g_02039	Syaf.g_00738
OG0002446	Syak.g_01105	Syaf.g_01825
OG0002449	Syak.g_01835	Syaf.g_00539
OG0002451	Syak.g_00192	Syaf.g_02152
OG0002452	Syak.g_01837	Syaf.g_00541
OG0002458	Syak.g_01859	Syaf.g_00564
OG0002459	Syak.g_01861	Syaf.g_00566
OG0002460	Syak.g_01862	Syaf.g_00567
OG0002461	Syak.g_00216	Syaf.g_01701
OG0002463	Syak.g_00792	Syaf.g_01905
OG0002464	Syak.g_02240	Syaf.g_00948
OG0002466	Syak.g_02338	Syaf.g_01158
OG0002467	Syak.g_02717	Syaf.g_01489
OG0002468	Syak.g_00679	Syaf.g_01552
OG0002469	Syak.g_00817	Syaf.g_01575
OG0002470	Syak.g_00279	Syaf.g_01628
OG0002471	Syak.g_00252	Syaf.g_01718
OG0002472	Syak.g_00152	Syaf.g_01649
OG0002473	Syak.g_02085	Syaf.g_00791
OG0002474	Syak.g_01361	Syaf.g_00148
OG0002475	Syak.g_01077	Syaf.g_02456
OG0002476	Syak.g_00160	Syaf.g_01670
OG0002519	Syak.g_01567	Syaf.g_00356
OG0002520	Syak.g_02403	Syaf.g_01020
OG0002521	Syak.g_02428	Syaf.g_01049
OG0002523	Syak.g_00236	Syaf.g_01486
OG0002524	Syak.g_00982	Syaf.g_01748
OG0002526	Syak.g_00256	Syaf.g_01728
OG0002529	Syak.g_00187	Syaf.g_01719
OG0002532	Syak.g_00232, Syak.g_00803	Syaf.g_02265
OG0002533	Syak.g_02662	Syaf.g_02629
OG0002534	Syak.g_01256	Syaf.g_00034
OG0002535	Syak.g_01259	Syaf.g_00037
OG0002536	Syak.g_01272	Syaf.g_00058
OG0002537	Syak.g_00051	Syaf.g_00774
OG0002538	Syak.g_02044	Syaf.g_00757
OG0002540	Syak.g_01858	Syaf.g_00563
OG0002541	Syak.g_01278	Syaf.g_00065
OG0002542	Syak.g_00620	Syaf.g_01222
OG0002543	Syak.g_01929	Syaf.g_01518
OG0002544	Syak.g_00163	Syaf.g_01666
OG0002568	Syak.g_02726	Syaf.g_00973
OG0002589	Syak.g_00199	Syaf.g_02154
OG0002591	Syak.g_00217	Syaf.g_01540
OG0002594	Syak.g_00319	Syaf.g_01192
OG0002595	Syak.g_02718	Syaf.g_01488
OG0002597	Syak.g_02376	Syaf.g_01753
OG0002599	Syak.g_00396	Syaf.g_01730
OG0002606	Syak.g_01857	Syaf.g_00562
OG0002608	Syak.g_00719	Syaf.g_01456
OG0002609	Syak.g_00588	Syaf.g_01363
OG0002611	Syak.g_01565	Syaf.g_02171, Syaf.g_00354
OG0002639	Syak.g_02344	Syaf.g_00783
OG0002647	Syak.g_01959	Syaf.g_00685
OG0002671	Syak.g_02410	Syaf.g_01027
OG0002672	Syak.g_00290	Syaf.g_01629
OG0002673	Syak.g_00069	Syaf.g_01717, Syaf.g_01356
OG0002674	Syak.g_01289	Syaf.g_00076
OG0002676	Syak.g_01831	Syaf.g_00535
OG0002683	Syak.g_01141	Syaf.g_02518
OG0002685	Syak.g_00167	Syaf.g_01699
OG0002709	Syak.g_02265, Syak.g_00979, Syak.g_02533	Syaf.g_01145
OG0002731	Syak.g_02036	Syaf.g_01092
OG0002737	Syak.g_02367	Syaf.g_01183
OG0002741	Syak.g_00080	Syaf.g_02039
OG0002747	Syak.g_00013	Syaf.g_02335
OG0002748	Syak.g_00958	Syaf.g_02548
OG0002754	Syak.g_01132	Syaf.g_02509
OG0002758	Syak.g_00241	Syaf.g_01716
OG0002759	Syak.g_01000	Syaf.g_01327
OG0002805	Syak.g_01160	Syaf.g_01601
OG0002807	Syak.g_00291	Syaf.g_01630
OG0002860	Syak.g_02293	Syaf.g_01345
OG0002868	Syak.g_02040	Syaf.g_00610
OG0002869	Syak.g_00590	Syaf.g_01365
OG0002870	Syak.g_02233	Syaf.g_00340
OG0002879	Syak.g_00191	Syaf.g_01673
OG0002899	Syak.g_01100	Syaf.g_02150
OG0002910	Syak.g_01195	Syaf.g_01871
OG0002931	Syak.g_00200	Syaf.g_02155
OG0002953	Syak.g_00118	Syaf.g_01064
OG0002968	Syak.g_02515	Syaf.g_02276
OG0002975	Syak.g_00318	Syaf.g_01193
OG0002976	Syak.g_01202	Syaf.g_02229
OG0002979	Syak.g_01970	Syaf.g_02221
OG0002983	Syak.g_00686	Syaf.g_02725
OG0002984	Syak.g_00685	Syaf.g_02724
OG0002986	Syak.g_00261	Syaf.g_01736
OG0002987	Syak.g_00262	Syaf.g_01737
OG0002988	Syak.g_00263	Syaf.g_01738
OG0002994	Syak.g_00239	Syaf.g_01349
OG0003043	Syak.g_01015	Syaf.g_01330
OG0003093	Syak.g_02268	Syaf.g_01149
OG0003110	Syak.g_00188	Syaf.g_01672
OG0003111	Syak.g_00215	Syaf.g_01691
OG0003119	Syak.g_02759	Syaf.g_02364
OG0003131	Syak.g_00005	Syaf.g_02342
OG0003134	Syak.g_02230	Syaf.g_00396
OG0003137	Syak.g_02471	Syaf.g_01099
OG0003143	Syak.g_00213	Syaf.g_01680
OG0003144	Syak.g_02215	Syaf.g_00928
OG0003247	Syak.g_00197	Syaf.g_02147
OG0003276	Syak.g_00407	Syaf.g_02755
OG0003306	Syak.g_01143	Syaf.g_02520
OG0003499	Syak.g_02051	Syaf.g_01328
OG0003523	Syak.g_00201	Syaf.g_01685
OG0003542	Syak.g_00743	Syaf.g_01433
OG0003545	Syak.g_00148	Syaf.g_02214
OG0003570	Syak.g_01602	Syaf.g_01112
OG0003571	Syak.g_00969	Syaf.g_01615
OG0003572	Syak.g_01166	Syaf.g_02541
OG0003666	Syak.g_00321	Syaf.g_02169
OG0003821	Syak.g_00149	Syaf.g_02207, Syaf.g_00741
OG0003857	Syak.g_00242	Syaf.g_02636
OG0003865	Syak.g_02490	Syaf.g_01539
OG0003869	Syak.g_00154	Syaf.g_00970
OG0003871	Syak.g_00741	Syaf.g_01435
OG0003872	Syak.g_00742	Syaf.g_01434
OG0003873	Syak.g_00744	Syaf.g_01432
OG0003874	Syak.g_00746	Syaf.g_01431, Syaf.g_01427
OG0003922	Syak.g_01619, Syak.g_01588	Syaf.g_00303
OG0003924	Syak.g_01364	Syaf.g_00152
OG0003925	Syak.g_01587, Syak.g_01589	Syaf.g_00300
OG0003927	Syak.g_00585	Syaf.g_01340
OG0003929	Syak.g_01904	Syaf.g_01437, Syaf.g_01421
OG0003930	Syak.g_00986	Syaf.g_01499, Syaf.g_01501
OG0003932	Syak.g_00170	Syaf.g_02217, Syaf.g_02216
OG0004322	Syak.g_01656	Syaf.g_02223
OG0004385	Syak.g_00062	Syaf.g_00180
OG0004390	Syak.g_00613	Syaf.g_01389
OG0004394	Syak.g_01142	Syaf.g_02519, Syaf.g_02522
OG0005032	Syak.g_01125	Syaf.g_01762
OG0005113	Syak.g_01590	Syaf.g_00286
OG0005117	Syak.g_02016	Syaf.g_00730
OG0005118	Syak.g_02021	Syaf.g_02186, Syaf.g_00732
OG0005121	Syak.g_01668	Syaf.g_01118
OG0005124	Syak.g_00238	Syaf.g_01357
OG0005126	Syak.g_02504	Syaf.g_01505
OG0005133	Syak.g_00867	Syaf.g_01757
OG0005137	Syak.g_00385	Syaf.g_02093
OG0006010	Syak.g_00179	Syaf.g_01671
OG0006015	Syak.g_02514	Syaf.g_02009
OG0006030	Syak.g_01165	Syaf.g_02540
