Orthogroup	Syak	Prbc
OG0001115	Syak.g_00484	Prbc.g_02047
OG0001116	Syak.g_00482	Prbc.g_02048
OG0001117	Syak.g_00481	Prbc.g_02049
OG0001118	Syak.g_00480	Prbc.g_02050
OG0001119	Syak.g_00478	Prbc.g_02051
OG0001120	Syak.g_00474	Prbc.g_02052
OG0001121	Syak.g_00114	Prbc.g_00645
OG0001123	Syak.g_00650	Prbc.g_02086
OG0001124	Syak.g_00652	Prbc.g_02088
OG0001125	Syak.g_00654	Prbc.g_02090
OG0001126	Syak.g_00757	Prbc.g_02101
OG0001127	Syak.g_00756	Prbc.g_02102
OG0001128	Syak.g_00753	Prbc.g_02105
OG0001129	Syak.g_00751	Prbc.g_02106
OG0001130	Syak.g_00750	Prbc.g_02107
OG0001131	Syak.g_00389	Prbc.g_01941
OG0001132	Syak.g_00120	Prbc.g_02152
OG0001133	Syak.g_00014	Prbc.g_02128
OG0001134	Syak.g_00273	Prbc.g_00896
OG0001135	Syak.g_00274	Prbc.g_00899
OG0001136	Syak.g_00901	Prbc.g_01449
OG0001137	Syak.g_00876	Prbc.g_01436
OG0001138	Syak.g_00839	Prbc.g_01416
OG0001139	Syak.g_00837	Prbc.g_01414
OG0001140	Syak.g_00836	Prbc.g_01413
OG0001141	Syak.g_00835	Prbc.g_01412
OG0001142	Syak.g_00834	Prbc.g_01411
OG0001143	Syak.g_00826	Prbc.g_01404
OG0001144	Syak.g_00815	Prbc.g_01399
OG0001145	Syak.g_00922	Prbc.g_00558
OG0001146	Syak.g_00943	Prbc.g_00570
OG0001147	Syak.g_01113	Prbc.g_00589
OG0001148	Syak.g_02563	Prbc.g_00659
OG0001149	Syak.g_02562	Prbc.g_00660
OG0001150	Syak.g_02561	Prbc.g_00661
OG0001151	Syak.g_02548	Prbc.g_00672
OG0001153	Syak.g_01084	Prbc.g_00739
OG0001154	Syak.g_01085	Prbc.g_00740
OG0001155	Syak.g_02480	Prbc.g_00756
OG0001156	Syak.g_02477	Prbc.g_00759
OG0001157	Syak.g_02476	Prbc.g_00760
OG0001158	Syak.g_02475	Prbc.g_00761
OG0001159	Syak.g_02474	Prbc.g_00762
OG0001160	Syak.g_02437	Prbc.g_00787
OG0001161	Syak.g_01906	Prbc.g_01485
OG0001162	Syak.g_00959	Prbc.g_00799
OG0001163	Syak.g_02429	Prbc.g_00825
OG0001164	Syak.g_02423	Prbc.g_00829
OG0001165	Syak.g_02418	Prbc.g_00831
OG0001166	Syak.g_02394	Prbc.g_00849
OG0001167	Syak.g_02366	Prbc.g_00867
OG0001168	Syak.g_02364	Prbc.g_00868
OG0001169	Syak.g_02362	Prbc.g_00870
OG0001170	Syak.g_02360	Prbc.g_00872
OG0001171	Syak.g_02349	Prbc.g_00882
OG0001172	Syak.g_01388	Prbc.g_00937
OG0001173	Syak.g_01387	Prbc.g_00938
OG0001174	Syak.g_01379	Prbc.g_00946
OG0001175	Syak.g_01378	Prbc.g_00947
OG0001176	Syak.g_01354	Prbc.g_00959
OG0001177	Syak.g_01356	Prbc.g_00957
OG0001178	Syak.g_02411	Prbc.g_01309
OG0001179	Syak.g_01324	Prbc.g_00301
OG0001181	Syak.g_01296	Prbc.g_00274
OG0001182	Syak.g_01287	Prbc.g_00266
OG0001183	Syak.g_01282	Prbc.g_00247
OG0001184	Syak.g_01571	Prbc.g_00231
OG0001185	Syak.g_01643	Prbc.g_00216
OG0001186	Syak.g_01709	Prbc.g_00189
OG0001187	Syak.g_01712	Prbc.g_00966
OG0001188	Syak.g_01714	Prbc.g_00968
OG0001189	Syak.g_01736	Prbc.g_00985
OG0001190	Syak.g_01942	Prbc.g_00990
OG0001191	Syak.g_01928	Prbc.g_01000
OG0001192	Syak.g_01921	Prbc.g_01005
OG0001193	Syak.g_01888	Prbc.g_01018
OG0001194	Syak.g_01882	Prbc.g_01019
OG0001195	Syak.g_01881	Prbc.g_01020
OG0001196	Syak.g_01811	Prbc.g_01054
OG0001197	Syak.g_01809	Prbc.g_01056
OG0001198	Syak.g_01798	Prbc.g_01066
OG0001199	Syak.g_02249	Prbc.g_00499
OG0001200	Syak.g_02247	Prbc.g_00497
OG0001201	Syak.g_02191	Prbc.g_00465
OG0001202	Syak.g_02061	Prbc.g_00372
OG0001203	Syak.g_02307	Prbc.g_00332
OG0001204	Syak.g_01404	Prbc.g_01141
OG0001205	Syak.g_01181	Prbc.g_01506
OG0001206	Syak.g_01148	Prbc.g_01525
OG0001207	Syak.g_02566	Prbc.g_01536
OG0001208	Syak.g_02576	Prbc.g_01542
OG0001209	Syak.g_02643	Prbc.g_01614
OG0001210	Syak.g_02654	Prbc.g_01619
OG0001211	Syak.g_02669	Prbc.g_01630
OG0001212	Syak.g_02728	Prbc.g_01672
OG0001213	Syak.g_00025	Prbc.g_01706
OG0001214	Syak.g_00037	Prbc.g_01714
OG0001215	Syak.g_00697	Prbc.g_01772
OG0001216	Syak.g_00805	Prbc.g_01789
OG0001217	Syak.g_00138	Prbc.g_00521
OG0001218	Syak.g_01093	Prbc.g_01829
OG0001219	Syak.g_00551	Prbc.g_02005
OG0001220	Syak.g_00580	Prbc.g_01913
OG0001221	Syak.g_00390	Prbc.g_01989
OG0001222	Syak.g_00517	Prbc.g_01936
OG0001223	Syak.g_00472	Prbc.g_02053
OG0001224	Syak.g_00739	Prbc.g_02109
OG0001226	Syak.g_02239	Prbc.g_00930
OG0001227	Syak.g_00963	Prbc.g_02133
OG0001228	Syak.g_00619	Prbc.g_01396
OG0001229	Syak.g_00711	Prbc.g_00138
OG0001230	Syak.g_01030	Prbc.g_00700
OG0001231	Syak.g_01777	Prbc.g_01833
OG0001232	Syak.g_02385	Prbc.g_00853
OG0001233	Syak.g_02359	Prbc.g_00873
OG0001234	Syak.g_01374	Prbc.g_00949
OG0001235	Syak.g_01362	Prbc.g_00953
OG0001236	Syak.g_01568	Prbc.g_00234
OG0001237	Syak.g_01573	Prbc.g_00230
OG0001238	Syak.g_01926	Prbc.g_01001
OG0001239	Syak.g_02252	Prbc.g_00502
OG0001240	Syak.g_02206	Prbc.g_00480
OG0001241	Syak.g_02197	Prbc.g_00471
OG0001242	Syak.g_02168	Prbc.g_00452
OG0001243	Syak.g_02160	Prbc.g_00445
OG0001244	Syak.g_02132	Prbc.g_00429
OG0001245	Syak.g_00248	Prbc.g_01317
OG0001246	Syak.g_02604	Prbc.g_01584
OG0001247	Syak.g_00618	Prbc.g_01765
OG0001248	Syak.g_00147	Prbc.g_01767
OG0001249	Syak.g_01251	Prbc.g_01230
OG0001251	Syak.g_01875	Prbc.g_00923
OG0001252	Syak.g_00754	Prbc.g_02104
OG0001253	Syak.g_00250	Prbc.g_00804
OG0001254	Syak.g_00272	Prbc.g_00898
OG0001255	Syak.g_00066	Prbc.g_01463
OG0001256	Syak.g_02430	Prbc.g_00795
OG0001257	Syak.g_02502	Prbc.g_00800
OG0001259	Syak.g_02361	Prbc.g_00871
OG0001260	Syak.g_02332	Prbc.g_00888
OG0001261	Syak.g_01315	Prbc.g_00293
OG0001262	Syak.g_01734	Prbc.g_00983
OG0001263	Syak.g_02157	Prbc.g_00442
OG0001269	Syak.g_02323	Prbc.g_01912
OG0001273	Syak.g_00030	Prbc.g_01708
OG0001277	Syak.g_01829	Prbc.g_01042
OG0001279	Syak.g_00105	Prbc.g_00133
OG0001280	Syak.g_00933	Prbc.g_00565
OG0001282	Syak.g_02564	Prbc.g_00658
OG0001283	Syak.g_01818	Prbc.g_01050
OG0001284	Syak.g_02446	Prbc.g_00781
OG0001285	Syak.g_02381	Prbc.g_00856
OG0001286	Syak.g_01301	Prbc.g_00280
OG0001287	Syak.g_01652	Prbc.g_00209
OG0001288	Syak.g_01686	Prbc.g_00198
OG0001289	Syak.g_02222	Prbc.g_00486
OG0001290	Syak.g_02198	Prbc.g_00472
OG0001294	Syak.g_00355	Prbc.g_01483, Prbc.g_00646
OG0001295	Syak.g_00740	Prbc.g_01471
OG0001296	Syak.g_02610	Prbc.g_01589
OG0001297	Syak.g_02614	Prbc.g_01594
OG0001299	Syak.g_00349	Prbc.g_01744
OG0001300	Syak.g_00706	Prbc.g_01776
OG0001301	Syak.g_00721	Prbc.g_01778
OG0001302	Syak.g_00068	Prbc.g_02003
OG0001303	Syak.g_00548	Prbc.g_00092
OG0001304	Syak.g_00664	Prbc.g_02095
OG0001305	Syak.g_00728	Prbc.g_01931
OG0001306	Syak.g_00915	Prbc.g_01461
OG0001307	Syak.g_00344	Prbc.g_00586
OG0001308	Syak.g_01054	Prbc.g_00719
OG0001309	Syak.g_02620	Prbc.g_01598
OG0001311	Syak.g_00651	Prbc.g_02087
OG0001312	Syak.g_00537	Prbc.g_02014
OG0001314	Syak.g_00124	Prbc.g_01137
OG0001315	Syak.g_01284	Prbc.g_00249
OG0001316	Syak.g_02140	Prbc.g_00431
OG0001317	Syak.g_02302	Prbc.g_00336
OG0001318	Syak.g_01424	Prbc.g_01152
OG0001321	Syak.g_01172	Prbc.g_01512
OG0001322	Syak.g_01171	Prbc.g_01513
OG0001324	Syak.g_00707	Prbc.g_01777
OG0001325	Syak.g_00800	Prbc.g_01792
OG0001326	Syak.g_01870, Syak.g_01154	Prbc.g_00915
OG0001327	Syak.g_00362	Prbc.g_01966
OG0001328	Syak.g_00383	Prbc.g_01985
OG0001329	Syak.g_00280	Prbc.g_00803
OG0001330	Syak.g_00925	Prbc.g_00559
OG0001331	Syak.g_02559	Prbc.g_00663
OG0001332	Syak.g_02485	Prbc.g_00754
OG0001334	Syak.g_01274	Prbc.g_00244
OG0001335	Syak.g_01273	Prbc.g_00243
OG0001336	Syak.g_01817	Prbc.g_01051
OG0001337	Syak.g_01253, Syak.g_01262	Prbc.g_01224
OG0001340	Syak.g_01261	Prbc.g_01225
OG0001343	Syak.g_01877	Prbc.g_01956, Prbc.g_01957
OG0001344	Syak.g_00893	Prbc.g_01441
OG0001345	Syak.g_00856	Prbc.g_01425
OG0001346	Syak.g_00937	Prbc.g_00567
OG0001347	Syak.g_01885, Syak.g_01622	Prbc.g_00181
OG0001348	Syak.g_00774	Prbc.g_02169
OG0001350	Syak.g_02306	Prbc.g_00333
OG0001351	Syak.g_01164	Prbc.g_01515
OG0001352	Syak.g_00764	Prbc.g_01761
OG0001354	Syak.g_00485	Prbc.g_02046
OG0001355	Syak.g_00144	Prbc.g_00802
OG0001356	Syak.g_00773	Prbc.g_00603
OG0001357	Syak.g_00092	Prbc.g_01294
OG0001358	Syak.g_00007	Prbc.g_01697
OG0001359	Syak.g_01878	Prbc.g_01958
OG0001360	Syak.g_00854	Prbc.g_01423
OG0001365	Syak.g_01937	Prbc.g_00994
OG0001368	Syak.g_01403	Prbc.g_00149, Prbc.g_00130
OG0001369	Syak.g_02207	Prbc.g_00481
OG0001371	Syak.g_02231	Prbc.g_01760
OG0001373	Syak.g_01871	Prbc.g_00914
OG0001374	Syak.g_01863	Prbc.g_00922
OG0001375	Syak.g_01876	Prbc.g_01955
OG0001376	Syak.g_01916	Prbc.g_01943
OG0001377	Syak.g_01917	Prbc.g_01944
OG0001378	Syak.g_01196	Prbc.g_01495
OG0001380	Syak.g_00237	Prbc.g_01470
OG0001385	Syak.g_01874	Prbc.g_00911
OG0001386	Syak.g_01873	Prbc.g_00912
OG0001387	Syak.g_01872	Prbc.g_00913
OG0001388	Syak.g_01869	Prbc.g_00916
OG0001389	Syak.g_01868	Prbc.g_00917
OG0001390	Syak.g_01867	Prbc.g_00918
OG0001391	Syak.g_01866	Prbc.g_00919
OG0001392	Syak.g_01865	Prbc.g_00920
OG0001393	Syak.g_01864	Prbc.g_00921
OG0001394	Syak.g_00399	Prbc.g_01993
OG0001395	Syak.g_00789	Prbc.g_02098
OG0001396	Syak.g_01884	Prbc.g_00180
OG0001398	Syak.g_00571	Prbc.g_01806
OG0001399	Syak.g_01977	Prbc.g_00264, Prbc.g_01136, Prbc.g_01235
OG0001401	Syak.g_00608	Prbc.g_01896
OG0001402	Syak.g_00012	Prbc.g_01701
OG0001405	Syak.g_01271	Prbc.g_01218
OG0001406	Syak.g_01915	Prbc.g_01942
OG0001408	Syak.g_00087	Prbc.g_02187
OG0001409	Syak.g_00878	Prbc.g_01437
OG0001410	Syak.g_00343	Prbc.g_00587
OG0001412	Syak.g_01886	Prbc.g_00182
OG0001413	Syak.g_00103	Prbc.g_01834
OG0001417	Syak.g_00486	Prbc.g_01482
OG0001420	Syak.g_00997, Syak.g_02635	Prbc.g_00119
OG0001422	Syak.g_00928	Prbc.g_02129
OG0001425	Syak.g_01922	Prbc.g_01004
OG0001429	Syak.g_00547	Prbc.g_02006
OG0001430	Syak.g_01949, Syak.g_00314	Prbc.g_01945
OG0001432	Syak.g_00095	Prbc.g_02076
OG0001433	Syak.g_00771	Prbc.g_00602
OG0001434	Syak.g_00404	Prbc.g_01998
OG0001435	Syak.g_00369	Prbc.g_01973
OG0001439	Syak.g_01506	Prbc.g_01199
OG0001442	Syak.g_00415	Prbc.g_00689
OG0001443	Syak.g_01909	Prbc.g_00905
OG0001447	Syak.g_02159	Prbc.g_00444
OG0001453	Syak.g_00465	Prbc.g_02056
OG0001454	Syak.g_00249	Prbc.g_01310
OG0001456	Syak.g_01855	Prbc.g_01489
OG0001457	Syak.g_01854	Prbc.g_01488
OG0001458	Syak.g_01853	Prbc.g_01487
OG0001460	Syak.g_00770	Prbc.g_00601
OG0001461	Syak.g_00276	Prbc.g_00014
OG0001464	Syak.g_01260	Prbc.g_01813
OG0001467	Syak.g_01022	Prbc.g_00514
OG0001470	Syak.g_01592	Prbc.g_00187
OG0001471	Syak.g_01501	Prbc.g_01484
OG0001473	Syak.g_00102	Prbc.g_00642
OG0001474	Syak.g_01239	Prbc.g_01251
OG0001475	Syak.g_01594	Prbc.g_00185
OG0001476	Syak.g_00882	Prbc.g_01438
OG0001477	Syak.g_00718	Prbc.g_00010
OG0001480	Syak.g_00084	Prbc.g_00151
OG0001482	Syak.g_00476	Prbc.g_02132
OG0001486	Syak.g_00900	Prbc.g_01448
OG0001488	Syak.g_00872	Prbc.g_01432
OG0001489	Syak.g_01291, Syak.g_00278	Prbc.g_00269
OG0001495	Syak.g_01357	Prbc.g_00956
OG0001496	Syak.g_00715	Prbc.g_00008
OG0001497	Syak.g_00717	Prbc.g_00009
OG0001498	Syak.g_01214	Prbc.g_01269
OG0001508	Syak.g_01591	Prbc.g_00188
OG0001510	Syak.g_01662	Prbc.g_00205
OG0001511	Syak.g_02183	Prbc.g_00461
OG0001512	Syak.g_02308	Prbc.g_00820
OG0001513	Syak.g_01572	Prbc.g_01112
OG0001514	Syak.g_00714	Prbc.g_00007
OG0001515	Syak.g_00701	Prbc.g_01774
OG0001516	Syak.g_00346	Prbc.g_01741
OG0001517	Syak.g_01245	Prbc.g_01247
OG0001518	Syak.g_01924	Prbc.g_01003
OG0001519	Syak.g_01907	Prbc.g_01008
OG0001528	Syak.g_01593	Prbc.g_00186
OG0001529	Syak.g_01743	Prbc.g_01119
OG0001530	Syak.g_02185	Prbc.g_00462
OG0001531	Syak.g_02309	Prbc.g_00331
OG0001532	Syak.g_00838	Prbc.g_01415
OG0001534	Syak.g_00665	Prbc.g_02096
OG0001535	Syak.g_00646	Prbc.g_02084
OG0001536	Syak.g_00508	Prbc.g_02032
OG0001537	Syak.g_00392	Prbc.g_01990
OG0001538	Syak.g_00439	Prbc.g_01863
OG0001539	Syak.g_00364	Prbc.g_01968
OG0001540	Syak.g_02155	Prbc.g_00440
OG0001541	Syak.g_02089	Prbc.g_00392
OG0001542	Syak.g_02080	Prbc.g_00386
OG0001543	Syak.g_02007	Prbc.g_01939
OG0001544	Syak.g_01908	Prbc.g_01007
OG0001545	Syak.g_01830	Prbc.g_01041
OG0001549	Syak.g_00577	Prbc.g_01922
OG0001551	Syak.g_00689	Prbc.g_00908
OG0001553	Syak.g_01037	Prbc.g_00706
OG0001557	Syak.g_00400	Prbc.g_01994
OG0001559	Syak.g_02186	Prbc.g_00463
OG0001560	Syak.g_02199	Prbc.g_00473
OG0001561	Syak.g_00653	Prbc.g_02089
OG0001562	Syak.g_00639	Prbc.g_02078
OG0001563	Syak.g_01306	Prbc.g_00285
OG0001570	Syak.g_00574	Prbc.g_00639
OG0001572	Syak.g_00097	Prbc.g_00019, Prbc.g_00096
OG0001576	Syak.g_00955	Prbc.g_00578
OG0001577	Syak.g_00903	Prbc.g_01451
OG0001578	Syak.g_00229	Prbc.g_00003
OG0001579	Syak.g_01267	Prbc.g_01222
OG0001582	Syak.g_00231	Prbc.g_01480
OG0001589	Syak.g_02356	Prbc.g_00875
OG0001591	Syak.g_00357	Prbc.g_01751
OG0001623	Syak.g_01257	Prbc.g_01226
OG0001633	Syak.g_00662	Prbc.g_00931
OG0001634	Syak.g_00352	Prbc.g_01747
OG0001635	Syak.g_01690	Prbc.g_01559
OG0001642	Syak.g_00581	Prbc.g_00597
OG0001644	Syak.g_00783	Prbc.g_01802
OG0001656	Syak.g_01268	Prbc.g_01221
OG0001659	Syak.g_00842	Prbc.g_01419
OG0001673	Syak.g_02299	Prbc.g_00338
OG0001676	Syak.g_01264	Prbc.g_01223
OG0001692	Syak.g_01035	Prbc.g_00704
OG0001694	Syak.g_01461	Prbc.g_01174
OG0001695	Syak.g_01836	Prbc.g_01024
OG0001703	Syak.g_02567	Prbc.g_01537
OG0001713	Syak.g_00881	Prbc.g_02175
OG0001715	Syak.g_00122	Prbc.g_00154
OG0001738	Syak.g_01523	Prbc.g_01212
OG0001739	Syak.g_01838	Prbc.g_01023
OG0001740	Syak.g_01833	Prbc.g_01026
OG0001758	Syak.g_00292	Prbc.g_00020, Prbc.g_00552
OG0001769	Syak.g_00972	Prbc.g_01372
OG0001770	Syak.g_00323	Prbc.g_00021, Prbc.g_01364
OG0001810	Syak.g_02142	Prbc.g_01783
OG0001816	Syak.g_00361	Prbc.g_01965
OG0001835	Syak.g_00142	Prbc.g_00026
OG0001875	Syak.g_00293	Prbc.g_00553
OG0001876	Syak.g_00294	Prbc.g_00554
OG0001907	Syak.g_02136	Prbc.g_00430
OG0001915	Syak.g_01803	Prbc.g_01058
OG0001917	Syak.g_00648	Prbc.g_02085
OG0001954	Syak.g_00137	Prbc.g_00145
OG0001990	Syak.g_01832	Prbc.g_00535
OG0002018	Syak.g_01834	Prbc.g_01025
OG0002020	Syak.g_01840	Prbc.g_01028
OG0002021	Syak.g_01842	Prbc.g_01030
OG0002022	Syak.g_01843	Prbc.g_01031
OG0002023	Syak.g_01844	Prbc.g_01032
OG0002024	Syak.g_01850	Prbc.g_01034
OG0002054	Syak.g_01851	Prbc.g_01035
OG0002055	Syak.g_01848	Prbc.g_01040
OG0002131	Syak.g_01841	Prbc.g_01029
OG0002132	Syak.g_01847	Prbc.g_01033
OG0002133	Syak.g_01849	Prbc.g_01039
OG0002178	Syak.g_01845	Prbc.g_01038
OG0002229	Syak.g_01705	Prbc.g_00191
OG0002347	Syak.g_02378	Prbc.g_00859
OG0002380	Syak.g_00175	Prbc.g_00039
OG0002591	Syak.g_00217	Prbc.g_00906
OG0002665	Syak.g_01664	Prbc.g_00080, Prbc.g_00083, Prbc.g_00081, Prbc.g_00084, Prbc.g_01558, Prbc.g_01578
OG0002704	Syak.g_01704	Prbc.g_00192
OG0002724	Syak.g_02527	Prbc.g_01572
OG0002938	Syak.g_01529, Syak.g_01701, Syak.g_01700	Prbc.g_00183
OG0003247	Syak.g_00197	Prbc.g_01570
OG0003818	Syak.g_01617, Syak.g_01699	Prbc.g_00184
OG0004276	Syak.g_02264	Prbc.g_00043
OG0004277	Syak.g_02263	Prbc.g_00044
