Orthogroup	Syas	Praa
OG0001201	Syas.g_02419	Praa.g_00108
OG0001202	Syas.g_02270	Praa.g_00199
OG0001203	Syas.g_02557	Praa.g_00238
OG0001204	Syas.g_01687	Praa.g_00243
OG0001205	Syas.g_02745	Praa.g_00444
OG0001207	Syas.g_01260	Praa.g_00477
OG0001208	Syas.g_01251	Praa.g_00482
OG0001209	Syas.g_00065	Praa.g_00535
OG0001210	Syas.g_00761	Praa.g_00540
OG0001211	Syas.g_00788	Praa.g_00551
OG0001212	Syas.g_00847	Praa.g_00596
OG0001213	Syas.g_00100	Praa.g_00629
OG0001214	Syas.g_00744	Praa.g_00637
OG0001215	Syas.g_02245	Praa.g_00690
OG0001217	Syas.g_01397, Syas.g_02493	Praa.g_00751
OG0001218	Syas.g_01309	Praa.g_00758
OG0001219	Syas.g_00399	Praa.g_00791
OG0001220	Syas.g_02447	Praa.g_00856
OG0001221	Syas.g_02669	Praa.g_00918
OG0001222	Syas.g_00448	Praa.g_00956
OG0001223	Syas.g_00541	Praa.g_00982
OG0001224	Syas.g_01015	Praa.g_01035
OG0001225	Syas.g_01017	Praa.g_01037
OG0001226	Syas.g_02506	Praa.g_01064
OG0001227	Syas.g_00824	Praa.g_01083
OG0001228	Syas.g_02195	Praa.g_01204
OG0001229	Syas.g_00285	Praa.g_01364
OG0001230	Syas.g_02806	Praa.g_01468
OG0001231	Syas.g_02050	Praa.g_01574
OG0001232	Syas.g_02649	Praa.g_01658
OG0001233	Syas.g_02592	Praa.g_01679
OG0001234	Syas.g_01310	Praa.g_01714
OG0001235	Syas.g_01646	Praa.g_01724
OG0001236	Syas.g_02191	Praa.g_01810
OG0001237	Syas.g_02187	Praa.g_01814
OG0001238	Syas.g_01901	Praa.g_01889
OG0001239	Syas.g_02519	Praa.g_00071
OG0001240	Syas.g_02435	Praa.g_00093
OG0001241	Syas.g_02427	Praa.g_00101
OG0001242	Syas.g_02398	Praa.g_00119
OG0001243	Syas.g_02391	Praa.g_00125
OG0001244	Syas.g_02370	Praa.g_00141
OG0001245	Syas.g_00524	Praa.g_00379
OG0001246	Syas.g_01224, Syas.g_01829	Praa.g_00504
OG0001249	Syas.g_01547	Praa.g_00780
OG0001250	Syas.g_00239	Praa.g_00845
OG0001251	Syas.g_00516, Syas.g_00408	Praa.g_00893
OG0001252	Syas.g_00994	Praa.g_01030
OG0001253	Syas.g_00143	Praa.g_01084
OG0001255	Syas.g_00492	Praa.g_01144
OG0001256	Syas.g_02698	Praa.g_01567
OG0001257	Syas.g_01407	Praa.g_01573
OG0001258	Syas.g_02688	Praa.g_01632
OG0001259	Syas.g_02594	Praa.g_01677
OG0001260	Syas.g_02572	Praa.g_01694
OG0001261	Syas.g_01599	Praa.g_01767
OG0001262	Syas.g_02091	Praa.g_01872
OG0001265	Syas.g_02399	Praa.g_00118
OG0001266	Syas.g_02266	Praa.g_00203
OG0001267	Syas.g_01753	Praa.g_00280
OG0001268	Syas.g_01535	Praa.g_00339
OG0001269	Syas.g_00510	Praa.g_00358
OG0001270	Syas.g_01499	Praa.g_00434
OG0001271	Syas.g_01336	Praa.g_00472
OG0001272	Syas.g_01247	Praa.g_00486
OG0001273	Syas.g_00751	Praa.g_00631
OG0001274	Syas.g_01849	Praa.g_00703
OG0001275	Syas.g_00554	Praa.g_00992
OG0001276	Syas.g_00215	Praa.g_01014
OG0001277	Syas.g_00110	Praa.g_01072
OG0001278	Syas.g_01074	Praa.g_01209
OG0001279	Syas.g_02792	Praa.g_01257
OG0001280	Syas.g_01095	Praa.g_01317
OG0001281	Syas.g_02845	Praa.g_01323
OG0001282	Syas.g_01262	Praa.g_01367
OG0001284	Syas.g_02713	Praa.g_01547
OG0001286	Syas.g_01585	Praa.g_01779
OG0001287	Syas.g_00136	Praa.g_01834
OG0001288	Syas.g_02144	Praa.g_01843
OG0001289	Syas.g_02474	Praa.g_00087
OG0001290	Syas.g_02428	Praa.g_00100
OG0001291	Syas.g_02378	Praa.g_00135
OG0001292	Syas.g_01693	Praa.g_00248
OG0001293	Syas.g_01720	Praa.g_00261
OG0001294	Syas.g_00692	Praa.g_00377
OG0001295	Syas.g_00770	Praa.g_00467
OG0001296	Syas.g_01217	Praa.g_00509
OG0001297	Syas.g_01213	Praa.g_00514
OG0001298	Syas.g_00829	Praa.g_00577
OG0001299	Syas.g_00700	Praa.g_00666
OG0001303	Syas.g_00400	Praa.g_00996
OG0001304	Syas.g_00199	Praa.g_01024
OG0001305	Syas.g_01027	Praa.g_01043
OG0001306	Syas.g_01202	Praa.g_01146
OG0001307	Syas.g_01923	Praa.g_01349
OG0001308	Syas.g_02830	Praa.g_01486
OG0001309	Syas.g_00003	Praa.g_01571
OG0001310	Syas.g_02666	Praa.g_01647
OG0001315	Syas.g_01566	Praa.g_00062
OG0001317	Syas.g_02553	Praa.g_00234
OG0001318	Syas.g_01706	Praa.g_00256
OG0001319	Syas.g_01736	Praa.g_00272
OG0001323	Syas.g_00006	Praa.g_00519
OG0001325	Syas.g_00179	Praa.g_00716
OG0001326	Syas.g_01960, Syas.g_01961	Praa.g_00881
OG0001327	Syas.g_00687	Praa.g_01055
OG0001329	Syas.g_00773	Praa.g_01123
OG0001330	Syas.g_02865	Praa.g_01289
OG0001331	Syas.g_01267	Praa.g_01372
OG0001333	Syas.g_02598	Praa.g_01673
OG0001336	Syas.g_02003	Praa.g_01914
OG0001339	Syas.g_02425	Praa.g_00103
OG0001345	Syas.g_01132	Praa.g_01178
OG0001346	Syas.g_02853	Praa.g_01319
OG0001348	Syas.g_00119	Praa.g_01595
OG0001349	Syas.g_02643	Praa.g_01624, Praa.g_01794
OG0001351	Syas.g_01280	Praa.g_00453
OG0001353	Syas.g_00228	Praa.g_00836
OG0001354	Syas.g_00526	Praa.g_00974
OG0001355	Syas.g_01057	Praa.g_01605
OG0001358	Syas.g_00122	Praa.g_00620
OG0001360	Syas.g_01130	Praa.g_01085
OG0001361	Syas.g_01135	Praa.g_01175
OG0001364	Syas.g_02212	Praa.g_01803
OG0001365	Syas.g_01886	Praa.g_01882
OG0001371	Syas.g_02499	Praa.g_00679
OG0001373	Syas.g_01959	Praa.g_00880
OG0001374	Syas.g_01968	Praa.g_00888
OG0001376	Syas.g_00468	Praa.g_01049
OG0001377	Syas.g_00467	Praa.g_01050
OG0001378	Syas.g_01500	Praa.g_01094
OG0001379	Syas.g_02861	Praa.g_01312
OG0001380	Syas.g_00126	Praa.g_01354
OG0001385	Syas.g_01956	Praa.g_00877
OG0001386	Syas.g_01957	Praa.g_00878
OG0001387	Syas.g_01958	Praa.g_00879
OG0001388	Syas.g_01962	Praa.g_00882
OG0001389	Syas.g_01963	Praa.g_00883
OG0001390	Syas.g_01964	Praa.g_00884
OG0001391	Syas.g_01965	Praa.g_00885
OG0001392	Syas.g_01966	Praa.g_00886
OG0001393	Syas.g_01967	Praa.g_00887
OG0001394	Syas.g_00627	Praa.g_00922
OG0001395	Syas.g_00195	Praa.g_01026
OG0001396	Syas.g_01949	Praa.g_01430
OG0001398	Syas.g_02481	Praa.g_01601
OG0001399	Syas.g_02459	Praa.g_01716
OG0001403	Syas.g_02069	Praa.g_00030
OG0001406	Syas.g_00469	Praa.g_01048
OG0001408	Syas.g_00142	Praa.g_01067
OG0001409	Syas.g_00154	Praa.g_01166
OG0001411	Syas.g_01156	Praa.g_01397
OG0001412	Syas.g_01951	Praa.g_01428
OG0001413	Syas.g_01481	Praa.g_01562
OG0001416	Syas.g_01061	Praa.g_00458
OG0001417	Syas.g_00507	Praa.g_00469
OG0001418	Syas.g_01177	Praa.g_00684
OG0001420	Syas.g_00017	Praa.g_01103
OG0001428	Syas.g_02325	Praa.g_00172
OG0001429	Syas.g_00401	Praa.g_00792
OG0001432	Syas.g_01484	Praa.g_01560
OG0001438	Syas.g_01767	Praa.g_00293
OG0001439	Syas.g_01809	Praa.g_00307
OG0001441	Syas.g_00008	Praa.g_00521
OG0001447	Syas.g_02390	Praa.g_00126
OG0001449	Syas.g_02567	Praa.g_00393
OG0001450	Syas.g_02208, Syas.g_00474	Praa.g_00687
OG0001451	Syas.g_02342, Syas.g_02343	Praa.g_00865
OG0001452	Syas.g_01700	Praa.g_00894
OG0001453	Syas.g_00547	Praa.g_00986
OG0001454	Syas.g_01483	Praa.g_01078
OG0001456	Syas.g_01969	Praa.g_01137
OG0001457	Syas.g_01970	Praa.g_01138
OG0001458	Syas.g_01971	Praa.g_01139
OG0001459	Syas.g_02778	Praa.g_01273
OG0001470	Syas.g_02627	Praa.g_01404
OG0001471	Syas.g_01819	Praa.g_01563
OG0001473	Syas.g_00323	Praa.g_01851
OG0001479	Syas.g_01537	Praa.g_00337
OG0001480	Syas.g_00771	Praa.g_00368
OG0001482	Syas.g_00535	Praa.g_00456
OG0001484	Syas.g_00166, Syas.g_00167	Praa.g_01296
OG0001492	Syas.g_01077	Praa.g_01206
OG0001493	Syas.g_01069	Praa.g_01214
OG0001494	Syas.g_02633	Praa.g_01422
OG0001495	Syas.g_01641	Praa.g_01721
OG0001502	Syas.g_00290	Praa.g_00772
OG0001504	Syas.g_02777	Praa.g_01274
OG0001505	Syas.g_02135	Praa.g_01411
OG0001507	Syas.g_01183	Praa.g_01619
OG0001520	Syas.g_00828	Praa.g_00388
OG0001522	Syas.g_00369	Praa.g_00837
OG0001546	Syas.g_00011	Praa.g_00524
OG0001547	Syas.g_00300	Praa.g_00774
OG0001549	Syas.g_00482	Praa.g_00863
OG0001554	Syas.g_00153	Praa.g_01569
OG0001555	Syas.g_00654	Praa.g_01583
OG0001565	Syas.g_00351	Praa.g_00416
OG0001567	Syas.g_00294	Praa.g_00773
OG0001568	Syas.g_00368	Praa.g_00775
OG0001570	Syas.g_00309	Praa.g_01106
OG0001573	Syas.g_02025	Praa.g_01434
OG0001584	Syas.g_00607	Praa.g_00937
OG0001586	Syas.g_02637	Praa.g_01336
OG0001587	Syas.g_02569	Praa.g_01696
OG0001625	Syas.g_01708	Praa.g_00258
OG0001627	Syas.g_01474	Praa.g_00755
OG0001647	Syas.g_01738	Praa.g_00273
OG0001666	Syas.g_02785	Praa.g_01272
OG0001704	Syas.g_00425, Syas.g_00426	Praa.g_00060, Praa.g_01225
OG0002029	Syas.g_01930, Syas.g_02786	Praa.g_01271
OG0002097	Syas.g_02623	Praa.g_01405
OG0002098	Syas.g_02608	Praa.g_01448
OG0002364	Syas.g_00402	Praa.g_00793
OG0002369	Syas.g_02628	Praa.g_01403
OG0002478	Syas.g_01099	Praa.g_00408
OG0002622	Syas.g_01892	Praa.g_01449
OG0003159	Syas.g_02117	Praa.g_01399
