Orthogroup	Pram	Syaq
OG0001132	Pram.g_00683	Syaq.g_01872
OG0001133	Pram.g_01469	Syaq.g_02063
OG0001134	Pram.g_01546	Syaq.g_02213
OG0001136	Pram.g_01143	Syaq.g_00252
OG0001137	Pram.g_01130	Syaq.g_00228
OG0001138	Pram.g_01109	Syaq.g_00196
OG0001139	Pram.g_01107	Syaq.g_00194
OG0001140	Pram.g_01106	Syaq.g_00193
OG0001141	Pram.g_01105	Syaq.g_00192
OG0001142	Pram.g_01104	Syaq.g_00191
OG0001143	Pram.g_01097	Syaq.g_00182
OG0001144	Pram.g_01092	Syaq.g_00166
OG0001145	Pram.g_01222	Syaq.g_00284
OG0001146	Pram.g_01234	Syaq.g_00305
OG0001147	Pram.g_01475	Syaq.g_00438
OG0001148	Pram.g_01466	Syaq.g_01761
OG0001149	Pram.g_01465	Syaq.g_01760
OG0001150	Pram.g_01464	Syaq.g_01759
OG0001151	Pram.g_01452	Syaq.g_01746
OG0001152	Pram.g_01451	Syaq.g_01745
OG0001153	Pram.g_01346	Syaq.g_00413
OG0001154	Pram.g_01345	Syaq.g_00414
OG0001155	Pram.g_01328	Syaq.g_01739
OG0001156	Pram.g_01325	Syaq.g_01729
OG0001157	Pram.g_01324	Syaq.g_01728
OG0001158	Pram.g_01323	Syaq.g_01727
OG0001159	Pram.g_01322	Syaq.g_01726
OG0001160	Pram.g_01296	Syaq.g_01693
OG0001161	Pram.g_01577	Syaq.g_01233
OG0001162	Pram.g_01590	Syaq.g_00331
OG0001163	Pram.g_01624	Syaq.g_01685
OG0001164	Pram.g_01627	Syaq.g_01679
OG0001165	Pram.g_01630	Syaq.g_01674
OG0001166	Pram.g_01651	Syaq.g_01652
OG0001167	Pram.g_01669	Syaq.g_01039
OG0001169	Pram.g_01673	Syaq.g_01620
OG0001170	Pram.g_01675	Syaq.g_01618
OG0001171	Pram.g_01685	Syaq.g_01607
OG0001172	Pram.g_01700	Syaq.g_00690
OG0001173	Pram.g_01701	Syaq.g_00689
OG0001174	Pram.g_01709	Syaq.g_00681
OG0001175	Pram.g_01710	Syaq.g_00680
OG0001176	Pram.g_01718	Syaq.g_00656
OG0001177	Pram.g_01720	Syaq.g_00658
OG0001178	Pram.g_01637	Syaq.g_01667
OG0001179	Pram.g_01753	Syaq.g_00626
OG0001180	Pram.g_01776	Syaq.g_00600
OG0001181	Pram.g_01780	Syaq.g_00596
OG0001182	Pram.g_01788	Syaq.g_00587
OG0001183	Pram.g_01794	Syaq.g_00579
OG0001184	Pram.g_01812	Syaq.g_00995
OG0001185	Pram.g_01828	Syaq.g_01022
OG0001186	Pram.g_01852	Syaq.g_01058
OG0001187	Pram.g_01855	Syaq.g_01061
OG0001188	Pram.g_01857	Syaq.g_01065
OG0001189	Pram.g_01874	Syaq.g_01095
OG0001190	Pram.g_01879	Syaq.g_01264
OG0001191	Pram.g_01889	Syaq.g_01248
OG0001192	Pram.g_01894	Syaq.g_01242
OG0001193	Pram.g_01907	Syaq.g_01217
OG0001194	Pram.g_01908	Syaq.g_01214
OG0001195	Pram.g_01909	Syaq.g_01213
OG0001196	Pram.g_01926	Syaq.g_01169
OG0001197	Pram.g_01928	Syaq.g_01167
OG0001198	Pram.g_01935	Syaq.g_01153
OG0001199	Pram.g_00059	Syaq.g_01553
OG0001200	Pram.g_00061	Syaq.g_01551
OG0001201	Pram.g_00092	Syaq.g_01486
OG0001202	Pram.g_00184	Syaq.g_01358
OG0001203	Pram.g_00225	Syaq.g_01581
OG0001204	Pram.g_00231	Syaq.g_00709
OG0001205	Pram.g_00380	Syaq.g_00491
OG0001206	Pram.g_00401	Syaq.g_00468
OG0001207	Pram.g_00413	Syaq.g_01764
OG0001208	Pram.g_00418	Syaq.g_01774
OG0001209	Pram.g_00473	Syaq.g_01841
OG0001210	Pram.g_00477	Syaq.g_01852
OG0001211	Pram.g_00487	Syaq.g_01932
OG0001212	Pram.g_00533	Syaq.g_01990
OG0001213	Pram.g_00569	Syaq.g_02072
OG0001215	Pram.g_00781	Syaq.g_02580
OG0001216	Pram.g_00803	Syaq.g_00026
OG0001217	Pram.g_01539	Syaq.g_01885
OG0001218	Pram.g_01196	Syaq.g_00423
OG0001219	Pram.g_00911	Syaq.g_02434
OG0001220	Pram.g_00865	Syaq.g_02412
OG0001221	Pram.g_00745	Syaq.g_02300
OG0001222	Pram.g_00988	Syaq.g_02472
OG0001223	Pram.g_00960	Syaq.g_02516
OG0001224	Pram.g_00892	Syaq.g_02683
OG0001225	Pram.g_00890	Syaq.g_02681
OG0001226	Pram.g_00577	Syaq.g_01543
OG0001227	Pram.g_01188	Syaq.g_00333
OG0001230	Pram.g_01388	Syaq.g_00361
OG0001231	Pram.g_00357	Syaq.g_01133
OG0001232	Pram.g_01655	Syaq.g_01643
OG0001233	Pram.g_01676	Syaq.g_01617
OG0001234	Pram.g_01712	Syaq.g_00676
OG0001235	Pram.g_01716	Syaq.g_00665
OG0001236	Pram.g_01809	Syaq.g_00990
OG0001237	Pram.g_01813	Syaq.g_00999
OG0001238	Pram.g_01890	Syaq.g_01246
OG0001239	Pram.g_00056	Syaq.g_01556
OG0001240	Pram.g_00077	Syaq.g_01502
OG0001241	Pram.g_00086	Syaq.g_01492
OG0001243	Pram.g_00112	Syaq.g_01457
OG0001244	Pram.g_00127	Syaq.g_01430
OG0001245	Pram.g_01177	Syaq.g_01916
OG0001246	Pram.g_00680	Syaq.g_01802
OG0001248	Pram.g_00776	Syaq.g_01891
OG0001249	Pram.g_00325	Syaq.g_00563
OG0001250	Pram.g_00851	Syaq.g_02389
OG0001251	Pram.g_00714	Syaq.g_02135
OG0001252	Pram.g_00897	Syaq.g_02690
OG0001253	Pram.g_00579	Syaq.g_01918
OG0001254	Pram.g_01548	Syaq.g_02214
OG0001255	Pram.g_01157	Syaq.g_02111
OG0001256	Pram.g_01289	Syaq.g_01686
OG0001258	Pram.g_01628	Syaq.g_01676
OG0001259	Pram.g_01674	Syaq.g_01619
OG0001261	Pram.g_01761	Syaq.g_00617
OG0001262	Pram.g_01872	Syaq.g_01093
OG0001263	Pram.g_00114	Syaq.g_01454
OG0001265	Pram.g_00104	Syaq.g_01466
OG0001266	Pram.g_00188	Syaq.g_01354
OG0001267	Pram.g_00268	Syaq.g_00763
OG0001268	Pram.g_00334	Syaq.g_00553
OG0001269	Pram.g_00864	Syaq.g_01866
OG0001270	Pram.g_00369	Syaq.g_00504
OG0001271	Pram.g_00408	Syaq.g_00445
OG0001272	Pram.g_00422	Syaq.g_01778
OG0001273	Pram.g_01079	Syaq.g_02077
OG0001274	Pram.g_00211	Syaq.g_01303
OG0001275	Pram.g_00969	Syaq.g_02531
OG0001276	Pram.g_00980	Syaq.g_00062
OG0001278	Pram.g_01085	Syaq.g_00155
OG0001279	Pram.g_01253	Syaq.g_01867
OG0001280	Pram.g_01229	Syaq.g_00294
OG0001281	Pram.g_01235	Syaq.g_00306
OG0001282	Pram.g_01467	Syaq.g_01762
OG0001283	Pram.g_01922	Syaq.g_01175
OG0001284	Pram.g_01302	Syaq.g_01700
OG0001285	Pram.g_01658	Syaq.g_01639
OG0001286	Pram.g_01774	Syaq.g_00602
OG0001287	Pram.g_01835	Syaq.g_01030
OG0001289	Pram.g_00071	Syaq.g_01528
OG0001290	Pram.g_00085	Syaq.g_01493
OG0001291	Pram.g_00122	Syaq.g_01444
OG0001293	Pram.g_00249	Syaq.g_00736
OG0001296	Pram.g_00446	Syaq.g_01808
OG0001297	Pram.g_00451	Syaq.g_01812
OG0001298	Pram.g_00515	Syaq.g_01967
OG0001299	Pram.g_01043	Syaq.g_02246
OG0001300	Pram.g_00785	Syaq.g_02589
OG0001301	Pram.g_00790	Syaq.g_02602
OG0001302	Pram.g_00908	Syaq.g_02115
OG0001304	Pram.g_00993	Syaq.g_00049
OG0001305	Pram.g_00884	Syaq.g_02673
OG0001306	Pram.g_01155	Syaq.g_00267
OG0001308	Pram.g_01368	Syaq.g_00385
OG0001312	Pram.g_00920	Syaq.g_02449
OG0001314	Pram.g_00622, Pram.g_00647	Syaq.g_00826
OG0001315	Pram.g_01553	Syaq.g_00581
OG0001316	Pram.g_00126	Syaq.g_01437
OG0001317	Pram.g_00221	Syaq.g_01576
OG0001318	Pram.g_00245	Syaq.g_00728
OG0001319	Pram.g_00261	Syaq.g_00751
OG0001321	Pram.g_00386	Syaq.g_00483
OG0001322	Pram.g_00387	Syaq.g_00482
OG0001323	Pram.g_00457	Syaq.g_01820
OG0001324	Pram.g_00786	Syaq.g_02590
OG0001325	Pram.g_01025	Syaq.g_00030
OG0001327	Pram.g_00723	Syaq.g_02259
OG0001328	Pram.g_01214	Syaq.g_02280
OG0001329	Pram.g_01598	Syaq.g_02113
OG0001330	Pram.g_01276	Syaq.g_00287
OG0001331	Pram.g_01462	Syaq.g_01757
OG0001333	Pram.g_01670	Syaq.g_01622
OG0001336	Pram.g_01923	Syaq.g_01174
OG0001337	Pram.g_00320	Syaq.g_00564
OG0001343	Pram.g_00711	Syaq.g_00700
OG0001346	Pram.g_01231	Syaq.g_00298
OG0001348	Pram.g_01526	Syaq.g_02703
OG0001349	Pram.g_01401	Syaq.g_00942
OG0001350	Pram.g_00224	Syaq.g_01580
OG0001351	Pram.g_00394	Syaq.g_00476
OG0001352	Pram.g_00770	Syaq.g_01904
OG0001353	Pram.g_00841	Syaq.g_02379
OG0001354	Pram.g_00953	Syaq.g_02503
OG0001355	Pram.g_01003	Syaq.g_00797
OG0001358	Pram.g_00558	Syaq.g_02056
OG0001359	Pram.g_00712	Syaq.g_00699
OG0001361	Pram.g_01121	Syaq.g_00216
OG0001364	Pram.g_01800	Syaq.g_00972
OG0001365	Pram.g_01883	Syaq.g_01259
OG0001368	Pram.g_00649, Pram.g_00610, Pram.g_00624	Syaq.g_00708
OG0001369	Pram.g_00076	Syaq.g_01503
OG0001375	Pram.g_00710	Syaq.g_00701
OG0001379	Pram.g_01224	Syaq.g_00289
OG0001380	Pram.g_01198	Syaq.g_01915
OG0001382	Pram.g_01200	Syaq.g_00662
OG0001394	Pram.g_00749	Syaq.g_02307
OG0001401	Pram.g_00846	Syaq.g_02383
OG0001402	Pram.g_00563	Syaq.g_02061
OG0001409	Pram.g_01131	Syaq.g_00229
OG0001418	Pram.g_00775	Syaq.g_00243
OG0001429	Pram.g_00912	Syaq.g_02438
OG0001430	Pram.g_01197	Syaq.g_01271
OG0001435	Pram.g_00730	Syaq.g_02265
OG0001441	Pram.g_00459	Syaq.g_01822
OG0001443	Pram.g_01543	Syaq.g_01236
OG0001448	Pram.g_00392	Syaq.g_01873
OG0001453	Pram.g_01487	Syaq.g_02522
OG0001460	Pram.g_01623	Syaq.g_00129
OG0001461	Pram.g_01575	Syaq.g_02163
OG0001465	Pram.g_00797	Syaq.g_02704
OG0001467	Pram.g_01470	Syaq.g_00354
OG0001476	Pram.g_01132	Syaq.g_00233
OG0001477	Pram.g_01521	Syaq.g_02599
OG0001484	Pram.g_01277	Syaq.g_02628
OG0001486	Pram.g_01142	Syaq.g_00251
OG0001487	Pram.g_01338	Syaq.g_00422
OG0001488	Pram.g_01126	Syaq.g_00224
OG0001489	Pram.g_01785	Syaq.g_00591
OG0001494	Pram.g_01409	Syaq.g_00931
OG0001495	Pram.g_01721	Syaq.g_00659
OG0001496	Pram.g_01519	Syaq.g_02596
OG0001497	Pram.g_01520	Syaq.g_02598
OG0001498	Pram.g_00353	Syaq.g_00528
OG0001505	Pram.g_01414	Syaq.g_00934, Syaq.g_00906
OG0001510	Pram.g_01839	Syaq.g_01034
OG0001511	Pram.g_00096	Syaq.g_01478
OG0001512	Pram.g_01192	Syaq.g_01583
OG0001514	Pram.g_01518	Syaq.g_02595
OG0001515	Pram.g_00783	Syaq.g_02585
OG0001516	Pram.g_01046	Syaq.g_02243
OG0001517	Pram.g_00329	Syaq.g_00558
OG0001518	Pram.g_01892	Syaq.g_01244
OG0001519	Pram.g_01897	Syaq.g_01234
OG0001527	Pram.g_00501	Syaq.g_01946
OG0001529	Pram.g_00025	Syaq.g_01102
OG0001530	Pram.g_00095	Syaq.g_01480
OG0001531	Pram.g_00226	Syaq.g_01584
OG0001532	Pram.g_01108	Syaq.g_00195
OG0001534	Pram.g_00994	Syaq.g_00048
OG0001535	Pram.g_00979	Syaq.g_00065
OG0001536	Pram.g_00939	Syaq.g_02480
OG0001537	Pram.g_00746	Syaq.g_02301
OG0001538	Pram.g_00814	Syaq.g_02345
OG0001539	Pram.g_00725	Syaq.g_02261
OG0001540	Pram.g_00116	Syaq.g_01452
OG0001541	Pram.g_00164	Syaq.g_01387
OG0001542	Pram.g_00170	Syaq.g_01379
OG0001544	Pram.g_01896	Syaq.g_01235
OG0001545	Pram.g_01912	Syaq.g_01185
OG0001549	Pram.g_00875	Syaq.g_02416
OG0001557	Pram.g_00750	Syaq.g_02308
OG0001559	Pram.g_00094	Syaq.g_01481
OG0001560	Pram.g_00084	Syaq.g_01494
OG0001561	Pram.g_00984	Syaq.g_00059
OG0001563	Pram.g_01769	Syaq.g_00608
OG0001565	Pram.g_01576	Syaq.g_02120
OG0001574	Pram.g_00499	Syaq.g_01944
OG0001575	Pram.g_00504	Syaq.g_01949
OG0001576	Pram.g_01243	Syaq.g_00326
OG0001580	Pram.g_00032	Syaq.g_01275
OG0001586	Pram.g_01501	Syaq.g_00932
OG0001591	Pram.g_00762	Syaq.g_02254
OG0001592	Pram.g_00031	Syaq.g_01274
OG0001613	Pram.g_01792	Syaq.g_00582
OG0001614	Pram.g_01827	Syaq.g_01020
OG0001616	Pram.g_01116	Syaq.g_00208
OG0001617	Pram.g_00787	Syaq.g_02593
OG0001619	Pram.g_00929	Syaq.g_02469
OG0001620	Pram.g_00338	Syaq.g_00546
OG0001621	Pram.g_00241	Syaq.g_00724
OG0001622	Pram.g_01921	Syaq.g_01176
OG0001634	Pram.g_01040	Syaq.g_02249
OG0001636	Pram.g_00020	Syaq.g_01109
OG0001638	Pram.g_01643	Syaq.g_01660
OG0001639	Pram.g_01329	Syaq.g_01738
OG0001640	Pram.g_00900	Syaq.g_02695
OG0001641	Pram.g_00962	Syaq.g_02520
OG0001642	Pram.g_00863	Syaq.g_02411
OG0001643	Pram.g_01071	Syaq.g_02087
OG0001658	Pram.g_00027	Syaq.g_01265
OG0001659	Pram.g_01264	Syaq.g_00199
OG0001678	Pram.g_01699	Syaq.g_00691
OG0001679	Pram.g_00324	Syaq.g_02436
OG0001693	Pram.g_00661	Syaq.g_02678
OG0001709	Pram.g_01400	Syaq.g_00943
OG0001713	Pram.g_01217	Syaq.g_00232
OG0001731	Pram.g_01316	Syaq.g_01717
OG0001762	Pram.g_00967	Syaq.g_02528
OG0001764	Pram.g_01009	Syaq.g_02427
OG0001770	Pram.g_01612	Syaq.g_02165
OG0001916	Pram.g_00432	Syaq.g_01790
OG0001974	Pram.g_00360	Syaq.g_01268
OG0002003	Pram.g_00688	Syaq.g_02584
OG0002019	Pram.g_01951	Syaq.g_00994
OG0002052	Pram.g_00989	Syaq.g_02551
OG0002122	Pram.g_00687	Syaq.g_02583
OG0002246	Pram.g_01583	Syaq.g_00518
OG0002389	Pram.g_01789	Syaq.g_00586
