Orthogroup	Syan	Praf
OG0001173	Syan.g_02111	Praf.g_02196
OG0001174	Syan.g_02119	Praf.g_02188
OG0001175	Syan.g_02120	Praf.g_02187
OG0001176	Syan.g_02253	Praf.g_02171
OG0001177	Syan.g_02256	Praf.g_02173
OG0001179	Syan.g_02218	Praf.g_02137
OG0001180	Syan.g_02191	Praf.g_02109
OG0001181	Syan.g_02187	Praf.g_02105
OG0001182	Syan.g_02179	Praf.g_02096
OG0001183	Syan.g_02166	Praf.g_02081
OG0001184	Syan.g_01929	Praf.g_02391
OG0001185	Syan.g_01902	Praf.g_00184
OG0001186	Syan.g_01864	Praf.g_00091
OG0001187	Syan.g_01811	Praf.g_00088
OG0001188	Syan.g_01806	Praf.g_00083
OG0001189	Syan.g_01723	Praf.g_00058
OG0001190	Syan.g_01565	Praf.g_02656
OG0001191	Syan.g_01578	Praf.g_02669
OG0001192	Syan.g_01585	Praf.g_02674
OG0001193	Syan.g_01626	Praf.g_02724
OG0001194	Syan.g_01627	Praf.g_02728
OG0001195	Syan.g_01628	Praf.g_02729
OG0001196	Syan.g_01693	Praf.g_02766
OG0001197	Syan.g_01695	Praf.g_02768
OG0001198	Syan.g_01793	Praf.g_02780
OG0001199	Syan.g_02913	Praf.g_00315
OG0001200	Syan.g_02915	Praf.g_00313
OG0001201	Syan.g_02975	Praf.g_00243
OG0001203	Syan.g_02426	Praf.g_00387
OG0001204	Syan.g_02097	Praf.g_02206
OG0001205	Syan.g_01337	Praf.g_01979
OG0001206	Syan.g_02880	Praf.g_01941
OG0001207	Syan.g_02772	Praf.g_00586
OG0001208	Syan.g_02762	Praf.g_00597
OG0001209	Syan.g_01163	Praf.g_00663
OG0001210	Syan.g_00830	Praf.g_00673
OG0001211	Syan.g_00852	Praf.g_00690
OG0001212	Syan.g_01002	Praf.g_00750
OG0001213	Syan.g_01141	Praf.g_01684
OG0001214	Syan.g_00814	Praf.g_01694
OG0001215	Syan.g_00539	Praf.g_01220
OG0001216	Syan.g_00319	Praf.g_01304
OG0001217	Syan.g_00617	Praf.g_00710
OG0001218	Syan.g_02837	Praf.g_01853
OG0001219	Syan.g_00477	Praf.g_01432
OG0001220	Syan.g_00203	Praf.g_01619
OG0001221	Syan.g_01446	Praf.g_01480
OG0001222	Syan.g_00552	Praf.g_02684
OG0001223	Syan.g_00599	Praf.g_01364
OG0001224	Syan.g_00294	Praf.g_01278
OG0001225	Syan.g_00292	Praf.g_01276
OG0001226	Syan.g_02922	Praf.g_00991
OG0001227	Syan.g_00940	Praf.g_00558
OG0001228	Syan.g_01938	Praf.g_00899
OG0001229	Syan.g_02631	Praf.g_00494
OG0001230	Syan.g_01288	Praf.g_01784
OG0001231	Syan.g_01764	Praf.g_00017
OG0001232	Syan.g_01439	Praf.g_00454
OG0001233	Syan.g_01461	Praf.g_00430
OG0001234	Syan.g_01995	Praf.g_02184
OG0001235	Syan.g_02130	Praf.g_02176
OG0001236	Syan.g_01933	Praf.g_02387
OG0001237	Syan.g_01928	Praf.g_02392
OG0001239	Syan.g_02910	Praf.g_00318
OG0001240	Syan.g_02963	Praf.g_00260
OG0001243	Syan.g_02289	Praf.g_02402
OG0001244	Syan.g_03004	Praf.g_02429
OG0001245	Syan.g_00179	Praf.g_01003
OG0001246	Syan.g_02734	Praf.g_00624
OG0001247	Syan.g_00199	Praf.g_01572
OG0001249	Syan.g_02150	Praf.g_02063
OG0001250	Syan.g_00382	Praf.g_01598
OG0001252	Syan.g_00304	Praf.g_01284
OG0001253	Syan.g_00099	Praf.g_01008
OG0001254	Syan.g_01148	Praf.g_02691
OG0001256	Syan.g_01384	Praf.g_00497
OG0001258	Syan.g_01395	Praf.g_00486
OG0001259	Syan.g_01459	Praf.g_00432
OG0001260	Syan.g_01478	Praf.g_00403
OG0001261	Syan.g_02209	Praf.g_02128
OG0001262	Syan.g_01721	Praf.g_00061
OG0001263	Syan.g_02286	Praf.g_02404
OG0001264	Syan.g_02949	Praf.g_01757
OG0001265	Syan.g_02299	Praf.g_00217
OG0001266	Syan.g_03088	Praf.g_02522
OG0001267	Syan.g_02023	Praf.g_02279
OG0001268	Syan.g_02138	Praf.g_02048
OG0001270	Syan.g_02393	Praf.g_01991
OG0001271	Syan.g_02849	Praf.g_01910
OG0001272	Syan.g_02758	Praf.g_00601
OG0001274	Syan.g_01528	Praf.g_02550
OG0001275	Syan.g_00628	Praf.g_01351
OG0001276	Syan.g_00360	Praf.g_01334
OG0001277	Syan.g_00007	Praf.g_02752
OG0001278	Syan.g_02585	Praf.g_00893
OG0001279	Syan.g_01306	Praf.g_01769
OG0001281	Syan.g_01220	Praf.g_00789
OG0001283	Syan.g_01687	Praf.g_02762
OG0001285	Syan.g_00977	Praf.g_00450
OG0001286	Syan.g_02193	Praf.g_02111
OG0001287	Syan.g_01894	Praf.g_00176
OG0001291	Syan.g_02273	Praf.g_02414
OG0001292	Syan.g_02091	Praf.g_02211
OG0001293	Syan.g_02051	Praf.g_02252
OG0001294	Syan.g_00758	Praf.g_01750
OG0001295	Syan.g_00836	Praf.g_00676
OG0001298	Syan.g_00944	Praf.g_00722
OG0001303	Syan.g_00479	Praf.g_01431
OG0001308	Syan.g_01248	Praf.g_01808
OG0001309	Syan.g_01196	Praf.g_00639
OG0001310	Syan.g_01422	Praf.g_00465
OG0001311	Syan.g_00358	Praf.g_01332
OG0001312	Syan.g_00496	Praf.g_01421
OG0001313	Syan.g_02860	Praf.g_01931
OG0001319	Syan.g_02034	Praf.g_02269
OG0001323	Syan.g_01193	Praf.g_00642
OG0001326	Syan.g_01636	Praf.g_02735
OG0001327	Syan.g_00753	Praf.g_01640
OG0001328	Syan.g_02675	Praf.g_01473
OG0001329	Syan.g_00838	Praf.g_00960
OG0001330	Syan.g_01202	Praf.g_00805
OG0001331	Syan.g_02779	Praf.g_00578
OG0001332	Syan.g_00412	Praf.g_00554
OG0001333	Syan.g_01455	Praf.g_00436
OG0001336	Syan.g_01688	Praf.g_02763
OG0001337	Syan.g_02151	Praf.g_02067
OG0001341	Syan.g_00524	Praf.g_01580
OG0001347	Syan.g_01852	Praf.g_00085
OG0001351	Syan.g_02804	Praf.g_01958
OG0001353	Syan.g_00372	Praf.g_01589, Praf.g_01588
OG0001354	Syan.g_00585	Praf.g_01375
OG0001356	Syan.g_00067	Praf.g_02686
OG0001357	Syan.g_01250	Praf.g_02005, Praf.g_01014
OG0001358	Syan.g_00017	Praf.g_01665
OG0001360	Syan.g_02653	Praf.g_00936
OG0001361	Syan.g_02658	Praf.g_00883
OG0001365	Syan.g_01570	Praf.g_02661
OG0001366	Syan.g_00616	Praf.g_01900, Praf.g_00292, Praf.g_00278
OG0001366	Syan.g_01433	Praf.g_00456
OG0001369	Syan.g_02962	Praf.g_00261
OG0001371	Syan.g_02927, Syan.g_02928	Praf.g_00371
OG0001373	Syan.g_01635	Praf.g_02734
OG0001374	Syan.g_01644	Praf.g_02742
OG0001376	Syan.g_00511	Praf.g_02677
OG0001377	Syan.g_00510	Praf.g_02676
OG0001378	Syan.g_02392	Praf.g_01997
OG0001379	Syan.g_01206	Praf.g_00803
OG0001380	Syan.g_00442	Praf.g_01623
OG0001382	Syan.g_00680	Praf.g_01298
OG0001383	Syan.g_00826	Praf.g_00393
OG0001383	Syan.g_01507, Syan.g_02439	Praf.g_00394
OG0001385	Syan.g_01632	Praf.g_02731
OG0001386	Syan.g_01633	Praf.g_02732
OG0001387	Syan.g_01634	Praf.g_02733
OG0001388	Syan.g_01637	Praf.g_02736
OG0001389	Syan.g_01639	Praf.g_02737
OG0001390	Syan.g_01640	Praf.g_02738
OG0001391	Syan.g_01641	Praf.g_02739
OG0001392	Syan.g_01642	Praf.g_02740
OG0001393	Syan.g_01643	Praf.g_02741
OG0001394	Syan.g_00722	Praf.g_01496
OG0001395	Syan.g_00340	Praf.g_01321
OG0001396	Syan.g_01851	Praf.g_00084, Praf.g_00132
OG0001398	Syan.g_02932	Praf.g_01004
OG0001399	Syan.g_02175	Praf.g_02089
OG0001400	Syan.g_02263	Praf.g_02427, Praf.g_02594
OG0001401	Syan.g_00376	Praf.g_01593
OG0001402	Syan.g_00011	Praf.g_01670
OG0001403	Syan.g_01744	Praf.g_00036
OG0001406	Syan.g_00512	Praf.g_02678
OG0001409	Syan.g_00284	Praf.g_00870
OG0001415	Syan.g_01004	Praf.g_00744
OG0001416	Syan.g_00103	Praf.g_00792
OG0001418	Syan.g_02689	Praf.g_02180
OG0001422	Syan.g_00645	Praf.g_01950
OG0001423	Syan.g_01318	Praf.g_00331
OG0001425	Syan.g_01584	Praf.g_02673
OG0001433	Syan.g_00245	Praf.g_01027
OG0001434	Syan.g_00717	Praf.g_01500
OG0001435	Syan.g_00745	Praf.g_01457
OG0001437	Syan.g_01005	Praf.g_00745
OG0001438	Syan.g_02009	Praf.g_02294
OG0001441	Syan.g_01191	Praf.g_00644
OG0001442	Syan.g_00709	Praf.g_01504
OG0001443	Syan.g_01590	Praf.g_00493
OG0001444	Syan.g_02956	Praf.g_00166
OG0001444	Syan.g_02954	Praf.g_00266
OG0001449	Syan.g_02058	Praf.g_00353
OG0001452	Syan.g_02066	Praf.g_00953
OG0001460	Syan.g_00244	Praf.g_01028
OG0001461	Syan.g_00657	Praf.g_01953
OG0001462	Syan.g_01737	Praf.g_00043
OG0001470	Syan.g_01815	Praf.g_00094
OG0001475	Syan.g_01833	Praf.g_00118
OG0001476	Syan.g_00283	Praf.g_00865
OG0001478	Syan.g_02859	Praf.g_01925
OG0001479	Syan.g_02140	Praf.g_02050
OG0001487	Syan.g_02836	Praf.g_01852
OG0001488	Syan.g_02666	Praf.g_00876
OG0001489	Syan.g_02182	Praf.g_02100
OG0001495	Syan.g_02257	Praf.g_02174
OG0001496	Syan.g_01154	Praf.g_01115
OG0001497	Syan.g_01155	Praf.g_01118
OG0001498	Syan.g_02317	Praf.g_02014
OG0001508	Syan.g_01814	Praf.g_00093
OG0001509	Syan.g_01832	Praf.g_00127
OG0001510	Syan.g_01890	Praf.g_00172
OG0001511	Syan.g_02983	Praf.g_00232
OG0001512	Syan.g_02428	Praf.g_00389
OG0001513	Syan.g_03078	Praf.g_00988, Praf.g_01976
OG0001515	Syan.g_00505	Praf.g_01214
OG0001516	Syan.g_00767, Syan.g_00172	Praf.g_01740
OG0001517	Syan.g_02143	Praf.g_02053
OG0001518	Syan.g_01582	Praf.g_02672
OG0001519	Syan.g_01592	Praf.g_02682
OG0001522	Syan.g_00464	Praf.g_02169
OG0001525	Syan.g_00831	Praf.g_00977
OG0001527	Syan.g_00867	Praf.g_00704
OG0001528	Syan.g_01818	Praf.g_00096
OG0001529	Syan.g_01730	Praf.g_00051
OG0001530	Syan.g_02981	Praf.g_00238
OG0001531	Syan.g_01511, Syan.g_02436	Praf.g_00390
OG0001532	Syan.g_02637	Praf.g_00924
OG0001533	Syan.g_02390	Praf.g_01998, Praf.g_00996
OG0001534	Syan.g_00344	Praf.g_01324
OG0001535	Syan.g_00362	Praf.g_01336
OG0001536	Syan.g_00560	Praf.g_01396
OG0001537	Syan.g_00729	Praf.g_01488
OG0001538	Syan.g_00685	Praf.g_01535
OG0001539	Syan.g_00750	Praf.g_01637
OG0001540	Syan.g_02284	Praf.g_02406
OG0001541	Syan.g_03048	Praf.g_02478
OG0001542	Syan.g_03059	Praf.g_02496
OG0001543	Syan.g_03110	Praf.g_02571
OG0001544	Syan.g_01591	Praf.g_02681
OG0001545	Syan.g_01661	Praf.g_02751
OG0001553	Syan.g_01282	Praf.g_01791
OG0001556	Syan.g_02338, Syan.g_00149, Syan.g_00276	Praf.g_01032
OG0001558	Syan.g_01760	Praf.g_00020
OG0001559	Syan.g_02980	Praf.g_00239
OG0001560	Syan.g_02969	Praf.g_00252
OG0001561	Syan.g_00356	Praf.g_01330
OG0001562	Syan.g_00650	Praf.g_01344
OG0001563	Syan.g_02200	Praf.g_02120
OG0001574	Syan.g_00865	Praf.g_00702
OG0001575	Syan.g_00870	Praf.g_00707
OG0001576	Syan.g_01242	Praf.g_00778
OG0001577	Syan.g_02701	Praf.g_00835
OG0001578	Syan.g_01652	Praf.g_01053
OG0001580	Syan.g_01551	Praf.g_02612
OG0001588	Syan.g_02262	Praf.g_02371
OG0001589	Syan.g_01463	Praf.g_00428
OG0001590	Syan.g_00821	Praf.g_01617
OG0001591	Syan.g_00756	Praf.g_01642
OG0001592	Syan.g_01552	Praf.g_02613
OG0001614	Syan.g_01905	Praf.g_00186
OG0001616	Syan.g_02649	Praf.g_00915
OG0001617	Syan.g_01033	Praf.g_01199
OG0001618	Syan.g_02462, Syan.g_02535, Syan.g_02536, Syan.g_00329	Praf.g_01312
OG0001619	Syan.g_00549	Praf.g_01406
OG0001620	Syan.g_02131	Praf.g_02040
OG0001621	Syan.g_02064	Praf.g_02241
OG0001622	Syan.g_01686	Praf.g_02761
OG0001627	Syan.g_02410	Praf.g_00545
OG0001634	Syan.g_00761	Praf.g_01746
OG0001635	Syan.g_01876	Praf.g_00968
OG0001636	Syan.g_01738	Praf.g_00042
OG0001637	Syan.g_01295	Praf.g_00413
OG0001638	Syan.g_01418	Praf.g_00467
OG0001639	Syan.g_02407	Praf.g_00541
OG0001640	Syan.g_00309	Praf.g_01288
OG0001641	Syan.g_00606	Praf.g_01361
OG0001642	Syan.g_02603	Praf.g_01615
OG0001643	Syan.g_00811	Praf.g_01697
OG0001652	Syan.g_01762	Praf.g_00018
OG0001653	Syan.g_02875, Syan.g_00521, Syan.g_02960, Syan.g_02959	Praf.g_00263
OG0001654	Syan.g_02409	Praf.g_00543
OG0001655	Syan.g_00416	Praf.g_02586, Praf.g_02006
OG0001657	Syan.g_03019	Praf.g_02443
OG0001658	Syan.g_01564	Praf.g_02655
OG0001671	Syan.g_01514	Praf.g_02564
OG0001672	Syan.g_02921	Praf.g_00307
OG0001673	Syan.g_02896	Praf.g_00377
OG0001675	Syan.g_00632	Praf.g_01347, Praf.g_01345
OG0001677	Syan.g_02165	Praf.g_02080
OG0001678	Syan.g_02109	Praf.g_02198
OG0001691	Syan.g_01609	Praf.g_01446
OG0001692	Syan.g_01284	Praf.g_01789
OG0001693	Syan.g_00196	Praf.g_02009
OG0001694	Syan.g_02021	Praf.g_02281
OG0001695	Syan.g_01656	Praf.g_02747
OG0001700	Syan.g_00938	Praf.g_01043
OG0001702	Syan.g_02948	Praf.g_00295, Praf.g_00293, Praf.g_00286
OG0001703	Syan.g_02770	Praf.g_00587
OG0001712	Syan.g_00786	Praf.g_01581
OG0001714	Syan.g_00476, Syan.g_02787, Syan.g_02788	Praf.g_00135
OG0001715	Syan.g_00415	Praf.g_01024
OG0001716	Syan.g_00662	Praf.g_01611
OG0001726	Syan.g_00041	Praf.g_01442
OG0001728	Syan.g_01799	Praf.g_00095
OG0001729	Syan.g_01506, Syan.g_02440	Praf.g_00395
OG0001730	Syan.g_00979	Praf.g_00397
OG0001731	Syan.g_01353	Praf.g_00527
OG0001732	Syan.g_01704, Syan.g_02602	Praf.g_00909
OG0001733	Syan.g_00275	Praf.g_01029
OG0001734	Syan.g_00929, Syan.g_00240, Syan.g_00913, Syan.g_02496	Praf.g_01613
OG0001735	Syan.g_00775	Praf.g_01732
OG0001737	Syan.g_02002	Praf.g_02299
OG0001738	Syan.g_01970	Praf.g_02334
OG0001739	Syan.g_01654	Praf.g_02744
OG0001740	Syan.g_01659	Praf.g_02750
OG0001747	Syan.g_02260	Praf.g_02425
OG0001748	Syan.g_01516	Praf.g_02562
OG0001750	Syan.g_02955, Syan.g_01139	Praf.g_00265
OG0001751	Syan.g_02897	Praf.g_00376
OG0001752	Syan.g_01481	Praf.g_00401
OG0001754	Syan.g_01297	Praf.g_00410
OG0001755	Syan.g_02719	Praf.g_00638
OG0001756	Syan.g_01589	Praf.g_00780
OG0001760	Syan.g_02362	Praf.g_01215
OG0001761	Syan.g_00207	Praf.g_01255
OG0001762	Syan.g_00625	Praf.g_01354
OG0001763	Syan.g_00598	Praf.g_01365
OG0001764	Syan.g_00467	Praf.g_01439
OG0001765	Syan.g_00144	Praf.g_01647
OG0001766	Syan.g_01996	Praf.g_02306, Praf.g_02309, Praf.g_02312
OG0001768	Syan.g_03066	Praf.g_02503
OG0001782	Syan.g_01869	Praf.g_01861, Praf.g_01470
OG0001783	Syan.g_01899	Praf.g_00181
OG0001784	Syan.g_02950	Praf.g_00277, Praf.g_00270
OG0001785	Syan.g_01296	Praf.g_00412, Praf.g_00411
OG0001786	Syan.g_01372	Praf.g_00510
OG0001787	Syan.g_01167	Praf.g_00659
OG0001788	Syan.g_01164	Praf.g_00662
OG0001789	Syan.g_01212	Praf.g_00797
OG0001790	Syan.g_02707	Praf.g_00828
OG0001792	Syan.g_02595	Praf.g_00903
OG0001794	Syan.g_00347	Praf.g_01071
OG0001796	Syan.g_00371	Praf.g_01342
OG0001797	Syan.g_00541	Praf.g_01413
OG0001798	Syan.g_00990, Syan.g_00005	Praf.g_01672
OG0001799	Syan.g_00797	Praf.g_01715
OG0001800	Syan.g_01305	Praf.g_01771
OG0001801	Syan.g_01293	Praf.g_01780
OG0001803	Syan.g_01341	Praf.g_01983
OG0001804	Syan.g_02318	Praf.g_02013
OG0001805	Syan.g_00039, Syan.g_00262	Praf.g_02216
OG0001806	Syan.g_02033	Praf.g_02270
OG0001807	Syan.g_01955	Praf.g_02365
OG0001808	Syan.g_01948	Praf.g_02374
OG0001809	Syan.g_02270	Praf.g_02417
OG0001810	Syan.g_02265	Praf.g_02419
OG0001811	Syan.g_03056	Praf.g_02493
OG0001812	Syan.g_01553	Praf.g_02614
OG0001813	Syan.g_01613	Praf.g_02701
OG0001815	Syan.g_00525	Praf.g_02778
OG0001837	Syan.g_01515	Praf.g_02563
OG0001838	Syan.g_01772	Praf.g_00008
OG0001839	Syan.g_01742	Praf.g_00038
OG0001840	Syan.g_01724	Praf.g_00057
OG0001841	Syan.g_01717	Praf.g_00065
OG0001843	Syan.g_01906	Praf.g_00187
OG0001844	Syan.g_01907	Praf.g_00188
OG0001845	Syan.g_01911	Praf.g_00190
OG0001846	Syan.g_02296	Praf.g_00215
OG0001847	Syan.g_02298	Praf.g_00216
OG0001848	Syan.g_02302	Praf.g_00220
OG0001849	Syan.g_02941	Praf.g_00298
OG0001850	Syan.g_02923	Praf.g_00305
OG0001851	Syan.g_02917	Praf.g_00311
OG0001852	Syan.g_02916	Praf.g_00312
OG0001853	Syan.g_02909	Praf.g_00319
OG0001854	Syan.g_02424	Praf.g_00380
OG0001856	Syan.g_01376	Praf.g_00506
OG0001857	Syan.g_01373	Praf.g_00509
OG0001858	Syan.g_01347	Praf.g_00531
OG0001859	Syan.g_02783	Praf.g_00574
OG0001860	Syan.g_02768	Praf.g_00588
OG0001861	Syan.g_02757	Praf.g_00602
OG0001862	Syan.g_02745	Praf.g_00613
OG0001863	Syan.g_02739	Praf.g_00618
OG0001864	Syan.g_01158	Praf.g_00671
OG0001865	Syan.g_00957	Praf.g_00736
OG0001866	Syan.g_01019	Praf.g_00762
OG0001867	Syan.g_01021	Praf.g_00772
OG0001868	Syan.g_01217	Praf.g_00793
OG0001869	Syan.g_02702	Praf.g_00834
OG0001870	Syan.g_02692	Praf.g_00857
OG0001871	Syan.g_02684	Praf.g_00862
OG0001872	Syan.g_02589	Praf.g_00896
OG0001873	Syan.g_02648	Praf.g_00916
OG0001874	Syan.g_02651	Praf.g_00935
OG0001877	Syan.g_00504	Praf.g_01213
OG0001878	Syan.g_00629	Praf.g_01350
OG0001879	Syan.g_00621	Praf.g_01357
OG0001880	Syan.g_00569	Praf.g_01389
OG0001881	Syan.g_00568	Praf.g_01390
OG0001882	Syan.g_00544	Praf.g_01410
OG0001883	Syan.g_00529	Praf.g_01414
OG0001884	Syan.g_00494	Praf.g_01423
OG0001885	Syan.g_00473	Praf.g_01434
OG0001886	Syan.g_00468	Praf.g_01438
OG0001887	Syan.g_02677	Praf.g_01472
OG0001888	Syan.g_00716	Praf.g_01513
OG0001889	Syan.g_00674	Praf.g_01544
OG0001890	Syan.g_00394	Praf.g_01605
OG0001891	Syan.g_00399	Praf.g_01609
OG0001892	Syan.g_00516	Praf.g_01621
OG0001893	Syan.g_00004	Praf.g_01673
OG0001894	Syan.g_00817	Praf.g_01691
OG0001895	Syan.g_01300	Praf.g_01774
OG0001896	Syan.g_02388	Praf.g_02000
OG0001897	Syan.g_02134	Praf.g_02046
OG0001898	Syan.g_02153	Praf.g_02064
OG0001899	Syan.g_02211	Praf.g_02130
OG0001900	Syan.g_02049	Praf.g_02253
OG0001901	Syan.g_02048	Praf.g_02254
OG0001902	Syan.g_02017	Praf.g_02286
OG0001903	Syan.g_02008	Praf.g_02295
OG0001904	Syan.g_01952	Praf.g_02367
OG0001905	Syan.g_01942	Praf.g_02376
OG0001906	Syan.g_02282	Praf.g_02407
OG0001907	Syan.g_00148	Praf.g_02423
OG0001908	Syan.g_03050	Praf.g_02479
OG0001909	Syan.g_03064	Praf.g_02501
OG0001910	Syan.g_01520	Praf.g_02558
OG0001912	Syan.g_01575	Praf.g_02666
OG0001913	Syan.g_01577	Praf.g_02668
OG0001914	Syan.g_01144	Praf.g_02695
OG0001928	Syan.g_01312	Praf.g_01813
OG0001929	Syan.g_01710	Praf.g_00073
OG0001932	Syan.g_01904	Praf.g_00185
OG0001933	Syan.g_02976	Praf.g_00241
OG0001934	Syan.g_02968	Praf.g_00256
OG0001935	Syan.g_02914	Praf.g_00314
OG0001936	Syan.g_00425	Praf.g_00347
OG0001937	Syan.g_01361	Praf.g_00519
OG0001938	Syan.g_02766	Praf.g_00590
OG0001939	Syan.g_01324	Praf.g_00680
OG0001940	Syan.g_00941	Praf.g_00721
OG0001941	Syan.g_01221	Praf.g_00788
OG0001943	Syan.g_02630	Praf.g_00868
OG0001944	Syan.g_02679	Praf.g_00967
OG0001947	Syan.g_03108	Praf.g_01290
OG0001948	Syan.g_00600	Praf.g_01363
OG0001949	Syan.g_00578	Praf.g_01379
OG0001950	Syan.g_00576	Praf.g_01381
OG0001951	Syan.g_00567	Praf.g_01391
OG0001952	Syan.g_00543	Praf.g_01411
OG0001953	Syan.g_00542	Praf.g_01412
OG0001954	Syan.g_00547	Praf.g_01571
OG0001955	Syan.g_00517	Praf.g_01612
OG0001957	Syan.g_01137	Praf.g_01679
OG0001958	Syan.g_00773	Praf.g_01735
OG0001960	Syan.g_02840	Praf.g_01885
OG0001961	Syan.g_02851	Praf.g_01912
OG0001962	Syan.g_02328	Praf.g_01951
OG0001962	Syan.g_01556	Praf.g_02619, Praf.g_02622
OG0001964	Syan.g_02122	Praf.g_02186
OG0001966	Syan.g_02055	Praf.g_02248
OG0001967	Syan.g_02053	Praf.g_02250
OG0001968	Syan.g_02052	Praf.g_02251
OG0001969	Syan.g_01989	Praf.g_02317
OG0001970	Syan.g_02280	Praf.g_02409
OG0001971	Syan.g_03062	Praf.g_02499
OG0001972	Syan.g_01532	Praf.g_02546
OG0001974	Syan.g_00279	Praf.g_02653
OG0001975	Syan.g_01145	Praf.g_02694
OG0001976	Syan.g_01143	Praf.g_02696
OG0001977	Syan.g_01621	Praf.g_02718
OG0001995	Syan.g_02683	Praf.g_00667
OG0001996	Syan.g_01746	Praf.g_00034
OG0001997	Syan.g_02953	Praf.g_00267
OG0001999	Syan.g_01453	Praf.g_00439
OG0002000	Syan.g_01195	Praf.g_00640
OG0002002	Syan.g_02590	Praf.g_00897
OG0002003	Syan.g_00010	Praf.g_01216
OG0002004	Syan.g_00433, Syan.g_02359, Syan.g_02490	Praf.g_01229
OG0002006	Syan.g_02104, Syan.g_03107	Praf.g_01291
OG0002007	Syan.g_00310	Praf.g_01292
OG0002008	Syan.g_00627	Praf.g_01352
OG0002009	Syan.g_00726	Praf.g_01491
OG0002010	Syan.g_02819	Praf.g_01835
OG0002011	Syan.g_02576	Praf.g_02010
OG0002013	Syan.g_02930	Praf.g_02338
OG0002014	Syan.g_01958	Praf.g_02352
OG0002016	Syan.g_03114	Praf.g_02565
OG0002017	Syan.g_01624	Praf.g_02721
OG0002018	Syan.g_01658	Praf.g_02749
OG0002037	Syan.g_02857	Praf.g_00593
OG0002039	Syan.g_02665	Praf.g_00877
OG0002040	Syan.g_02663	Praf.g_00878
OG0002041	Syan.g_00596	Praf.g_01367
OG0002042	Syan.g_00572	Praf.g_01386
OG0002043	Syan.g_00483	Praf.g_01430
OG0002044	Syan.g_00652	Praf.g_01587
OG0002046	Syan.g_02870	Praf.g_01927
OG0002047	Syan.g_02314	Praf.g_02017
OG0002048	Syan.g_02169	Praf.g_02083
OG0002049	Syan.g_02128	Praf.g_02178
OG0002050	Syan.g_02042	Praf.g_02261
OG0002051	Syan.g_03047	Praf.g_02477
OG0002052	Syan.g_00061	Praf.g_02683
OG0002097	Syan.g_01105	Praf.g_00092
OG0002111	Syan.g_00413	Praf.g_00845
OG0002113	Syan.g_01741	Praf.g_00039
OG0002115	Syan.g_01391	Praf.g_00488
OG0002116	Syan.g_01366	Praf.g_00514
OG0002117	Syan.g_02673	Praf.g_00871
OG0002118	Syan.g_02599	Praf.g_00907
OG0002122	Syan.g_00009	Praf.g_01217
OG0002123	Syan.g_00321	Praf.g_01306
OG0002124	Syan.g_00400	Praf.g_01610
OG0002126	Syan.g_00063	Praf.g_02354
OG0002127	Syan.g_03001, Syan.g_03002	Praf.g_02426
OG0002128	Syan.g_02541	Praf.g_02693
OG0002154	Syan.g_00846	Praf.g_02401
OG0002159	Syan.g_02957	Praf.g_00167
OG0002160	Syan.g_01474	Praf.g_00368
OG0002163	Syan.g_01588	Praf.g_00781
OG0002166	Syan.g_02512, Syan.g_02676	Praf.g_01222
OG0002167	Syan.g_02931	Praf.g_01236
OG0002168	Syan.g_03109	Praf.g_01289
OG0002169	Syan.g_02313	Praf.g_02018
OG0002170	Syan.g_02148	Praf.g_02057
OG0002172	Syan.g_01517	Praf.g_02561
OG0002173	Syan.g_03104	Praf.g_02573
OG0002174	Syan.g_01153	Praf.g_02722
OG0002229	Syan.g_01871	Praf.g_00138
OG0002230	Syan.g_01085	Praf.g_00148
OG0002231	Syan.g_00837	Praf.g_01235
OG0002235	Syan.g_00710	Praf.g_01505
OG0002239	Syan.g_01177	Praf.g_01854
OG0002241	Syan.g_02871	Praf.g_01928
OG0002243	Syan.g_01545	Praf.g_02606
OG0002274	Syan.g_01104	Praf.g_00141
OG0002277	Syan.g_01707	Praf.g_00076
OG0002280	Syan.g_01185	Praf.g_00649
OG0002281	Syan.g_00885	Praf.g_00720
OG0002285	Syan.g_00499	Praf.g_01418
OG0002286	Syan.g_02249	Praf.g_01449, Praf.g_01448
OG0002288	Syan.g_00211	Praf.g_01799
OG0002289	Syan.g_02873	Praf.g_01930
OG0002290	Syan.g_00113	Praf.g_01974
OG0002291	Syan.g_03057	Praf.g_02494
OG0002292	Syan.g_03073	Praf.g_02510
OG0002328	Syan.g_02961	Praf.g_00262
OG0002330	Syan.g_00288	Praf.g_01117
OG0002339	Syan.g_02261	Praf.g_02370
OG0002382	Syan.g_02755	Praf.g_00604
OG0002385	Syan.g_02248	Praf.g_01450
OG0002386	Syan.g_00790	Praf.g_01752
OG0002389	Syan.g_02178	Praf.g_02095
OG0002391	Syan.g_02293	Praf.g_02631
OG0002430	Syan.g_01277	Praf.g_00653, Praf.g_00275
OG0002431	Syan.g_01278	Praf.g_00652
OG0002440	Syan.g_00038	Praf.g_01335
OG0002443	Syan.g_00620	Praf.g_01706
OG0002447	Syan.g_02872	Praf.g_01929
OG0002449	Syan.g_01657	Praf.g_02748
OG0002491	Syan.g_01777, Syan.g_01786, Syan.g_02430	Praf.g_00287
OG0002491	Syan.g_02080	Praf.g_02224
OG0002494	Syan.g_00953	Praf.g_00546
OG0002495	Syan.g_00177	Praf.g_01079
