Orthogroup	Praa	Syas
OG0001178	Praa.g_01727	Syas.g_02676
OG0001179	Praa.g_01759	Syas.g_01608
OG0001180	Praa.g_01781	Syas.g_01583
OG0001181	Praa.g_01785	Syas.g_01579
OG0001182	Praa.g_01792	Syas.g_01571
OG0001183	Praa.g_01797	Syas.g_01564
OG0001184	Praa.g_01813	Syas.g_02188
OG0001185	Praa.g_01827	Syas.g_02162
OG0001186	Praa.g_01850	Syas.g_02113
OG0001187	Praa.g_01854	Syas.g_02111
OG0001189	Praa.g_01874	Syas.g_02089
OG0001190	Praa.g_01878	Syas.g_01881
OG0001191	Praa.g_01888	Syas.g_01900
OG0001193	Praa.g_01902	Syas.g_01952
OG0001194	Praa.g_01903	Syas.g_01953
OG0001195	Praa.g_01904	Syas.g_01954
OG0001196	Praa.g_01917	Syas.g_02010
OG0001197	Praa.g_01918	Syas.g_02012
OG0001198	Praa.g_01925	Syas.g_02031
OG0001199	Praa.g_00074	Syas.g_02516
OG0001200	Praa.g_00076	Syas.g_02514
OG0001201	Praa.g_00108	Syas.g_02419
OG0001202	Praa.g_00199	Syas.g_02270
OG0001203	Praa.g_00238	Syas.g_02557
OG0001204	Praa.g_00243	Syas.g_01687
OG0001205	Praa.g_00444	Syas.g_02745
OG0001207	Praa.g_00477	Syas.g_01260
OG0001208	Praa.g_00482	Syas.g_01251
OG0001209	Praa.g_00535	Syas.g_00065
OG0001210	Praa.g_00540	Syas.g_00761
OG0001211	Praa.g_00551	Syas.g_00788
OG0001212	Praa.g_00596	Syas.g_00847
OG0001213	Praa.g_00629	Syas.g_00100
OG0001214	Praa.g_00637	Syas.g_00744
OG0001215	Praa.g_00690	Syas.g_02245
OG0001217	Praa.g_00751	Syas.g_01397, Syas.g_02493
OG0001218	Praa.g_00758	Syas.g_01309
OG0001219	Praa.g_00791	Syas.g_00399
OG0001220	Praa.g_00856	Syas.g_02447
OG0001221	Praa.g_00918	Syas.g_02669
OG0001222	Praa.g_00956	Syas.g_00448
OG0001223	Praa.g_00982	Syas.g_00541
OG0001224	Praa.g_01035	Syas.g_01015
OG0001225	Praa.g_01037	Syas.g_01017
OG0001226	Praa.g_01064	Syas.g_02506
OG0001227	Praa.g_01083	Syas.g_00824
OG0001228	Praa.g_01204	Syas.g_02195
OG0001229	Praa.g_01364	Syas.g_00285
OG0001230	Praa.g_01468	Syas.g_02806
OG0001231	Praa.g_01574	Syas.g_02050
OG0001232	Praa.g_01658	Syas.g_02649
OG0001233	Praa.g_01679	Syas.g_02592
OG0001234	Praa.g_01714	Syas.g_01310
OG0001235	Praa.g_01724	Syas.g_01646
OG0001236	Praa.g_01810	Syas.g_02191
OG0001237	Praa.g_01814	Syas.g_02187
OG0001238	Praa.g_01889	Syas.g_01901
OG0001239	Praa.g_00071	Syas.g_02519
OG0001240	Praa.g_00093	Syas.g_02435
OG0001241	Praa.g_00101	Syas.g_02427
OG0001242	Praa.g_00119	Syas.g_02398
OG0001243	Praa.g_00125	Syas.g_02391
OG0001244	Praa.g_00141	Syas.g_02370
OG0001245	Praa.g_00379	Syas.g_00524
OG0001246	Praa.g_00504	Syas.g_01829, Syas.g_01224
OG0001249	Praa.g_00780	Syas.g_01547
OG0001250	Praa.g_00845	Syas.g_00239
OG0001251	Praa.g_00893	Syas.g_00516, Syas.g_00408
OG0001252	Praa.g_01030	Syas.g_00994
OG0001253	Praa.g_01084	Syas.g_00143
OG0001255	Praa.g_01144	Syas.g_00492
OG0001256	Praa.g_01567	Syas.g_02698
OG0001257	Praa.g_01573	Syas.g_01407, Syas.g_00319, Syas.g_01448
OG0001258	Praa.g_01632	Syas.g_02688
OG0001259	Praa.g_01677	Syas.g_02594
OG0001260	Praa.g_01694	Syas.g_02572
OG0001261	Praa.g_01767	Syas.g_01599
OG0001262	Praa.g_01872	Syas.g_02091
OG0001265	Praa.g_00118	Syas.g_02399
OG0001266	Praa.g_00203	Syas.g_02266
OG0001267	Praa.g_00280	Syas.g_01753
OG0001268	Praa.g_00339	Syas.g_01535
OG0001269	Praa.g_00358	Syas.g_00510
OG0001270	Praa.g_00434	Syas.g_01499
OG0001271	Praa.g_00472	Syas.g_01336
OG0001272	Praa.g_00486	Syas.g_01247
OG0001273	Praa.g_00631	Syas.g_00751
OG0001274	Praa.g_00703	Syas.g_01849
OG0001275	Praa.g_00992	Syas.g_00554
OG0001276	Praa.g_01014	Syas.g_00215
OG0001277	Praa.g_01072	Syas.g_00110
OG0001278	Praa.g_01209	Syas.g_01074
OG0001279	Praa.g_01257	Syas.g_02792
OG0001280	Praa.g_01317	Syas.g_01095
OG0001281	Praa.g_01323	Syas.g_02845
OG0001282	Praa.g_01367	Syas.g_01262
OG0001284	Praa.g_01547	Syas.g_02124, Syas.g_02713
OG0001286	Praa.g_01779	Syas.g_01585
OG0001287	Praa.g_01834	Syas.g_00136
OG0001288	Praa.g_01843	Syas.g_02144
OG0001289	Praa.g_00087	Syas.g_02474
OG0001290	Praa.g_00100	Syas.g_02428
OG0001291	Praa.g_00135	Syas.g_02378
OG0001292	Praa.g_00248	Syas.g_01693
OG0001293	Praa.g_00261	Syas.g_01720
OG0001294	Praa.g_00377	Syas.g_00692
OG0001295	Praa.g_00467	Syas.g_00770
OG0001296	Praa.g_00509	Syas.g_01217
OG0001297	Praa.g_00514	Syas.g_01213
OG0001298	Praa.g_00577	Syas.g_00829
OG0001299	Praa.g_00666	Syas.g_00700
OG0001303	Praa.g_00996	Syas.g_00400
OG0001304	Praa.g_01024	Syas.g_00199
OG0001305	Praa.g_01043	Syas.g_01027
OG0001306	Praa.g_01146	Syas.g_01202
OG0001307	Praa.g_01349	Syas.g_01923
OG0001308	Praa.g_01486	Syas.g_02830
OG0001309	Praa.g_01571	Syas.g_00003
OG0001310	Praa.g_01647	Syas.g_02666
OG0001315	Praa.g_00062	Syas.g_01566
OG0001317	Praa.g_00234	Syas.g_02553
OG0001318	Praa.g_00256	Syas.g_01706
OG0001319	Praa.g_00272	Syas.g_01736
OG0001323	Praa.g_00519	Syas.g_00006
OG0001325	Praa.g_00716	Syas.g_00179
OG0001326	Praa.g_00881	Syas.g_01960, Syas.g_01961
OG0001327	Praa.g_01055	Syas.g_00687
OG0001329	Praa.g_01123	Syas.g_00773
OG0001330	Praa.g_01289	Syas.g_02865
OG0001331	Praa.g_01372	Syas.g_01267
OG0001333	Praa.g_01673	Syas.g_02598
OG0001336	Praa.g_01914	Syas.g_02003
OG0001339	Praa.g_00103	Syas.g_02425
OG0001345	Praa.g_01178	Syas.g_01132
OG0001346	Praa.g_01319	Syas.g_02853
OG0001347	Praa.g_01429	Syas.g_01950
OG0001348	Praa.g_01595	Syas.g_00119
OG0001351	Praa.g_00453	Syas.g_01280
OG0001353	Praa.g_00836	Syas.g_00228
OG0001354	Praa.g_00974	Syas.g_00526
OG0001355	Praa.g_01605	Syas.g_01057
OG0001358	Praa.g_00620	Syas.g_00122
OG0001360	Praa.g_01085	Syas.g_01130
OG0001361	Praa.g_01175	Syas.g_01135
OG0001364	Praa.g_01803	Syas.g_02212
OG0001365	Praa.g_01882	Syas.g_01886
OG0001371	Praa.g_00679	Syas.g_02499
OG0001373	Praa.g_00880	Syas.g_01959
OG0001374	Praa.g_00888	Syas.g_01968
OG0001376	Praa.g_01049	Syas.g_00468
OG0001377	Praa.g_01050	Syas.g_00467
OG0001378	Praa.g_01094	Syas.g_01500
OG0001379	Praa.g_01312	Syas.g_02861
OG0001380	Praa.g_01354	Syas.g_00126
OG0001385	Praa.g_00877	Syas.g_01956
OG0001386	Praa.g_00878	Syas.g_01957
OG0001387	Praa.g_00879	Syas.g_01958
OG0001388	Praa.g_00882	Syas.g_01962
OG0001389	Praa.g_00883	Syas.g_01963
OG0001390	Praa.g_00884	Syas.g_01964
OG0001391	Praa.g_00885	Syas.g_01965
OG0001392	Praa.g_00886	Syas.g_01966
OG0001393	Praa.g_00887	Syas.g_01967
OG0001394	Praa.g_00922	Syas.g_00627
OG0001395	Praa.g_01026	Syas.g_00195
OG0001396	Praa.g_01430	Syas.g_01949
OG0001398	Praa.g_01601	Syas.g_02481
OG0001399	Praa.g_01716	Syas.g_02459
OG0001403	Praa.g_00030	Syas.g_02069
OG0001406	Praa.g_01048	Syas.g_00469
OG0001408	Praa.g_01067	Syas.g_00142
OG0001409	Praa.g_01166	Syas.g_00154
OG0001412	Praa.g_01428	Syas.g_01951
OG0001413	Praa.g_01562	Syas.g_01481
OG0001416	Praa.g_00458	Syas.g_01061
OG0001417	Praa.g_00469	Syas.g_00507
OG0001418	Praa.g_00684	Syas.g_01177
OG0001420	Praa.g_01103	Syas.g_00017
OG0001428	Praa.g_00172	Syas.g_02325
OG0001429	Praa.g_00792	Syas.g_00401
OG0001432	Praa.g_01560	Syas.g_01484
OG0001438	Praa.g_00293	Syas.g_01767
OG0001439	Praa.g_00307	Syas.g_01809
OG0001441	Praa.g_00521	Syas.g_00008
OG0001447	Praa.g_00126	Syas.g_02390
OG0001449	Praa.g_00393	Syas.g_02567
OG0001450	Praa.g_00687	Syas.g_02208, Syas.g_00474
OG0001451	Praa.g_00865	Syas.g_02342, Syas.g_02343
OG0001452	Praa.g_00894	Syas.g_01700
OG0001453	Praa.g_00986	Syas.g_00547
OG0001454	Praa.g_01078	Syas.g_01483
OG0001456	Praa.g_01137	Syas.g_01969
OG0001457	Praa.g_01138	Syas.g_01970
OG0001458	Praa.g_01139	Syas.g_01971
OG0001459	Praa.g_01273	Syas.g_02778
OG0001470	Praa.g_01404	Syas.g_02627
OG0001471	Praa.g_01563	Syas.g_01819
OG0001473	Praa.g_01851	Syas.g_00323
OG0001479	Praa.g_00337	Syas.g_01537
OG0001480	Praa.g_00368	Syas.g_00771
OG0001482	Praa.g_00456	Syas.g_00535
OG0001484	Praa.g_01296	Syas.g_00166, Syas.g_00167
OG0001492	Praa.g_01206	Syas.g_01077
OG0001493	Praa.g_01214	Syas.g_01069
OG0001495	Praa.g_01721	Syas.g_01641
OG0001502	Praa.g_00772	Syas.g_00290
OG0001504	Praa.g_01274	Syas.g_02777
OG0001507	Praa.g_01619	Syas.g_01183
OG0001520	Praa.g_00388	Syas.g_00828
OG0001522	Praa.g_00837	Syas.g_00369
OG0001546	Praa.g_00524	Syas.g_00011
OG0001547	Praa.g_00774	Syas.g_00300
OG0001549	Praa.g_00863	Syas.g_00482
OG0001554	Praa.g_01569	Syas.g_00153
OG0001555	Praa.g_01583	Syas.g_00654
OG0001565	Praa.g_00416	Syas.g_00351
OG0001567	Praa.g_00773	Syas.g_00294
OG0001568	Praa.g_00775	Syas.g_00368
OG0001570	Praa.g_01106	Syas.g_00309
OG0001573	Praa.g_01434	Syas.g_02025
OG0001584	Praa.g_00937	Syas.g_00607
OG0001587	Praa.g_01696	Syas.g_02569
OG0001625	Praa.g_00258	Syas.g_01708
OG0001627	Praa.g_00755	Syas.g_01474
OG0001647	Praa.g_00273	Syas.g_01738
OG0001666	Praa.g_01272	Syas.g_02785
OG0002029	Praa.g_01271	Syas.g_01930, Syas.g_02786
OG0002097	Praa.g_01405	Syas.g_02623
OG0002098	Praa.g_01448	Syas.g_02127
OG0002364	Praa.g_00793	Syas.g_00402
OG0002369	Praa.g_01403	Syas.g_02628
OG0002478	Praa.g_00408	Syas.g_01099
OG0002622	Praa.g_01449	Syas.g_01892
OG0003159	Praa.g_01399	Syas.g_02117
