Orthogroup	Syal	Prai
OG0001169	Syal.g_00642	Prai.g_01678
OG0001170	Syal.g_00644	Prai.g_01680
OG0001172	Syal.g_00198	Prai.g_01704
OG0001173	Syal.g_00199	Prai.g_01705
OG0001174	Syal.g_00207	Prai.g_01713
OG0001175	Syal.g_00208	Prai.g_01714
OG0001176	Syal.g_00226	Prai.g_01721
OG0001177	Syal.g_00224	Prai.g_01724
OG0001178	Syal.g_00592	Prai.g_01729
OG0001179	Syal.g_00256	Prai.g_01761
OG0001180	Syal.g_00282	Prai.g_01788
OG0001182	Syal.g_00295	Prai.g_01799
OG0001183	Syal.g_00302	Prai.g_01803
OG0001184	Syal.g_01359	Prai.g_01819
OG0001185	Syal.g_01453	Prai.g_01833
OG0001186	Syal.g_00179	Prai.g_01856
OG0001187	Syal.g_00175	Prai.g_01862
OG0001188	Syal.g_00172	Prai.g_01864
OG0001189	Syal.g_00152	Prai.g_01881
OG0001190	Syal.g_01067	Prai.g_01885
OG0001191	Syal.g_01083	Prai.g_01895
OG0001192	Syal.g_01090	Prai.g_01899
OG0001193	Syal.g_01128	Prai.g_01909
OG0001194	Syal.g_01130	Prai.g_01910
OG0001195	Syal.g_01131	Prai.g_01911
OG0001196	Syal.g_00078	Prai.g_01924
OG0001197	Syal.g_00080	Prai.g_01925
OG0001198	Syal.g_00093	Prai.g_01933
OG0001199	Syal.g_00757	Prai.g_00074
OG0001200	Syal.g_00759	Prai.g_00076
OG0001201	Syal.g_00821	Prai.g_00108
OG0001202	Syal.g_00956	Prai.g_00210
OG0001203	Syal.g_00683	Prai.g_00249
OG0001204	Syal.g_01201	Prai.g_00256
OG0001205	Syal.g_00515	Prai.g_00476
OG0001206	Syal.g_00490	Prai.g_00493
OG0001207	Syal.g_02889	Prai.g_00507
OG0001208	Syal.g_02899	Prai.g_00512
OG0001209	Syal.g_02835	Prai.g_00563
OG0001210	Syal.g_02827	Prai.g_00568
OG0001211	Syal.g_02811	Prai.g_00578
OG0001212	Syal.g_02754	Prai.g_00624
OG0001213	Syal.g_02701	Prai.g_00658
OG0001214	Syal.g_02634	Prai.g_00666
OG0001215	Syal.g_01786	Prai.g_00719
OG0001216	Syal.g_01861	Prai.g_00750
OG0001217	Syal.g_02067	Prai.g_00894
OG0001218	Syal.g_00429	Prai.g_00887
OG0001219	Syal.g_02036	Prai.g_00858
OG0001220	Syal.g_02494	Prai.g_00795
OG0001221	Syal.g_02258	Prai.g_01035
OG0001222	Syal.g_02006	Prai.g_00997
OG0001223	Syal.g_01960	Prai.g_00971
OG0001224	Syal.g_01827	Prai.g_00922
OG0001225	Syal.g_01825	Prai.g_00920
OG0001226	Syal.g_00767	Prai.g_01083
OG0001227	Syal.g_01575	Prai.g_01101
OG0001228	Syal.g_02451	Prai.g_01218
OG0001229	Syal.g_01801	Prai.g_01368
OG0001230	Syal.g_00029	Prai.g_01455
OG0001231	Syal.g_00114	Prai.g_01560
OG0001232	Syal.g_00622	Prai.g_01661
OG0001233	Syal.g_00645	Prai.g_01681
OG0001234	Syal.g_00212	Prai.g_01716
OG0001236	Syal.g_01352	Prai.g_01816
OG0001237	Syal.g_01362	Prai.g_01820
OG0001238	Syal.g_01085	Prai.g_01896
OG0001239	Syal.g_00754	Prai.g_00071
OG0001240	Syal.g_00804	Prai.g_00093
OG0001241	Syal.g_00814	Prai.g_00101
OG0001242	Syal.g_00844	Prai.g_00119
OG0001243	Syal.g_00852	Prai.g_00125
OG0001244	Syal.g_00882	Prai.g_00141
OG0001245	Syal.g_02522	Prai.g_00392
OG0001246	Syal.g_02927	Prai.g_00534
OG0001247	Syal.g_01126	Prai.g_00712
OG0001248	Syal.g_01778	Prai.g_00714
OG0001249	Syal.g_00337	Prai.g_00869
OG0001250	Syal.g_02469	Prai.g_00806
OG0001252	Syal.g_01834	Prai.g_00927
OG0001253	Syal.g_02521	Prai.g_01102
OG0001254	Syal.g_02507	Prai.g_01145
OG0001255	Syal.g_02609	Prai.g_01156
OG0001256	Syal.g_00571	Prai.g_01553
OG0001257	Syal.g_02262	Prai.g_01559
OG0001258	Syal.g_00582	Prai.g_01635
OG0001259	Syal.g_00643	Prai.g_01679
OG0001260	Syal.g_00665	Prai.g_01695
OG0001261	Syal.g_00265	Prai.g_01769
OG0001262	Syal.g_00154	Prai.g_01879
OG0001263	Syal.g_00856	Prai.g_00128
OG0001265	Syal.g_00842	Prai.g_00118
OG0001266	Syal.g_00960	Prai.g_00214
OG0001267	Syal.g_01263	Prai.g_00293
OG0001268	Syal.g_00353	Prai.g_00352
OG0001269	Syal.g_02116, Syal.g_02567	Prai.g_00372
OG0001270	Syal.g_00528	Prai.g_00465
OG0001271	Syal.g_00466	Prai.g_00502
OG0001272	Syal.g_02903	Prai.g_00516
OG0001273	Syal.g_02641	Prai.g_00660
OG0001275	Syal.g_01932	Prai.g_00961
OG0001276	Syal.g_01914	Prai.g_00942
OG0001277	Syal.g_02963	Prai.g_01090
OG0001278	Syal.g_01766	Prai.g_01223
OG0001279	Syal.g_02565	Prai.g_01583
OG0001280	Syal.g_01604	Prai.g_01334
OG0001281	Syal.g_01592	Prai.g_01340
OG0001282	Syal.g_02887	Prai.g_01371
OG0001284	Syal.g_03007	Prai.g_01532
OG0001285	Syal.g_00625	Prai.g_01664
OG0001286	Syal.g_00280	Prai.g_01786
OG0001287	Syal.g_01461	Prai.g_01840
OG0001288	Syal.g_01513	Prai.g_01849
OG0001289	Syal.g_00781	Prai.g_00087
OG0001290	Syal.g_00813	Prai.g_00100
OG0001291	Syal.g_00866	Prai.g_00135
OG0001292	Syal.g_01206	Prai.g_00261
OG0001293	Syal.g_01236	Prai.g_00274
OG0001294	Syal.g_02207	Prai.g_00389
OG0001295	Syal.g_01828	Prai.g_00498
OG0001296	Syal.g_02933	Prai.g_00539
OG0001298	Syal.g_02777	Prai.g_00605
OG0001299	Syal.g_02200	Prai.g_00695
OG0001300	Syal.g_01795	Prai.g_00722
OG0001301	Syal.g_01941, Syal.g_01810	Prai.g_00725
OG0001302	Syal.g_02607	Prai.g_00860
OG0001304	Syal.g_01899	Prai.g_00933
OG0001305	Syal.g_01817	Prai.g_00914
OG0001306	Syal.g_01626	Prai.g_01158
OG0001307	Syal.g_02195	Prai.g_01354
OG0001308	Syal.g_00392	Prai.g_01473
OG0001309	Syal.g_02943	Prai.g_01557
OG0001310	Syal.g_00605	Prai.g_01650
OG0001312	Syal.g_02024	Prai.g_01008
OG0001315	Syal.g_00300	Prai.g_00061
OG0001316	Syal.g_00872	Prai.g_00140
OG0001317	Syal.g_00687	Prai.g_00245
OG0001318	Syal.g_01228	Prai.g_00269
OG0001321	Syal.g_00508	Prai.g_00482
OG0001322	Syal.g_00507	Prai.g_00483
OG0001323	Syal.g_02946	Prai.g_00548
OG0001324	Syal.g_01796	Prai.g_00723
OG0001325	Syal.g_01865	Prai.g_00753
OG0001327	Syal.g_02296	Prai.g_01075
OG0001328	Syal.g_02266	Prai.g_01100
OG0001330	Syal.g_01611	Prai.g_01309
OG0001332	Syal.g_02965	Prai.g_01504
OG0001333	Syal.g_00639	Prai.g_01675
OG0001334	Syal.g_00311	Prai.g_01806
OG0001335	Syal.g_00312	Prai.g_01807
OG0001336	Syal.g_01180	Prai.g_01921
OG0001339	Syal.g_00816	Prai.g_00103
OG0001340	Syal.g_00328	Prai.g_00341
OG0001341	Syal.g_02538	Prai.g_00897
OG0001343	Syal.g_01190	Prai.g_01062
OG0001344	Syal.g_01658	Prai.g_01175
OG0001345	Syal.g_01694	Prai.g_01190
OG0001346	Syal.g_01600	Prai.g_01336
OG0001348	Syal.g_01849	Prai.g_01587
OG0001349	Syal.g_01426	Prai.g_01407
OG0001351	Syal.g_00501	Prai.g_00485
OG0001353	Syal.g_02457	Prai.g_00815
OG0001358	Syal.g_02715	Prai.g_00649
OG0001359	Syal.g_01189	Prai.g_01061
OG0001360	Syal.g_01696	Prai.g_01103
OG0001361	Syal.g_01691	Prai.g_01187
OG0001362	Syal.g_00397	Prai.g_01477
OG0001363	Syal.g_00399	Prai.g_01479
OG0001364	Syal.g_01342	Prai.g_01809
OG0001365	Syal.g_01072	Prai.g_01889
OG0001369	Syal.g_00803	Prai.g_00092
OG0001375	Syal.g_01191	Prai.g_01063
OG0001376	Syal.g_01095	Prai.g_01069
OG0001377	Syal.g_01094	Prai.g_01070
OG0001378	Syal.g_00529	Prai.g_01112
OG0001382	Syal.g_00220	Prai.g_01575
OG0001394	Syal.g_02250	Prai.g_01031
OG0001395	Syal.g_00001, Syal.g_02432	Prai.g_00931
OG0001397	Syal.g_00398	Prai.g_01478
OG0001398	Syal.g_00774	Prai.g_01601
OG0001399	Syal.g_00434	Prai.g_01718
OG0001404	Syal.g_00750	Prai.g_00068
OG0001405	Syal.g_00314	Prai.g_00339
OG0001406	Syal.g_01096	Prai.g_01068
OG0001407	Syal.g_01774	Prai.g_01081
OG0001408	Syal.g_02589	Prai.g_01086
OG0001409	Syal.g_01671	Prai.g_01178
OG0001410	Syal.g_02194	Prai.g_01355
OG0001413	Syal.g_02570	Prai.g_01547
OG0001416	Syal.g_01595	Prai.g_00490
OG0001417	Syal.g_01974	Prai.g_00500
OG0001419	Syal.g_01775	Prai.g_01082
OG0001420	Syal.g_02955	Prai.g_01122
OG0001428	Syal.g_00915	Prai.g_00183
OG0001430	Syal.g_01055	Prai.g_01271
OG0001432	Syal.g_02578	Prai.g_01545
OG0001436	Syal.g_01387	Prai.g_01403
OG0001436	Syal.g_01384	Prai.g_01402
OG0001438	Syal.g_01278	Prai.g_00306
OG0001439	Syal.g_01306	Prai.g_00320
OG0001443	Syal.g_01101	Prai.g_01602
OG0001447	Syal.g_00853	Prai.g_00126
OG0001448	Syal.g_02552	Prai.g_00380
OG0001449	Syal.g_01198	Prai.g_00413
OG0001452	Syal.g_01223	Prai.g_01058
OG0001454	Syal.g_02566	Prai.g_01096
OG0001459	Syal.g_01493, Syal.g_02104	Prai.g_01552
OG0001462	Syal.g_00138	Prai.g_00034
OG0001470	Syal.g_00181	Prai.g_01433
OG0001471	Syal.g_01301	Prai.g_01548
OG0001473	Syal.g_02571	Prai.g_01857
OG0001474	Syal.g_00354	Prai.g_00353
OG0001475	Syal.g_00184	Prai.g_00152
OG0001477	Syal.g_01807	Prai.g_01254
OG0001480	Syal.g_02599	Prai.g_00382
OG0001481	Syal.g_00504	Prai.g_00386
OG0001482	Syal.g_01964	Prai.g_00488
OG0001486	Syal.g_01651	Prai.g_01169
OG0001492	Syal.g_01769	Prai.g_01220
OG0001493	Syal.g_01760	Prai.g_01228
OG0001495	Syal.g_00223	Prai.g_01723
OG0001496	Syal.g_01804	Prai.g_01252
OG0001497	Syal.g_01806	Prai.g_01253
OG0001499	Syal.g_00086	Prai.g_00060
OG0001502	Syal.g_02489	Prai.g_00877
OG0001505	Syal.g_01370, Syal.g_01371	Prai.g_01394
OG0001507	Syal.g_02094	Prai.g_01245
OG0001508	Syal.g_00180	Prai.g_01432
OG0001514	Syal.g_01803	Prai.g_01251
OG0001520	Syal.g_02790	Prai.g_00406
OG0001527	Syal.g_02796	Prai.g_00591
OG0001532	Syal.g_01710	Prai.g_01199
OG0001547	Syal.g_02050	Prai.g_00875
OG0001554	Syal.g_01065	Prai.g_01555
OG0001555	Syal.g_02484	Prai.g_01569
OG0001562	Syal.g_01926	Prai.g_00949
OG0001565	Syal.g_02600	Prai.g_00447
OG0001567	Syal.g_02051	Prai.g_00876
OG0001568	Syal.g_02049	Prai.g_00874
OG0001570	Syal.g_02053	Prai.g_01255
OG0001582	Syal.g_02644	Prai.g_00499
OG0001625	Syal.g_01230	Prai.g_00271
OG0001634	Syal.g_02203	Prai.g_01582
OG0001647	Syal.g_01254	Prai.g_00285
OG0001667	Syal.g_02863	Prai.g_01311
OG0001712	Syal.g_02524	Prai.g_00427
OG0001719	Syal.g_01472	Prai.g_00403
OG0001726	Syal.g_00536	Prai.g_00425
OG0001744	Syal.g_00735	Prai.g_01317
OG0001745	Syal.g_02530	Prai.g_01544
OG0001924	Syal.g_02722	Prai.g_01283
OG0001925	Syal.g_02723	Prai.g_01284
OG0001926	Syal.g_02724	Prai.g_01285
OG0001927	Syal.g_02725	Prai.g_01286
OG0001993	Syal.g_02720	Prai.g_01281
OG0001994	Syal.g_02721	Prai.g_01282
OG0002019	Syal.g_01425	Prai.g_01304
OG0002032	Syal.g_02367	Prai.g_01898
OG0002098	Syal.g_01386	Prai.g_01430
OG0002112	Syal.g_01292	Prai.g_00417
OG0002157	Syal.g_01293	Prai.g_00418
OG0002158	Syal.g_01291	Prai.g_00416
OG0002244	Syal.g_02093	Prai.g_01244
OG0002375	Syal.g_01427	Prai.g_01408
OG0002395	Syal.g_01294	Prai.g_01628
OG0002451	Syal.g_00743, Syal.g_02161	Prai.g_01242
OG0002560	Syal.g_02077	Prai.g_00408
OG0002582	Syal.g_01382	Prai.g_01319
OG0002722	Syal.g_01381	Prai.g_01401
OG0002723	Syal.g_01428	Prai.g_01409
OG0002885	Syal.g_02167	Prai.g_00449
OG0003010	Syal.g_01375	Prai.g_01397
OG0003067	Syal.g_00585	Prai.g_00430
OG0003157	Syal.g_02168	Prai.g_00455
OG0003158	Syal.g_02171	Prai.g_00452, Prai.g_00458
OG0003159	Syal.g_01374	Prai.g_01396
OG0003222	Syal.g_01379	Prai.g_01399, Prai.g_01410
OG0003336	Syal.g_02169	Prai.g_00456
OG0003337	Syal.g_02170	Prai.g_00457
OG0003346	Syal.g_01378	Prai.g_01398
OG0003793	Syal.g_01383	Prai.g_01441
OG0004141	Syal.g_01389	Prai.g_01404
OG0004606	Syal.g_01380	Prai.g_01400
