Orthogroup	Syal	Prae
OG0001166	Syal.g_00613	Prae.g_01642
OG0001167	Syal.g_00638	Prae.g_01659
OG0001168	Syal.g_00640	Prae.g_01661
OG0001169	Syal.g_00642	Prae.g_01663
OG0001170	Syal.g_00644	Prae.g_01665
OG0001172	Syal.g_00198	Prae.g_01689
OG0001173	Syal.g_00199	Prae.g_01690
OG0001174	Syal.g_00207	Prae.g_01698
OG0001175	Syal.g_00208	Prae.g_01699
OG0001176	Syal.g_00226	Prae.g_01706
OG0001177	Syal.g_00224	Prae.g_01709
OG0001178	Syal.g_00592	Prae.g_01714
OG0001179	Syal.g_00256	Prae.g_01742
OG0001180	Syal.g_00282	Prae.g_01765
OG0001182	Syal.g_00295	Prae.g_01776
OG0001183	Syal.g_00302	Prae.g_01780
OG0001184	Syal.g_01359	Prae.g_01796
OG0001185	Syal.g_01453	Prae.g_01810
OG0001186	Syal.g_00179	Prae.g_01833
OG0001187	Syal.g_00175	Prae.g_01837
OG0001188	Syal.g_00172	Prae.g_01839
OG0001189	Syal.g_00152	Prae.g_01856
OG0001190	Syal.g_01067	Prae.g_01860
OG0001191	Syal.g_01083	Prae.g_01870
OG0001192	Syal.g_01090	Prae.g_01875
OG0001193	Syal.g_01128	Prae.g_01885
OG0001194	Syal.g_01130	Prae.g_01886
OG0001195	Syal.g_01131	Prae.g_01887
OG0001196	Syal.g_00078	Prae.g_01900
OG0001197	Syal.g_00080	Prae.g_01901
OG0001198	Syal.g_00093	Prae.g_01908
OG0001199	Syal.g_00757	Prae.g_00074
OG0001200	Syal.g_00759	Prae.g_00076
OG0001201	Syal.g_00821	Prae.g_00107
OG0001202	Syal.g_00956	Prae.g_00202
OG0001203	Syal.g_00683	Prae.g_00241
OG0001204	Syal.g_01201	Prae.g_00246
OG0001205	Syal.g_00515	Prae.g_00419
OG0001206	Syal.g_00490	Prae.g_00436
OG0001207	Syal.g_02889	Prae.g_00451
OG0001208	Syal.g_02899	Prae.g_00456
OG0001209	Syal.g_02835	Prae.g_00510
OG0001210	Syal.g_02827	Prae.g_00515
OG0001211	Syal.g_02811	Prae.g_00525
OG0001212	Syal.g_02754	Prae.g_00570
OG0001213	Syal.g_02701	Prae.g_00603
OG0001214	Syal.g_02634	Prae.g_00611
OG0001215	Syal.g_01786	Prae.g_00664
OG0001216	Syal.g_01861	Prae.g_00713
OG0001217	Syal.g_02067	Prae.g_00752
OG0001218	Syal.g_00429	Prae.g_00759
OG0001219	Syal.g_02036	Prae.g_00794
OG0001220	Syal.g_02494	Prae.g_00857
OG0001221	Syal.g_02258	Prae.g_00919
OG0001222	Syal.g_02006	Prae.g_00956
OG0001223	Syal.g_01960	Prae.g_00982
OG0001224	Syal.g_01827	Prae.g_01036
OG0001225	Syal.g_01825	Prae.g_01038
OG0001226	Syal.g_00767	Prae.g_01066
OG0001227	Syal.g_01575	Prae.g_01084
OG0001228	Syal.g_02451	Prae.g_01208
OG0001229	Syal.g_01801	Prae.g_01366
OG0001230	Syal.g_00029	Prae.g_01451
OG0001231	Syal.g_00114	Prae.g_01556
OG0001232	Syal.g_00622	Prae.g_01646
OG0001233	Syal.g_00645	Prae.g_01666
OG0001234	Syal.g_00212	Prae.g_01701
OG0001236	Syal.g_01352	Prae.g_01793
OG0001237	Syal.g_01362	Prae.g_01797
OG0001238	Syal.g_01085	Prae.g_01871
OG0001239	Syal.g_00754	Prae.g_00071
OG0001240	Syal.g_00804	Prae.g_00093
OG0001241	Syal.g_00814	Prae.g_00101
OG0001242	Syal.g_00844	Prae.g_00119
OG0001243	Syal.g_00852	Prae.g_00125
OG0001244	Syal.g_00882	Prae.g_00141
OG0001245	Syal.g_02522	Prae.g_00380
OG0001246	Syal.g_02927	Prae.g_00478
OG0001247	Syal.g_01126	Prae.g_00657
OG0001248	Syal.g_01778	Prae.g_00659
OG0001249	Syal.g_00337	Prae.g_00784
OG0001250	Syal.g_02469	Prae.g_00846
OG0001251	Syal.g_02576	Prae.g_00893
OG0001252	Syal.g_01834	Prae.g_01031
OG0001253	Syal.g_02521	Prae.g_01085
OG0001254	Syal.g_02507	Prae.g_01132
OG0001255	Syal.g_02609	Prae.g_01147
OG0001256	Syal.g_00571	Prae.g_01549
OG0001257	Syal.g_02262	Prae.g_01555
OG0001258	Syal.g_00582	Prae.g_01620
OG0001259	Syal.g_00643	Prae.g_01664
OG0001260	Syal.g_00665	Prae.g_01680
OG0001261	Syal.g_00265	Prae.g_01750
OG0001262	Syal.g_00154	Prae.g_01854
OG0001263	Syal.g_00856	Prae.g_00128
OG0001265	Syal.g_00842	Prae.g_00118
OG0001266	Syal.g_00960	Prae.g_00206
OG0001267	Syal.g_01263	Prae.g_00281
OG0001268	Syal.g_00353	Prae.g_00339
OG0001269	Syal.g_02116, Syal.g_02567	Prae.g_00358
OG0001270	Syal.g_00528	Prae.g_00408
OG0001271	Syal.g_00466	Prae.g_00446
OG0001272	Syal.g_02903	Prae.g_00460
OG0001273	Syal.g_02641	Prae.g_00605
OG0001274	Syal.g_01007	Prae.g_00677
OG0001275	Syal.g_01932	Prae.g_00992
OG0001276	Syal.g_01914	Prae.g_01015
OG0001277	Syal.g_02963	Prae.g_01074
OG0001278	Syal.g_01766	Prae.g_01213
OG0001279	Syal.g_02565	Prae.g_01265
OG0001280	Syal.g_01604	Prae.g_01328
OG0001281	Syal.g_01592	Prae.g_01334
OG0001282	Syal.g_02887	Prae.g_01369
OG0001283	Syal.g_01179	Prae.g_01388
OG0001284	Syal.g_03007	Prae.g_01529
OG0001285	Syal.g_00625	Prae.g_01649
OG0001286	Syal.g_00280	Prae.g_01762
OG0001287	Syal.g_01461	Prae.g_01817
OG0001288	Syal.g_01513	Prae.g_01826
OG0001289	Syal.g_00781	Prae.g_00087
OG0001290	Syal.g_00813	Prae.g_00100
OG0001291	Syal.g_00866	Prae.g_00135
OG0001292	Syal.g_01206	Prae.g_00251
OG0001293	Syal.g_01236	Prae.g_00264
OG0001294	Syal.g_02207	Prae.g_00378
OG0001295	Syal.g_01828	Prae.g_00441
OG0001296	Syal.g_02933	Prae.g_00483
OG0001298	Syal.g_02777	Prae.g_00551
OG0001299	Syal.g_02200	Prae.g_00640
OG0001300	Syal.g_01795	Prae.g_00667
OG0001301	Syal.g_01941, Syal.g_01810	Prae.g_00670
OG0001302	Syal.g_02607	Prae.g_00793
OG0001303	Syal.g_02033	Prae.g_00996
OG0001304	Syal.g_01899	Prae.g_01025
OG0001305	Syal.g_01817	Prae.g_01044
OG0001306	Syal.g_01626	Prae.g_01149
OG0001307	Syal.g_02195	Prae.g_01351
OG0001308	Syal.g_00392	Prae.g_01469
OG0001309	Syal.g_02943	Prae.g_01553
OG0001310	Syal.g_00605	Prae.g_01635
OG0001311	Syal.g_01912	Prae.g_01017
OG0001313	Syal.g_00482	Prae.g_00700, Prae.g_00703, Prae.g_00708
OG0001315	Syal.g_00300	Prae.g_00061
OG0001316	Syal.g_00872	Prae.g_00140
OG0001317	Syal.g_00687	Prae.g_00237
OG0001318	Syal.g_01228	Prae.g_00259
OG0001319	Syal.g_01252	Prae.g_00275
OG0001321	Syal.g_00508	Prae.g_00425
OG0001322	Syal.g_00507	Prae.g_00426
OG0001323	Syal.g_02946	Prae.g_00493
OG0001324	Syal.g_01796	Prae.g_00668
OG0001325	Syal.g_01865	Prae.g_00716
OG0001326	Syal.g_02405, Syal.g_01138	Prae.g_00881
OG0001327	Syal.g_02296	Prae.g_01057
OG0001328	Syal.g_02266	Prae.g_01083
OG0001329	Syal.g_01188	Prae.g_01122
OG0001330	Syal.g_01611	Prae.g_01292
OG0001332	Syal.g_02965	Prae.g_01502
OG0001333	Syal.g_00639	Prae.g_01660
OG0001334	Syal.g_00311	Prae.g_01783
OG0001335	Syal.g_00312	Prae.g_01784
OG0001336	Syal.g_01180	Prae.g_01897
OG0001339	Syal.g_00816	Prae.g_00103
OG0001340	Syal.g_00328	Prae.g_00329
OG0001341	Syal.g_02538	Prae.g_00750
OG0001343	Syal.g_01190	Prae.g_00890
OG0001344	Syal.g_01658	Prae.g_01167
OG0001345	Syal.g_01694	Prae.g_01182
OG0001346	Syal.g_01600	Prae.g_01330
OG0001348	Syal.g_01849	Prae.g_01578
OG0001351	Syal.g_00501	Prae.g_00428
OG0001353	Syal.g_02457	Prae.g_00838
OG0001354	Syal.g_01973	Prae.g_00974
OG0001358	Syal.g_02715	Prae.g_00594
OG0001359	Syal.g_01189	Prae.g_00891
OG0001360	Syal.g_01696	Prae.g_01086
OG0001361	Syal.g_01691	Prae.g_01179
OG0001362	Syal.g_00397	Prae.g_01473
OG0001363	Syal.g_00399	Prae.g_01475
OG0001364	Syal.g_01342	Prae.g_01786
OG0001365	Syal.g_01072	Prae.g_01864
OG0001369	Syal.g_00803	Prae.g_00092
OG0001373	Syal.g_01137	Prae.g_00880
OG0001374	Syal.g_01145	Prae.g_00888
OG0001375	Syal.g_01191	Prae.g_00889
OG0001376	Syal.g_01095	Prae.g_01050
OG0001377	Syal.g_01094	Prae.g_01051
OG0001378	Syal.g_00529	Prae.g_01095
OG0001379	Syal.g_01609	Prae.g_01323
OG0001382	Syal.g_00220	Prae.g_01570
OG0001385	Syal.g_01134	Prae.g_00877
OG0001386	Syal.g_01135	Prae.g_00878
OG0001387	Syal.g_01136	Prae.g_00879
OG0001388	Syal.g_01139	Prae.g_00882
OG0001389	Syal.g_01140	Prae.g_00883
OG0001390	Syal.g_01141	Prae.g_00884
OG0001391	Syal.g_01142	Prae.g_00885
OG0001392	Syal.g_01143	Prae.g_00886
OG0001393	Syal.g_01144	Prae.g_00887
OG0001395	Syal.g_00001, Syal.g_02432	Prae.g_01027
OG0001397	Syal.g_00398	Prae.g_01474
OG0001398	Syal.g_00774	Prae.g_01583
OG0001399	Syal.g_00434	Prae.g_01703
OG0001401	Syal.g_02463	Prae.g_00687
OG0001402	Syal.g_02711	Prae.g_00767
OG0001404	Syal.g_00750	Prae.g_00068
OG0001405	Syal.g_00314	Prae.g_00327
OG0001406	Syal.g_01096	Prae.g_01049
OG0001407	Syal.g_01774	Prae.g_01064
OG0001408	Syal.g_02589	Prae.g_01069
OG0001409	Syal.g_01671	Prae.g_01170
OG0001410	Syal.g_02194	Prae.g_01352
OG0001413	Syal.g_02570	Prae.g_01544
OG0001416	Syal.g_01595	Prae.g_00433
OG0001417	Syal.g_01974	Prae.g_00443
OG0001419	Syal.g_01775	Prae.g_01065
OG0001420	Syal.g_02955	Prae.g_01104
OG0001425	Syal.g_01089	Prae.g_01874
OG0001428	Syal.g_00915	Prae.g_00175
OG0001430	Syal.g_01055	Prae.g_01287
OG0001432	Syal.g_02578	Prae.g_01542
OG0001433	Syal.g_02212	Prae.g_01232
OG0001436	Syal.g_01387, Syal.g_01384, Syal.g_01335, Syal.g_01336	Prae.g_01418
OG0001438	Syal.g_01278	Prae.g_00294
OG0001439	Syal.g_01306	Prae.g_00308
OG0001442	Syal.g_02234	Prae.g_00741
OG0001447	Syal.g_00853	Prae.g_00126
OG0001448	Syal.g_02552	Prae.g_00366
OG0001449	Syal.g_01198	Prae.g_00394
OG0001452	Syal.g_01223	Prae.g_00895
OG0001454	Syal.g_02566	Prae.g_01079
OG0001456	Syal.g_01146	Prae.g_01140
OG0001457	Syal.g_01147	Prae.g_01141
OG0001458	Syal.g_01148	Prae.g_01142
OG0001459	Syal.g_01493, Syal.g_02104	Prae.g_01277
OG0001460	Syal.g_02211	Prae.g_01233
OG0001461	Syal.g_02091	Prae.g_01228
OG0001462	Syal.g_00138	Prae.g_00034
OG0001471	Syal.g_01301	Prae.g_01545
OG0001473	Syal.g_02571	Prae.g_01834
OG0001474	Syal.g_00354	Prae.g_00340
OG0001480	Syal.g_02599	Prae.g_00368
OG0001481	Syal.g_00504	Prae.g_00373
OG0001482	Syal.g_01964	Prae.g_00431
OG0001486	Syal.g_01651	Prae.g_01161
OG0001492	Syal.g_01769	Prae.g_01210
OG0001493	Syal.g_01760	Prae.g_01218
OG0001495	Syal.g_00223	Prae.g_01708
OG0001499	Syal.g_00086	Prae.g_00060
OG0001502	Syal.g_02489	Prae.g_00776
OG0001504	Syal.g_02103, Syal.g_01492	Prae.g_01278
OG0001520	Syal.g_02790	Prae.g_00389
OG0001525	Syal.g_02585	Prae.g_01561
OG0001546	Syal.g_02950	Prae.g_00498
OG0001547	Syal.g_02050	Prae.g_00778
OG0001551	Syal.g_01781	Prae.g_01139
OG0001554	Syal.g_01065	Prae.g_01551
OG0001555	Syal.g_02484	Prae.g_01566
OG0001558	Syal.g_00117	Prae.g_00690
OG0001567	Syal.g_02051	Prae.g_00777
OG0001568	Syal.g_02049	Prae.g_00779
OG0001570	Syal.g_02053	Prae.g_01106
OG0001582	Syal.g_02644	Prae.g_00442
OG0001585	Syal.g_00712	Prae.g_01269
OG0001625	Syal.g_01230	Prae.g_00261
OG0001635	Syal.g_01517	Prae.g_01601
OG0001652	Syal.g_00115	Prae.g_00688
OG0001666	Syal.g_01491, Syal.g_02102, Syal.g_02073	Prae.g_01276
OG0001667	Syal.g_02863	Prae.g_01295
OG0001671	Syal.g_00993	Prae.g_00695
OG0001719	Syal.g_01472	Prae.g_00387
OG0001722	Syal.g_00730	Prae.g_00896
OG0001744	Syal.g_00735	Prae.g_01314
OG0001745	Syal.g_02530	Prae.g_01541
OG0001995	Syal.g_01208	Prae.g_01259
OG0002029	Syal.g_00704	Prae.g_01275
OG0002032	Syal.g_02367	Prae.g_01873
OG0002380	Syal.g_00701	Prae.g_00397
OG0002700	Syal.g_01622	Prae.g_00707
