Orthogroup	Prbd	Pram
OG0001118	Prbd.g_00278	Pram.g_00957
OG0001119	Prbd.g_00279	Pram.g_00958
OG0001120	Prbd.g_00281	Pram.g_00959
OG0001122	Prbd.g_00312	Pram.g_00976
OG0001123	Prbd.g_00316	Pram.g_00981
OG0001124	Prbd.g_00318	Pram.g_00983
OG0001125	Prbd.g_00319	Pram.g_00985
OG0001126	Prbd.g_00329	Pram.g_00899
OG0001127	Prbd.g_00330	Pram.g_00898
OG0001128	Prbd.g_00332	Pram.g_00896
OG0001129	Prbd.g_00333	Pram.g_00895
OG0001130	Prbd.g_00334	Pram.g_00894
OG0001131	Prbd.g_00370	Pram.g_00356
OG0001132	Prbd.g_00380	Pram.g_00683
OG0001133	Prbd.g_00414	Pram.g_01469
OG0001134	Prbd.g_00427	Pram.g_01546
OG0001135	Prbd.g_00430	Pram.g_01549
OG0001136	Prbd.g_00465	Pram.g_01143
OG0001137	Prbd.g_00476	Pram.g_01130
OG0001138	Prbd.g_00494	Pram.g_01109
OG0001139	Prbd.g_00495	Pram.g_01107
OG0001140	Prbd.g_00496	Pram.g_01106
OG0001141	Prbd.g_00497	Pram.g_01105
OG0001142	Prbd.g_00498	Pram.g_01104
OG0001143	Prbd.g_00505	Pram.g_01097
OG0001144	Prbd.g_00510	Pram.g_01092
OG0001145	Prbd.g_01809	Pram.g_01222
OG0001146	Prbd.g_01797	Pram.g_01234
OG0001147	Prbd.g_01778	Pram.g_01475
OG0001148	Prbd.g_01762	Pram.g_01466
OG0001149	Prbd.g_01761	Pram.g_01465
OG0001150	Prbd.g_01760	Pram.g_01464
OG0001151	Prbd.g_01749	Pram.g_01452
OG0001152	Prbd.g_01748	Pram.g_01451
OG0001153	Prbd.g_01657	Pram.g_01346
OG0001154	Prbd.g_01656	Pram.g_01345
OG0001155	Prbd.g_01644	Pram.g_01328
OG0001156	Prbd.g_01641	Pram.g_01325
OG0001157	Prbd.g_01640	Pram.g_01324
OG0001158	Prbd.g_01639	Pram.g_01323
OG0001159	Prbd.g_01638	Pram.g_01322
OG0001160	Prbd.g_01613	Pram.g_01296
OG0001161	Prbd.g_01600	Pram.g_01577
OG0001162	Prbd.g_01589	Pram.g_01590
OG0001163	Prbd.g_01533	Pram.g_01624
OG0001164	Prbd.g_01529	Pram.g_01627
OG0001165	Prbd.g_01526	Pram.g_01630
OG0001166	Prbd.g_01506	Pram.g_01651
OG0001167	Prbd.g_01489	Pram.g_01669
OG0001168	Prbd.g_01487	Pram.g_01671
OG0001169	Prbd.g_01485	Pram.g_01673
OG0001170	Prbd.g_01483	Pram.g_01675
OG0001171	Prbd.g_01473	Pram.g_01685
OG0001172	Prbd.g_01460	Pram.g_01700
OG0001173	Prbd.g_01459	Pram.g_01701
OG0001174	Prbd.g_01451	Pram.g_01709
OG0001175	Prbd.g_01450	Pram.g_01710
OG0001176	Prbd.g_01443	Pram.g_01718
OG0001177	Prbd.g_01440	Pram.g_01720
OG0001178	Prbd.g_01435	Pram.g_01637
OG0001179	Prbd.g_01407	Pram.g_01753
OG0001180	Prbd.g_01385	Pram.g_01776
OG0001181	Prbd.g_01381	Pram.g_01780
OG0001182	Prbd.g_01374	Pram.g_01788
OG0001183	Prbd.g_01370	Pram.g_01794
OG0001184	Prbd.g_01354	Pram.g_01812
OG0001185	Prbd.g_01340	Pram.g_01828
OG0001186	Prbd.g_01316	Pram.g_01852
OG0001187	Prbd.g_01311	Pram.g_01855
OG0001188	Prbd.g_01309	Pram.g_01857
OG0001189	Prbd.g_01292	Pram.g_01874
OG0001190	Prbd.g_01288	Pram.g_01879
OG0001191	Prbd.g_01278	Pram.g_01889
OG0001192	Prbd.g_01274	Pram.g_01894
OG0001193	Prbd.g_01264	Pram.g_01907
OG0001194	Prbd.g_01263	Pram.g_01908
OG0001195	Prbd.g_01262	Pram.g_01909
OG0001196	Prbd.g_01249	Pram.g_01926
OG0001197	Prbd.g_01248	Pram.g_01928
OG0001198	Prbd.g_01240	Pram.g_01935
OG0001199	Prbd.g_01170	Pram.g_00059
OG0001200	Prbd.g_01168	Pram.g_00061
OG0001201	Prbd.g_01136	Pram.g_00092
OG0001202	Prbd.g_01041	Pram.g_00184
OG0001203	Prbd.g_01001	Pram.g_00225
OG0001204	Prbd.g_00996	Pram.g_00231
OG0001205	Prbd.g_00797	Pram.g_00380
OG0001206	Prbd.g_00780	Pram.g_00401
OG0001207	Prbd.g_00765	Pram.g_00413
OG0001208	Prbd.g_00760	Pram.g_00418
OG0001209	Prbd.g_00707	Pram.g_00473
OG0001210	Prbd.g_00702	Pram.g_00477
OG0001211	Prbd.g_00692	Pram.g_00487
OG0001212	Prbd.g_00648	Pram.g_00533
OG0001213	Prbd.g_00615	Pram.g_00569
OG0001215	Prbd.g_00554	Pram.g_00781
OG0001216	Prbd.g_00009	Pram.g_00803
OG0001217	Prbd.g_00049	Pram.g_01539
OG0001218	Prbd.g_00056	Pram.g_01196
OG0001219	Prbd.g_00091	Pram.g_00911
OG0001220	Prbd.g_00154	Pram.g_00865
OG0001221	Prbd.g_00217	Pram.g_00745
OG0001222	Prbd.g_00256	Pram.g_00988
OG0001223	Prbd.g_00282	Pram.g_00960
OG0001224	Prbd.g_00336	Pram.g_00892
OG0001225	Prbd.g_00338	Pram.g_00890
OG0001226	Prbd.g_00364	Pram.g_00577
OG0001227	Prbd.g_00383	Pram.g_01188
OG0001228	Prbd.g_00513	Pram.g_01089
OG0001229	Prbd.g_01766	Pram.g_01542
OG0001230	Prbd.g_01697	Pram.g_01388
OG0001231	Prbd.g_01591	Pram.g_00357
OG0001232	Prbd.g_01502	Pram.g_01655
OG0001233	Prbd.g_01482	Pram.g_01676
OG0001234	Prbd.g_01448	Pram.g_01712
OG0001235	Prbd.g_01438	Pram.g_01716
OG0001236	Prbd.g_01357	Pram.g_01809
OG0001237	Prbd.g_01353	Pram.g_01813
OG0001238	Prbd.g_01277	Pram.g_01890
OG0001239	Prbd.g_01173	Pram.g_00056
OG0001240	Prbd.g_01151	Pram.g_00077
OG0001241	Prbd.g_01143	Pram.g_00086
OG0001242	Prbd.g_01124	Pram.g_00105
OG0001243	Prbd.g_01118	Pram.g_00112
OG0001244	Prbd.g_01101	Pram.g_00127
OG0001245	Prbd.g_00858	Pram.g_01177
OG0001246	Prbd.g_00738	Pram.g_00680
OG0001247	Prbd.g_00561	Pram.g_00774
OG0001248	Prbd.g_00559	Pram.g_00776
OG0001249	Prbd.g_00080	Pram.g_00325
OG0001250	Prbd.g_00143	Pram.g_00851
OG0001251	Prbd.g_00191	Pram.g_00714
OG0001252	Prbd.g_00331	Pram.g_00897
OG0001253	Prbd.g_00384	Pram.g_00579
OG0001254	Prbd.g_00429	Pram.g_01548
OG0001255	Prbd.g_00452	Pram.g_01157
OG0001256	Prbd.g_01598	Pram.g_01289
OG0001258	Prbd.g_01528	Pram.g_01628
OG0001259	Prbd.g_01484	Pram.g_01674
OG0001261	Prbd.g_01399	Pram.g_01761
OG0001262	Prbd.g_01294	Pram.g_01872
OG0001263	Prbd.g_01115	Pram.g_00114
OG0001265	Prbd.g_01125	Pram.g_00104
OG0001266	Prbd.g_01037	Pram.g_00188
OG0001267	Prbd.g_00959	Pram.g_00268
OG0001268	Prbd.g_00900	Pram.g_00334
OG0001269	Prbd.g_00880	Pram.g_00864
OG0001270	Prbd.g_00808	Pram.g_00369
OG0001271	Prbd.g_00770	Pram.g_00408
OG0001272	Prbd.g_00756	Pram.g_00422
OG0001273	Prbd.g_00613	Pram.g_01079
OG0001274	Prbd.g_00541	Pram.g_00211
OG0001275	Prbd.g_00292	Pram.g_00969
OG0001276	Prbd.g_00315	Pram.g_00980
OG0001278	Prbd.g_00518	Pram.g_01085
OG0001279	Prbd.g_01893	Pram.g_01253
OG0001280	Prbd.g_01802	Pram.g_01229
OG0001281	Prbd.g_01796	Pram.g_01235
OG0001282	Prbd.g_01763	Pram.g_01467
OG0001283	Prbd.g_01744	Pram.g_01922
OG0001284	Prbd.g_01618, Prbd.g_01619	Pram.g_01302
OG0001285	Prbd.g_01499	Pram.g_01658
OG0001286	Prbd.g_01387	Pram.g_01774
OG0001287	Prbd.g_01333	Pram.g_01835
OG0001288	Prbd.g_01324	Pram.g_01845
OG0001289	Prbd.g_01157	Pram.g_00071
OG0001290	Prbd.g_01144	Pram.g_00085
OG0001291	Prbd.g_01108	Pram.g_00122
OG0001292	Prbd.g_00991	Pram.g_00236
OG0001293	Prbd.g_00978	Pram.g_00249
OG0001296	Prbd.g_00733	Pram.g_00446
OG0001297	Prbd.g_00728	Pram.g_00451
OG0001298	Prbd.g_00666	Pram.g_00515
OG0001299	Prbd.g_00578	Pram.g_01043
OG0001300	Prbd.g_00551	Pram.g_00785
OG0001301	Prbd.g_00548	Pram.g_00790
OG0001302	Prbd.g_00089	Pram.g_00908
OG0001304	Prbd.g_00325	Pram.g_00993
OG0001305	Prbd.g_00344	Pram.g_00884
OG0001306	Prbd.g_00454	Pram.g_01155
OG0001307	Prbd.g_01781	Pram.g_01477
OG0001308	Prbd.g_01679	Pram.g_01368
OG0001309	Prbd.g_01594	Pram.g_01272
OG0001310	Prbd.g_01513	Pram.g_01645
OG0001311	Prbd.g_00317	Pram.g_00982
OG0001312	Prbd.g_00245	Pram.g_00920
OG0001314	Prbd.g_00039	Pram.g_00622, Pram.g_00647
OG0001315	Prbd.g_01182	Pram.g_01553
OG0001316	Prbd.g_01102	Pram.g_00126
OG0001317	Prbd.g_01005	Pram.g_00221
OG0001318	Prbd.g_00983	Pram.g_00245
OG0001319	Prbd.g_00967	Pram.g_00261
OG0001320	Prbd.g_00856	Pram.g_01597, Pram.g_00618, Pram.g_00662
OG0001321	Prbd.g_00791	Pram.g_00386
OG0001322	Prbd.g_00790	Pram.g_00387
OG0001323	Prbd.g_00723	Pram.g_00457
OG0001324	Prbd.g_00550	Pram.g_00786
OG0001325	Prbd.g_00012	Pram.g_01025
OG0001327	Prbd.g_00356	Pram.g_00723
OG0001328	Prbd.g_00382	Pram.g_01214
OG0001329	Prbd.g_00421	Pram.g_01598
OG0001331	Prbd.g_01758	Pram.g_01462
OG0001332	Prbd.g_01646	Pram.g_01331
OG0001333	Prbd.g_01488	Pram.g_01670
OG0001334	Prbd.g_01367	Pram.g_01797
OG0001335	Prbd.g_01366	Pram.g_01798
OG0001336	Prbd.g_01252	Pram.g_01923
OG0001339	Prbd.g_01141	Pram.g_00088
OG0001340	Prbd.g_00911	Pram.g_00321
OG0001341	Prbd.g_00047	Pram.g_01533
OG0001342	Prbd.g_00084	Pram.g_01544, Pram.g_00644
OG0001343	Prbd.g_00188	Pram.g_00711
OG0001344	Prbd.g_00472	Pram.g_01135
OG0001346	Prbd.g_01800	Pram.g_01231
OG0001348	Prbd.g_01570	Pram.g_01526
OG0001350	Prbd.g_01537	Pram.g_00224
OG0001351	Prbd.g_00788	Pram.g_00394
OG0001352	Prbd.g_00564	Pram.g_00770
OG0001353	Prbd.g_00134	Pram.g_00841
OG0001354	Prbd.g_00274	Pram.g_00953
OG0001358	Prbd.g_00624	Pram.g_00558
OG0001359	Prbd.g_00189	Pram.g_00712
OG0001361	Prbd.g_00484	Pram.g_01121
OG0001362	Prbd.g_01675	Pram.g_01364
OG0001363	Prbd.g_01673	Pram.g_01362
OG0001364	Prbd.g_01364	Pram.g_01800
OG0001365	Prbd.g_01284	Pram.g_01883
OG0001369	Prbd.g_01152	Pram.g_00076
OG0001371	Prbd.g_00565	Pram.g_00769
OG0001372	Prbd.g_00055	Pram.g_01517
OG0001375	Prbd.g_00187	Pram.g_00710
OG0001379	Prbd.g_01807	Pram.g_01224
OG0001380	Prbd.g_01776	Pram.g_01198
OG0001381	Prbd.g_01770	Pram.g_01165
OG0001382	Prbd.g_01578	Pram.g_01200
OG0001394	Prbd.g_00221	Pram.g_00749
OG0001397	Prbd.g_01674	Pram.g_01363
OG0001398	Prbd.g_01565	Pram.g_01256
OG0001402	Prbd.g_00063	Pram.g_00563
OG0001403	Prbd.g_01207	Pram.g_00017
OG0001404	Prbd.g_01176	Pram.g_00053
OG0001405	Prbd.g_00913	Pram.g_00314
OG0001407	Prbd.g_00362	Pram.g_01202
OG0001409	Prbd.g_00475	Pram.g_01131
OG0001410	Prbd.g_01780	Pram.g_01476
OG0001411	Prbd.g_01732	Pram.g_01422
OG0001414	Prbd.g_01010	Pram.g_00216
OG0001415	Prbd.g_01008	Pram.g_00218
OG0001418	Prbd.g_00560	Pram.g_00775
OG0001421	Prbd.g_01597	Pram.g_01288
OG0001423	Prbd.g_00832	Pram.g_00613
OG0001424	Prbd.g_00192	Pram.g_00681
OG0001429	Prbd.g_00092	Pram.g_00912
OG0001431	Prbd.g_01860	Pram.g_00629, Pram.g_01186
OG0001435	Prbd.g_00202	Pram.g_00730
OG0001437	Prbd.g_01009	Pram.g_00217
OG0001440	Prbd.g_00833	Pram.g_01587
OG0001441	Prbd.g_00721	Pram.g_00459
OG0001446	Prbd.g_01165	Pram.g_01536
OG0001448	Prbd.g_00872	Pram.g_00392
OG0001450	Prbd.g_00557	Pram.g_00778
OG0001451	Prbd.g_00163	Pram.g_00877
OG0001453	Prbd.g_00286	Pram.g_01487
OG0001460	Prbd.g_00828	Pram.g_01623
OG0001461	Prbd.g_00823	Pram.g_01575
OG0001463	Prbd.g_00953	Pram.g_00275
OG0001464	Prbd.g_00910	Pram.g_00322
OG0001465	Prbd.g_00542	Pram.g_00797
OG0001466	Prbd.g_00036	Pram.g_00631
OG0001467	Prbd.g_00081	Pram.g_01470
OG0001468	Prbd.g_00354	Pram.g_00702
OG0001472	Prbd.g_01595	Pram.g_00658
OG0001481	Prbd.g_00865	Pram.g_01213
OG0001483	Prbd.g_01913	Pram.g_01510
OG0001484	Prbd.g_01837	Pram.g_01277
OG0001485	Prbd.g_01561	Pram.g_01554
OG0001486	Prbd.g_00466	Pram.g_01142
OG0001491	Prbd.g_00087	Pram.g_00905
OG0001495	Prbd.g_01441	Pram.g_01721
OG0001500	Prbd.g_00976	Pram.g_00251
OG0001501	Prbd.g_00539	Pram.g_00720
OG0001503	Prbd.g_00434	Pram.g_00690
OG0001506	Prbd.g_01648	Pram.g_01333
OG0001521	Prbd.g_00048	Pram.g_00903
OG0001522	Prbd.g_00135	Pram.g_00842
OG0001523	Prbd.g_00431	Pram.g_01551
OG0001524	Prbd.g_00432	Pram.g_01552
OG0001549	Prbd.g_00161	Pram.g_00875
OG0001552	Prbd.g_01922	Pram.g_01286
OG0001566	Prbd.g_00568	Pram.g_00766
OG0001569	Prbd.g_00390	Pram.g_00625
OG0001571	Prbd.g_00412	Pram.g_00648
OG0001581	Prbd.g_01096	Pram.g_01246
OG0001583	Prbd.g_00086	Pram.g_00904
OG0001584	Prbd.g_00237	Pram.g_01032
OG0001587	Prbd.g_01465	Pram.g_01692
OG0001595	Prbd.g_01177	Pram.g_00051
OG0001596	Prbd.g_01169	Pram.g_00060
OG0001597	Prbd.g_00877	Pram.g_01337
OG0001598	Prbd.g_00835	Pram.g_00788
OG0001599	Prbd.g_00782	Pram.g_00399
OG0001600	Prbd.g_00731	Pram.g_00448
OG0001601	Prbd.g_00570	Pram.g_00764
OG0001603	Prbd.g_00088	Pram.g_00907
OG0001604	Prbd.g_00214	Pram.g_00742
OG0001606	Prbd.g_00369	Pram.g_00698
OG0001607	Prbd.g_00433	Pram.g_01509
OG0001608	Prbd.g_01773	Pram.g_00996
OG0001609	Prbd.g_01650	Pram.g_01335
OG0001610	Prbd.g_01647	Pram.g_01332
OG0001611	Prbd.g_01584	Pram.g_01563
OG0001612	Prbd.g_01927	Pram.g_01594
OG0001613	Prbd.g_01372	Pram.g_01792
OG0001629	Prbd.g_00059	Pram.g_00660
OG0001630	Prbd.g_00195	Pram.g_00718
OG0001631	Prbd.g_00359	Pram.g_00650
OG0001649	Prbd.g_00360	Pram.g_00695
OG0001662	Prbd.g_00400	Pram.g_01508
OG0001663	Prbd.g_00451	Pram.g_01158
OG0001664	Prbd.g_01866	Pram.g_01210
OG0001665	Prbd.g_01863	Pram.g_01166
OG0001685	Prbd.g_00165	Pram.g_00581
OG0001686	Prbd.g_00307	Pram.g_01179
OG0001687	Prbd.g_00353	Pram.g_00398
OG0001689	Prbd.g_01326	Pram.g_01843
OG0001696	Prbd.g_00164	Pram.g_00878
OG0001697	Prbd.g_00173	Pram.g_00906
OG0001699	Prbd.g_01912	Pram.g_00362
OG0001705	Prbd.g_00840	Pram.g_01694
OG0001706	Prbd.g_01901	Pram.g_00641
OG0001707	Prbd.g_00377	Pram.g_01187
OG0001708	Prbd.g_00450	Pram.g_01159
OG0001725	Prbd.g_00850	Pram.g_00628
OG0001743	Prbd.g_00398	Pram.g_01515
OG0001778	Prbd.g_01861	Pram.g_00666
OG0001987	Prbd.g_01874	Pram.g_01593
OG0001989	Prbd.g_01775	Pram.g_01205
OG0002034	Prbd.g_00526	Pram.g_00572
OG0002110	Prbd.g_01905, Prbd.g_01906	Pram.g_01488
OG0002321	Prbd.g_01741	Pram.g_01419
OG0002325	Prbd.g_01839	Pram.g_00626
OG0002420	Prbd.g_01838	Pram.g_01609
OG0002582	Prbd.g_01709	Pram.g_01492
OG0003355	Prbd.g_01908	Pram.g_01490
OG0003356	Prbd.g_01907	Pram.g_01491
