Orthogroup	Prad	Syar
OG0001157	Prad.g_00465	Syar.g_01184
OG0001158	Prad.g_00464	Syar.g_01183
OG0001159	Prad.g_00463	Syar.g_01182
OG0001160	Prad.g_00439	Syar.g_02908
OG0001161	Prad.g_00426	Syar.g_00382
OG0001162	Prad.g_00415	Syar.g_03081
OG0001163	Prad.g_00949	Syar.g_02917
OG0001164	Prad.g_00945	Syar.g_02922
OG0001165	Prad.g_00942	Syar.g_02927
OG0001166	Prad.g_00922	Syar.g_02959
OG0001167	Prad.g_00905	Syar.g_02982
OG0001168	Prad.g_00903	Syar.g_02983
OG0001169	Prad.g_00901	Syar.g_02985
OG0001170	Prad.g_00899	Syar.g_02987
OG0001171	Prad.g_00889	Syar.g_02999
OG0001172	Prad.g_00876	Syar.g_00143
OG0001173	Prad.g_00875	Syar.g_00142
OG0001174	Prad.g_00867	Syar.g_00134
OG0001175	Prad.g_00866	Syar.g_00133
OG0001176	Prad.g_00859	Syar.g_01025
OG0001177	Prad.g_00856	Syar.g_01023
OG0001178	Prad.g_00851	Syar.g_02943
OG0001179	Prad.g_00823	Syar.g_01055
OG0001181	Prad.g_00797	Syar.g_01082
OG0001182	Prad.g_00790	Syar.g_01090
OG0001183	Prad.g_00786	Syar.g_01096
OG0001184	Prad.g_00770	Syar.g_00653
OG0001185	Prad.g_01636	Syar.g_00614
OG0001186	Prad.g_01614	Syar.g_00562
OG0001187	Prad.g_01610	Syar.g_00548
OG0001188	Prad.g_01608	Syar.g_00546
OG0001189	Prad.g_01591	Syar.g_00525
OG0001190	Prad.g_01587	Syar.g_00330
OG0001191	Prad.g_01577	Syar.g_00349
OG0001192	Prad.g_01572	Syar.g_00356
OG0001193	Prad.g_01562	Syar.g_00711
OG0001194	Prad.g_01561	Syar.g_00622
OG0001195	Prad.g_01560	Syar.g_00623
OG0001196	Prad.g_01547	Syar.g_00453
OG0001197	Prad.g_01546	Syar.g_00455
OG0001198	Prad.g_01539	Syar.g_00467
OG0001199	Prad.g_01919	Syar.g_03045
OG0001200	Prad.g_01917	Syar.g_03047
OG0001201	Prad.g_01885	Syar.g_03120
OG0001202	Prad.g_01792	Syar.g_00991
OG0001203	Prad.g_01753	Syar.g_03021
OG0001204	Prad.g_01748	Syar.g_00154
OG0001205	Prad.g_00062	Syar.g_02869
OG0001207	Prad.g_00030	Syar.g_01462
OG0001208	Prad.g_00025	Syar.g_01471
OG0001211	Prad.g_01340	Syar.g_02323
OG0001212	Prad.g_01385	Syar.g_02027
OG0001213	Prad.g_01418	Syar.g_02239
OG0001214	Prad.g_01426	Syar.g_02420
OG0001215	Prad.g_01264	Syar.g_00965
OG0001216	Prad.g_01051	Syar.g_01909
OG0001217	Prad.g_01092	Syar.g_02852
OG0001218	Prad.g_01100	Syar.g_01388
OG0001219	Prad.g_01134	Syar.g_02585
OG0001222	Prad.g_00194	Syar.g_02552
OG0001223	Prad.g_00168	Syar.g_02505
OG0001224	Prad.g_01022	Syar.g_01361
OG0001225	Prad.g_01020	Syar.g_01929
OG0001226	Prad.g_00995	Syar.g_03054
OG0001227	Prad.g_00978	Syar.g_02213
OG0001230	Prad.g_00523	Syar.g_02816
OG0001231	Prad.g_00417	Syar.g_00485
OG0001232	Prad.g_00918	Syar.g_02968
OG0001233	Prad.g_00898	Syar.g_02988
OG0001235	Prad.g_00854	Syar.g_01019
OG0001236	Prad.g_00773	Syar.g_00657
OG0001237	Prad.g_00769	Syar.g_00652
OG0001238	Prad.g_01576	Syar.g_00351
OG0001239	Prad.g_01922	Syar.g_03043
OG0001240	Prad.g_01900	Syar.g_03101
OG0001241	Prad.g_01892	Syar.g_03112
OG0001242	Prad.g_01874	Syar.g_00043
OG0001243	Prad.g_01868	Syar.g_00051
OG0001244	Prad.g_01852	Syar.g_00075
OG0001245	Prad.g_00729	Syar.g_00999
OG0001246	Prad.g_00125	Syar.g_01910
OG0001247	Prad.g_01257	Syar.g_02024
OG0001248	Prad.g_01259	Syar.g_02059
OG0001249	Prad.g_01123	Syar.g_01113
OG0001250	Prad.g_00307	Syar.g_01819, Syar.g_03240
OG0001251	Prad.g_00259	Syar.g_02575
OG0001252	Prad.g_01027	Syar.g_01372
OG0001253	Prad.g_00977	Syar.g_02015
OG0001254	Prad.g_01987	Syar.g_02233
OG0001255	Prad.g_01512	Syar.g_01746
OG0001256	Prad.g_00424	Syar.g_02915
OG0001257	Prad.g_00418	Syar.g_00807
OG0001258	Prad.g_00944	Syar.g_02925
OG0001259	Prad.g_00900	Syar.g_02986
OG0001260	Prad.g_00883	Syar.g_03007
OG0001262	Prad.g_01593	Syar.g_00527
OG0001263	Prad.g_01865	Syar.g_00054
OG0001265	Prad.g_01875	Syar.g_00041
OG0001266	Prad.g_01788	Syar.g_00987
OG0001267	Prad.g_01711	Syar.g_00225
OG0001268	Prad.g_01652	Syar.g_01124
OG0001269	Prad.g_00752	Syar.g_00688
OG0001270	Prad.g_00668	Syar.g_01175
OG0001271	Prad.g_00035	Syar.g_01270
OG0001272	Prad.g_00021	Syar.g_01475
OG0001273	Prad.g_01420	Syar.g_02413
OG0001274	Prad.g_01277	Syar.g_00929
OG0001275	Prad.g_00158	Syar.g_02490
OG0001276	Prad.g_00138	Syar.g_01797
OG0001277	Prad.g_00988	Syar.g_02250
OG0001278	Prad.g_01445	Syar.g_01720
OG0001279	Prad.g_01216	Syar.g_02841
OG0001280	Prad.g_00629	Syar.g_03317
OG0001281	Prad.g_00623	Syar.g_02783
OG0001282	Prad.g_00593	Syar.g_01460, Syar.g_01351
OG0001283	Prad.g_00574	Syar.g_00447
OG0001284	Prad.g_00444	Syar.g_02900
OG0001285	Prad.g_00915	Syar.g_02972
OG0001286	Prad.g_00803	Syar.g_01077
OG0001287	Prad.g_01629	Syar.g_00606
OG0001288	Prad.g_01621	Syar.g_00591
OG0001289	Prad.g_01906	Syar.g_03080
OG0001290	Prad.g_01893	Syar.g_03111
OG0001291	Prad.g_01858	Syar.g_00064
OG0001292	Prad.g_01743	Syar.g_00160
OG0001293	Prad.g_01730	Syar.g_00198
OG0001294	Prad.g_00731	Syar.g_01687
OG0001295	Prad.g_00039	Syar.g_00693
OG0001296	Prad.g_00120	Syar.g_01506
OG0001297	Prad.g_00115	Syar.g_01510
OG0001298	Prad.g_01366	Syar.g_02210
OG0001299	Prad.g_01240	Syar.g_01915
OG0001303	Prad.g_00154	Syar.g_02583
OG0001304	Prad.g_01034	Syar.g_01557
OG0001305	Prad.g_01014	Syar.g_01937
OG0001306	Prad.g_01510	Syar.g_01521
OG0001307	Prad.g_00611	Syar.g_02591
OG0001308	Prad.g_00505	Syar.g_02798
OG0001309	Prad.g_00420	Syar.g_00360
OG0001310	Prad.g_00929	Syar.g_02951
OG0001312	Prad.g_00205	Syar.g_02569
OG0001313	Prad.g_01045	Syar.g_01264
OG0001315	Prad.g_01932	Syar.g_01094
OG0001317	Prad.g_01757	Syar.g_03025
OG0001318	Prad.g_01735	Syar.g_00186
OG0001319	Prad.g_01719	Syar.g_00215
OG0001325	Prad.g_01054	Syar.g_01577
OG0001326	Prad.g_00271	Syar.g_00632
OG0001327	Prad.g_01003	Syar.g_01674
OG0001329	Prad.g_00663	Syar.g_02337
OG0001331	Prad.g_00588	Syar.g_01455
OG0001334	Prad.g_00783	Syar.g_03166
OG0001336	Prad.g_01550	Syar.g_00448
OG0001339	Prad.g_01890	Syar.g_03114
OG0001343	Prad.g_00262	Syar.g_03210
OG0001345	Prad.g_01477	Syar.g_01958
OG0001346	Prad.g_00627	Syar.g_02778
OG0001347	Prad.g_01978	Syar.g_02401
OG0001348	Prad.g_00395	Syar.g_02259
OG0001349	Prad.g_00536	Syar.g_02764
OG0001351	Prad.g_00053	Syar.g_01420
OG0001353	Prad.g_01178	Syar.g_01809
OG0001355	Prad.g_00384	Syar.g_01912
OG0001358	Prad.g_01409	Syar.g_02262
OG0001359	Prad.g_00261	Syar.g_03211
OG0001360	Prad.g_00976	Syar.g_01961
OG0001361	Prad.g_01480	Syar.g_01955
OG0001364	Prad.g_00780	Syar.g_00284
OG0001365	Prad.g_01583	Syar.g_00335
OG0001370	Prad.g_00047	Syar.g_00013
OG0001371	Prad.g_01253	Syar.g_03059
OG0001373	Prad.g_00272	Syar.g_00631
OG0001374	Prad.g_00264	Syar.g_00642
OG0001376	Prad.g_01009	Syar.g_02600, Syar.g_03203
OG0001377	Prad.g_01008	Syar.g_03202, Syar.g_02599
OG0001378	Prad.g_00634	Syar.g_01174
OG0001379	Prad.g_00364	Syar.g_02772
OG0001382	Prad.g_00403	Syar.g_02834, Syar.g_03204
OG0001385	Prad.g_00275	Syar.g_00628
OG0001386	Prad.g_00274	Syar.g_00629
OG0001387	Prad.g_00273	Syar.g_00630
OG0001388	Prad.g_00270	Syar.g_00635
OG0001389	Prad.g_00269	Syar.g_00636
OG0001390	Prad.g_00268	Syar.g_00637
OG0001391	Prad.g_00267	Syar.g_00638
OG0001392	Prad.g_00266	Syar.g_00640
OG0001393	Prad.g_00265	Syar.g_00641
OG0001394	Prad.g_00230	Syar.g_02608
OG0001395	Prad.g_01032	Syar.g_01561
OG0001396	Prad.g_01977	Syar.g_00566, Syar.g_02402
OG0001401	Prad.g_01046	Syar.g_01813
OG0001403	Prad.g_01956	Syar.g_00504
OG0001406	Prad.g_01010	Syar.g_02601
OG0001408	Prad.g_00992	Syar.g_02042
OG0001411	Prad.g_00562	Syar.g_02761, Syar.g_02360
OG0001412	Prad.g_01979	Syar.g_02400, Syar.g_00564
OG0001413	Prad.g_00429	Syar.g_02063
OG0001415	Prad.g_01760	Syar.g_01553
OG0001416	Prad.g_00048	Syar.g_00433
OG0001417	Prad.g_00037	Syar.g_01885
OG0001418	Prad.g_01258	Syar.g_01546
OG0001420	Prad.g_00643	Syar.g_02680
OG0001428	Prad.g_01819	Syar.g_00108
OG0001429	Prad.g_01135	Syar.g_02582
OG0001430	Prad.g_00334	Syar.g_03306
OG0001432	Prad.g_00431	Syar.g_02064, Syar.g_02123
OG0001434	Prad.g_00225	Syar.g_02613
OG0001437	Prad.g_01761	Syar.g_01554
OG0001438	Prad.g_01698	Syar.g_00240
OG0001439	Prad.g_01684	Syar.g_00824
OG0001441	Prad.g_00108	Syar.g_02691
OG0001442	Prad.g_01081	Syar.g_02622
OG0001447	Prad.g_01867	Syar.g_00052
OG0001449	Prad.g_00702	Syar.g_01897
OG0001450	Prad.g_01261	Syar.g_00880
OG0001452	Prad.g_00257	Syar.g_00167
OG0001453	Prad.g_00164	Syar.g_02498
OG0001454	Prad.g_00983	Syar.g_02065, Syar.g_02122
OG0001456	Prad.g_01519	Syar.g_00643
OG0001457	Prad.g_01518	Syar.g_00644
OG0001458	Prad.g_01517	Syar.g_00645
OG0001459	Prad.g_00323	Syar.g_00418, Syar.g_02047
OG0001462	Prad.g_01952	Syar.g_00511
OG0001467	Prad.g_01124	Syar.g_01745
OG0001471	Prad.g_00428	Syar.g_00830
OG0001474	Prad.g_01651	Syar.g_01125
OG0001479	Prad.g_01654	Syar.g_01122
OG0001480	Prad.g_00741	Syar.g_02013
OG0001482	Prad.g_00050	Syar.g_02511
OG0001486	Prad.g_01498	Syar.g_01537
OG0001487	Prad.g_00573	Syar.g_01389
OG0001492	Prad.g_01448	Syar.g_01717
OG0001493	Prad.g_01440	Syar.g_01725
OG0001495	Prad.g_00857	Syar.g_01022
OG0001502	Prad.g_01115	Syar.g_01840
OG0001504	Prad.g_00324	Syar.g_02046
OG0001507	Prad.g_00368	Syar.g_03257, Syar.g_01540
OG0001520	Prad.g_00710	Syar.g_02053
OG0001525	Prad.g_00412	Syar.g_01315
OG0001546	Prad.g_00105	Syar.g_03276, Syar.g_02688
OG0001547	Prad.g_01117	Syar.g_01855
OG0001554	Prad.g_00422	Syar.g_00327
OG0001555	Prad.g_00407	Syar.g_01689
OG0001557	Prad.g_00229	Syar.g_02609
OG0001558	Prad.g_01042	Syar.g_00488
OG0001567	Prad.g_01116	Syar.g_01847
OG0001568	Prad.g_01118	Syar.g_01866
OG0001570	Prad.g_00646, Prad.g_01295	Syar.g_02858
OG0001587	Prad.g_00881	Syar.g_03010
OG0001613	Prad.g_00788	Syar.g_01093
OG0001625	Prad.g_01733	Syar.g_00192
OG0001627	Prad.g_01097	Syar.g_01215
OG0001647	Prad.g_01718	Syar.g_00217
OG0001652	Prad.g_01040	Syar.g_00486
OG0001661	Prad.g_01191	Syar.g_00911
OG0001671	Prad.g_01322	Syar.g_03173, Syar.g_00943
OG0001712	Prad.g_00679	Syar.g_01846
OG0001726	Prad.g_00682	Syar.g_01863
OG0001745	Prad.g_00432	Syar.g_02010
OG0001748	Prad.g_01323	Syar.g_00941
OG0001837	Prad.g_01324	Syar.g_00942
OG0001924	Prad.g_01311	Syar.g_02672
OG0001925	Prad.g_01310	Syar.g_02671
OG0001926	Prad.g_01309	Syar.g_02669
OG0001927	Prad.g_01308	Syar.g_02668
OG0001993	Prad.g_01313	Syar.g_02674
OG0001994	Prad.g_01312	Syar.g_02673
OG0002109	Prad.g_01286	Syar.g_00759, Syar.g_01997
OG0002364	Prad.g_01136	Syar.g_02581
OG0002699	Prad.g_00551	Syar.g_02732
OG0002895	Prad.g_01284	Syar.g_00760
OG0002899	Prad.g_01283	Syar.g_00767, Syar.g_01995
OG0003033	Prad.g_00534	Syar.g_02765
