Orthogroup	Prad	Syat
OG0001196	Prad.g_01547	Syat.g_02398
OG0001197	Prad.g_01546	Syat.g_02396
OG0001199	Prad.g_01919	Syat.g_01475
OG0001200	Prad.g_01917	Syat.g_01477
OG0001201	Prad.g_01885	Syat.g_01572
OG0001202	Prad.g_01792	Syat.g_02812
OG0001203	Prad.g_01753	Syat.g_01447
OG0001204	Prad.g_01748	Syat.g_01867
OG0001205	Prad.g_00062	Syat.g_01287
OG0001206	Prad.g_00044	Syat.g_03268
OG0001207	Prad.g_00030	Syat.g_03162
OG0001208	Prad.g_00025	Syat.g_03172
OG0001209	Prad.g_00094	Syat.g_03273
OG0001210	Prad.g_01330	Syat.g_00103
OG0001211	Prad.g_01340	Syat.g_00078
OG0001213	Prad.g_01418	Syat.g_03289
OG0001214	Prad.g_01426	Syat.g_00128
OG0001216	Prad.g_01051	Syat.g_00660
OG0001217	Prad.g_01092	Syat.g_02587
OG0001218	Prad.g_01100	Syat.g_01356
OG0001219	Prad.g_01134	Syat.g_00629
OG0001220	Prad.g_00296	Syat.g_01534
OG0001222	Prad.g_00194	Syat.g_00597
OG0001223	Prad.g_00168	Syat.g_00544
OG0001224	Prad.g_01022	Syat.g_00804
OG0001225	Prad.g_01020	Syat.g_00806
OG0001226	Prad.g_00995	Syat.g_01485
OG0001228	Prad.g_01450	Syat.g_00938
OG0001229	Prad.g_00596	Syat.g_00981
OG0001230	Prad.g_00523	Syat.g_01235
OG0001231	Prad.g_00417	Syat.g_02327
OG0001232	Prad.g_00918	Syat.g_03041
OG0001233	Prad.g_00898	Syat.g_03012
OG0001234	Prad.g_00864	Syat.g_02092
OG0001235	Prad.g_00854	Syat.g_01838
OG0001236	Prad.g_00773	Syat.g_02156
OG0001237	Prad.g_00769	Syat.g_02161
OG0001238	Prad.g_01576	Syat.g_02673
OG0001239	Prad.g_01922	Syat.g_01472
OG0001240	Prad.g_01900	Syat.g_01554
OG0001241	Prad.g_01892	Syat.g_01564
OG0001242	Prad.g_01874	Syat.g_02936
OG0001243	Prad.g_01868	Syat.g_02928
OG0001244	Prad.g_01852	Syat.g_02901
OG0001245	Prad.g_00729	Syat.g_00212
OG0001246	Prad.g_00125	Syat.g_03209
OG0001247	Prad.g_01257	Syat.g_01019
OG0001248	Prad.g_01259	Syat.g_03159
OG0001249	Prad.g_01123	Syat.g_01620
OG0001250	Prad.g_00307	Syat.g_00739
OG0001251	Prad.g_00259	Syat.g_00963, Syat.g_00621
OG0001252	Prad.g_01027	Syat.g_00787
OG0001255	Prad.g_01512	Syat.g_00843
OG0001256	Prad.g_00424	Syat.g_03111
OG0001257	Prad.g_00418	Syat.g_01716
OG0001258	Prad.g_00944	Syat.g_03119
OG0001259	Prad.g_00900	Syat.g_03014
OG0001261	Prad.g_00815	Syat.g_01791
OG0001262	Prad.g_01593	Syat.g_02285
OG0001263	Prad.g_01865	Syat.g_02926
OG0001265	Prad.g_01875	Syat.g_02938
OG0001266	Prad.g_01788	Syat.g_02808
OG0001267	Prad.g_01711	Syat.g_02060
OG0001268	Prad.g_01652	Syat.g_01608
OG0001269	Prad.g_00752	Syat.g_02369
OG0001270	Prad.g_00668	Syat.g_02968
OG0001271	Prad.g_00035	Syat.g_01374
OG0001272	Prad.g_00021	Syat.g_03176
OG0001274	Prad.g_01277	Syat.g_02727
OG0001275	Prad.g_00158	Syat.g_00529
OG0001276	Prad.g_00138	Syat.g_00705
OG0001277	Prad.g_00988	Syat.g_03312
OG0001278	Prad.g_01445	Syat.g_00895
OG0001279	Prad.g_01216	Syat.g_01252
OG0001281	Prad.g_00623	Syat.g_01159
OG0001282	Prad.g_00593	Syat.g_02780
OG0001283	Prad.g_00574	Syat.g_02403
OG0001286	Prad.g_00803	Syat.g_01656
OG0001287	Prad.g_01629	Syat.g_02208
OG0001288	Prad.g_01621	Syat.g_02225
OG0001289	Prad.g_01906	Syat.g_01527
OG0001290	Prad.g_01893	Syat.g_01563
OG0001291	Prad.g_01858	Syat.g_02916
OG0001292	Prad.g_01743	Syat.g_01873
OG0001293	Prad.g_01730	Syat.g_01995
OG0001294	Prad.g_00731	Syat.g_00409
OG0001295	Prad.g_00039	Syat.g_00945
OG0001296	Prad.g_00120	Syat.g_03217
OG0001297	Prad.g_00115	Syat.g_03221
OG0001298	Prad.g_01366	Syat.g_00043
OG0001299	Prad.g_01240	Syat.g_00401
OG0001300	Prad.g_01267	Syat.g_01025
OG0001303	Prad.g_00154	Syat.g_00628
OG0001304	Prad.g_01034	Syat.g_00690
OG0001305	Prad.g_01014	Syat.g_00813
OG0001306	Prad.g_01510	Syat.g_03234
OG0001307	Prad.g_00611	Syat.g_02082
OG0001308	Prad.g_00505	Syat.g_01176
OG0001309	Prad.g_00420	Syat.g_01113
OG0001310	Prad.g_00929	Syat.g_03066
OG0001312	Prad.g_00205	Syat.g_00615
OG0001315	Prad.g_01932	Syat.g_01634
OG0001317	Prad.g_01757	Syat.g_01451
OG0001318	Prad.g_01735	Syat.g_01888
OG0001319	Prad.g_01719	Syat.g_02048
OG0001323	Prad.g_00110	Syat.g_01111
OG0001325	Prad.g_01054	Syat.g_00664
OG0001326	Prad.g_00271	Syat.g_02525
OG0001327	Prad.g_01003	Syat.g_00414
OG0001329	Prad.g_00663	Syat.g_00097
OG0001331	Prad.g_00588	Syat.g_01301
OG0001333	Prad.g_00904	Syat.g_03018
OG0001336	Prad.g_01550	Syat.g_02402
OG0001345	Prad.g_01477	Syat.g_00290
OG0001347	Prad.g_01978	Syat.g_01136, Syat.g_00583
OG0001348	Prad.g_00395	Syat.g_03316
OG0001349	Prad.g_00536	Syat.g_01220
OG0001351	Prad.g_00053	Syat.g_01318
OG0001353	Prad.g_01178	Syat.g_00717
OG0001355	Prad.g_00384	Syat.g_02589
OG0001358	Prad.g_01409	Syat.g_03319
OG0001360	Prad.g_00976	Syat.g_00256
OG0001361	Prad.g_01480	Syat.g_00293
OG0001364	Prad.g_00780	Syat.g_02143
OG0001365	Prad.g_01583	Syat.g_02687
OG0001371	Prad.g_01253	Syat.g_01490
OG0001373	Prad.g_00272	Syat.g_02524
OG0001374	Prad.g_00264	Syat.g_02541
OG0001376	Prad.g_01009	Syat.g_00841
OG0001377	Prad.g_01008	Syat.g_00842
OG0001378	Prad.g_00634	Syat.g_02967
OG0001379	Prad.g_00364	Syat.g_01147
OG0001382	Prad.g_00403	Syat.g_00101
OG0001385	Prad.g_00275	Syat.g_02521
OG0001386	Prad.g_00274	Syat.g_02522
OG0001387	Prad.g_00273	Syat.g_02523
OG0001388	Prad.g_00270	Syat.g_02526
OG0001389	Prad.g_00269	Syat.g_02531
OG0001390	Prad.g_00268	Syat.g_02532
OG0001391	Prad.g_00267	Syat.g_02533
OG0001392	Prad.g_00266	Syat.g_02539
OG0001393	Prad.g_00265	Syat.g_02540
OG0001394	Prad.g_00230	Syat.g_00450
OG0001396	Prad.g_01977	Syat.g_02665, Syat.g_01137
OG0001401	Prad.g_01046	Syat.g_00721
OG0001403	Prad.g_01956	Syat.g_02307
OG0001406	Prad.g_01010	Syat.g_00840
OG0001408	Prad.g_00992	Syat.g_00211
OG0001409	Prad.g_01489	Syat.g_01007
OG0001411	Prad.g_00562	Syat.g_01188
OG0001412	Prad.g_01979	Syat.g_00584, Syat.g_01135, Syat.g_02667
OG0001413	Prad.g_00429	Syat.g_00853
OG0001415	Prad.g_01760	Syat.g_00017
OG0001416	Prad.g_00048	Syat.g_02491
OG0001417	Prad.g_00037	Syat.g_01705
OG0001418	Prad.g_01258	Syat.g_03267
OG0001420	Prad.g_00643	Syat.g_01099
OG0001421	Prad.g_00423	Syat.g_03056
OG0001429	Prad.g_01135	Syat.g_00627
OG0001430	Prad.g_00334	Syat.g_03343
OG0001432	Prad.g_00431	Syat.g_00846
OG0001434	Prad.g_00225	Syat.g_00455
OG0001437	Prad.g_01761	Syat.g_00016
OG0001438	Prad.g_01698	Syat.g_02076
OG0001439	Prad.g_01684	Syat.g_02105
OG0001441	Prad.g_00108	Syat.g_01109
OG0001449	Prad.g_00702	Syat.g_00800
OG0001451	Prad.g_00287	Syat.g_02877
OG0001452	Prad.g_00257	Syat.g_01881
OG0001453	Prad.g_00164	Syat.g_00538
OG0001454	Prad.g_00983	Syat.g_00189
OG0001456	Prad.g_01519	Syat.g_02545
OG0001457	Prad.g_01518	Syat.g_02546
OG0001458	Prad.g_01517	Syat.g_02547
OG0001459	Prad.g_00323	Syat.g_03357, Syat.g_03358
OG0001462	Prad.g_01952	Syat.g_02301
OG0001467	Prad.g_01124	Syat.g_02457
OG0001473	Prad.g_01613	Syat.g_00190
OG0001474	Prad.g_01651	Syat.g_01607
OG0001479	Prad.g_01654	Syat.g_01610
OG0001480	Prad.g_00741	Syat.g_00100
OG0001482	Prad.g_00050	Syat.g_00549
OG0001484	Prad.g_00348	Syat.g_02443
OG0001486	Prad.g_01498	Syat.g_03258
OG0001487	Prad.g_00573	Syat.g_01355
OG0001492	Prad.g_01448	Syat.g_00898
OG0001493	Prad.g_01440	Syat.g_00890
OG0001495	Prad.g_00857	Syat.g_01833
OG0001502	Prad.g_01115	Syat.g_00757
OG0001504	Prad.g_00324	Syat.g_03356
OG0001507	Prad.g_00368	Syat.g_03261
OG0001520	Prad.g_00710	Syat.g_00852
OG0001522	Prad.g_01179	Syat.g_00642
OG0001523	Prad.g_01525	Syat.g_01089
OG0001524	Prad.g_01524	Syat.g_01088
OG0001526	Prad.g_00376	Syat.g_02907
OG0001546	Prad.g_00105	Syat.g_01106
OG0001547	Prad.g_01117	Syat.g_00645
OG0001553	Prad.g_00518	Syat.g_01230
OG0001554	Prad.g_00422	Syat.g_01005
OG0001557	Prad.g_00229	Syat.g_00451
OG0001558	Prad.g_01042	Syat.g_02323
OG0001567	Prad.g_01116	Syat.g_00651
OG0001568	Prad.g_01118	Syat.g_00643
OG0001570	Prad.g_00646, Prad.g_01295	Syat.g_03269
OG0001584	Prad.g_00213	Syat.g_00468
OG0001587	Prad.g_00881	Syat.g_02990
OG0001588	Prad.g_01186	Syat.g_03195, Syat.g_02169
OG0001613	Prad.g_00788	Syat.g_01635
OG0001625	Prad.g_01733	Syat.g_01938
OG0001647	Prad.g_01718	Syat.g_02051
OG0001652	Prad.g_01040	Syat.g_02326
OG0001671	Prad.g_01322	Syat.g_02742
OG0001701	Prad.g_00375	Syat.g_02905
OG0001726	Prad.g_00682	Syat.g_02003
OG0001745	Prad.g_00432	Syat.g_00971
OG0001748	Prad.g_01323	Syat.g_02740
OG0001837	Prad.g_01324	Syat.g_02741
OG0001924	Prad.g_01311	Syat.g_02767
OG0001925	Prad.g_01310	Syat.g_02766
OG0001926	Prad.g_01309	Syat.g_02765
OG0001927	Prad.g_01308	Syat.g_02764
OG0001993	Prad.g_01313	Syat.g_02769
OG0002109	Prad.g_01286	Syat.g_01923, Syat.g_01752
OG0002364	Prad.g_01136	Syat.g_00626
OG0002895	Prad.g_01284	Syat.g_01751
OG0002899	Prad.g_01283	Syat.g_01972
OG0004044	Prad.g_01285	Syat.g_01924
OG0005377	Prad.g_00569	Syat.g_01174
