Orthogroup	Prbf	Prbk
OG0001084	Prbf.g_00605	Prbk.g_00993
OG0001085	Prbf.g_00606	Prbk.g_00992
OG0001086	Prbf.g_00609	Prbk.g_00996
OG0001087	Prbf.g_00610	Prbk.g_00997
OG0001088	Prbf.g_00611	Prbk.g_01926
OG0001089	Prbf.g_00601	Prbk.g_00988
OG0001090	Prbf.g_00599	Prbk.g_00986
OG0001091	Prbf.g_00598	Prbk.g_00985
OG0001092	Prbf.g_00597	Prbk.g_00984
OG0001093	Prbf.g_00596	Prbk.g_00983
OG0001094	Prbf.g_00595	Prbk.g_00982
OG0001095	Prbf.g_00594	Prbk.g_00981
OG0001096	Prbf.g_00593	Prbk.g_00980
OG0001097	Prbf.g_00592	Prbk.g_00979
OG0001098	Prbf.g_00591	Prbk.g_00978
OG0001099	Prbf.g_00590	Prbk.g_00977
OG0001100	Prbf.g_00589	Prbk.g_00976
OG0001101	Prbf.g_00588	Prbk.g_00975
OG0001102	Prbf.g_00587	Prbk.g_00974
OG0001103	Prbf.g_00586	Prbk.g_00973
OG0001104	Prbf.g_00585	Prbk.g_00972
OG0001105	Prbf.g_00584	Prbk.g_00971
OG0001106	Prbf.g_00583	Prbk.g_00970
OG0001107	Prbf.g_00582	Prbk.g_00969
OG0001108	Prbf.g_00581	Prbk.g_00968
OG0001109	Prbf.g_00580	Prbk.g_00967
OG0001110	Prbf.g_00579	Prbk.g_00966
OG0001111	Prbf.g_00578	Prbk.g_00965
OG0001112	Prbf.g_00577	Prbk.g_00964
OG0001113	Prbf.g_00576	Prbk.g_00963
OG0001114	Prbf.g_00575	Prbk.g_00962
OG0001115	Prbf.g_00574	Prbk.g_00961
OG0001116	Prbf.g_00573	Prbk.g_00960
OG0001117	Prbf.g_00572	Prbk.g_00959
OG0001118	Prbf.g_00571	Prbk.g_00958
OG0001119	Prbf.g_00570	Prbk.g_00957
OG0001120	Prbf.g_00569	Prbk.g_00956
OG0001121	Prbf.g_00567	Prbk.g_00953
OG0001122	Prbf.g_00566	Prbk.g_00952
OG0001123	Prbf.g_00565	Prbk.g_00951
OG0001124	Prbf.g_00563	Prbk.g_00949
OG0001125	Prbf.g_00561	Prbk.g_00947
OG0001126	Prbf.g_00560	Prbk.g_00946
OG0001127	Prbf.g_00557	Prbk.g_00797
OG0001128	Prbf.g_00556	Prbk.g_00798
OG0001129	Prbf.g_00555	Prbk.g_00801
OG0001130	Prbf.g_00552	Prbk.g_00804
OG0001131	Prbf.g_00551	Prbk.g_00805
OG0001132	Prbf.g_00550	Prbk.g_00806
OG0001133	Prbf.g_00549	Prbk.g_00807
OG0001134	Prbf.g_00548	Prbk.g_00808
OG0001135	Prbf.g_00547	Prbk.g_00809
OG0001136	Prbf.g_00546	Prbk.g_00810
OG0001137	Prbf.g_00545	Prbk.g_00811
OG0001138	Prbf.g_00544	Prbk.g_00812
OG0001139	Prbf.g_00542	Prbk.g_00814
OG0001140	Prbf.g_00541	Prbk.g_00816
OG0001141	Prbf.g_00540	Prbk.g_00817
OG0001142	Prbf.g_00536	Prbk.g_00844
OG0001143	Prbf.g_00535	Prbk.g_00845
OG0001144	Prbf.g_00534	Prbk.g_00847
OG0001145	Prbf.g_00533	Prbk.g_00848
OG0001146	Prbf.g_00532	Prbk.g_00849
OG0001147	Prbf.g_00531	Prbk.g_00850
OG0001148	Prbf.g_00530	Prbk.g_00851
OG0001149	Prbf.g_00528	Prbk.g_00506
OG0001150	Prbf.g_00527	Prbk.g_00510
OG0001151	Prbf.g_00523	Prbk.g_00513
OG0001152	Prbf.g_00522	Prbk.g_00514
OG0001153	Prbf.g_00521	Prbk.g_00516
OG0001154	Prbf.g_00519	Prbk.g_00518
OG0001155	Prbf.g_00517	Prbk.g_00521
OG0001156	Prbf.g_00515	Prbk.g_00525
OG0001157	Prbf.g_00513	Prbk.g_00527
OG0001158	Prbf.g_00511	Prbk.g_00529
OG0001159	Prbf.g_00510	Prbk.g_00530
OG0001160	Prbf.g_00509	Prbk.g_00531
OG0001161	Prbf.g_00508	Prbk.g_00215
OG0001162	Prbf.g_00507	Prbk.g_00216
OG0001163	Prbf.g_00506	Prbk.g_00217
OG0001164	Prbf.g_00505	Prbk.g_00218
OG0001165	Prbf.g_00504	Prbk.g_00219
OG0001166	Prbf.g_00503	Prbk.g_00220
OG0001167	Prbf.g_00501	Prbk.g_00231
OG0001168	Prbf.g_00500	Prbk.g_00232
OG0001169	Prbf.g_00499	Prbk.g_00233
OG0001170	Prbf.g_00498	Prbk.g_00235
OG0001171	Prbf.g_00497	Prbk.g_00236
OG0001172	Prbf.g_00495	Prbk.g_00238
OG0001173	Prbf.g_00493	Prbk.g_01482
OG0001174	Prbf.g_00492	Prbk.g_01483
OG0001175	Prbf.g_00491	Prbk.g_01484
OG0001176	Prbf.g_00488	Prbk.g_01494
OG0001177	Prbf.g_00486	Prbk.g_01530
OG0001178	Prbf.g_00483	Prbk.g_01534
OG0001179	Prbf.g_00482	Prbk.g_01535
OG0001180	Prbf.g_00481	Prbk.g_01536
OG0001181	Prbf.g_00480	Prbk.g_01537
OG0001182	Prbf.g_00479	Prbk.g_01538
OG0001183	Prbf.g_00478	Prbk.g_01539
OG0001184	Prbf.g_00476	Prbk.g_01568
OG0001185	Prbf.g_00474	Prbk.g_01571
OG0001186	Prbf.g_00473	Prbk.g_01572
OG0001187	Prbf.g_00472	Prbk.g_01573
OG0001188	Prbf.g_00471	Prbk.g_01576
OG0001189	Prbf.g_00470	Prbk.g_01577
OG0001190	Prbf.g_00469	Prbk.g_01578
OG0001191	Prbf.g_00468	Prbk.g_01580
OG0001192	Prbf.g_00467	Prbk.g_01582
OG0001193	Prbf.g_00466	Prbk.g_01583
OG0001194	Prbf.g_00465	Prbk.g_01585
OG0001195	Prbf.g_00464	Prbk.g_01586
OG0001196	Prbf.g_00463	Prbk.g_01587
OG0001197	Prbf.g_00462	Prbk.g_01588
OG0001198	Prbf.g_00461	Prbk.g_01589
OG0001199	Prbf.g_00460	Prbk.g_01590
OG0001200	Prbf.g_00459	Prbk.g_01592
OG0001201	Prbf.g_00458	Prbk.g_01593
OG0001202	Prbf.g_00457	Prbk.g_01594
OG0001203	Prbf.g_00456	Prbk.g_01596
OG0001204	Prbf.g_00454	Prbk.g_01600
OG0001205	Prbf.g_00452	Prbk.g_01602
OG0001206	Prbf.g_00451	Prbk.g_01603
OG0001207	Prbf.g_00450	Prbk.g_02160
OG0001208	Prbf.g_00449	Prbk.g_02161
OG0001209	Prbf.g_00448	Prbk.g_02162
OG0001210	Prbf.g_00447	Prbk.g_02163
OG0001211	Prbf.g_00446	Prbk.g_02165
OG0001212	Prbf.g_00445	Prbk.g_02166
OG0001213	Prbf.g_00444	Prbk.g_02167
OG0001214	Prbf.g_00442	Prbk.g_02169
OG0001215	Prbf.g_00441	Prbk.g_02171
OG0001216	Prbf.g_00440	Prbk.g_02173
OG0001217	Prbf.g_00439	Prbk.g_02174
OG0001218	Prbf.g_00438	Prbk.g_02175
OG0001219	Prbf.g_00435	Prbk.g_02180
OG0001220	Prbf.g_00434	Prbk.g_02185
OG0001221	Prbf.g_00430	Prbk.g_02207
OG0001222	Prbf.g_00429	Prbk.g_02210
OG0001223	Prbf.g_00428	Prbk.g_02211
OG0001224	Prbf.g_00426	Prbk.g_02213
OG0001225	Prbf.g_00425	Prbk.g_02214
OG0001226	Prbf.g_00424	Prbk.g_02217
OG0001227	Prbf.g_00423	Prbk.g_02218
OG0001228	Prbf.g_00422	Prbk.g_02224
OG0001229	Prbf.g_00421	Prbk.g_02225
OG0001230	Prbf.g_00420	Prbk.g_02226
OG0001231	Prbf.g_00419	Prbk.g_02239
OG0001232	Prbf.g_00416	Prbk.g_02248
OG0001233	Prbf.g_00415	Prbk.g_02249
OG0001234	Prbf.g_00414	Prbk.g_02250
OG0001235	Prbf.g_00413	Prbk.g_02251
OG0001236	Prbf.g_00411	Prbk.g_02253
OG0001237	Prbf.g_00410	Prbk.g_02254
OG0001238	Prbf.g_00407	Prbk.g_02258
OG0001239	Prbf.g_00406	Prbk.g_02260
OG0001240	Prbf.g_00405	Prbk.g_02261
OG0001241	Prbf.g_00402	Prbk.g_02265
OG0001242	Prbf.g_00401	Prbk.g_02267
OG0001243	Prbf.g_00400	Prbk.g_02268
OG0001244	Prbf.g_00399	Prbk.g_02270
OG0001245	Prbf.g_00398	Prbk.g_02272
OG0001246	Prbf.g_00397	Prbk.g_02274
OG0001247	Prbf.g_00396	Prbk.g_02275
OG0001248	Prbf.g_00395	Prbk.g_02276
OG0001249	Prbf.g_00394	Prbk.g_02277
OG0001250	Prbf.g_00393	Prbk.g_02278
OG0001251	Prbf.g_01418	Prbk.g_00028
OG0001252	Prbf.g_01468	Prbk.g_00557
OG0001253	Prbf.g_01483	Prbk.g_00756
OG0001254	Prbf.g_01621	Prbk.g_00418
OG0001255	Prbf.g_01677	Prbk.g_00870
OG0001257	Prbf.g_01765	Prbk.g_02063
OG0001258	Prbf.g_01781	Prbk.g_01861
OG0001259	Prbf.g_01872	Prbk.g_01129
OG0001261	Prbf.g_01209	Prbk.g_02531
OG0001262	Prbf.g_01192	Prbk.g_02554
OG0001264	Prbf.g_01321	Prbk.g_02395
OG0001265	Prbf.g_01074	Prbk.g_00588
OG0001266	Prbf.g_01921	Prbk.g_01682
OG0001267	Prbf.g_00900	Prbk.g_01776
OG0001268	Prbf.g_00915	Prbk.g_01021
OG0001269	Prbf.g_00070	Prbk.g_01198
OG0001270	Prbf.g_00200	Prbk.g_02664
OG0001271	Prbf.g_00213	Prbk.g_01999
OG0001272	Prbf.g_01930	Prbk.g_01841
OG0001273	Prbf.g_00274	Prbk.g_01059
OG0001274	Prbf.g_00812	Prbk.g_01788
OG0001275	Prbf.g_00056	Prbk.g_02082
OG0001276	Prbf.g_01053	Prbk.g_02424
OG0001278	Prbf.g_00702	Prbk.g_00920
OG0001279	Prbf.g_00698	Prbk.g_00915
OG0001280	Prbf.g_00695	Prbk.g_00912
OG0001281	Prbf.g_00625	Prbk.g_01908
OG0001282	Prbf.g_00688	Prbk.g_00901
OG0001283	Prbf.g_00516	Prbk.g_00524
OG0001284	Prbf.g_00484	Prbk.g_01533
OG0001285	Prbf.g_00455	Prbk.g_01598
OG0001286	Prbf.g_00403	Prbk.g_02263
OG0001287	Prbf.g_00811	Prbk.g_01331, Prbk.g_02697
OG0001288	Prbf.g_01721	Prbk.g_00327
OG0001290	Prbf.g_01353	Prbk.g_01618
OG0001291	Prbf.g_01398	Prbk.g_01317
OG0001292	Prbf.g_01401	Prbk.g_01314
OG0001293	Prbf.g_01403	Prbk.g_01312
OG0001294	Prbf.g_01419	Prbk.g_00027
OG0001295	Prbf.g_01449	Prbk.g_00200
OG0001296	Prbf.g_01456	Prbk.g_00541
OG0001297	Prbf.g_01534	Prbk.g_01254
OG0001298	Prbf.g_01582	Prbk.g_01013
OG0001299	Prbf.g_01591	Prbk.g_01000
OG0001300	Prbf.g_00046	Prbk.g_00303
OG0001301	Prbf.g_00984	Prbk.g_02633
OG0001303	Prbf.g_00855	Prbk.g_01205
OG0001304	Prbf.g_01161	Prbk.g_00065
OG0001305	Prbf.g_01166	Prbk.g_00060
OG0001306	Prbf.g_00417	Prbk.g_02247
OG0001307	Prbf.g_00045	Prbk.g_02413
OG0001308	Prbf.g_00264	Prbk.g_01664
OG0001309	Prbf.g_00453	Prbk.g_01601
OG0001310	Prbf.g_00281	Prbk.g_01692
OG0001311	Prbf.g_00951	Prbk.g_00134
OG0001312	Prbf.g_00069	Prbk.g_01197
OG0001313	Prbf.g_01706	Prbk.g_01637
OG0001314	Prbf.g_00670	Prbk.g_01433
OG0001315	Prbf.g_00635	Prbk.g_01382
OG0001316	Prbf.g_00520	Prbk.g_00517
OG0001319	Prbf.g_01576	Prbk.g_01519
OG0001320	Prbf.g_00824	Prbk.g_01098
OG0001324	Prbf.g_00375	Prbk.g_02659
OG0001326	Prbf.g_00816	Prbk.g_01737
OG0001327	Prbf.g_00263	Prbk.g_01193
OG0001328	Prbf.g_00021	Prbk.g_01177
OG0001329	Prbf.g_00408	Prbk.g_02256
OG0001331	Prbf.g_00697	Prbk.g_00914
OG0001332	Prbf.g_00646	Prbk.g_01406
OG0001333	Prbf.g_00554	Prbk.g_00802
OG0001336	Prbf.g_01458	Prbk.g_00543
OG0001337	Prbf.g_01448	Prbk.g_00198
OG0001339	Prbf.g_01538	Prbk.g_01250
OG0001340	Prbf.g_01587	Prbk.g_01007
OG0001341	Prbf.g_01600	Prbk.g_00381
OG0001342	Prbf.g_01620	Prbk.g_00417
OG0001343	Prbf.g_01683	Prbk.g_00877
OG0001345	Prbf.g_01718	Prbk.g_00330
OG0001346	Prbf.g_01755	Prbk.g_02110
OG0001347	Prbf.g_01769	Prbk.g_02067
OG0001350	Prbf.g_01797	Prbk.g_01053
OG0001351	Prbf.g_01858	Prbk.g_01114
OG0001353	Prbf.g_01562	Prbk.g_00651
OG0001355	Prbf.g_01202	Prbk.g_02538
OG0001357	Prbf.g_01089	Prbk.g_00570
OG0001358	Prbf.g_01075	Prbk.g_00587
OG0001361	Prbf.g_00972	Prbk.g_00176
OG0001362	Prbf.g_00339	Prbk.g_01933
OG0001366	Prbf.g_00656	Prbk.g_01416
OG0001368	Prbf.g_00485	Prbk.g_01532
OG0001369	Prbf.g_01073	Prbk.g_00589
OG0001375	Prbf.g_01466	Prbk.g_00553
OG0001378	Prbf.g_01613	Prbk.g_00407
OG0001380	Prbf.g_01265	Prbk.g_01039
OG0001381	Prbf.g_01741	Prbk.g_00300
OG0001384	Prbf.g_01802	Prbk.g_01062
OG0001396	Prbf.g_00731	Prbk.g_02365
OG0001410	Prbf.g_00826	Prbk.g_00671
OG0001412	Prbf.g_01137	Prbk.g_02354
OG0001425	Prbf.g_00063	Prbk.g_00623
OG0001429	Prbf.g_01107	Prbk.g_02308
OG0001430	Prbf.g_00286	Prbk.g_01656
OG0001436	Prbf.g_00705	Prbk.g_02191
OG0001439	Prbf.g_01212	Prbk.g_02529
OG0001448	Prbf.g_00801	Prbk.g_01694
OG0001451	Prbf.g_00361	Prbk.g_01945, Prbk.g_02679
OG0001452	Prbf.g_00436	Prbk.g_02177
OG0001455	Prbf.g_00357	Prbk.g_01663, Prbk.g_01668
OG0001456	Prbf.g_01871	Prbk.g_01128
OG0001466	Prbf.g_00262	Prbk.g_00625
OG0001471	Prbf.g_00364	Prbk.g_02513
OG0001483	Prbf.g_00032	Prbk.g_01191
OG0001486	Prbf.g_01300	Prbk.g_02441
OG0001487	Prbf.g_01907	Prbk.g_02612
OG0001489	Prbf.g_00603	Prbk.g_00833
OG0001504	Prbf.g_01305	Prbk.g_02437
OG0001508	Prbf.g_00728	Prbk.g_02665
OG0001531	Prbf.g_00350, Prbf.g_00324	Prbk.g_01677, Prbk.g_00171
OG0001544	Prbf.g_00807	Prbk.g_00357
OG0001545	Prbf.g_01324	Prbk.g_02392
OG0001546	Prbf.g_01207	Prbk.g_02533
OG0001547	Prbf.g_00308, Prbf.g_00373	Prbk.g_01702
OG0001548	Prbf.g_00859, Prbf.g_00334	Prbk.g_02116
OG0001574	Prbf.g_00338	Prbk.g_01332
OG0001587	Prbf.g_01379	Prbk.g_00296
OG0001588	Prbf.g_00857	Prbk.g_00922
OG0001593	Prbf.g_01746	Prbk.g_02516
OG0001608	Prbf.g_00266	Prbk.g_00837, Prbk.g_00838
OG0001622	Prbf.g_00319	Prbk.g_01751
OG0001632	Prbf.g_00257	Prbk.g_00909
OG0001633	Prbf.g_00265	Prbk.g_01960
OG0001634	Prbf.g_00318	Prbk.g_01752
OG0001635	Prbf.g_00317	Prbk.g_01755
OG0001636	Prbf.g_00316	Prbk.g_01756
OG0001694	Prbf.g_01709	Prbk.g_00504
OG0001697	Prbf.g_00726, Prbf.g_00851	Prbk.g_01787
OG0001714	Prbf.g_00197	Prbk.g_01206
OG0001715	Prbf.g_00490, Prbf.g_00489	Prbk.g_01485
OG0001716	Prbf.g_00949	Prbk.g_00136
OG0001717	Prbf.g_00844	Prbk.g_01652
OG0001718	Prbf.g_00850	Prbk.g_01658
OG0001719	Prbf.g_01679	Prbk.g_00872
OG0001737	Prbf.g_01363	Prbk.g_01605
OG0001738	Prbf.g_01440	Prbk.g_00003
OG0001739	Prbf.g_01439	Prbk.g_00005
OG0001740	Prbf.g_01438	Prbk.g_00006
OG0001741	Prbf.g_01427	Prbk.g_00019
OG0001742	Prbf.g_00861	Prbk.g_01517
OG0001743	Prbf.g_01577	Prbk.g_01516
OG0001744	Prbf.g_00648	Prbk.g_01408
OG0001745	Prbf.g_01847	Prbk.g_01875
OG0001746	Prbf.g_00012	Prbk.g_01168
OG0001747	Prbf.g_00931	Prbk.g_00159
OG0001748	Prbf.g_01270	Prbk.g_01809
OG0001749	Prbf.g_01280	Prbk.g_01840
OG0001750	Prbf.g_01061	Prbk.g_00597
OG0001751	Prbf.g_01071	Prbk.g_00591
OG0001752	Prbf.g_01077	Prbk.g_00585
OG0001753	Prbf.g_01121	Prbk.g_02328
OG0001754	Prbf.g_01156	Prbk.g_02381
OG0001755	Prbf.g_01308	Prbk.g_02428
OG0001756	Prbf.g_01240	Prbk.g_02473
OG0001757	Prbf.g_00813	Prbk.g_02552
OG0001758	Prbf.g_01191	Prbk.g_02555
OG0001759	Prbf.g_01184	Prbk.g_02569
OG0001760	Prbf.g_01330	Prbk.g_02579
OG0001761	Prbf.g_01291	Prbk.g_02583
OG0001762	Prbf.g_01012	Prbk.g_00716
OG0001763	Prbf.g_01451	Prbk.g_02119
OG0001764	Prbf.g_01702	Prbk.g_00363
OG0001765	Prbf.g_01670	Prbk.g_00859
OG0001766	Prbf.g_01669	Prbk.g_00858
OG0001767	Prbf.g_01668	Prbk.g_00856
OG0001768	Prbf.g_01667	Prbk.g_00855
OG0001769	Prbf.g_01666	Prbk.g_00854
OG0001770	Prbf.g_00543	Prbk.g_00813
OG0001771	Prbf.g_00559	Prbk.g_00945
OG0001772	Prbf.g_01460	Prbk.g_00545
OG0001773	Prbf.g_01386	Prbk.g_00558
OG0001774	Prbf.g_01514	Prbk.g_00787
OG0001775	Prbf.g_01520	Prbk.g_01276
OG0001776	Prbf.g_00040	Prbk.g_00673
OG0001777	Prbf.g_00437	Prbk.g_02176
OG0001778	Prbf.g_00433	Prbk.g_02186
OG0001779	Prbf.g_00432	Prbk.g_02187
OG0001780	Prbf.g_01066	Prbk.g_02188
OG0001781	Prbf.g_00427	Prbk.g_02212
OG0001782	Prbf.g_00418	Prbk.g_02246
OG0001795	Prbf.g_01844	Prbk.g_01878
OG0001799	Prbf.g_00251	Prbk.g_01648
OG0001800	Prbf.g_00761	Prbk.g_01680
OG0001801	Prbf.g_00868	Prbk.g_01681
OG0001802	Prbf.g_00332	Prbk.g_01806
OG0001803	Prbf.g_01084	Prbk.g_00577
OG0001831	Prbf.g_00913	Prbk.g_01023
OG0001832	Prbf.g_00925	Prbk.g_00148
OG0001852	Prbf.g_00300	Prbk.g_00173
OG0001883	Prbf.g_01357	Prbk.g_01612
OG0001884	Prbf.g_00502	Prbk.g_00229
OG0001885	Prbf.g_00206	Prbk.g_02005
OG0001886	Prbf.g_01842	Prbk.g_01880
OG0001887	Prbf.g_00941	Prbk.g_01500
OG0001888	Prbf.g_00763	Prbk.g_01713
OG0001891	Prbf.g_01266	Prbk.g_01955
OG0001892	Prbf.g_00800	Prbk.g_00921
OG0001893	Prbf.g_01158	Prbk.g_00069
OG0001894	Prbf.g_01128	Prbk.g_02338
OG0001895	Prbf.g_01394	Prbk.g_02519
OG0001896	Prbf.g_00352	Prbk.g_02585
OG0001897	Prbf.g_01687	Prbk.g_00886
OG0001898	Prbf.g_01592	Prbk.g_00370
OG0001899	Prbf.g_01370	Prbk.g_02149
OG0001900	Prbf.g_01369	Prbk.g_02150
OG0001901	Prbf.g_01365	Prbk.g_02159
OG0001902	Prbf.g_00409	Prbk.g_02255
OG0001905	Prbf.g_00725, Prbf.g_00743	Prbk.g_00109
OG0001920	Prbf.g_00682	Prbk.g_01446
OG0001921	Prbf.g_00987	Prbk.g_02636
OG0001923	Prbf.g_00749	Prbk.g_00358
OG0001925	Prbf.g_00270	Prbk.g_02026
OG0001967	Prbf.g_00828	Prbk.g_01464
OG0001968	Prbf.g_00204	Prbk.g_02007
OG0001970	Prbf.g_00288	Prbk.g_01813
OG0001971	Prbf.g_00289	Prbk.g_01814
OG0001972	Prbf.g_01096	Prbk.g_02294
OG0001973	Prbf.g_01489	Prbk.g_00762
OG0001980	Prbf.g_01086	Prbk.g_01342
OG0001994	Prbf.g_01710	Prbk.g_00745
OG0001995	Prbf.g_01351	Prbk.g_01620
OG0001997	Prbf.g_00294	Prbk.g_01491
OG0001998	Prbf.g_00293	Prbk.g_01490
OG0001999	Prbf.g_00292	Prbk.g_01489
OG0002004	Prbf.g_01381	Prbk.g_00498
OG0002040	Prbf.g_00759	Prbk.g_00369
OG0002044	Prbf.g_01544	Prbk.g_00689
OG0002071	Prbf.g_00802	Prbk.g_02027
