Orthogroup	Syaq	Syae
OG0001958	Syaq.g_02238	Syae.g_00609
OG0001961	Syaq.g_00447	Syae.g_02525
OG0001964	Syaq.g_00678	Syae.g_02048
OG0001966	Syaq.g_00732	Syae.g_02000
OG0001967	Syaq.g_00734	Syae.g_01998
OG0001968	Syaq.g_00735	Syae.g_01997
OG0001969	Syaq.g_00861	Syae.g_01932
OG0001970	Syaq.g_01449	Syae.g_01404
OG0001971	Syaq.g_01377	Syae.g_01478
OG0001972	Syaq.g_01297	Syae.g_01540
OG0001974	Syaq.g_01268	Syae.g_01563
OG0001975	Syaq.g_02169	Syae.g_00634
OG0001976	Syaq.g_02167	Syae.g_00632
OG0001979	Syaq.g_02581	Syae.g_00760
OG0001980	Syaq.g_00565	Syae.g_02181
OG0001990	Syaq.g_01187	Syae.g_01674
OG0001991	Syaq.g_00123	Syae.g_00567
OG0001993	Syaq.g_02040	Syae.g_00040
OG0001994	Syaq.g_02039	Syae.g_00039
OG0001996	Syaq.g_01116	Syae.g_01746
OG0001997	Syaq.g_01509	Syae.g_01341
OG0001999	Syaq.g_01624	Syae.g_01029
OG0002000	Syaq.g_01818	Syae.g_02353
OG0002002	Syaq.g_00161	Syae.g_00692
OG0002005	Syaq.g_00321	Syae.g_02480
OG0002006	Syaq.g_02698	Syae.g_00812
OG0002007	Syaq.g_02699	Syae.g_00813
OG0002008	Syaq.g_02530	Syae.g_00406
OG0002009	Syaq.g_02303	Syae.g_00556
OG0002010	Syaq.g_00404	Syae.g_02622
OG0002011	Syaq.g_01903	Syae.g_00292
OG0002012	Syaq.g_01913	Syae.g_00287
OG0002014	Syaq.g_00947	Syae.g_01162
OG0002014	Syaq.g_00958	Syae.g_01892
OG0002015	Syaq.g_00961	Syae.g_01894
OG0002016	Syaq.g_01317	Syae.g_01520
OG0002018	Syaq.g_01189	Syae.g_01672
OG0002019	Syaq.g_00994	Syae.g_00294
OG0002025	Syaq.g_00348	Syae.g_01084
OG0002038	Syaq.g_00237	Syae.g_00912
OG0002040	Syaq.g_00222	Syae.g_00897
OG0002041	Syaq.g_02513	Syae.g_00389
OG0002042	Syaq.g_02492	Syae.g_00367
OG0002043	Syaq.g_02440	Syae.g_00316
OG0002044	Syaq.g_02378	Syae.g_00827
OG0002045	Syaq.g_00449	Syae.g_02521
OG0002046	Syaq.g_00452	Syae.g_02517
OG0002049	Syaq.g_00668	Syae.g_02064
OG0002050	Syaq.g_00743	Syae.g_01988
OG0002051	Syaq.g_01388	Syae.g_01464
OG0002053	Syaq.g_02548	Syae.g_01598
OG0002056	Syaq.g_00780	Syae.g_01952
OG0002112	Syaq.g_00850	Syae.g_01941
OG0002115	Syaq.g_01680	Syae.g_01155
OG0002116	Syaq.g_01704	Syae.g_01129
OG0002119	Syaq.g_01329	Syae.g_01515
OG0002120	Syaq.g_02714	Syae.g_00270
OG0002121	Syaq.g_01890	Syae.g_00184
OG0002123	Syaq.g_00028	Syae.g_00467
OG0002124	Syaq.g_02406	Syae.g_00873
OG0002125	Syaq.g_00022	Syae.g_02539
OG0002126	Syaq.g_00960	Syae.g_01898
OG0002128	Syaq.g_02211	Syae.g_00635
OG0002129	Syaq.g_00388	Syae.g_02639
OG0002130	Syaq.g_00295	Syae.g_00959
OG0002134	Syaq.g_01011	Syae.g_01846
OG0002135	Syaq.g_01645	Syae.g_01193
OG0002136	Syaq.g_01646	Syae.g_01192
OG0002138	Syaq.g_02128	Syae.g_00758
OG0002139	Syaq.g_00145	Syae.g_00707
OG0002142	Syaq.g_00357	Syae.g_02678
OG0002143	Syaq.g_00524	Syae.g_02224
OG0002144	Syaq.g_00661	Syae.g_02070
OG0002157	Syaq.g_00851	Syae.g_01940
OG0002158	Syaq.g_00849	Syae.g_01942
OG0002160	Syaq.g_02573	Syae.g_00749
OG0002162	Syaq.g_01959	Syae.g_02432
OG0002163	Syaq.g_01238	Syae.g_01592
OG0002168	Syaq.g_02696	Syae.g_00810
OG0002171	Syaq.g_00956	Syae.g_01901
OG0002173	Syaq.g_01331	Syae.g_01511
OG0002174	Syaq.g_01219	Syae.g_01615
OG0002179	Syaq.g_00985	Syae.g_01872
OG0002180	Syaq.g_00771	Syae.g_01961
OG0002181	Syaq.g_00740	Syae.g_01991
OG0002182	Syaq.g_00722	Syae.g_02010
OG0002183	Syaq.g_01527	Syae.g_01331
OG0002184	Syaq.g_01531	Syae.g_01328
OG0002185	Syaq.g_01541	Syae.g_01321
OG0002186	Syaq.g_01647	Syae.g_01191
OG0002187	Syaq.g_01648	Syae.g_01190
OG0002188	Syaq.g_01677	Syae.g_01158
OG0002189	Syaq.g_01678	Syae.g_01157
OG0002190	Syaq.g_01718	Syae.g_01116
OG0002191	Syaq.g_00507	Syae.g_00999
OG0002193	Syaq.g_02571	Syae.g_00743
OG0002194	Syaq.g_00149	Syae.g_00703
OG0002195	Syaq.g_02274	Syae.g_00570
OG0002196	Syaq.g_02326	Syae.g_00535
OG0002197	Syaq.g_02519	Syae.g_00396
OG0002198	Syaq.g_02106	Syae.g_00094
OG0002199	Syaq.g_02101	Syae.g_00089
OG0002200	Syaq.g_00373	Syae.g_02652
OG0002201	Syaq.g_02002	Syae.g_02472
OG0002202	Syaq.g_02001	Syae.g_02471
OG0002203	Syaq.g_02000	Syae.g_02470
OG0002204	Syaq.g_01982	Syae.g_02453
OG0002205	Syaq.g_01964	Syae.g_02437
OG0002206	Syaq.g_01952	Syae.g_02423
OG0002207	Syaq.g_01942	Syae.g_02413
OG0002208	Syaq.g_01766	Syae.g_02302
OG0002209	Syaq.g_00551	Syae.g_02200
OG0002210	Syaq.g_00574	Syae.g_02152
OG0002211	Syaq.g_00615	Syae.g_02117
OG0002212	Syaq.g_01276	Syae.g_01555
OG0002213	Syaq.g_01272	Syae.g_01559
OG0002214	Syaq.g_01173	Syae.g_01690
OG0002233	Syaq.g_02109	Syae.g_00479
OG0002235	Syaq.g_02321	Syae.g_00539
OG0002236	Syaq.g_02225	Syae.g_02062
OG0002237	Syaq.g_02075	Syae.g_00067
OG0002241	Syaq.g_00453	Syae.g_02516
OG0002242	Syaq.g_00957	Syae.g_01900
OG0002245	Syaq.g_00522	Syae.g_02226
OG0002247	Syaq.g_01957	Syae.g_02430
OG0002248	Syaq.g_02591	Syae.g_00768
OG0002250	Syaq.g_01526	Syae.g_01332
OG0002251	Syaq.g_01721	Syae.g_01112
OG0002252	Syaq.g_01629	Syae.g_01024
OG0002253	Syaq.g_00285	Syae.g_00949
OG0002254	Syaq.g_00050	Syae.g_00435
OG0002255	Syaq.g_02505	Syae.g_00381
OG0002257	Syaq.g_02136	Syae.g_00127
OG0002258	Syaq.g_01981	Syae.g_02452
OG0002259	Syaq.g_01842	Syae.g_02378
OG0002260	Syaq.g_00144	Syae.g_00708
OG0002277	Syaq.g_01075	Syae.g_01786
OG0002279	Syaq.g_01485	Syae.g_01365
OG0002280	Syaq.g_01828	Syae.g_02362
OG0002287	Syaq.g_00963, Syaq.g_00962	Syae.g_01893
OG0002296	Syaq.g_00399	Syae.g_02627
OG0002297	Syaq.g_01854	Syae.g_00741
OG0002298	Syaq.g_02501	Syae.g_00377
OG0002299	Syaq.g_02465	Syae.g_00339
OG0002300	Syaq.g_01864	Syae.g_00280
OG0002301	Syaq.g_01888	Syae.g_01135
OG0002302	Syaq.g_01751	Syae.g_02287
OG0002303	Syaq.g_00523	Syae.g_02225
OG0002305	Syaq.g_01482	Syae.g_01368
OG0002306	Syaq.g_01210	Syae.g_01660
OG0002308	Syaq.g_02331	Syae.g_00530
OG0002309	Syaq.g_02384	Syae.g_00836
OG0002334	Syaq.g_00363	Syae.g_02660
OG0002336	Syaq.g_00439	Syae.g_02533
OG0002337	Syaq.g_00755	Syae.g_01976
OG0002338	Syaq.g_00964	Syae.g_01891
OG0002339	Syaq.g_00973	Syae.g_01881
OG0002351	Syaq.g_00860	Syae.g_01933
OG0002352	Syaq.g_00235	Syae.g_00910
OG0002353	Syaq.g_02352	Syae.g_00508
OG0002354	Syaq.g_02486	Syae.g_00361
OG0002356	Syaq.g_00467, Syaq.g_02630	Syae.g_02503
OG0002358	Syaq.g_00503	Syae.g_00996
OG0002359	Syaq.g_00407	Syae.g_02619
OG0002375	Syaq.g_00479	Syae.g_01229
OG0002388	Syaq.g_00461	Syae.g_02507
OG0002390	Syaq.g_01371, Syaq.g_01372	Syae.g_01483
OG0002395	Syaq.g_00852	Syae.g_01939
OG0002396	Syaq.g_00642	Syae.g_02090
OG0002401	Syaq.g_00234	Syae.g_00909
OG0002402	Syaq.g_02694	Syae.g_00808
OG0002403	Syaq.g_00172	Syae.g_00679
OG0002405	Syaq.g_02435	Syae.g_00313
OG0002406	Syaq.g_01886	Syae.g_00152
OG0002408	Syaq.g_01876	Syae.g_00137
OG0002409	Syaq.g_01223	Syae.g_01611
OG0002410	Syaq.g_01180	Syae.g_00182
OG0002411	Syaq.g_02375	Syae.g_00824
OG0002416	Syaq.g_01565	Syae.g_00724
OG0002445	Syaq.g_00021	Syae.g_02601
OG0002446	Syaq.g_02537	Syae.g_01337
OG0002447	Syaq.g_00454	Syae.g_02515
OG0002449	Syaq.g_01190	Syae.g_01671
OG0002450	Syaq.g_01164	Syae.g_01700
OG0002458	Syaq.g_02157	Syae.g_02486
OG0002459	Syaq.g_02159	Syae.g_02484
OG0002460	Syaq.g_02160	Syae.g_02483
OG0002464	Syaq.g_01544	Syae.g_01319
OG0002466	Syaq.g_01599	Syae.g_01055
OG0002468	Syaq.g_00147	Syae.g_00705
OG0002469	Syaq.g_00168	Syae.g_00682
OG0002471	Syaq.g_02137	Syae.g_00234
OG0002475	Syaq.g_00406	Syae.g_02620
OG0002496	Syaq.g_00703	Syae.g_02256
OG0002506	Syaq.g_00278	Syae.g_01623
OG0002519	Syaq.g_00989	Syae.g_01868
OG0002521	Syaq.g_01684	Syae.g_01151
OG0002522	Syaq.g_01734	Syae.g_01078
OG0002526	Syaq.g_02140	Syae.g_00255
OG0002527	Syaq.g_00133	Syae.g_00232
OG0002528	Syaq.g_00131	Syae.g_00230
OG0002533	Syaq.g_01926	Syae.g_02395
OG0002538	Syaq.g_01353	Syae.g_01500
OG0002539	Syaq.g_01247	Syae.g_01581
OG0002540	Syaq.g_02156	Syae.g_02487
OG0002541	Syaq.g_00575	Syae.g_02151
OG0002542	Syaq.g_02374	Syae.g_01003
OG0002543	Syaq.g_01249	Syae.g_01579
OG0002569	Syaq.g_00704	Syae.g_02257
OG0002570	Syaq.g_00706	Syae.g_02259
OG0002573	Syaq.g_01897	Syae.g_01543
OG0002574	Syaq.g_00460	Syae.g_02508
OG0002575	Syaq.g_00462	Syae.g_02506
OG0002576	Syaq.g_00463	Syae.g_02505
OG0002589	Syaq.g_00104, Syaq.g_02717	Syae.g_00211
OG0002595	Syaq.g_01921	Syae.g_00746
OG0002597	Syaq.g_01632	Syae.g_00285
OG0002604	Syaq.g_01914	Syae.g_00128
OG0002606	Syaq.g_02155	Syae.g_02488
OG0002607	Syaq.g_00441	Syae.g_02531
OG0002608	Syaq.g_02600	Syae.g_00777
OG0002609	Syaq.g_02405	Syae.g_00855
OG0002611	Syaq.g_00987	Syae.g_01870
OG0002639	Syaq.g_01600	Syae.g_01476
OG0002641	Syaq.g_00702	Syae.g_02255
OG0002642	Syaq.g_00705	Syae.g_02258
OG0002671	Syaq.g_01666	Syae.g_01169
OG0002674	Syaq.g_00589	Syae.g_02141
OG0002675	Syaq.g_00664	Syae.g_02068
OG0002676	Syaq.g_01186	Syae.g_01675
OG0002723	Syaq.g_00480	Syae.g_01230
OG0002735	Syaq.g_02458	Syae.g_01857
OG0002737	Syaq.g_01623	Syae.g_01030
OG0002739	Syaq.g_02192	Syae.g_01104
OG0002743	Syaq.g_02457	Syae.g_00334
OG0002747	Syaq.g_02062	Syae.g_00052
OG0002748	Syaq.g_00330	Syae.g_02475
OG0002750	Syaq.g_01847	Syae.g_02382
OG0002751	Syaq.g_01846	Syae.g_02381
OG0002763	Syaq.g_02164	Syae.g_02548
OG0002851	Syaq.g_02594	Syae.g_00772
OG0002855	Syaq.g_02443	Syae.g_00319
OG0002859	Syaq.g_02629	Syae.g_00155
OG0002869	Syaq.g_02403	Syae.g_00853
OG0002879	Syaq.g_02291	Syae.g_00189
OG0002931	Syaq.g_02718	Syae.g_00212
OG0002934	Syaq.g_00096, Syaq.g_00140	Syae.g_02546
OG0002935	Syaq.g_00884	Syae.g_01807
OG0002937	Syaq.g_00481	Syae.g_02252
OG0002961	Syaq.g_01902	Syae.g_00639
OG0002982	Syaq.g_00300	Syae.g_00964
OG0003102	Syaq.g_00881	Syae.g_01201
OG0003108	Syaq.g_02635, Syaq.g_02614, Syaq.g_02660	Syae.g_00468
OG0003116	Syaq.g_01741	Syae.g_00138
OG0003119	Syaq.g_02024	Syae.g_00028
OG0003129	Syaq.g_01860	Syae.g_00239
OG0003192	Syaq.g_01293	Syae.g_00866
OG0003267	Syaq.g_02579	Syae.g_00756
OG0003495	Syaq.g_00908	Syae.g_01851
OG0003514	Syaq.g_00954	Syae.g_01864
OG0003522	Syaq.g_00471	Syae.g_00218
OG0003530	Syaq.g_01228	Syae.g_01607
OG0003559	Syaq.g_02601	Syae.g_00778
OG0003831	Syaq.g_02737	Syae.g_01398
OG0003840	Syaq.g_01868	Syae.g_00690
OG0003904	Syaq.g_02033	Syae.g_00033
OG0003905	Syaq.g_02032	Syae.g_00032
OG0003906	Syaq.g_02031	Syae.g_00031
OG0003907	Syaq.g_02030	Syae.g_00030
OG0003923	Syaq.g_02154	Syae.g_02489
OG0004315	Syaq.g_02034	Syae.g_00034
OG0004316	Syaq.g_02009	Syae.g_00015
