Orthogroup	Syaq	Praw
OG0001143	Syaq.g_00182	Praw.g_00271
OG0001144	Syaq.g_00166	Praw.g_00276
OG0001145	Syaq.g_00284	Praw.g_00971
OG0001146	Syaq.g_00305	Praw.g_00985
OG0001147	Syaq.g_00438	Praw.g_01001
OG0001148	Syaq.g_01761	Praw.g_01018
OG0001149	Syaq.g_01760	Praw.g_01019
OG0001150	Syaq.g_01759	Praw.g_01020
OG0001151	Syaq.g_01746	Praw.g_01031
OG0001152	Syaq.g_01745	Praw.g_01032
OG0001153	Syaq.g_00413	Praw.g_00368
OG0001154	Syaq.g_00414	Praw.g_00370
OG0001155	Syaq.g_01739	Praw.g_00382
OG0001156	Syaq.g_01729	Praw.g_00385
OG0001157	Syaq.g_01728	Praw.g_00386
OG0001158	Syaq.g_01727	Praw.g_00387
OG0001159	Syaq.g_01726	Praw.g_00388
OG0001160	Syaq.g_01693	Praw.g_00412
OG0001161	Syaq.g_01233	Praw.g_00423
OG0001162	Syaq.g_00331	Praw.g_00434
OG0001163	Syaq.g_01685	Praw.g_00507
OG0001164	Syaq.g_01679	Praw.g_00511
OG0001165	Syaq.g_01674	Praw.g_00514
OG0001166	Syaq.g_01652	Praw.g_00534
OG0001167	Syaq.g_01039	Praw.g_00551
OG0001169	Syaq.g_01620	Praw.g_00555
OG0001170	Syaq.g_01618	Praw.g_00557
OG0001171	Syaq.g_01607	Praw.g_00567
OG0001172	Syaq.g_00690	Praw.g_01914
OG0001173	Syaq.g_00689	Praw.g_01913
OG0001174	Syaq.g_00681	Praw.g_01905
OG0001175	Syaq.g_00680	Praw.g_01904
OG0001176	Syaq.g_00656	Praw.g_01897
OG0001177	Syaq.g_00658	Praw.g_01895
OG0001178	Syaq.g_01667	Praw.g_01890
OG0001179	Syaq.g_00626	Praw.g_00112
OG0001180	Syaq.g_00600	Praw.g_00090
OG0001181	Syaq.g_00596	Praw.g_00086
OG0001182	Syaq.g_00587	Praw.g_00079
OG0001183	Syaq.g_00579	Praw.g_00075
OG0001184	Syaq.g_00995	Praw.g_00059
OG0001185	Syaq.g_01022	Praw.g_00045
OG0001186	Syaq.g_01058	Praw.g_00021
OG0001187	Syaq.g_01061	Praw.g_00017
OG0001188	Syaq.g_01065	Praw.g_00015
OG0001189	Syaq.g_01095	Praw.g_01191
OG0001190	Syaq.g_01264	Praw.g_01187
OG0001191	Syaq.g_01248	Praw.g_01177
OG0001192	Syaq.g_01242	Praw.g_01172
OG0001193	Syaq.g_01217	Praw.g_01162
OG0001194	Syaq.g_01214	Praw.g_01161
OG0001195	Syaq.g_01213	Praw.g_01160
OG0001196	Syaq.g_01169	Praw.g_01147
OG0001197	Syaq.g_01167	Praw.g_01146
OG0001198	Syaq.g_01153	Praw.g_01139
OG0001199	Syaq.g_01553	Praw.g_01360
OG0001200	Syaq.g_01551	Praw.g_01358
OG0001201	Syaq.g_01486	Praw.g_01327
OG0001202	Syaq.g_01358	Praw.g_01236
OG0001203	Syaq.g_01581	Praw.g_01197
OG0001204	Syaq.g_00709	Praw.g_00890
OG0001205	Syaq.g_00491	Praw.g_00702
OG0001206	Syaq.g_00468	Praw.g_00685
OG0001207	Syaq.g_01764	Praw.g_00670
OG0001209	Syaq.g_01841	Praw.g_00613
OG0001210	Syaq.g_01852	Praw.g_00608
OG0001211	Syaq.g_01932	Praw.g_00598
OG0001212	Syaq.g_01990	Praw.g_01942
OG0001213	Syaq.g_02072	Praw.g_00165
OG0001214	Syaq.g_02084	Praw.g_01885
OG0001215	Syaq.g_02580	Praw.g_01832
OG0001216	Syaq.g_00026	Praw.g_01807
OG0001217	Syaq.g_01885	Praw.g_01759
OG0001218	Syaq.g_00423	Praw.g_01751
OG0001219	Syaq.g_02434	Praw.g_01708
OG0001220	Syaq.g_02412	Praw.g_01647
OG0001221	Syaq.g_02300	Praw.g_01586
OG0001222	Syaq.g_02472	Praw.g_01547
OG0001223	Syaq.g_02516	Praw.g_01521
OG0001224	Syaq.g_02683	Praw.g_01471
OG0001225	Syaq.g_02681	Praw.g_01469
OG0001226	Syaq.g_01543	Praw.g_01443
OG0001227	Syaq.g_00333	Praw.g_01424
OG0001230	Syaq.g_00361	Praw.g_01091
OG0001231	Syaq.g_01133	Praw.g_00432
OG0001232	Syaq.g_01643	Praw.g_00538
OG0001233	Syaq.g_01617	Praw.g_00558
OG0001234	Syaq.g_00676	Praw.g_01902
OG0001235	Syaq.g_00665	Praw.g_01893
OG0001236	Syaq.g_00990	Praw.g_00062
OG0001237	Syaq.g_00999	Praw.g_00058
OG0001238	Syaq.g_01246	Praw.g_01176
OG0001239	Syaq.g_01556	Praw.g_01363
OG0001241	Syaq.g_01492	Praw.g_01334
OG0001243	Syaq.g_01457	Praw.g_01310
OG0001244	Syaq.g_01430	Praw.g_01294
OG0001245	Syaq.g_01916	Praw.g_00753
OG0001246	Syaq.g_01802	Praw.g_00644
OG0001248	Syaq.g_01891	Praw.g_01837
OG0001249	Syaq.g_00563	Praw.g_01719
OG0001250	Syaq.g_02389	Praw.g_01658
OG0001251	Syaq.g_02135	Praw.g_01610
OG0001252	Syaq.g_02690	Praw.g_01476
OG0001253	Syaq.g_01918	Praw.g_01423
OG0001254	Syaq.g_02214	Praw.g_00203
OG0001255	Syaq.g_02111	Praw.g_00218
OG0001256	Syaq.g_01686	Praw.g_00425
OG0001258	Syaq.g_01676	Praw.g_00512
OG0001259	Syaq.g_01619	Praw.g_00556
OG0001260	Syaq.g_01595	Praw.g_00573
OG0001261	Syaq.g_00617	Praw.g_00104
OG0001262	Syaq.g_01093	Praw.g_01193
OG0001263	Syaq.g_01454	Praw.g_01307
OG0001265	Syaq.g_01466	Praw.g_01317
OG0001266	Syaq.g_01354	Praw.g_01232
OG0001267	Syaq.g_00763	Praw.g_00854
OG0001268	Syaq.g_00553	Praw.g_00791
OG0001269	Syaq.g_01866	Praw.g_00773
OG0001270	Syaq.g_00504	Praw.g_00713
OG0001271	Syaq.g_00445	Praw.g_00675
OG0001272	Syaq.g_01778	Praw.g_00662
OG0001273	Syaq.g_02077	Praw.g_00167
OG0001274	Syaq.g_01303	Praw.g_01819
OG0001275	Syaq.g_02531	Praw.g_01511
OG0001276	Syaq.g_00062	Praw.g_01492
OG0001278	Syaq.g_00155	Praw.g_00284
OG0001279	Syaq.g_01867	Praw.g_00930
OG0001280	Syaq.g_00294	Praw.g_00980
OG0001281	Syaq.g_00306	Praw.g_00986
OG0001282	Syaq.g_01762	Praw.g_01017
OG0001284	Syaq.g_01700	Praw.g_00407
OG0001285	Syaq.g_01639	Praw.g_00541
OG0001286	Syaq.g_00602	Praw.g_00092
OG0001287	Syaq.g_01030	Praw.g_00037
OG0001289	Syaq.g_01528	Praw.g_01347
OG0001290	Syaq.g_01493	Praw.g_01335
OG0001291	Syaq.g_01444	Praw.g_01300
OG0001293	Syaq.g_00736	Praw.g_00873
OG0001294	Syaq.g_02252	Praw.g_00755
OG0001296	Syaq.g_01808	Praw.g_00639
OG0001297	Syaq.g_01812	Praw.g_00634
OG0001298	Syaq.g_01967	Praw.g_01924
OG0001299	Syaq.g_02246	Praw.g_01856
OG0001300	Syaq.g_02589	Praw.g_01829
OG0001301	Syaq.g_02602	Praw.g_01826
OG0001302	Syaq.g_02115	Praw.g_01710
OG0001303	Syaq.g_02437	Praw.g_01507
OG0001304	Syaq.g_00049	Praw.g_01482
OG0001305	Syaq.g_02673	Praw.g_01463
OG0001306	Syaq.g_00267	Praw.g_00220
OG0001308	Syaq.g_00385	Praw.g_00347
OG0001312	Syaq.g_02449	Praw.g_01558
OG0001313	Syaq.g_00458, Syaq.g_00459	Praw.g_00921, Praw.g_00923, Praw.g_00315
OG0001314	Syaq.g_00826	Praw.g_01768
OG0001315	Syaq.g_00581	Praw.g_01373
OG0001316	Syaq.g_01437	Praw.g_01295
OG0001317	Syaq.g_01576	Praw.g_01201
OG0001318	Syaq.g_00728	Praw.g_00877
OG0001319	Syaq.g_00751	Praw.g_00862
OG0001321	Syaq.g_00483	Praw.g_00696
OG0001322	Syaq.g_00482	Praw.g_00695
OG0001323	Syaq.g_01820	Praw.g_00629
OG0001324	Syaq.g_02590	Praw.g_01828
OG0001325	Syaq.g_00030	Praw.g_01804
OG0001326	Syaq.g_01205	Praw.g_01622
OG0001327	Syaq.g_02259	Praw.g_01452
OG0001328	Syaq.g_02280	Praw.g_01425
OG0001329	Syaq.g_02113	Praw.g_00194
OG0001330	Syaq.g_00287	Praw.g_00953
OG0001331	Syaq.g_01757	Praw.g_01022
OG0001333	Syaq.g_01622	Praw.g_00552
OG0001336	Syaq.g_01174	Praw.g_01150
OG0001343	Syaq.g_00700	Praw.g_01613
OG0001345	Syaq.g_00213	Praw.g_00253
OG0001346	Syaq.g_00298	Praw.g_00982
OG0001348	Syaq.g_02703	Praw.g_00453
OG0001349	Syaq.g_00942	Praw.g_01082
OG0001350	Syaq.g_01580	Praw.g_01198
OG0001351	Syaq.g_00476	Praw.g_00693
OG0001352	Syaq.g_01904	Praw.g_01842
OG0001353	Syaq.g_02379	Praw.g_01666
OG0001354	Syaq.g_02503	Praw.g_01529
OG0001355	Syaq.g_00797	Praw.g_00463
OG0001356	Syaq.g_02555	Praw.g_01734
OG0001358	Syaq.g_02056	Praw.g_00156
OG0001359	Syaq.g_00699	Praw.g_01612
OG0001360	Syaq.g_00211	Praw.g_01422
OG0001361	Syaq.g_00216	Praw.g_00250
OG0001364	Syaq.g_00972	Praw.g_00069
OG0001365	Syaq.g_01259	Praw.g_01183
OG0001369	Syaq.g_01503	Praw.g_01342
OG0001373	Syaq.g_01206	Praw.g_01623
OG0001374	Syaq.g_01198	Praw.g_01615
OG0001375	Syaq.g_00701	Praw.g_01614
OG0001378	Syaq.g_00506	Praw.g_00171
OG0001379	Syaq.g_00289	Praw.g_00975
OG0001380	Syaq.g_01915	Praw.g_01003
OG0001382	Syaq.g_00662	Praw.g_00445
OG0001385	Syaq.g_01209	Praw.g_01626
OG0001386	Syaq.g_01208	Praw.g_01625
OG0001387	Syaq.g_01207	Praw.g_01624
OG0001388	Syaq.g_01204	Praw.g_01621
OG0001389	Syaq.g_01203	Praw.g_01620
OG0001390	Syaq.g_01202	Praw.g_01619
OG0001391	Syaq.g_01201	Praw.g_01618
OG0001392	Syaq.g_01200	Praw.g_01617
OG0001393	Syaq.g_01199	Praw.g_01616
OG0001395	Syaq.g_00045	Praw.g_01480
OG0001401	Syaq.g_02383	Praw.g_00908
OG0001402	Syaq.g_02061	Praw.g_01744
OG0001408	Syaq.g_02125	Praw.g_01440
OG0001409	Syaq.g_00229	Praw.g_00241
OG0001413	Syaq.g_00139	Praw.g_00421
OG0001416	Syaq.g_00303	Praw.g_00688
OG0001417	Syaq.g_02502	Praw.g_00678
OG0001418	Syaq.g_00243	Praw.g_01838
OG0001420	Syaq.g_01833	Praw.g_00179
OG0001428	Syaq.g_01396	Praw.g_01263
OG0001429	Syaq.g_02438	Praw.g_01707
OG0001430	Syaq.g_01271	Praw.g_00948
OG0001432	Syaq.g_01862	Praw.g_00420
OG0001433	Syaq.g_00128	Praw.g_01735
OG0001434	Syaq.g_02312	Praw.g_01578
OG0001438	Syaq.g_00778	Praw.g_00841
OG0001439	Syaq.g_00863	Praw.g_00827
OG0001441	Syaq.g_01822	Praw.g_00627
OG0001442	Syaq.g_02322	Praw.g_01770
OG0001443	Syaq.g_01236	Praw.g_00498
OG0001447	Syaq.g_01456	Praw.g_01309
OG0001448	Syaq.g_01873	Praw.g_00765
OG0001449	Syaq.g_00698	Praw.g_00738
OG0001452	Syaq.g_00723	Praw.g_01609
OG0001453	Syaq.g_02522	Praw.g_01517
OG0001454	Syaq.g_01917	Praw.g_01429
OG0001456	Syaq.g_01196	Praw.g_00211
OG0001457	Syaq.g_01195	Praw.g_00212
OG0001458	Syaq.g_01194	Praw.g_00213
OG0001460	Syaq.g_00129	Praw.g_01736
OG0001462	Syaq.g_01108	Praw.g_01394
OG0001465	Syaq.g_02704	Praw.g_01820
OG0001467	Syaq.g_00354	Praw.g_01718
OG0001471	Syaq.g_00859	Praw.g_00422
OG0001473	Syaq.g_02134	Praw.g_00020
OG0001477	Syaq.g_02599	Praw.g_00320
OG0001479	Syaq.g_00555	Praw.g_00793
OG0001480	Syaq.g_02121	Praw.g_00763
OG0001482	Syaq.g_02512	Praw.g_00690
OG0001486	Syaq.g_00251	Praw.g_00232
OG0001492	Syaq.g_00158	Praw.g_00281
OG0001493	Syaq.g_00150	Praw.g_00289
OG0001496	Syaq.g_02596	Praw.g_00318
OG0001497	Syaq.g_02598	Praw.g_00319
OG0001502	Syaq.g_02407	Praw.g_01727
OG0001505	Syaq.g_00934	Praw.g_01044
OG0001514	Syaq.g_02595	Praw.g_00317
OG0001525	Syaq.g_02129	Praw.g_00436
OG0001546	Syaq.g_01825	Praw.g_00624
OG0001547	Syaq.g_02422	Praw.g_01725
OG0001549	Syaq.g_02416	Praw.g_01640
OG0001551	Syaq.g_02572	Praw.g_00210
OG0001553	Syaq.g_00368	Praw.g_01086
OG0001554	Syaq.g_01266	Praw.g_00427
OG0001556	Syaq.g_00202	Praw.g_01742
OG0001558	Syaq.g_01130	Praw.g_00911
OG0001564	Syaq.g_02158	Praw.g_01062
OG0001565	Syaq.g_02120	Praw.g_00731
OG0001567	Syaq.g_02421	Praw.g_01726
OG0001568	Syaq.g_02424	Praw.g_01724
OG0001586	Syaq.g_00932	Praw.g_01108
OG0001602	Syaq.g_02705	Praw.g_01821
OG0001605	Syaq.g_01892	Praw.g_01499
OG0001613	Syaq.g_00582	Praw.g_00077
OG0001627	Syaq.g_01735	Praw.g_01754
OG0001647	Syaq.g_00753	Praw.g_00861
OG0001652	Syaq.g_01132	Praw.g_00909
OG0001666	Syaq.g_02653	Praw.g_00938
OG0001671	Syaq.g_01316	Praw.g_00916
OG0001700	Syaq.g_02420	Praw.g_01737
OG0001709	Syaq.g_00943	Praw.g_01102
OG0001792	Syaq.g_00165	Praw.g_01068
