Orthogroup	Syaq	Prbe
OG0001094	Syaq.g_02334	Prbe.g_01438
OG0001095	Syaq.g_02354	Prbe.g_01235
OG0001096	Syaq.g_02370	Prbe.g_01249
OG0001097	Syaq.g_02393	Prbe.g_01269
OG0001098	Syaq.g_02415	Prbe.g_01288
OG0001099	Syaq.g_01471	Prbe.g_00110
OG0001100	Syaq.g_02262	Prbe.g_00408
OG0001101	Syaq.g_02263	Prbe.g_00411
OG0001102	Syaq.g_02266	Prbe.g_00414
OG0001103	Syaq.g_02268	Prbe.g_00416
OG0001104	Syaq.g_02316	Prbe.g_00439
OG0001105	Syaq.g_02320	Prbe.g_00443
OG0001106	Syaq.g_02471	Prbe.g_01341
OG0001108	Syaq.g_02491	Prbe.g_01352
OG0001109	Syaq.g_02493	Prbe.g_01353
OG0001110	Syaq.g_02495	Prbe.g_01355
OG0001111	Syaq.g_02497	Prbe.g_01356
OG0001112	Syaq.g_02499	Prbe.g_01357
OG0001113	Syaq.g_02539	Prbe.g_01358
OG0001114	Syaq.g_02500	Prbe.g_01359
OG0001115	Syaq.g_02504	Prbe.g_01361
OG0001116	Syaq.g_02506	Prbe.g_01362
OG0001117	Syaq.g_02507	Prbe.g_01363
OG0001118	Syaq.g_02508	Prbe.g_01364
OG0001119	Syaq.g_02510	Prbe.g_01365
OG0001120	Syaq.g_02514	Prbe.g_01367
OG0001122	Syaq.g_00069	Prbe.g_01387
OG0001123	Syaq.g_00061	Prbe.g_01393
OG0001124	Syaq.g_00060	Prbe.g_01395
OG0001125	Syaq.g_00058	Prbe.g_01397
OG0001126	Syaq.g_02693	Prbe.g_01308
OG0001127	Syaq.g_02692	Prbe.g_01307
OG0001128	Syaq.g_02689	Prbe.g_01305
OG0001129	Syaq.g_02687	Prbe.g_01304
OG0001130	Syaq.g_02686	Prbe.g_01303
OG0001131	Syaq.g_02284	Prbe.g_01919
OG0001132	Syaq.g_01872	Prbe.g_00071
OG0001133	Syaq.g_02063	Prbe.g_00374
OG0001134	Syaq.g_02213	Prbe.g_00041
OG0001136	Syaq.g_00252	Prbe.g_01552
OG0001137	Syaq.g_00228	Prbe.g_01540
OG0001138	Syaq.g_00196	Prbe.g_01519
OG0001139	Syaq.g_00194	Prbe.g_01517
OG0001140	Syaq.g_00193	Prbe.g_01516
OG0001141	Syaq.g_00192	Prbe.g_01515
OG0001142	Syaq.g_00191	Prbe.g_01514
OG0001143	Syaq.g_00182	Prbe.g_01507
OG0001144	Syaq.g_00166	Prbe.g_01502
OG0001145	Syaq.g_00284	Prbe.g_00901
OG0001146	Syaq.g_00305	Prbe.g_00889
OG0001147	Syaq.g_00438	Prbe.g_00869
OG0001148	Syaq.g_01761	Prbe.g_00371
OG0001149	Syaq.g_01760	Prbe.g_00370
OG0001150	Syaq.g_01759	Prbe.g_00369
OG0001151	Syaq.g_01746	Prbe.g_00358
OG0001152	Syaq.g_01745	Prbe.g_00357
OG0001153	Syaq.g_00413	Prbe.g_00279
OG0001154	Syaq.g_00414	Prbe.g_00278
OG0001155	Syaq.g_01739	Prbe.g_00261
OG0001156	Syaq.g_01729	Prbe.g_00258
OG0001157	Syaq.g_01728	Prbe.g_00257
OG0001158	Syaq.g_01727	Prbe.g_00256
OG0001159	Syaq.g_01726	Prbe.g_00255
OG0001160	Syaq.g_01693	Prbe.g_00229
OG0001161	Syaq.g_01233	Prbe.g_01042
OG0001162	Syaq.g_00331	Prbe.g_00017
OG0001163	Syaq.g_01685	Prbe.g_00994
OG0001164	Syaq.g_01679	Prbe.g_00990
OG0001165	Syaq.g_01674	Prbe.g_00987
OG0001166	Syaq.g_01652	Prbe.g_00966
OG0001167	Syaq.g_01039	Prbe.g_00949
OG0001169	Syaq.g_01620	Prbe.g_00945
OG0001170	Syaq.g_01618	Prbe.g_00943
OG0001171	Syaq.g_01607	Prbe.g_00933
OG0001172	Syaq.g_00690	Prbe.g_01113
OG0001173	Syaq.g_00689	Prbe.g_01112
OG0001174	Syaq.g_00681	Prbe.g_01104
OG0001175	Syaq.g_00680	Prbe.g_01103
OG0001176	Syaq.g_00656	Prbe.g_01095
OG0001177	Syaq.g_00658	Prbe.g_01093
OG0001178	Syaq.g_01667	Prbe.g_00980
OG0001179	Syaq.g_00626	Prbe.g_00853
OG0001180	Syaq.g_00600	Prbe.g_00830
OG0001181	Syaq.g_00596	Prbe.g_00826
OG0001182	Syaq.g_00587	Prbe.g_00818
OG0001183	Syaq.g_00579	Prbe.g_00813
OG0001184	Syaq.g_00995	Prbe.g_00795
OG0001185	Syaq.g_01022	Prbe.g_00779
OG0001186	Syaq.g_01058	Prbe.g_00747
OG0001187	Syaq.g_01061	Prbe.g_00750
OG0001188	Syaq.g_01065	Prbe.g_00752
OG0001189	Syaq.g_01095	Prbe.g_01146
OG0001190	Syaq.g_01264	Prbe.g_01151
OG0001191	Syaq.g_01248	Prbe.g_01161
OG0001192	Syaq.g_01242	Prbe.g_01166
OG0001193	Syaq.g_01217	Prbe.g_01178
OG0001194	Syaq.g_01214	Prbe.g_01179
OG0001195	Syaq.g_01213	Prbe.g_01180
OG0001196	Syaq.g_01169	Prbe.g_01196
OG0001197	Syaq.g_01167	Prbe.g_01198
OG0001198	Syaq.g_01153	Prbe.g_01062
OG0001199	Syaq.g_01553	Prbe.g_00179
OG0001200	Syaq.g_01551	Prbe.g_00181
OG0001201	Syaq.g_01486	Prbe.g_01650
OG0001202	Syaq.g_01358	Prbe.g_01748
OG0001203	Syaq.g_01581	Prbe.g_01790
OG0001204	Syaq.g_00709	Prbe.g_01796
OG0001205	Syaq.g_00491	Prbe.g_01943
OG0001206	Syaq.g_00468	Prbe.g_00667
OG0001207	Syaq.g_01764	Prbe.g_00656
OG0001208	Syaq.g_01774	Prbe.g_00651
OG0001209	Syaq.g_01841	Prbe.g_00600
OG0001210	Syaq.g_01852	Prbe.g_00595
OG0001211	Syaq.g_01932	Prbe.g_00585
OG0001212	Syaq.g_01990	Prbe.g_00538
OG0001213	Syaq.g_02072	Prbe.g_00503
OG0001214	Syaq.g_02084	Prbe.g_01483
OG0001215	Syaq.g_02580	Prbe.g_00465
OG0001216	Syaq.g_00026	Prbe.g_01216
OG0001217	Syaq.g_01885	Prbe.g_00055
OG0001218	Syaq.g_00423	Prbe.g_01612
OG0001219	Syaq.g_02434	Prbe.g_01321
OG0001220	Syaq.g_02412	Prbe.g_01278
OG0001221	Syaq.g_02300	Prbe.g_00428
OG0001222	Syaq.g_02472	Prbe.g_01400
OG0001223	Syaq.g_02516	Prbe.g_01368
OG0001224	Syaq.g_02683	Prbe.g_01301
OG0001225	Syaq.g_02681	Prbe.g_01299
OG0001226	Syaq.g_01543	Prbe.g_00495
OG0001227	Syaq.g_00333	Prbe.g_01597
OG0001230	Syaq.g_00361	Prbe.g_00318
OG0001231	Syaq.g_01133	Prbe.g_01920
OG0001232	Syaq.g_01643	Prbe.g_00962
OG0001233	Syaq.g_01617	Prbe.g_00942
OG0001234	Syaq.g_00676	Prbe.g_01101
OG0001235	Syaq.g_00665	Prbe.g_01097
OG0001236	Syaq.g_00990	Prbe.g_00798
OG0001237	Syaq.g_00999	Prbe.g_00794
OG0001238	Syaq.g_01246	Prbe.g_01162
OG0001239	Syaq.g_01556	Prbe.g_00176
OG0001240	Syaq.g_01502	Prbe.g_01633
OG0001241	Syaq.g_01492	Prbe.g_01643
OG0001243	Syaq.g_01457	Prbe.g_01670
OG0001244	Syaq.g_01430	Prbe.g_01685
OG0001245	Syaq.g_01916	Prbe.g_01588
OG0001248	Syaq.g_01891	Prbe.g_00460
OG0001249	Syaq.g_00563	Prbe.g_01889
OG0001250	Syaq.g_02389	Prbe.g_01265
OG0001251	Syaq.g_02135	Prbe.g_00106
OG0001252	Syaq.g_02690	Prbe.g_01306
OG0001253	Syaq.g_01918	Prbe.g_00492
OG0001254	Syaq.g_02214	Prbe.g_00043
OG0001255	Syaq.g_02111	Prbe.g_01567
OG0001256	Syaq.g_01686	Prbe.g_00222
OG0001258	Syaq.g_01676	Prbe.g_00989
OG0001259	Syaq.g_01619	Prbe.g_00944
OG0001260	Syaq.g_01595	Prbe.g_00927
OG0001261	Syaq.g_00617	Prbe.g_00845
OG0001262	Syaq.g_01093	Prbe.g_01144
OG0001263	Syaq.g_01454	Prbe.g_01672
OG0001265	Syaq.g_01466	Prbe.g_01662
OG0001266	Syaq.g_01354	Prbe.g_01752
OG0001267	Syaq.g_00763	Prbe.g_01834
OG0001268	Syaq.g_00553	Prbe.g_01897
OG0001269	Syaq.g_01866	Prbe.g_01277
OG0001270	Syaq.g_00504	Prbe.g_01932
OG0001271	Syaq.g_00445	Prbe.g_00661
OG0001272	Syaq.g_01778	Prbe.g_00647
OG0001273	Syaq.g_02077	Prbe.g_01489
OG0001274	Syaq.g_01303	Prbe.g_01776
OG0001275	Syaq.g_02531	Prbe.g_01378
OG0001276	Syaq.g_00062	Prbe.g_01392
OG0001278	Syaq.g_00155	Prbe.g_01495
OG0001279	Syaq.g_01867	Prbe.g_00721
OG0001280	Syaq.g_00294	Prbe.g_00894
OG0001281	Syaq.g_00306	Prbe.g_00888
OG0001282	Syaq.g_01762	Prbe.g_00372
OG0001283	Syaq.g_01175	Prbe.g_01193
OG0001284	Syaq.g_01700	Prbe.g_00236
OG0001285	Syaq.g_01639	Prbe.g_00959
OG0001286	Syaq.g_00602	Prbe.g_00832
OG0001287	Syaq.g_01030	Prbe.g_00772
OG0001289	Syaq.g_01528	Prbe.g_00191
OG0001290	Syaq.g_01493	Prbe.g_01642
OG0001291	Syaq.g_01444	Prbe.g_01680
OG0001293	Syaq.g_00736	Prbe.g_01814
OG0001296	Syaq.g_01808	Prbe.g_00624
OG0001297	Syaq.g_01812	Prbe.g_00619
OG0001298	Syaq.g_01967	Prbe.g_00558
OG0001299	Syaq.g_02246	Prbe.g_01452
OG0001300	Syaq.g_02589	Prbe.g_01199
OG0001301	Syaq.g_02602	Prbe.g_01204
OG0001302	Syaq.g_02115	Prbe.g_01317
OG0001303	Syaq.g_02437	Prbe.g_01023
OG0001304	Syaq.g_00049	Prbe.g_01405
OG0001305	Syaq.g_02673	Prbe.g_01293
OG0001306	Syaq.g_00267	Prbe.g_01564
OG0001308	Syaq.g_00385	Prbe.g_00301
OG0001312	Syaq.g_02449	Prbe.g_01330
OG0001314	Syaq.g_00826	Prbe.g_00688
OG0001315	Syaq.g_00581	Prbe.g_01602
OG0001316	Syaq.g_01437	Prbe.g_01684
OG0001317	Syaq.g_01576	Prbe.g_01786
OG0001318	Syaq.g_00728	Prbe.g_01810
OG0001319	Syaq.g_00751	Prbe.g_01827
OG0001321	Syaq.g_00483	Prbe.g_01949
OG0001322	Syaq.g_00482	Prbe.g_01950
OG0001323	Syaq.g_01820	Prbe.g_00614
OG0001324	Syaq.g_02590	Prbe.g_01200
OG0001325	Syaq.g_00030	Prbe.g_01435
OG0001327	Syaq.g_02259	Prbe.g_00405
OG0001328	Syaq.g_02280	Prbe.g_00912
OG0001329	Syaq.g_02113	Prbe.g_01026
OG0001330	Syaq.g_00287	Prbe.g_00205
OG0001331	Syaq.g_01757	Prbe.g_00367
OG0001333	Syaq.g_01622	Prbe.g_00948
OG0001337	Syaq.g_00564	Prbe.g_01884
OG0001343	Syaq.g_00700	Prbe.g_00103
OG0001345	Syaq.g_00213	Prbe.g_01529
OG0001346	Syaq.g_00298	Prbe.g_00892
OG0001348	Syaq.g_02703	Prbe.g_00003
OG0001349	Syaq.g_00942	Prbe.g_00349
OG0001350	Syaq.g_01580	Prbe.g_01789
OG0001351	Syaq.g_00476	Prbe.g_00675
OG0001352	Syaq.g_01904	Prbe.g_00454
OG0001353	Syaq.g_02379	Prbe.g_01255
OG0001354	Syaq.g_02503	Prbe.g_01360
OG0001355	Syaq.g_00797	Prbe.g_01414
OG0001356	Syaq.g_02555	Prbe.g_00997
OG0001359	Syaq.g_00699	Prbe.g_00104
OG0001364	Syaq.g_00972	Prbe.g_00807
OG0001365	Syaq.g_01259	Prbe.g_01155
OG0001368	Syaq.g_00708	Prbe.g_01629, Prbe.g_00084, Prbe.g_00686
OG0001369	Syaq.g_01503	Prbe.g_01632
OG0001375	Syaq.g_00701	Prbe.g_00102
OG0001379	Syaq.g_00289	Prbe.g_00899
OG0001380	Syaq.g_01915	Prbe.g_01614
OG0001382	Syaq.g_00662	Prbe.g_01617
OG0001394	Syaq.g_02307	Prbe.g_00432
OG0001401	Syaq.g_02383	Prbe.g_01260
OG0001402	Syaq.g_02061	Prbe.g_00509
OG0001409	Syaq.g_00229	Prbe.g_01541
OG0001418	Syaq.g_00243	Prbe.g_00459
OG0001428	Syaq.g_01396	Prbe.g_01720
OG0001429	Syaq.g_02438	Prbe.g_01322
OG0001430	Syaq.g_01271	Prbe.g_01613
OG0001433	Syaq.g_00128	Prbe.g_00998
OG0001434	Syaq.g_02312	Prbe.g_00437
OG0001435	Syaq.g_02265	Prbe.g_00413
OG0001443	Syaq.g_01236	Prbe.g_01610
OG0001448	Syaq.g_01873	Prbe.g_00677
OG0001460	Syaq.g_00129	Prbe.g_00999
OG0001461	Syaq.g_02163	Prbe.g_00157
OG0001465	Syaq.g_02704	Prbe.g_01211
OG0001467	Syaq.g_00354	Prbe.g_00378
OG0001476	Syaq.g_00233	Prbe.g_01542
OG0001477	Syaq.g_02599	Prbe.g_00744
OG0001484	Syaq.g_02628	Prbe.g_00206
OG0001486	Syaq.g_00251	Prbe.g_01551
OG0001487	Syaq.g_00422	Prbe.g_00271
OG0001488	Syaq.g_00224	Prbe.g_01536
OG0001489	Syaq.g_00591	Prbe.g_00821
OG0001496	Syaq.g_02596	Prbe.g_00742
OG0001497	Syaq.g_02598	Prbe.g_00743
OG0001498	Syaq.g_00528	Prbe.g_01916
OG0001505	Syaq.g_00934, Syaq.g_00906	Prbe.g_00088
OG0001510	Syaq.g_01034	Prbe.g_00768
OG0001511	Syaq.g_01478	Prbe.g_01654
OG0001512	Syaq.g_01583	Prbe.g_01606
OG0001514	Syaq.g_02595	Prbe.g_00741
OG0001515	Syaq.g_02585	Prbe.g_00467
OG0001516	Syaq.g_02243	Prbe.g_01455
OG0001517	Syaq.g_00558	Prbe.g_01893
OG0001518	Syaq.g_01244	Prbe.g_01164
OG0001519	Syaq.g_01234	Prbe.g_01169
OG0001525	Syaq.g_02129	Prbe.g_01020
OG0001527	Syaq.g_01946	Prbe.g_00572
OG0001529	Syaq.g_01102	Prbe.g_00141
OG0001530	Syaq.g_01480	Prbe.g_01653
OG0001531	Syaq.g_01584	Prbe.g_01791
OG0001532	Syaq.g_00195	Prbe.g_01518
OG0001534	Syaq.g_00048	Prbe.g_01406
OG0001535	Syaq.g_00065	Prbe.g_01390
OG0001536	Syaq.g_02480	Prbe.g_01346
OG0001537	Syaq.g_02301	Prbe.g_00429
OG0001538	Syaq.g_02345	Prbe.g_01227
OG0001539	Syaq.g_02261	Prbe.g_00407
OG0001540	Syaq.g_01452	Prbe.g_01674
OG0001541	Syaq.g_01387	Prbe.g_01728
OG0001542	Syaq.g_01379	Prbe.g_01734
OG0001544	Syaq.g_01235	Prbe.g_01168
OG0001545	Syaq.g_01185	Prbe.g_01183
OG0001549	Syaq.g_02416	Prbe.g_01287
OG0001557	Syaq.g_02308	Prbe.g_00433
OG0001559	Syaq.g_01481	Prbe.g_01652
OG0001560	Syaq.g_01494	Prbe.g_01641
OG0001561	Syaq.g_00059	Prbe.g_01396
OG0001562	Syaq.g_00073	Prbe.g_01383
OG0001563	Syaq.g_00608	Prbe.g_00837
OG0001564	Syaq.g_02158	Prbe.g_00160
OG0001565	Syaq.g_02120	Prbe.g_00695
OG0001574	Syaq.g_01944	Prbe.g_00574
OG0001575	Syaq.g_01949	Prbe.g_00569
OG0001576	Syaq.g_00326	Prbe.g_00879
OG0001577	Syaq.g_00254	Prbe.g_01554
OG0001580	Syaq.g_01275	Prbe.g_00148
OG0001588	Syaq.g_00974	Prbe.g_01923
OG0001591	Syaq.g_02254	Prbe.g_00446
OG0001592	Syaq.g_01274	Prbe.g_00147
OG0001605	Syaq.g_01892	Prbe.g_00061
OG0001614	Syaq.g_01020	Prbe.g_00780
OG0001616	Syaq.g_00208	Prbe.g_01526
OG0001617	Syaq.g_02593	Prbe.g_01201
OG0001619	Syaq.g_02469	Prbe.g_01339
OG0001620	Syaq.g_00546	Prbe.g_01901
OG0001621	Syaq.g_00724	Prbe.g_01806
OG0001622	Syaq.g_01176	Prbe.g_01192
OG0001636	Syaq.g_01109	Prbe.g_00135
OG0001638	Syaq.g_01660	Prbe.g_00974
OG0001639	Syaq.g_01738	Prbe.g_00262
OG0001640	Syaq.g_02695	Prbe.g_01309
OG0001641	Syaq.g_02520	Prbe.g_01371
OG0001642	Syaq.g_02411	Prbe.g_01276
OG0001643	Syaq.g_02087	Prbe.g_01480
OG0001654	Syaq.g_01736	Prbe.g_00264
OG0001657	Syaq.g_01413	Prbe.g_01703
OG0001658	Syaq.g_01265	Prbe.g_00143
OG0001659	Syaq.g_00199	Prbe.g_00008
OG0001678	Syaq.g_00691	Prbe.g_00918
OG0001679	Syaq.g_02436	Prbe.g_01888
OG0001693	Syaq.g_02678	Prbe.g_01041
OG0001709	Syaq.g_00943	Prbe.g_00335
OG0001733	Syaq.g_02256	Prbe.g_01001
OG0001747	Syaq.g_01432	Prbe.g_01924
OG0001770	Syaq.g_02165	Prbe.g_01117
OG0001807	Syaq.g_00968	Prbe.g_00159
OG0001916	Syaq.g_01790	Prbe.g_00637
OG0001917	Syaq.g_00063	Prbe.g_01391
OG0001996	Syaq.g_01116	Prbe.g_00129
OG0002003	Syaq.g_02584	Prbe.g_00063
OG0002019	Syaq.g_00994	Prbe.g_00011
OG0002052	Syaq.g_02551	Prbe.g_01401
OG0002122	Syaq.g_02583	Prbe.g_00064
OG0002246	Syaq.g_00518	Prbe.g_01037
OG0002389	Syaq.g_00586	Prbe.g_00817
