Orthogroup	Syan	Prar
OG0001164	Syan.g_01392	Prar.g_01147
OG0001165	Syan.g_01397	Prar.g_01144
OG0001166	Syan.g_01430	Prar.g_01124
OG0001167	Syan.g_00992	Prar.g_01959
OG0001168	Syan.g_01456	Prar.g_01957
OG0001169	Syan.g_01458	Prar.g_00596
OG0001170	Syan.g_01460	Prar.g_00598
OG0001171	Syan.g_01470	Prar.g_00607
OG0001172	Syan.g_02110	Prar.g_01111
OG0001173	Syan.g_02111	Prar.g_01110
OG0001174	Syan.g_02119	Prar.g_01102
OG0001175	Syan.g_02120	Prar.g_01101
OG0001176	Syan.g_02253	Prar.g_01094
OG0001177	Syan.g_02256	Prar.g_01091
OG0001179	Syan.g_02218	Prar.g_01043
OG0001180	Syan.g_02191	Prar.g_01022
OG0001181	Syan.g_02187	Prar.g_01018
OG0001182	Syan.g_02179	Prar.g_01011
OG0001183	Syan.g_02166	Prar.g_00618
OG0001184	Syan.g_01929	Prar.g_00634
OG0001185	Syan.g_01902	Prar.g_00648
OG0001186	Syan.g_01864	Prar.g_00670
OG0001187	Syan.g_01811	Prar.g_00674
OG0001188	Syan.g_01806	Prar.g_00676
OG0001189	Syan.g_01723	Prar.g_00693
OG0001190	Syan.g_01565	Prar.g_00697
OG0001191	Syan.g_01578	Prar.g_00707
OG0001192	Syan.g_01585	Prar.g_00074
OG0001193	Syan.g_01626	Prar.g_00064
OG0001194	Syan.g_01627	Prar.g_00063
OG0001195	Syan.g_01628	Prar.g_00062
OG0001196	Syan.g_01693	Prar.g_00049
OG0001197	Syan.g_01695	Prar.g_00048
OG0001198	Syan.g_01793	Prar.g_00041
OG0001199	Syan.g_02913	Prar.g_00254
OG0001200	Syan.g_02915	Prar.g_00252
OG0001201	Syan.g_02975	Prar.g_00220
OG0001202	Syan.g_03084	Prar.g_00128
OG0001203	Syan.g_02426	Prar.g_00089
OG0001204	Syan.g_02097	Prar.g_00084
OG0001205	Syan.g_01337	Prar.g_00493
OG0001206	Syan.g_02880	Prar.g_00511
OG0001207	Syan.g_02772	Prar.g_00527
OG0001208	Syan.g_02762	Prar.g_00532
OG0001209	Syan.g_01163	Prar.g_01365
OG0001210	Syan.g_00830	Prar.g_01370
OG0001211	Syan.g_00852	Prar.g_01380
OG0001212	Syan.g_01002	Prar.g_01426
OG0001213	Syan.g_01141	Prar.g_01459
OG0001214	Syan.g_00814	Prar.g_01467
OG0001215	Syan.g_00539	Prar.g_01520
OG0001216	Syan.g_00319	Prar.g_01601
OG0001217	Syan.g_00617	Prar.g_01638
OG0001219	Syan.g_00477	Prar.g_01672
OG0001220	Syan.g_00203	Prar.g_01735
OG0001221	Syan.g_01446	Prar.g_01787
OG0001222	Syan.g_00552	Prar.g_01825
OG0001223	Syan.g_00599	Prar.g_01851
OG0001224	Syan.g_00294	Prar.g_01900
OG0001225	Syan.g_00292	Prar.g_01902
OG0001226	Syan.g_02922	Prar.g_01928
OG0001227	Syan.g_00940	Prar.g_01947
OG0001228	Syan.g_01938	Prar.g_01218
OG0001229	Syan.g_02631	Prar.g_00913
OG0001230	Syan.g_01288	Prar.g_00347
OG0001231	Syan.g_01764	Prar.g_00751
OG0001232	Syan.g_01439	Prar.g_01120
OG0001233	Syan.g_01461	Prar.g_00599
OG0001234	Syan.g_01995	Prar.g_01099
OG0001235	Syan.g_02130	Prar.g_01089
OG0001236	Syan.g_01933	Prar.g_00631
OG0001237	Syan.g_01928	Prar.g_00635
OG0001239	Syan.g_02910	Prar.g_00547
OG0001240	Syan.g_02963	Prar.g_00235
OG0001242	Syan.g_02297	Prar.g_00209
OG0001243	Syan.g_02289	Prar.g_00203
OG0001244	Syan.g_03004	Prar.g_00187
OG0001245	Syan.g_00179	Prar.g_00441
OG0001246	Syan.g_02734	Prar.g_01335
OG0001247	Syan.g_00199	Prar.g_01513
OG0001249	Syan.g_02150	Prar.g_01661
OG0001250	Syan.g_00382	Prar.g_01724
OG0001251	Syan.g_00490	Prar.g_01760
OG0001252	Syan.g_00304	Prar.g_01895
OG0001253	Syan.g_00099	Prar.g_01948
OG0001254	Syan.g_01148	Prar.g_01294
OG0001256	Syan.g_01384	Prar.g_00758
OG0001257	Syan.g_00925, Syan.g_00217	Prar.g_00752
OG0001258	Syan.g_01395	Prar.g_01146
OG0001259	Syan.g_01459	Prar.g_00597
OG0001260	Syan.g_01478	Prar.g_00613
OG0001261	Syan.g_02209	Prar.g_01035
OG0001262	Syan.g_01721	Prar.g_00691
OG0001263	Syan.g_02286	Prar.g_00200
OG0001265	Syan.g_02299	Prar.g_00210
OG0001266	Syan.g_03088	Prar.g_00124
OG0001267	Syan.g_02023	Prar.g_00307
OG0001268	Syan.g_02138	Prar.g_00399
OG0001270	Syan.g_02393	Prar.g_00482
OG0001271	Syan.g_02849	Prar.g_00522
OG0001272	Syan.g_02758	Prar.g_00536
OG0001274	Syan.g_01528	Prar.g_01533
OG0001275	Syan.g_00628	Prar.g_01860
OG0001276	Syan.g_00360	Prar.g_01879
OG0001277	Syan.g_00007	Prar.g_01937
OG0001278	Syan.g_02585	Prar.g_01213
OG0001281	Syan.g_01220	Prar.g_00950
OG0001282	Syan.g_02774	Prar.g_00910
OG0001283	Syan.g_01687	Prar.g_00891
OG0001284	Syan.g_01369	Prar.g_00777
OG0001285	Syan.g_00977	Prar.g_01966
OG0001287	Syan.g_01894	Prar.g_00655
OG0001289	Syan.g_02942	Prar.g_00241
OG0001291	Syan.g_02273	Prar.g_00193
OG0001292	Syan.g_02091	Prar.g_00079
OG0001293	Syan.g_02051	Prar.g_00326
OG0001294	Syan.g_00758	Prar.g_00439
OG0001295	Syan.g_00836	Prar.g_00516
OG0001296	Syan.g_02728	Prar.g_01340
OG0001298	Syan.g_00944	Prar.g_01406
OG0001299	Syan.g_00764	Prar.g_01496
OG0001303	Syan.g_00479	Prar.g_01864
OG0001304	Syan.g_00345	Prar.g_01889
OG0001305	Syan.g_00191	Prar.g_01908
OG0001306	Syan.g_02714	Prar.g_01277
OG0001308	Syan.g_01248	Prar.g_00837
OG0001309	Syan.g_01196	Prar.g_00754
OG0001310	Syan.g_01422	Prar.g_01131
OG0001311	Syan.g_00358	Prar.g_01881
OG0001312	Syan.g_00496	Prar.g_01814
OG0001315	Syan.g_02168	Prar.g_00556
OG0001317	Syan.g_02422	Prar.g_00093
OG0001318	Syan.g_02060	Prar.g_00331
OG0001319	Syan.g_02034	Prar.g_00315
OG0001323	Syan.g_01193	Prar.g_01349
OG0001325	Syan.g_00323	Prar.g_01604
OG0001326	Syan.g_01636	Prar.g_01547
OG0001327	Syan.g_00753	Prar.g_01920
OG0001328	Syan.g_02675	Prar.g_01946
OG0001329	Syan.g_00838	Prar.g_01302
OG0001330	Syan.g_01202	Prar.g_00977
OG0001331	Syan.g_02779	Prar.g_00905
OG0001332	Syan.g_00412	Prar.g_00804
OG0001333	Syan.g_01455	Prar.g_01958
OG0001336	Syan.g_01688	Prar.g_00052
OG0001341	Syan.g_00524	Prar.g_01636
OG0001345	Syan.g_02655	Prar.g_01244
OG0001346	Syan.g_01214	Prar.g_00954
OG0001351	Syan.g_02804	Prar.g_00502
OG0001356	Syan.g_00067, Syan.g_00246	Prar.g_01181
OG0001358	Syan.g_00017	Prar.g_01450
OG0001360	Syan.g_02653	Prar.g_01949
OG0001361	Syan.g_02658	Prar.g_01247
OG0001364	Syan.g_01950	Prar.g_00624
OG0001365	Syan.g_01570	Prar.g_00701
OG0001369	Syan.g_02962	Prar.g_00236
OG0001371	Syan.g_02927, Syan.g_02928	Prar.g_01509
OG0001373	Syan.g_01635	Prar.g_01548
OG0001374	Syan.g_01644	Prar.g_01540
OG0001376	Syan.g_00511	Prar.g_01914
OG0001377	Syan.g_00510	Prar.g_01915
OG0001378	Syan.g_02392	Prar.g_01325
OG0001380	Syan.g_00442	Prar.g_00923
OG0001382	Syan.g_00680	Prar.g_00738
OG0001385	Syan.g_01632	Prar.g_01551
OG0001386	Syan.g_01633	Prar.g_01550
OG0001387	Syan.g_01634	Prar.g_01549
OG0001388	Syan.g_01637	Prar.g_01546
OG0001389	Syan.g_01639	Prar.g_01545
OG0001390	Syan.g_01640	Prar.g_01544
OG0001391	Syan.g_01641	Prar.g_01543
OG0001392	Syan.g_01642	Prar.g_01542
OG0001393	Syan.g_01643	Prar.g_01541
OG0001395	Syan.g_00340	Prar.g_01891
OG0001399	Syan.g_02175	Prar.g_01097
OG0001403	Syan.g_01744	Prar.g_00008
OG0001404	Syan.g_00343	Prar.g_00550
OG0001406	Syan.g_00512	Prar.g_01913
OG0001407	Syan.g_00455	Prar.g_01926
OG0001408	Syan.g_00073	Prar.g_01932, Prar.g_01931
OG0001409	Syan.g_00284	Prar.g_01256
OG0001413	Syan.g_00029	Prar.g_00763
OG0001415	Syan.g_01004	Prar.g_00096
OG0001416	Syan.g_00103	Prar.g_00507
OG0001417	Syan.g_00583	Prar.g_00518, Prar.g_00519
OG0001418	Syan.g_02689	Prar.g_01514
OG0001419	Syan.g_00454	Prar.g_01927
OG0001420	Syan.g_01180	Prar.g_01316
OG0001422	Syan.g_00645	Prar.g_00734
OG0001423	Syan.g_01318	Prar.g_01560
OG0001428	Syan.g_03039	Prar.g_00155
OG0001429	Syan.g_00480	Prar.g_01673
OG0001432	Syan.g_00092	Prar.g_00764
OG0001433	Syan.g_00245	Prar.g_01180
OG0001435	Syan.g_00745	Prar.g_01772
OG0001437	Syan.g_01005	Prar.g_00097
OG0001438	Syan.g_02009	Prar.g_00294
OG0001439	Syan.g_01986	Prar.g_00280
OG0001441	Syan.g_01191	Prar.g_01351
OG0001442	Syan.g_00709	Prar.g_01629
OG0001447	Syan.g_02288	Prar.g_00202
OG0001452	Syan.g_02066	Prar.g_01762
OG0001453	Syan.g_00608	Prar.g_01854
OG0001454	Syan.g_00418	Prar.g_01942
OG0001456	Syan.g_01646	Prar.g_01286
OG0001457	Syan.g_01647	Prar.g_01285
OG0001458	Syan.g_01648	Prar.g_01284
OG0001459	Syan.g_02343	Prar.g_00996
OG0001462	Syan.g_01737	Prar.g_00003
OG0001467	Syan.g_00107	Prar.g_01662
OG0001470	Syan.g_01815	Prar.g_00889
OG0001471	Syan.g_01991	Prar.g_00762
OG0001473	Syan.g_00133	Prar.g_00671
OG0001474	Syan.g_02137	Prar.g_00400
OG0001475	Syan.g_01833	Prar.g_00887
OG0001479	Syan.g_02140	Prar.g_00397
OG0001480	Syan.g_00072	Prar.g_00429
OG0001486	Syan.g_02698	Prar.g_01265
OG0001492	Syan.g_02588	Prar.g_01216
OG0001493	Syan.g_02578	Prar.g_01208
OG0001502	Syan.g_00401	Prar.g_01657
OG0001504	Syan.g_02344	Prar.g_00995
OG0001507	Syan.g_02695	Prar.g_00714
OG0001508	Syan.g_01814	Prar.g_00890
OG0001520	Syan.g_00943	Prar.g_00454, Prar.g_00455
OG0001522	Syan.g_00464	Prar.g_01716
OG0001528	Syan.g_01818	Prar.g_00888
OG0001546	Syan.g_01188	Prar.g_01354
OG0001553	Syan.g_01282	Prar.g_00342
OG0001554	Syan.g_00282	Prar.g_00756
OG0001566	Syan.g_01072	Prar.g_01506
OG0001584	Syan.g_00701	Prar.g_01806
OG0001587	Syan.g_01482	Prar.g_01118
OG0001588	Syan.g_02262	Prar.g_00363
OG0001625	Syan.g_02057	Prar.g_00329
OG0001627	Syan.g_02410	Prar.g_01643
OG0001647	Syan.g_02032	Prar.g_00314
OG0001712	Syan.g_00786	Prar.g_00472
OG0001726	Syan.g_00041	Prar.g_00469
OG0001774	Syan.g_02509	Prar.g_01507
OG0001919	Syan.g_00078	Prar.g_00461
OG0001924	Syan.g_00021	Prar.g_01574
OG0001925	Syan.g_00022	Prar.g_01573
OG0001926	Syan.g_00023	Prar.g_01572
OG0001927	Syan.g_00024	Prar.g_01571
OG0001993	Syan.g_00019	Prar.g_01576
OG0001994	Syan.g_00020	Prar.g_01575
OG0002097	Syan.g_01105	Prar.g_00854
OG0002111	Syan.g_00413	Prar.g_01421
OG0002274	Syan.g_01104	Prar.g_00853
OG0002364	Syan.g_00481	Prar.g_01674
OG0002379	Syan.g_00214	Prar.g_00587
OG0003029	Syan.g_01233	Prar.g_01191
OG0003214	Syan.g_02073	Prar.g_01073
