Orthogroup	Prba	Syak
OG0001168	Prba.g_00582	Syak.g_02364
OG0001169	Prba.g_00580	Syak.g_02362
OG0001170	Prba.g_00578	Syak.g_02360
OG0001171	Prba.g_00569	Syak.g_02349
OG0001172	Prba.g_00360	Syak.g_01388
OG0001173	Prba.g_00361	Syak.g_01387
OG0001174	Prba.g_00369	Syak.g_01379
OG0001175	Prba.g_00370	Syak.g_01378
OG0001176	Prba.g_00377	Syak.g_01354
OG0001177	Prba.g_00380	Syak.g_01356
OG0001178	Prba.g_00385	Syak.g_02411
OG0001179	Prba.g_00413	Syak.g_01324
OG0001181	Prba.g_01048	Syak.g_01296
OG0001182	Prba.g_01055	Syak.g_01287
OG0001183	Prba.g_01060	Syak.g_01282
OG0001184	Prba.g_01076	Syak.g_01571
OG0001185	Prba.g_00762	Syak.g_01643
OG0001186	Prba.g_00786	Syak.g_01709
OG0001187	Prba.g_00790	Syak.g_01712
OG0001188	Prba.g_00793	Syak.g_01714
OG0001189	Prba.g_00810	Syak.g_01736
OG0001190	Prba.g_00814	Syak.g_01942
OG0001191	Prba.g_00824	Syak.g_01928
OG0001192	Prba.g_00829	Syak.g_01921
OG0001193	Prba.g_00839	Syak.g_01888
OG0001194	Prba.g_00840	Syak.g_01882
OG0001195	Prba.g_00841	Syak.g_01881
OG0001196	Prba.g_01782	Syak.g_01811
OG0001197	Prba.g_01783	Syak.g_01809
OG0001198	Prba.g_01790	Syak.g_01798
OG0001199	Prba.g_01862	Syak.g_02249
OG0001200	Prba.g_01864	Syak.g_02247
OG0001201	Prba.g_01896	Syak.g_02191
OG0001202	Prba.g_00655	Syak.g_02061
OG0001203	Prba.g_00457	Syak.g_02307
OG0001204	Prba.g_00462	Syak.g_01404
OG0001205	Prba.g_01016	Syak.g_01181
OG0001206	Prba.g_00999	Syak.g_01148
OG0001207	Prba.g_00984	Syak.g_02566
OG0001208	Prba.g_00979	Syak.g_02576
OG0001209	Prba.g_00926	Syak.g_02643
OG0001210	Prba.g_01775	Syak.g_02654
OG0001211	Prba.g_01765	Syak.g_02669
OG0001212	Prba.g_01721	Syak.g_02728
OG0001213	Prba.g_01688	Syak.g_00025
OG0001214	Prba.g_01680	Syak.g_00037
OG0001215	Prba.g_01627	Syak.g_00697
OG0001216	Prba.g_01592	Syak.g_00805
OG0001217	Prba.g_01554	Syak.g_00138
OG0001218	Prba.g_01547	Syak.g_01093
OG0001219	Prba.g_01510	Syak.g_00551
OG0001220	Prba.g_01447	Syak.g_00580
OG0001221	Prba.g_01384	Syak.g_00390
OG0001222	Prba.g_01345	Syak.g_00517
OG0001223	Prba.g_01319	Syak.g_00472
OG0001224	Prba.g_01268	Syak.g_00739
OG0001226	Prba.g_01240	Syak.g_02239
OG0001227	Prba.g_01222	Syak.g_00963
OG0001228	Prba.g_00018	Syak.g_00619
OG0001229	Prba.g_00198	Syak.g_00711
OG0001230	Prba.g_00105	Syak.g_01030
OG0001231	Prba.g_00291	Syak.g_01777
OG0001232	Prba.g_00597	Syak.g_02385
OG0001233	Prba.g_00577	Syak.g_02359
OG0001234	Prba.g_00372	Syak.g_01374
OG0001235	Prba.g_00382	Syak.g_01362
OG0001236	Prba.g_01073	Syak.g_01568
OG0001237	Prba.g_01077	Syak.g_01573
OG0001238	Prba.g_00825	Syak.g_01926
OG0001239	Prba.g_01859	Syak.g_02252
OG0001240	Prba.g_01881	Syak.g_02206
OG0001241	Prba.g_01889	Syak.g_02197
OG0001242	Prba.g_01907	Syak.g_02168
OG0001243	Prba.g_01913	Syak.g_02160
OG0001244	Prba.g_01929	Syak.g_02132
OG0001245	Prba.g_00874	Syak.g_00248
OG0001246	Prba.g_00957	Syak.g_02604
OG0001247	Prba.g_01634	Syak.g_00618
OG0001248	Prba.g_01632	Syak.g_00147
OG0001249	Prba.g_01521	Syak.g_01251
OG0001250	Prba.g_01458	Syak.g_00602
OG0001251	Prba.g_01410	Syak.g_01875
OG0001252	Prba.g_01273	Syak.g_00754
OG0001253	Prba.g_01221	Syak.g_00250
OG0001254	Prba.g_00095	Syak.g_00272
OG0001255	Prba.g_00080	Syak.g_00066
OG0001256	Prba.g_00298	Syak.g_02430
OG0001257	Prba.g_00292	Syak.g_02502
OG0001258	Prba.g_00229	Syak.g_02420
OG0001259	Prba.g_00579	Syak.g_02361
OG0001260	Prba.g_00563	Syak.g_02332
OG0001261	Prba.g_00421	Syak.g_01315
OG0001262	Prba.g_00808	Syak.g_01734
OG0001263	Prba.g_01916	Syak.g_02157
OG0001265	Prba.g_01906	Syak.g_02170
OG0001266	Prba.g_00659	Syak.g_02057
OG0001267	Prba.g_00497	Syak.g_01459
OG0001268	Prba.g_00555	Syak.g_01240
OG0001269	Prba.g_00853	Syak.g_02323
OG0001270	Prba.g_01027	Syak.g_01194
OG0001271	Prba.g_00989	Syak.g_01121
OG0001272	Prba.g_00975	Syak.g_02580
OG0001273	Prba.g_01686	Syak.g_00030
OG0001274	Prba.g_01614	Syak.g_01988
OG0001275	Prba.g_01309	Syak.g_00633
OG0001276	Prba.g_01289	Syak.g_00649
OG0001277	Prba.g_01232	Syak.g_01829
OG0001278	Prba.g_00013	Syak.g_00671
OG0001279	Prba.g_01136	Syak.g_00105
OG0001280	Prba.g_01191	Syak.g_00933
OG0001281	Prba.g_01197	Syak.g_00944
OG0001282	Prba.g_00195	Syak.g_02564
OG0001283	Prba.g_00176	Syak.g_01818
OG0001284	Prba.g_00318	Syak.g_02446
OG0001285	Prba.g_00594	Syak.g_02381
OG0001286	Prba.g_00433	Syak.g_01301
OG0001287	Prba.g_00770	Syak.g_01652
OG0001288	Prba.g_00779	Syak.g_01686
OG0001289	Prba.g_01875	Syak.g_02222
OG0001290	Prba.g_01888	Syak.g_02198
OG0001291	Prba.g_01923	Syak.g_02147
OG0001292	Prba.g_00467	Syak.g_01410
OG0001293	Prba.g_00479	Syak.g_01432
OG0001294	Prba.g_00872	Syak.g_00355
OG0001295	Prba.g_00994	Syak.g_00740
OG0001296	Prba.g_00952	Syak.g_02610
OG0001297	Prba.g_00947	Syak.g_02614
OG0001298	Prba.g_01739	Syak.g_02703
OG0001299	Prba.g_01651	Syak.g_00349
OG0001300	Prba.g_01624	Syak.g_00706
OG0001301	Prba.g_01621	Syak.g_00721
OG0001302	Prba.g_01512	Syak.g_00068
OG0001303	Prba.g_01305	Syak.g_00548
OG0001304	Prba.g_01279	Syak.g_00664
OG0001305	Prba.g_01260	Syak.g_00728
OG0001306	Prba.g_00078	Syak.g_00915
OG0001307	Prba.g_00213	Syak.g_00344
OG0001308	Prba.g_00703	Syak.g_01054
OG0001309	Prba.g_00294	Syak.g_02620
OG0001311	Prba.g_01287	Syak.g_00651
OG0001312	Prba.g_01356	Syak.g_00537
OG0001314	Prba.g_01562	Syak.g_00124
OG0001315	Prba.g_01850	Syak.g_01284
OG0001316	Prba.g_01928	Syak.g_02140
OG0001317	Prba.g_00453	Syak.g_02302
OG0001318	Prba.g_00475	Syak.g_01424
OG0001319	Prba.g_00490	Syak.g_01448
OG0001321	Prba.g_01010	Syak.g_01172
OG0001322	Prba.g_01009	Syak.g_01171
OG0001323	Prba.g_00942	Syak.g_02623
OG0001324	Prba.g_01623	Syak.g_00707
OG0001325	Prba.g_01589	Syak.g_00800
OG0001326	Prba.g_01422	Syak.g_01870, Syak.g_01154
OG0001327	Prba.g_01248	Syak.g_00362
OG0001328	Prba.g_01223	Syak.g_00383
OG0001329	Prba.g_00104, Prba.g_00721	Syak.g_00280
OG0001330	Prba.g_01166	Syak.g_00925
OG0001331	Prba.g_00190	Syak.g_02559
OG0001332	Prba.g_00345	Syak.g_02485
OG0001333	Prba.g_00583	Syak.g_02365
OG0001334	Prba.g_01063	Syak.g_01274
OG0001335	Prba.g_01064	Syak.g_01273
OG0001336	Prba.g_01779	Syak.g_01817
OG0001340	Prba.g_00544	Syak.g_01261
OG0001343	Prba.g_01413	Syak.g_01877
OG0001344	Prba.g_00059	Syak.g_00893
OG0001345	Prba.g_00044	Syak.g_00856
OG0001346	Prba.g_01193	Syak.g_00937
OG0001351	Prba.g_01007	Syak.g_01164
OG0001352	Prba.g_01637	Syak.g_00764
OG0001353	Prba.g_01467	Syak.g_00612
OG0001354	Prba.g_01327	Syak.g_00485
OG0001355	Prba.g_00262	Syak.g_00144
OG0001356	Prba.g_01535	Syak.g_00773
OG0001358	Prba.g_01697	Syak.g_00007
OG0001359	Prba.g_01412	Syak.g_01878
OG0001360	Prba.g_01220	Syak.g_00854
OG0001361	Prba.g_00047	Syak.g_00859
OG0001364	Prba.g_01066	Syak.g_01552
OG0001365	Prba.g_00818	Syak.g_01937
OG0001369	Prba.g_01880	Syak.g_02207
OG0001371	Prba.g_01638	Syak.g_02231
OG0001373	Prba.g_01423	Syak.g_01871
OG0001374	Prba.g_01415	Syak.g_01863
OG0001375	Prba.g_01414	Syak.g_01876
OG0001376	Prba.g_01254	Syak.g_01916
OG0001377	Prba.g_01253	Syak.g_01917
OG0001378	Prba.g_00750	Syak.g_01196
OG0001379	Prba.g_01186	Syak.g_00927
OG0001380	Prba.g_00208	Syak.g_00237
OG0001382	Prba.g_00277	Syak.g_01169
OG0001385	Prba.g_01426	Syak.g_01874
OG0001386	Prba.g_01425	Syak.g_01873
OG0001387	Prba.g_01424	Syak.g_01872
OG0001388	Prba.g_01421	Syak.g_01869
OG0001389	Prba.g_01420	Syak.g_01868
OG0001390	Prba.g_01419	Syak.g_01867
OG0001391	Prba.g_01418	Syak.g_01866
OG0001392	Prba.g_01417	Syak.g_01865
OG0001393	Prba.g_01416	Syak.g_01864
OG0001395	Prba.g_01277	Syak.g_00789
OG0001398	Prba.g_00265	Syak.g_00571
OG0001399	Prba.g_00374	Syak.g_01977, Syak.g_01103
OG0001402	Prba.g_01540	Syak.g_00012
OG0001405	Prba.g_00542	Syak.g_01271
OG0001406	Prba.g_01255	Syak.g_01915
OG0001408	Prba.g_01237	Syak.g_00087
OG0001409	Prba.g_00056	Syak.g_00878
OG0001410	Prba.g_00212	Syak.g_00343
OG0001413	Prba.g_00303	Syak.g_00103
OG0001416	Prba.g_01002	Syak.g_00941
OG0001417	Prba.g_00992	Syak.g_00486
OG0001420	Prba.g_00741	Syak.g_00997, Syak.g_02635
OG0001422	Prba.g_00272	Syak.g_00928
OG0001425	Prba.g_00828	Syak.g_01922
OG0001429	Prba.g_01509	Syak.g_00547
OG0001430	Prba.g_01161	Syak.g_01949, Syak.g_00314
OG0001432	Prba.g_00305	Syak.g_00095
OG0001433	Prba.g_01536	Syak.g_00771
OG0001434	Prba.g_01376	Syak.g_00404
OG0001439	Prba.g_00523	Syak.g_01506
OG0001442	Prba.g_01564	Syak.g_00415
OG0001447	Prba.g_01914	Syak.g_02159
OG0001448	Prba.g_00860	Syak.g_00121
OG0001449	Prba.g_00896	Syak.g_01401
OG0001452	Prba.g_01408	Syak.g_01419
OG0001453	Prba.g_01315	Syak.g_00465
OG0001454	Prba.g_01227	Syak.g_00249
OG0001456	Prba.g_00087	Syak.g_01855
OG0001457	Prba.g_00086	Syak.g_01854
OG0001458	Prba.g_00085	Syak.g_01853
OG0001459	Prba.g_01150	Syak.g_00311
OG0001460	Prba.g_01537	Syak.g_00770
OG0001462	Prba.g_01827	Syak.g_01750
OG0001464	Prba.g_00545	Syak.g_01260
OG0001465	Prba.g_01615	Syak.g_00775
OG0001467	Prba.g_01520	Syak.g_01022
OG0001471	Prba.g_00302	Syak.g_01501
OG0001473	Prba.g_00787	Syak.g_00102
OG0001474	Prba.g_00556	Syak.g_01239
OG0001475	Prba.g_00162	Syak.g_01594
OG0001479	Prba.g_00553	Syak.g_01242
OG0001480	Prba.g_00862	Syak.g_00084
OG0001482	Prba.g_01004	Syak.g_00476
OG0001486	Prba.g_00066	Syak.g_00900
OG0001492	Prba.g_00016	Syak.g_00668
OG0001493	Prba.g_00008	Syak.g_00676
OG0001502	Prba.g_01529	Syak.g_00586
OG0001504	Prba.g_01151	Syak.g_00310
OG0001508	Prba.g_00174	Syak.g_01591
OG0001520	Prba.g_00888	Syak.g_02689
OG0001525	Prba.g_00286	Syak.g_00091
OG0001546	Prba.g_00937	Syak.g_02627
OG0001547	Prba.g_01527	Syak.g_00564
OG0001549	Prba.g_01440	Syak.g_00577
OG0001551	Prba.g_00088	Syak.g_00689
OG0001553	Prba.g_00716	Syak.g_01037
OG0001554	Prba.g_00296	Syak.g_01945
OG0001564	Prba.g_00133	Syak.g_01860
OG0001565	Prba.g_01042	Syak.g_00083
OG0001567	Prba.g_01528	Syak.g_00565
OG0001568	Prba.g_01526	Syak.g_00562
OG0001570	Prba.g_00738	Syak.g_00574
OG0001582	Prba.g_00993	Syak.g_00231
OG0001602	Prba.g_01616	Syak.g_00776
OG0001633	Prba.g_00199	Syak.g_00662
OG0001635	Prba.g_00244	Syak.g_01690
OG0001666	Prba.g_01149	Syak.g_00212
OG0001712	Prba.g_00917	Syak.g_00225
OG0001726	Prba.g_00914	Syak.g_00572
OG0001745	Prba.g_00306	Syak.g_00281
OG0002029	Prba.g_01148	Syak.g_01128
OG0002112	Prba.g_00908	Syak.g_01488
OG0002157	Prba.g_00909	Syak.g_01489
OG0002158	Prba.g_00907	Syak.g_01487
OG0002349	Prba.g_00575	Syak.g_02357
OG0002565	Prba.g_01119	Syak.g_02272
