Orthogroup	Pral	Syab
OG0001158	Pral.g_01103	Syab.g_02176
OG0001159	Pral.g_01102	Syab.g_02177
OG0001160	Pral.g_01076	Syab.g_02231
OG0001161	Pral.g_00045	Syab.g_02797
OG0001163	Pral.g_00098	Syab.g_02241
OG0001164	Pral.g_00102	Syab.g_02247
OG0001165	Pral.g_00105	Syab.g_02252
OG0001166	Pral.g_00126	Syab.g_02296
OG0001167	Pral.g_00143	Syab.g_02322
OG0001168	Pral.g_00145	Syab.g_02324
OG0001169	Pral.g_00147	Syab.g_02326
OG0001170	Pral.g_00149	Syab.g_02328
OG0001171	Pral.g_00160	Syab.g_02339
OG0001172	Pral.g_00175	Syab.g_00371
OG0001173	Pral.g_00176	Syab.g_00372
OG0001174	Pral.g_00184	Syab.g_00380
OG0001175	Pral.g_00185	Syab.g_00381
OG0001176	Pral.g_00194	Syab.g_00398
OG0001177	Pral.g_00196	Syab.g_00396
OG0001178	Pral.g_00112	Syab.g_02263
OG0001179	Pral.g_00226	Syab.g_00427
OG0001180	Pral.g_00249	Syab.g_00453
OG0001181	Pral.g_00253	Syab.g_00457
OG0001182	Pral.g_00261	Syab.g_00467
OG0001183	Pral.g_00267	Syab.g_00474
OG0001184	Pral.g_00284	Syab.g_00196
OG0001185	Pral.g_00300	Syab.g_00119
OG0001186	Pral.g_00324	Syab.g_00085
OG0001187	Pral.g_00327	Syab.g_00081
OG0001188	Pral.g_00329	Syab.g_00079
OG0001189	Pral.g_00346	Syab.g_00058
OG0001190	Pral.g_00351	Syab.g_02755
OG0001191	Pral.g_00361	Syab.g_02771
OG0001192	Pral.g_00366	Syab.g_02778
OG0001193	Pral.g_00380	Syab.g_02827
OG0001194	Pral.g_00381	Syab.g_02833
OG0001195	Pral.g_00382	Syab.g_02834
OG0001196	Pral.g_00398	Syab.g_02896
OG0001197	Pral.g_00400	Syab.g_02898
OG0001198	Pral.g_00407	Syab.g_02911
OG0001200	Pral.g_00971	Syab.g_02442
OG0001201	Pral.g_00939	Syab.g_02501
OG0001203	Pral.g_00802	Syab.g_02369
OG0001205	Pral.g_00648	Syab.g_00593
OG0001206	Pral.g_00626	Syab.g_00641
OG0001207	Pral.g_00615	Syab.g_02088
OG0001208	Pral.g_00609	Syab.g_02098
OG0001209	Pral.g_00555	Syab.g_02038
OG0001210	Pral.g_00550	Syab.g_02030
OG0001211	Pral.g_00540	Syab.g_02013
OG0001212	Pral.g_00493	Syab.g_01955
OG0001213	Pral.g_00458	Syab.g_01886
OG0001214	Pral.g_01438	Syab.g_01872
OG0001215	Pral.g_01751	Syab.g_01171
OG0001216	Pral.g_01727	Syab.g_01269
OG0001217	Pral.g_00023	Syab.g_01464
OG0001218	Pral.g_01308	Syab.g_00723
OG0001220	Pral.g_01542	Syab.g_01737
OG0001221	Pral.g_01788	Syab.g_01607
OG0001222	Pral.g_01605	Syab.g_01396
OG0001223	Pral.g_01610	Syab.g_01345
OG0001224	Pral.g_01565	Syab.g_01214
OG0001225	Pral.g_01563	Syab.g_01212
OG0001226	Pral.g_01320, Pral.g_00967	Syab.g_02450
OG0001227	Pral.g_01327	Syab.g_00891
OG0001228	Pral.g_01421	Syab.g_01697
OG0001229	Pral.g_01299	Syab.g_01184
OG0001230	Pral.g_01174	Syab.g_00791
OG0001232	Pral.g_00130	Syab.g_02306
OG0001233	Pral.g_00150	Syab.g_02329
OG0001234	Pral.g_00188	Syab.g_00385
OG0001235	Pral.g_00192	Syab.g_00391
OG0001236	Pral.g_00281	Syab.g_00200
OG0001237	Pral.g_00285	Syab.g_00192
OG0001238	Pral.g_00362	Syab.g_02773
OG0001239	Pral.g_00976	Syab.g_02437
OG0001240	Pral.g_00954	Syab.g_02484
OG0001241	Pral.g_00945	Syab.g_02494
OG0001242	Pral.g_00926	Syab.g_02525
OG0001243	Pral.g_00919	Syab.g_02533
OG0001244	Pral.g_00904	Syab.g_02561
OG0001245	Pral.g_01840	Syab.g_01762
OG0001246	Pral.g_00016, Pral.g_00586	Syab.g_02126
OG0001247	Pral.g_01758	Syab.g_02825
OG0001248	Pral.g_01756	Syab.g_01163
OG0001249	Pral.g_00701	Syab.g_00514
OG0001250	Pral.g_01529	Syab.g_01714
OG0001251	Pral.g_01819	Syab.g_01816
OG0001253	Pral.g_01032	Syab.g_01761
OG0001254	Pral.g_00076	Syab.g_01749
OG0001256	Pral.g_01069	Syab.g_02238
OG0001258	Pral.g_00103	Syab.g_02250
OG0001259	Pral.g_00148	Syab.g_02327
OG0001260	Pral.g_00166	Syab.g_02350
OG0001261	Pral.g_00234	Syab.g_00436
OG0001262	Pral.g_00344	Syab.g_00060
OG0001263	Pral.g_00917	Syab.g_02536
OG0001265	Pral.g_00927	Syab.g_02523
OG0001266	Pral.g_00841	Syab.g_02639
OG0001267	Pral.g_00759	Syab.g_00295
OG0001268	Pral.g_00693	Syab.g_00529
OG0001269	Pral.g_01541	Syab.g_01809
OG0001270	Pral.g_00660	Syab.g_00579
OG0001271	Pral.g_00620	Syab.g_00694
OG0001272	Pral.g_00605	Syab.g_02102
OG0001273	Pral.g_01432	Syab.g_01878
OG0001274	Pral.g_00818	Syab.g_02706
OG0001275	Pral.g_01585	Syab.g_01330
OG0001276	Pral.g_01597	Syab.g_01313
OG0001277	Pral.g_01703	Syab.g_02163
OG0001278	Pral.g_01425	Syab.g_01152
OG0001279	Pral.g_00024	Syab.g_01807
OG0001280	Pral.g_01282	Syab.g_00918
OG0001281	Pral.g_01276	Syab.g_00906
OG0001282	Pral.g_01221	Syab.g_02086
OG0001283	Pral.g_00394	Syab.g_02885
OG0001284	Pral.g_01082	Syab.g_02211
OG0001285	Pral.g_00133	Syab.g_02309
OG0001286	Pral.g_00247	Syab.g_00451
OG0001287	Pral.g_00307	Syab.g_00111
OG0001288	Pral.g_00317	Syab.g_00094
OG0001289	Pral.g_00960	Syab.g_02465
OG0001290	Pral.g_00946	Syab.g_02493
OG0001291	Pral.g_00909	Syab.g_02546
OG0001292	Pral.g_00791	Syab.g_00348
OG0001293	Pral.g_00778	Syab.g_00322
OG0001294	Pral.g_00025	Syab.g_01564
OG0001296	Pral.g_00581	Syab.g_02132
OG0001297	Pral.g_00576	Syab.g_02136
OG0001298	Pral.g_00511	Syab.g_01980
OG0001299	Pral.g_01468	Syab.g_01557
OG0001300	Pral.g_01747	Syab.g_01180
OG0001301	Pral.g_01742	Syab.g_01197
OG0001302	Pral.g_01663	Syab.g_01844
OG0001304	Pral.g_01577	Syab.g_01298
OG0001305	Pral.g_01557	Syab.g_01204
OG0001306	Pral.g_01352	Syab.g_00941
OG0001307	Pral.g_01238	Syab.g_01552
OG0001308	Pral.g_01151	Syab.g_00759
OG0001309	Pral.g_00572	Syab.g_02142
OG0001310	Pral.g_00120	Syab.g_02288
OG0001311	Pral.g_01599	Syab.g_01311
OG0001312	Pral.g_01651	Syab.g_01414
OG0001313	Pral.g_01673	Syab.g_00652, Syab.g_00660, Syab.g_00651, Syab.g_00659
OG0001315	Pral.g_01326	Syab.g_00472
OG0001316	Pral.g_00905	Syab.g_02552
OG0001317	Pral.g_00806	Syab.g_02373
OG0001318	Pral.g_00782	Syab.g_00333
OG0001319	Pral.g_00766	Syab.g_00306
OG0001321	Pral.g_00642	Syab.g_00616
OG0001322	Pral.g_00641	Syab.g_00617
OG0001323	Pral.g_00570	Syab.g_02145
OG0001324	Pral.g_01746	Syab.g_01181
OG0001325	Pral.g_01724	Syab.g_01273
OG0001327	Pral.g_01810	Syab.g_01643
OG0001330	Pral.g_01047	Syab.g_00925
OG0001331	Pral.g_01216	Syab.g_02081
OG0001332	Pral.g_01112	Syab.g_02165
OG0001333	Pral.g_00144	Syab.g_02323
OG0001334	Pral.g_00270	Syab.g_00483
OG0001335	Pral.g_00271	Syab.g_00484
OG0001336	Pral.g_00395	Syab.g_02886
OG0001337	Pral.g_00707	Syab.g_00480, Syab.g_00502
OG0001338	Pral.g_00704	Syab.g_00495, Syab.g_00509, Syab.g_02229, Syab.g_00505
OG0001339	Pral.g_00943	Syab.g_02496
OG0001340	Pral.g_00706	Syab.g_00503
OG0001341	Pral.g_01304	Syab.g_01779
OG0001343	Pral.g_01822	Syab.g_00359
OG0001344	Pral.g_01371	Syab.g_00974
OG0001345	Pral.g_01389	Syab.g_01008
OG0001346	Pral.g_01280	Syab.g_00914
OG0001348	Pral.g_01303	Syab.g_01258
OG0001351	Pral.g_00634	Syab.g_00625
OG0001353	Pral.g_01520	Syab.g_01702
OG0001354	Pral.g_01617	Syab.g_01358
OG0001358	Pral.g_00467	Syab.g_01900
OG0001359	Pral.g_01821	Syab.g_00360
OG0001361	Pral.g_01386	Syab.g_00154, Syab.g_01005
OG0001362	Pral.g_01147	Syab.g_00754
OG0001363	Pral.g_01145	Syab.g_00752
OG0001364	Pral.g_00273	Syab.g_00211
OG0001365	Pral.g_00355	Syab.g_02760
OG0001369	Pral.g_00955	Syab.g_02483
OG0001375	Pral.g_01823	Syab.g_00358
OG0001379	Pral.g_01287	Syab.g_00923
OG0001381	Pral.g_01343	Syab.g_01937
OG0001394	Pral.g_01784	Syab.g_01599
OG0001397	Pral.g_01146	Syab.g_00753
OG0001398	Pral.g_01710	Syab.g_02457
OG0001401	Pral.g_01672	Syab.g_01708
OG0001402	Pral.g_00463	Syab.g_01896
OG0001404	Pral.g_00979	Syab.g_02433
OG0001405	Pral.g_00713	Syab.g_00486
OG0001407	Pral.g_00051	Syab.g_01158
OG0001409	Pral.g_01376	Syab.g_00988
OG0001410	Pral.g_01237	Syab.g_01550
OG0001414	Pral.g_00812	Syab.g_01938
OG0001415	Pral.g_00810	Syab.g_02471
OG0001419	Pral.g_00052	Syab.g_01159
OG0001425	Pral.g_00365	Syab.g_02777
OG0001429	Pral.g_01659	Syab.g_01423
OG0001430	Pral.g_01309	Syab.g_02743
OG0001434	Pral.g_01779	Syab.g_01594
OG0001435	Pral.g_01803	Syab.g_01637
OG0001438	Pral.g_00745	Syab.g_00280
OG0001443	Pral.g_01300	Syab.g_02794
OG0001448	Pral.g_01851	Syab.g_01789
OG0001450	Pral.g_01754	Syab.g_01081
OG0001452	Pral.g_01817	Syab.g_00338
OG0001461	Pral.g_00457	Syab.g_01754
OG0001463	Pral.g_00752	Syab.g_01104
OG0001467	Pral.g_01223	Syab.g_00805
OG0001476	Pral.g_01374	Syab.g_00984
OG0001481	Pral.g_00671	Syab.g_00621
OG0001484	Pral.g_01053	Syab.g_02849
OG0001486	Pral.g_01365	Syab.g_00967
OG0001489	Pral.g_00258	Syab.g_00462
OG0001494	Pral.g_01252	Syab.g_00180
OG0001498	Pral.g_00675	Syab.g_00552
OG0001499	Pral.g_01846	Syab.g_01112
OG0001510	Pral.g_00311	Syab.g_00103
OG0001511	Pral.g_00935	Syab.g_02509
OG0001512	Pral.g_01297	Syab.g_02368
OG0001515	Pral.g_01749	Syab.g_01176
OG0001516	Pral.g_01465	Syab.g_01554
OG0001517	Pral.g_00697	Syab.g_00524
OG0001518	Pral.g_00364	Syab.g_02775
OG0001519	Pral.g_00369	Syab.g_02796
OG0001522	Pral.g_01521	Syab.g_01703
OG0001527	Pral.g_00526	Syab.g_01998
OG0001529	Pral.g_01004	Syab.g_00051
OG0001530	Pral.g_00936	Syab.g_02507
OG0001531	Pral.g_00801	Syab.g_02367
OG0001532	Pral.g_01402	Syab.g_01024
OG0001534	Pral.g_01576	Syab.g_01297
OG0001535	Pral.g_01596	Syab.g_01316
OG0001536	Pral.g_01631	Syab.g_01388
OG0001537	Pral.g_01787	Syab.g_01606
OG0001538	Pral.g_01493	Syab.g_01278
OG0001539	Pral.g_01808	Syab.g_01641
OG0001540	Pral.g_00915	Syab.g_02538
OG0001541	Pral.g_00864	Syab.g_02603
OG0001542	Pral.g_00858	Syab.g_02614
OG0001543	Pral.g_01305	Syab.g_02686
OG0001544	Pral.g_00368	Syab.g_02795
OG0001545	Pral.g_00385	Syab.g_02874
OG0001557	Pral.g_01783	Syab.g_01598
OG0001558	Pral.g_00667	Syab.g_00021
OG0001559	Pral.g_00937	Syab.g_02506
OG0001560	Pral.g_00947	Syab.g_02492
OG0001561	Pral.g_01601	Syab.g_01309
OG0001562	Pral.g_01589	Syab.g_01324
OG0001565	Pral.g_01872	Syab.g_01837
OG0001574	Pral.g_00528	Syab.g_02000
OG0001575	Pral.g_00523	Syab.g_01995
OG0001576	Pral.g_01268	Syab.g_00896
OG0001577	Pral.g_01362	Syab.g_00964
OG0001579	Pral.g_00709	Syab.g_00489, Syab.g_00494
OG0001580	Pral.g_00997	Syab.g_02740
OG0001586	Pral.g_01260	Syab.g_00181
OG0001589	Pral.g_00153	Syab.g_02331
OG0001591	Pral.g_01770	Syab.g_01566
OG0001592	Pral.g_00998	Syab.g_02741
OG0001614	Pral.g_00299	Syab.g_00121
OG0001616	Pral.g_01392	Syab.g_01013
OG0001617	Pral.g_01745	Syab.g_01183
OG0001619	Pral.g_01641	Syab.g_01399
OG0001620	Pral.g_00689	Syab.g_00535
OG0001621	Pral.g_00786	Syab.g_00337
OG0001622	Pral.g_00393	Syab.g_02884
OG0001636	Pral.g_01010	Syab.g_00041
OG0001638	Pral.g_00118	Syab.g_02270
OG0001639	Pral.g_01109	Syab.g_02170
OG0001640	Pral.g_01572	Syab.g_01233
OG0001642	Pral.g_01540	Syab.g_02027
OG0001644	Pral.g_01714	Syab.g_01672
OG0001652	Pral.g_01678	Syab.g_00019
OG0001654	Pral.g_01111	Syab.g_02168
OG0001655	Pral.g_01302	Syab.g_02056, Syab.g_02672
OG0001656	Pral.g_00710	Syab.g_00493
OG0001657	Pral.g_00889	Syab.g_02575
OG0001658	Pral.g_01002	Syab.g_02754
OG0001659	Pral.g_00433	Syab.g_01020
OG0001671	Pral.g_01685	Syab.g_02691
OG0001673	Pral.g_00808	Syab.g_02375
OG0001676	Pral.g_00708	Syab.g_00492
OG0001678	Pral.g_00174	Syab.g_00370
OG0001679	Pral.g_00703	Syab.g_02475, Syab.g_01425
OG0001692	Pral.g_01170	Syab.g_00782
OG0001694	Pral.g_00757	Syab.g_00293
OG0001703	Pral.g_00614	Syab.g_02089
OG0001713	Pral.g_01375	Syab.g_00985
OG0001717	Pral.g_00876	Syab.g_02588
OG0001729	Pral.g_00798	Syab.g_02362
OG0001731	Pral.g_01096	Syab.g_02188
OG0001737	Pral.g_01686	Syab.g_00274
OG0001748	Pral.g_01684	Syab.g_02693
OG0001761	Pral.g_00473	Syab.g_01920
OG0001770	Pral.g_00001, Pral.g_00027, Pral.g_00028	Syab.g_01743
OG0001803	Pral.g_00652	Syab.g_00589
OG0001813	Pral.g_00372	Syab.g_02810
OG0001816	Pral.g_01811	Syab.g_01644
OG0001837	Pral.g_01683	Syab.g_02692
OG0001936	Pral.g_00069	Syab.g_01467
OG0001974	Pral.g_00014	Syab.g_02750
OG0002111	Pral.g_01869	Syab.g_00832
OG0002177	Pral.g_00453	Syab.g_01480
OG0002237	Pral.g_01431	Syab.g_01880
OG0002246	Pral.g_00081	Syab.g_00563
OG0002434	Pral.g_00531	Syab.g_02004
OG0002490	Pral.g_00640	Syab.g_01118
OG0002700	Pral.g_01319	Syab.g_01069
