Orthogroup	Syao	Pran
OG0001190	Syao.g_02436	Pran.g_01205
OG0001191	Syao.g_02449	Pran.g_01215
OG0001192	Syao.g_02367	Pran.g_01220
OG0001193	Syao.g_02284	Pran.g_01230
OG0001194	Syao.g_02285	Pran.g_01231
OG0001195	Syao.g_02286	Pran.g_01232
OG0001196	Syao.g_02341	Pran.g_01245
OG0001197	Syao.g_02343	Pran.g_01246
OG0001198	Syao.g_02158	Pran.g_01254
OG0001199	Syao.g_02623	Pran.g_00358
OG0001200	Syao.g_02625	Pran.g_00356
OG0001201	Syao.g_02601	Pran.g_00325
OG0001202	Syao.g_02461	Pran.g_00233
OG0001204	Syao.g_02117	Pran.g_01949
OG0001205	Syao.g_01620	Pran.g_01735
OG0001206	Syao.g_02701, Syao.g_02702	Pran.g_01716
OG0001207	Syao.g_00035	Pran.g_01701
OG0001208	Syao.g_00026	Pran.g_01696
OG0001209	Syao.g_01415	Pran.g_01643
OG0001210	Syao.g_00882	Pran.g_01638
OG0001211	Syao.g_00861	Pran.g_01628
OG0001212	Syao.g_01001	Pran.g_01582
OG0001213	Syao.g_01322	Pran.g_01549
OG0001214	Syao.g_00896	Pran.g_01541
OG0001215	Syao.g_00700	Pran.g_01488
OG0001216	Syao.g_00492	Pran.g_01458
OG0001218	Syao.g_00092	Pran.g_01407
OG0001219	Syao.g_00651	Pran.g_01354
OG0001220	Syao.g_00393	Pran.g_01292
OG0001221	Syao.g_01657	Pran.g_00440
OG0001222	Syao.g_00687	Pran.g_00479
OG0001223	Syao.g_00820	Pran.g_00505
OG0001226	Syao.g_02633	Pran.g_00159
OG0001227	Syao.g_01047	Pran.g_00141
OG0001228	Syao.g_02256	Pran.g_00015
OG0001229	Syao.g_00220	Pran.g_00843
OG0001230	Syao.g_01503	Pran.g_00741
OG0001231	Syao.g_02254	Pran.g_00634
OG0001232	Syao.g_01664	Pran.g_00993
OG0001233	Syao.g_01643	Pran.g_01013
OG0001234	Syao.g_02035	Pran.g_01048
OG0001235	Syao.g_01863	Pran.g_01057
OG0001237	Syao.g_02265	Pran.g_01142
OG0001238	Syao.g_02451	Pran.g_01216
OG0001239	Syao.g_02620	Pran.g_00361
OG0001240	Syao.g_02669	Pran.g_00340
OG0001242	Syao.g_02576	Pran.g_00314
OG0001244	Syao.g_02477	Pran.g_00293
OG0001245	Syao.g_00362	Pran.g_01815
OG0001247	Syao.g_00390	Pran.g_01495
OG0001249	Syao.g_01882	Pran.g_01365
OG0001250	Syao.g_00556	Pran.g_01303
OG0001251	Syao.g_00641	Pran.g_00414
OG0001252	Syao.g_00507	Pran.g_00559
OG0001253	Syao.g_01220	Pran.g_00140
OG0001254	Syao.g_01426	Pran.g_00091
OG0001255	Syao.g_00920	Pran.g_00076
OG0001256	Syao.g_01572	Pran.g_00641
OG0001258	Syao.g_01561	Pran.g_00967
OG0001259	Syao.g_01645	Pran.g_01011
OG0001260	Syao.g_01623	Pran.g_01027
OG0001261	Syao.g_01814	Pran.g_01097
OG0001262	Syao.g_02213	Pran.g_01200
OG0001265	Syao.g_02574	Pran.g_00315
OG0001266	Syao.g_02465	Pran.g_00229
OG0001267	Syao.g_02063	Pran.g_01914
OG0001268	Syao.g_01871	Pran.g_01856
OG0001270	Syao.g_01733	Pran.g_01746
OG0001271	Syao.g_02685	Pran.g_01706
OG0001272	Syao.g_00120	Pran.g_01692
OG0001274	Syao.g_02401	Pran.g_01473
OG0001275	Syao.g_00806	Pran.g_00515
OG0001276	Syao.g_00450	Pran.g_00543
OG0001277	Syao.g_01334	Pran.g_00152
OG0001278	Syao.g_00265	Pran.g_00010
OG0001279	Syao.g_01528	Pran.g_00609
OG0001281	Syao.g_01454	Pran.g_00871
OG0001282	Syao.g_00037	Pran.g_00840
OG0001283	Syao.g_02335	Pran.g_00820
OG0001284	Syao.g_01587	Pran.g_00663
OG0001285	Syao.g_01010	Pran.g_00996
OG0001286	Syao.g_01835	Pran.g_01109
OG0001288	Syao.g_02187	Pran.g_01171
OG0001289	Syao.g_02649	Pran.g_00345
OG0001291	Syao.g_02551	Pran.g_00299
OG0001292	Syao.g_02111	Pran.g_01944
OG0001293	Syao.g_02091	Pran.g_01932
OG0001294	Syao.g_00948	Pran.g_01817
OG0001295	Syao.g_00878	Pran.g_01711
OG0001296	Syao.g_00163	Pran.g_01669
OG0001297	Syao.g_00159	Pran.g_01664
OG0001298	Syao.g_01043	Pran.g_01601
OG0001299	Syao.g_00942	Pran.g_01512
OG0001302	Syao.g_02711	Pran.g_01356
OG0001303	Syao.g_00649	Pran.g_01434
OG0001304	Syao.g_00466	Pran.g_00553
OG0001305	Syao.g_00382	Pran.g_00572
OG0001306	Syao.g_00141	Pran.g_00074
OG0001308	Syao.g_01500	Pran.g_00723
OG0001310	Syao.g_01681	Pran.g_00982
OG0001311	Syao.g_00452	Pran.g_00545
OG0001312	Syao.g_00635	Pran.g_00468
OG0001315	Syao.g_01853	Pran.g_00371
OG0001317	Syao.g_01701	Pran.g_00198
OG0001318	Syao.g_02099	Pran.g_01936
OG0001319	Syao.g_02075	Pran.g_01921
OG0001323	Syao.g_01392	Pran.g_01659
OG0001325	Syao.g_00487	Pran.g_01455
OG0001326	Syao.g_02293	Pran.g_00184
OG0001327	Syao.g_00953	Pran.g_00167
OG0001328	Syao.g_00198	Pran.g_00142
OG0001329	Syao.g_00876	Pran.g_00101
OG0001331	Syao.g_00042	Pran.g_00835
OG0001332	Syao.g_01244	Pran.g_00690
OG0001333	Syao.g_01649	Pran.g_01007
OG0001335	Syao.g_01913	Pran.g_01130
OG0001336	Syao.g_02336	Pran.g_01242
OG0001340	Syao.g_01892	Pran.g_01866
OG0001341	Syao.g_00602	Pran.g_01418
OG0001343	Syao.g_01235	Pran.g_00411
OG0001345	Syao.g_00179	Pran.g_00041
OG0001349	Syao.g_01074	Pran.g_00792, Pran.g_00805
OG0001353	Syao.g_00439	Pran.g_01311
OG0001354	Syao.g_00833	Pran.g_00497
OG0001358	Syao.g_01343	Pran.g_01558
OG0001359	Syao.g_01234	Pran.g_00412
OG0001360	Syao.g_00177	Pran.g_00139
OG0001361	Syao.g_00182	Pran.g_00044
OG0001364	Syao.g_01969	Pran.g_01132
OG0001365	Syao.g_02441	Pran.g_01209
OG0001371	Syao.g_02638	Pran.g_01499
OG0001372	Syao.g_00368	Pran.g_01408, Pran.g_01379
OG0001373	Syao.g_02291, Syao.g_02292	Pran.g_00183
OG0001374	Syao.g_02300	Pran.g_00191
OG0001375	Syao.g_01236	Pran.g_00192
OG0001376	Syao.g_00617	Pran.g_00173
OG0001377	Syao.g_00618	Pran.g_00172
OG0001378	Syao.g_01732	Pran.g_00130
OG0001379	Syao.g_01441	Pran.g_00882
OG0001380	Syao.g_00360	Pran.g_00852
OG0001382	Syao.g_00766	Pran.g_00618
OG0001385	Syao.g_02288	Pran.g_00180
OG0001386	Syao.g_02289	Pran.g_00181
OG0001387	Syao.g_02290	Pran.g_00182
OG0001388	Syao.g_02294	Pran.g_00185
OG0001389	Syao.g_02295	Pran.g_00186
OG0001390	Syao.g_02296	Pran.g_00187
OG0001391	Syao.g_02297	Pran.g_00188
OG0001392	Syao.g_02298	Pran.g_00189
OG0001393	Syao.g_02299	Pran.g_00190
OG0001394	Syao.g_00983	Pran.g_00444
OG0001395	Syao.g_00470	Pran.g_00555
OG0001398	Syao.g_02641	Pran.g_00596
OG0001399	Syao.g_01861	Pran.g_01050
OG0001403	Syao.g_02235	Pran.g_00394
OG0001405	Syao.g_01911	Pran.g_01868
OG0001406	Syao.g_00616	Pran.g_00174
OG0001407	Syao.g_00519	Pran.g_00161
OG0001408	Syao.g_01384	Pran.g_00156
OG0001411	Syao.g_01079, Syao.g_02007	Pran.g_00809
OG0001415	Syao.g_00999	Pran.g_00201
OG0001416	Syao.g_01223	Pran.g_01719
OG0001417	Syao.g_00657	Pran.g_01709
OG0001418	Syao.g_00212	Pran.g_01494
OG0001419	Syao.g_00520	Pran.g_00160
OG0001420	Syao.g_01403	Pran.g_00121
OG0001422	Syao.g_00284	Pran.g_00607
OG0001423	Syao.g_00722	Pran.g_01777
OG0001425	Syao.g_02366	Pran.g_01219
OG0001429	Syao.g_00648	Pran.g_01353
OG0001432	Syao.g_01219	Pran.g_00650
OG0001433	Syao.g_00300	Pran.g_01391
OG0001434	Syao.g_00988	Pran.g_00448
OG0001437	Syao.g_00998	Pran.g_00202
OG0001438	Syao.g_02049	Pran.g_01901
OG0001439	Syao.g_02026	Pran.g_01887
OG0001441	Syao.g_01394	Pran.g_01657
OG0001442	Syao.g_00738	Pran.g_01431
OG0001443	Syao.g_02369	Pran.g_00595
OG0001447	Syao.g_02585	Pran.g_00308
OG0001449	Syao.g_01691	Pran.g_01794
OG0001452	Syao.g_02104	Pran.g_00416
OG0001453	Syao.g_00814	Pran.g_00509
OG0001454	Syao.g_01295	Pran.g_00146
OG0001456	Syao.g_00708	Pran.g_00082
OG0001457	Syao.g_00709	Pran.g_00081
OG0001458	Syao.g_00710	Pran.g_00080
OG0001459	Syao.g_00583	Pran.g_00954, Pran.g_00642
OG0001460	Syao.g_00299	Pran.g_01392
OG0001461	Syao.g_00788	Pran.g_00916
OG0001462	Syao.g_02228	Pran.g_00390
OG0001468	Syao.g_00604	Pran.g_00169
OG0001471	Syao.g_02031	Pran.g_00647
OG0001473	Syao.g_00621	Pran.g_01180
OG0001474	Syao.g_01870	Pran.g_01855
OG0001486	Syao.g_00125	Pran.g_00062
OG0001492	Syao.g_00268	Pran.g_00013
OG0001493	Syao.g_00260	Pran.g_00005
OG0001502	Syao.g_00526	Pran.g_01373
OG0001507	Syao.g_00874	Pran.g_00613
OG0001525	Syao.g_00881	Pran.g_00629
OG0001526	Syao.g_02559	Pran.g_01030
OG0001527	Syao.g_00846	Pran.g_01615
OG0001546	Syao.g_01397	Pran.g_01654
OG0001547	Syao.g_00570	Pran.g_01371
OG0001553	Syao.g_01510	Pran.g_00736
OG0001554	Syao.g_00323	Pran.g_00639
OG0001556	Syao.g_00311	Pran.g_01398
OG0001566	Syao.g_01198	Pran.g_01502
OG0001567	Syao.g_00571	Pran.g_01372
OG0001568	Syao.g_00569	Pran.g_01370
OG0001570	Syao.g_00286	Pran.g_00118
OG0001572	Syao.g_00721	Pran.g_01768
OG0001584	Syao.g_00746	Pran.g_00460
OG0001587	Syao.g_01693	Pran.g_01029
OG0001588	Syao.g_01998	Pran.g_00817
OG0001605	Syao.g_01284	Pran.g_00536
OG0001613	Syao.g_01854	Pran.g_01124
OG0001634	Syao.g_00945	Pran.g_00610
OG0001669	Syao.g_01817	Pran.g_00910
OG0001700	Syao.g_00307	Pran.g_01393
OG0001701	Syao.g_02561	Pran.g_01031
OG0001775	Syao.g_00655	Pran.g_00158
OG0001782	Syao.g_01965	Pran.g_00763, Pran.g_00769
OG0001990	Syao.g_02311	Pran.g_01773
OG0002154	Syao.g_00867	Pran.g_00818
OG0002375	Syao.g_01082	Pran.g_00791
OG0002486	Syao.g_01966	Pran.g_00764
OG0002692	Syao.g_00365	Pran.g_01765
OG0002778	Syao.g_01967	Pran.g_00771
OG0003346	Syao.g_01133	Pran.g_00762
OG0003347	Syao.g_01994	Pran.g_00761
