Orthogroup	Prbl	Praw
OG0001137	Prbl.g_00985	Praw.g_00109
OG0001138	Prbl.g_00986	Praw.g_00108
OG0001139	Prbl.g_00987	Praw.g_00107
OG0001140	Prbl.g_00988	Praw.g_00106
OG0001141	Prbl.g_00991	Praw.g_00104
OG0001142	Prbl.g_00992	Praw.g_00103
OG0001143	Prbl.g_00993	Praw.g_00102
OG0001144	Prbl.g_00995	Praw.g_00100
OG0001145	Prbl.g_00997	Praw.g_00098
OG0001146	Prbl.g_00998	Praw.g_00097
OG0001147	Prbl.g_01127	Praw.g_00095
OG0001148	Prbl.g_01128	Praw.g_00094
OG0001149	Prbl.g_01131	Praw.g_00093
OG0001150	Prbl.g_01134	Praw.g_00090
OG0001151	Prbl.g_01135	Praw.g_00089
OG0001152	Prbl.g_01136	Praw.g_00088
OG0001153	Prbl.g_01137	Praw.g_00087
OG0001154	Prbl.g_01138	Praw.g_00086
OG0001155	Prbl.g_01139	Praw.g_00085
OG0001156	Prbl.g_01140	Praw.g_00084
OG0001157	Prbl.g_01142	Praw.g_00082
OG0001158	Prbl.g_01144	Praw.g_00081
OG0001159	Prbl.g_01146	Praw.g_00080
OG0001160	Prbl.g_01147	Praw.g_00079
OG0001161	Prbl.g_01174	Praw.g_00076
OG0001162	Prbl.g_01175	Praw.g_00075
OG0001163	Prbl.g_01177	Praw.g_00074
OG0001164	Prbl.g_01178	Praw.g_00073
OG0001165	Prbl.g_01179	Praw.g_00072
OG0001166	Prbl.g_01180	Praw.g_00071
OG0001167	Prbl.g_01181	Praw.g_00070
OG0001168	Prbl.g_00863	Praw.g_00068
OG0001169	Prbl.g_00859	Praw.g_00067
OG0001170	Prbl.g_00856	Praw.g_00065
OG0001171	Prbl.g_00855	Praw.g_00064
OG0001172	Prbl.g_00853	Praw.g_00063
OG0001173	Prbl.g_00851	Praw.g_00061
OG0001174	Prbl.g_00848	Praw.g_00059
OG0001175	Prbl.g_00844	Praw.g_00057
OG0001176	Prbl.g_00842	Praw.g_00056
OG0001177	Prbl.g_00840	Praw.g_00054
OG0001178	Prbl.g_00839	Praw.g_00053
OG0001179	Prbl.g_00838	Praw.g_00052
OG0001180	Prbl.g_01307	Praw.g_00051
OG0001181	Prbl.g_01306	Praw.g_00050
OG0001182	Prbl.g_01305	Praw.g_00049
OG0001183	Prbl.g_01304	Praw.g_00048
OG0001184	Prbl.g_01303	Praw.g_00047
OG0001185	Prbl.g_01302	Praw.g_00046
OG0001186	Prbl.g_01291	Praw.g_00045
OG0001187	Prbl.g_01290	Praw.g_00044
OG0001188	Prbl.g_01289	Praw.g_00043
OG0001189	Prbl.g_01287	Praw.g_00041
OG0001190	Prbl.g_01286	Praw.g_00040
OG0001191	Prbl.g_01284	Praw.g_00038
OG0001192	Prbl.g_02638	Praw.g_00036
OG0001193	Prbl.g_02637	Praw.g_00035
OG0001194	Prbl.g_02636	Praw.g_00034
OG0001195	Prbl.g_01235	Praw.g_00033
OG0001196	Prbl.g_02063	Praw.g_00031
OG0001197	Prbl.g_02059	Praw.g_00028
OG0001198	Prbl.g_02058	Praw.g_00027
OG0001199	Prbl.g_02057	Praw.g_00026
OG0001200	Prbl.g_02056	Praw.g_00025
OG0001201	Prbl.g_02055	Praw.g_00024
OG0001202	Prbl.g_02054	Praw.g_00023
OG0001203	Prbl.g_02026	Praw.g_00021
OG0001204	Prbl.g_02023	Praw.g_00018
OG0001205	Prbl.g_02022	Praw.g_00017
OG0001206	Prbl.g_02021	Praw.g_00016
OG0001207	Prbl.g_02018	Praw.g_00015
OG0001208	Prbl.g_02017	Praw.g_00014
OG0001209	Prbl.g_02016	Praw.g_00013
OG0001210	Prbl.g_02014	Praw.g_00012
OG0001211	Prbl.g_02012	Praw.g_00011
OG0001212	Prbl.g_02011	Praw.g_00010
OG0001213	Prbl.g_02009	Praw.g_00009
OG0001214	Prbl.g_02008	Praw.g_00008
OG0001215	Prbl.g_02007	Praw.g_00007
OG0001216	Prbl.g_02006	Praw.g_00006
OG0001217	Prbl.g_02005	Praw.g_00005
OG0001218	Prbl.g_02004	Praw.g_00004
OG0001219	Prbl.g_02002	Praw.g_00003
OG0001220	Prbl.g_02001	Praw.g_00002
OG0001221	Prbl.g_02000	Praw.g_00001
OG0001222	Prbl.g_01998	Praw.g_01192
OG0001223	Prbl.g_01994	Praw.g_01190
OG0001224	Prbl.g_01992	Praw.g_01189
OG0001225	Prbl.g_02239	Praw.g_01187
OG0001226	Prbl.g_02238	Praw.g_01186
OG0001227	Prbl.g_02237	Praw.g_01185
OG0001228	Prbl.g_02236	Praw.g_01184
OG0001229	Prbl.g_02234	Praw.g_01183
OG0001230	Prbl.g_02233	Praw.g_01182
OG0001231	Prbl.g_02232	Praw.g_01181
OG0001232	Prbl.g_02230	Praw.g_01179
OG0001233	Prbl.g_02228	Praw.g_01178
OG0001234	Prbl.g_02226	Praw.g_01177
OG0001235	Prbl.g_02225	Praw.g_01176
OG0001236	Prbl.g_02224	Praw.g_01175
OG0001237	Prbl.g_02219	Praw.g_01172
OG0001238	Prbl.g_02214	Praw.g_01171
OG0001239	Prbl.g_02192	Praw.g_01168
OG0001240	Prbl.g_02189	Praw.g_01167
OG0001241	Prbl.g_02188	Praw.g_01166
OG0001242	Prbl.g_02186	Praw.g_01165
OG0001243	Prbl.g_02185	Praw.g_01164
OG0001244	Prbl.g_02182	Praw.g_01163
OG0001245	Prbl.g_02181	Praw.g_01162
OG0001246	Prbl.g_02175	Praw.g_01161
OG0001247	Prbl.g_02174	Praw.g_01160
OG0001248	Prbl.g_02173	Praw.g_01159
OG0001249	Prbl.g_02160	Praw.g_01158
OG0001250	Prbl.g_02151	Praw.g_01157
OG0001251	Prbl.g_02150	Praw.g_01156
OG0001252	Prbl.g_02149	Praw.g_01155
OG0001253	Prbl.g_02148	Praw.g_01154
OG0001254	Prbl.g_02146	Praw.g_01152
OG0001255	Prbl.g_02145	Praw.g_01151
OG0001256	Prbl.g_02141	Praw.g_01149
OG0001257	Prbl.g_02139	Praw.g_01148
OG0001258	Prbl.g_02138	Praw.g_01147
OG0001259	Prbl.g_02134	Praw.g_01145
OG0001260	Prbl.g_02132	Praw.g_01144
OG0001261	Prbl.g_02131	Praw.g_01143
OG0001262	Prbl.g_02129	Praw.g_01142
OG0001263	Prbl.g_02127	Praw.g_01141
OG0001264	Prbl.g_02125	Praw.g_01140
OG0001265	Prbl.g_02124	Praw.g_01139
OG0001266	Prbl.g_02123	Praw.g_01138
OG0001267	Prbl.g_02122	Praw.g_01137
OG0001268	Prbl.g_02121	Praw.g_01136
OG0001269	Prbl.g_00569	Praw.g_01342
OG0001270	Prbl.g_00812	Praw.g_01297
OG0001271	Prbl.g_00298	Praw.g_01285
OG0001272	Prbl.g_01452	Praw.g_00853
OG0001273	Prbl.g_01200	Praw.g_00797
OG0001275	Prbl.g_00532	Praw.g_00650
OG0001278	Prbl.g_01562	Praw.g_01648
OG0001279	Prbl.g_02408	Praw.g_01598
OG0001280	Prbl.g_02536	Praw.g_01491
OG0001281	Prbl.g_01704	Praw.g_01443
OG0001282	Prbl.g_02390	Praw.g_01425
OG0001283	Prbl.g_01705	Praw.g_01420
OG0001285	Prbl.g_00036	Praw.g_00218
OG0001286	Prbl.g_02082	Praw.g_00231
OG0001288	Prbl.g_01808	Praw.g_00377
OG0001289	Prbl.g_00449	Praw.g_00388
OG0001290	Prbl.g_01833	Praw.g_00428
OG0001291	Prbl.g_00787	Praw.g_00429
OG0001292	Prbl.g_00048	Praw.g_00434
OG0001293	Prbl.g_01370	Praw.g_00451
OG0001294	Prbl.g_02379	Praw.g_00463
OG0001296	Prbl.g_00406	Praw.g_00507
OG0001297	Prbl.g_00401	Praw.g_00511
OG0001298	Prbl.g_00398	Praw.g_00514
OG0001301	Prbl.g_00845	Praw.g_00058
OG0001302	Prbl.g_02060	Praw.g_00029
OG0001303	Prbl.g_01996	Praw.g_01191
OG0001304	Prbl.g_02136	Praw.g_01146
OG0001305	Prbl.g_01026, Prbl.g_01386	Praw.g_00483
OG0001306	Prbl.g_00651	Praw.g_00710
OG0001307	Prbl.g_01976	Praw.g_01398
OG0001308	Prbl.g_00605	Praw.g_01363
OG0001309	Prbl.g_00602	Praw.g_01360
OG0001310	Prbl.g_00600	Praw.g_01358
OG0001312	Prbl.g_01322	Praw.g_01316
OG0001313	Prbl.g_00828	Praw.g_01310
OG0001314	Prbl.g_00095	Praw.g_01236
OG0001315	Prbl.g_02667	Praw.g_00890
OG0001317	Prbl.g_00627	Praw.g_00759
OG0001318	Prbl.g_01641	Praw.g_01885
OG0001319	Prbl.g_00716	Praw.g_01751
OG0001320	Prbl.g_00936	Praw.g_01476
OG0001321	Prbl.g_00931	Praw.g_01471
OG0001322	Prbl.g_02152	Praw.g_01435
OG0001323	Prbl.g_01993	Praw.g_00183
OG0001325	Prbl.g_01694	Praw.g_00192
OG0001326	Prbl.g_01115	Praw.g_00262
OG0001327	Prbl.g_00724	Praw.g_00999
OG0001328	Prbl.g_01957	Praw.g_00432
OG0001329	Prbl.g_00366	Praw.g_00538
OG0001330	Prbl.g_00315	Praw.g_00573
OG0001331	Prbl.g_00852	Praw.g_00062
OG0001333	Prbl.g_00197	Praw.g_01197
OG0001334	Prbl.g_00748	Praw.g_00680
OG0001337	Prbl.g_01813	Praw.g_01417
OG0001338	Prbl.g_01712	Praw.g_00953
OG0001339	Prbl.g_01728	Praw.g_00986
OG0001343	Prbl.g_00400	Praw.g_00512
OG0001344	Prbl.g_00339	Praw.g_00562
OG0001345	Prbl.g_01132	Praw.g_00092
OG0001347	Prbl.g_01999	Praw.g_01193
OG0001348	Prbl.g_00826	Praw.g_01307
OG0001349	Prbl.g_01324	Praw.g_01317
OG0001351	Prbl.g_00099	Praw.g_01232
OG0001352	Prbl.g_01512	Praw.g_00885
OG0001353	Prbl.g_01489	Praw.g_00873
OG0001354	Prbl.g_01453	Praw.g_00854
OG0001355	Prbl.g_01207	Praw.g_00791
OG0001356	Prbl.g_01393	Praw.g_00755
OG0001357	Prbl.g_00654	Praw.g_00713
OG0001358	Prbl.g_01343	Praw.g_00675
OG0001359	Prbl.g_00517	Praw.g_00662
OG0001361	Prbl.g_00793	Praw.g_00634
OG0001362	Prbl.g_01791	Praw.g_01924
OG0001363	Prbl.g_01263	Praw.g_01819
OG0001365	Prbl.g_01546	Praw.g_01658
OG0001367	Prbl.g_02518	Praw.g_01511
OG0001368	Prbl.g_02535	Praw.g_01492
OG0001371	Prbl.g_02592	Praw.g_00284
OG0001372	Prbl.g_00156	Praw.g_00930
OG0001375	Prbl.g_00349	Praw.g_00552
OG0001376	Prbl.g_01164, Prbl.g_01151	Praw.g_01900
OG0001377	Prbl.g_02061	Praw.g_00030
OG0001378	Prbl.g_02537	Praw.g_01490
OG0001382	Prbl.g_00816	Praw.g_01300
OG0001385	Prbl.g_01463	Praw.g_00862
OG0001388	Prbl.g_02064	Praw.g_00336, Praw.g_00486
OG0001389	Prbl.g_00624	Praw.g_00693
OG0001391	Prbl.g_00803	Praw.g_00644
OG0001393	Prbl.g_00784	Praw.g_00629
OG0001404	Prbl.g_02437	Praw.g_01507
OG0001421	Prbl.g_02448	Praw.g_01558
OG0001425	Prbl.g_01182	Praw.g_00808
OG0001427	Prbl.g_00782	Praw.g_00627
OG0001436	Prbl.g_02571	Praw.g_00445
OG0001437	Prbl.g_01243	Praw.g_00453
OG0001438	Prbl.g_02142	Praw.g_01150
OG0001441	Prbl.g_02494	Praw.g_01529
OG0001442	Prbl.g_01084	Praw.g_01499
OG0001446	Prbl.g_02208	Praw.g_01734
OG0001447	Prbl.g_01355, Prbl.g_01354	Praw.g_00921, Praw.g_00923, Praw.g_00315
OG0001448	Prbl.g_01615	Praw.g_00156
OG0001450	Prbl.g_01079	Praw.g_00194
OG0001456	Prbl.g_01692	Praw.g_00459
OG0001458	Prbl.g_02222	Praw.g_01173
OG0001459	Prbl.g_00003	Praw.g_00469
OG0001464	Prbl.g_01893	Praw.g_00589
OG0001465	Prbl.g_01777	Praw.g_01936
OG0001468	Prbl.g_01537	Praw.g_01666
OG0001476	Prbl.g_00245	Praw.g_01086
OG0001480	Prbl.g_00307	Praw.g_01814, Praw.g_00905
OG0001482	Prbl.g_00900	Praw.g_00814
OG0001484	Prbl.g_02291	Praw.g_00731
OG0001485	Prbl.g_01846	Praw.g_01637
OG0001488	Prbl.g_02215	Praw.g_01459
OG0001489	Prbl.g_02216	Praw.g_01458
OG0001490	Prbl.g_02217	Praw.g_01457
OG0001491	Prbl.g_00031	Praw.g_01451
OG0001492	Prbl.g_01104	Praw.g_01422
OG0001493	Prbl.g_00661	Praw.g_00171
OG0001494	Prbl.g_00182	Praw.g_00250
OG0001496	Prbl.g_01714	Praw.g_00975
OG0001500	Prbl.g_02362	Praw.g_01578
OG0001501	Prbl.g_01620	Praw.g_01744
OG0001505	Prbl.g_02358	Praw.g_01770
OG0001511	Prbl.g_02172	Praw.g_01626
OG0001512	Prbl.g_02171	Praw.g_01625
OG0001513	Prbl.g_02170	Praw.g_01624
OG0001514	Prbl.g_02169	Praw.g_01623
OG0001515	Prbl.g_02168	Praw.g_01622
OG0001516	Prbl.g_02167	Praw.g_01621
OG0001517	Prbl.g_02166	Praw.g_01620
OG0001518	Prbl.g_02165	Praw.g_01619
OG0001519	Prbl.g_02164	Praw.g_01618
OG0001520	Prbl.g_02163	Praw.g_01617
OG0001521	Prbl.g_02162	Praw.g_01616
OG0001522	Prbl.g_02161	Praw.g_01615
OG0001527	Prbl.g_01807	Praw.g_00436
OG0001528	Prbl.g_01939	Praw.g_00446
OG0001540	Prbl.g_01725	Praw.g_00688
OG0001547	Prbl.g_01983	Praw.g_01394
OG0001557	Prbl.g_01949	Praw.g_00441
OG0001561	Prbl.g_01541	Praw.g_00908
OG0001600	Prbl.g_00408	Praw.g_00498
OG0001602	Prbl.g_01438	Praw.g_00841
OG0001605	Prbl.g_01940	Praw.g_00738
OG0001621	Prbl.g_01168, Prbl.g_01167	Praw.g_00488
OG0001634	Prbl.g_00012	Praw.g_00317
OG0001635	Prbl.g_01205	Praw.g_00793
OG0001645	Prbl.g_00395	Praw.g_00489
OG0001647	Prbl.g_00013	Praw.g_00318
OG0001648	Prbl.g_00016	Praw.g_00319
OG0001649	Prbl.g_00017	Praw.g_00320
OG0001691	Prbl.g_01002	Praw.g_00340
OG0001716	Prbl.g_00508, Prbl.g_00063	Praw.g_01743
OG0001821	Prbl.g_01456	Praw.g_01057
OG0001851	Prbl.g_01960	Praw.g_00911
OG0001869	Prbl.g_00085	Praw.g_00456
OG0001877	Prbl.g_01814	Praw.g_00480
OG0001912	Prbl.g_01958	Praw.g_00909
OG0001913	Prbl.g_01959	Praw.g_00910
OG0001914	Prbl.g_01248	Praw.g_00916
OG0002075	Prbl.g_00071	Praw.g_00927
OG0002107	Prbl.g_01044	Praw.g_00295, Praw.g_00892
OG0002270	Prbl.g_02581	Praw.g_01068
OG0002391	Prbl.g_01533	Praw.g_01777
