Orthogroup	Syaq	Prat
OG0001129	Syaq.g_02687	Prat.g_00958
OG0001130	Syaq.g_02686	Prat.g_00959
OG0001131	Syaq.g_02284	Prat.g_01204
OG0001132	Syaq.g_01872	Prat.g_01479
OG0001133	Syaq.g_02063	Prat.g_01211
OG0001134	Syaq.g_02213	Prat.g_01495, Prat.g_01561
OG0001135	Syaq.g_02212	Prat.g_01557
OG0001136	Syaq.g_00252	Prat.g_01158
OG0001137	Syaq.g_00228	Prat.g_01147
OG0001138	Syaq.g_00196	Prat.g_01126
OG0001139	Syaq.g_00194	Prat.g_01124
OG0001141	Syaq.g_00192	Prat.g_01123
OG0001142	Syaq.g_00191	Prat.g_01122
OG0001143	Syaq.g_00182	Prat.g_01115
OG0001144	Syaq.g_00166	Prat.g_01110
OG0001145	Syaq.g_00284	Prat.g_01241
OG0001146	Syaq.g_00305	Prat.g_01253
OG0001147	Syaq.g_00438	Prat.g_01287
OG0001148	Syaq.g_01761	Prat.g_01293
OG0001149	Syaq.g_01760	Prat.g_01294
OG0001150	Syaq.g_01759	Prat.g_01295
OG0001151	Syaq.g_01746	Prat.g_01306
OG0001152	Syaq.g_01745	Prat.g_01307
OG0001153	Syaq.g_00413	Prat.g_01387
OG0001154	Syaq.g_00414	Prat.g_01388
OG0001155	Syaq.g_01739	Prat.g_01407
OG0001156	Syaq.g_01729	Prat.g_01410
OG0001157	Syaq.g_01728	Prat.g_01411
OG0001158	Syaq.g_01727	Prat.g_01412
OG0001159	Syaq.g_01726	Prat.g_01413
OG0001160	Syaq.g_01693	Prat.g_01439
OG0001161	Syaq.g_01233	Prat.g_01502
OG0001162	Syaq.g_00331	Prat.g_01500
OG0001163	Syaq.g_01685	Prat.g_01583
OG0001164	Syaq.g_01679	Prat.g_01587
OG0001165	Syaq.g_01674	Prat.g_01590
OG0001166	Syaq.g_01652	Prat.g_01610
OG0001167	Syaq.g_01039	Prat.g_01628
OG0001169	Syaq.g_01620	Prat.g_01632
OG0001170	Syaq.g_01618	Prat.g_01634
OG0001171	Syaq.g_01607	Prat.g_01645
OG0001172	Syaq.g_00690	Prat.g_01660
OG0001173	Syaq.g_00689	Prat.g_01661
OG0001174	Syaq.g_00681	Prat.g_01669
OG0001175	Syaq.g_00680	Prat.g_01670
OG0001176	Syaq.g_00656	Prat.g_01678
OG0001177	Syaq.g_00658	Prat.g_01680
OG0001178	Syaq.g_01667	Prat.g_01597
OG0001179	Syaq.g_00626	Prat.g_01710
OG0001180	Syaq.g_00600	Prat.g_01732
OG0001181	Syaq.g_00596	Prat.g_01736
OG0001182	Syaq.g_00587	Prat.g_01745
OG0001183	Syaq.g_00579	Prat.g_01749
OG0001184	Syaq.g_00995	Prat.g_01766
OG0001185	Syaq.g_01022	Prat.g_01783
OG0001186	Syaq.g_01058	Prat.g_01807
OG0001187	Syaq.g_01061	Prat.g_01810
OG0001188	Syaq.g_01065	Prat.g_01812
OG0001189	Syaq.g_01095	Prat.g_01829
OG0001190	Syaq.g_01264	Prat.g_01834
OG0001191	Syaq.g_01248	Prat.g_01844
OG0001192	Syaq.g_01242	Prat.g_01849
OG0001193	Syaq.g_01217	Prat.g_01863
OG0001194	Syaq.g_01214	Prat.g_01864
OG0001195	Syaq.g_01213	Prat.g_01865
OG0001196	Syaq.g_01169	Prat.g_01881
OG0001197	Syaq.g_01167	Prat.g_01883
OG0001198	Syaq.g_01153	Prat.g_01890
OG0001200	Syaq.g_01551	Prat.g_00073
OG0001201	Syaq.g_01486	Prat.g_00105
OG0001202	Syaq.g_01358	Prat.g_00201
OG0001203	Syaq.g_01581	Prat.g_00243
OG0001205	Syaq.g_00491	Prat.g_00406
OG0001206	Syaq.g_00468	Prat.g_00425
OG0001207	Syaq.g_01764	Prat.g_00436
OG0001208	Syaq.g_01774	Prat.g_00442
OG0001209	Syaq.g_01841	Prat.g_00497
OG0001210	Syaq.g_01852	Prat.g_00501
OG0001211	Syaq.g_01932	Prat.g_00511
OG0001212	Syaq.g_01990	Prat.g_00558
OG0001213	Syaq.g_02072	Prat.g_00593
OG0001214	Syaq.g_02084	Prat.g_01088
OG0001215	Syaq.g_02580	Prat.g_00764
OG0001216	Syaq.g_00026	Prat.g_00790
OG0001217	Syaq.g_01885	Prat.g_01486
OG0001218	Syaq.g_00423	Prat.g_01217
OG0001219	Syaq.g_02434	Prat.g_00863
OG0001220	Syaq.g_02412	Prat.g_00984
OG0001221	Syaq.g_02300	Prat.g_00728
OG0001222	Syaq.g_02472	Prat.g_00944
OG0001223	Syaq.g_02516	Prat.g_00914
OG0001224	Syaq.g_02683	Prat.g_00961
OG0001225	Syaq.g_02681	Prat.g_00963
OG0001226	Syaq.g_01543	Prat.g_00078
OG0001227	Syaq.g_00333	Prat.g_01197
OG0001230	Syaq.g_00361	Prat.g_01343
OG0001232	Syaq.g_01643	Prat.g_01614
OG0001233	Syaq.g_01617	Prat.g_01635
OG0001234	Syaq.g_00676	Prat.g_01672
OG0001235	Syaq.g_00665	Prat.g_01676
OG0001236	Syaq.g_00990	Prat.g_01763
OG0001237	Syaq.g_00999	Prat.g_01767
OG0001238	Syaq.g_01246	Prat.g_01845
OG0001239	Syaq.g_01556	Prat.g_00068
OG0001240	Syaq.g_01502	Prat.g_00090
OG0001241	Syaq.g_01492	Prat.g_00099
OG0001243	Syaq.g_01457	Prat.g_00125
OG0001244	Syaq.g_01430	Prat.g_00140
OG0001245	Syaq.g_01916	Prat.g_00671
OG0001246	Syaq.g_01802	Prat.g_01485, Prat.g_00467
OG0001248	Syaq.g_01891	Prat.g_00759
OG0001249	Syaq.g_00563	Prat.g_00345
OG0001250	Syaq.g_02389	Prat.g_00997
OG0001251	Syaq.g_02135	Prat.g_00695
OG0001253	Syaq.g_01918	Prat.g_01480
OG0001254	Syaq.g_02214	Prat.g_01559
OG0001255	Syaq.g_02111	Prat.g_01172
OG0001256	Syaq.g_01686	Prat.g_01446
OG0001258	Syaq.g_01676	Prat.g_01588
OG0001259	Syaq.g_01619	Prat.g_01633
OG0001260	Syaq.g_01595	Prat.g_01651
OG0001261	Syaq.g_00617	Prat.g_01717
OG0001262	Syaq.g_01093	Prat.g_01827
OG0001263	Syaq.g_01454	Prat.g_00127
OG0001264	Syaq.g_01513	Prat.g_01473
OG0001265	Syaq.g_01466	Prat.g_00117
OG0001266	Syaq.g_01354	Prat.g_00205
OG0001267	Syaq.g_00763	Prat.g_00287
OG0001268	Syaq.g_00553	Prat.g_00353
OG0001269	Syaq.g_01866	Prat.g_00985
OG0001270	Syaq.g_00504	Prat.g_00394
OG0001271	Syaq.g_00445	Prat.g_00431
OG0001272	Syaq.g_01778	Prat.g_00446
OG0001273	Syaq.g_02077	Prat.g_01095
OG0001274	Syaq.g_01303	Prat.g_00228
OG0001275	Syaq.g_02531	Prat.g_00922
OG0001276	Syaq.g_00062	Prat.g_00936
OG0001278	Syaq.g_00155	Prat.g_01102
OG0001279	Syaq.g_01867	Prat.g_00828
OG0001280	Syaq.g_00294	Prat.g_01248
OG0001281	Syaq.g_00306	Prat.g_01254
OG0001282	Syaq.g_01762	Prat.g_01292
OG0001283	Syaq.g_01175	Prat.g_01877
OG0001284	Syaq.g_01700	Prat.g_01433
OG0001285	Syaq.g_01639	Prat.g_01617
OG0001286	Syaq.g_00602	Prat.g_01730
OG0001287	Syaq.g_01030	Prat.g_01790
OG0001289	Syaq.g_01528	Prat.g_00085
OG0001290	Syaq.g_01493	Prat.g_00098
OG0001291	Syaq.g_01444	Prat.g_00135
OG0001293	Syaq.g_00736	Prat.g_00268
OG0001294	Syaq.g_02252	Prat.g_01546
OG0001296	Syaq.g_01808	Prat.g_00472
OG0001297	Syaq.g_01812	Prat.g_00477
OG0001298	Syaq.g_01967	Prat.g_00541
OG0001299	Syaq.g_02246	Prat.g_01057
OG0001300	Syaq.g_02589	Prat.g_00768
OG0001301	Syaq.g_02602	Prat.g_00773
OG0001302	Syaq.g_02115	Prat.g_00859
OG0001303	Syaq.g_02437	Prat.g_01550
OG0001304	Syaq.g_00049	Prat.g_00949
OG0001305	Syaq.g_02673	Prat.g_00969
OG0001306	Syaq.g_00267	Prat.g_01170
OG0001308	Syaq.g_00385	Prat.g_01363
OG0001312	Syaq.g_02449	Prat.g_00872
OG0001313	Syaq.g_00458, Syaq.g_00459	Prat.g_00849
OG0001316	Syaq.g_01437	Prat.g_00139
OG0001317	Syaq.g_01576	Prat.g_00239
OG0001318	Syaq.g_00728	Prat.g_00263
OG0001319	Syaq.g_00751	Prat.g_00280
OG0001321	Syaq.g_00483	Prat.g_00413
OG0001322	Syaq.g_00482	Prat.g_00414
OG0001324	Syaq.g_02590	Prat.g_00769
OG0001325	Syaq.g_00030	Prat.g_00793
OG0001327	Syaq.g_02259	Prat.g_00704
OG0001329	Syaq.g_02113	Prat.g_01542
OG0001330	Syaq.g_00287	Prat.g_01468
OG0001331	Syaq.g_01757	Prat.g_01297
OG0001333	Syaq.g_01622	Prat.g_01629
OG0001336	Syaq.g_01174	Prat.g_01878
OG0001337	Syaq.g_00564	Prat.g_00339
OG0001343	Syaq.g_00700	Prat.g_00692
OG0001346	Syaq.g_00298	Prat.g_01250
OG0001348	Syaq.g_02703	Prat.g_00827
OG0001350	Syaq.g_01580	Prat.g_00242
OG0001351	Syaq.g_00476	Prat.g_00416
OG0001352	Syaq.g_01904	Prat.g_00753
OG0001353	Syaq.g_02379	Prat.g_01005
OG0001354	Syaq.g_02503	Prat.g_00906
OG0001359	Syaq.g_00699	Prat.g_00693
OG0001361	Syaq.g_00216	Prat.g_01138
OG0001364	Syaq.g_00972	Prat.g_01755
OG0001365	Syaq.g_01259	Prat.g_01838
OG0001368	Syaq.g_00708	Prat.g_00632, Prat.g_00818
OG0001369	Syaq.g_01503	Prat.g_01269
OG0001375	Syaq.g_00701	Prat.g_00691
OG0001379	Syaq.g_00289	Prat.g_01243
OG0001380	Syaq.g_01915	Prat.g_01178
OG0001394	Syaq.g_02307	Prat.g_00732
OG0001401	Syaq.g_02383	Prat.g_00850
OG0001402	Syaq.g_02061	Prat.g_00588
OG0001409	Syaq.g_00229	Prat.g_01148
OG0001416	Syaq.g_00303	Prat.g_00421
OG0001418	Syaq.g_00243	Prat.g_00758
OG0001428	Syaq.g_01396	Prat.g_00173
OG0001429	Syaq.g_02438	Prat.g_00864
OG0001430	Syaq.g_01271	Prat.g_01216
OG0001434	Syaq.g_02312	Prat.g_00737
OG0001435	Syaq.g_02265	Prat.g_00711
OG0001438	Syaq.g_00778	Prat.g_00301
OG0001441	Syaq.g_01822	Prat.g_00484
OG0001443	Syaq.g_01236	Prat.g_01227
OG0001448	Syaq.g_01873	Prat.g_00658
OG0001452	Syaq.g_00723	Prat.g_00697
OG0001461	Syaq.g_02163	Prat.g_00378
OG0001465	Syaq.g_02704	Prat.g_00779
OG0001467	Syaq.g_00354	Prat.g_01290
OG0001477	Syaq.g_02599	Prat.g_01515, Prat.g_01514
OG0001484	Syaq.g_02628	Prat.g_00635
OG0001487	Syaq.g_00422	Prat.g_01395
OG0001489	Syaq.g_00591, Syaq.g_02565	Prat.g_01741
OG0001494	Syaq.g_00931	Prat.g_01271
OG0001495	Syaq.g_00659	Prat.g_01681
OG0001496	Syaq.g_02596	Prat.g_01512
OG0001497	Syaq.g_02598	Prat.g_01513
OG0001498	Syaq.g_00528	Prat.g_00371
OG0001510	Syaq.g_01034	Prat.g_01794
OG0001511	Syaq.g_01478	Prat.g_00109
OG0001512	Syaq.g_01583	Prat.g_01231
OG0001514	Syaq.g_02595	Prat.g_01511
OG0001515	Syaq.g_02585	Prat.g_00766
OG0001516	Syaq.g_02243	Prat.g_01060
OG0001517	Syaq.g_00558	Prat.g_01328, Prat.g_00349
OG0001518	Syaq.g_01244	Prat.g_01847
OG0001519	Syaq.g_01234	Prat.g_01852
OG0001527	Syaq.g_01946	Prat.g_00526
OG0001529	Syaq.g_01102	Prat.g_00043
OG0001530	Syaq.g_01480	Prat.g_00108
OG0001531	Syaq.g_01584	Prat.g_00244
OG0001532	Syaq.g_00195	Prat.g_01125
OG0001534	Syaq.g_00048	Prat.g_00950
OG0001535	Syaq.g_00065	Prat.g_00935
OG0001536	Syaq.g_02480	Prat.g_00892
OG0001537	Syaq.g_02301	Prat.g_00729
OG0001538	Syaq.g_02345	Prat.g_01032
OG0001539	Syaq.g_02261	Prat.g_00706
OG0001540	Syaq.g_01452	Prat.g_00129
OG0001541	Syaq.g_01387	Prat.g_00181
OG0001542	Syaq.g_01379	Prat.g_00187
OG0001544	Syaq.g_01235	Prat.g_01851
OG0001545	Syaq.g_01185	Prat.g_01868
OG0001549	Syaq.g_02416	Prat.g_00975
OG0001553	Syaq.g_00368	Prat.g_01349
OG0001557	Syaq.g_02308	Prat.g_00733
OG0001559	Syaq.g_01481	Prat.g_00107
OG0001560	Syaq.g_01494	Prat.g_00097
OG0001561	Syaq.g_00059	Prat.g_00940
OG0001562	Syaq.g_00073	Prat.g_00927
OG0001563	Syaq.g_00608	Prat.g_01725
OG0001574	Syaq.g_01944	Prat.g_00524
OG0001575	Syaq.g_01949	Prat.g_00529
OG0001576	Syaq.g_00326	Prat.g_01262
OG0001577	Syaq.g_00254	Prat.g_01160
OG0001580	Syaq.g_01275	Prat.g_00050
OG0001591	Syaq.g_02254	Prat.g_00746
OG0001592	Syaq.g_01274	Prat.g_00049
OG0001602	Syaq.g_02705	Prat.g_00778
OG0001613	Syaq.g_00582	Prat.g_01747
OG0001614	Syaq.g_01020	Prat.g_01782
OG0001616	Syaq.g_00208	Prat.g_01133
OG0001617	Syaq.g_02593	Prat.g_00770
OG0001619	Syaq.g_02469	Prat.g_00882
OG0001620	Syaq.g_00546	Prat.g_00357
OG0001621	Syaq.g_00724	Prat.g_00259
OG0001622	Syaq.g_01176	Prat.g_01876
OG0001625	Syaq.g_00730	Prat.g_00265
OG0001636	Syaq.g_01109	Prat.g_00035
OG0001639	Syaq.g_01738	Prat.g_01406
OG0001640	Syaq.g_02695	Prat.g_00954
OG0001642	Syaq.g_02411	Prat.g_00986
OG0001643	Syaq.g_02087	Prat.g_01085
OG0001652	Syaq.g_01132	Prat.g_00844
OG0001654	Syaq.g_01736	Prat.g_01404
OG0001657	Syaq.g_01413	Prat.g_00155
OG0001658	Syaq.g_01265	Prat.g_00045
OG0001671	Syaq.g_01316	Prat.g_00837
OG0001673	Syaq.g_01569	Prat.g_00237
OG0001678	Syaq.g_00691	Prat.g_01659
OG0001679	Syaq.g_02436	Prat.g_00343
OG0001692	Syaq.g_00366	Prat.g_01347
OG0001693	Syaq.g_02678	Prat.g_00625
OG0001694	Syaq.g_00765	Prat.g_00289
OG0001703	Syaq.g_01765	Prat.g_00437
OG0001713	Syaq.g_00232	Prat.g_01149
OG0001729	Syaq.g_01589	Prat.g_00247
OG0001731	Syaq.g_01717	Prat.g_01419
OG0001737	Syaq.g_00843	Prat.g_00836
OG0001748	Syaq.g_01314	Prat.g_00838
OG0001749	Syaq.g_00959	Prat.g_01325
OG0001752	Syaq.g_01593	Prat.g_01653
OG0001761	Syaq.g_02021	Prat.g_00578
OG0001770	Syaq.g_02165	Prat.g_01553
OG0001803	Syaq.g_00495	Prat.g_00402
OG0001810	Syaq.g_01439	Prat.g_00832
OG0001813	Syaq.g_01230	Prat.g_01855
OG0001816	Syaq.g_02258	Prat.g_00703
OG0001837	Syaq.g_01315	Prat.g_00839
OG0001907	Syaq.g_01433	Prat.g_01459
OG0001916	Syaq.g_01790	Prat.g_00457
OG0001974	Syaq.g_01268	Prat.g_01491
OG0001996	Syaq.g_01116	Prat.g_00030
OG0002052	Syaq.g_02551	Prat.g_00945
OG0002237	Syaq.g_02075	Prat.g_01096
OG0002246	Syaq.g_00271, Syaq.g_00518	Prat.g_01537
OG0002247	Syaq.g_01957	Prat.g_00535
OG0002296	Syaq.g_00399	Prat.g_01377
OG0002349	Syaq.g_01615	Prat.g_01637
OG0002445	Syaq.g_00021	Prat.g_01279
OG0003495	Syaq.g_00908	Prat.g_00143
OG0003665	Syaq.g_01733	Prat.g_01317
