Orthogroup	Prbg	Prap
OG0001963	Prbg.g_00498	Prap.g_00582
OG0001964	Prbg.g_00497	Prap.g_00581
OG0001967	Prbg.g_00710	Prap.g_01923
OG0001968	Prbg.g_00638	Prap.g_00168
OG0001970	Prbg.g_00014	Prap.g_00028
OG0001971	Prbg.g_00015	Prap.g_00027
OG0001972	Prbg.g_01308	Prap.g_00278
OG0001973	Prbg.g_00933	Prap.g_01015
OG0001974	Prbg.g_00702	Prap.g_00232
OG0001975	Prbg.g_01346	Prap.g_00316
OG0001976	Prbg.g_00717	Prap.g_01916
OG0001977	Prbg.g_01118	Prap.g_00824
OG0001978	Prbg.g_01624	Prap.g_01805
OG0001979	Prbg.g_01625	Prap.g_01804
OG0001980	Prbg.g_01318	Prap.g_00288
OG0001981	Prbg.g_00570	Prap.g_00100
OG0001986	Prbg.g_00566	Prap.g_00096
OG0001987	Prbg.g_00557	Prap.g_00087
OG0001994	Prbg.g_00146	Prap.g_01340
OG0001995	Prbg.g_00845	Prap.g_00926
OG0001997	Prbg.g_00020	Prap.g_00022
OG0001998	Prbg.g_00019	Prap.g_00023
OG0001999	Prbg.g_00018	Prap.g_00024
OG0002000	Prbg.g_01621	Prap.g_01808
OG0002002	Prbg.g_01717	Prap.g_01711
OG0002003	Prbg.g_01818	Prap.g_01609
OG0002004	Prbg.g_00815	Prap.g_00896
OG0002007	Prbg.g_01313	Prap.g_00283
OG0002008	Prbg.g_01537	Prap.g_00507
OG0002009	Prbg.g_01553	Prap.g_00523
OG0002010	Prbg.g_00021	Prap.g_00021
OG0002011	Prbg.g_00456	Prap.g_00540
OG0002012	Prbg.g_01532	Prap.g_00502
OG0002013	Prbg.g_00729	Prap.g_01904
OG0002014	Prbg.g_01509	Prap.g_00479
OG0002015	Prbg.g_01048	Prap.g_00674
OG0002016	Prbg.g_01546	Prap.g_00516
OG0002017	Prbg.g_01559	Prap.g_00529
OG0002018	Prbg.g_00741	Prap.g_01891
OG0002025	Prbg.g_00562	Prap.g_00092
OG0002040	Prbg.g_01584	Prap.g_01845
OG0002044	Prbg.g_00988	Prap.g_00960
OG0002046	Prbg.g_01607	Prap.g_01822
OG0002048	Prbg.g_01350	Prap.g_00320
OG0002049	Prbg.g_01538	Prap.g_00508
OG0002050	Prbg.g_01054	Prap.g_00668
OG0002067	Prbg.g_00437	Prap.g_00642
OG0002071	Prbg.g_00736	Prap.g_01897
OG0002073	Prbg.g_01634	Prap.g_01795
OG0002080	Prbg.g_00427	Prap.g_00631
OG0002083	Prbg.g_00811	Prap.g_00892
OG0002084	Prbg.g_00720	Prap.g_01913
OG0002085	Prbg.g_00133	Prap.g_01353
OG0002086	Prbg.g_00705	Prap.g_00235
OG0002087	Prbg.g_00033	Prap.g_00009
OG0002088	Prbg.g_00417	Prap.g_00621
OG0002089	Prbg.g_00426	Prap.g_00630
OG0002090	Prbg.g_01633	Prap.g_01796
OG0002092	Prbg.g_01506	Prap.g_00476
OG0002094	Prbg.g_01579	Prap.g_01850
OG0002095	Prbg.g_01573	Prap.g_01856
OG0002096	Prbg.g_00113	Prap.g_01376
OG0002097	Prbg.g_00173	Prap.g_01313
OG0002098	Prbg.g_00391	Prap.g_00594
OG0002099	Prbg.g_00390	Prap.g_00593
OG0002100	Prbg.g_00005	Prap.g_00037
OG0002101	Prbg.g_01053	Prap.g_00669
OG0002102	Prbg.g_01384	Prap.g_00354
OG0002103	Prbg.g_01462	Prap.g_00432
OG0002104	Prbg.g_01520	Prap.g_00490
OG0002105	Prbg.g_01527	Prap.g_00497
OG0002106	Prbg.g_00689	Prap.g_00219
OG0002107	Prbg.g_00692	Prap.g_00222
OG0002108	Prbg.g_00703	Prap.g_00233
OG0002109	Prbg.g_00711	Prap.g_01922
OG0002110	Prbg.g_00724	Prap.g_01909
OG0002111	Prbg.g_01596	Prap.g_01833
OG0002112	Prbg.g_01598	Prap.g_01831
OG0002113	Prbg.g_01599	Prap.g_01830
OG0002114	Prbg.g_01649	Prap.g_01780
OG0002124	Prbg.g_00520	Prap.g_01943
OG0002125	Prbg.g_00515	Prap.g_01938
OG0002126	Prbg.g_00516	Prap.g_01939
OG0002127	Prbg.g_00513	Prap.g_01936
OG0002129	Prbg.g_00449	Prap.g_00533
OG0002133	Prbg.g_00554	Prap.g_00084
OG0002136	Prbg.g_00460	Prap.g_00544
OG0002141	Prbg.g_00438	Prap.g_00643
OG0002153	Prbg.g_01804	Prap.g_01623
OG0002158	Prbg.g_00413	Prap.g_00617
OG0002159	Prbg.g_00369	Prap.g_01118
OG0002160	Prbg.g_00405	Prap.g_00608
OG0002161	Prbg.g_00397	Prap.g_00600
OG0002162	Prbg.g_00396	Prap.g_00599
OG0002163	Prbg.g_00389	Prap.g_00592
OG0002164	Prbg.g_00040	Prap.g_00002
OG0002165	Prbg.g_00027	Prap.g_00015
OG0002166	Prbg.g_00448	Prap.g_00532
OG0002167	Prbg.g_00462	Prap.g_00546
OG0002168	Prbg.g_01564	Prap.g_01865
OG0002169	Prbg.g_01577	Prap.g_01852
OG0002170	Prbg.g_01806	Prap.g_01621
OG0002176	Prbg.g_00517	Prap.g_01940
OG0002177	Prbg.g_00561	Prap.g_00091
OG0002191	Prbg.g_00430	Prap.g_00634
OG0002195	Prbg.g_00147	Prap.g_01339
OG0002198	Prbg.g_00037	Prap.g_00005
OG0002209	Prbg.g_00381	Prap.g_01106
OG0002210	Prbg.g_00380	Prap.g_01107
OG0002211	Prbg.g_00379	Prap.g_01108
OG0002217	Prbg.g_01010	Prap.g_01484
OG0002218	Prbg.g_00070	Prap.g_01419
OG0002219	Prbg.g_00372	Prap.g_01115
OG0002220	Prbg.g_00436	Prap.g_00641
OG0002221	Prbg.g_00411	Prap.g_00615
OG0002222	Prbg.g_00010	Prap.g_00032
OG0002223	Prbg.g_01058	Prap.g_00664
OG0002224	Prbg.g_01147	Prap.g_00795
OG0002225	Prbg.g_01255	Prap.g_00687
OG0002226	Prbg.g_01257	Prap.g_00686
OG0002227	Prbg.g_01322	Prap.g_00292
OG0002228	Prbg.g_01328	Prap.g_00298
OG0002229	Prbg.g_01347	Prap.g_00317
OG0002230	Prbg.g_00450	Prap.g_00534
OG0002231	Prbg.g_00494	Prap.g_00578
OG0002232	Prbg.g_01588	Prap.g_01841
OG0002233	Prbg.g_01591	Prap.g_01838
OG0002234	Prbg.g_01629	Prap.g_01800
OG0002241	Prbg.g_00518	Prap.g_01941
OG0002242	Prbg.g_00572	Prap.g_00102
OG0002243	Prbg.g_00521	Prap.g_01944
OG0002244	Prbg.g_00522	Prap.g_01945
OG0002275	Prbg.g_00500	Prap.g_00584
OG0002317	Prbg.g_00510	Prap.g_01933
OG0002325	Prbg.g_00921	Prap.g_01027
OG0002326	Prbg.g_00374	Prap.g_01113
OG0002328	Prbg.g_00431	Prap.g_00635
OG0002329	Prbg.g_00428	Prap.g_00632
OG0002330	Prbg.g_00398	Prap.g_00601
OG0002332	Prbg.g_01556	Prap.g_00526
OG0002333	Prbg.g_00739	Prap.g_01893
OG0002334	Prbg.g_00740	Prap.g_01892
OG0002335	Prbg.g_01619	Prap.g_01810
OG0002336	Prbg.g_01631	Prap.g_01798
OG0002337	Prbg.g_01640	Prap.g_01789
OG0002434	Prbg.g_00840	Prap.g_00921
OG0002435	Prbg.g_00835	Prap.g_00916
OG0002436	Prbg.g_00819	Prap.g_00900
OG0002437	Prbg.g_00867	Prap.g_01081
OG0002438	Prbg.g_00878	Prap.g_01070
OG0002439	Prbg.g_00918	Prap.g_01030
OG0002440	Prbg.g_00919	Prap.g_01029
OG0002441	Prbg.g_00920	Prap.g_01028
OG0002442	Prbg.g_00044	Prap.g_01445
OG0002443	Prbg.g_00148	Prap.g_01338
OG0002444	Prbg.g_00303	Prap.g_01184
OG0002445	Prbg.g_00360	Prap.g_01127
OG0002446	Prbg.g_00370	Prap.g_01117
OG0002447	Prbg.g_00371	Prap.g_01116
OG0002448	Prbg.g_00373	Prap.g_01114
OG0002449	Prbg.g_00376	Prap.g_01111
OG0002450	Prbg.g_00377	Prap.g_01110
OG0002451	Prbg.g_00378	Prap.g_01109
OG0002452	Prbg.g_00382	Prap.g_01105
OG0002453	Prbg.g_00383	Prap.g_01104
OG0002454	Prbg.g_00446	Prap.g_00651
OG0002455	Prbg.g_00445	Prap.g_00650
OG0002456	Prbg.g_00444	Prap.g_00649
OG0002457	Prbg.g_00435	Prap.g_00640
OG0002458	Prbg.g_00434	Prap.g_00639
OG0002459	Prbg.g_00433	Prap.g_00638
OG0002460	Prbg.g_00423	Prap.g_00627
OG0002461	Prbg.g_00410	Prap.g_00614
OG0002462	Prbg.g_00409	Prap.g_00613
OG0002463	Prbg.g_00403	Prap.g_00606
OG0002464	Prbg.g_00031	Prap.g_00011
OG0002465	Prbg.g_00030	Prap.g_00012
OG0002466	Prbg.g_00029	Prap.g_00013
OG0002467	Prbg.g_00028	Prap.g_00014
OG0002468	Prbg.g_00003	Prap.g_00039
OG0002469	Prbg.g_01065	Prap.g_00657
OG0002470	Prbg.g_01077	Prap.g_00865
OG0002471	Prbg.g_01189	Prap.g_00753
OG0002472	Prbg.g_01247	Prap.g_00695
OG0002473	Prbg.g_01303	Prap.g_00273
OG0002474	Prbg.g_01307	Prap.g_00277
OG0002475	Prbg.g_01503	Prap.g_00473
OG0002476	Prbg.g_01518	Prap.g_00488
OG0002477	Prbg.g_01560	Prap.g_00530
OG0002478	Prbg.g_00454	Prap.g_00538
OG0002479	Prbg.g_00465	Prap.g_00549
OG0002480	Prbg.g_00483	Prap.g_00567
OG0002481	Prbg.g_00507	Prap.g_01930
OG0002482	Prbg.g_00508	Prap.g_01931
OG0002483	Prbg.g_00509	Prap.g_01932
OG0002484	Prbg.g_00511	Prap.g_01934
OG0002485	Prbg.g_00514	Prap.g_01937
OG0002486	Prbg.g_00519	Prap.g_01942
OG0002487	Prbg.g_00568	Prap.g_00098
OG0002488	Prbg.g_00672	Prap.g_00202
OG0002489	Prbg.g_00683	Prap.g_00213
OG0002490	Prbg.g_00695	Prap.g_00225
OG0002491	Prbg.g_00707	Prap.g_00237
OG0002492	Prbg.g_00715	Prap.g_01918
OG0002493	Prbg.g_00718	Prap.g_01915
OG0002494	Prbg.g_00735	Prap.g_01898
OG0002495	Prbg.g_00746	Prap.g_01886
OG0002496	Prbg.g_00747	Prap.g_01885
OG0002497	Prbg.g_01572	Prap.g_01857
OG0002498	Prbg.g_01575	Prap.g_01854
OG0002499	Prbg.g_01590	Prap.g_01839
OG0002500	Prbg.g_01601	Prap.g_01828
OG0002501	Prbg.g_01603	Prap.g_01826
OG0002502	Prbg.g_01605	Prap.g_01824
OG0002503	Prbg.g_01606	Prap.g_01823
OG0002504	Prbg.g_01616	Prap.g_01813
OG0002505	Prbg.g_01623	Prap.g_01806
OG0003038	Prbg.g_00001	Prap.g_00041
OG0003100	Prbg.g_00756	Prap.g_01876
