Orthogroup	Prax	Prbd
OG0002153	Prax.g_01168	Prbd.g_00304
OG0002215	Prax.g_00442	Prbd.g_00033
OG0002216	Prax.g_00436	Prbd.g_00040
OG0002217	Prax.g_00385	Prbd.g_00090
OG0002218	Prax.g_00308	Prbd.g_00167
OG0002219	Prax.g_00133	Prbd.g_00402
OG0002220	Prax.g_01947	Prbd.g_01883
OG0002221	Prax.g_01914	Prbd.g_01830
OG0002222	Prax.g_01615	Prbd.g_01574
OG0002223	Prax.g_01593	Prbd.g_01555
OG0002224	Prax.g_00789	Prbd.g_00851
OG0002225	Prax.g_00170	Prbd.g_00436
OG0002226	Prax.g_00487	Prbd.g_00005
OG0002262	Prax.g_00272	Prbd.g_01197
OG0002263	Prax.g_00423	Prbd.g_00054
OG0002264	Prax.g_00344	Prbd.g_00131
OG0002265	Prax.g_00153	Prbd.g_00420
OG0002267	Prax.g_01941	Prbd.g_01877
OG0002268	Prax.g_01940	Prbd.g_01875
OG0002269	Prax.g_01938	Prbd.g_01873
OG0002271	Prax.g_01583, Prax.g_01595	Prbd.g_01556
OG0002275	Prax.g_01574	Prbd.g_00532
OG0002311	Prax.g_00774	Prbd.g_00834
OG0002312	Prax.g_00416	Prbd.g_00060
OG0002313	Prax.g_00399	Prbd.g_00076
OG0002314	Prax.g_00306	Prbd.g_00169
OG0002315	Prax.g_01165	Prbd.g_00300
OG0002316	Prax.g_01211	Prbd.g_00347
OG0002317	Prax.g_00136	Prbd.g_00404
OG0002318	Prax.g_00139	Prbd.g_00407
OG0002322	Prax.g_01628	Prbd.g_01588
OG0002323	Prax.g_01603	Prbd.g_01564
OG0002325	Prax.g_01923	Prbd.g_01839
OG0002361	Prax.g_00830	Prbd.g_00896
OG0002362	Prax.g_00781	Prbd.g_00843
OG0002366	Prax.g_01946	Prbd.g_01882
OG0002367	Prax.g_01934	Prbd.g_01868
OG0002368	Prax.g_01911	Prbd.g_01827
OG0002370	Prax.g_01707	Prbd.g_01668
OG0002371	Prax.g_01644	Prbd.g_01604
OG0002373	Prax.g_01596	Prbd.g_01558
OG0002374	Prax.g_00528	Prbd.g_00831
OG0002376	Prax.g_01614	Prbd.g_01573
OG0002378	Prax.g_00158	Prbd.g_00424
OG0002413	Prax.g_00142	Prbd.g_00410
OG0002414	Prax.g_00143	Prbd.g_00411
OG0002415	Prax.g_00152	Prbd.g_00419
OG0002416	Prax.g_00260	Prbd.g_00529
OG0002417	Prax.g_00506	Prbd.g_01541
OG0002418	Prax.g_01966	Prbd.g_01902
OG0002420	Prax.g_01922	Prbd.g_01838
OG0002422	Prax.g_01967	Prbd.g_01926
OG0002479	Prax.g_01968	Prbd.g_01916, Prbd.g_01925
OG0002481	Prax.g_01584	Prbd.g_01557
OG0002482	Prax.g_00787	Prbd.g_00849
OG0002483	Prax.g_00411	Prbd.g_00064
OG0002555	Prax.g_00155	Prbd.g_00422
OG0002619	Prax.g_01164	Prbd.g_00299
OG0002621	Prax.g_00505	Prbd.g_01543
OG0002623	Prax.g_01592	Prbd.g_01553
OG0002626	Prax.g_01577	Prbd.g_01534
OG0002691	Prax.g_01949	Prbd.g_01885
OG0002693	Prax.g_00631	Prbd.g_00531
OG0002776	Prax.g_00169	Prbd.g_00435
OG0002902	Prax.g_00498	Prbd.g_00298
OG0003019	Prax.g_00510	Prbd.g_01548
OG0003022	Prax.g_01570	Prbd.g_00441, Prbd.g_00822
OG0003164	Prax.g_01597	Prbd.g_01559
OG0003349	Prax.g_01582	Prbd.g_01538
OG0003369	Prax.g_01579	Prbd.g_01535
OG0003403	Prax.g_01241	Prbd.g_00376
OG0003631	Prax.g_01598	Prbd.g_01560
OG0003658	Prax.g_01969	Prbd.g_01542
OG0003661	Prax.g_01104	Prbd.g_01129
OG0004015	Prax.g_00174	Prbd.g_00440
OG0004261	Prax.g_01937	Prbd.g_01871
OG0004565	Prax.g_01601	Prbd.g_01562
