Orthogroup	Syar	Prae
OG0001145	Syar.g_02769	Prae.g_01320
OG0001146	Syar.g_02782	Prae.g_01333
OG0001147	Syar.g_01276	Prae.g_01354
OG0001148	Syar.g_01459	Prae.g_01370
OG0001149	Syar.g_01458	Prae.g_01371
OG0001150	Syar.g_01457	Prae.g_01372
OG0001151	Syar.g_01238	Prae.g_01383
OG0001152	Syar.g_01237	Prae.g_01384
OG0001153	Syar.g_01398	Prae.g_01491
OG0001154	Syar.g_01397	Prae.g_01492
OG0001155	Syar.g_01211	Prae.g_01504
OG0001156	Syar.g_01185	Prae.g_01507
OG0001157	Syar.g_01184	Prae.g_01508
OG0001158	Syar.g_01183	Prae.g_01509
OG0001159	Syar.g_01182	Prae.g_01510
OG0001160	Syar.g_02908	Prae.g_01534
OG0001161	Syar.g_00382	Prae.g_01547
OG0001162	Syar.g_03081	Prae.g_01558
OG0001163	Syar.g_02917	Prae.g_01615
OG0001164	Syar.g_02922	Prae.g_01619
OG0001165	Syar.g_02927	Prae.g_01622
OG0001166	Syar.g_02959	Prae.g_01642
OG0001167	Syar.g_02982	Prae.g_01659
OG0001168	Syar.g_02983	Prae.g_01661
OG0001169	Syar.g_02985	Prae.g_01663
OG0001170	Syar.g_02987	Prae.g_01665
OG0001171	Syar.g_02999	Prae.g_01674
OG0001172	Syar.g_00143	Prae.g_01689
OG0001173	Syar.g_00142	Prae.g_01690
OG0001174	Syar.g_00134	Prae.g_01698
OG0001175	Syar.g_00133	Prae.g_01699
OG0001176	Syar.g_01025	Prae.g_01706
OG0001177	Syar.g_01023	Prae.g_01709
OG0001178	Syar.g_02943	Prae.g_01714
OG0001179	Syar.g_01055	Prae.g_01742
OG0001181	Syar.g_01082	Prae.g_01769
OG0001182	Syar.g_01090	Prae.g_01776
OG0001183	Syar.g_01096	Prae.g_01780
OG0001184	Syar.g_00653	Prae.g_01796
OG0001185	Syar.g_00614	Prae.g_01810
OG0001186	Syar.g_00562	Prae.g_01833
OG0001187	Syar.g_00548	Prae.g_01837
OG0001188	Syar.g_00546	Prae.g_01839
OG0001189	Syar.g_00525	Prae.g_01856
OG0001190	Syar.g_00330	Prae.g_01860
OG0001191	Syar.g_00349	Prae.g_01870
OG0001192	Syar.g_00356	Prae.g_01875
OG0001193	Syar.g_00711	Prae.g_01885
OG0001194	Syar.g_00622	Prae.g_01886
OG0001195	Syar.g_00623	Prae.g_01887
OG0001196	Syar.g_00453	Prae.g_01900
OG0001197	Syar.g_00455	Prae.g_01901
OG0001198	Syar.g_00467	Prae.g_01908
OG0001199	Syar.g_03045	Prae.g_00074
OG0001200	Syar.g_03047	Prae.g_00076
OG0001201	Syar.g_03120	Prae.g_00107
OG0001202	Syar.g_00991	Prae.g_00202
OG0001203	Syar.g_03021	Prae.g_00241
OG0001204	Syar.g_00154	Prae.g_00246
OG0001205	Syar.g_02869	Prae.g_00419
OG0001207	Syar.g_01462	Prae.g_00451
OG0001208	Syar.g_01471	Prae.g_00456
OG0001211	Syar.g_02323	Prae.g_00525
OG0001212	Syar.g_02027	Prae.g_00570
OG0001213	Syar.g_02239	Prae.g_00603
OG0001214	Syar.g_02420	Prae.g_00611
OG0001215	Syar.g_00965	Prae.g_00664
OG0001216	Syar.g_01909	Prae.g_00713
OG0001217	Syar.g_02852	Prae.g_00752
OG0001218	Syar.g_01388	Prae.g_00759
OG0001219	Syar.g_02585	Prae.g_00794
OG0001222	Syar.g_02552	Prae.g_00956
OG0001223	Syar.g_02505	Prae.g_00982
OG0001224	Syar.g_01361	Prae.g_01036
OG0001225	Syar.g_01929	Prae.g_01038
OG0001226	Syar.g_03054	Prae.g_01066
OG0001227	Syar.g_02213	Prae.g_01084
OG0001230	Syar.g_02816	Prae.g_01451
OG0001231	Syar.g_00485	Prae.g_01556
OG0001232	Syar.g_02968	Prae.g_01646
OG0001233	Syar.g_02988	Prae.g_01666
OG0001235	Syar.g_01019	Prae.g_01711
OG0001236	Syar.g_00657	Prae.g_01793
OG0001237	Syar.g_00652	Prae.g_01797
OG0001238	Syar.g_00351	Prae.g_01871
OG0001239	Syar.g_03043	Prae.g_00071
OG0001240	Syar.g_03101	Prae.g_00093
OG0001241	Syar.g_03149, Syar.g_03112	Prae.g_00101
OG0001242	Syar.g_00043	Prae.g_00119
OG0001243	Syar.g_00051	Prae.g_00125
OG0001244	Syar.g_00075	Prae.g_00141
OG0001245	Syar.g_00999	Prae.g_00380
OG0001246	Syar.g_01910	Prae.g_00478
OG0001247	Syar.g_02024	Prae.g_00657
OG0001248	Syar.g_02059	Prae.g_00659
OG0001249	Syar.g_01113	Prae.g_00784
OG0001250	Syar.g_01819, Syar.g_03240	Prae.g_00846
OG0001251	Syar.g_02575	Prae.g_00893
OG0001252	Syar.g_01372	Prae.g_01031
OG0001253	Syar.g_02015	Prae.g_01085
OG0001254	Syar.g_02233	Prae.g_01132
OG0001255	Syar.g_01746	Prae.g_01147
OG0001256	Syar.g_02915	Prae.g_01549
OG0001257	Syar.g_00807, Syar.g_02468, Syar.g_02269	Prae.g_01555
OG0001258	Syar.g_02925	Prae.g_01620
OG0001259	Syar.g_02986	Prae.g_01664
OG0001260	Syar.g_03007	Prae.g_01680
OG0001262	Syar.g_00527	Prae.g_01854
OG0001263	Syar.g_00054	Prae.g_00128
OG0001265	Syar.g_00041	Prae.g_00118
OG0001266	Syar.g_00987	Prae.g_00206
OG0001267	Syar.g_00225	Prae.g_00281
OG0001268	Syar.g_01124	Prae.g_00339
OG0001269	Syar.g_00688	Prae.g_00358
OG0001270	Syar.g_01175	Prae.g_00408
OG0001271	Syar.g_01270	Prae.g_00446
OG0001272	Syar.g_01475	Prae.g_00460
OG0001273	Syar.g_02413	Prae.g_00605
OG0001274	Syar.g_00929	Prae.g_00677
OG0001275	Syar.g_02490	Prae.g_00992
OG0001276	Syar.g_01797	Prae.g_01015
OG0001277	Syar.g_02250	Prae.g_01074
OG0001278	Syar.g_01720	Prae.g_01213
OG0001279	Syar.g_02841	Prae.g_01265
OG0001280	Syar.g_03317	Prae.g_01328
OG0001281	Syar.g_02783	Prae.g_01334
OG0001282	Syar.g_01460, Syar.g_01351	Prae.g_01369
OG0001283	Syar.g_00447	Prae.g_01388
OG0001284	Syar.g_02900	Prae.g_01529
OG0001285	Syar.g_02972	Prae.g_01649
OG0001286	Syar.g_01077	Prae.g_01762
OG0001287	Syar.g_00606	Prae.g_01817
OG0001288	Syar.g_00591	Prae.g_01826
OG0001289	Syar.g_03080	Prae.g_00087
OG0001290	Syar.g_03111	Prae.g_00100
OG0001291	Syar.g_00064	Prae.g_00135
OG0001292	Syar.g_00160	Prae.g_00251
OG0001293	Syar.g_00198	Prae.g_00264
OG0001294	Syar.g_01687	Prae.g_00378
OG0001295	Syar.g_00693	Prae.g_00441
OG0001296	Syar.g_01506	Prae.g_00483
OG0001297	Syar.g_01510	Prae.g_00488
OG0001298	Syar.g_02210	Prae.g_00551
OG0001299	Syar.g_01915	Prae.g_00640
OG0001303	Syar.g_02583	Prae.g_00996
OG0001304	Syar.g_01557	Prae.g_01025
OG0001305	Syar.g_01937	Prae.g_01044
OG0001306	Syar.g_01521	Prae.g_01149
OG0001307	Syar.g_02591	Prae.g_01351
OG0001308	Syar.g_02798	Prae.g_01469
OG0001309	Syar.g_00360	Prae.g_01553
OG0001310	Syar.g_02951	Prae.g_01635
OG0001311	Syar.g_01795	Prae.g_01017
OG0001313	Syar.g_01264	Prae.g_00700, Prae.g_00703, Prae.g_00708
OG0001315	Syar.g_01094	Prae.g_00061
OG0001317	Syar.g_03025	Prae.g_00237
OG0001318	Syar.g_00186	Prae.g_00259
OG0001319	Syar.g_00215	Prae.g_00275
OG0001325	Syar.g_01577	Prae.g_00716
OG0001326	Syar.g_00632	Prae.g_00881
OG0001327	Syar.g_01674	Prae.g_01057
OG0001329	Syar.g_02337	Prae.g_01122
OG0001331	Syar.g_01455	Prae.g_01374
OG0001334	Syar.g_03166	Prae.g_01783
OG0001336	Syar.g_00448	Prae.g_01897
OG0001339	Syar.g_03114	Prae.g_00103
OG0001343	Syar.g_03210	Prae.g_00890
OG0001345	Syar.g_01958	Prae.g_01182
OG0001346	Syar.g_02778	Prae.g_01330
OG0001348	Syar.g_02259	Prae.g_01578
OG0001351	Syar.g_01420	Prae.g_00428
OG0001353	Syar.g_01809	Prae.g_00838
OG0001354	Syar.g_02520	Prae.g_00974
OG0001356	Syar.g_00176	Prae.g_01231
OG0001358	Syar.g_02262	Prae.g_00594
OG0001359	Syar.g_03211	Prae.g_00891
OG0001360	Syar.g_01961	Prae.g_01086
OG0001361	Syar.g_01955	Prae.g_01179
OG0001364	Syar.g_00284	Prae.g_01786
OG0001365	Syar.g_00335	Prae.g_01864
OG0001371	Syar.g_03059	Prae.g_00653
OG0001373	Syar.g_00631	Prae.g_00880
OG0001374	Syar.g_00642	Prae.g_00888
OG0001376	Syar.g_03203, Syar.g_02600	Prae.g_01050
OG0001377	Syar.g_02599, Syar.g_03202	Prae.g_01051
OG0001378	Syar.g_01174	Prae.g_01095
OG0001379	Syar.g_02772	Prae.g_01323
OG0001382	Syar.g_02834, Syar.g_03204	Prae.g_01570
OG0001385	Syar.g_00628	Prae.g_00877
OG0001386	Syar.g_00629	Prae.g_00878
OG0001387	Syar.g_00630	Prae.g_00879
OG0001388	Syar.g_00635	Prae.g_00882
OG0001389	Syar.g_00636	Prae.g_00883
OG0001390	Syar.g_00637	Prae.g_00884
OG0001391	Syar.g_00638	Prae.g_00885
OG0001392	Syar.g_00640	Prae.g_00886
OG0001393	Syar.g_00641	Prae.g_00887
OG0001395	Syar.g_01561	Prae.g_01027
OG0001401	Syar.g_01813	Prae.g_00687
OG0001402	Syar.g_02252	Prae.g_00767
OG0001403	Syar.g_00504	Prae.g_00030
OG0001406	Syar.g_02601	Prae.g_01049
OG0001408	Syar.g_02042	Prae.g_01069
OG0001413	Syar.g_02062, Syar.g_02063	Prae.g_01544
OG0001415	Syar.g_01553	Prae.g_00234
OG0001416	Syar.g_00433	Prae.g_00433
OG0001417	Syar.g_01885	Prae.g_00443
OG0001418	Syar.g_01546	Prae.g_00658
OG0001420	Syar.g_02680	Prae.g_01104
OG0001428	Syar.g_00108	Prae.g_00175
OG0001429	Syar.g_02582	Prae.g_00795
OG0001430	Syar.g_03306	Prae.g_01287
OG0001432	Syar.g_02064, Syar.g_02123	Prae.g_01542
OG0001433	Syar.g_00173	Prae.g_01232
OG0001436	Syar.g_02714, Syar.g_03234	Prae.g_01418
OG0001437	Syar.g_01554	Prae.g_00233
OG0001438	Syar.g_00240	Prae.g_00294
OG0001439	Syar.g_00824	Prae.g_00308
OG0001441	Syar.g_02691	Prae.g_00495
OG0001442	Syar.g_02622	Prae.g_00741
OG0001447	Syar.g_00052	Prae.g_00126
OG0001449	Syar.g_01897	Prae.g_00394
OG0001450	Syar.g_00880	Prae.g_00661
OG0001452	Syar.g_00167	Prae.g_00895
OG0001453	Syar.g_02498	Prae.g_00986
OG0001454	Syar.g_02065, Syar.g_02122	Prae.g_01079
OG0001456	Syar.g_00643	Prae.g_01140
OG0001457	Syar.g_00644	Prae.g_01141
OG0001458	Syar.g_00645	Prae.g_01142
OG0001459	Syar.g_00418, Syar.g_02047	Prae.g_01277
OG0001460	Syar.g_00172	Prae.g_01233
OG0001461	Syar.g_02478	Prae.g_01228
OG0001462	Syar.g_00511	Prae.g_00034
OG0001467	Syar.g_01745	Prae.g_00785
OG0001471	Syar.g_00830	Prae.g_01545
OG0001474	Syar.g_01125	Prae.g_00340
OG0001480	Syar.g_02013	Prae.g_00368
OG0001482	Syar.g_02511	Prae.g_00431
OG0001486	Syar.g_01537	Prae.g_01161
OG0001492	Syar.g_01717	Prae.g_01210
OG0001493	Syar.g_01725	Prae.g_01218
OG0001495	Syar.g_01022	Prae.g_01708
OG0001502	Syar.g_01840	Prae.g_00776
OG0001504	Syar.g_02046	Prae.g_01278
OG0001520	Syar.g_02053	Prae.g_00389
OG0001525	Syar.g_01315	Prae.g_01561
OG0001546	Syar.g_03276, Syar.g_02688	Prae.g_00498
OG0001547	Syar.g_01855	Prae.g_00778
OG0001549	Syar.g_02838	Prae.g_00864
OG0001554	Syar.g_00327	Prae.g_01551
OG0001555	Syar.g_01689	Prae.g_01566
OG0001556	Syar.g_00177	Prae.g_01237
OG0001558	Syar.g_00488	Prae.g_00690
OG0001567	Syar.g_01847	Prae.g_00777
OG0001568	Syar.g_01866	Prae.g_00779
OG0001570	Syar.g_02858	Prae.g_01106
OG0001587	Syar.g_03010	Prae.g_01682
OG0001613	Syar.g_01093	Prae.g_01778
OG0001625	Syar.g_00192	Prae.g_00261
OG0001627	Syar.g_01215	Prae.g_00756
OG0001652	Syar.g_00486	Prae.g_00688
OG0001671	Syar.g_00943, Syar.g_03173	Prae.g_00695
OG0001745	Syar.g_02010	Prae.g_01541
OG0001749	Syar.g_00264	Prae.g_01394
OG0001991	Syar.g_01636	Prae.g_01254
OG0001995	Syar.g_02034	Prae.g_01259
OG0002270	Syar.g_02461, Syar.g_02463, Syar.g_02462	Prae.g_01407
OG0002364	Syar.g_02581	Prae.g_00796
OG0002700	Syar.g_01979	Prae.g_00707
OG0002767	Syar.g_03172	Prae.g_00055
OG0002787	Syar.g_00399	Prae.g_01301
OG0002788	Syar.g_00398	Prae.g_01302
OG0002789	Syar.g_00397	Prae.g_01303
OG0002790	Syar.g_00396	Prae.g_01304
OG0002791	Syar.g_00395	Prae.g_01305
OG0002792	Syar.g_00394	Prae.g_01306
OG0002793	Syar.g_00393	Prae.g_01307
