Orthogroup	Prbk	Syaj
OG0001074	Prbk.g_02602	Syaj.g_01327
OG0001075	Prbk.g_02603	Syaj.g_01325
OG0001076	Prbk.g_02611	Syaj.g_01305
OG0001077	Prbk.g_02621	Syaj.g_01294
OG0001078	Prbk.g_02632	Syaj.g_01282
OG0001079	Prbk.g_02651	Syaj.g_01269
OG0001080	Prbk.g_00738	Syaj.g_01135
OG0001081	Prbk.g_00728	Syaj.g_00699
OG0001082	Prbk.g_00727	Syaj.g_00700
OG0001083	Prbk.g_00719	Syaj.g_00709
OG0001084	Prbk.g_00718	Syaj.g_00711
OG0001085	Prbk.g_00708	Syaj.g_00721
OG0001086	Prbk.g_00706	Syaj.g_00723
OG0001087	Prbk.g_01821	Syaj.g_00498
OG0001088	Prbk.g_01817	Syaj.g_00494
OG0001089	Prbk.g_01764	Syaj.g_00439
OG0001090	Prbk.g_00617	Syaj.g_00959
OG0001091	Prbk.g_00615	Syaj.g_00957
OG0001092	Prbk.g_00614	Syaj.g_00954
OG0001093	Prbk.g_00610	Syaj.g_00948
OG0001094	Prbk.g_02462	Syaj.g_01032
OG0001095	Prbk.g_02481	Syaj.g_01008
OG0001096	Prbk.g_02497	Syaj.g_00988
OG0001097	Prbk.g_02542	Syaj.g_00371
OG0001098	Prbk.g_02379	Syaj.g_01132
OG0001099	Prbk.g_00193	Syaj.g_01906
OG0001100	Prbk.g_02389	Syaj.g_00732
OG0001101	Prbk.g_02390	Syaj.g_00734
OG0001102	Prbk.g_02393	Syaj.g_00737
OG0001103	Prbk.g_02395	Syaj.g_00740
OG0001104	Prbk.g_02452	Syaj.g_01050
OG0001105	Prbk.g_02447	Syaj.g_01046
OG0001106	Prbk.g_02336	Syaj.g_00912
OG0001107	Prbk.g_02326	Syaj.g_00900
OG0001108	Prbk.g_02319	Syaj.g_00870
OG0001109	Prbk.g_02317	Syaj.g_00868
OG0001110	Prbk.g_02315	Syaj.g_00866
OG0001111	Prbk.g_02313	Syaj.g_00864
OG0001112	Prbk.g_02311	Syaj.g_00862
OG0001113	Prbk.g_02310	Syaj.g_00861
OG0001114	Prbk.g_02309	Syaj.g_00860
OG0001115	Prbk.g_02307	Syaj.g_00856
OG0001116	Prbk.g_02306	Syaj.g_00854
OG0001117	Prbk.g_02305	Syaj.g_00853
OG0001118	Prbk.g_02304	Syaj.g_00852
OG0001119	Prbk.g_02303	Syaj.g_00850
OG0001120	Prbk.g_02301	Syaj.g_00846
OG0001122	Prbk.g_00581	Syaj.g_00817
OG0001123	Prbk.g_00588	Syaj.g_00810
OG0001124	Prbk.g_00590	Syaj.g_00808
OG0001125	Prbk.g_00592	Syaj.g_00806
OG0001126	Prbk.g_00068	Syaj.g_00413
OG0001127	Prbk.g_00067	Syaj.g_00414
OG0001128	Prbk.g_00064	Syaj.g_00417
OG0001129	Prbk.g_00063	Syaj.g_00419
OG0001130	Prbk.g_00062	Syaj.g_00420
OG0001131	Prbk.g_00627	Syaj.g_01070
OG0001132	Prbk.g_02595	Syaj.g_01166
OG0001133	Prbk.g_02613	Syaj.g_01302
OG0001134	Prbk.g_02195	Syaj.g_00645
OG0001135	Prbk.g_02197	Syaj.g_00647
OG0001136	Prbk.g_01021	Syaj.g_00300
OG0001137	Prbk.g_00155	Syaj.g_00318
OG0001138	Prbk.g_00137	Syaj.g_00620
OG0001139	Prbk.g_00135	Syaj.g_00618
OG0001140	Prbk.g_00134	Syaj.g_00617
OG0001141	Prbk.g_00133	Syaj.g_00616
OG0001142	Prbk.g_00132	Syaj.g_00615
OG0001143	Prbk.g_01504	Syaj.g_00602
OG0001144	Prbk.g_00188	Syaj.g_00588
OG0001145	Prbk.g_01194	Syaj.g_00276
OG0001146	Prbk.g_01178	Syaj.g_01518
OG0001147	Prbk.g_02120	Syaj.g_01438
OG0001148	Prbk.g_02051	Syaj.g_00057
OG0001149	Prbk.g_02050	Syaj.g_00056
OG0001150	Prbk.g_02049	Syaj.g_00055
OG0001151	Prbk.g_02037	Syaj.g_00043
OG0001152	Prbk.g_02036	Syaj.g_00040
OG0001153	Prbk.g_01217	Syaj.g_01425
OG0001154	Prbk.g_01216	Syaj.g_01426
OG0001155	Prbk.g_02004	Syaj.g_01637
OG0001156	Prbk.g_02001	Syaj.g_01640
OG0001157	Prbk.g_02596	Syaj.g_01641
OG0001158	Prbk.g_02000	Syaj.g_01643
OG0001159	Prbk.g_01999	Syaj.g_01644
OG0001160	Prbk.g_00934	Syaj.g_01697
OG0001161	Prbk.g_02593	Syaj.g_02148
OG0001162	Prbk.g_01788	Syaj.g_00979
OG0001163	Prbk.g_00920	Syaj.g_01705
OG0001164	Prbk.g_00915	Syaj.g_01711
OG0001165	Prbk.g_00912	Syaj.g_01716
OG0001166	Prbk.g_01438	Syaj.g_01746
OG0001167	Prbk.g_01417	Syaj.g_01592
OG0001168	Prbk.g_01415	Syaj.g_01594
OG0001169	Prbk.g_01413	Syaj.g_01596
OG0001170	Prbk.g_01411	Syaj.g_01597
OG0001171	Prbk.g_01401	Syaj.g_01607
OG0001172	Prbk.g_01908	Syaj.g_02641
OG0001173	Prbk.g_01909	Syaj.g_02642
OG0001174	Prbk.g_01917	Syaj.g_02650
OG0001175	Prbk.g_01918	Syaj.g_02651
OG0001176	Prbk.g_00991	Syaj.g_02688
OG0001177	Prbk.g_00993	Syaj.g_02685
OG0001178	Prbk.g_00901	Syaj.g_01726
OG0001179	Prbk.g_00962	Syaj.g_02719
OG0001180	Prbk.g_00804	Syaj.g_02744
OG0001181	Prbk.g_00808	Syaj.g_02748
OG0001182	Prbk.g_00817	Syaj.g_02757
OG0001183	Prbk.g_00845	Syaj.g_02762
OG0001184	Prbk.g_00521	Syaj.g_02449
OG0001185	Prbk.g_00231	Syaj.g_02423
OG0001186	Prbk.g_01568	Syaj.g_02339
OG0001187	Prbk.g_01572	Syaj.g_02369
OG0001188	Prbk.g_01576	Syaj.g_02336
OG0001189	Prbk.g_01598	Syaj.g_02318
OG0001190	Prbk.g_02160	Syaj.g_02111
OG0001191	Prbk.g_02173	Syaj.g_02128
OG0001192	Prbk.g_02180	Syaj.g_02138
OG0001193	Prbk.g_02218	Syaj.g_02178
OG0001194	Prbk.g_02224	Syaj.g_02180
OG0001195	Prbk.g_02225	Syaj.g_02181
OG0001196	Prbk.g_02261	Syaj.g_02244
OG0001197	Prbk.g_02263	Syaj.g_02246
OG0001198	Prbk.g_02275	Syaj.g_02259
OG0001199	Prbk.g_01314	Syaj.g_01825
OG0001200	Prbk.g_01312	Syaj.g_01827
OG0001201	Prbk.g_00010	Syaj.g_01888
OG0001202	Prbk.g_01254	Syaj.g_02032
OG0001203	Prbk.g_01519	Syaj.g_02877
OG0001204	Prbk.g_01013	Syaj.g_02621
OG0001205	Prbk.g_00318	Syaj.g_01545
OG0001206	Prbk.g_02089	Syaj.g_01484
OG0001207	Prbk.g_02053	Syaj.g_00061
OG0001208	Prbk.g_02063	Syaj.g_00074
OG0001209	Prbk.g_01083	Syaj.g_00147
OG0001210	Prbk.g_01095	Syaj.g_00158
OG0001211	Prbk.g_01892	Syaj.g_00184
OG0001212	Prbk.g_01140	Syaj.g_00246
OG0001214	Prbk.g_02633	Syaj.g_01281
OG0001215	Prbk.g_01816	Syaj.g_00492
OG0001216	Prbk.g_00616	Syaj.g_00958
OG0001218	Prbk.g_01205	Syaj.g_01434
OG0001219	Prbk.g_02367	Syaj.g_00782
OG0001220	Prbk.g_02559	Syaj.g_00345
OG0001221	Prbk.g_02420	Syaj.g_01067
OG0001222	Prbk.g_02189	Syaj.g_00911
OG0001223	Prbk.g_02299	Syaj.g_00844
OG0001224	Prbk.g_00060	Syaj.g_00423
OG0001225	Prbk.g_00058	Syaj.g_00425
OG0001227	Prbk.g_02022	Syaj.g_02152
OG0001228	Prbk.g_00183	Syaj.g_01565
OG0001229	Prbk.g_00923	Syaj.g_00451
OG0001231	Prbk.g_01637	Syaj.g_02279
OG0001232	Prbk.g_01433	Syaj.g_01757
OG0001233	Prbk.g_01410	Syaj.g_01598
OG0001234	Prbk.g_01921	Syaj.g_02655
OG0001235	Prbk.g_00996	Syaj.g_02679
OG0001236	Prbk.g_00517	Syaj.g_02453
OG0001237	Prbk.g_00524	Syaj.g_02447
OG0001239	Prbk.g_01317	Syaj.g_01822
OG0001240	Prbk.g_00027	Syaj.g_01871
OG0001242	Prbk.g_00200	Syaj.g_01913
OG0001243	Prbk.g_00541	Syaj.g_01926
OG0001246	Prbk.g_01044	Syaj.g_00100
OG0001247	Prbk.g_02509	Syaj.g_00973
OG0001248	Prbk.g_01805	Syaj.g_00978
OG0001250	Prbk.g_02538	Syaj.g_00375
OG0001252	Prbk.g_00065	Syaj.g_00416
OG0001253	Prbk.g_01700	Syaj.g_01165
OG0001254	Prbk.g_02196	Syaj.g_00646
OG0001258	Prbk.g_00914	Syaj.g_01714
OG0001260	Prbk.g_01382	Syaj.g_01617
OG0001261	Prbk.g_00953	Syaj.g_02728
OG0001262	Prbk.g_01595	Syaj.g_02320
OG0001263	Prbk.g_00543	Syaj.g_01929
OG0001265	Prbk.g_00198	Syaj.g_01911
OG0001266	Prbk.g_01250	Syaj.g_02036
OG0001267	Prbk.g_00417	Syaj.g_02565
OG0001268	Prbk.g_00877	Syaj.g_02811
OG0001270	Prbk.g_00330	Syaj.g_01558
OG0001271	Prbk.g_02110	Syaj.g_01447
OG0001272	Prbk.g_02067	Syaj.g_00078
OG0001273	Prbk.g_02626	Syaj.g_01288
OG0001274	Prbk.g_00651	Syaj.g_02077
OG0001275	Prbk.g_00570	Syaj.g_00827
OG0001276	Prbk.g_00587	Syaj.g_00811
OG0001277	Prbk.g_02247	Syaj.g_02227
OG0001278	Prbk.g_00176	Syaj.g_00575
OG0001279	Prbk.g_01933	Syaj.g_01356
OG0001280	Prbk.g_01186	Syaj.g_01508
OG0001281	Prbk.g_01177	Syaj.g_01519
OG0001283	Prbk.g_02256	Syaj.g_02238
OG0001285	Prbk.g_01429	Syaj.g_01170
OG0001286	Prbk.g_00802	Syaj.g_02742
OG0001288	Prbk.g_01534	Syaj.g_02394
OG0001290	Prbk.g_00018	Syaj.g_01880
OG0001291	Prbk.g_00553	Syaj.g_01939
OG0001292	Prbk.g_01007	Syaj.g_02616
OG0001293	Prbk.g_00381	Syaj.g_02594
OG0001294	Prbk.g_00707	Syaj.g_00722
OG0001295	Prbk.g_01098	Syaj.g_00161
OG0001297	Prbk.g_01053	Syaj.g_00110
OG0001298	Prbk.g_01114	Syaj.g_00221
OG0001300	Prbk.g_01801	Syaj.g_00479
OG0001301	Prbk.g_01761	Syaj.g_00440
OG0001302	Prbk.g_01455	Syaj.g_01251
OG0001303	Prbk.g_02365	Syaj.g_00784
OG0001307	Prbk.g_01198	Syaj.g_02672
OG0001309	Prbk.g_01059	Syaj.g_00116
OG0001310	Prbk.g_01444	Syaj.g_01735
OG0001311	Prbk.g_00589	Syaj.g_00809
OG0001312	Prbk.g_02354	Syaj.g_00931
OG0001313	Prbk.g_02099	Syaj.g_01471
OG0001313	Prbk.g_02097	Syaj.g_01472
OG0001316	Prbk.g_00560	Syaj.g_01946
OG0001319	Prbk.g_00407	Syaj.g_02576
OG0001321	Prbk.g_00309	Syaj.g_01528
OG0001322	Prbk.g_00308	Syaj.g_01527
OG0001323	Prbk.g_01062	Syaj.g_00119
OG0001324	Prbk.g_01800	Syaj.g_00478
OG0001326	Prbk.g_02231	Syaj.g_02196
OG0001328	Prbk.g_02413	Syaj.g_00764
OG0001329	Prbk.g_01661	Syaj.g_00028
OG0001330	Prbk.g_01193	Syaj.g_01501
OG0001332	Prbk.g_02016	Syaj.g_01631
OG0001333	Prbk.g_01416	Syaj.g_01593
OG0001334	Prbk.g_00849	Syaj.g_02770
OG0001335	Prbk.g_00850	Syaj.g_02771
OG0001336	Prbk.g_02257	Syaj.g_02239
OG0001337	Prbk.g_00859	Syaj.g_02795, Syaj.g_02786
OG0001339	Prbk.g_00015	Syaj.g_01883
OG0001340	Prbk.g_00860	Syaj.g_02787
OG0001341	Prbk.g_02519	Syaj.g_00449
OG0001344	Prbk.g_00142	Syaj.g_00307
OG0001347	Prbk.g_01542	Syaj.g_02497
OG0001347	Prbk.g_00942	Syaj.g_02374
OG0001348	Prbk.g_00671	Syaj.g_00393
OG0001351	Prbk.g_00300	Syaj.g_00272
OG0001352	Prbk.g_01767	Syaj.g_00136
OG0001353	Prbk.g_02529	Syaj.g_00386
OG0001354	Prbk.g_02308	Syaj.g_00857
OG0001355	Prbk.g_02424	Syaj.g_01244
OG0001358	Prbk.g_02607	Syaj.g_01309
OG0001360	Prbk.g_00123	Syaj.g_00340
OG0001361	Prbk.g_00102	Syaj.g_00334
OG0001362	Prbk.g_00281	Syaj.g_01396
OG0001363	Prbk.g_00283	Syaj.g_01398
OG0001369	Prbk.g_00028	Syaj.g_01870
OG0001370	Prbk.g_02516	Syaj.g_01171, Syaj.g_01672, Syaj.g_01252
OG0001373	Prbk.g_02230	Syaj.g_02195
OG0001374	Prbk.g_02238	Syaj.g_02203
OG0001376	Prbk.g_02183	Syaj.g_02140
OG0001377	Prbk.g_02182	Syaj.g_02139
OG0001378	Prbk.g_00337	Syaj.g_01559
OG0001379	Prbk.g_01191	Syaj.g_01503
OG0001381	Prbk.g_00629	Syaj.g_00405, Syaj.g_02663
OG0001382	Prbk.g_00623	Syaj.g_00685
OG0001383	Prbk.g_01512	Syaj.g_02884
OG0001385	Prbk.g_02227	Syaj.g_02192
OG0001386	Prbk.g_02228	Syaj.g_02193
OG0001387	Prbk.g_02229	Syaj.g_02194
OG0001388	Prbk.g_02232	Syaj.g_02197
OG0001389	Prbk.g_02233	Syaj.g_02198
OG0001390	Prbk.g_02234	Syaj.g_02199
OG0001391	Prbk.g_02235	Syaj.g_02200
OG0001392	Prbk.g_02236	Syaj.g_02201
OG0001393	Prbk.g_02237	Syaj.g_02202
OG0001394	Prbk.g_02437	Syaj.g_01059
OG0001395	Prbk.g_00600	Syaj.g_00935
OG0001396	Prbk.g_01543	Syaj.g_02498, Syaj.g_02372
OG0001397	Prbk.g_00282	Syaj.g_01397
OG0001398	Prbk.g_01694	Syaj.g_01116
OG0001400	Prbk.g_00747	Syaj.g_00151
OG0001401	Prbk.g_02533	Syaj.g_00381
OG0001402	Prbk.g_02612	Syaj.g_01304
OG0001403	Prbk.g_01618	Syaj.g_02297
OG0001405	Prbk.g_00852	Syaj.g_02773
OG0001406	Prbk.g_02184	Syaj.g_02141
OG0001410	Prbk.g_01197	Syaj.g_02673
OG0001412	Prbk.g_01541	Syaj.g_02496
OG0001414	Prbk.g_01364	Syaj.g_02664
OG0001416	Prbk.g_01180	Syaj.g_01516
OG0001425	Prbk.g_02177	Syaj.g_02137
OG0001434	Prbk.g_02441	Syaj.g_01054
OG0001435	Prbk.g_02392	Syaj.g_00736
OG0001436	Prbk.g_00496	Syaj.g_02479
OG0001436	Prbk.g_00497	Syaj.g_02478
OG0001438	Prbk.g_00432	Syaj.g_02550
OG0001443	Prbk.g_00922	Syaj.g_02145
OG0001444	Prbk.g_01493	Syaj.g_02403
OG0001444	Prbk.g_00033	Syaj.g_01865
OG0001446	Prbk.g_01665	Syaj.g_00527
OG0001449	Prbk.g_01465	Syaj.g_02625
OG0001462	Prbk.g_01611	Syaj.g_02304
OG0001463	Prbk.g_00425	Syaj.g_00403
OG0001464	Prbk.g_00861	Syaj.g_02788
OG0001470	Prbk.g_01566	Syaj.g_01567, Syaj.g_02342
OG0001474	Prbk.g_00878	Syaj.g_02812
OG0001475	Prbk.g_01564	Syaj.g_01569
OG0001477	Prbk.g_01756	Syaj.g_00444
OG0001478	Prbk.g_02104	Syaj.g_01470
OG0001479	Prbk.g_00875	Syaj.g_02809
OG0001487	Prbk.g_01206, Prbk.g_01207, Prbk.g_01208	Syaj.g_01433
OG0001488	Prbk.g_00159	Syaj.g_00324
OG0001489	Prbk.g_00813	Syaj.g_02753
OG0001494	Prbk.g_00095	Syaj.g_02353
OG0001496	Prbk.g_01752	Syaj.g_00446
OG0001497	Prbk.g_01755	Syaj.g_00445
OG0001498	Prbk.g_00363	Syaj.g_02830
OG0001508	Prbk.g_01567	Syaj.g_01566
OG0001509	Prbk.g_01547	Syaj.g_02376
OG0001509	Prbk.g_01545, Prbk.g_00223	Syaj.g_02499
OG0001510	Prbk.g_01485	Syaj.g_02410
OG0001511	Prbk.g_00003	Syaj.g_01896
OG0001512	Prbk.g_01517	Syaj.g_02878
OG0001513	Prbk.g_01680	Syaj.g_02690
OG0001514	Prbk.g_01751	Syaj.g_00447
OG0001515	Prbk.g_01809	Syaj.g_00483
OG0001516	Prbk.g_00716	Syaj.g_00713
OG0001517	Prbk.g_00872	Syaj.g_02806
OG0001518	Prbk.g_02176	Syaj.g_02132
OG0001519	Prbk.g_02187	Syaj.g_02147
OG0001525	Prbk.g_02665	Syaj.g_02159
OG0001527	Prbk.g_01878	Syaj.g_00198
OG0001528	Prbk.g_01570	Syaj.g_01568
OG0001529	Prbk.g_01605	Syaj.g_02311
OG0001530	Prbk.g_00005	Syaj.g_01894
OG0001531	Prbk.g_01516	Syaj.g_02879
OG0001532	Prbk.g_00136	Syaj.g_00619
OG0001533	Prbk.g_01687	Syaj.g_01487
OG0001534	Prbk.g_00597	Syaj.g_00794
OG0001535	Prbk.g_00585	Syaj.g_00813
OG0001536	Prbk.g_02328	Syaj.g_00903
OG0001537	Prbk.g_02428	Syaj.g_01066
OG0001538	Prbk.g_02473	Syaj.g_01018
OG0001539	Prbk.g_02579	Syaj.g_00731
OG0001540	Prbk.g_00545	Syaj.g_01931
OG0001541	Prbk.g_00787	Syaj.g_02002
OG0001542	Prbk.g_01276	Syaj.g_02011
OG0001543	Prbk.g_00673	Syaj.g_02057
OG0001544	Prbk.g_02186	Syaj.g_02146
OG0001545	Prbk.g_02246	Syaj.g_02226
OG0001558	Prbk.g_01634	Syaj.g_02282
OG0001559	Prbk.g_00006	Syaj.g_01893
OG0001560	Prbk.g_00019	Syaj.g_01879
OG0001561	Prbk.g_00591	Syaj.g_00807
OG0001562	Prbk.g_00577	Syaj.g_00821
OG0001563	Prbk.g_00945	Syaj.g_02737
OG0001572	Prbk.g_01332	Syaj.g_00522
OG0001574	Prbk.g_01880	Syaj.g_00196
OG0001575	Prbk.g_01875	Syaj.g_00201
OG0001576	Prbk.g_01168	Syaj.g_00266
OG0001577	Prbk.g_01023	Syaj.g_00298
OG0001579	Prbk.g_00856	Syaj.g_02777
OG0001580	Prbk.g_02149	Syaj.g_02100
OG0001588	Prbk.g_00504	Syaj.g_02467
OG0001589	Prbk.g_01408	Syaj.g_01600
OG0001592	Prbk.g_02150	Syaj.g_02101
OG0001614	Prbk.g_00229	Syaj.g_02425
OG0001615	Prbk.g_02685	Syaj.g_00354
OG0001616	Prbk.g_01500	Syaj.g_00642
OG0001617	Prbk.g_01955	Syaj.g_00475
OG0001618	Prbk.g_00609	Syaj.g_00947
OG0001619	Prbk.g_02338	Syaj.g_00914
OG0001620	Prbk.g_00886	Syaj.g_02818
OG0001621	Prbk.g_00370	Syaj.g_02606
OG0001622	Prbk.g_02255	Syaj.g_02237
OG0001627	Prbk.g_02008	Syaj.g_01633
OG0001634	Prbk.g_00710	Syaj.g_00719
OG0001635	Prbk.g_02658	Syaj.g_02390
OG0001636	Prbk.g_01612	Syaj.g_02303
OG0001637	Prbk.g_01392	Syaj.g_01611
OG0001638	Prbk.g_01446	Syaj.g_01733
OG0001639	Prbk.g_02005	Syaj.g_01636
OG0001640	Prbk.g_00069	Syaj.g_00411
OG0001641	Prbk.g_02294	Syaj.g_00840
OG0001642	Prbk.g_02555	Syaj.g_00347
OG0001643	Prbk.g_02636	Syaj.g_01278
OG0001652	Prbk.g_01636	Syaj.g_02280
OG0001653	Prbk.g_00030	Syaj.g_01868
OG0001654	Prbk.g_02007	Syaj.g_01634
OG0001655	Prbk.g_00692, Prbk.g_00356	Syaj.g_01238
OG0001656	Prbk.g_00855	Syaj.g_02776
OG0001657	Prbk.g_00762	Syaj.g_01976
OG0001658	Prbk.g_02159	Syaj.g_02110
OG0001671	Prbk.g_00666	Syaj.g_02062
OG0001672	Prbk.g_01306	Syaj.g_01833
OG0001673	Prbk.g_01367	Syaj.g_02855
OG0001675	Prbk.g_00574, Prbk.g_00576	Syaj.g_00823
OG0001676	Prbk.g_00858	Syaj.g_02779
OG0001677	Prbk.g_00846	Syaj.g_02763, Syaj.g_00624
OG0001680	Prbk.g_00385	Syaj.g_00320
OG0001691	Prbk.g_02381	Syaj.g_01312
OG0001692	Prbk.g_00254	Syaj.g_01374
OG0001693	Prbk.g_00358	Syaj.g_00428
OG0001694	Prbk.g_00419	Syaj.g_02563
OG0001695	Prbk.g_02241	Syaj.g_02223
OG0001702	Prbk.g_01293	Syaj.g_01851, Syaj.g_01857
OG0001703	Prbk.g_02054	Syaj.g_00062
OG0001714	Prbk.g_01555	Syaj.g_02382
OG0001715	Prbk.g_01712	Syaj.g_01213
OG0001716	Prbk.g_02551	Syaj.g_00350
OG0001728	Prbk.g_01565	Syaj.g_02518, Syaj.g_01164, Syaj.g_00244, Syaj.g_00011, Syaj.g_01125, Syaj.g_00010, Syaj.g_00013
OG0001729	Prbk.g_01511	Syaj.g_02885
OG0001730	Prbk.g_01377	Syaj.g_02887
OG0001731	Prbk.g_01992	Syaj.g_01663
OG0001732	Prbk.g_01507	Syaj.g_00595
OG0001734	Prbk.g_02553	Syaj.g_00349
OG0001735	Prbk.g_00724	Syaj.g_00704
OG0001736	Prbk.g_00482	Syaj.g_02493
OG0001737	Prbk.g_00437	Syaj.g_02544
OG0001738	Prbk.g_00470	Syaj.g_02505
OG0001740	Prbk.g_02244	Syaj.g_02224
OG0001747	Prbk.g_00745	Syaj.g_01958
OG0001748	Prbk.g_00664	Syaj.g_02064
OG0001749	Prbk.g_00487	Syaj.g_02489
OG0001750	Prbk.g_00032	Syaj.g_01866
OG0001751	Prbk.g_01366	Syaj.g_02854
OG0001752	Prbk.g_01380	Syaj.g_01621
OG0001753	Prbk.g_01386	Syaj.g_01614
OG0001754	Prbk.g_01389	Syaj.g_01613
OG0001755	Prbk.g_01058	Syaj.g_00115
OG0001759	Prbk.g_01973	Syaj.g_00499, Syaj.g_01196
OG0001760	Prbk.g_02382, Prbk.g_01812	Syaj.g_02049, Syaj.g_00601
OG0001761	Prbk.g_01847	Syaj.g_01328
OG0001762	Prbk.g_00567	Syaj.g_00833
OG0001763	Prbk.g_02300	Syaj.g_00845
OG0001764	Prbk.g_02374	Syaj.g_00767
OG0001765	Prbk.g_02590	Syaj.g_00664, Syaj.g_00030
OG0001766	Prbk.g_00447	Syaj.g_02532
OG0001767	Prbk.g_00495	Syaj.g_02480
OG0001783	Prbk.g_00234	Syaj.g_02420
OG0001784	Prbk.g_00037	Syaj.g_01859
OG0001785	Prbk.g_01390	Syaj.g_01612
OG0001786	Prbk.g_01976	Syaj.g_01690
OG0001787	Prbk.g_01079	Syaj.g_00143
OG0001788	Prbk.g_01082	Syaj.g_00146
OG0001789	Prbk.g_01184	Syaj.g_01510
OG0001790	Prbk.g_01030	Syaj.g_00292
OG0001791	Prbk.g_00150	Syaj.g_00315
OG0001792	Prbk.g_00187	Syaj.g_00587
OG0001794	Prbk.g_01724	Syaj.g_00797
OG0001795	Prbk.g_01787	Syaj.g_02873
OG0001796	Prbk.g_00579	Syaj.g_00819
OG0001797	Prbk.g_02345	Syaj.g_00922
OG0001798	Prbk.g_02614	Syaj.g_01301
OG0001799	Prbk.g_02653	Syaj.g_01267
OG0001800	Prbk.g_01936	Syaj.g_01357
OG0001801	Prbk.g_00245	Syaj.g_00471, Syaj.g_01364
OG0001803	Prbk.g_00322	Syaj.g_01549
OG0001804	Prbk.g_00362	Syaj.g_02831
OG0001805	Prbk.g_01002	Syaj.g_02611
OG0001806	Prbk.g_00408	Syaj.g_02575
OG0001807	Prbk.g_00498	Syaj.g_02477
OG0001808	Prbk.g_00509	Syaj.g_02463
OG0001809	Prbk.g_00556	Syaj.g_01942
OG0001810	Prbk.g_00558	Syaj.g_01944
OG0001811	Prbk.g_01279	Syaj.g_02009
OG0001812	Prbk.g_02151	Syaj.g_02102
OG0001813	Prbk.g_02206	Syaj.g_02164
OG0001814	Prbk.g_02264	Syaj.g_02247
OG0001815	Prbk.g_02273	Syaj.g_02257
OG0001835	Prbk.g_01759	Syaj.g_01801
OG0001837	Prbk.g_00665	Syaj.g_02063
OG0001838	Prbk.g_02286	Syaj.g_02270
OG0001839	Prbk.g_01616	Syaj.g_02299
OG0001840	Prbk.g_01599	Syaj.g_02317
OG0001841	Prbk.g_01591	Syaj.g_02325
OG0001842	Prbk.g_01491	Syaj.g_01627
OG0001843	Prbk.g_00228	Syaj.g_02426
OG0001844	Prbk.g_00227	Syaj.g_02427
OG0001845	Prbk.g_00221	Syaj.g_02428
OG0001846	Prbk.g_00201	Syaj.g_01914
OG0001847	Prbk.g_00199	Syaj.g_01912
OG0001848	Prbk.g_00195	Syaj.g_01908
OG0001849	Prbk.g_01298	Syaj.g_01844
OG0001850	Prbk.g_01305	Syaj.g_01834
OG0001851	Prbk.g_01310	Syaj.g_01829
OG0001852	Prbk.g_01311	Syaj.g_01828
OG0001853	Prbk.g_01318	Syaj.g_01821
OG0001854	Prbk.g_01370	Syaj.g_02874
OG0001856	Prbk.g_00935	Syaj.g_01696
OG0001857	Prbk.g_00938	Syaj.g_01693
OG0001858	Prbk.g_01995	Syaj.g_01651
OG0001859	Prbk.g_02043	Syaj.g_00050
OG0001860	Prbk.g_02055	Syaj.g_00064
OG0001861	Prbk.g_02068	Syaj.g_00079
OG0001862	Prbk.g_02080	Syaj.g_00090
OG0001863	Prbk.g_01864	Syaj.g_00095
OG0001864	Prbk.g_01093	Syaj.g_00156
OG0001865	Prbk.g_01127	Syaj.g_00233
OG0001866	Prbk.g_01152	Syaj.g_00262
OG0001867	Prbk.g_01162	Syaj.g_01332
OG0001868	Prbk.g_01181	Syaj.g_01515
OG0001869	Prbk.g_01024	Syaj.g_00297
OG0001870	Prbk.g_01016	Syaj.g_00305
OG0001871	Prbk.g_00145	Syaj.g_00310
OG0001872	Prbk.g_00180	Syaj.g_00580
OG0001873	Prbk.g_01499	Syaj.g_00641
OG0001874	Prbk.g_00124	Syaj.g_00644
OG0001877	Prbk.g_01808	Syaj.g_00482
OG0001878	Prbk.g_00571	Syaj.g_00826
OG0001879	Prbk.g_00563	Syaj.g_00835
OG0001880	Prbk.g_02321	Syaj.g_00873
OG0001881	Prbk.g_02322	Syaj.g_00895
OG0001882	Prbk.g_02342	Syaj.g_00919
OG0001883	Prbk.g_02347	Syaj.g_00925
OG0001884	Prbk.g_02356	Syaj.g_00933
OG0001885	Prbk.g_02369	Syaj.g_00772
OG0001886	Prbk.g_02373	Syaj.g_00768
OG0001887	Prbk.g_02412	Syaj.g_00763
OG0001888	Prbk.g_02454	Syaj.g_01052
OG0001889	Prbk.g_02482	Syaj.g_01007
OG0001890	Prbk.g_02545	Syaj.g_00368
OG0001891	Prbk.g_02549	Syaj.g_00356
OG0001892	Prbk.g_02562	Syaj.g_00342
OG0001893	Prbk.g_02615	Syaj.g_01300
OG0001894	Prbk.g_02630	Syaj.g_01284
OG0001895	Prbk.g_01939	Syaj.g_01361
OG0001896	Prbk.g_00340	Syaj.g_01562
OG0001897	Prbk.g_00880	Syaj.g_02815
OG0001898	Prbk.g_00863	Syaj.g_02800
OG0001899	Prbk.g_00955	Syaj.g_02726
OG0001900	Prbk.g_00382	Syaj.g_02592
OG0001901	Prbk.g_00383	Syaj.g_02591
OG0001902	Prbk.g_00424	Syaj.g_02558
OG0001903	Prbk.g_00433	Syaj.g_02549
OG0001904	Prbk.g_00501	Syaj.g_02475
