Orthogroup	Prbk	Syae
OG0001129	Prbk.g_00063	Syae.g_00801
OG0001130	Prbk.g_00062	Syae.g_00800
OG0001131	Prbk.g_00627	Syae.g_00562
OG0001132	Prbk.g_02595	Syae.g_00242
OG0001133	Prbk.g_02613	Syae.g_00053
OG0001134	Prbk.g_02195	Syae.g_00638
OG0001135	Prbk.g_02197	Syae.g_00636
OG0001136	Prbk.g_01021	Syae.g_00923
OG0001137	Prbk.g_00155	Syae.g_00903
OG0001138	Prbk.g_00137	Syae.g_00654
OG0001139	Prbk.g_00135	Syae.g_00656
OG0001140	Prbk.g_00134	Syae.g_00657
OG0001141	Prbk.g_00133	Syae.g_00658
OG0001142	Prbk.g_00132	Syae.g_00660
OG0001143	Prbk.g_01504	Syae.g_00673
OG0001144	Prbk.g_00188	Syae.g_00684
OG0001145	Prbk.g_01194	Syae.g_00948
OG0001146	Prbk.g_01178	Syae.g_00968
OG0001147	Prbk.g_02120	Syae.g_02536
OG0001148	Prbk.g_02051	Syae.g_02297
OG0001149	Prbk.g_02050	Syae.g_02296
OG0001150	Prbk.g_02049	Syae.g_02295
OG0001151	Prbk.g_02037	Syae.g_02282
OG0001152	Prbk.g_02036	Syae.g_02281
OG0001153	Prbk.g_01217	Syae.g_02613
OG0001155	Prbk.g_02004	Syae.g_01083
OG0001156	Prbk.g_02001	Syae.g_01093
OG0001157	Prbk.g_02596	Syae.g_01094
OG0001158	Prbk.g_02000	Syae.g_01100
OG0001159	Prbk.g_01999	Syae.g_01103
OG0001160	Prbk.g_00934	Syae.g_01142
OG0001161	Prbk.g_02593	Syae.g_01597
OG0001162	Prbk.g_01788	Syae.g_00487
OG0001163	Prbk.g_00920	Syae.g_01150
OG0001164	Prbk.g_00915	Syae.g_01156
OG0001165	Prbk.g_00912	Syae.g_01161
OG0001166	Prbk.g_01438	Syae.g_01186
OG0001167	Prbk.g_01417	Syae.g_01031
OG0001168	Prbk.g_01415	Syae.g_01033
OG0001169	Prbk.g_01413	Syae.g_01035
OG0001170	Prbk.g_01411	Syae.g_01037
OG0001171	Prbk.g_01401	Syae.g_01047
OG0001172	Prbk.g_01908	Syae.g_02036
OG0001173	Prbk.g_01909	Syae.g_02037
OG0001174	Prbk.g_01917	Syae.g_02045
OG0001175	Prbk.g_01918	Syae.g_02046
OG0001176	Prbk.g_00991	Syae.g_02076
OG0001177	Prbk.g_00993	Syae.g_02073
OG0001178	Prbk.g_00901	Syae.g_01168
OG0001179	Prbk.g_00962	Syae.g_02106
OG0001180	Prbk.g_00804	Syae.g_02130
OG0001181	Prbk.g_00808	Syae.g_02134
OG0001182	Prbk.g_00817	Syae.g_02143
OG0001183	Prbk.g_00845	Syae.g_02147
OG0001184	Prbk.g_00521	Syae.g_01862
OG0001185	Prbk.g_00231	Syae.g_01835
OG0001188	Prbk.g_01576	Syae.g_01783
OG0001189	Prbk.g_01598	Syae.g_01767
OG0001190	Prbk.g_02160	Syae.g_01567
OG0001191	Prbk.g_02173	Syae.g_01580
OG0001192	Prbk.g_02180	Syae.g_01587
OG0001193	Prbk.g_02218	Syae.g_01617
OG0001194	Prbk.g_02224	Syae.g_01625
OG0001195	Prbk.g_02225	Syae.g_01626
OG0001196	Prbk.g_02261	Syae.g_01695
OG0001197	Prbk.g_02263	Syae.g_01697
OG0001198	Prbk.g_02275	Syae.g_01709
OG0001199	Prbk.g_01314	Syae.g_01291
OG0001200	Prbk.g_01312	Syae.g_01293
OG0001201	Prbk.g_00010	Syae.g_01364
OG0001202	Prbk.g_01254	Syae.g_01494
OG0001203	Prbk.g_01519	Syae.g_02240
OG0001204	Prbk.g_01013	Syae.g_02022
OG0001205	Prbk.g_00318	Syae.g_00984
OG0001206	Prbk.g_02089	Syae.g_02502
OG0001207	Prbk.g_02053	Syae.g_02300
OG0001208	Prbk.g_02063	Syae.g_02311
OG0001209	Prbk.g_01083	Syae.g_02377
OG0001210	Prbk.g_01095	Syae.g_02387
OG0001211	Prbk.g_01892	Syae.g_02403
OG0001212	Prbk.g_01140	Syae.g_02460
OG0001213	Prbk.g_02623	Syae.g_00062
OG0001214	Prbk.g_02633	Syae.g_00076
OG0001215	Prbk.g_01816	Syae.g_00757
OG0001216	Prbk.g_00616	Syae.g_00470
OG0001217	Prbk.g_01872	Syae.g_00151
OG0001218	Prbk.g_01205	Syae.g_02605
OG0001219	Prbk.g_02367	Syae.g_00312
OG0001220	Prbk.g_02559	Syae.g_00880
OG0001221	Prbk.g_02420	Syae.g_00559
OG0001222	Prbk.g_02189	Syae.g_00347
OG0001223	Prbk.g_02299	Syae.g_00392
OG0001224	Prbk.g_00060	Syae.g_00797
OG0001225	Prbk.g_00058	Syae.g_00795
OG0001226	Prbk.g_01682	Syae.g_00135
OG0001227	Prbk.g_02022	Syae.g_01600
OG0001228	Prbk.g_00183	Syae.g_01004
OG0001229	Prbk.g_00923	Syae.g_00771
OG0001230	Prbk.g_00249	Syae.g_02662
OG0001231	Prbk.g_01637	Syae.g_01729
OG0001232	Prbk.g_01433	Syae.g_01197
OG0001233	Prbk.g_01410	Syae.g_01038
OG0001234	Prbk.g_01921	Syae.g_02050
OG0001235	Prbk.g_00996	Syae.g_02066
OG0001236	Prbk.g_00517	Syae.g_01867
OG0001237	Prbk.g_00524	Syae.g_01860
OG0001238	Prbk.g_02174	Syae.g_01582
OG0001239	Prbk.g_01317	Syae.g_01288
OG0001240	Prbk.g_00027	Syae.g_01347
OG0001241	Prbk.g_00017	Syae.g_01357
OG0001242	Prbk.g_00200	Syae.g_01387
OG0001243	Prbk.g_00541	Syae.g_01395
OG0001245	Prbk.g_01693	Syae.g_00149
OG0001246	Prbk.g_01044	Syae.g_02337
OG0001247	Prbk.g_02509	Syae.g_00482
OG0001248	Prbk.g_01805	Syae.g_00485
OG0001249	Prbk.g_00865	Syae.g_02186
OG0001250	Prbk.g_02538	Syae.g_00841
OG0001252	Prbk.g_00065	Syae.g_00804
OG0001253	Prbk.g_01700	Syae.g_00243
OG0001254	Prbk.g_02196	Syae.g_00637
OG0001255	Prbk.g_01776	Syae.g_00667
OG0001258	Prbk.g_00914	Syae.g_01159
OG0001259	Prbk.g_01412	Syae.g_01036
OG0001260	Prbk.g_01382	Syae.g_01058
OG0001261	Prbk.g_00953	Syae.g_02115
OG0001262	Prbk.g_01595	Syae.g_01769
OG0001263	Prbk.g_00543	Syae.g_01399
OG0001265	Prbk.g_00198	Syae.g_01385
OG0001266	Prbk.g_01250	Syae.g_01498
OG0001267	Prbk.g_00417	Syae.g_01969
OG0001268	Prbk.g_00877	Syae.g_02198
OG0001269	Prbk.g_02556	Syae.g_00225
OG0001270	Prbk.g_00330	Syae.g_00997
OG0001271	Prbk.g_02110	Syae.g_02527
OG0001272	Prbk.g_02067	Syae.g_02315
OG0001273	Prbk.g_02626	Syae.g_00069
OG0001274	Prbk.g_00651	Syae.g_01535
OG0001275	Prbk.g_00570	Syae.g_00407
OG0001276	Prbk.g_00587	Syae.g_00423
OG0001277	Prbk.g_02247	Syae.g_01677
OG0001278	Prbk.g_00176	Syae.g_00697
OG0001279	Prbk.g_01933	Syae.g_00007
OG0001280	Prbk.g_01186	Syae.g_00958
OG0001281	Prbk.g_01177	Syae.g_00969
OG0001283	Prbk.g_02256	Syae.g_01688
OG0001285	Prbk.g_01429	Syae.g_00237
OG0001288	Prbk.g_01534	Syae.g_01815
OG0001290	Prbk.g_00018	Syae.g_01356
OG0001291	Prbk.g_00553	Syae.g_01409
OG0001292	Prbk.g_01007	Syae.g_02017
OG0001293	Prbk.g_00381	Syae.g_01996
OG0001294	Prbk.g_00707	Syae.g_00593
OG0001295	Prbk.g_01098	Syae.g_02389
OG0001297	Prbk.g_01053	Syae.g_02347
OG0001298	Prbk.g_01114	Syae.g_02439
OG0001300	Prbk.g_01801	Syae.g_00766
OG0001301	Prbk.g_01761	Syae.g_00780
OG0001302	Prbk.g_01455	Syae.g_00110
OG0001303	Prbk.g_02365	Syae.g_00314
OG0001307	Prbk.g_01198	Syae.g_02059
OG0001310	Prbk.g_01444	Syae.g_01178
OG0001311	Prbk.g_00589	Syae.g_00425
OG0001312	Prbk.g_02354	Syae.g_00326
OG0001313	Prbk.g_02097	Syae.g_02509
OG0001316	Prbk.g_00560	Syae.g_01415
OG0001319	Prbk.g_00407	Syae.g_01980
OG0001321	Prbk.g_00309	Syae.g_00978
OG0001322	Prbk.g_00308	Syae.g_00977
OG0001323	Prbk.g_01062	Syae.g_02355
OG0001324	Prbk.g_01800	Syae.g_00767
OG0001326	Prbk.g_02231	Syae.g_01641
OG0001328	Prbk.g_02413	Syae.g_00565
OG0001330	Prbk.g_01193	Syae.g_00950
OG0001331	Prbk.g_02047	Syae.g_02293
OG0001332	Prbk.g_02016	Syae.g_01077
OG0001333	Prbk.g_01416	Syae.g_01032
OG0001334	Prbk.g_00849	Syae.g_02156
OG0001335	Prbk.g_00850	Syae.g_02157
OG0001336	Prbk.g_02257	Syae.g_01689
OG0001337	Prbk.g_00859	Syae.g_02153, Syae.g_02175
OG0001339	Prbk.g_00015	Syae.g_01359
OG0001340	Prbk.g_00860	Syae.g_02176
OG0001341	Prbk.g_02519	Syae.g_00737
OG0001344	Prbk.g_00142	Syae.g_00916
OG0001347	Prbk.g_01542	Syae.g_01907
OG0001347	Prbk.g_00942	Syae.g_01237, Syae.g_01794
OG0001348	Prbk.g_00671	Syae.g_00821
OG0001351	Prbk.g_00300	Syae.g_02492
OG0001352	Prbk.g_01767	Syae.g_00666
OG0001353	Prbk.g_02529	Syae.g_00831
OG0001354	Prbk.g_02308	Syae.g_00379
OG0001355	Prbk.g_02424	Syae.g_00120
OG0001356	Prbk.g_02191	Syae.g_00820
OG0001358	Prbk.g_02607	Syae.g_00046
OG0001360	Prbk.g_00123	Syae.g_00883
OG0001361	Prbk.g_00102	Syae.g_00889
OG0001362	Prbk.g_00281	Syae.g_02637
OG0001363	Prbk.g_00283	Syae.g_02635
OG0001369	Prbk.g_00028	Syae.g_01346
OG0001370	Prbk.g_02516	Syae.g_01270, Syae.g_00109
OG0001373	Prbk.g_02230	Syae.g_01640
OG0001374	Prbk.g_02238	Syae.g_01648
OG0001376	Prbk.g_02183	Syae.g_01589
OG0001377	Prbk.g_02182	Syae.g_01588
OG0001378	Prbk.g_00337	Syae.g_00998
OG0001379	Prbk.g_01191	Syae.g_00952
OG0001382	Prbk.g_00623	Syae.g_02490
OG0001383	Prbk.g_01512	Syae.g_02246
OG0001385	Prbk.g_02227	Syae.g_01637
OG0001386	Prbk.g_02228	Syae.g_01638
OG0001387	Prbk.g_02229	Syae.g_01639
OG0001388	Prbk.g_02232	Syae.g_01642
OG0001389	Prbk.g_02233	Syae.g_01643
OG0001390	Prbk.g_02234	Syae.g_01644
OG0001391	Prbk.g_02235	Syae.g_01645
OG0001392	Prbk.g_02236	Syae.g_01646
OG0001393	Prbk.g_02237	Syae.g_01647
OG0001394	Prbk.g_02437	Syae.g_00553
OG0001395	Prbk.g_00600	Syae.g_00446
OG0001396	Prbk.g_01543	Syae.g_01908, Syae.g_01791, Syae.g_01238
OG0001397	Prbk.g_00282	Syae.g_02636
OG0001398	Prbk.g_01694	Syae.g_00289
OG0001400	Prbk.g_00747	Syae.g_01423
OG0001401	Prbk.g_02533	Syae.g_00835
OG0001402	Prbk.g_02612	Syae.g_00051
OG0001405	Prbk.g_00852	Syae.g_02159
OG0001406	Prbk.g_02184	Syae.g_01590
OG0001410	Prbk.g_01197	Syae.g_02060
OG0001412	Prbk.g_00941	Syae.g_01240
OG0001412	Prbk.g_01541	Syae.g_01906
OG0001416	Prbk.g_01180	Syae.g_00966
OG0001422	Prbk.g_02082	Syae.g_00953
OG0001425	Prbk.g_02177	Syae.g_01586
OG0001434	Prbk.g_02441	Syae.g_00548
OG0001435	Prbk.g_02392	Syae.g_00579
OG0001436	Prbk.g_00496	Syae.g_01889
OG0001436	Prbk.g_00497	Syae.g_01888
OG0001438	Prbk.g_00432	Syae.g_01954
OG0001442	Prbk.g_02445	Syae.g_00538
OG0001443	Prbk.g_00922	Syae.g_01594
OG0001444	Prbk.g_00033	Syae.g_01342
OG0001449	Prbk.g_01465	Syae.g_02253
OG0001461	Prbk.g_00296	Syae.g_00063
OG0001462	Prbk.g_01611	Syae.g_01754
OG0001470	Prbk.g_01566	Syae.g_01006
OG0001474	Prbk.g_00878	Syae.g_02199
OG0001475	Prbk.g_01564	Syae.g_01008
OG0001476	Prbk.g_00148	Syae.g_00908
OG0001477	Prbk.g_01756	Syae.g_00776
OG0001478	Prbk.g_02104	Syae.g_02512
OG0001479	Prbk.g_00875	Syae.g_02196
OG0001484	Prbk.g_00625	Syae.g_01649
OG0001487	Prbk.g_01206, Prbk.g_01207, Prbk.g_01208	Syae.g_02606
OG0001488	Prbk.g_00159	Syae.g_00898
OG0001489	Prbk.g_00813	Syae.g_02139
OG0001495	Prbk.g_00994	Syae.g_02072
OG0001496	Prbk.g_01752	Syae.g_00774
OG0001497	Prbk.g_01755	Syae.g_00775
OG0001498	Prbk.g_00363	Syae.g_02220
OG0001508	Prbk.g_01567	Syae.g_01005
OG0001509	Prbk.g_01547	Syae.g_01796
OG0001509	Prbk.g_01545, Prbk.g_00223	Syae.g_01909
OG0001510	Prbk.g_01485	Syae.g_01823
OG0001511	Prbk.g_00003	Syae.g_01372
OG0001512	Prbk.g_01517	Syae.g_02241
OG0001514	Prbk.g_01751	Syae.g_00773
OG0001515	Prbk.g_01809	Syae.g_00762
OG0001516	Prbk.g_00716	Syae.g_00602
OG0001517	Prbk.g_00872	Syae.g_02193
OG0001518	Prbk.g_02176	Syae.g_01584
OG0001519	Prbk.g_02187	Syae.g_01596
OG0001527	Prbk.g_01878	Syae.g_02417
OG0001528	Prbk.g_01570	Syae.g_01007
OG0001529	Prbk.g_01605	Syae.g_01760
OG0001530	Prbk.g_00005	Syae.g_01370
OG0001531	Prbk.g_01516	Syae.g_02242
OG0001532	Prbk.g_00136	Syae.g_00655
OG0001533	Prbk.g_01687	Syae.g_02499
OG0001534	Prbk.g_00597	Syae.g_00437
OG0001535	Prbk.g_00585	Syae.g_00421
OG0001536	Prbk.g_02328	Syae.g_00355
OG0001537	Prbk.g_02428	Syae.g_00558
OG0001538	Prbk.g_02473	Syae.g_00516
OG0001539	Prbk.g_02579	Syae.g_00584
OG0001540	Prbk.g_00545	Syae.g_01401
OG0001541	Prbk.g_00787	Syae.g_01465
OG0001542	Prbk.g_01276	Syae.g_01474
OG0001543	Prbk.g_00673	Syae.g_01516
OG0001544	Prbk.g_02186	Syae.g_01595
OG0001545	Prbk.g_02246	Syae.g_01676
OG0001558	Prbk.g_01634	Syae.g_01732
OG0001559	Prbk.g_00006	Syae.g_01369
OG0001560	Prbk.g_00019	Syae.g_01355
OG0001561	Prbk.g_00591	Syae.g_00427
OG0001562	Prbk.g_00577	Syae.g_00413
OG0001563	Prbk.g_00945	Syae.g_02124
OG0001572	Prbk.g_01332	Syae.g_00134
OG0001574	Prbk.g_01880	Syae.g_02415
OG0001575	Prbk.g_01875	Syae.g_02420
OG0001576	Prbk.g_01168	Syae.g_02478
OG0001577	Prbk.g_01023	Syae.g_00925
OG0001579	Prbk.g_00856	Syae.g_02165
OG0001580	Prbk.g_02149	Syae.g_01556
OG0001588	Prbk.g_00504	Syae.g_01880
OG0001589	Prbk.g_01408	Syae.g_01040
OG0001592	Prbk.g_02150	Syae.g_01557
OG0001614	Prbk.g_00229	Syae.g_01837
OG0001615	Prbk.g_02685	Syae.g_00854
OG0001616	Prbk.g_01500	Syae.g_00642
OG0001617	Prbk.g_01955	Syae.g_00769
OG0001618	Prbk.g_00609	Syae.g_00459
OG0001619	Prbk.g_02338	Syae.g_00344
OG0001620	Prbk.g_00886	Syae.g_02205
OG0001621	Prbk.g_00370	Syae.g_02008
OG0001622	Prbk.g_02255	Syae.g_01687
OG0001627	Prbk.g_02008	Syae.g_01079
OG0001634	Prbk.g_00710	Syae.g_00596
OG0001635	Prbk.g_02658	Syae.g_01811
OG0001636	Prbk.g_01612	Syae.g_01753
OG0001637	Prbk.g_01392	Syae.g_00477, Syae.g_01051
OG0001638	Prbk.g_01446	Syae.g_01175
OG0001639	Prbk.g_02005	Syae.g_01082
OG0001640	Prbk.g_00069	Syae.g_00809
OG0001641	Prbk.g_02294	Syae.g_00397
OG0001642	Prbk.g_02555	Syae.g_00878
OG0001643	Prbk.g_02636	Syae.g_00079
OG0001652	Prbk.g_01636	Syae.g_01730
OG0001653	Prbk.g_00030	Syae.g_01345
OG0001654	Prbk.g_02007	Syae.g_01080
OG0001655	Prbk.g_00692, Prbk.g_00356	Syae.g_00125
OG0001656	Prbk.g_00855	Syae.g_02164
OG0001657	Prbk.g_00762	Syae.g_01439
OG0001658	Prbk.g_02159	Syae.g_01566
OG0001671	Prbk.g_00666	Syae.g_01521
OG0001672	Prbk.g_01306	Syae.g_01318, Syae.g_01299
OG0001673	Prbk.g_01367	Syae.g_02233
OG0001674	Prbk.g_01388	Syae.g_02672
OG0001674	Prbk.g_01387	Syae.g_02673
OG0001675	Prbk.g_00574, Prbk.g_00576	Syae.g_00411
OG0001676	Prbk.g_00858	Syae.g_02167
OG0001677	Prbk.g_00846	Syae.g_02148, Syae.g_00653
OG0001680	Prbk.g_00385	Syae.g_00901
OG0001691	Prbk.g_02381	Syae.g_00044
OG0001692	Prbk.g_00254	Syae.g_02657
OG0001693	Prbk.g_00358	Syae.g_00792
OG0001694	Prbk.g_00419	Syae.g_01967
OG0001695	Prbk.g_02241	Syae.g_01670
OG0001702	Prbk.g_01293	Syae.g_01335
OG0001703	Prbk.g_02054	Syae.g_02301
OG0001712	Prbk.g_02521	Syae.g_00150
OG0001714	Prbk.g_01555	Syae.g_01803
OG0001715	Prbk.g_01712	Syae.g_00148
OG0001716	Prbk.g_02551	Syae.g_00875
OG0001728	Prbk.g_01565	Syae.g_01619
OG0001729	Prbk.g_01511	Syae.g_02247
OG0001730	Prbk.g_01377	Syae.g_02260
OG0001731	Prbk.g_01992	Syae.g_01117
OG0001732	Prbk.g_01507	Syae.g_00678
OG0001734	Prbk.g_02553	Syae.g_00876
OG0001735	Prbk.g_00724	Syae.g_00611
OG0001736	Prbk.g_00482	Syae.g_01903
OG0001737	Prbk.g_00437	Syae.g_01948
OG0001738	Prbk.g_00470	Syae.g_01915
OG0001740	Prbk.g_02244	Syae.g_01673
OG0001746	Prbk.g_00357	Syae.g_01064
OG0001747	Prbk.g_00745	Syae.g_01422
OG0001748	Prbk.g_00664	Syae.g_01523
OG0001749	Prbk.g_00487	Syae.g_01899
OG0001750	Prbk.g_00032	Syae.g_01343
OG0001751	Prbk.g_01366	Syae.g_02232
OG0001752	Prbk.g_01380	Syae.g_01060
OG0001753	Prbk.g_01386	Syae.g_01054
OG0001754	Prbk.g_01389	Syae.g_01053
OG0001755	Prbk.g_01058	Syae.g_02352
OG0001759	Prbk.g_01973	Syae.g_00254, Syae.g_00217
OG0001761	Prbk.g_01847	Syae.g_00026
OG0001762	Prbk.g_00567	Syae.g_00404
OG0001763	Prbk.g_02300	Syae.g_00391
OG0001764	Prbk.g_02374	Syae.g_00301
OG0001765	Prbk.g_02590	Syae.g_00725, Syae.g_00726
OG0001766	Prbk.g_00447	Syae.g_01938
OG0001767	Prbk.g_00495	Syae.g_01890
OG0001783	Prbk.g_00234	Syae.g_01832
OG0001784	Prbk.g_00037	Syae.g_01338
OG0001785	Prbk.g_01391	Syae.g_00478
OG0001785	Prbk.g_01390	Syae.g_01052
OG0001786	Prbk.g_01976	Syae.g_01134
OG0001787	Prbk.g_01079	Syae.g_02373
OG0001788	Prbk.g_01082	Syae.g_02376
OG0001789	Prbk.g_01184	Syae.g_00960
OG0001790	Prbk.g_01030	Syae.g_00936
OG0001791	Prbk.g_00150	Syae.g_00906
OG0001792	Prbk.g_00187	Syae.g_00685
OG0001794	Prbk.g_01724	Syae.g_00434
OG0001796	Prbk.g_00579	Syae.g_00415
OG0001797	Prbk.g_02345	Syae.g_00335
OG0001798	Prbk.g_02614	Syae.g_00054
OG0001799	Prbk.g_02653	Syae.g_00090
OG0001800	Prbk.g_01936	Syae.g_00006
OG0001801	Prbk.g_00245	Syae.g_02679
OG0001803	Prbk.g_00322	Syae.g_00988
OG0001804	Prbk.g_00362	Syae.g_02221
OG0001805	Prbk.g_01002	Syae.g_02013
OG0001806	Prbk.g_00408	Syae.g_01979
OG0001807	Prbk.g_00498	Syae.g_01887
OG0001808	Prbk.g_00509	Syae.g_01877
OG0001810	Prbk.g_00558	Syae.g_01413
OG0001811	Prbk.g_01279	Syae.g_01472
OG0001812	Prbk.g_02151	Syae.g_01558
OG0001813	Prbk.g_02206	Syae.g_01605
OG0001814	Prbk.g_02264	Syae.g_01698
OG0001815	Prbk.g_02273	Syae.g_01707
OG0001835	Prbk.g_01759	Syae.g_00862
OG0001837	Prbk.g_00665	Syae.g_01522
OG0001838	Prbk.g_02286	Syae.g_01720
OG0001839	Prbk.g_01616	Syae.g_01749
OG0001840	Prbk.g_01599	Syae.g_01766
OG0001841	Prbk.g_01591	Syae.g_01773
OG0001842	Prbk.g_01491	Syae.g_01072
OG0001843	Prbk.g_00228	Syae.g_01838
OG0001844	Prbk.g_00227	Syae.g_01839
OG0001845	Prbk.g_00221	Syae.g_01840
OG0001846	Prbk.g_00201	Syae.g_01388
OG0001847	Prbk.g_00199	Syae.g_01386
OG0001848	Prbk.g_00195	Syae.g_01382
OG0001849	Prbk.g_01298	Syae.g_01329
OG0001850	Prbk.g_01305	Syae.g_01320
OG0001851	Prbk.g_01310	Syae.g_01295
OG0001852	Prbk.g_01311	Syae.g_01294
OG0001853	Prbk.g_01318	Syae.g_01287
OG0001854	Prbk.g_01370	Syae.g_02237
OG0001855	Prbk.g_01393	Syae.g_02666
OG0001856	Prbk.g_00935	Syae.g_01141
OG0001857	Prbk.g_00938	Syae.g_01138
OG0001858	Prbk.g_01995	Syae.g_01110
OG0001859	Prbk.g_02043	Syae.g_02289
OG0001860	Prbk.g_02055	Syae.g_02303
OG0001861	Prbk.g_02068	Syae.g_02316
OG0001862	Prbk.g_02080	Syae.g_02327
OG0001863	Prbk.g_01864	Syae.g_02332
OG0001864	Prbk.g_01093	Syae.g_02385
OG0001865	Prbk.g_01127	Syae.g_02451
OG0001866	Prbk.g_01152	Syae.g_02474
OG0001867	Prbk.g_01162	Syae.g_00024
OG0001868	Prbk.g_01181	Syae.g_00965
OG0001869	Prbk.g_01024	Syae.g_00926
OG0001870	Prbk.g_01016	Syae.g_00918
OG0001871	Prbk.g_00145	Syae.g_00913
OG0001872	Prbk.g_00180	Syae.g_00693
OG0001873	Prbk.g_01499	Syae.g_00643
OG0001874	Prbk.g_00124	Syae.g_00640
OG0001877	Prbk.g_01808	Syae.g_00763
OG0001878	Prbk.g_00571	Syae.g_00408
OG0001879	Prbk.g_00563	Syae.g_00402
OG0001880	Prbk.g_02321	Syae.g_00364
OG0001881	Prbk.g_02322	Syae.g_00363
OG0001882	Prbk.g_02342	Syae.g_00338
OG0001883	Prbk.g_02347	Syae.g_00333
OG0001884	Prbk.g_02356	Syae.g_00324
OG0001885	Prbk.g_02369	Syae.g_00309
OG0001886	Prbk.g_02373	Syae.g_00302
OG0001887	Prbk.g_02412	Syae.g_00566
OG0001888	Prbk.g_02454	Syae.g_00546
OG0001889	Prbk.g_02482	Syae.g_00505
OG0001890	Prbk.g_02545	Syae.g_00848
OG0001891	Prbk.g_02549	Syae.g_00852
OG0001892	Prbk.g_02562	Syae.g_00881
OG0001893	Prbk.g_02615	Syae.g_00055
OG0001894	Prbk.g_02630	Syae.g_00073
OG0001895	Prbk.g_01939	Syae.g_02684
OG0001896	Prbk.g_00340	Syae.g_01001
OG0001897	Prbk.g_00880	Syae.g_02202
OG0001898	Prbk.g_00863	Syae.g_02185
OG0001899	Prbk.g_00955	Syae.g_02113
OG0001900	Prbk.g_00382	Syae.g_01994
OG0001901	Prbk.g_00383	Syae.g_01993
OG0001902	Prbk.g_00424	Syae.g_01962
OG0001903	Prbk.g_00433	Syae.g_01953
OG0001904	Prbk.g_00501	Syae.g_01885
OG0001905	Prbk.g_00511	Syae.g_01875
OG0001906	Prbk.g_00546	Syae.g_01402
OG0001907	Prbk.g_00743	Syae.g_01419
OG0001908	Prbk.g_00788	Syae.g_01467
OG0001909	Prbk.g_01271	Syae.g_01480
OG0001910	Prbk.g_00660	Syae.g_01527
OG0001912	Prbk.g_02170	Syae.g_01576
OG0001913	Prbk.g_02172	Syae.g_01578
OG0001914	Prbk.g_02200	Syae.g_00633
OG0001929	Prbk.g_01584	Syae.g_01780
OG0001930	Prbk.g_01490	Syae.g_01073
OG0001931	Prbk.g_01489	Syae.g_01074
OG0001932	Prbk.g_00230	Syae.g_01836
OG0001933	Prbk.g_00008	Syae.g_01366
OG0001934	Prbk.g_00023	Syae.g_01351
OG0001935	Prbk.g_01313	Syae.g_01292
OG0001936	Prbk.g_01469	Syae.g_00129
OG0001938	Prbk.g_02057	Syae.g_02305
OG0001939	Prbk.g_02683	Syae.g_00271
OG0001940	Prbk.g_01113	Syae.g_02438
OG0001941	Prbk.g_01176	Syae.g_00970
OG0001943	Prbk.g_00151	Syae.g_00247
OG0001944	Prbk.g_01669	Syae.g_00282
OG0001946	Prbk.g_01803	Syae.g_00764
OG0001947	Prbk.g_00071	Syae.g_00811
OG0001948	Prbk.g_02298	Syae.g_00393
OG0001949	Prbk.g_02312	Syae.g_00373
OG0001950	Prbk.g_02314	Syae.g_00371
OG0001951	Prbk.g_02323	Syae.g_00362
OG0001952	Prbk.g_02343	Syae.g_00337
OG0001953	Prbk.g_02344	Syae.g_00336
OG0001954	Prbk.g_02508	Syae.g_00273
OG0001957	Prbk.g_02620	Syae.g_00060
OG0001958	Prbk.g_00721	Syae.g_00609
OG0001961	Prbk.g_02108	Syae.g_02525
OG0001964	Prbk.g_01919	Syae.g_02048
OG0001965	Prbk.g_00369	Syae.g_00108
OG0001966	Prbk.g_00377	Syae.g_02000
OG0001967	Prbk.g_00379	Syae.g_01998
OG0001968	Prbk.g_00380	Syae.g_01997
OG0001969	Prbk.g_00452	Syae.g_01932
OG0001970	Prbk.g_00548	Syae.g_01404
OG0001971	Prbk.g_01273	Syae.g_01478
OG0001972	Prbk.g_00647	Syae.g_01540
OG0001974	Prbk.g_02157	Syae.g_01563
OG0001975	Prbk.g_02199	Syae.g_00634
OG0001976	Prbk.g_02201	Syae.g_00632
OG0001995	Prbk.g_01089	Syae.g_00747
OG0001996	Prbk.g_01620	Syae.g_01746
OG0001997	Prbk.g_00034	Syae.g_01341
OG0001999	Prbk.g_01418	Syae.g_01029
OG0002000	Prbk.g_01060	Syae.g_02353
OG0002001	Prbk.g_00108	Syae.g_01315
OG0002002	Prbk.g_00181	Syae.g_00692
OG0002006	Prbk.g_00072	Syae.g_00812
OG0002007	Prbk.g_00073	Syae.g_00813
OG0002008	Prbk.g_00569	Syae.g_00406
OG0002009	Prbk.g_02431	Syae.g_00556
OG0002010	Prbk.g_01224	Syae.g_02622
OG0002012	Prbk.g_00306, Prbk.g_00830	Syae.g_00287
OG0002014	Prbk.g_00486	Syae.g_01892
OG0002015	Prbk.g_00490	Syae.g_01894
OG0002016	Prbk.g_00667	Syae.g_01520
OG0002017	Prbk.g_02215	Syae.g_01614
OG0002018	Prbk.g_02243	Syae.g_01672
OG0002035	Prbk.g_01741	Syae.g_02671, Syae.g_02670
OG0002037	Prbk.g_02059	Syae.g_02307
OG0002038	Prbk.g_00147	Syae.g_00912
OG0002040	Prbk.g_00107	Syae.g_00897
OG0002041	Prbk.g_02302	Syae.g_00389
OG0002042	Prbk.g_02318	Syae.g_00367
OG0002043	Prbk.g_02363	Syae.g_00316
OG0002044	Prbk.g_02528	Syae.g_00827
