Orthogroup	Syae	Syas
OG0001199	Syae.g_01291	Syas.g_02516
OG0001200	Syae.g_01293	Syas.g_02514
OG0001201	Syae.g_01364	Syas.g_02419
OG0001202	Syae.g_01494	Syas.g_02270
OG0001203	Syae.g_02240	Syas.g_02557
OG0001204	Syae.g_02022	Syas.g_01687
OG0001205	Syae.g_00984	Syas.g_02745
OG0001207	Syae.g_02300	Syas.g_01260
OG0001208	Syae.g_02311	Syas.g_01251
OG0001209	Syae.g_02377	Syas.g_00065
OG0001210	Syae.g_02387	Syas.g_00761
OG0001211	Syae.g_02403	Syas.g_00788
OG0001212	Syae.g_02460	Syas.g_00847
OG0001213	Syae.g_00062	Syas.g_00100
OG0001214	Syae.g_00076	Syas.g_00744
OG0001215	Syae.g_00757	Syas.g_02245
OG0001217	Syae.g_00151	Syas.g_02493
OG0001218	Syae.g_02605	Syas.g_01309
OG0001219	Syae.g_00312	Syas.g_00399
OG0001220	Syae.g_00880	Syas.g_02447
OG0001221	Syae.g_00559	Syas.g_02669
OG0001222	Syae.g_00347	Syas.g_00448
OG0001223	Syae.g_00392	Syas.g_00541
OG0001224	Syae.g_00797	Syas.g_01015
OG0001225	Syae.g_00795	Syas.g_01017
OG0001226	Syae.g_00135	Syas.g_02506
OG0001227	Syae.g_01600	Syas.g_00824
OG0001228	Syae.g_01004	Syas.g_02195
OG0001229	Syae.g_00771	Syas.g_00285
OG0001230	Syae.g_02662	Syas.g_02806
OG0001231	Syae.g_01729	Syas.g_02050
OG0001232	Syae.g_01197	Syas.g_02649
OG0001233	Syae.g_01038	Syas.g_02592
OG0001234	Syae.g_02050	Syas.g_01310
OG0001235	Syae.g_02066	Syas.g_01646
OG0001236	Syae.g_01867	Syas.g_02191
OG0001237	Syae.g_01860	Syas.g_02187
OG0001238	Syae.g_01582	Syas.g_01901
OG0001239	Syae.g_01288	Syas.g_02519
OG0001240	Syae.g_01347	Syas.g_02435
OG0001241	Syae.g_01357	Syas.g_02427
OG0001242	Syae.g_01387	Syas.g_02398
OG0001243	Syae.g_01395	Syas.g_02391
OG0001244	Syae.g_01425	Syas.g_02370
OG0001245	Syae.g_00149	Syas.g_00524
OG0001246	Syae.g_02337	Syas.g_01829, Syas.g_01224
OG0001249	Syae.g_02186	Syas.g_01547
OG0001250	Syae.g_00841	Syas.g_00239
OG0001251	Syae.g_01632	Syas.g_00516, Syas.g_00408
OG0001252	Syae.g_00804	Syas.g_00994
OG0001253	Syae.g_00243	Syas.g_00143
OG0001255	Syae.g_00667	Syas.g_00492
OG0001256	Syae.g_01149	Syas.g_02698
OG0001257	Syae.g_00295	Syas.g_01407, Syas.g_00319, Syas.g_01448
OG0001258	Syae.g_01159	Syas.g_02688
OG0001259	Syae.g_01036	Syas.g_02594
OG0001260	Syae.g_01058	Syas.g_02572
OG0001261	Syae.g_02115	Syas.g_01599
OG0001262	Syae.g_01769	Syas.g_02091
OG0001263	Syae.g_01399	Syas.g_02388
OG0001265	Syae.g_01385	Syas.g_02399
OG0001266	Syae.g_01498	Syas.g_02266
OG0001267	Syae.g_01969	Syas.g_01753
OG0001268	Syae.g_02198	Syas.g_01535
OG0001269	Syae.g_00225	Syas.g_00510
OG0001270	Syae.g_00997	Syas.g_01499
OG0001271	Syae.g_02527	Syas.g_01336
OG0001272	Syae.g_02315	Syas.g_01247
OG0001273	Syae.g_00069	Syas.g_00751
OG0001274	Syae.g_01535	Syas.g_01849
OG0001275	Syae.g_00407	Syas.g_00554
OG0001276	Syae.g_00423	Syas.g_00215
OG0001277	Syae.g_01677	Syas.g_00110
OG0001278	Syae.g_00697	Syas.g_01074
OG0001279	Syae.g_00007	Syas.g_02792
OG0001280	Syae.g_00958	Syas.g_01095
OG0001281	Syae.g_00969	Syas.g_02845
OG0001282	Syae.g_02298	Syas.g_01262
OG0001284	Syae.g_01132	Syas.g_02713
OG0001287	Syae.g_01827	Syas.g_00136
OG0001288	Syae.g_01815	Syas.g_02144
OG0001289	Syae.g_01330	Syas.g_02474
OG0001290	Syae.g_01356	Syas.g_02428
OG0001291	Syae.g_01409	Syas.g_02378
OG0001292	Syae.g_02017	Syas.g_01693
OG0001293	Syae.g_01996	Syas.g_01720
OG0001294	Syae.g_00593	Syas.g_00692
OG0001295	Syae.g_02389	Syas.g_00770
OG0001296	Syae.g_02343	Syas.g_01217
OG0001297	Syae.g_02347	Syas.g_01213
OG0001298	Syae.g_02439	Syas.g_00829
OG0001299	Syae.g_00599	Syas.g_00700
OG0001303	Syae.g_00314	Syas.g_00400
OG0001304	Syae.g_00436	Syas.g_00199
OG0001305	Syae.g_00786	Syas.g_01027
OG0001306	Syae.g_00943	Syas.g_01202
OG0001307	Syae.g_02059	Syas.g_01923
OG0001310	Syae.g_01178	Syas.g_02666
OG0001311	Syae.g_00425	Syas.g_00213
OG0001312	Syae.g_00326	Syas.g_00414
OG0001314	Syae.g_00097	Syas.g_01925
OG0001315	Syae.g_02145	Syas.g_01566
OG0001317	Syae.g_02235	Syas.g_02553
OG0001318	Syae.g_02004	Syas.g_01706
OG0001319	Syae.g_01980	Syas.g_01736
OG0001323	Syae.g_02355	Syas.g_00006
OG0001325	Syae.g_00465	Syas.g_00179
OG0001326	Syae.g_01641	Syas.g_01960, Syas.g_01961
OG0001327	Syae.g_00586	Syas.g_00687
OG0001330	Syae.g_00950	Syas.g_02865
OG0001331	Syae.g_02293	Syas.g_01267
OG0001333	Syae.g_01032	Syas.g_02598
OG0001336	Syae.g_01689	Syas.g_02003
OG0001339	Syae.g_01359	Syas.g_02425
OG0001345	Syae.g_00886	Syas.g_01132
OG0001346	Syae.g_00962	Syas.g_02853
OG0001347	Syae.g_01907	Syas.g_01950
OG0001348	Syae.g_00821	Syas.g_00119
OG0001349	Syae.g_01228, Syae.g_01245	Syas.g_02643
OG0001351	Syae.g_02492	Syas.g_01280
OG0001353	Syae.g_00831	Syas.g_00228
OG0001354	Syae.g_00379	Syas.g_00526
OG0001355	Syae.g_00120	Syas.g_01057
OG0001356	Syae.g_00820	Syas.g_00972
OG0001358	Syae.g_00046	Syas.g_00122
OG0001360	Syae.g_00883	Syas.g_01130
OG0001361	Syae.g_00889	Syas.g_01135
OG0001364	Syae.g_01883	Syas.g_02212
OG0001366	Syae.g_01189	Syas.g_02655
OG0001373	Syae.g_01640	Syas.g_01959
OG0001374	Syae.g_01648	Syas.g_01968
OG0001376	Syae.g_01589	Syas.g_00468
OG0001377	Syae.g_01588	Syas.g_00467
OG0001378	Syae.g_00998	Syas.g_01500
OG0001379	Syae.g_00952	Syas.g_02861
OG0001385	Syae.g_01637	Syas.g_01956
OG0001386	Syae.g_01638	Syas.g_01957
OG0001387	Syae.g_01639	Syas.g_01958
OG0001388	Syae.g_01642	Syas.g_01962
OG0001389	Syae.g_01643	Syas.g_01963
OG0001390	Syae.g_01644	Syas.g_01964
OG0001391	Syae.g_01645	Syas.g_01965
OG0001392	Syae.g_01646	Syas.g_01966
OG0001393	Syae.g_01647	Syas.g_01967
OG0001394	Syae.g_00553	Syas.g_00627
OG0001395	Syae.g_00446	Syas.g_00195
OG0001396	Syae.g_01908	Syas.g_01949
OG0001398	Syae.g_00289	Syas.g_02481
OG0001401	Syae.g_00835	Syas.g_00233
OG0001402	Syae.g_00051	Syas.g_00112
OG0001406	Syae.g_01590	Syas.g_00469
OG0001408	Syae.g_00712	Syas.g_00142
OG0001412	Syae.g_01240, Syae.g_01906	Syas.g_01951
OG0001413	Syae.g_00123	Syas.g_01481
OG0001416	Syae.g_00966	Syas.g_01061
OG0001417	Syae.g_00378	Syas.g_00507
OG0001420	Syae.g_00727, Syae.g_02365	Syas.g_00017
OG0001428	Syae.g_01456	Syas.g_02325
OG0001429	Syae.g_00315	Syas.g_00401
OG0001432	Syae.g_00742	Syas.g_01484
OG0001433	Syae.g_00819	Syas.g_01398
OG0001435	Syae.g_00579	Syas.g_00678
OG0001438	Syae.g_01954	Syas.g_01767
OG0001439	Syae.g_01929	Syas.g_01809
OG0001443	Syae.g_01594	Syas.g_01910
OG0001444	Syae.g_01342	Syas.g_02439
OG0001447	Syae.g_01396	Syas.g_02390
OG0001449	Syae.g_02253	Syas.g_02567
OG0001452	Syae.g_02009	Syas.g_01700
OG0001453	Syae.g_00399	Syas.g_00547
OG0001454	Syae.g_00131	Syas.g_01483
OG0001456	Syae.g_01650	Syas.g_01969
OG0001457	Syae.g_01651	Syas.g_01970
OG0001458	Syae.g_01652	Syas.g_01971
OG0001459	Syae.g_00621	Syas.g_02778
OG0001460	Syae.g_00818	Syas.g_01399
OG0001461	Syae.g_00063	Syas.g_00566
OG0001470	Syae.g_01006	Syas.g_02115, Syas.g_02627
OG0001471	Syae.g_01934	Syas.g_01819
OG0001473	Syae.g_00107	Syas.g_00323
OG0001474	Syae.g_02199	Syas.g_01534
OG0001475	Syae.g_01008	Syas.g_02120
OG0001476	Syae.g_00908	Syas.g_00155
OG0001477	Syae.g_00776	Syas.g_00934
OG0001478	Syae.g_02512	Syas.g_01344
OG0001479	Syae.g_02196	Syas.g_01537
OG0001482	Syae.g_00388	Syas.g_00535
OG0001484	Syae.g_01649	Syas.g_00166, Syas.g_00167
OG0001488	Syae.g_00898	Syas.g_01142
OG0001489	Syae.g_02139	Syas.g_01574
OG0001492	Syae.g_00694	Syas.g_01077
OG0001493	Syae.g_00702	Syas.g_01069
OG0001494	Syae.g_01255	Syas.g_02633
OG0001495	Syae.g_02072	Syas.g_01641
OG0001496	Syae.g_00774	Syas.g_00936
OG0001497	Syae.g_00775	Syas.g_00935
OG0001498	Syae.g_02220	Syas.g_01511
OG0001502	Syae.g_00874	Syas.g_00290
OG0001504	Syae.g_00622	Syas.g_02777
OG0001505	Syae.g_01204	Syas.g_02135
OG0001507	Syae.g_00192	Syas.g_01183
OG0001508	Syae.g_01005	Syas.g_02114
OG0001510	Syae.g_01823	Syas.g_02151
OG0001511	Syae.g_01372	Syas.g_02413
OG0001512	Syae.g_02241	Syas.g_02559
OG0001514	Syae.g_00773	Syas.g_00937
OG0001515	Syae.g_00762	Syas.g_00734
OG0001516	Syae.g_00602	Syas.g_00703
OG0001517	Syae.g_02193	Syas.g_01540
OG0001518	Syae.g_01584	Syas.g_01903
OG0001519	Syae.g_01596	Syas.g_01912
OG0001520	Syae.g_02425	Syas.g_00828
OG0001527	Syae.g_02417	Syas.g_00803
OG0001528	Syae.g_01007	Syas.g_02116
OG0001529	Syae.g_01760	Syas.g_02082
OG0001530	Syae.g_01370	Syas.g_02415
OG0001531	Syae.g_02242	Syas.g_02560
OG0001532	Syae.g_00655	Syas.g_01113
OG0001533	Syae.g_02499	Syas.g_00476
OG0001534	Syae.g_00437	Syas.g_00198
OG0001535	Syae.g_00421	Syas.g_00218
OG0001536	Syae.g_00355	Syas.g_00456
OG0001537	Syae.g_00558	Syas.g_00651
OG0001538	Syae.g_00516	Syas.g_00591
OG0001539	Syae.g_00584	Syas.g_00683
OG0001540	Syae.g_01401	Syas.g_02386
OG0001541	Syae.g_01465	Syas.g_02316
OG0001542	Syae.g_01474	Syas.g_02294
OG0001543	Syae.g_01516	Syas.g_02230
OG0001544	Syae.g_01595	Syas.g_01911
OG0001545	Syae.g_01676	Syas.g_01982
OG0001547	Syae.g_00293	Syas.g_00300
OG0001549	Syae.g_00882	Syas.g_00482
OG0001554	Syae.g_01565	Syas.g_00153
OG0001556	Syae.g_00648	Syas.g_00976, Syas.g_01679
OG0001557	Syae.g_00552	Syas.g_00626
OG0001558	Syae.g_01732	Syas.g_02053
OG0001559	Syae.g_01369	Syas.g_02416
OG0001560	Syae.g_01355	Syas.g_02429
OG0001561	Syae.g_00427	Syas.g_00211
OG0001562	Syae.g_00413	Syas.g_00560
OG0001563	Syae.g_02124	Syas.g_01590
OG0001564	Syae.g_02485	Syas.g_01034
OG0001567	Syae.g_00291	Syas.g_00294
OG0001568	Syae.g_00297	Syas.g_00368
OG0001570	Syae.g_00278	Syas.g_00309
OG0001574	Syae.g_02415	Syas.g_00801
OG0001575	Syae.g_02420	Syas.g_00806
OG0001576	Syae.g_02478	Syas.g_02834
OG0001577	Syae.g_00925	Syas.g_01189
OG0001580	Syae.g_01556	Syas.g_01875
OG0001586	Syae.g_01251	Syas.g_02637
OG0001589	Syae.g_01040	Syas.g_02589
OG0001590	Syae.g_00068	Syas.g_00752
OG0001592	Syae.g_01557	Syas.g_01877
OG0001594	Syae.g_02685, Syae.g_02067, Syae.g_01107, Syae.g_01546	Syas.g_00074, Syas.g_00260
OG0001614	Syae.g_01837	Syas.g_02165
OG0001615	Syae.g_00854	Syas.g_00778
OG0001616	Syae.g_00642	Syas.g_01127
OG0001617	Syae.g_00769	Syas.g_00076
OG0001618	Syae.g_00459	Syas.g_00185
OG0001619	Syae.g_00344	Syas.g_00445
OG0001620	Syae.g_02205	Syas.g_01528
OG0001621	Syae.g_02008	Syas.g_01702
OG0001622	Syae.g_01687	Syas.g_02002
OG0001623	Syae.g_02179	Syas.g_00977, Syas.g_01554
OG0001624	Syae.g_01601	Syas.g_01926
OG0001625	Syae.g_02002	Syas.g_01708
OG0001627	Syae.g_01079	Syas.g_01474
OG0001634	Syae.g_00596	Syas.g_00697
OG0001635	Syae.g_01811	Syas.g_02140
OG0001636	Syae.g_01753	Syas.g_02075
OG0001637	Syae.g_00477, Syae.g_01051	Syas.g_02242, Syas.g_02547
OG0001638	Syae.g_01175	Syas.g_02670
OG0001639	Syae.g_01082	Syas.g_01477
OG0001640	Syae.g_00809	Syas.g_00989
OG0001641	Syae.g_00397	Syas.g_00545
OG0001643	Syae.g_00079	Syas.g_00741
OG0001644	Syae.g_00452	Syas.g_00921, Syas.g_00767
OG0001645	Syae.g_00298, Syae.g_00665	Syas.g_01410
OG0001647	Syae.g_01978	Syas.g_01738
OG0001652	Syae.g_01730	Syas.g_02051
OG0001653	Syae.g_01345	Syas.g_02436
OG0001654	Syae.g_01080	Syas.g_01475
OG0001655	Syae.g_00125	Syas.g_01854
OG0001657	Syae.g_01439	Syas.g_02355
OG0001659	Syae.g_00650	Syas.g_01118
OG0001660	Syae.g_01376, Syae.g_02215	Syas.g_02409, Syas.g_02868
OG0001666	Syae.g_00214	Syas.g_02785
OG0001671	Syae.g_01521	Syas.g_01830
OG0001672	Syae.g_01318, Syae.g_01299	Syas.g_02508
OG0001673	Syae.g_02233	Syas.g_02551
OG0001675	Syae.g_00411	Syas.g_00558
OG0001677	Syae.g_02148, Syae.g_00653	Syas.g_01563
OG0001678	Syae.g_02035	Syas.g_01666
OG0001679	Syae.g_02424	Syas.g_02407
OG0001680	Syae.g_01180	Syas.g_02664
OG0001682	Syae.g_00130, Syae.g_00461	Syas.g_00183
OG0001692	Syae.g_02657	Syas.g_02810
OG0001693	Syae.g_00792	Syas.g_01022
OG0001694	Syae.g_01967	Syas.g_01755
OG0001695	Syae.g_01670	Syas.g_01980
OG0001700	Syae.g_00290	Syas.g_01390, Syas.g_01391
OG0001702	Syae.g_01335	Syas.g_02468, Syas.g_02448
OG0001703	Syae.g_02301	Syas.g_01259
OG0001714	Syae.g_01257	Syas.g_02632
OG0001715	Syae.g_00148	Syas.g_01409
OG0001716	Syae.g_00875	Syas.g_00512, Syas.g_01406
OG0001717	Syae.g_01451	Syas.g_02330
OG0001728	Syae.g_01619	Syas.g_00753
OG0001729	Syae.g_02247	Syas.g_02564
OG0001730	Syae.g_02260	Syas.g_00954
OG0001731	Syae.g_01117	Syas.g_02729
OG0001732	Syae.g_00678	Syas.g_02021, Syas.g_01088
OG0001733	Syae.g_00589	Syas.g_00974
OG0001735	Syae.g_00611	Syas.g_00711
OG0001736	Syae.g_01903	Syas.g_00737
OG0001737	Syae.g_01948	Syas.g_01777
OG0001738	Syae.g_01915	Syas.g_01792
OG0001739	Syae.g_01668	Syas.g_01978
OG0001741	Syae.g_00250	Syas.g_01927
OG0001748	Syae.g_01523	Syas.g_01832
OG0001749	Syae.g_01899	Syas.g_02217
OG0001750	Syae.g_01343	Syas.g_02438
OG0001751	Syae.g_02232	Syas.g_02550
OG0001752	Syae.g_01060	Syas.g_02570
OG0001753	Syae.g_01054	Syas.g_00864
OG0001754	Syae.g_01053	Syas.g_02545, Syas.g_02244
OG0001755	Syae.g_02352	Syas.g_01208
OG0001756	Syae.g_01593	Syas.g_01905
OG0001761	Syae.g_00026	Syas.g_01040
OG0001762	Syae.g_00404	Syas.g_00552
OG0001763	Syae.g_00391	Syas.g_00540
OG0001764	Syae.g_00301	Syas.g_00374
OG0001765	Syae.g_00726, Syae.g_00725	Syas.g_00314
OG0001766	Syae.g_01938	Syas.g_01870
OG0001768	Syae.g_01482	Syas.g_02696
OG0001769	Syae.g_00093	Syas.g_00723
OG0001771	Syae.g_00183	Syas.g_00034
OG0001783	Syae.g_01832	Syas.g_02159
OG0001784	Syae.g_01338	Syas.g_02445
OG0001786	Syae.g_01134	Syas.g_02710
OG0001787	Syae.g_02373	Syas.g_00060
OG0001788	Syae.g_02376	Syas.g_00064
OG0001789	Syae.g_00960	Syas.g_02855
OG0001790	Syae.g_00936	Syas.g_01195
OG0001792	Syae.g_00685	Syas.g_01083
OG0001794	Syae.g_00434	Syas.g_00201
OG0001796	Syae.g_00415	Syas.g_00227
OG0001797	Syae.g_00335	Syas.g_02249
OG0001798	Syae.g_00054	Syas.g_00108
OG0001799	Syae.g_00090	Syas.g_00726
OG0001800	Syae.g_00006	Syas.g_00955
OG0001801	Syae.g_02679	Syas.g_02801
OG0001803	Syae.g_00988	Syas.g_02741
OG0001804	Syae.g_02221	Syas.g_01510
OG0001805	Syae.g_02013	Syas.g_00304
OG0001806	Syae.g_01979	Syas.g_01737
OG0001808	Syae.g_01877	Syas.g_02210
OG0001811	Syae.g_01472	Syas.g_02297
OG0001812	Syae.g_01558	Syas.g_01878
OG0001813	Syae.g_01605	Syas.g_01936
OG0001814	Syae.g_01698	Syas.g_02013
OG0001815	Syae.g_01707	Syas.g_02022
OG0001816	Syae.g_00587	Syas.g_00688
OG0001837	Syae.g_01522	Syas.g_01831
OG0001838	Syae.g_01720	Syas.g_02042
OG0001839	Syae.g_01749	Syas.g_02071
OG0001840	Syae.g_01766	Syas.g_02088
OG0001841	Syae.g_01773	Syas.g_02095
OG0001842	Syae.g_01072	Syas.g_00658
OG0001843	Syae.g_01838	Syas.g_02166
OG0001844	Syae.g_01839	Syas.g_02167
OG0001845	Syae.g_01840	Syas.g_02169
OG0001846	Syae.g_01388	Syas.g_02397
OG0001848	Syae.g_01382	Syas.g_02402
OG0001849	Syae.g_01329	Syas.g_02475
OG0001850	Syae.g_01320	Syas.g_02505
OG0001851	Syae.g_01295	Syas.g_02512
OG0001852	Syae.g_01294	Syas.g_02513
OG0001853	Syae.g_01287	Syas.g_02520
OG0001854	Syae.g_02237	Syas.g_02555
OG0001855	Syae.g_02666	Syas.g_00081, Syas.g_00256, Syas.g_01747
OG0001856	Syae.g_01141	Syas.g_02706
OG0001857	Syae.g_01138	Syas.g_02709
OG0001858	Syae.g_01110	Syas.g_02734
OG0001859	Syae.g_02289	Syas.g_01271
OG0001860	Syae.g_02303	Syas.g_01257
OG0001861	Syae.g_02316	Syas.g_01246
OG0001862	Syae.g_02327	Syas.g_01233
OG0001863	Syae.g_02332	Syas.g_01229
OG0001864	Syae.g_02385	Syas.g_00092
OG0001866	Syae.g_02474	Syas.g_00862
OG0001867	Syae.g_00024	Syas.g_00866
OG0001868	Syae.g_00965	Syas.g_02851
OG0001869	Syae.g_00926	Syas.g_01190
OG0001870	Syae.g_00918	Syas.g_01180
OG0001871	Syae.g_00913	Syas.g_01173
OG0001872	Syae.g_00693	Syas.g_01078
OG0001873	Syae.g_00643	Syas.g_01126
OG0001874	Syae.g_00640	Syas.g_01129
OG0001877	Syae.g_00763	Syas.g_00735
OG0001878	Syae.g_00408	Syas.g_00555
OG0001879	Syae.g_00402	Syas.g_00550
OG0001880	Syae.g_00364	Syas.g_00465
OG0001881	Syae.g_00363	Syas.g_00464
OG0001882	Syae.g_00338	Syas.g_02252
OG0001883	Syae.g_00333	Syas.g_00423
OG0001884	Syae.g_00324	Syas.g_00412
OG0001885	Syae.g_00309	Syas.g_00395
OG0001886	Syae.g_00302	Syas.g_00375
OG0001887	Syae.g_00566	Syas.g_00661, Syas.g_00664
OG0001888	Syae.g_00546	Syas.g_00622
OG0001889	Syae.g_00505	Syas.g_00581
OG0001890	Syae.g_00848	Syas.g_00283
OG0001891	Syae.g_00852	Syas.g_00289
OG0001892	Syae.g_00881	Syas.g_00422
OG0001893	Syae.g_00055	Syas.g_00863, Syas.g_00107
OG0001894	Syae.g_00073	Syas.g_00747
OG0001895	Syae.g_02684	Syas.g_02798
OG0001896	Syae.g_01001	Syas.g_01502
OG0001897	Syae.g_02202	Syas.g_01531
OG0001898	Syae.g_02185	Syas.g_01549
OG0001899	Syae.g_02113	Syas.g_01601
OG0001900	Syae.g_01994	Syas.g_01722
OG0001901	Syae.g_01993	Syas.g_01723
OG0001902	Syae.g_01962	Syas.g_01759
OG0001903	Syae.g_01953	Syas.g_01768
OG0001904	Syae.g_01885	Syas.g_02214
OG0001905	Syae.g_01875	Syas.g_02198
OG0001906	Syae.g_01402	Syas.g_02385
OG0001908	Syae.g_01467	Syas.g_02314
OG0001909	Syae.g_01480	Syas.g_02289
OG0001910	Syae.g_01527	Syas.g_01836
OG0001912	Syae.g_01576	Syas.g_01895
OG0001913	Syae.g_01578	Syas.g_01898
OG0001914	Syae.g_00633	Syas.g_00098
OG0001915	Syae.g_01704	Syas.g_02019
OG0001917	Syae.g_00422	Syas.g_00216
OG0001918	Syae.g_00235	Syas.g_00759
OG0001924	Syae.g_00038	Syas.g_00040
OG0001925	Syae.g_00037	Syas.g_00041
OG0001926	Syae.g_00036	Syas.g_00042
OG0001927	Syae.g_00035	Syas.g_00043
OG0001929	Syae.g_01780	Syas.g_02102
OG0001930	Syae.g_01073	Syas.g_00657
OG0001931	Syae.g_01074	Syas.g_00656
OG0001932	Syae.g_01836	Syas.g_02164
OG0001933	Syae.g_01366	Syas.g_02418
OG0001934	Syae.g_01351	Syas.g_02430
OG0001935	Syae.g_01292	Syas.g_02515
OG0001936	Syae.g_00129	Syas.g_00945
OG0001938	Syae.g_02305	Syas.g_01255
OG0001939	Syae.g_00271	Syas.g_01526
OG0001940	Syae.g_02438	Syas.g_00826
OG0001941	Syae.g_00970	Syas.g_02844
OG0001943	Syae.g_00247	Syas.g_00388
OG0001944	Syae.g_00282	Syas.g_02794
OG0001946	Syae.g_00764	Syas.g_00928
OG0001947	Syae.g_00811	Syas.g_00172
OG0001948	Syae.g_00393	Syas.g_00542
OG0001949	Syae.g_00373	Syas.g_00502
OG0001950	Syae.g_00371	Syas.g_00499
OG0001951	Syae.g_00362	Syas.g_00463
OG0001952	Syae.g_00337	Syas.g_02251
OG0001953	Syae.g_00336	Syas.g_02250
OG0001954	Syae.g_00273	Syas.g_01433
OG0001957	Syae.g_00060	Syas.g_00102
OG0001958	Syae.g_00609	Syas.g_00709
OG0001960	Syae.g_02537	Syas.g_01327
OG0001961	Syae.g_02525	Syas.g_01338
OG0001964	Syae.g_02048	Syas.g_01653
OG0001966	Syae.g_02000	Syas.g_01710
OG0001967	Syae.g_01998	Syas.g_01712
OG0001968	Syae.g_01997	Syas.g_01713
OG0001969	Syae.g_01932	Syas.g_01818
OG0001970	Syae.g_01404	Syas.g_02383
OG0001971	Syae.g_01478	Syas.g_02291
OG0001972	Syae.g_01540	Syas.g_01853
OG0001975	Syae.g_00634	Syas.g_00097
OG0001976	Syae.g_00632	Syas.g_00099
OG0001979	Syae.g_00760	Syas.g_01412
OG0001980	Syae.g_02181	Syas.g_01045
OG0001990	Syae.g_01674	Syas.g_01973
OG0001993	Syae.g_00040	Syas.g_00038
OG0001994	Syae.g_00039	Syas.g_00039
OG0001995	Syae.g_00747	Syas.g_00916
OG0001996	Syae.g_01746	Syas.g_02067
OG0001997	Syae.g_01341	Syas.g_02440
OG0001998	Syae.g_02669	Syas.g_00371
OG0001999	Syae.g_01029	Syas.g_02599
OG0002000	Syae.g_02353	Syas.g_00004
OG0002002	Syae.g_00692	Syas.g_01079
OG0002005	Syae.g_02480	Syas.g_00080, Syas.g_00036, Syas.g_00926
OG0002006	Syae.g_00812	Syas.g_00171
OG0002007	Syae.g_00813	Syas.g_00988
OG0002009	Syae.g_00556	Syas.g_00631
OG0002010	Syae.g_02622	Syas.g_01293
OG0002015	Syae.g_01894	Syas.g_02219
OG0002016	Syae.g_01520	Syas.g_02222
OG0002017	Syae.g_01614	Syas.g_01946
OG0002018	Syae.g_01672	Syas.g_01974
OG0002019	Syae.g_00294	Syas.g_02163
OG0002020	Syae.g_01666	Syas.g_01987
OG0002021	Syae.g_01664	Syas.g_01989
OG0002022	Syae.g_01662	Syas.g_01990
OG0002023	Syae.g_01661	Syas.g_01991
OG0002024	Syae.g_01655	Syas.g_01985
OG0002025	Syae.g_01084	Syas.g_02130
OG0002038	Syae.g_00912	Syas.g_02793
OG0002040	Syae.g_00897	Syas.g_01047
OG0002041	Syae.g_00389	Syas.g_00538
OG0002042	Syae.g_00367	Syas.g_00495
OG0002043	Syae.g_00316	Syas.g_00404
OG0002045	Syae.g_02521	Syas.g_01341
OG0002046	Syae.g_02517	Syas.g_01346
OG0002049	Syae.g_02064	Syas.g_01648
OG0002051	Syae.g_01464	Syas.g_02317
OG0002053	Syae.g_01598	Syas.g_00291
OG0002054	Syae.g_01654	Syas.g_01986
OG0002055	Syae.g_01657	Syas.g_01983
OG0002056	Syae.g_01952	Syas.g_01769
OG0002107	Syae.g_00156	Syas.g_00272
OG0002114	Syae.g_02675, Syae.g_02668	Syas.g_00085
OG0002116	Syae.g_01129	Syas.g_02716
OG0002117	Syae.g_00905	Syas.g_02864
OG0002119	Syae.g_01515	Syas.g_00170
OG0002120	Syae.g_00270	Syas.g_00127
OG0002121	Syae.g_00184	Syas.g_02491
OG0002123	Syae.g_00467	Syas.g_00177
OG0002129	Syae.g_02639	Syas.g_02752
OG0002130	Syae.g_00959	Syas.g_02856
OG0002131	Syae.g_01665	Syas.g_01988
OG0002133	Syae.g_01656	Syas.g_01984
OG0002134	Syae.g_01846	Syas.g_02175
OG0002135	Syae.g_01193	Syas.g_02651
OG0002136	Syae.g_01192	Syas.g_02652
OG0002138	Syae.g_00758	Syas.g_00386
OG0002139	Syae.g_00707	Syas.g_01065
OG0002142	Syae.g_02678	Syas.g_02802
OG0002143	Syae.g_02224	Syas.g_02248
OG0002144	Syae.g_02070	Syas.g_00956
OG0002160	Syae.g_00749	Syas.g_02576
OG0002161	Syae.g_01545	Syas.g_01746, Syas.g_01909
OG0002163	Syae.g_01592	Syas.g_01913
OG0002166	Syae.g_00754	Syas.g_00144, Syas.g_01056
OG0002170	Syae.g_02188	Syas.g_01545
OG0002171	Syae.g_01901	Syas.g_02220
OG0002172	Syae.g_01524	Syas.g_01833
OG0002173	Syae.g_01511	Syas.g_02232
OG0002174	Syae.g_01615	Syas.g_01947
OG0002178	Syae.g_01659	Syas.g_01981
OG0002179	Syae.g_01872	Syas.g_02196
OG0002180	Syae.g_01961	Syas.g_01760
OG0002181	Syae.g_01991	Syas.g_01726
OG0002182	Syae.g_02010	Syas.g_02712
OG0002183	Syae.g_01331	Syas.g_02472
OG0002184	Syae.g_01328	Syas.g_02476
OG0002185	Syae.g_01321	Syas.g_02504
OG0002186	Syae.g_01191	Syas.g_02653
OG0002187	Syae.g_01190	Syas.g_02654
OG0002188	Syae.g_01158	Syas.g_02689
OG0002189	Syae.g_01157	Syas.g_02690
OG0002190	Syae.g_01116	Syas.g_02730
OG0002191	Syae.g_00999	Syas.g_00477
OG0002194	Syae.g_00703	Syas.g_01068
OG0002195	Syae.g_00570	Syas.g_00669
