Orthogroup	Praa	Praj
OG0001152	Praa.g_01783	Praj.g_01960
OG0001153	Praa.g_01784	Praj.g_01961
OG0001154	Praa.g_01785	Praj.g_01962
OG0001155	Praa.g_01786	Praj.g_01963
OG0001156	Praa.g_01787	Praj.g_01964
OG0001157	Praa.g_01789	Praj.g_01966
OG0001158	Praa.g_01790	Praj.g_01968
OG0001159	Praa.g_01791	Praj.g_01969
OG0001160	Praa.g_01792	Praj.g_01970
OG0001161	Praa.g_01796	Praj.g_01975
OG0001162	Praa.g_01797	Praj.g_01976
OG0001163	Praa.g_01798	Praj.g_01977
OG0001164	Praa.g_01799	Praj.g_01978
OG0001165	Praa.g_01800	Praj.g_01979
OG0001166	Praa.g_01801	Praj.g_01980
OG0001167	Praa.g_01802	Praj.g_01981
OG0001168	Praa.g_01804	Praj.g_01982
OG0001169	Praa.g_01805	Praj.g_01983
OG0001170	Praa.g_01807	Praj.g_01986
OG0001171	Praa.g_01808	Praj.g_01987
OG0001172	Praa.g_01809	Praj.g_01988
OG0001173	Praa.g_01811	Praj.g_01990
OG0001174	Praa.g_01813	Praj.g_01992
OG0001175	Praa.g_01815	Praj.g_01994
OG0001176	Praa.g_01816	Praj.g_01996
OG0001177	Praa.g_01818	Praj.g_01998
OG0001178	Praa.g_01819	Praj.g_01999
OG0001179	Praa.g_01820	Praj.g_02000
OG0001180	Praa.g_01821	Praj.g_02001
OG0001181	Praa.g_01822	Praj.g_02002
OG0001182	Praa.g_01823	Praj.g_02003
OG0001183	Praa.g_01824	Praj.g_02004
OG0001184	Praa.g_01825	Praj.g_02005
OG0001185	Praa.g_01826	Praj.g_02006
OG0001186	Praa.g_01827	Praj.g_02007
OG0001187	Praa.g_01828	Praj.g_02008
OG0001188	Praa.g_01829	Praj.g_02009
OG0001189	Praa.g_01830	Praj.g_02010
OG0001190	Praa.g_01831	Praj.g_02011
OG0001191	Praa.g_01833	Praj.g_02013
OG0001192	Praa.g_01835	Praj.g_02015
OG0001193	Praa.g_01836	Praj.g_02016
OG0001194	Praa.g_01837	Praj.g_02017
OG0001195	Praa.g_01838	Praj.g_02019
OG0001196	Praa.g_01840	Praj.g_02021
OG0001197	Praa.g_01843	Praj.g_02025
OG0001198	Praa.g_01844	Praj.g_02026
OG0001199	Praa.g_01845	Praj.g_02027
OG0001200	Praa.g_01846	Praj.g_02028
OG0001201	Praa.g_01847	Praj.g_02030
OG0001202	Praa.g_01848	Praj.g_02031
OG0001203	Praa.g_01850	Praj.g_02046
OG0001204	Praa.g_01853	Praj.g_02059
OG0001205	Praa.g_01854	Praj.g_02060
OG0001206	Praa.g_01856	Praj.g_02061
OG0001207	Praa.g_01857	Praj.g_02062
OG0001208	Praa.g_01858	Praj.g_02063
OG0001209	Praa.g_01859	Praj.g_02064
OG0001210	Praa.g_01860	Praj.g_02065
OG0001211	Praa.g_01861	Praj.g_02066
OG0001212	Praa.g_01862	Praj.g_02067
OG0001213	Praa.g_01863	Praj.g_02068
OG0001214	Praa.g_01864	Praj.g_02069
OG0001215	Praa.g_01865	Praj.g_02070
OG0001216	Praa.g_01866	Praj.g_02071
OG0001217	Praa.g_01867	Praj.g_02072
OG0001218	Praa.g_01868	Praj.g_02073
OG0001219	Praa.g_01869	Praj.g_02074
OG0001220	Praa.g_01870	Praj.g_02075
OG0001221	Praa.g_01871	Praj.g_02076
OG0001222	Praa.g_01873	Praj.g_02078
OG0001223	Praa.g_01875	Praj.g_02080
OG0001224	Praa.g_01876	Praj.g_02082
OG0001225	Praa.g_01878	Praj.g_02084
OG0001226	Praa.g_01879	Praj.g_02085
OG0001227	Praa.g_01880	Praj.g_02086
OG0001228	Praa.g_01881	Praj.g_02087
OG0001229	Praa.g_01882	Praj.g_02088
OG0001230	Praa.g_01883	Praj.g_02089
OG0001231	Praa.g_01884	Praj.g_02090
OG0001232	Praa.g_01886	Praj.g_02092
OG0001233	Praa.g_01887	Praj.g_02093
OG0001234	Praa.g_01888	Praj.g_02094
OG0001235	Praa.g_01889	Praj.g_02095
OG0001236	Praa.g_01890	Praj.g_02096
OG0001237	Praa.g_01892	Praj.g_02099
OG0001238	Praa.g_01893	Praj.g_02100
OG0001239	Praa.g_01896	Praj.g_02105
OG0001240	Praa.g_01897	Praj.g_02106
OG0001241	Praa.g_01898	Praj.g_02107
OG0001242	Praa.g_01899	Praj.g_02109
OG0001243	Praa.g_01900	Praj.g_02110
OG0001244	Praa.g_01901	Praj.g_02111
OG0001245	Praa.g_01902	Praj.g_02112
OG0001246	Praa.g_01903	Praj.g_02113
OG0001247	Praa.g_01904	Praj.g_02114
OG0001248	Praa.g_01905	Praj.g_02115
OG0001249	Praa.g_01906	Praj.g_02116
OG0001250	Praa.g_01907	Praj.g_02124
OG0001251	Praa.g_01908	Praj.g_02125
OG0001252	Praa.g_01909	Praj.g_02126
OG0001253	Praa.g_01910	Praj.g_02127
OG0001254	Praa.g_01912	Praj.g_02129
OG0001255	Praa.g_01913	Praj.g_02130
OG0001256	Praa.g_01915	Praj.g_02134
OG0001257	Praa.g_01916	Praj.g_02135
OG0001258	Praa.g_01917	Praj.g_02136
OG0001259	Praa.g_01919	Praj.g_02139
OG0001260	Praa.g_01920	Praj.g_02141
OG0001261	Praa.g_01921	Praj.g_02142
OG0001262	Praa.g_01922	Praj.g_02143
OG0001263	Praa.g_01923	Praj.g_02144
OG0001264	Praa.g_01924	Praj.g_02145
OG0001265	Praa.g_01925	Praj.g_02146
OG0001266	Praa.g_01926	Praj.g_02147
OG0001267	Praa.g_01927	Praj.g_02148
OG0001268	Praa.g_01928	Praj.g_02149
OG0001269	Praa.g_00092	Praj.g_00130
OG0001270	Praa.g_00138	Praj.g_00178
OG0001271	Praa.g_00150	Praj.g_00190
OG0001272	Praa.g_00281	Praj.g_00316
OG0001273	Praa.g_00333	Praj.g_00379
OG0001274	Praa.g_00482	Praj.g_00475
OG0001275	Praa.g_00498	Praj.g_00490
OG0001276	Praa.g_00590	Praj.g_00577
OG0001277	Praa.g_00750	Praj.g_00982, Praj.g_01392
OG0001278	Praa.g_00855	Praj.g_01326
OG0001279	Praa.g_00906	Praj.g_00886
OG0001280	Praa.g_01015	Praj.g_00997
OG0001282	Praa.g_01082	Praj.g_00895
OG0001283	Praa.g_01087	Praj.g_01342
OG0001284	Praa.g_01097	Praj.g_01137, Praj.g_01098
OG0001285	Praa.g_01144	Praj.g_01477
OG0001286	Praa.g_01157	Praj.g_01463
OG0001288	Praa.g_01516	Praj.g_01673
OG0001289	Praa.g_01527	Praj.g_01685
OG0001290	Praa.g_01570	Praj.g_00851, Praj.g_01327
OG0001291	Praa.g_01571	Praj.g_00510
OG0001292	Praa.g_01576	Praj.g_01723
OG0001293	Praa.g_01593	Praj.g_01041
OG0001294	Praa.g_01605	Praj.g_01726
OG0001295	Praa.g_01618	Praj.g_01735, Praj.g_01844
OG0001296	Praa.g_01627	Praj.g_01761
OG0001297	Praa.g_01631	Praj.g_01765
OG0001298	Praa.g_01634	Praj.g_01767
OG0001299	Praa.g_01702	Praj.g_01872
OG0001300	Praa.g_01727	Praj.g_01236
OG0001301	Praa.g_01814	Praj.g_01993
OG0001302	Praa.g_01842	Praj.g_02024
OG0001303	Praa.g_01874	Praj.g_02079
OG0001304	Praa.g_01918	Praj.g_02138
OG0001307	Praa.g_00030	Praj.g_00030
OG0001308	Praa.g_00071	Praj.g_00109
OG0001309	Praa.g_00074	Praj.g_00112
OG0001310	Praa.g_00076	Praj.g_00114
OG0001311	Praa.g_00093	Praj.g_00131
OG0001312	Praa.g_00119	Praj.g_00159
OG0001313	Praa.g_00125	Praj.g_00166
OG0001314	Praa.g_00199	Praj.g_00239
OG0001315	Praa.g_00243	Praj.g_00284
OG0001316	Praa.g_00252	Praj.g_00291
OG0001317	Praa.g_00372	Praj.g_01031
OG0001318	Praa.g_00637	Praj.g_00625
OG0001319	Praa.g_00758	Praj.g_00740
OG0001320	Praa.g_01030	Praj.g_01015
OG0001321	Praa.g_01035	Praj.g_01020
OG0001322	Praa.g_01072	Praj.g_02123
OG0001323	Praa.g_01109	Praj.g_02081
OG0001324	Praa.g_01113	Praj.g_01277
OG0001325	Praa.g_01120	Praj.g_01205
OG0001326	Praa.g_01187	Praj.g_01429
OG0001327	Praa.g_01350	Praj.g_01548
OG0001328	Praa.g_01574	Praj.g_00744
OG0001329	Praa.g_01658	Praj.g_01789
OG0001330	Praa.g_01694	Praj.g_01824
OG0001331	Praa.g_01810	Praj.g_01989
OG0001332	Praa.g_00141	Praj.g_00182
OG0001333	Praa.g_00238	Praj.g_00278
OG0001334	Praa.g_00467	Praj.g_01485
OG0001335	Praa.g_01055	Praj.g_00876
OG0001336	Praa.g_01075	Praj.g_00099
OG0001337	Praa.g_01090	Praj.g_01378
OG0001338	Praa.g_01289	Praj.g_01521
OG0001339	Praa.g_01323	Praj.g_01533
OG0001340	Praa.g_01386	Praj.g_02132
OG0001341	Praa.g_01567	Praj.g_01719
OG0001344	Praa.g_01683	Praj.g_01813
OG0001345	Praa.g_01779	Praj.g_01956
OG0001346	Praa.g_01834	Praj.g_02014
OG0001347	Praa.g_01872	Praj.g_02077
OG0001350	Praa.g_00144	Praj.g_01059
OG0001356	Praa.g_00377	Praj.g_01497, Praj.g_01564
OG0001360	Praa.g_00509	Praj.g_00501
OG0001361	Praa.g_00514	Praj.g_00506
OG0001366	Praa.g_00890	Praj.g_00867
OG0001369	Praa.g_01131	Praj.g_01837
OG0001370	Praa.g_01132	Praj.g_01838
OG0001372	Praa.g_01257	Praj.g_01155
OG0001373	Praa.g_01547	Praj.g_01705
OG0001374	Praa.g_01698, Praa.g_01611	Praj.g_00910
OG0001377	Praa.g_01841	Praj.g_02023
OG0001379	Praa.g_00067	Praj.g_00105
OG0001380	Praa.g_00068	Praj.g_00106
OG0001381	Praa.g_00087	Praj.g_00125
OG0001383	Praa.g_00234	Praj.g_00274
OG0001384	Praa.g_00256	Praj.g_00295
OG0001386	Praa.g_00361	Praj.g_01671
OG0001388	Praa.g_00397	Praj.g_01027
OG0001389	Praa.g_00453	Praj.g_00448
OG0001390	Praa.g_00460	Praj.g_00456
OG0001391	Praa.g_00504	Praj.g_00496
OG0001392	Praa.g_00511	Praj.g_00503
OG0001394	Praa.g_00666	Praj.g_00655
OG0001395	Praa.g_00674	Praj.g_00665
OG0001396	Praa.g_00676	Praj.g_00667
OG0001397	Praa.g_00682	Praj.g_00674
OG0001398	Praa.g_00716	Praj.g_00703
OG0001399	Praa.g_00788	Praj.g_00912
OG0001400	Praa.g_00889	Praj.g_00866
OG0001401	Praa.g_00891	Praj.g_00868
OG0001402	Praa.g_00912	Praj.g_00892
OG0001403	Praa.g_00915	Praj.g_00896
OG0001404	Praa.g_00996	Praj.g_01344
OG0001405	Praa.g_01024	Praj.g_01006
OG0001406	Praa.g_01043	Praj.g_00842
OG0001407	Praa.g_01053	Praj.g_00865
OG0001408	Praa.g_01062	Praj.g_00858
OG0001409	Praa.g_01069	Praj.g_01094
OG0001410	Praa.g_01146	Praj.g_01475
OG0001411	Praa.g_01292	Praj.g_01164
OG0001412	Praa.g_01319	Praj.g_01529
OG0001413	Praa.g_01357	Praj.g_01073
OG0001414	Praa.g_01367	Praj.g_01576
OG0001415	Praa.g_01515	Praj.g_01672
OG0001416	Praa.g_01518	Praj.g_01676
OG0001417	Praa.g_01568	Praj.g_01720
OG0001418	Praa.g_01581	Praj.g_01096
OG0001419	Praa.g_01607	Praj.g_01199
OG0001424	Praa.g_00062	Praj.g_01974
OG0001425	Praa.g_00326	Praj.g_00361
OG0001426	Praa.g_00363	Praj.g_00089
OG0001427	Praa.g_00521	Praj.g_00513
OG0001428	Praa.g_00748	Praj.g_01230
OG0001429	Praa.g_00761	Praj.g_01138
OG0001430	Praa.g_00792	Praj.g_00916
OG0001431	Praa.g_00893	Praj.g_01858
OG0001432	Praa.g_00897	Praj.g_00873
OG0001433	Praa.g_01058	Praj.g_00725
OG0001434	Praa.g_01133	Praj.g_01181
OG0001435	Praa.g_01223	Praj.g_01840
OG0001437	Praa.g_01595	Praj.g_01082
OG0001438	Praa.g_01914	Praj.g_02133
OG0001440	Praa.g_00371	Praj.g_01741
OG0001441	Praa.g_00974	Praj.g_00956
OG0001442	Praa.g_01007	Praj.g_01056
OG0001443	Praa.g_01060	Praj.g_00857
OG0001444	Praa.g_01063	Praj.g_00736
OG0001445	Praa.g_01580	Praj.g_01069
OG0001448	Praa.g_00620	Praj.g_00608
OG0001449	Praa.g_01100	Praj.g_01319
OG0001450	Praa.g_01123	Praj.g_01727
OG0001451	Praa.g_01143	Praj.g_01478
OG0001452	Praa.g_01178	Praj.g_01441
OG0001453	Praa.g_01246	Praj.g_01570
OG0001454	Praa.g_01248	Praj.g_01571
OG0001455	Praa.g_01249	Praj.g_01572
OG0001456	Praa.g_01601	Praj.g_00717
OG0001461	Praa.g_00375	Praj.g_01207, Praj.g_01747
OG0001462	Praa.g_00387	Praj.g_01034
OG0001463	Praa.g_00410	Praj.g_01068
OG0001464	Praa.g_00560	Praj.g_00550
OG0001465	Praa.g_00589	Praj.g_00374
OG0001467	Praa.g_00781	Praj.g_00098
OG0001472	Praa.g_01057	Praj.g_01394, Praj.g_00977
OG0001473	Praa.g_01061	Praj.g_01090, Praj.g_01046
OG0001474	Praa.g_01284	Praj.g_00856
OG0001475	Praa.g_01296	Praj.g_01206
OG0001476	Praa.g_01473	Praj.g_01629
OG0001477	Praa.g_01625	Praj.g_01500
OG0001485	Praa.g_00866	Praj.g_00837
OG0001486	Praa.g_00875	Praj.g_00911
OG0001487	Praa.g_00937	Praj.g_00759
OG0001488	Praa.g_01048	Praj.g_00853
OG0001489	Praa.g_01049	Praj.g_00854
OG0001490	Praa.g_01050	Praj.g_00855
OG0001491	Praa.g_01056	Praj.g_01600
OG0001492	Praa.g_01085	Praj.g_01439
OG0001493	Praa.g_01094	Praj.g_00428
OG0001495	Praa.g_01237	Praj.g_00453
OG0001505	Praa.g_00741	Praj.g_01612
OG0001507	Praa.g_00778	Praj.g_01061
OG0001509	Praa.g_00837	Praj.g_00803
OG0001510	Praa.g_00868	Praj.g_01397, Praj.g_01299
OG0001511	Praa.g_00877	Praj.g_01846
OG0001512	Praa.g_00878	Praj.g_01847
OG0001513	Praa.g_00879	Praj.g_01848
OG0001514	Praa.g_00880	Praj.g_01849
OG0001515	Praa.g_00881	Praj.g_01850
OG0001516	Praa.g_00882	Praj.g_01851
OG0001517	Praa.g_00883	Praj.g_01852
OG0001518	Praa.g_00884	Praj.g_01853
OG0001519	Praa.g_00885	Praj.g_01854
OG0001520	Praa.g_00886	Praj.g_01855
OG0001521	Praa.g_00887	Praj.g_01856
OG0001522	Praa.g_00888	Praj.g_01857
OG0001523	Praa.g_00922	Praj.g_00903
OG0001524	Praa.g_00998	Praj.g_01238
OG0001526	Praa.g_01142	Praj.g_01479
OG0001527	Praa.g_01579	Praj.g_00060, Praj.g_01760
OG0001528	Praa.g_01588	Praj.g_01839
OG0001529	Praa.g_01795	Praj.g_01973
OG0001531	Praa.g_00986	Praj.g_00967
OG0001533	Praa.g_01067	Praj.g_00082
OG0001539	Praa.g_00061	Praj.g_00093
OG0001541	Praa.g_00895	Praj.g_00871
OG0001542	Praa.g_01098	Praj.g_01270
OG0001544	Praa.g_01340	Praj.g_02045
OG0001548	Praa.g_00395	Praj.g_01208
OG0001550	Praa.g_00863	Praj.g_00834
OG0001551	Praa.g_01096	Praj.g_01052
OG0001552	Praa.g_01286	Praj.g_01544
OG0001553	Praa.g_01304	Praj.g_01219
OG0001555	Praa.g_01411	Praj.g_02050
OG0001558	Praa.g_01594	Praj.g_01215
OG0001565	Praa.g_00126	Praj.g_00167
OG0001566	Praa.g_00307	Praj.g_00342
OG0001567	Praa.g_00368	Praj.g_01173
OG0001568	Praa.g_00386	Praj.g_01225
OG0001569	Praa.g_00456	Praj.g_01044
OG0001570	Praa.g_00459	Praj.g_01193
OG0001571	Praa.g_00469	Praj.g_01496
OG0001572	Praa.g_00677	Praj.g_00668
OG0001573	Praa.g_01254, Praa.g_00744	Praj.g_01178
OG0001574	Praa.g_00753	Praj.g_01150
OG0001575	Praa.g_00770	Praj.g_00983
OG0001576	Praa.g_01001	Praj.g_00741
OG0001577	Praa.g_01005	Praj.g_00729
OG0001578	Praa.g_01065	Praj.g_00092
OG0001579	Praa.g_01066	Praj.g_01028
OG0001580	Praa.g_01068	Praj.g_00737
OG0001581	Praa.g_01071	Praj.g_01043
OG0001582	Praa.g_01078	Praj.g_01237
OG0001583	Praa.g_01093	Praj.g_00081
OG0001584	Praa.g_01103	Praj.g_01142
OG0001585	Praa.g_01116	Praj.g_01172
OG0001586	Praa.g_01124	Praj.g_01216
OG0001587	Praa.g_01126	Praj.g_01058
OG0001589	Praa.g_01281	Praj.g_01296
OG0001590	Praa.g_01363	Praj.g_01866
OG0001591	Praa.g_01365	Praj.g_01574
OG0001594	Praa.g_01560	Praj.g_00988
OG0001595	Praa.g_01562	Praj.g_00745
OG0001596	Praa.g_01563	Praj.g_01498
OG0001597	Praa.g_01573	Praj.g_01724
OG0001598	Praa.g_01851	Praj.g_01560
OG0001604	Praa.g_00362	Praj.g_01095
OG0001606	Praa.g_00468	Praj.g_01494
OG0001607	Praa.g_00706	Praj.g_01241
OG0001608	Praa.g_00752	Praj.g_01295
OG0001609	Praa.g_00870	Praj.g_01350
OG0001611	Praa.g_01136	Praj.g_01843
OG0001612	Praa.g_01137	Praj.g_01503
OG0001613	Praa.g_01138	Praj.g_01502
OG0001614	Praa.g_01139	Praj.g_01501
OG0001617	Praa.g_01619	Praj.g_01140
OG0001618	Praa.g_01648	Praj.g_01349
OG0001619	Praa.g_01721	Praj.g_01890
OG0001622	Praa.g_00367	Praj.g_01740
OG0001625	Praa.g_01278	Praj.g_01330
OG0001627	Praa.g_01341	Praj.g_01169
OG0001630	Praa.g_01450	Praj.g_02052
OG0001639	Praa.g_01274	Praj.g_01124
OG0001698	Praa.g_01622	Praj.g_01252
OG0001706	Praa.g_00707	Praj.g_01251
OG0001711	Praa.g_01046	Praj.g_00863
OG0001712	Praa.g_01106	Praj.g_01284
OG0001788	Praa.g_00401	Praj.g_01233
OG0001795	Praa.g_01430	Praj.g_02040
OG0001797	Praa.g_01613	Praj.g_01353
OG0001820	Praa.g_01295	Praj.g_01906
OG0001864	Praa.g_01272	Praj.g_01122
OG0001944	Praa.g_00999	Praj.g_01130
OG0002167	Praa.g_01603	Praj.g_01341
