Orthogroup	Prbk	Syad
OG0001113	Prbk.g_02310	Syad.g_01732
OG0001114	Prbk.g_02309	Syad.g_01731
OG0001115	Prbk.g_02307	Syad.g_01727
OG0001116	Prbk.g_02306	Syad.g_01725
OG0001117	Prbk.g_02305	Syad.g_01724
OG0001118	Prbk.g_02304	Syad.g_01723
OG0001119	Prbk.g_02303	Syad.g_01721
OG0001120	Prbk.g_02301	Syad.g_01717
OG0001122	Prbk.g_00581	Syad.g_01689
OG0001123	Prbk.g_00588	Syad.g_01682
OG0001124	Prbk.g_00590	Syad.g_01680
OG0001125	Prbk.g_00592	Syad.g_01678
OG0001126	Prbk.g_00068	Syad.g_01276
OG0001127	Prbk.g_00067	Syad.g_01277
OG0001128	Prbk.g_00064	Syad.g_01280
OG0001129	Prbk.g_00063	Syad.g_01282
OG0001130	Prbk.g_00062	Syad.g_01283
OG0001131	Prbk.g_00627	Syad.g_01953
OG0001132	Prbk.g_02595	Syad.g_02038
OG0001133	Prbk.g_02613	Syad.g_02172
OG0001134	Prbk.g_02195	Syad.g_01527
OG0001135	Prbk.g_02197	Syad.g_01529
OG0001136	Prbk.g_01021	Syad.g_01150
OG0001137	Prbk.g_00155	Syad.g_01169
OG0001138	Prbk.g_00137	Syad.g_01493
OG0001139	Prbk.g_00135	Syad.g_01491
OG0001140	Prbk.g_00134	Syad.g_01490
OG0001141	Prbk.g_00133	Syad.g_01489
OG0001142	Prbk.g_00132	Syad.g_01488
OG0001143	Prbk.g_01504	Syad.g_01473
OG0001144	Prbk.g_00188	Syad.g_01457
OG0001145	Prbk.g_01194	Syad.g_01112
OG0001146	Prbk.g_01178	Syad.g_02412
OG0001147	Prbk.g_02120	Syad.g_02349
OG0001148	Prbk.g_02051	Syad.g_00889
OG0001149	Prbk.g_02050	Syad.g_00888
OG0001150	Prbk.g_02049	Syad.g_00887
OG0001151	Prbk.g_02037	Syad.g_00875
OG0001152	Prbk.g_02036	Syad.g_00872
OG0001153	Prbk.g_01217	Syad.g_02318
OG0001154	Prbk.g_01216	Syad.g_02319
OG0001155	Prbk.g_02004	Syad.g_02540
OG0001156	Prbk.g_02001	Syad.g_02543
OG0001157	Prbk.g_02596	Syad.g_02544
OG0001158	Prbk.g_02000	Syad.g_02546
OG0001159	Prbk.g_01999	Syad.g_02547
OG0001160	Prbk.g_00934	Syad.g_02595
OG0001161	Prbk.g_02593	Syad.g_00026
OG0001162	Prbk.g_01788	Syad.g_01844
OG0001163	Prbk.g_00920	Syad.g_02610
OG0001164	Prbk.g_00915	Syad.g_02616
OG0001165	Prbk.g_00912	Syad.g_02621
OG0001166	Prbk.g_01438	Syad.g_02647
OG0001167	Prbk.g_01417	Syad.g_02486
OG0001168	Prbk.g_01415	Syad.g_02488
OG0001169	Prbk.g_01413	Syad.g_02490
OG0001170	Prbk.g_01411	Syad.g_02492
OG0001171	Prbk.g_01401	Syad.g_02503
OG0001172	Prbk.g_01908	Syad.g_00594
OG0001173	Prbk.g_01909	Syad.g_00595
OG0001174	Prbk.g_01917	Syad.g_00603
OG0001175	Prbk.g_01918	Syad.g_00604
OG0001176	Prbk.g_00991	Syad.g_00644
OG0001177	Prbk.g_00993	Syad.g_00641
OG0001178	Prbk.g_00901	Syad.g_02629
OG0001179	Prbk.g_00962	Syad.g_00675
OG0001180	Prbk.g_00804	Syad.g_00700
OG0001181	Prbk.g_00808	Syad.g_00704
OG0001182	Prbk.g_00817	Syad.g_00712
OG0001183	Prbk.g_00845	Syad.g_00717
OG0001184	Prbk.g_00521	Syad.g_00378
OG0001185	Prbk.g_00231	Syad.g_00354
OG0001186	Prbk.g_01568	Syad.g_00247
OG0001187	Prbk.g_01572	Syad.g_00245
OG0001188	Prbk.g_01576	Syad.g_00238
OG0001189	Prbk.g_01598	Syad.g_00217
OG0001190	Prbk.g_02160	Syad.g_03034
OG0001192	Prbk.g_02180	Syad.g_00013
OG0001193	Prbk.g_02218	Syad.g_00072
OG0001194	Prbk.g_02224	Syad.g_00075
OG0001195	Prbk.g_02225	Syad.g_00076
OG0001196	Prbk.g_02261	Syad.g_00144
OG0001197	Prbk.g_02263	Syad.g_00146
OG0001198	Prbk.g_02275	Syad.g_00159
OG0001199	Prbk.g_01314	Syad.g_02735
OG0001200	Prbk.g_01312	Syad.g_02737
OG0001201	Prbk.g_00010	Syad.g_02802
OG0001202	Prbk.g_01254	Syad.g_02945
OG0001203	Prbk.g_01519	Syad.g_00821
OG0001204	Prbk.g_01013	Syad.g_00577
OG0001205	Prbk.g_00318	Syad.g_02440
OG0001206	Prbk.g_02089	Syad.g_02385
OG0001207	Prbk.g_02053	Syad.g_00893
OG0001208	Prbk.g_02063	Syad.g_00906
OG0001209	Prbk.g_01083	Syad.g_00980
OG0001210	Prbk.g_01095	Syad.g_00993
OG0001212	Prbk.g_01140	Syad.g_01082
OG0001213	Prbk.g_02623	Syad.g_02163
OG0001214	Prbk.g_02633	Syad.g_02150
OG0001215	Prbk.g_01816	Syad.g_01366
OG0001216	Prbk.g_00616	Syad.g_01816
OG0001218	Prbk.g_01205	Syad.g_02328
OG0001219	Prbk.g_02367	Syad.g_01653
OG0001220	Prbk.g_02559	Syad.g_01195
OG0001221	Prbk.g_02420	Syad.g_01950
OG0001222	Prbk.g_02189	Syad.g_01770
OG0001223	Prbk.g_02299	Syad.g_01715
OG0001224	Prbk.g_00060	Syad.g_01286
OG0001225	Prbk.g_00058	Syad.g_01288
OG0001226	Prbk.g_01682	Syad.g_02100
OG0001227	Prbk.g_02022	Syad.g_00029
OG0001228	Prbk.g_00183	Syad.g_02460
OG0001229	Prbk.g_00923	Syad.g_01314
OG0001231	Prbk.g_01637	Syad.g_00179
OG0001232	Prbk.g_01433	Syad.g_02658
OG0001233	Prbk.g_01410	Syad.g_02493
OG0001234	Prbk.g_01921	Syad.g_00608
OG0001235	Prbk.g_00996	Syad.g_00633
OG0001236	Prbk.g_00517	Syad.g_00412
OG0001237	Prbk.g_00524	Syad.g_00376
OG0001238	Prbk.g_02174	Syad.g_00007
OG0001239	Prbk.g_01317	Syad.g_02732
OG0001240	Prbk.g_00027	Syad.g_02785
OG0001241	Prbk.g_00017	Syad.g_02795
OG0001242	Prbk.g_00200	Syad.g_02827
OG0001243	Prbk.g_00541	Syad.g_02841
OG0001245	Prbk.g_01693	Syad.g_02223
OG0001246	Prbk.g_01044	Syad.g_00933
OG0001247	Prbk.g_02509	Syad.g_01837
OG0001248	Prbk.g_01805	Syad.g_01843
OG0001249	Prbk.g_00865	Syad.g_00756
OG0001250	Prbk.g_02538	Syad.g_01227
OG0001252	Prbk.g_00065	Syad.g_01279
OG0001253	Prbk.g_01700	Syad.g_02037
OG0001254	Prbk.g_02196	Syad.g_01528
OG0001255	Prbk.g_01776	Syad.g_02224
OG0001258	Prbk.g_00914	Syad.g_02619
OG0001260	Prbk.g_01382	Syad.g_02514
OG0001261	Prbk.g_00953	Syad.g_00684
OG0001262	Prbk.g_01595	Syad.g_00219
OG0001263	Prbk.g_00543	Syad.g_02844
OG0001265	Prbk.g_00198	Syad.g_02825
OG0001266	Prbk.g_01250	Syad.g_02949
OG0001267	Prbk.g_00417	Syad.g_00523
OG0001268	Prbk.g_00877	Syad.g_00767
OG0001270	Prbk.g_00330	Syad.g_02453
OG0001271	Prbk.g_02110	Syad.g_02356
OG0001272	Prbk.g_02067	Syad.g_00910
OG0001273	Prbk.g_02626	Syad.g_02157
OG0001274	Prbk.g_00651	Syad.g_02988
OG0001275	Prbk.g_00570	Syad.g_01699
OG0001276	Prbk.g_00587	Syad.g_01683
OG0001277	Prbk.g_02247	Syad.g_00127
OG0001278	Prbk.g_00176	Syad.g_01445
OG0001279	Prbk.g_01933	Syad.g_02248
OG0001280	Prbk.g_01186	Syad.g_02402
OG0001281	Prbk.g_01177	Syad.g_02413
OG0001283	Prbk.g_02256	Syad.g_00138
OG0001285	Prbk.g_01429	Syad.g_02043
OG0001286	Prbk.g_00802	Syad.g_00698
OG0001288	Prbk.g_01534	Syad.g_00326
OG0001290	Prbk.g_00018	Syad.g_02794
OG0001291	Prbk.g_00553	Syad.g_02854
OG0001292	Prbk.g_01007	Syad.g_00572
OG0001293	Prbk.g_00381	Syad.g_00549
OG0001294	Prbk.g_00707	Syad.g_01597
OG0001295	Prbk.g_01098	Syad.g_00997
OG0001297	Prbk.g_01053	Syad.g_00943
OG0001298	Prbk.g_01114	Syad.g_01055
OG0001300	Prbk.g_01801	Syad.g_01339
OG0001301	Prbk.g_01761	Syad.g_01303
OG0001302	Prbk.g_01455	Syad.g_02123
OG0001303	Prbk.g_02365	Syad.g_01655
OG0001307	Prbk.g_01198	Syad.g_00626
OG0001309	Prbk.g_01059	Syad.g_00950
OG0001310	Prbk.g_01444	Syad.g_02638
OG0001311	Prbk.g_00589	Syad.g_01681
OG0001312	Prbk.g_02354	Syad.g_01788
OG0001313	Prbk.g_02099	Syad.g_02372
OG0001313	Prbk.g_02097	Syad.g_02373
OG0001316	Prbk.g_00560	Syad.g_02861
OG0001321	Prbk.g_00309	Syad.g_02423
OG0001322	Prbk.g_00308	Syad.g_02422
OG0001323	Prbk.g_01062	Syad.g_00953
OG0001324	Prbk.g_01800	Syad.g_01338
OG0001326	Prbk.g_02231	Syad.g_00092
OG0001328	Prbk.g_02413	Syad.g_01638
OG0001329	Prbk.g_01661	Syad.g_00866
OG0001330	Prbk.g_01193	Syad.g_02395
OG0001332	Prbk.g_02016	Syad.g_02535
OG0001333	Prbk.g_01416	Syad.g_02487
OG0001334	Prbk.g_00849	Syad.g_00725
OG0001335	Prbk.g_00850	Syad.g_00726
OG0001336	Prbk.g_02257	Syad.g_00139
OG0001337	Prbk.g_00859	Syad.g_00750, Syad.g_00741
OG0001339	Prbk.g_00015	Syad.g_02797
OG0001340	Prbk.g_00860	Syad.g_00742
OG0001341	Prbk.g_02519	Syad.g_01312
OG0001344	Prbk.g_00142	Syad.g_01157
OG0001347	Prbk.g_01542	Syad.g_00454
OG0001347	Prbk.g_00942	Syad.g_00308
OG0001348	Prbk.g_00671	Syad.g_01250
OG0001352	Prbk.g_01767	Syad.g_00969
OG0001353	Prbk.g_02529	Syad.g_01244
OG0001354	Prbk.g_02308	Syad.g_01728
OG0001355	Prbk.g_02424	Syad.g_02116
OG0001358	Prbk.g_02607	Syad.g_02179
OG0001360	Prbk.g_00123	Syad.g_01191
OG0001361	Prbk.g_00102	Syad.g_01185
OG0001362	Prbk.g_00281	Syad.g_02294
OG0001363	Prbk.g_00283	Syad.g_02296
OG0001366	Prbk.g_01435	Syad.g_02650
OG0001369	Prbk.g_00028	Syad.g_02784
OG0001370	Prbk.g_02516	Syad.g_02045, Syad.g_02124
OG0001373	Prbk.g_02230	Syad.g_00091
OG0001374	Prbk.g_02238	Syad.g_00099
OG0001376	Prbk.g_02183	Syad.g_00015
OG0001377	Prbk.g_02182	Syad.g_00014
OG0001378	Prbk.g_00337	Syad.g_02454
OG0001379	Prbk.g_01191	Syad.g_02397
OG0001381	Prbk.g_00629	Syad.g_01266, Syad.g_00614
OG0001383	Prbk.g_01512	Syad.g_00827
OG0001385	Prbk.g_02227	Syad.g_00088
OG0001386	Prbk.g_02228	Syad.g_00089
OG0001387	Prbk.g_02229	Syad.g_00090
OG0001388	Prbk.g_02232	Syad.g_00093
OG0001389	Prbk.g_02233	Syad.g_00094
OG0001390	Prbk.g_02234	Syad.g_00095
OG0001391	Prbk.g_02235	Syad.g_00096
OG0001392	Prbk.g_02236	Syad.g_00097
OG0001393	Prbk.g_02237	Syad.g_00098
OG0001394	Prbk.g_02437	Syad.g_01920
OG0001395	Prbk.g_00600	Syad.g_01792
OG0001396	Prbk.g_01543	Syad.g_00455
OG0001397	Prbk.g_00282	Syad.g_02295
OG0001398	Prbk.g_01694	Syad.g_01977
OG0001400	Prbk.g_00747	Syad.g_00984
OG0001401	Prbk.g_02533	Syad.g_01233
OG0001402	Prbk.g_02612	Syad.g_02174
OG0001403	Prbk.g_01618	Syad.g_00197
OG0001405	Prbk.g_00852	Syad.g_00728
OG0001410	Prbk.g_01197	Syad.g_00627
OG0001412	Prbk.g_01541	Syad.g_00453
OG0001414	Prbk.g_01364	Syad.g_00615
OG0001416	Prbk.g_01180	Syad.g_02410
OG0001423	Prbk.g_02679, Prbk.g_01945	Syad.g_02707, Syad.g_02708
OG0001425	Prbk.g_02177	Syad.g_00012
OG0001426	Prbk.g_02030	Syad.g_00855, Syad.g_01413, Syad.g_02234, Syad.g_01345, Syad.g_01968, Syad.g_02701, Syad.g_02002, Syad.g_02235
OG0001431	Prbk.g_01737	Syad.g_00393
OG0001434	Prbk.g_02441	Syad.g_01916
OG0001435	Prbk.g_02392	Syad.g_01612
OG0001436	Prbk.g_00496	Syad.g_00437
OG0001436	Prbk.g_00497	Syad.g_00436
OG0001438	Prbk.g_00432	Syad.g_00507
OG0001442	Prbk.g_02445	Syad.g_01906
OG0001443	Prbk.g_00922	Syad.g_00023
OG0001444	Prbk.g_00033	Syad.g_02779
OG0001444	Prbk.g_01493	Syad.g_00336
OG0001449	Prbk.g_01465	Syad.g_00583
OG0001461	Prbk.g_00296	Syad.g_02162
OG0001462	Prbk.g_01611	Syad.g_00204
OG0001463	Prbk.g_00425	Syad.g_01264
OG0001464	Prbk.g_00861	Syad.g_00743
OG0001470	Prbk.g_01566	Syad.g_02462
OG0001474	Prbk.g_00878	Syad.g_00768
OG0001475	Prbk.g_01564	Syad.g_02464
OG0001477	Prbk.g_01756	Syad.g_01307
OG0001479	Prbk.g_00875	Syad.g_00765
OG0001487	Prbk.g_01206, Prbk.g_01207, Prbk.g_01208	Syad.g_02327
OG0001488	Prbk.g_00159	Syad.g_00051, Syad.g_01175, Syad.g_00050
OG0001489	Prbk.g_00813	Syad.g_00709
OG0001494	Prbk.g_00095	Syad.g_00267
OG0001496	Prbk.g_01752	Syad.g_01309
OG0001497	Prbk.g_01755	Syad.g_01308
OG0001498	Prbk.g_00363	Syad.g_00786
OG0001508	Prbk.g_01567	Syad.g_02461
OG0001509	Prbk.g_01547	Syad.g_00302
OG0001509	Prbk.g_01545, Prbk.g_00223	Syad.g_00456
OG0001510	Prbk.g_01485	Syad.g_00342
OG0001511	Prbk.g_00003	Syad.g_02810
OG0001512	Prbk.g_01517	Syad.g_00822
OG0001513	Prbk.g_01680	Syad.g_00646
OG0001514	Prbk.g_01751	Syad.g_01310
OG0001515	Prbk.g_01809	Syad.g_01343
OG0001516	Prbk.g_00716	Syad.g_01588
OG0001517	Prbk.g_00872	Syad.g_00762
OG0001518	Prbk.g_02176	Syad.g_00009
OG0001519	Prbk.g_02187	Syad.g_00025
OG0001525	Prbk.g_02665	Syad.g_00036
OG0001527	Prbk.g_01878	Syad.g_01030
OG0001528	Prbk.g_01570	Syad.g_02463
OG0001529	Prbk.g_01605	Syad.g_00210
OG0001530	Prbk.g_00005	Syad.g_02808
OG0001531	Prbk.g_01516	Syad.g_00823
OG0001532	Prbk.g_00136	Syad.g_01492
OG0001533	Prbk.g_01687	Syad.g_02388
OG0001534	Prbk.g_00597	Syad.g_01668
OG0001535	Prbk.g_00585	Syad.g_01685
OG0001536	Prbk.g_02328	Syad.g_01762
OG0001537	Prbk.g_02428	Syad.g_01949
OG0001538	Prbk.g_02473	Syad.g_01884
OG0001539	Prbk.g_02579	Syad.g_01607
OG0001540	Prbk.g_00545	Syad.g_02846
OG0001541	Prbk.g_00787	Syad.g_02915
OG0001542	Prbk.g_01276	Syad.g_02924
OG0001543	Prbk.g_00673	Syad.g_02969
OG0001544	Prbk.g_02186	Syad.g_00024
OG0001545	Prbk.g_02246	Syad.g_00126
OG0001555	Prbk.g_01476	Syad.g_01923
OG0001558	Prbk.g_01634	Syad.g_00182
OG0001559	Prbk.g_00006	Syad.g_02807
OG0001560	Prbk.g_00019	Syad.g_02793
OG0001561	Prbk.g_00591	Syad.g_01679
OG0001562	Prbk.g_00577	Syad.g_01693
OG0001563	Prbk.g_00945	Syad.g_00693
OG0001574	Prbk.g_01880	Syad.g_01028
OG0001575	Prbk.g_01875	Syad.g_01033
OG0001576	Prbk.g_01168	Syad.g_01103
OG0001577	Prbk.g_01023	Syad.g_01148
OG0001579	Prbk.g_00856	Syad.g_00732
OG0001580	Prbk.g_02149	Syad.g_03020
OG0001588	Prbk.g_00504	Syad.g_00428
OG0001589	Prbk.g_01408	Syad.g_02495
OG0001590	Prbk.g_02557	Syad.g_02158
OG0001591	Prbk.g_02583	Syad.g_01599
OG0001592	Prbk.g_02150	Syad.g_03021
OG0001614	Prbk.g_00229	Syad.g_00356
OG0001615	Prbk.g_02685	Syad.g_01205, Syad.g_01002
OG0001616	Prbk.g_01500	Syad.g_01515
OG0001617	Prbk.g_01955	Syad.g_01335
OG0001618	Prbk.g_00609	Syad.g_01805
OG0001619	Prbk.g_02338	Syad.g_01773
OG0001620	Prbk.g_00886	Syad.g_00774
OG0001621	Prbk.g_00370	Syad.g_00562
OG0001622	Prbk.g_02255	Syad.g_00137
OG0001634	Prbk.g_00710	Syad.g_01594
OG0001635	Prbk.g_02658	Syad.g_00322
OG0001636	Prbk.g_01612	Syad.g_00203
OG0001637	Prbk.g_01392	Syad.g_02508, Syad.g_02507
OG0001638	Prbk.g_01446	Syad.g_02636
OG0001639	Prbk.g_02005	Syad.g_02539
OG0001640	Prbk.g_00069	Syad.g_01274
OG0001641	Prbk.g_02294	Syad.g_01711
OG0001642	Prbk.g_02555	Syad.g_01197
OG0001643	Prbk.g_02636	Syad.g_02147
OG0001652	Prbk.g_01636	Syad.g_00180
OG0001653	Prbk.g_00030	Syad.g_02782
OG0001654	Prbk.g_02007	Syad.g_02537
OG0001655	Prbk.g_00356, Prbk.g_00692	Syad.g_02108
OG0001656	Prbk.g_00855	Syad.g_00731
OG0001657	Prbk.g_00762	Syad.g_02889
OG0001658	Prbk.g_02159	Syad.g_03033
OG0001671	Prbk.g_00666	Syad.g_02974
OG0001672	Prbk.g_01306	Syad.g_02743
OG0001673	Prbk.g_01367	Syad.g_00812
OG0001675	Prbk.g_00574, Prbk.g_00576	Syad.g_01695
OG0001676	Prbk.g_00858	Syad.g_00734
OG0001677	Prbk.g_00846	Syad.g_00718, Syad.g_01497
OG0001680	Prbk.g_00385	Syad.g_01171
OG0001691	Prbk.g_02381	Syad.g_02182
OG0001692	Prbk.g_00254	Syad.g_02271
OG0001693	Prbk.g_00358	Syad.g_01291
OG0001694	Prbk.g_00419	Syad.g_00521
OG0001695	Prbk.g_02241	Syad.g_00123
OG0001702	Prbk.g_01293	Syad.g_02772
OG0001703	Prbk.g_02054	Syad.g_00894
OG0001715	Prbk.g_01712	Syad.g_02084
OG0001716	Prbk.g_02551	Syad.g_01200
OG0001728	Prbk.g_01565	Syad.g_02036
OG0001729	Prbk.g_01511	Syad.g_00828
OG0001730	Prbk.g_01377	Syad.g_00832
OG0001731	Prbk.g_01992	Syad.g_02563
OG0001732	Prbk.g_01507	Syad.g_01464
OG0001735	Prbk.g_00724	Syad.g_01573
OG0001736	Prbk.g_00867, Prbk.g_00455, Prbk.g_00482	Syad.g_00450
OG0001737	Prbk.g_00437	Syad.g_00501
OG0001738	Prbk.g_00470	Syad.g_00462
OG0001740	Prbk.g_02244	Syad.g_00124
OG0001747	Prbk.g_00745	Syad.g_02871
OG0001748	Prbk.g_00664	Syad.g_02976
OG0001749	Prbk.g_00487	Syad.g_00446
OG0001750	Prbk.g_00032	Syad.g_02780
OG0001751	Prbk.g_01366	Syad.g_00811
OG0001752	Prbk.g_01380	Syad.g_02518
OG0001753	Prbk.g_01386	Syad.g_02511
OG0001754	Prbk.g_01389	Syad.g_02510
OG0001755	Prbk.g_01058	Syad.g_00949
OG0001759	Prbk.g_01973	Syad.g_01373, Syad.g_02069
OG0001760	Prbk.g_01812	Syad.g_01472
OG0001760	Prbk.g_02382	Syad.g_02961
OG0001761	Prbk.g_01847	Syad.g_02198
OG0001762	Prbk.g_00567	Syad.g_01704
OG0001763	Prbk.g_02300	Syad.g_01716
OG0001764	Prbk.g_02374	Syad.g_01642
OG0001765	Prbk.g_02590	Syad.g_02221, Syad.g_01545
OG0001766	Prbk.g_00447	Syad.g_00489
OG0001767	Prbk.g_00495	Syad.g_00438
OG0001768	Prbk.g_01269	Syad.g_02931
OG0001783	Prbk.g_00234	Syad.g_00351
OG0001784	Prbk.g_00037	Syad.g_02774
OG0001785	Prbk.g_01390	Syad.g_02509
OG0001786	Prbk.g_01976	Syad.g_02588
OG0001787	Prbk.g_01079	Syad.g_00976
OG0001788	Prbk.g_01082	Syad.g_00979
OG0001789	Prbk.g_01184	Syad.g_02404
OG0001790	Prbk.g_01030	Syad.g_01126
OG0001791	Prbk.g_00150	Syad.g_01165, Syad.g_01793
OG0001792	Prbk.g_00187	Syad.g_01456
OG0001794	Prbk.g_01724	Syad.g_01671
OG0001795	Prbk.g_01787	Syad.g_00817
OG0001796	Prbk.g_00579	Syad.g_01691
OG0001797	Prbk.g_02345	Syad.g_01781
OG0001798	Prbk.g_02614	Syad.g_02171
OG0001799	Prbk.g_02653	Syad.g_02136
OG0001800	Prbk.g_01936	Syad.g_02249
OG0001801	Prbk.g_00245	Syad.g_02258
OG0001803	Prbk.g_00322	Syad.g_02444
OG0001804	Prbk.g_00362	Syad.g_00787
OG0001805	Prbk.g_01002	Syad.g_00567
OG0001806	Prbk.g_00408	Syad.g_00532
OG0001807	Prbk.g_00498	Syad.g_00435
OG0001808	Prbk.g_00509	Syad.g_00422
OG0001809	Prbk.g_00556	Syad.g_02857
OG0001810	Prbk.g_00558	Syad.g_02859
OG0001811	Prbk.g_01279	Syad.g_02922
OG0001812	Prbk.g_02151	Syad.g_03022
OG0001813	Prbk.g_02206	Syad.g_00060
OG0001814	Prbk.g_02264	Syad.g_00147
OG0001815	Prbk.g_02273	Syad.g_00157
OG0001835	Prbk.g_01759	Syad.g_00849
OG0001837	Prbk.g_00665	Syad.g_02975
OG0001838	Prbk.g_02286	Syad.g_00170
OG0001839	Prbk.g_01616	Syad.g_00199
OG0001840	Prbk.g_01599	Syad.g_00216
OG0001841	Prbk.g_01591	Syad.g_00223
OG0001842	Prbk.g_01491	Syad.g_02522
OG0001843	Prbk.g_00228	Syad.g_00357
OG0001844	Prbk.g_00227	Syad.g_00358
OG0001845	Prbk.g_00221	Syad.g_00359
OG0001846	Prbk.g_00201	Syad.g_02828
OG0001847	Prbk.g_00199	Syad.g_02826
OG0001848	Prbk.g_00195	Syad.g_02822
OG0001849	Prbk.g_01298	Syad.g_02766
OG0001850	Prbk.g_01305	Syad.g_02756
OG0001851	Prbk.g_01310	Syad.g_02739
OG0001852	Prbk.g_01311	Syad.g_02738
OG0001853	Prbk.g_01318	Syad.g_02731
OG0001854	Prbk.g_01370	Syad.g_00818
OG0001856	Prbk.g_00935	Syad.g_02594
OG0001857	Prbk.g_00938	Syad.g_02591
OG0001858	Prbk.g_01995	Syad.g_02554
OG0001859	Prbk.g_02043	Syad.g_00882
OG0001860	Prbk.g_02055	Syad.g_00896
OG0001861	Prbk.g_02068	Syad.g_00911
OG0001862	Prbk.g_02080	Syad.g_00922
OG0001863	Prbk.g_01864	Syad.g_00928
OG0001864	Prbk.g_01093	Syad.g_00991
OG0001865	Prbk.g_01127	Syad.g_01067
OG0001866	Prbk.g_01152	Syad.g_01098
OG0001867	Prbk.g_01162	Syad.g_02200
OG0001868	Prbk.g_01181	Syad.g_02409
OG0001869	Prbk.g_01024	Syad.g_01147
OG0001870	Prbk.g_01016	Syad.g_01155
OG0001871	Prbk.g_00145	Syad.g_01160
OG0001872	Prbk.g_00180	Syad.g_01451
OG0001873	Prbk.g_01499	Syad.g_01514
OG0001874	Prbk.g_00124	Syad.g_01517
OG0001877	Prbk.g_01808	Syad.g_01342
OG0001878	Prbk.g_00571	Syad.g_01698
OG0001879	Prbk.g_00563	Syad.g_01706
OG0001880	Prbk.g_02321	Syad.g_01746
OG0001881	Prbk.g_02322	Syad.g_01754
OG0001882	Prbk.g_02342	Syad.g_01778
OG0001883	Prbk.g_02347	Syad.g_01782
OG0001884	Prbk.g_02356	Syad.g_01790
OG0001885	Prbk.g_02369	Syad.g_01647
OG0001886	Prbk.g_02373	Syad.g_01643
OG0001887	Prbk.g_02412	Syad.g_01637
OG0001888	Prbk.g_02454	Syad.g_01913
OG0001889	Prbk.g_02482	Syad.g_01873
OG0001890	Prbk.g_02545	Syad.g_01220
OG0001891	Prbk.g_02549	Syad.g_01207
OG0001892	Prbk.g_02562	Syad.g_01193
OG0001893	Prbk.g_02615	Syad.g_02170
OG0001894	Prbk.g_02630	Syad.g_02153
OG0001895	Prbk.g_01939	Syad.g_02253
OG0001896	Prbk.g_00340	Syad.g_02457
OG0001897	Prbk.g_00880	Syad.g_00771
OG0001898	Prbk.g_00863	Syad.g_00755
OG0001899	Prbk.g_00955	Syad.g_00682
OG0001900	Prbk.g_00382	Syad.g_00547
OG0001901	Prbk.g_00383	Syad.g_00546
OG0001902	Prbk.g_00424	Syad.g_00516
OG0001903	Prbk.g_00433	Syad.g_00506
OG0001904	Prbk.g_00501	Syad.g_00433
OG0001905	Prbk.g_00511	Syad.g_00420
OG0001906	Prbk.g_00546	Syad.g_02847
OG0001907	Prbk.g_00743	Syad.g_02868
OG0001908	Prbk.g_00788	Syad.g_02917
OG0001909	Prbk.g_01271	Syad.g_02929
OG0001910	Prbk.g_00660	Syad.g_02980
OG0001912	Prbk.g_02170	Syad.g_00001
OG0001913	Prbk.g_02172	Syad.g_00003
OG0001914	Prbk.g_02200	Syad.g_01532
OG0001929	Prbk.g_01584	Syad.g_00230
OG0001930	Prbk.g_01490	Syad.g_02523
OG0001931	Prbk.g_01489	Syad.g_02524
OG0001932	Prbk.g_00230	Syad.g_00355
OG0001933	Prbk.g_00008	Syad.g_02804
OG0001934	Prbk.g_00023	Syad.g_02789
OG0001935	Prbk.g_01313	Syad.g_02736
OG0001936	Prbk.g_01469	Syad.g_02103
OG0001937	Prbk.g_01984	Syad.g_02576
OG0001938	Prbk.g_02057	Syad.g_00898
OG0001939	Prbk.g_02683	Syad.g_01363, Syad.g_01362
OG0001940	Prbk.g_01113	Syad.g_01054
OG0001941	Prbk.g_01176	Syad.g_02414
OG0001943	Prbk.g_00151	Syad.g_02034
OG0001944	Prbk.g_01669	Syad.g_01981
OG0001946	Prbk.g_01803	Syad.g_01341
OG0001947	Prbk.g_00071	Syad.g_01272
OG0001948	Prbk.g_02298	Syad.g_01714
OG0001949	Prbk.g_02312	Syad.g_01734
OG0001950	Prbk.g_02314	Syad.g_01736
OG0001951	Prbk.g_02323	Syad.g_01755
OG0001952	Prbk.g_02343	Syad.g_01779
OG0001953	Prbk.g_02344	Syad.g_01780
OG0001954	Prbk.g_02508	Syad.g_01991
OG0001957	Prbk.g_02620	Syad.g_02165
OG0001958	Prbk.g_00721	Syad.g_01575
OG0001960	Prbk.g_01200	Syad.g_02348
OG0001961	Prbk.g_02108	Syad.g_02358
OG0001964	Prbk.g_01919	Syad.g_00606
OG0001965	Prbk.g_00369	Syad.g_02126
OG0001966	Prbk.g_00377	Syad.g_00553
OG0001967	Prbk.g_00379	Syad.g_00551
OG0001968	Prbk.g_00380	Syad.g_00550
OG0001969	Prbk.g_00452	Syad.g_00482
OG0001970	Prbk.g_00548	Syad.g_02849
OG0001971	Prbk.g_01273	Syad.g_02927
OG0001972	Prbk.g_00647	Syad.g_03000
OG0001973	Prbk.g_02131	Syad.g_02960
OG0001975	Prbk.g_02199	Syad.g_01531
OG0001976	Prbk.g_02201	Syad.g_01533
OG0001995	Prbk.g_01089	Syad.g_01377
OG0001997	Prbk.g_00034	Syad.g_02778
OG0001999	Prbk.g_01418	Syad.g_02484
OG0002000	Prbk.g_01060	Syad.g_00951
