Orthogroup	Pral	Praw
OG0001161	Pral.g_00293	Praw.g_00051
OG0001162	Pral.g_00294	Praw.g_00050
OG0001163	Pral.g_00295	Praw.g_00049
OG0001164	Pral.g_00296	Praw.g_00048
OG0001165	Pral.g_00297	Praw.g_00047
OG0001166	Pral.g_00298	Praw.g_00046
OG0001167	Pral.g_00300	Praw.g_00045
OG0001168	Pral.g_00301	Praw.g_00044
OG0001169	Pral.g_00302	Praw.g_00043
OG0001170	Pral.g_00303	Praw.g_00041
OG0001171	Pral.g_00304	Praw.g_00040
OG0001172	Pral.g_00306	Praw.g_00038
OG0001173	Pral.g_00308	Praw.g_00036
OG0001174	Pral.g_00309	Praw.g_00035
OG0001175	Pral.g_00310	Praw.g_00034
OG0001176	Pral.g_00312	Praw.g_00033
OG0001177	Pral.g_00314	Praw.g_00031
OG0001178	Pral.g_00317	Praw.g_00028
OG0001179	Pral.g_00318	Praw.g_00027
OG0001180	Pral.g_00319	Praw.g_00026
OG0001181	Pral.g_00320	Praw.g_00025
OG0001182	Pral.g_00321	Praw.g_00024
OG0001183	Pral.g_00322	Praw.g_00023
OG0001184	Pral.g_00324	Praw.g_00021
OG0001185	Pral.g_00326	Praw.g_00018
OG0001186	Pral.g_00327	Praw.g_00017
OG0001187	Pral.g_00328	Praw.g_00016
OG0001188	Pral.g_00329	Praw.g_00015
OG0001189	Pral.g_00330	Praw.g_00014
OG0001190	Pral.g_00331	Praw.g_00013
OG0001191	Pral.g_00332	Praw.g_00012
OG0001192	Pral.g_00333	Praw.g_00011
OG0001193	Pral.g_00334	Praw.g_00010
OG0001194	Pral.g_00335	Praw.g_00009
OG0001195	Pral.g_00336	Praw.g_00008
OG0001196	Pral.g_00337	Praw.g_00007
OG0001197	Pral.g_00338	Praw.g_00006
OG0001198	Pral.g_00339	Praw.g_00005
OG0001199	Pral.g_00340	Praw.g_00004
OG0001200	Pral.g_00341	Praw.g_00003
OG0001201	Pral.g_00342	Praw.g_00002
OG0001202	Pral.g_00343	Praw.g_00001
OG0001203	Pral.g_00345	Praw.g_01192
OG0001204	Pral.g_00347	Praw.g_01190
OG0001205	Pral.g_00349	Praw.g_01189
OG0001206	Pral.g_00350	Praw.g_01188
OG0001207	Pral.g_00351	Praw.g_01187
OG0001208	Pral.g_00352	Praw.g_01186
OG0001209	Pral.g_00353	Praw.g_01185
OG0001210	Pral.g_00354	Praw.g_01184
OG0001211	Pral.g_00355	Praw.g_01183
OG0001212	Pral.g_00356	Praw.g_01182
OG0001213	Pral.g_00357	Praw.g_01181
OG0001214	Pral.g_00359	Praw.g_01179
OG0001215	Pral.g_00360	Praw.g_01178
OG0001216	Pral.g_00361	Praw.g_01177
OG0001217	Pral.g_00362	Praw.g_01176
OG0001218	Pral.g_00363	Praw.g_01175
OG0001219	Pral.g_00366	Praw.g_01172
OG0001220	Pral.g_00367	Praw.g_01171
OG0001221	Pral.g_00373	Praw.g_01168
OG0001222	Pral.g_00374	Praw.g_01167
OG0001223	Pral.g_00375	Praw.g_01166
OG0001224	Pral.g_00377	Praw.g_01165
OG0001225	Pral.g_00378	Praw.g_01164
OG0001226	Pral.g_00379	Praw.g_01163
OG0001227	Pral.g_00380	Praw.g_01162
OG0001228	Pral.g_00381	Praw.g_01161
OG0001229	Pral.g_00382	Praw.g_01160
OG0001230	Pral.g_00383	Praw.g_01159
OG0001231	Pral.g_00384	Praw.g_01158
OG0001232	Pral.g_00386	Praw.g_01157
OG0001233	Pral.g_00387	Praw.g_01156
OG0001234	Pral.g_00388	Praw.g_01155
OG0001235	Pral.g_00389	Praw.g_01154
OG0001236	Pral.g_00391	Praw.g_01152
OG0001237	Pral.g_00392	Praw.g_01151
OG0001238	Pral.g_00396	Praw.g_01149
OG0001239	Pral.g_00397	Praw.g_01148
OG0001240	Pral.g_00398	Praw.g_01147
OG0001241	Pral.g_00401	Praw.g_01145
OG0001242	Pral.g_00402	Praw.g_01144
OG0001243	Pral.g_00403	Praw.g_01143
OG0001244	Pral.g_00404	Praw.g_01142
OG0001245	Pral.g_00405	Praw.g_01141
OG0001246	Pral.g_00406	Praw.g_01140
OG0001247	Pral.g_00407	Praw.g_01139
OG0001248	Pral.g_00408	Praw.g_01138
OG0001249	Pral.g_00409	Praw.g_01137
OG0001250	Pral.g_00410	Praw.g_01136
OG0001252	Pral.g_00907	Praw.g_01297
OG0001253	Pral.g_00895	Praw.g_01285
OG0001254	Pral.g_00758	Praw.g_00853
OG0001255	Pral.g_00699	Praw.g_00797
OG0001260	Pral.g_01689	Praw.g_01760
OG0001262	Pral.g_01539	Praw.g_01648
OG0001263	Pral.g_01347	Praw.g_01627
OG0001264	Pral.g_01800	Praw.g_01598
OG0001265	Pral.g_01598	Praw.g_01491
OG0001266	Pral.g_00967, Pral.g_01320	Praw.g_01443
OG0001268	Pral.g_01364	Praw.g_00231
OG0001269	Pral.g_01238	Praw.g_00998
OG0001270	Pral.g_01116	Praw.g_00377
OG0001271	Pral.g_01102	Praw.g_00388
OG0001273	Pral.g_00572	Praw.g_00429
OG0001276	Pral.g_01040	Praw.g_00463
OG0001278	Pral.g_00098	Praw.g_00507
OG0001279	Pral.g_00102	Praw.g_00511
OG0001280	Pral.g_00105	Praw.g_00514
OG0001281	Pral.g_00175	Praw.g_01914
OG0001282	Pral.g_00112	Praw.g_01890
OG0001283	Pral.g_00285	Praw.g_00058
OG0001284	Pral.g_00316	Praw.g_00029
OG0001285	Pral.g_00346	Praw.g_01191
OG0001286	Pral.g_00400	Praw.g_01146
OG0001287	Pral.g_01891	Praw.g_00483
OG0001288	Pral.g_00657	Praw.g_00710
OG0001290	Pral.g_01013	Praw.g_01398
OG0001291	Pral.g_00976	Praw.g_01363
OG0001293	Pral.g_00971	Praw.g_01358
OG0001295	Pral.g_00926	Praw.g_01316
OG0001296	Pral.g_00919	Praw.g_01310
OG0001300	Pral.g_00671	Praw.g_00759
OG0001301	Pral.g_01438	Praw.g_01885
OG0001302	Pral.g_01890	Praw.g_01755
OG0001303	Pral.g_01308	Praw.g_01751
OG0001305	Pral.g_01565	Praw.g_01471
OG0001306	Pral.g_01703	Praw.g_01435
OG0001308	Pral.g_01038	Praw.g_00181
OG0001309	Pral.g_00348	Praw.g_00183
OG0001310	Pral.g_01701	Praw.g_00192
OG0001312	Pral.g_01237	Praw.g_00999
OG0001314	Pral.g_00130	Praw.g_00538
OG0001315	Pral.g_00166	Praw.g_00573
OG0001316	Pral.g_00281	Praw.g_00062
OG0001318	Pral.g_00904	Praw.g_01294
OG0001319	Pral.g_00802	Praw.g_01197
OG0001321	Pral.g_00451	Praw.g_01749
OG0001322	Pral.g_01670	Praw.g_01716
OG0001323	Pral.g_01810	Praw.g_01452
OG0001325	Pral.g_00034	Praw.g_00185
OG0001326	Pral.g_00046	Praw.g_00951
OG0001327	Pral.g_01047	Praw.g_00953
OG0001328	Pral.g_01276	Praw.g_00986
OG0001330	Pral.g_01069	Praw.g_00425
OG0001331	Pral.g_00103	Praw.g_00512
OG0001332	Pral.g_00155	Praw.g_00562
OG0001333	Pral.g_00247	Praw.g_00092
OG0001334	Pral.g_00307	Praw.g_00037
OG0001335	Pral.g_00344	Praw.g_01193
OG0001336	Pral.g_00917	Praw.g_01307
OG0001337	Pral.g_00927	Praw.g_01317
OG0001338	Pral.g_00670	Praw.g_01291
OG0001339	Pral.g_00841	Praw.g_01232
OG0001340	Pral.g_00791	Praw.g_00885
OG0001341	Pral.g_00778	Praw.g_00873
OG0001342	Pral.g_00759	Praw.g_00854
OG0001343	Pral.g_00693	Praw.g_00791
OG0001344	Pral.g_00025	Praw.g_00755
OG0001345	Pral.g_00660	Praw.g_00713
OG0001346	Pral.g_00620	Praw.g_00675
OG0001347	Pral.g_00605	Praw.g_00662
OG0001348	Pral.g_00586, Pral.g_00016	Praw.g_00644
OG0001349	Pral.g_00581	Praw.g_00639
OG0001350	Pral.g_00576	Praw.g_00634
OG0001351	Pral.g_00511	Praw.g_01924
OG0001352	Pral.g_01760	Praw.g_01840
OG0001353	Pral.g_00818	Praw.g_01819
OG0001354	Pral.g_01666	Praw.g_01713
OG0001355	Pral.g_01529	Praw.g_01658
OG0001356	Pral.g_01822	Praw.g_01613
OG0001357	Pral.g_01585	Praw.g_01511
OG0001358	Pral.g_01597	Praw.g_01492
OG0001359	Pral.g_00073	Praw.g_00205
OG0001360	Pral.g_00072	Praw.g_00206
OG0001361	Pral.g_01425	Praw.g_00284
OG0001362	Pral.g_00024	Praw.g_00930
OG0001363	Pral.g_01263	Praw.g_01054
OG0001364	Pral.g_01082	Praw.g_00407
OG0001365	Pral.g_01055	Praw.g_01049
OG0001366	Pral.g_00144	Praw.g_00552
OG0001368	Pral.g_00315	Praw.g_00030
OG0001369	Pral.g_01599	Praw.g_01490
OG0001371	Pral.g_00981	Praw.g_01367
OG0001372	Pral.g_00979	Praw.g_01366
OG0001373	Pral.g_00972	Praw.g_01359
OG0001374	Pral.g_00960	Praw.g_01347
OG0001375	Pral.g_00909	Praw.g_01300
OG0001376	Pral.g_00806	Praw.g_01201
OG0001377	Pral.g_00782	Praw.g_00877
OG0001378	Pral.g_00766	Praw.g_00862
OG0001379	Pral.g_01119	Praw.g_00770
OG0001380	Pral.g_01744	Praw.g_00336, Praw.g_00486
OG0001381	Pral.g_00634	Praw.g_00693
OG0001382	Pral.g_00628	Praw.g_00687
OG0001383	Pral.g_00579	Praw.g_00637
OG0001384	Pral.g_00570	Praw.g_00629
OG0001385	Pral.g_01468	Praw.g_01856
OG0001386	Pral.g_01768	Praw.g_01848
OG0001387	Pral.g_01767	Praw.g_01846
OG0001388	Pral.g_01755	Praw.g_01836
OG0001389	Pral.g_01724	Praw.g_01804
OG0001390	Pral.g_01304	Praw.g_01761
OG0001391	Pral.g_01664	Praw.g_01711
OG0001392	Pral.g_01823	Praw.g_01614
OG0001393	Pral.g_01821	Praw.g_01612
OG0001394	Pral.g_01794	Praw.g_01592
OG0001395	Pral.g_01791	Praw.g_01589
OG0001397	Pral.g_01577	Praw.g_01482
OG0001398	Pral.g_01557	Praw.g_01463
OG0001399	Pral.g_01834	Praw.g_01454
OG0001400	Pral.g_00051	Praw.g_01445
OG0001401	Pral.g_01855	Praw.g_01438
OG0001402	Pral.g_01352	Praw.g_00220
OG0001403	Pral.g_01280	Praw.g_00982
OG0001404	Pral.g_01693	Praw.g_01007
OG0001405	Pral.g_01221	Praw.g_01017
OG0001406	Pral.g_01117	Praw.g_00376
OG0001407	Pral.g_01113	Praw.g_00379
OG0001408	Pral.g_01068	Praw.g_00426
OG0001409	Pral.g_01862	Praw.g_00438
OG0001410	Pral.g_01303	Praw.g_00453
OG0001412	Pral.g_01651	Praw.g_01558
OG0001414	Pral.g_01326	Praw.g_01373
OG0001415	Pral.g_00713	Praw.g_00808
OG0001416	Pral.g_00568	Praw.g_00627
OG0001419	Pral.g_01659	Praw.g_01707
OG0001420	Pral.g_01819	Praw.g_01610
OG0001421	Pral.g_01814	Praw.g_01607
OG0001423	Pral.g_01892	Praw.g_00207
OG0001424	Pral.g_01067	Praw.g_00906
OG0001426	Pral.g_00395	Praw.g_01150
OG0001427	Pral.g_00087, Pral.g_01294	Praw.g_00760
OG0001429	Pral.g_01617	Praw.g_01529
OG0001430	Pral.g_01844	Praw.g_01499
OG0001432	Pral.g_00052	Praw.g_01444
OG0001433	Pral.g_01843	Praw.g_00471, Praw.g_00932, Praw.g_00311
OG0001434	Pral.g_00441, Pral.g_00060	Praw.g_00474
OG0001435	Pral.g_01863	Praw.g_00437
OG0001437	Pral.g_01673	Praw.g_00921, Praw.g_00315, Praw.g_00923
OG0001438	Pral.g_00467	Praw.g_00156
OG0001439	Pral.g_01520	Praw.g_01666
OG0001440	Pral.g_01602	Praw.g_01488
OG0001441	Pral.g_00426	Praw.g_00177
OG0001443	Pral.g_01349	Praw.g_00217
OG0001444	Pral.g_01389	Praw.g_00253
OG0001445	Pral.g_00054	Praw.g_00332
OG0001446	Pral.g_00053	Praw.g_00334
OG0001447	Pral.g_01329	Praw.g_00335
OG0001448	Pral.g_01710	Praw.g_00459
OG0001452	Pral.g_00365	Praw.g_01173
OG0001453	Pral.g_00070	Praw.g_00469
OG0001454	Pral.g_01851	Praw.g_00765
OG0001456	Pral.g_00500	Praw.g_01936
OG0001457	Pral.g_01735	Praw.g_01820
OG0001459	Pral.g_01223	Praw.g_01718
OG0001460	Pral.g_00448	Praw.g_01636
OG0001462	Pral.g_01330	Praw.g_01500
OG0001463	Pral.g_00630	Praw.g_01455
OG0001464	Pral.g_00428	Praw.g_01450
OG0001465	Pral.g_01309	Praw.g_00948
OG0001467	Pral.g_01168	Praw.g_01086
OG0001468	Pral.g_00273	Praw.g_00069
OG0001469	Pral.g_01365	Praw.g_00232
OG0001470	Pral.g_00719	Praw.g_00814
OG0001471	Pral.g_01872	Praw.g_00731
OG0001481	Pral.g_01386	Praw.g_00250
OG0001483	Pral.g_01287	Praw.g_00975
OG0001484	Pral.g_01264	Praw.g_01053
OG0001485	Pral.g_00168	Praw.g_01920
OG0001486	Pral.g_01779	Praw.g_01578
OG0001487	Pral.g_00463	Praw.g_01744
OG0001491	Pral.g_01858	Praw.g_01721
OG0001505	Pral.g_00425	Praw.g_01785
OG0001506	Pral.g_01325	Praw.g_01430
OG0001507	Pral.g_01348	Praw.g_00216
OG0001510	Pral.g_00265	Praw.g_00077
OG0001516	Pral.g_00989	Praw.g_01517
OG0001519	Pral.g_00035	Praw.g_00745
OG0001523	Pral.g_01846	Praw.g_01374
OG0001524	Pral.g_01880	Praw.g_00757
OG0001527	Pral.g_00047	Praw.g_00175
OG0001528	Pral.g_01690	Praw.g_00931
OG0001538	Pral.g_01866	Praw.g_00950
OG0001541	Pral.g_00638	Praw.g_01044
OG0001546	Pral.g_01672	Praw.g_00908
OG0001551	Pral.g_01523	Praw.g_00803
OG0001557	Pral.g_01766	Praw.g_01845
OG0001588	Pral.g_01300	Praw.g_00498
OG0001589	Pral.g_01057	Praw.g_00905, Praw.g_01814
OG0001590	Pral.g_00745	Praw.g_00841
OG0001598	Pral.g_01817	Praw.g_01609
OG0001608	Pral.g_01049	Praw.g_00488
OG0001610	Pral.g_01736	Praw.g_01821
OG0001613	Pral.g_01061	Praw.g_01629
OG0001614	Pral.g_01583	Praw.g_01513
OG0001630	Pral.g_01045, Pral.g_01248	Praw.g_00799
OG0001632	Pral.g_01048	Praw.g_00489
OG0001675	Pral.g_00017	Praw.g_00186
OG0001729	Pral.g_01260	Praw.g_01108
OG0001834	Pral.g_01734	Praw.g_00324
OG0001851	Pral.g_00667	Praw.g_00911
OG0001860	Pral.g_00666	Praw.g_00719
OG0001874	Pral.g_01842	Praw.g_00973
OG0001916	Pral.g_01678	Praw.g_00909
OG0001917	Pral.g_01677	Praw.g_00910
OG0001918	Pral.g_01685	Praw.g_00916
OG0002155	Pral.g_01889	Praw.g_00897
OG0002346	Pral.g_00263	Praw.g_01036
OG0003184	Pral.g_01845	Praw.g_01375
