Orthogroup	Prak	Prbl
OG0001126	Prak.g_01778	Prbl.g_00998
OG0001127	Prak.g_01781	Prbl.g_01127
OG0001128	Prak.g_01782	Prbl.g_01128
OG0001129	Prak.g_01783	Prbl.g_01131
OG0001130	Prak.g_01786	Prbl.g_01134
OG0001131	Prak.g_01787	Prbl.g_01135
OG0001132	Prak.g_01788	Prbl.g_01136
OG0001133	Prak.g_01789	Prbl.g_01137
OG0001134	Prak.g_01790	Prbl.g_01138
OG0001135	Prak.g_01791	Prbl.g_01139
OG0001136	Prak.g_01792	Prbl.g_01140
OG0001137	Prak.g_01793	Prbl.g_01141
OG0001138	Prak.g_01794	Prbl.g_01142
OG0001139	Prak.g_01796	Prbl.g_01144
OG0001140	Prak.g_01797	Prbl.g_01146
OG0001141	Prak.g_01798	Prbl.g_01147
OG0001142	Prak.g_01802	Prbl.g_01174
OG0001143	Prak.g_01803	Prbl.g_01175
OG0001144	Prak.g_01804	Prbl.g_01177
OG0001145	Prak.g_01805	Prbl.g_01178
OG0001146	Prak.g_01806	Prbl.g_01179
OG0001147	Prak.g_01807	Prbl.g_01180
OG0001148	Prak.g_01808	Prbl.g_01181
OG0001149	Prak.g_01810	Prbl.g_00863
OG0001150	Prak.g_01811	Prbl.g_00859
OG0001151	Prak.g_01815	Prbl.g_00856
OG0001152	Prak.g_01816	Prbl.g_00855
OG0001153	Prak.g_01817	Prbl.g_00853
OG0001154	Prak.g_01819	Prbl.g_00851
OG0001155	Prak.g_01821	Prbl.g_00848
OG0001156	Prak.g_01823	Prbl.g_00844
OG0001157	Prak.g_01825	Prbl.g_00842
OG0001158	Prak.g_01827	Prbl.g_00840
OG0001159	Prak.g_01828	Prbl.g_00839
OG0001160	Prak.g_01829	Prbl.g_00838
OG0001161	Prak.g_01830	Prbl.g_01307
OG0001162	Prak.g_01831	Prbl.g_01306
OG0001163	Prak.g_01832	Prbl.g_01305
OG0001164	Prak.g_01833	Prbl.g_01304
OG0001165	Prak.g_01834	Prbl.g_01303
OG0001166	Prak.g_01835	Prbl.g_01302
OG0001167	Prak.g_01837	Prbl.g_01291
OG0001168	Prak.g_01838	Prbl.g_01290
OG0001169	Prak.g_01839	Prbl.g_01289
OG0001170	Prak.g_01840	Prbl.g_01287
OG0001171	Prak.g_01841	Prbl.g_01286
OG0001172	Prak.g_01843	Prbl.g_01284
OG0001173	Prak.g_01845	Prbl.g_02638
OG0001174	Prak.g_01846	Prbl.g_02637
OG0001175	Prak.g_01847	Prbl.g_02636
OG0001176	Prak.g_01849	Prbl.g_01235
OG0001177	Prak.g_01851	Prbl.g_02063
OG0001178	Prak.g_01854	Prbl.g_02059
OG0001179	Prak.g_01855	Prbl.g_02058
OG0001180	Prak.g_01856	Prbl.g_02057
OG0001181	Prak.g_01857	Prbl.g_02056
OG0001182	Prak.g_01858	Prbl.g_02055
OG0001183	Prak.g_01859	Prbl.g_02054
OG0001184	Prak.g_01861	Prbl.g_02026
OG0001185	Prak.g_01863	Prbl.g_02023
OG0001186	Prak.g_01864	Prbl.g_02022
OG0001187	Prak.g_01865	Prbl.g_02021
OG0001188	Prak.g_01866	Prbl.g_02018
OG0001189	Prak.g_01867	Prbl.g_02017
OG0001190	Prak.g_01868	Prbl.g_02016
OG0001191	Prak.g_01869	Prbl.g_02014
OG0001192	Prak.g_01870	Prbl.g_02012
OG0001193	Prak.g_01871	Prbl.g_02011
OG0001194	Prak.g_01872	Prbl.g_02009
OG0001195	Prak.g_01873	Prbl.g_02008
OG0001196	Prak.g_01874	Prbl.g_02007
OG0001197	Prak.g_01875	Prbl.g_02006
OG0001198	Prak.g_01876	Prbl.g_02005
OG0001199	Prak.g_01877	Prbl.g_02004
OG0001200	Prak.g_01878	Prbl.g_02002
OG0001201	Prak.g_01879	Prbl.g_02001
OG0001202	Prak.g_01880	Prbl.g_02000
OG0001203	Prak.g_01882	Prbl.g_01998
OG0001204	Prak.g_01884	Prbl.g_01994
OG0001205	Prak.g_01886	Prbl.g_01992
OG0001206	Prak.g_01887	Prbl.g_01991
OG0001207	Prak.g_01888	Prbl.g_02239
OG0001208	Prak.g_01889	Prbl.g_02238
OG0001209	Prak.g_01890	Prbl.g_02237
OG0001210	Prak.g_01891	Prbl.g_02236
OG0001211	Prak.g_01892	Prbl.g_02234
OG0001212	Prak.g_01893	Prbl.g_02233
OG0001213	Prak.g_01894	Prbl.g_02232
OG0001214	Prak.g_01896	Prbl.g_02230
OG0001215	Prak.g_01897	Prbl.g_02228
OG0001216	Prak.g_01898	Prbl.g_02226
OG0001217	Prak.g_01899	Prbl.g_02225
OG0001218	Prak.g_01900	Prbl.g_02224
OG0001219	Prak.g_01903	Prbl.g_02219
OG0001220	Prak.g_01904	Prbl.g_02214
OG0001221	Prak.g_01908	Prbl.g_02192
OG0001222	Prak.g_01909	Prbl.g_02189
OG0001223	Prak.g_01910	Prbl.g_02188
OG0001224	Prak.g_01912	Prbl.g_02186
OG0001225	Prak.g_01913	Prbl.g_02185
OG0001226	Prak.g_01914	Prbl.g_02182
OG0001227	Prak.g_01915	Prbl.g_02181
OG0001228	Prak.g_01916	Prbl.g_02175
OG0001229	Prak.g_01917	Prbl.g_02174
OG0001230	Prak.g_01918	Prbl.g_02173
OG0001231	Prak.g_01919	Prbl.g_02160
OG0001232	Prak.g_01922	Prbl.g_02151
OG0001233	Prak.g_01923	Prbl.g_02150
OG0001234	Prak.g_01924	Prbl.g_02149
OG0001235	Prak.g_01925	Prbl.g_02148
OG0001236	Prak.g_01927	Prbl.g_02146
OG0001237	Prak.g_01928	Prbl.g_02145
OG0001238	Prak.g_01931	Prbl.g_02141
OG0001239	Prak.g_01932	Prbl.g_02139
OG0001240	Prak.g_01933	Prbl.g_02138
OG0001241	Prak.g_01936	Prbl.g_02134
OG0001242	Prak.g_01937	Prbl.g_02132
OG0001243	Prak.g_01938	Prbl.g_02131
OG0001244	Prak.g_01939	Prbl.g_02129
OG0001245	Prak.g_01940	Prbl.g_02127
OG0001246	Prak.g_01941	Prbl.g_02125
OG0001247	Prak.g_01942	Prbl.g_02124
OG0001248	Prak.g_01943	Prbl.g_02123
OG0001249	Prak.g_01944	Prbl.g_02122
OG0001250	Prak.g_01945	Prbl.g_02121
OG0001251	Prak.g_00096	Prbl.g_00569
OG0001252	Prak.g_00146	Prbl.g_00812
OG0001253	Prak.g_00161	Prbl.g_00298
OG0001254	Prak.g_00299	Prbl.g_01452
OG0001255	Prak.g_00355	Prbl.g_01200
OG0001257	Prak.g_00443	Prbl.g_00513
OG0001258	Prak.g_00459	Prbl.g_00532
OG0001259	Prak.g_00551	Prbl.g_01776
OG0001261	Prak.g_00881	Prbl.g_01539
OG0001262	Prak.g_00898	Prbl.g_01562
OG0001264	Prak.g_00769	Prbl.g_02408
OG0001265	Prak.g_01016	Prbl.g_02536
OG0001266	Prak.g_00600	Prbl.g_01704
OG0001267	Prak.g_01190	Prbl.g_00036
OG0001268	Prak.g_01175	Prbl.g_02082
OG0001269	Prak.g_01304	Prbl.g_00723
OG0001270	Prak.g_01434	Prbl.g_01808
OG0001271	Prak.g_01447	Prbl.g_00449
OG0001272	Prak.g_00609	Prbl.g_01833
OG0001273	Prak.g_01508	Prbl.g_00787
OG0001274	Prak.g_01526	Prbl.g_00048
OG0001275	Prak.g_01247	Prbl.g_01370
OG0001276	Prak.g_01037	Prbl.g_02379
OG0001278	Prak.g_01636	Prbl.g_00406
OG0001279	Prak.g_01640	Prbl.g_00401
OG0001280	Prak.g_01643	Prbl.g_00398
OG0001283	Prak.g_01822	Prbl.g_00845
OG0001284	Prak.g_01853	Prbl.g_02060
OG0001285	Prak.g_01883	Prbl.g_01996
OG0001286	Prak.g_01935	Prbl.g_02136
OG0001287	Prak.g_01527	Prbl.g_01026, Prbl.g_01386
OG0001288	Prak.g_00399	Prbl.g_00651
OG0001290	Prak.g_00031	Prbl.g_01976
OG0001291	Prak.g_00076	Prbl.g_00605
OG0001292	Prak.g_00079	Prbl.g_00602
OG0001293	Prak.g_00081	Prbl.g_00600
OG0001294	Prak.g_00097	Prbl.g_00568
OG0001295	Prak.g_00127	Prbl.g_01322
OG0001296	Prak.g_00134	Prbl.g_00828
OG0001297	Prak.g_00212	Prbl.g_00095
OG0001298	Prak.g_00260	Prbl.g_02667
OG0001299	Prak.g_00269	Prbl.g_01505
OG0001300	Prak.g_01257	Prbl.g_00627
OG0001301	Prak.g_01106	Prbl.g_01641
OG0001303	Prak.g_01235	Prbl.g_00716
OG0001304	Prak.g_00929	Prbl.g_00936
OG0001305	Prak.g_00924	Prbl.g_00931
OG0001306	Prak.g_01921	Prbl.g_02152
OG0001307	Prak.g_01258	Prbl.g_02390
OG0001308	Prak.g_01498	Prbl.g_01076
OG0001309	Prak.g_01885	Prbl.g_01993
OG0001310	Prak.g_00727	Prbl.g_01694
OG0001311	Prak.g_01139	Prbl.g_01115
OG0001312	Prak.g_01303	Prbl.g_00724
OG0001313	Prak.g_00384	Prbl.g_01957
OG0001314	Prak.g_01668	Prbl.g_00366
OG0001315	Prak.g_01703	Prbl.g_00315
OG0001316	Prak.g_01818	Prbl.g_00852
OG0001319	Prak.g_00254	Prbl.g_00197
OG0001320	Prak.g_01514	Prbl.g_00748
OG0001324	Prak.g_00632	Prbl.g_01813
OG0001326	Prak.g_01522	Prbl.g_02617
OG0001327	Prak.g_01497	Prbl.g_01712
OG0001328	Prak.g_01282	Prbl.g_01728
OG0001329	Prak.g_01930	Prbl.g_02143
OG0001331	Prak.g_01641	Prbl.g_00400
OG0001332	Prak.g_01692	Prbl.g_00339
OG0001333	Prak.g_01784	Prbl.g_01132
OG0001335	Prak.g_01881	Prbl.g_01999
OG0001336	Prak.g_00136	Prbl.g_00826
OG0001337	Prak.g_00126	Prbl.g_01324
OG0001339	Prak.g_00216	Prbl.g_00099
OG0001340	Prak.g_00265	Prbl.g_01512
OG0001341	Prak.g_00278	Prbl.g_01489
OG0001342	Prak.g_00298	Prbl.g_01453
OG0001343	Prak.g_00361	Prbl.g_01207
OG0001345	Prak.g_00396	Prbl.g_00654
OG0001346	Prak.g_00433	Prbl.g_01343
OG0001347	Prak.g_00447	Prbl.g_00517
OG0001350	Prak.g_00475	Prbl.g_00793
OG0001351	Prak.g_00537	Prbl.g_01791
OG0001353	Prak.g_00240	Prbl.g_01263
OG0001355	Prak.g_00888	Prbl.g_01546
OG0001357	Prak.g_01001	Prbl.g_02518
OG0001358	Prak.g_01015	Prbl.g_02535
OG0001361	Prak.g_01118	Prbl.g_02592
OG0001362	Prak.g_00668	Prbl.g_00156
OG0001366	Prak.g_01682	Prbl.g_00349
OG0001368	Prak.g_01852	Prbl.g_02061
OG0001369	Prak.g_01017	Prbl.g_02537
OG0001375	Prak.g_00144	Prbl.g_00816
OG0001378	Prak.g_00291	Prbl.g_01463
OG0001380	Prak.g_00825	Prbl.g_02064
OG0001381	Prak.g_00419	Prbl.g_00624
OG0001384	Prak.g_00480	Prbl.g_00784
OG0001396	Prak.g_01607	Prbl.g_02437
OG0001410	Prak.g_01512	Prbl.g_01243
OG0001412	Prak.g_00953	Prbl.g_02448
OG0001425	Prak.g_01240	Prbl.g_02571
OG0001429	Prak.g_00983	Prbl.g_02494
OG0001430	Prak.g_00722	Prbl.g_01084
OG0001436	Prak.g_01633	Prbl.g_02208
OG0001439	Prak.g_00878	Prbl.g_01537
OG0001448	Prak.g_01537	Prbl.g_01692
OG0001451	Prak.g_00645	Prbl.g_00738, Prbl.g_02629
OG0001452	Prak.g_01902	Prbl.g_02222
OG0001453	Prak.g_00648	Prbl.g_00003
OG0001455	Prak.g_00650	Prbl.g_01077, Prbl.g_01071
OG0001456	Prak.g_00550	Prbl.g_01777
OG0001466	Prak.g_01496	Prbl.g_02573
OG0001471	Prak.g_00642	Prbl.g_02291
OG0001483	Prak.g_01271	Prbl.g_01714
OG0001486	Prak.g_00790	Prbl.g_02362
OG0001487	Prak.g_00586	Prbl.g_01620
OG0001489	Prak.g_01735	Prbl.g_01163
OG0001504	Prak.g_00785	Prbl.g_02366
OG0001508	Prak.g_01610	Prbl.g_01807
OG0001531	Prak.g_00657, Prak.g_00683	Prbl.g_01709, Prbl.g_02597
OG0001544	Prak.g_01531	Prbl.g_00681
OG0001545	Prak.g_00766	Prbl.g_02411
OG0001546	Prak.g_00883	Prbl.g_01541
OG0001547	Prak.g_00700, Prak.g_00634	Prbl.g_01684
OG0001548	Prak.g_01231, Prak.g_00673	Prbl.g_01337
OG0001574	Prak.g_00669	Prbl.g_01025
OG0001587	Prak.g_00057	Prbl.g_00620
OG0001588	Prak.g_01233	Prbl.g_00408
OG0001593	Prak.g_00424	Prbl.g_02288
OG0001608	Prak.g_01500	Prbl.g_01167, Prbl.g_01168
OG0001622	Prak.g_00688	Prbl.g_00012
OG0001632	Prak.g_01491	Prbl.g_00395
OG0001633	Prak.g_01499	Prbl.g_01531
OG0001634	Prak.g_00689	Prbl.g_00013
OG0001635	Prak.g_00690	Prbl.g_00016
OG0001636	Prak.g_00691	Prbl.g_00017
OG0001694	Prak.g_00387	Prbl.g_00865
OG0001697	Prak.g_01612, Prak.g_00735	Prbl.g_00047
OG0001714	Prak.g_01431	Prbl.g_00715
OG0001715	Prak.g_01848	Prbl.g_02635
OG0001716	Prak.g_01141	Prbl.g_01117
OG0001717	Prak.g_00742	Prbl.g_01089
OG0001718	Prak.g_00736	Prbl.g_01082
OG0001719	Prak.g_00357	Prbl.g_01202
OG0001737	Prak.g_00041	Prbl.g_01989
OG0001738	Prak.g_00118	Prbl.g_00544
OG0001739	Prak.g_00117	Prbl.g_00546
OG0001740	Prak.g_00116	Prbl.g_00547
OG0001741	Prak.g_00105	Prbl.g_00560
OG0001742	Prak.g_01229	Prbl.g_00195
OG0001743	Prak.g_00255	Prbl.g_00194
OG0001744	Prak.g_01690	Prbl.g_00341
OG0001745	Prak.g_00526	Prbl.g_01901
OG0001746	Prak.g_01291	Prbl.g_01737
OG0001747	Prak.g_01159	Prbl.g_02106
OG0001748	Prak.g_00820	Prbl.g_01865
OG0001749	Prak.g_00810	Prbl.g_01834
OG0001750	Prak.g_01029	Prbl.g_02545
OG0001751	Prak.g_01019	Prbl.g_02539
OG0001752	Prak.g_01013	Prbl.g_02533
OG0001753	Prak.g_00969	Prbl.g_02474
OG0001754	Prak.g_00934	Prbl.g_02422
OG0001755	Prak.g_00782	Prbl.g_02374
OG0001756	Prak.g_00850	Prbl.g_02330
OG0001757	Prak.g_01525	Prbl.g_01560
OG0001758	Prak.g_00899	Prbl.g_01563
OG0001759	Prak.g_00906	Prbl.g_01578
OG0001760	Prak.g_00760	Prbl.g_01587
OG0001761	Prak.g_00799	Prbl.g_01591
OG0001762	Prak.g_01078	Prbl.g_01402
OG0001763	Prak.g_00129	Prbl.g_01334
OG0001764	Prak.g_00380	Prbl.g_02675
OG0001765	Prak.g_00348	Prbl.g_01189
OG0001766	Prak.g_00347	Prbl.g_01188
OG0001767	Prak.g_00346	Prbl.g_01186
OG0001768	Prak.g_00345	Prbl.g_01185
OG0001769	Prak.g_00344	Prbl.g_01184
OG0001770	Prak.g_01795	Prbl.g_01143
OG0001771	Prak.g_01779	Prbl.g_00999
OG0001772	Prak.g_00138	Prbl.g_00824
OG0001773	Prak.g_00064	Prbl.g_00811
OG0001774	Prak.g_00192	Prbl.g_00267
OG0001775	Prak.g_00198	Prbl.g_00073
OG0001776	Prak.g_01263	Prbl.g_01241
OG0001777	Prak.g_01901	Prbl.g_02223
OG0001778	Prak.g_01905	Prbl.g_02213
OG0001779	Prak.g_01906	Prbl.g_02212
OG0001780	Prak.g_01024	Prbl.g_02211
OG0001781	Prak.g_01911	Prbl.g_02187
OG0001782	Prak.g_01920	Prbl.g_02153
OG0001795	Prak.g_00523	Prbl.g_01898
OG0001799	Prak.g_01485	Prbl.g_01093
OG0001800	Prak.g_01577	Prbl.g_01706
OG0001801	Prak.g_01222	Prbl.g_01705
OG0001802	Prak.g_00675	Prbl.g_01868
OG0001803	Prak.g_01006	Prbl.g_02525
OG0001831	Prak.g_01177	Prbl.g_02080
OG0001832	Prak.g_01165	Prbl.g_02095
OG0001852	Prak.g_00708	Prbl.g_02595
OG0001883	Prak.g_00035	Prbl.g_01982
OG0001884	Prak.g_01836	Prbl.g_01293
OG0001885	Prak.g_01440	Prbl.g_00455
OG0001886	Prak.g_00521	Prbl.g_01896
OG0001887	Prak.g_01149	Prbl.g_01380
OG0001888	Prak.g_01575	Prbl.g_01674
OG0001891	Prak.g_00824	Prbl.g_00728
OG0001892	Prak.g_01538	Prbl.g_00407
OG0001893	Prak.g_00932	Prbl.g_00940
OG0001894	Prak.g_00962	Prbl.g_02464
OG0001895	Prak.g_00072	Prbl.g_02285
OG0001896	Prak.g_00655	Prbl.g_01593
OG0001897	Prak.g_00365	Prbl.g_01215
OG0001898	Prak.g_00270	Prbl.g_01500
OG0001899	Prak.g_00048	Prbl.g_02250
OG0001900	Prak.g_00047	Prbl.g_02249
OG0001901	Prak.g_00043	Prbl.g_02240
OG0001902	Prak.g_01929	Prbl.g_02144
OG0001905	Prak.g_01613, Prak.g_01595	Prbl.g_00175
OG0001920	Prak.g_01656	Prbl.g_00379
OG0001921	Prak.g_01103	Prbl.g_01644
OG0001923	Prak.g_01589	Prbl.g_00682
OG0001925	Prak.g_01504	Prbl.g_00476
OG0001967	Prak.g_01510	Prbl.g_01939
OG0001968	Prak.g_01438	Prbl.g_00457
OG0001970	Prak.g_00720	Prbl.g_01861
OG0001971	Prak.g_00719	Prbl.g_01860
OG0001972	Prak.g_00994	Prbl.g_02507
OG0001973	Prak.g_00167	Prbl.g_00292
OG0001980	Prak.g_01004	Prbl.g_01015
OG0001994	Prak.g_00388	Prbl.g_00309
OG0001995	Prak.g_00029	Prbl.g_01974
OG0001997	Prak.g_00714	Prbl.g_01232
OG0001998	Prak.g_00715	Prbl.g_01231
OG0001999	Prak.g_00716	Prbl.g_01230
OG0002004	Prak.g_00059	Prbl.g_00871
OG0002040	Prak.g_01579	Prbl.g_01501
OG0002044	Prak.g_00222	Prbl.g_00133
OG0002071	Prak.g_01536	Prbl.g_00477
