Orthogroup	Prbj	Prag
OG0001122	Prbj.g_00989	Prag.g_01797
OG0001123	Prbj.g_00988	Prag.g_01798
OG0001124	Prbj.g_00986	Prag.g_01800
OG0001125	Prbj.g_00984	Prag.g_01802
OG0001126	Prbj.g_00983	Prag.g_01803
OG0001127	Prbj.g_00414	Prag.g_01805
OG0001128	Prbj.g_00413	Prag.g_01806
OG0001129	Prbj.g_00410	Prag.g_01807
OG0001130	Prbj.g_00407	Prag.g_01810
OG0001131	Prbj.g_00406	Prag.g_01811
OG0001132	Prbj.g_00405	Prag.g_01812
OG0001133	Prbj.g_00404	Prag.g_01813
OG0001134	Prbj.g_00403	Prag.g_01814
OG0001135	Prbj.g_00402	Prag.g_01815
OG0001136	Prbj.g_00401	Prag.g_01816
OG0001137	Prbj.g_00400	Prag.g_01817
OG0001138	Prbj.g_00399	Prag.g_01818
OG0001139	Prbj.g_00397	Prag.g_01819
OG0001140	Prbj.g_00395	Prag.g_01820
OG0001141	Prbj.g_00394	Prag.g_01821
OG0001142	Prbj.g_00368	Prag.g_01824
OG0001143	Prbj.g_00367	Prag.g_01825
OG0001144	Prbj.g_00365	Prag.g_01826
OG0001145	Prbj.g_00364	Prag.g_01827
OG0001146	Prbj.g_00363	Prag.g_01828
OG0001147	Prbj.g_00362	Prag.g_01829
OG0001148	Prbj.g_00361	Prag.g_01830
OG0001149	Prbj.g_01494	Prag.g_01832
OG0001150	Prbj.g_01498	Prag.g_01833
OG0001151	Prbj.g_01501	Prag.g_01835
OG0001152	Prbj.g_01502	Prag.g_01836
OG0001153	Prbj.g_01504	Prag.g_01837
OG0001154	Prbj.g_01506	Prag.g_01839
OG0001155	Prbj.g_01509	Prag.g_01841
OG0001156	Prbj.g_01513	Prag.g_01843
OG0001157	Prbj.g_01515	Prag.g_01844
OG0001158	Prbj.g_01517	Prag.g_01846
OG0001159	Prbj.g_01518	Prag.g_01847
OG0001160	Prbj.g_01519	Prag.g_01848
OG0001161	Prbj.g_01576	Prag.g_01849
OG0001162	Prbj.g_01577	Prag.g_01850
OG0001163	Prbj.g_01578	Prag.g_01851
OG0001164	Prbj.g_01579	Prag.g_01852
OG0001165	Prbj.g_01580	Prag.g_01853
OG0001166	Prbj.g_01581	Prag.g_01854
OG0001167	Prbj.g_01592	Prag.g_01855
OG0001168	Prbj.g_01593	Prag.g_01856
OG0001169	Prbj.g_01594	Prag.g_01857
OG0001170	Prbj.g_01596	Prag.g_01859
OG0001171	Prbj.g_01597	Prag.g_01860
OG0001172	Prbj.g_01599	Prag.g_01862
OG0001173	Prbj.g_01821	Prag.g_01864
OG0001174	Prbj.g_01820	Prag.g_01865
OG0001175	Prbj.g_01819	Prag.g_01866
OG0001176	Prbj.g_01809	Prag.g_01867
OG0001177	Prbj.g_01290	Prag.g_01869
OG0001178	Prbj.g_01286	Prag.g_01872
OG0001179	Prbj.g_01285	Prag.g_01873
OG0001180	Prbj.g_01284	Prag.g_01874
OG0001181	Prbj.g_01283	Prag.g_01875
OG0001182	Prbj.g_01282	Prag.g_01876
OG0001183	Prbj.g_01281	Prag.g_01877
OG0001184	Prbj.g_01253	Prag.g_01879
OG0001185	Prbj.g_01250	Prag.g_01882
OG0001186	Prbj.g_01249	Prag.g_01883
OG0001187	Prbj.g_01248	Prag.g_01884
OG0001188	Prbj.g_01245	Prag.g_01885
OG0001189	Prbj.g_01244	Prag.g_01886
OG0001190	Prbj.g_01243	Prag.g_01887
OG0001191	Prbj.g_01241	Prag.g_01888
OG0001192	Prbj.g_01239	Prag.g_01889
OG0001193	Prbj.g_01238	Prag.g_01890
OG0001194	Prbj.g_01236	Prag.g_01891
OG0001195	Prbj.g_01235	Prag.g_01892
OG0001196	Prbj.g_01234	Prag.g_01893
OG0001197	Prbj.g_01233	Prag.g_01894
OG0001198	Prbj.g_01232	Prag.g_01895
OG0001199	Prbj.g_01231	Prag.g_01896
OG0001200	Prbj.g_01229	Prag.g_01897
OG0001201	Prbj.g_01228	Prag.g_01898
OG0001202	Prbj.g_01227	Prag.g_01899
OG0001203	Prbj.g_01225	Prag.g_01901
OG0001204	Prbj.g_01221	Prag.g_01903
OG0001205	Prbj.g_01219	Prag.g_01904
OG0001206	Prbj.g_01218	Prag.g_01905
OG0001207	Prbj.g_01955	Prag.g_01906
OG0001208	Prbj.g_01956	Prag.g_01907
OG0001209	Prbj.g_01957	Prag.g_01908
OG0001210	Prbj.g_01958	Prag.g_01909
OG0001211	Prbj.g_01960	Prag.g_01910
OG0001212	Prbj.g_01961	Prag.g_01911
OG0001213	Prbj.g_01962	Prag.g_01912
OG0001214	Prbj.g_01964	Prag.g_01914
OG0001215	Prbj.g_01966	Prag.g_01915
OG0001216	Prbj.g_01968	Prag.g_01916
OG0001217	Prbj.g_01969	Prag.g_01917
OG0001218	Prbj.g_01970	Prag.g_01918
OG0001219	Prbj.g_01975	Prag.g_01921
OG0001220	Prbj.g_01980	Prag.g_01922
OG0001221	Prbj.g_02002	Prag.g_01925
OG0001222	Prbj.g_02005	Prag.g_01926
OG0001223	Prbj.g_02006	Prag.g_01927
OG0001224	Prbj.g_02008	Prag.g_01928
OG0001225	Prbj.g_02009	Prag.g_01929
OG0001226	Prbj.g_02012	Prag.g_01930
OG0001227	Prbj.g_02013	Prag.g_01931
OG0001228	Prbj.g_02019	Prag.g_01932
OG0001229	Prbj.g_02020	Prag.g_01933
OG0001230	Prbj.g_02021	Prag.g_01934
OG0001231	Prbj.g_02034	Prag.g_01935
OG0001232	Prbj.g_02043	Prag.g_01936
OG0001233	Prbj.g_02044	Prag.g_01937
OG0001234	Prbj.g_02045	Prag.g_01938
OG0001235	Prbj.g_02046	Prag.g_01939
OG0001236	Prbj.g_02048	Prag.g_01941
OG0001237	Prbj.g_02049	Prag.g_01942
OG0001238	Prbj.g_02053	Prag.g_01944
OG0001239	Prbj.g_02055	Prag.g_01945
OG0001240	Prbj.g_02056	Prag.g_01946
OG0001241	Prbj.g_02060	Prag.g_01948
OG0001242	Prbj.g_02062	Prag.g_01949
OG0001243	Prbj.g_02063	Prag.g_01950
OG0001244	Prbj.g_02065	Prag.g_01951
OG0001245	Prbj.g_02067	Prag.g_01952
OG0001246	Prbj.g_02069	Prag.g_01953
OG0001247	Prbj.g_02070	Prag.g_01954
OG0001248	Prbj.g_02071	Prag.g_01955
OG0001249	Prbj.g_02072	Prag.g_01956
OG0001250	Prbj.g_02073	Prag.g_01957
OG0001251	Prbj.g_00603	Prag.g_00086
OG0001252	Prbj.g_01545	Prag.g_00131
OG0001253	Prbj.g_00538	Prag.g_00143
OG0001254	Prbj.g_01406	Prag.g_00272
OG0001255	Prbj.g_00342	Prag.g_00328
OG0001256	Prbj.g_00897	Prag.g_01326
OG0001257	Prbj.g_01628	Prag.g_00461
OG0001258	Prbj.g_01609	Prag.g_00477
OG0001259	Prbj.g_01782	Prag.g_00568
OG0001261	Prbj.g_02475	Prag.g_00839
OG0001262	Prbj.g_02498	Prag.g_00855
OG0001264	Prbj.g_02339	Prag.g_00905
OG0001265	Prbj.g_02209	Prag.g_01012
OG0001266	Prbj.g_00678	Prag.g_01060
OG0001267	Prbj.g_00769	Prag.g_01137
OG0001268	Prbj.g_00969	Prag.g_01150
OG0001269	Prbj.g_00670	Prag.g_01372
OG0001270	Prbj.g_02627	Prag.g_01530
OG0001271	Prbj.g_01691	Prag.g_01541
OG0001272	Prbj.g_00907	Prag.g_01581
OG0001273	Prbj.g_02106	Prag.g_01582
OG0001274	Prbj.g_00780	Prag.g_01587
OG0001275	Prbj.g_00158	Prag.g_01604
OG0001276	Prbj.g_02368	Prag.g_01616
OG0001278	Prbj.g_00870	Prag.g_01661
OG0001279	Prbj.g_00865	Prag.g_01665
OG0001280	Prbj.g_00862	Prag.g_01668
OG0001281	Prbj.g_02653	Prag.g_01735
OG0001282	Prbj.g_00851	Prag.g_01759
OG0001283	Prbj.g_01512	Prag.g_01842
OG0001284	Prbj.g_01287	Prag.g_01871
OG0001285	Prbj.g_01223	Prag.g_01902
OG0001286	Prbj.g_02058	Prag.g_01947
OG0001287	Prbj.g_00214, Prbj.g_02701	Prag.g_01637
OG0001288	Prbj.g_00101	Prag.g_00416
OG0001290	Prbj.g_01203	Prag.g_00030
OG0001291	Prbj.g_00567	Prag.g_00065
OG0001292	Prbj.g_00570	Prag.g_00068
OG0001293	Prbj.g_00572	Prag.g_00070
OG0001295	Prbj.g_01560	Prag.g_00112
OG0001296	Prbj.g_01529	Prag.g_00118
OG0001297	Prbj.g_01164	Prag.g_00192
OG0001298	Prbj.g_01340	Prag.g_00236
OG0001300	Prbj.g_01896	Prag.g_00367
OG0001301	Prbj.g_02575	Prag.g_00615
OG0001303	Prbj.g_00663	Prag.g_00752
OG0001304	Prbj.g_01847	Prag.g_01027
OG0001305	Prbj.g_01842	Prag.g_01032
OG0001306	Prbj.g_02042	Prag.g_01068
OG0001307	Prbj.g_02357	Prag.g_01078
OG0001308	Prbj.g_00046	Prag.g_01100
OG0001309	Prbj.g_01220	Prag.g_01102
OG0001310	Prbj.g_00688	Prag.g_01111
OG0001311	Prbj.g_00007	Prag.g_01181
OG0001312	Prbj.g_00671	Prag.g_01373
OG0001313	Prbj.g_01184	Prag.g_01585
OG0001314	Prbj.g_00477	Prag.g_01692
OG0001315	Prbj.g_00426	Prag.g_01727
OG0001316	Prbj.g_01505	Prag.g_01838
OG0001319	Prbj.g_02610	Prag.g_00231
OG0001320	Prbj.g_02145	Prag.g_00446
OG0001324	Prbj.g_02632	Prag.g_01086
OG0001326	Prbj.g_00731	Prag.g_01325
OG0001327	Prbj.g_01718	Prag.g_01327
OG0001328	Prbj.g_01734	Prag.g_01360
OG0001331	Prbj.g_00864	Prag.g_01666
OG0001332	Prbj.g_00450	Prag.g_01716
OG0001333	Prbj.g_00409	Prag.g_01808
OG0001335	Prbj.g_01226	Prag.g_01900
OG0001336	Prbj.g_01531	Prag.g_00121
OG0001337	Prbj.g_01558	Prag.g_00111
OG0001339	Prbj.g_01168	Prag.g_00196
OG0001340	Prbj.g_01346	Prag.g_00241
OG0001341	Prbj.g_01369	Prag.g_00252
OG0001342	Prbj.g_01405	Prag.g_00271
OG0001343	Prbj.g_00335	Prag.g_00334
OG0001344	Prbj.g_00826	Prag.g_00371
OG0001345	Prbj.g_00098	Prag.g_00413
OG0001346	Prbj.g_00131	Prag.g_00451
OG0001347	Prbj.g_01624	Prag.g_00465
OG0001348	Prbj.g_02091	Prag.g_00483
OG0001350	Prbj.g_02100	Prag.g_00493
OG0001351	Prbj.g_01797	Prag.g_00555
OG0001353	Prbj.g_00269	Prag.g_00681
OG0001355	Prbj.g_02482	Prag.g_00845
OG0001357	Prbj.g_02227	Prag.g_00992
OG0001358	Prbj.g_02210	Prag.g_01011
OG0001361	Prbj.g_02165	Prag.g_01203
OG0001362	Prbj.g_01299	Prag.g_01302
OG0001366	Prbj.g_00460	Prag.g_01706
OG0001367	Prbj.g_00377, Prbj.g_00390	Prag.g_01749
OG0001368	Prbj.g_01288	Prag.g_01870
OG0001375	Prbj.g_01541	Prag.g_00128
OG0001378	Prbj.g_01395	Prag.g_00263
OG0001380	Prbj.g_00951	Prag.g_01272, Prag.g_01640
OG0001381	Prbj.g_01893	Prag.g_00433
OG0001384	Prbj.g_02109	Prag.g_00498
OG0001396	Prbj.g_02309	Prag.g_00996
OG0001410	Prbj.g_00249	Prag.g_01606
OG0001412	Prbj.g_02298	Prag.g_00945
OG0001415	Prbj.g_00360	Prag.g_00317
OG0001416	Prbj.g_02111	Prag.g_00500
OG0001425	Prbj.g_02174	Prag.g_01599
OG0001426	Prbj.g_02052	Prag.g_01943
OG0001429	Prbj.g_02252	Prag.g_00974
OG0001430	Prbj.g_00038	Prag.g_01004
OG0001436	Prbj.g_01986	Prag.g_00769
OG0001437	Prbj.g_00142, Prbj.g_00143	Prag.g_01293, Prag.g_01295, Prag.g_01251
OG0001438	Prbj.g_02549	Prag.g_00598
OG0001439	Prbj.g_02473	Prag.g_00837
OG0001442	Prbj.g_00043	Prag.g_01113
OG0001448	Prbj.g_00690	Prag.g_01612
OG0001452	Prbj.g_01972	Prag.g_01920
OG0001453	Prbj.g_00736	Prag.g_01623
OG0001456	Prbj.g_01783	Prag.g_00567
OG0001467	Prbj.g_01053	Prag.g_01485
OG0001470	Prbj.g_01457	Prag.g_00311
OG0001471	Prbj.g_02457	Prag.g_00395
OG0001472	Prbj.g_00920	Prag.g_00866
OG0001474	Prbj.g_02022	Prag.g_00877
OG0001475	Prbj.g_01979	Prag.g_01044
OG0001476	Prbj.g_01978	Prag.g_01045
OG0001477	Prbj.g_01977	Prag.g_01046
OG0001478	Prbj.g_00764	Prag.g_01052
OG0001479	Prbj.g_00018	Prag.g_01081
OG0001480	Prbj.g_00091	Prag.g_01090
OG0001481	Prbj.g_00309	Prag.g_01169
OG0001483	Prbj.g_01720	Prag.g_01349
OG0001486	Prbj.g_02385	Prag.g_00925
OG0001487	Prbj.g_02554	Prag.g_00759
OG0001493	Prbj.g_02023	Prag.g_00878
OG0001494	Prbj.g_02024	Prag.g_00879
OG0001495	Prbj.g_02025	Prag.g_00880
OG0001496	Prbj.g_02026	Prag.g_00881
OG0001497	Prbj.g_02027	Prag.g_00882
OG0001498	Prbj.g_02028	Prag.g_00883
OG0001499	Prbj.g_02029	Prag.g_00884
OG0001500	Prbj.g_02030	Prag.g_00885
OG0001501	Prbj.g_02031	Prag.g_00886
OG0001502	Prbj.g_02032	Prag.g_00887
OG0001503	Prbj.g_02033	Prag.g_00888
OG0001508	Prbj.g_02626	Prag.g_01589
OG0001513	Prbj.g_00618, Prbj.g_01300	Prag.g_00098
OG0001525	Prbj.g_01731	Prag.g_00438
OG0001532	Prbj.g_01210	Prag.g_00034
OG0001542	Prbj.g_01316	Prag.g_01595
OG0001546	Prbj.g_02477	Prag.g_01280
OG0001588	Prbj.g_00872	Prag.g_01652
OG0001590	Prbj.g_01420	Prag.g_00284
OG0001592	Prbj.g_01327	Prag.g_00388
OG0001596	Prbj.g_01682	Prag.g_00749
OG0001606	Prbj.g_00334	Prag.g_00335
OG0001608	Prbj.g_00374	Prag.g_01642
OG0001620	Prbj.g_01124	Prag.g_01460
OG0001622	Prbj.g_00745	Prag.g_01253
OG0001623	Prbj.g_00337	Prag.g_00332
OG0001632	Prbj.g_00859	Prag.g_01643
OG0001634	Prbj.g_00746	Prag.g_01254
OG0001635	Prbj.g_00749	Prag.g_01255
OG0001636	Prbj.g_00750	Prag.g_01256
OG0001683	Prbj.g_00979	Prag.g_01276
OG0001709	Prbj.g_01633, Prbj.g_01132	Prag.g_00760
OG0001793	Prbj.g_01277	Prag.g_01277
OG0001822	Prbj.g_01402	Prag.g_01430
OG0001851	Prbj.g_01187	Prag.g_01283
OG0001872	Prbj.g_01154	Prag.g_01609
OG0001882	Prbj.g_02633	Prag.g_01634
OG0001916	Prbj.g_01185	Prag.g_01281
OG0001917	Prbj.g_01186	Prag.g_01282
OG0001918	Prbj.g_00254	Prag.g_01288
OG0002078	Prbj.g_01140	Prag.g_01299
OG0002290	Prbj.g_02154	Prag.g_01441
OG0002417	Prbj.g_01123	Prag.g_00724
