Orthogroup	Prbj	Prbi
OG0001089	Prbj.g_01025	Prbi.g_01896
OG0001090	Prbj.g_01023	Prbi.g_01898
OG0001091	Prbj.g_01022	Prbi.g_01899
OG0001092	Prbj.g_01021	Prbi.g_01900
OG0001093	Prbj.g_01020	Prbi.g_01901
OG0001094	Prbj.g_01019	Prbi.g_01902
OG0001095	Prbj.g_01018	Prbi.g_01903
OG0001096	Prbj.g_01017	Prbi.g_01904
OG0001097	Prbj.g_01016	Prbi.g_01905
OG0001098	Prbj.g_01015	Prbi.g_01906
OG0001099	Prbj.g_01014	Prbi.g_01907
OG0001100	Prbj.g_01013	Prbi.g_01908
OG0001101	Prbj.g_01012	Prbi.g_01909
OG0001102	Prbj.g_01011	Prbi.g_01910
OG0001103	Prbj.g_01010	Prbi.g_01911
OG0001104	Prbj.g_01009	Prbi.g_01912
OG0001105	Prbj.g_01008	Prbi.g_01913
OG0001106	Prbj.g_01007	Prbi.g_01914
OG0001107	Prbj.g_01006	Prbi.g_01915
OG0001108	Prbj.g_01005	Prbi.g_01916
OG0001109	Prbj.g_01004	Prbi.g_01917
OG0001110	Prbj.g_01003	Prbi.g_01918
OG0001111	Prbj.g_01002	Prbi.g_01919
OG0001112	Prbj.g_01001	Prbi.g_01920
OG0001113	Prbj.g_01000	Prbi.g_01921
OG0001114	Prbj.g_00999	Prbi.g_01922
OG0001115	Prbj.g_00998	Prbi.g_01923
OG0001116	Prbj.g_00997	Prbi.g_01924
OG0001117	Prbj.g_00996	Prbi.g_01925
OG0001118	Prbj.g_00995	Prbi.g_01926
OG0001119	Prbj.g_00994	Prbi.g_01927
OG0001120	Prbj.g_00993	Prbi.g_01928
OG0001121	Prbj.g_00990	Prbi.g_01930
OG0001122	Prbj.g_00989	Prbi.g_01931
OG0001123	Prbj.g_00988	Prbi.g_01932
OG0001124	Prbj.g_00986	Prbi.g_01934
OG0001125	Prbj.g_00984	Prbi.g_01936
OG0001126	Prbj.g_00983	Prbi.g_01937
OG0001127	Prbj.g_00414	Prbi.g_01939
OG0001128	Prbj.g_00413	Prbi.g_01940
OG0001129	Prbj.g_00410	Prbi.g_01941
OG0001130	Prbj.g_00407	Prbi.g_01944
OG0001131	Prbj.g_00406	Prbi.g_01945
OG0001132	Prbj.g_00405	Prbi.g_01946
OG0001133	Prbj.g_00404	Prbi.g_01947
OG0001134	Prbj.g_00403	Prbi.g_01948
OG0001135	Prbj.g_00402	Prbi.g_01949
OG0001136	Prbj.g_00401	Prbi.g_01950
OG0001137	Prbj.g_00400	Prbi.g_01951
OG0001138	Prbj.g_00399	Prbi.g_01952
OG0001139	Prbj.g_00397	Prbi.g_01953
OG0001140	Prbj.g_00395	Prbi.g_01954
OG0001141	Prbj.g_00394	Prbi.g_01955
OG0001142	Prbj.g_00368	Prbi.g_01958
OG0001143	Prbj.g_00367	Prbi.g_01959
OG0001144	Prbj.g_00365	Prbi.g_01960
OG0001145	Prbj.g_00364	Prbi.g_01961
OG0001146	Prbj.g_00363	Prbi.g_01962
OG0001147	Prbj.g_00362	Prbi.g_01963
OG0001148	Prbj.g_00361	Prbi.g_01964
OG0001149	Prbj.g_01494	Prbi.g_01966
OG0001150	Prbj.g_01498	Prbi.g_01967
OG0001151	Prbj.g_01501	Prbi.g_01969
OG0001152	Prbj.g_01502	Prbi.g_01970
OG0001153	Prbj.g_01504	Prbi.g_01971
OG0001154	Prbj.g_01506	Prbi.g_01973
OG0001155	Prbj.g_01509	Prbi.g_01975
OG0001156	Prbj.g_01513	Prbi.g_01977
OG0001157	Prbj.g_01515	Prbi.g_01978
OG0001158	Prbj.g_01517	Prbi.g_01980
OG0001159	Prbj.g_01518	Prbi.g_01981
OG0001160	Prbj.g_01519	Prbi.g_01982
OG0001161	Prbj.g_01576	Prbi.g_01983
OG0001162	Prbj.g_01577	Prbi.g_01984
OG0001163	Prbj.g_01578	Prbi.g_01985
OG0001164	Prbj.g_01579	Prbi.g_01986
OG0001165	Prbj.g_01580	Prbi.g_01987
OG0001166	Prbj.g_01581	Prbi.g_01988
OG0001167	Prbj.g_01592	Prbi.g_01989
OG0001168	Prbj.g_01593	Prbi.g_01990
OG0001169	Prbj.g_01594	Prbi.g_01991
OG0001170	Prbj.g_01596	Prbi.g_01992
OG0001171	Prbj.g_01597	Prbi.g_01993
OG0001172	Prbj.g_01599	Prbi.g_01995
OG0001173	Prbj.g_01821	Prbi.g_01997
OG0001174	Prbj.g_01820	Prbi.g_01998
OG0001175	Prbj.g_01819	Prbi.g_01999
OG0001176	Prbj.g_01809	Prbi.g_02000
OG0001177	Prbj.g_01290	Prbi.g_02002
OG0001178	Prbj.g_01286	Prbi.g_02005
OG0001179	Prbj.g_01285	Prbi.g_02006
OG0001180	Prbj.g_01284	Prbi.g_02007
OG0001181	Prbj.g_01283	Prbi.g_02008
OG0001182	Prbj.g_01282	Prbi.g_02009
OG0001183	Prbj.g_01281	Prbi.g_02010
OG0001184	Prbj.g_01253	Prbi.g_02012
OG0001185	Prbj.g_01250	Prbi.g_02027
OG0001186	Prbj.g_01249	Prbi.g_02028
OG0001187	Prbj.g_01248	Prbi.g_02030
OG0001188	Prbj.g_01245	Prbi.g_02031
OG0001189	Prbj.g_01244	Prbi.g_02032
OG0001190	Prbj.g_01243	Prbi.g_02033
OG0001191	Prbj.g_01241	Prbi.g_02034
OG0001192	Prbj.g_01239	Prbi.g_02035
OG0001193	Prbj.g_01238	Prbi.g_02036
OG0001194	Prbj.g_01236	Prbi.g_02037
OG0001195	Prbj.g_01235	Prbi.g_02038
OG0001196	Prbj.g_01234	Prbi.g_02039
OG0001197	Prbj.g_01233	Prbi.g_02040
OG0001198	Prbj.g_01232	Prbi.g_02041
OG0001199	Prbj.g_01231	Prbi.g_02042
OG0001200	Prbj.g_01229	Prbi.g_02043
OG0001201	Prbj.g_01228	Prbi.g_02044
OG0001202	Prbj.g_01227	Prbi.g_02045
OG0001203	Prbj.g_01225	Prbi.g_02047
OG0001204	Prbj.g_01221	Prbi.g_02049
OG0001205	Prbj.g_01219	Prbi.g_02050
OG0001206	Prbj.g_01218	Prbi.g_02051
OG0001207	Prbj.g_01955	Prbi.g_02052
OG0001208	Prbj.g_01956	Prbi.g_02053
OG0001209	Prbj.g_01957	Prbi.g_02054
OG0001210	Prbj.g_01958	Prbi.g_02055
OG0001211	Prbj.g_01960	Prbi.g_02056
OG0001212	Prbj.g_01961	Prbi.g_02057
OG0001213	Prbj.g_01962	Prbi.g_02058
OG0001214	Prbj.g_01964	Prbi.g_02060
OG0001215	Prbj.g_01966	Prbi.g_02061
OG0001216	Prbj.g_01968	Prbi.g_02062
OG0001217	Prbj.g_01969	Prbi.g_02063
OG0001218	Prbj.g_01970	Prbi.g_02064
OG0001219	Prbj.g_01975	Prbi.g_02067
OG0001220	Prbj.g_01980	Prbi.g_02068
OG0001221	Prbj.g_02002	Prbi.g_02071
OG0001222	Prbj.g_02005	Prbi.g_02072
OG0001223	Prbj.g_02006	Prbi.g_02073
OG0001224	Prbj.g_02008	Prbi.g_02074
OG0001225	Prbj.g_02009	Prbi.g_02075
OG0001226	Prbj.g_02012	Prbi.g_02076
OG0001227	Prbj.g_02013	Prbi.g_02077
OG0001228	Prbj.g_02019	Prbi.g_02078
OG0001229	Prbj.g_02020	Prbi.g_02079
OG0001230	Prbj.g_02021	Prbi.g_02080
OG0001231	Prbj.g_02034	Prbi.g_02081
OG0001232	Prbj.g_02043	Prbi.g_02082
OG0001233	Prbj.g_02044	Prbi.g_02083
OG0001234	Prbj.g_02045	Prbi.g_02084
OG0001235	Prbj.g_02046	Prbi.g_02085
OG0001236	Prbj.g_02048	Prbi.g_02087
OG0001237	Prbj.g_02049	Prbi.g_02088
OG0001238	Prbj.g_02053	Prbi.g_02090
OG0001239	Prbj.g_02055	Prbi.g_02091
OG0001240	Prbj.g_02056	Prbi.g_02092
OG0001241	Prbj.g_02060	Prbi.g_02094
OG0001242	Prbj.g_02062	Prbi.g_02095
OG0001243	Prbj.g_02063	Prbi.g_02096
OG0001244	Prbj.g_02065	Prbi.g_02097
OG0001245	Prbj.g_02067	Prbi.g_02098
OG0001246	Prbj.g_02069	Prbi.g_02099
OG0001247	Prbj.g_02070	Prbi.g_02100
OG0001248	Prbj.g_02071	Prbi.g_02101
OG0001249	Prbj.g_02072	Prbi.g_02102
OG0001250	Prbj.g_02073	Prbi.g_02103
OG0001251	Prbj.g_00603	Prbi.g_01522
OG0001252	Prbj.g_01545	Prbi.g_00146
OG0001253	Prbj.g_00538	Prbi.g_00174
OG0001254	Prbj.g_01406	Prbi.g_00305
OG0001255	Prbj.g_00342	Prbi.g_00357
OG0001256	Prbj.g_00897	Prbi.g_00426
OG0001257	Prbj.g_01628	Prbi.g_00485
OG0001258	Prbj.g_01609	Prbi.g_00501
OG0001259	Prbj.g_01782	Prbi.g_00592
OG0001261	Prbj.g_02475	Prbi.g_00882
OG0001262	Prbj.g_02498	Prbi.g_00898
OG0001264	Prbj.g_02339	Prbi.g_00950
OG0001265	Prbj.g_02209	Prbi.g_01062
OG0001266	Prbj.g_00678	Prbi.g_01111
OG0001267	Prbj.g_00769	Prbi.g_01191
OG0001268	Prbj.g_00969	Prbi.g_01204
OG0001269	Prbj.g_00670	Prbi.g_01422
OG0001270	Prbj.g_02627	Prbi.g_01630
OG0001271	Prbj.g_01691	Prbi.g_01641
OG0001272	Prbj.g_00907	Prbi.g_01683
OG0001273	Prbj.g_02106	Prbi.g_01684
OG0001274	Prbj.g_00780	Prbi.g_01689
OG0001275	Prbj.g_00158	Prbi.g_01705
OG0001276	Prbj.g_02368	Prbi.g_01724
OG0001278	Prbj.g_00870	Prbi.g_01779
OG0001279	Prbj.g_00865	Prbi.g_01783
OG0001281	Prbj.g_02653	Prbi.g_01851
OG0001282	Prbj.g_00851	Prbi.g_01877
OG0001283	Prbj.g_01512	Prbi.g_01976
OG0001284	Prbj.g_01287	Prbi.g_02004
OG0001285	Prbj.g_01223	Prbi.g_02048
OG0001286	Prbj.g_02058	Prbi.g_02093
OG0001288	Prbj.g_00101	Prbi.g_00438
OG0001290	Prbj.g_01203	Prbi.g_00030
OG0001291	Prbj.g_00567	Prbi.g_00078
OG0001292	Prbj.g_00570	Prbi.g_00081
OG0001293	Prbj.g_00572	Prbi.g_00083
OG0001294	Prbj.g_00604	Prbi.g_00100
OG0001295	Prbj.g_01560	Prbi.g_00127
OG0001296	Prbj.g_01529	Prbi.g_00133
OG0001297	Prbj.g_01164	Prbi.g_00223
OG0001298	Prbj.g_01340	Prbi.g_00267
OG0001299	Prbj.g_01353	Prbi.g_00276
OG0001300	Prbj.g_01896	Prbi.g_00397
OG0001301	Prbj.g_02575	Prbi.g_00640
OG0001303	Prbj.g_00663	Prbi.g_00800
OG0001304	Prbj.g_01847	Prbi.g_01077
OG0001305	Prbj.g_01842	Prbi.g_01082
OG0001306	Prbj.g_02042	Prbi.g_01119
OG0001307	Prbj.g_02357	Prbi.g_01129
OG0001308	Prbj.g_00046	Prbi.g_01153
OG0001309	Prbj.g_01220	Prbi.g_01155
OG0001310	Prbj.g_00688	Prbi.g_01166
OG0001311	Prbj.g_00007	Prbi.g_01235
OG0001312	Prbj.g_00671	Prbi.g_01423
OG0001313	Prbj.g_01184	Prbi.g_01687
OG0001314	Prbj.g_00477	Prbi.g_01810
OG0001315	Prbj.g_00426	Prbi.g_01844
OG0001316	Prbj.g_01505	Prbi.g_01972
OG0001319	Prbj.g_02610	Prbi.g_00262
OG0001320	Prbj.g_02145	Prbi.g_00469
OG0001324	Prbj.g_02632	Prbi.g_01137
OG0001326	Prbj.g_00731	Prbi.g_01360
OG0001327	Prbj.g_01718	Prbi.g_01362
OG0001328	Prbj.g_01734	Prbi.g_01396
OG0001329	Prbj.g_02051	Prbi.g_01459
OG0001331	Prbj.g_00864	Prbi.g_01784
OG0001332	Prbj.g_00450	Prbi.g_01833
OG0001333	Prbj.g_00409	Prbi.g_01942
OG0001335	Prbj.g_01226	Prbi.g_02046
OG0001336	Prbj.g_01531	Prbi.g_00136
OG0001337	Prbj.g_01558	Prbi.g_00126
OG0001339	Prbj.g_01168	Prbi.g_00227
OG0001340	Prbj.g_01346	Prbi.g_00272
OG0001341	Prbj.g_01369	Prbi.g_00285
OG0001342	Prbj.g_01405	Prbi.g_00304
OG0001343	Prbj.g_00335	Prbi.g_00363
OG0001344	Prbj.g_00826	Prbi.g_00402
OG0001345	Prbj.g_00098	Prbi.g_00435
OG0001346	Prbj.g_00131	Prbi.g_00475
OG0001347	Prbj.g_01624	Prbi.g_00489
OG0001348	Prbj.g_02091	Prbi.g_00507
OG0001350	Prbj.g_02100	Prbi.g_00517
OG0001351	Prbj.g_01797	Prbi.g_00579
OG0001353	Prbj.g_00269	Prbi.g_00707
OG0001355	Prbj.g_02482	Prbi.g_00888
OG0001357	Prbj.g_02227	Prbi.g_01037
OG0001358	Prbj.g_02210	Prbi.g_01061
OG0001361	Prbj.g_02165	Prbi.g_01257
OG0001362	Prbj.g_01299	Prbi.g_01332
OG0001366	Prbj.g_00460	Prbi.g_01824
OG0001367	Prbj.g_00377, Prbj.g_00390	Prbi.g_01866
OG0001368	Prbj.g_01288	Prbi.g_02003
OG0001369	Prbj.g_02208	Prbi.g_01063
OG0001375	Prbj.g_01541	Prbi.g_00143
OG0001378	Prbj.g_01395	Prbi.g_00296
OG0001380	Prbj.g_00951	Prbi.g_00427
OG0001381	Prbj.g_01893	Prbi.g_00455
OG0001384	Prbj.g_02109	Prbi.g_00522
OG0001396	Prbj.g_02309	Prbi.g_01041
OG0001410	Prbj.g_00249	Prbi.g_01707
OG0001412	Prbj.g_02298	Prbi.g_00990
OG0001413	Prbj.g_01330, Prbj.g_00194, Prbj.g_02695, Prbj.g_00726	Prbi.g_01760, Prbi.g_01744
OG0001415	Prbj.g_00360	Prbi.g_00350
OG0001416	Prbj.g_02111	Prbi.g_00524
OG0001425	Prbj.g_02174	Prbi.g_01699
OG0001426	Prbj.g_02052	Prbi.g_02089
OG0001429	Prbj.g_02252	Prbi.g_01019
OG0001430	Prbj.g_00038	Prbi.g_01054
OG0001436	Prbj.g_01986	Prbi.g_01301
OG0001438	Prbj.g_02549	Prbi.g_00622
OG0001439	Prbj.g_02473	Prbi.g_00879
OG0001442	Prbj.g_00043	Prbi.g_01169
OG0001451	Prbj.g_02711, Prbj.g_01102	Prbi.g_01567, Prbi.g_02024
OG0001452	Prbj.g_01972	Prbi.g_02066
OG0001456	Prbj.g_01783	Prbi.g_00591
OG0001466	Prbj.g_02172	Prbi.g_01369
OG0001467	Prbj.g_01053	Prbi.g_01586
OG0001470	Prbj.g_01457	Prbi.g_00344
OG0001472	Prbj.g_00920	Prbi.g_00909
OG0001474	Prbj.g_02022	Prbi.g_00919
OG0001475	Prbj.g_01979	Prbi.g_01095
OG0001476	Prbj.g_01978	Prbi.g_01096
OG0001477	Prbj.g_01977	Prbi.g_01097
OG0001478	Prbj.g_00764	Prbi.g_01103
OG0001479	Prbj.g_00018	Prbi.g_01132
OG0001480	Prbj.g_00091	Prbi.g_01141
OG0001481	Prbj.g_00309	Prbi.g_01223
OG0001483	Prbj.g_01720	Prbi.g_01385
OG0001487	Prbj.g_02554	Prbi.g_00808
OG0001489	Prbj.g_00378	Prbi.g_00399
OG0001493	Prbj.g_02023	Prbi.g_00920
OG0001494	Prbj.g_02024	Prbi.g_00921
OG0001495	Prbj.g_02025	Prbi.g_00922
OG0001496	Prbj.g_02026	Prbi.g_00923
OG0001497	Prbj.g_02027	Prbi.g_00924
OG0001498	Prbj.g_02028	Prbi.g_00925
OG0001499	Prbj.g_02029	Prbi.g_00926
OG0001500	Prbj.g_02030	Prbi.g_00927
OG0001501	Prbj.g_02031	Prbi.g_00928
OG0001502	Prbj.g_02032	Prbi.g_00929
OG0001503	Prbj.g_02033	Prbi.g_00930
OG0001504	Prbj.g_02381	Prbi.g_00966
OG0001513	Prbj.g_00618, Prbj.g_01300	Prbi.g_00112
OG0001525	Prbj.g_01731	Prbi.g_00460
OG0001532	Prbj.g_01210	Prbi.g_00034
OG0001542	Prbj.g_01316	Prbi.g_01695
OG0001545	Prbj.g_02336	Prbi.g_00947
OG0001574	Prbj.g_00213	Prbi.g_01326
OG0001587	Prbj.g_01889	Prbi.g_01545
OG0001590	Prbj.g_01420	Prbi.g_00317
OG0001592	Prbj.g_01327	Prbi.g_00421
OG0001593	Prbj.g_02460	Prbi.g_00461
OG0001596	Prbj.g_01682	Prbi.g_00797
OG0001605	Prbj.g_01031	Prbi.g_01871
OG0001606	Prbj.g_00334	Prbi.g_00364
OG0001620	Prbj.g_01124	Prbi.g_01512
OG0001621	Prbj.g_00379	Prbi.g_00806
OG0001623	Prbj.g_00337	Prbi.g_00361
OG0001695	Prbj.g_01257	Prbi.g_01472
OG0001713	Prbj.g_01254	Prbi.g_01473
OG0001800	Prbj.g_00676	Prbi.g_01761
OG0001888	Prbj.g_00708	Prbi.g_01529
OG0001969	Prbj.g_00053, Prbj.g_00302	Prbi.g_00771
OG0002005	Prbj.g_02036	Prbi.g_01299, Prbi.g_01550
OG0002006	Prbj.g_02039	Prbi.g_01298, Prbi.g_01551
OG0002215	Prbj.g_01521	Prbi.g_01717
OG0002405	Prbj.g_02501	Prbi.g_01538
