Orthogroup	Prbn	Prav
OG0001120	Prbn.g_01850	Prav.g_00602
OG0001121	Prbn.g_01851	Prav.g_00603
OG0001122	Prbn.g_01852	Prav.g_00604
OG0001123	Prbn.g_01853	Prav.g_00605
OG0001124	Prbn.g_01854	Prav.g_00606
OG0001125	Prbn.g_01855	Prav.g_00607
OG0001126	Prbn.g_01856	Prav.g_00608
OG0001127	Prbn.g_01857	Prav.g_00609
OG0001128	Prbn.g_01858	Prav.g_00610
OG0001129	Prbn.g_01859	Prav.g_00611
OG0001130	Prbn.g_01860	Prav.g_00612
OG0001131	Prbn.g_01861	Prav.g_00613
OG0001132	Prbn.g_01862	Prav.g_00614
OG0001133	Prbn.g_01863	Prav.g_00615
OG0001134	Prbn.g_01864	Prav.g_00616
OG0001135	Prbn.g_01865	Prav.g_00617
OG0001136	Prbn.g_01866	Prav.g_00618
OG0001137	Prbn.g_01867	Prav.g_00619
OG0001138	Prbn.g_01868	Prav.g_00620
OG0001139	Prbn.g_01869	Prav.g_00621
OG0001140	Prbn.g_01870	Prav.g_00622
OG0001141	Prbn.g_01872	Prav.g_00624
OG0001142	Prbn.g_01873	Prav.g_00625
OG0001143	Prbn.g_01874	Prav.g_00626
OG0001144	Prbn.g_01876	Prav.g_00628
OG0001145	Prbn.g_01878	Prav.g_00630
OG0001146	Prbn.g_01879	Prav.g_00631
OG0001147	Prbn.g_01882	Prav.g_00633
OG0001148	Prbn.g_01883	Prav.g_00634
OG0001149	Prbn.g_01884	Prav.g_00635
OG0001150	Prbn.g_01887	Prav.g_00638
OG0001151	Prbn.g_01888	Prav.g_00639
OG0001152	Prbn.g_01889	Prav.g_00640
OG0001153	Prbn.g_01890	Prav.g_00641
OG0001154	Prbn.g_01891	Prav.g_00642
OG0001155	Prbn.g_01892	Prav.g_00643
OG0001156	Prbn.g_01893	Prav.g_00644
OG0001157	Prbn.g_01895	Prav.g_00646
OG0001158	Prbn.g_01897	Prav.g_00647
OG0001159	Prbn.g_01898	Prav.g_00648
OG0001160	Prbn.g_01899	Prav.g_00649
OG0001161	Prbn.g_01903	Prav.g_00653
OG0001162	Prbn.g_01904	Prav.g_00654
OG0001163	Prbn.g_01905	Prav.g_00655
OG0001164	Prbn.g_01906	Prav.g_00656
OG0001165	Prbn.g_01907	Prav.g_00657
OG0001166	Prbn.g_01908	Prav.g_00658
OG0001167	Prbn.g_01909	Prav.g_00659
OG0001168	Prbn.g_01911	Prav.g_00661
OG0001169	Prbn.g_01912	Prav.g_00662
OG0001170	Prbn.g_01916	Prav.g_00664
OG0001171	Prbn.g_01917	Prav.g_00665
OG0001172	Prbn.g_01918	Prav.g_00666
OG0001173	Prbn.g_01920	Prav.g_00668
OG0001174	Prbn.g_01017	Prav.g_00670
OG0001175	Prbn.g_01015	Prav.g_00672
OG0001176	Prbn.g_01013	Prav.g_00673
OG0001177	Prbn.g_01011	Prav.g_00675
OG0001178	Prbn.g_01010	Prav.g_00676
OG0001179	Prbn.g_01009	Prav.g_00677
OG0001180	Prbn.g_01008	Prav.g_00678
OG0001181	Prbn.g_01007	Prav.g_00679
OG0001182	Prbn.g_01006	Prav.g_00680
OG0001183	Prbn.g_01005	Prav.g_00681
OG0001184	Prbn.g_01004	Prav.g_00682
OG0001185	Prbn.g_01003	Prav.g_00683
OG0001186	Prbn.g_01001	Prav.g_00684
OG0001187	Prbn.g_01000	Prav.g_00685
OG0001188	Prbn.g_00999	Prav.g_00686
OG0001189	Prbn.g_00998	Prav.g_00687
OG0001190	Prbn.g_00997	Prav.g_00688
OG0001191	Prbn.g_00995	Prav.g_00690
OG0001192	Prbn.g_00993	Prav.g_00692
OG0001193	Prbn.g_00992	Prav.g_00693
OG0001194	Prbn.g_00991	Prav.g_00694
OG0001195	Prbn.g_00989	Prav.g_00695
OG0001196	Prbn.g_00987	Prav.g_00697
OG0001197	Prbn.g_00984	Prav.g_00700
OG0001198	Prbn.g_00983	Prav.g_00701
OG0001199	Prbn.g_00982	Prav.g_00702
OG0001200	Prbn.g_00981	Prav.g_00703
OG0001201	Prbn.g_00980	Prav.g_00704
OG0001202	Prbn.g_00979	Prav.g_00705
OG0001203	Prbn.g_00977	Prav.g_00707
OG0001204	Prbn.g_00975	Prav.g_00710
OG0001205	Prbn.g_00974	Prav.g_00711
OG0001206	Prbn.g_00973	Prav.g_00712
OG0001207	Prbn.g_00972	Prav.g_00713
OG0001208	Prbn.g_00971	Prav.g_00714
OG0001209	Prbn.g_00970	Prav.g_00715
OG0001210	Prbn.g_00969	Prav.g_00716
OG0001211	Prbn.g_00968	Prav.g_00717
OG0001212	Prbn.g_00967	Prav.g_00718
OG0001213	Prbn.g_00966	Prav.g_00719
OG0001214	Prbn.g_00965	Prav.g_00720
OG0001215	Prbn.g_00964	Prav.g_00721
OG0001216	Prbn.g_00963	Prav.g_00722
OG0001217	Prbn.g_00962	Prav.g_00723
OG0001218	Prbn.g_00961	Prav.g_00724
OG0001219	Prbn.g_00960	Prav.g_00725
OG0001220	Prbn.g_00959	Prav.g_00726
OG0001221	Prbn.g_00958	Prav.g_00727
OG0001222	Prbn.g_00957	Prav.g_00729
OG0001223	Prbn.g_00955	Prav.g_00731
OG0001224	Prbn.g_00953	Prav.g_00732
OG0001225	Prbn.g_00951	Prav.g_00734
OG0001226	Prbn.g_00950	Prav.g_00735
OG0001227	Prbn.g_00949	Prav.g_00736
OG0001228	Prbn.g_00948	Prav.g_00737
OG0001229	Prbn.g_00947	Prav.g_00738
OG0001230	Prbn.g_00946	Prav.g_00739
OG0001231	Prbn.g_00945	Prav.g_00740
OG0001232	Prbn.g_00943	Prav.g_00742
OG0001233	Prbn.g_00942	Prav.g_00743
OG0001234	Prbn.g_00941	Prav.g_00744
OG0001235	Prbn.g_00940	Prav.g_00745
OG0001236	Prbn.g_00939	Prav.g_00746
OG0001237	Prbn.g_00936	Prav.g_00749
OG0001238	Prbn.g_00935	Prav.g_00750
OG0001239	Prbn.g_00931	Prav.g_00753
OG0001240	Prbn.g_00930	Prav.g_00754
OG0001241	Prbn.g_00929	Prav.g_00755
OG0001242	Prbn.g_00927	Prav.g_00756
OG0001243	Prbn.g_00926	Prav.g_00757
OG0001244	Prbn.g_00925	Prav.g_00758
OG0001245	Prbn.g_00924	Prav.g_00759
OG0001246	Prbn.g_00923	Prav.g_00760
OG0001247	Prbn.g_00922	Prav.g_00761
OG0001248	Prbn.g_00921	Prav.g_00762
OG0001249	Prbn.g_00920	Prav.g_00763
OG0001250	Prbn.g_00917	Prav.g_00764
OG0001251	Prbn.g_00916	Prav.g_00765
OG0001252	Prbn.g_00915	Prav.g_00766
OG0001253	Prbn.g_00914	Prav.g_00767
OG0001254	Prbn.g_00912	Prav.g_00769
OG0001255	Prbn.g_00911	Prav.g_00770
OG0001256	Prbn.g_00908	Prav.g_00772
OG0001257	Prbn.g_00907	Prav.g_00773
OG0001258	Prbn.g_00906	Prav.g_00774
OG0001259	Prbn.g_00291	Prav.g_00776
OG0001260	Prbn.g_00292	Prav.g_00778
OG0001261	Prbn.g_00293	Prav.g_00779
OG0001262	Prbn.g_00294	Prav.g_00780
OG0001263	Prbn.g_00295	Prav.g_00781
OG0001264	Prbn.g_00296	Prav.g_00782
OG0001265	Prbn.g_00297	Prav.g_00783
OG0001266	Prbn.g_00298	Prav.g_00784
OG0001267	Prbn.g_00299	Prav.g_00785
OG0001268	Prbn.g_00300	Prav.g_00786
OG0001269	Prbn.g_01329	Prav.g_00157
OG0001270	Prbn.g_01279	Prav.g_00203
OG0001272	Prbn.g_00048	Prav.g_01927
OG0001273	Prbn.g_00104	Prav.g_01979
OG0001274	Prbn.g_00632	Prav.g_01080
OG0001275	Prbn.g_00616	Prav.g_01096
OG0001276	Prbn.g_00525	Prav.g_01186
OG0001277	Prbn.g_01456	Prav.g_00345
OG0001278	Prbn.g_01493	Prav.g_00447
OG0001279	Prbn.g_01622	Prav.g_00498
OG0001280	Prbn.g_01375	Prav.g_00909
OG0001281	Prbn.g_00476	Prav.g_00236
OG0001282	Prbn.g_01103	Prav.g_00254
OG0001283	Prbn.g_01139	Prav.g_00259
OG0001284	Prbn.g_00823	Prav.g_00006
OG0001285	Prbn.g_01171	Prav.g_00049
OG0001286	Prbn.g_01186	Prav.g_00062
OG0001288	Prbn.g_00255	Prav.g_01618
OG0001289	Prbn.g_00268	Prav.g_01629
OG0001290	Prbn.g_00467	Prav.g_01669
OG0001291	Prbn.g_00865	Prav.g_01670
OG0001292	Prbn.g_00134	Prav.g_01675
OG0001293	Prbn.g_01114	Prav.g_01691
OG0001294	Prbn.g_01354	Prav.g_01704, Prav.g_00969
OG0001295	Prbn.g_01704	Prav.g_01720
OG0001296	Prbn.g_01736	Prav.g_01753
OG0001297	Prbn.g_01740	Prav.g_01757
OG0001298	Prbn.g_01743	Prav.g_01760
OG0001299	Prbn.g_01814	Prav.g_00271
OG0001300	Prbn.g_01750	Prav.g_00296
OG0001301	Prbn.g_01016	Prav.g_00671
OG0001302	Prbn.g_00985	Prav.g_00699
OG0001303	Prbn.g_00956	Prav.g_00730
OG0001305	Prbn.g_00133	Prav.g_01386
OG0001306	Prbn.g_00676	Prav.g_01036
OG0001307	Prbn.g_00751	Prav.g_00098
OG0001308	Prbn.g_00706	Prav.g_00136
OG0001309	Prbn.g_00703	Prav.g_00139
OG0001311	Prbn.g_01328	Prav.g_00158
OG0001312	Prbn.g_01298	Prav.g_00184
OG0001313	Prbn.g_01291	Prav.g_00190
OG0001314	Prbn.g_00354	Prav.g_00839
OG0001315	Prbn.g_00306	Prav.g_01890
OG0001316	Prbn.g_00018	Prav.g_01899
OG0001317	Prbn.g_01104	Prav.g_00992
OG0001318	Prbn.g_00428	Prav.g_01235
OG0001319	Prbn.g_01126	Prav.g_00355
OG0001320	Prbn.g_01462	Prav.g_00924
OG0001321	Prbn.g_01467	Prav.g_00929
OG0001322	Prbn.g_00918	Prav.g_00244
OG0001323	Prbn.g_00954	Prav.g_00016
OG0001324	Prbn.g_00813	Prav.g_00017
OG0001325	Prbn.g_01024	Prav.g_00024
OG0001326	Prbn.g_00395	Prav.g_01853
OG0001327	Prbn.g_01214	Prav.g_01457
OG0001328	Prbn.g_00691	Prav.g_01673
OG0001330	Prbn.g_01804	Prav.g_01819
OG0001331	Prbn.g_01919	Prav.g_00667
OG0001332	Prbn.g_01276	Prav.g_00206
OG0001333	Prbn.g_00312	Prav.g_00800
OG0001334	Prbn.g_00146	Prav.g_01065
OG0001335	Prbn.g_01633	Prav.g_00227
OG0001336	Prbn.g_01937	Prav.g_00247
OG0001337	Prbn.g_00774	Prav.g_00262
OG0001338	Prbn.g_00876	Prav.g_01408
OG0001339	Prbn.g_01079	Prav.g_01443
OG0001340	Prbn.g_00909	Prav.g_01493
OG0001341	Prbn.g_00893	Prav.g_01666
OG0001342	Prbn.g_01686, Prbn.g_01718	Prav.g_01677
OG0001343	Prbn.g_01741	Prav.g_01758
OG0001344	Prbn.g_01793	Prav.g_01808
OG0001345	Prbn.g_01885	Prav.g_00636
OG0001346	Prbn.g_00994	Prav.g_00691
OG0001348	Prbn.g_01289	Prav.g_00193
OG0001349	Prbn.g_01299	Prav.g_00183
OG0001350	Prbn.g_01065	Prav.g_00211
OG0001351	Prbn.g_00350	Prav.g_00835
OG0001352	Prbn.g_00014	Prav.g_01895
OG0001353	Prbn.g_00027	Prav.g_01908
OG0001354	Prbn.g_00047	Prav.g_01926
OG0001355	Prbn.g_00110	Prav.g_01985
OG0001357	Prbn.g_00679	Prav.g_01033
OG0001358	Prbn.g_00642	Prav.g_01070
OG0001359	Prbn.g_00628	Prav.g_01084
OG0001360	Prbn.g_00605	Prav.g_01107
OG0001361	Prbn.g_00600	Prav.g_01112
OG0001362	Prbn.g_00539	Prav.g_01174
OG0001363	Prbn.g_00326	Prav.g_01308, Prav.g_01311
OG0001364	Prbn.g_01455	Prav.g_00380
OG0001365	Prbn.g_01503	Prav.g_00437
OG0001366	Prbn.g_01932	Prav.g_00481
OG0001367	Prbn.g_01390	Prav.g_00584
OG0001368	Prbn.g_01376	Prav.g_00908
OG0001369	Prbn.g_01655	Prav.g_00037
OG0001370	Prbn.g_01656	Prav.g_00038
OG0001371	Prbn.g_00416	Prav.g_01831
OG0001372	Prbn.g_00810	Prav.g_01392
OG0001373	Prbn.g_00287	Prav.g_01648
OG0001374	Prbn.g_00721	Prav.g_01504
OG0001375	Prbn.g_01783	Prav.g_01798
OG0001377	Prbn.g_00986	Prav.g_00698
OG0001378	Prbn.g_01374	Prav.g_00910
OG0001379	Prbn.g_00711	Prav.g_00132
OG0001380	Prbn.g_00709	Prav.g_00133
OG0001381	Prbn.g_01334	Prav.g_00152
OG0001382	Prbn.g_01281	Prav.g_00200
OG0001383	Prbn.g_00316	Prav.g_00804
OG0001384	Prbn.g_00023	Prav.g_01903
OG0001385	Prbn.g_00040	Prav.g_01919
OG0001386	Prbn.g_00253	Prav.g_00981
OG0001388	Prbn.g_01566	Prav.g_01383, Prav.g_01879
OG0001390	Prbn.g_00650	Prav.g_01058
OG0001392	Prbn.g_00603	Prav.g_01109
OG0001393	Prbn.g_00595	Prav.g_01117
OG0001394	Prbn.g_00842	Prav.g_01264
OG0001395	Prbn.g_01590	Prav.g_01272
OG0001396	Prbn.g_01588	Prav.g_01274
OG0001397	Prbn.g_01582	Prav.g_01280
OG0001398	Prbn.g_00859	Prav.g_00311
OG0001399	Prbn.g_01452	Prav.g_00382
OG0001400	Prbn.g_01933	Prav.g_00480
OG0001401	Prbn.g_01931	Prav.g_00482
OG0001402	Prbn.g_01616	Prav.g_00504
OG0001403	Prbn.g_01613	Prav.g_00507
OG0001404	Prbn.g_01707	Prav.g_00946
OG0001405	Prbn.g_01363	Prav.g_00918
OG0001406	Prbn.g_01475	Prav.g_00937
OG0001407	Prbn.g_01941	Prav.g_00225
OG0001408	Prbn.g_01117	Prav.g_00234
OG0001409	Prbn.g_01019	Prav.g_00241
OG0001410	Prbn.g_01174	Prav.g_00051
OG0001411	Prbn.g_00821	Prav.g_01411
OG0001412	Prbn.g_01083	Prav.g_01439
OG0001413	Prbn.g_01360	Prav.g_01464
OG0001414	Prbn.g_01241	Prav.g_01474
OG0001415	Prbn.g_00254	Prav.g_01617
OG0001416	Prbn.g_00257	Prav.g_01620
OG0001417	Prbn.g_00892	Prav.g_01667
OG0001418	Prbn.g_01666	Prav.g_01680
OG0001424	Prbn.g_01136	Prav.g_00126
OG0001426	Prbn.g_01359	Prav.g_00983
OG0001429	Prbn.g_00822	Prav.g_00358
OG0001430	Prbn.g_01446	Prav.g_00386
OG0001431	Prbn.g_01929	Prav.g_00484
OG0001432	Prbn.g_01924	Prav.g_00488
OG0001433	Prbn.g_00805	Prav.g_00231
OG0001435	Prbn.g_00889	Prav.g_02005
OG0001436	Prbn.g_01121	Prav.g_01686
OG0001437	Prbn.g_00148	Prav.g_01693
OG0001440	Prbn.g_01681	Prav.g_00991
OG0001441	Prbn.g_01408	Prav.g_00566
OG0001442	Prbn.g_01029	Prav.g_00901
OG0001443	Prbn.g_01021	Prav.g_00232
OG0001444	Prbn.g_01118	Prav.g_00235
OG0001445	Prbn.g_01153	Prav.g_01679
OG0001446	Prbn.g_01733	Prav.g_00957
OG0001449	Prbn.g_01639	Prav.g_00009
OG0001451	Prbn.g_01170	Prav.g_00048
OG0001452	Prbn.g_01209	Prav.g_01862
OG0001453	Prbn.g_01643	Prav.g_01882
OG0001454	Prbn.g_01644	Prav.g_01885
OG0001455	Prbn.g_01163	Prav.g_01886
OG0001456	Prbn.g_01637	Prav.g_01700
OG0001458	Prbn.g_00937	Prav.g_00748
OG0001459	Prbn.g_00790	Prav.g_01710
OG0001460	Prbn.g_00658	Prav.g_00986
OG0001462	Prbn.g_01138	Prav.g_01005
OG0001466	Prbn.g_01557	Prav.g_01300
OG0001467	Prbn.g_01235	Prav.g_00374
OG0001468	Prbn.g_01513	Prav.g_00429
OG0001469	Prbn.g_00472	Prav.g_00459
OG0001470	Prbn.g_01149	Prav.g_00900
OG0001471	Prbn.g_00652	Prav.g_00223
OG0001474	Prbn.g_01125	Prav.g_01403
OG0001477	Prbn.g_01699	Prav.g_01747
OG0001478	Prbn.g_01910	Prav.g_00660
OG0001479	Prbn.g_01187	Prav.g_00063
OG0001484	Prbn.g_00784	Prav.g_01021
OG0001496	Prbn.g_01090	Prav.g_01432
OG0001497	Prbn.g_00716	Prav.g_01507
OG0001498	Prbn.g_01806	Prav.g_00265
OG0001499	Prbn.g_00459	Prav.g_00286
OG0001500	Prbn.g_01601	Prav.g_00518
OG0001501	Prbn.g_00490	Prav.g_01328
OG0001503	Prbn.g_00382	Prav.g_00866
OG0001504	Prbn.g_01808	Prav.g_01011
OG0001506	Prbn.g_00136	Prav.g_00339
OG0001508	Prbn.g_01516	Prav.g_00426
OG0001524	Prbn.g_00128	Prav.g_00891
OG0001525	Prbn.g_01142	Prav.g_00249
OG0001527	Prbn.g_01710	Prav.g_01678
OG0001528	Prbn.g_00150	Prav.g_01687
OG0001536	Prbn.g_01732	Prav.g_00958
OG0001537	Prbn.g_00720	Prav.g_00267
OG0001541	Prbn.g_01926	Prav.g_00486
OG0001545	Prbn.g_01731	Prav.g_00959
OG0001550	Prbn.g_01481	Prav.g_00455
OG0001555	Prbn.g_01056	Prav.g_01503, Prav.g_01548
OG0001556	Prbn.g_00176	Prav.g_01517
OG0001560	Prbn.g_01625	Prav.g_00495
OG0001561	Prbn.g_01508	Prav.g_01365
OG0001573	Prbn.g_01040	Prav.g_01381
OG0001592	Prbn.g_00188	Prav.g_01559
OG0001593	Prbn.g_00179	Prav.g_01515
OG0001600	Prbn.g_01128	Prav.g_01744
OG0001601	Prbn.g_01236	Prav.g_01367
OG0001616	Prbn.g_01658	Prav.g_00941
OG0001621	Prbn.g_00873	Prav.g_01742
OG0001627	Prbn.g_01108	Prav.g_00109
OG0001643	Prbn.g_01053	Prav.g_01519
OG0001644	Prbn.g_00481	Prav.g_01823
OG0001645	Prbn.g_00882	Prav.g_01724
OG0001734	Prbn.g_01223	Prav.g_01543
OG0001827	Prbn.g_01682	Prav.g_01389
OG0001831	Prbn.g_00816	Prav.g_01368
OG0001834	Prbn.g_01162	Prav.g_01887
OG0001844	Prbn.g_01055	Prav.g_01556
OG0001870	Prbn.g_01238	Prav.g_01366, Prav.g_00949
OG0001876	Prbn.g_01717	Prav.g_01874, Prav.g_01723
OG0001921	Prbn.g_00872	Prav.g_01725
OG0001958	Prbn.g_01062	Prav.g_01540
OG0001959	Prbn.g_01063	Prav.g_01539
OG0001960	Prbn.g_01064	Prav.g_01538
OG0001964	Prbn.g_00779	Prav.g_01215
OG0001992	Prbn.g_01037	Prav.g_00966
OG0001993	Prbn.g_01036	Prav.g_00967
OG0001994	Prbn.g_01035	Prav.g_00968
OG0002130	Prbn.g_00778	Prav.g_01216
OG0002315	Prbn.g_01735	Prav.g_01372
