Orthogroup	Syar	Prav
OG0001137	Syar.g_01944	Prav.g_00073
OG0001138	Syar.g_01977	Prav.g_01855
OG0001139	Syar.g_01980	Prav.g_01854
OG0001140	Syar.g_01981	Prav.g_01853
OG0001141	Syar.g_01982	Prav.g_01852
OG0001142	Syar.g_01983	Prav.g_01851
OG0001143	Syar.g_01698	Prav.g_01844
OG0001144	Syar.g_01707	Prav.g_01839
OG0001145	Syar.g_02769	Prav.g_01430
OG0001146	Syar.g_02782	Prav.g_01442
OG0001147	Syar.g_01276	Prav.g_01459
OG0001148	Syar.g_01459	Prav.g_01475
OG0001149	Syar.g_01458	Prav.g_01476
OG0001150	Syar.g_01457	Prav.g_01477
OG0001151	Syar.g_01238	Prav.g_01488
OG0001152	Syar.g_01237	Prav.g_01489
OG0001153	Syar.g_01398	Prav.g_01610
OG0001154	Syar.g_01397	Prav.g_01611
OG0001155	Syar.g_01211	Prav.g_01623
OG0001156	Syar.g_01185	Prav.g_01626
OG0001157	Syar.g_01184	Prav.g_01627
OG0001158	Syar.g_01183	Prav.g_01628
OG0001159	Syar.g_01182	Prav.g_01629
OG0001160	Syar.g_02908	Prav.g_01653
OG0001161	Syar.g_00382	Prav.g_01664
OG0001162	Syar.g_03081	Prav.g_01675
OG0001163	Syar.g_02917	Prav.g_01753
OG0001164	Syar.g_02922	Prav.g_01757
OG0001165	Syar.g_02927	Prav.g_01760
OG0001166	Syar.g_02959	Prav.g_01780
OG0001167	Syar.g_02982	Prav.g_01797
OG0001168	Syar.g_02983	Prav.g_01799
OG0001169	Syar.g_02985	Prav.g_01801
OG0001170	Syar.g_02987	Prav.g_01803
OG0001171	Syar.g_02999	Prav.g_01813
OG0001172	Syar.g_00143	Prav.g_00271
OG0001173	Syar.g_00142	Prav.g_00272
OG0001174	Syar.g_00134	Prav.g_00280
OG0001175	Syar.g_00133	Prav.g_00281
OG0001176	Syar.g_01025	Prav.g_00288
OG0001177	Syar.g_01023	Prav.g_00291
OG0001178	Syar.g_02943	Prav.g_00296
OG0001179	Syar.g_01055	Prav.g_00616
OG0001181	Syar.g_01082	Prav.g_00642
OG0001182	Syar.g_01090	Prav.g_00649
OG0001183	Syar.g_01096	Prav.g_00654
OG0001184	Syar.g_00653	Prav.g_00670
OG0001185	Syar.g_00614	Prav.g_00684
OG0001186	Syar.g_00562	Prav.g_00707
OG0001187	Syar.g_00548	Prav.g_00711
OG0001188	Syar.g_00546	Prav.g_00713
OG0001189	Syar.g_00525	Prav.g_00730
OG0001190	Syar.g_00330	Prav.g_00734
OG0001191	Syar.g_00349	Prav.g_00744
OG0001192	Syar.g_00356	Prav.g_00749
OG0001193	Syar.g_00711	Prav.g_00759
OG0001194	Syar.g_00622	Prav.g_00760
OG0001195	Syar.g_00623	Prav.g_00761
OG0001196	Syar.g_00453	Prav.g_00774
OG0001197	Syar.g_00455	Prav.g_00775
OG0001198	Syar.g_00467	Prav.g_00783
OG0001199	Syar.g_03045	Prav.g_00139
OG0001200	Syar.g_03047	Prav.g_00141
OG0001201	Syar.g_03120	Prav.g_00173
OG0001202	Syar.g_00991	Prav.g_00839
OG0001203	Syar.g_03021	Prav.g_00800
OG0001204	Syar.g_00154	Prav.g_01890
OG0001205	Syar.g_02869	Prav.g_01044
OG0001207	Syar.g_01462	Prav.g_01075
OG0001208	Syar.g_01471	Prav.g_01080
OG0001211	Syar.g_02323	Prav.g_01148
OG0001212	Syar.g_02027	Prav.g_01192
OG0001213	Syar.g_02239	Prav.g_01227
OG0001214	Syar.g_02420	Prav.g_01235
OG0001215	Syar.g_00965	Prav.g_01288
OG0001216	Syar.g_01909	Prav.g_00308
OG0001217	Syar.g_02852	Prav.g_00346
OG0001218	Syar.g_01388	Prav.g_00355
OG0001219	Syar.g_02585	Prav.g_00385
OG0001222	Syar.g_02552	Prav.g_00548
OG0001223	Syar.g_02505	Prav.g_00574
OG0001224	Syar.g_01361	Prav.g_00929
OG0001225	Syar.g_01929	Prav.g_00931
OG0001226	Syar.g_03054	Prav.g_00236
OG0001227	Syar.g_02213	Prav.g_00255
OG0001230	Syar.g_02816	Prav.g_01570
OG0001231	Syar.g_00485	Prav.g_01673
OG0001232	Syar.g_02968	Prav.g_01784
OG0001233	Syar.g_02988	Prav.g_01804
OG0001235	Syar.g_01019	Prav.g_00293
OG0001236	Syar.g_00657	Prav.g_00667
OG0001237	Syar.g_00652	Prav.g_00671
OG0001238	Syar.g_00351	Prav.g_00745
OG0001239	Syar.g_03043	Prav.g_00136
OG0001240	Syar.g_03101	Prav.g_00158
OG0001241	Syar.g_03149, Syar.g_03112	Prav.g_00166
OG0001242	Syar.g_00043	Prav.g_00184
OG0001243	Syar.g_00051	Prav.g_00190
OG0001244	Syar.g_00075	Prav.g_00206
OG0001245	Syar.g_00999	Prav.g_00997
OG0001246	Syar.g_01910	Prav.g_01102
OG0001247	Syar.g_02024	Prav.g_01281
OG0001248	Syar.g_02059	Prav.g_01283
OG0001249	Syar.g_01113	Prav.g_00373
OG0001250	Syar.g_01819, Syar.g_03240	Prav.g_00437
OG0001251	Syar.g_02575	Prav.g_00484
OG0001252	Syar.g_01372	Prav.g_00924
OG0001253	Syar.g_02015	Prav.g_00256
OG0001254	Syar.g_02233	Prav.g_00035
OG0001255	Syar.g_01746	Prav.g_00049
OG0001256	Syar.g_02915	Prav.g_01666
OG0001257	Syar.g_00807, Syar.g_02468, Syar.g_02269	Prav.g_01672
OG0001258	Syar.g_02925	Prav.g_01758
OG0001259	Syar.g_02986	Prav.g_01802
OG0001260	Syar.g_03007	Prav.g_01819
OG0001262	Syar.g_00527	Prav.g_00728
OG0001263	Syar.g_00054	Prav.g_00193
OG0001265	Syar.g_00041	Prav.g_00183
OG0001266	Syar.g_00987	Prav.g_00835
OG0001267	Syar.g_00225	Prav.g_01926
OG0001268	Syar.g_01124	Prav.g_01985
OG0001269	Syar.g_00688	Prav.g_00978
OG0001270	Syar.g_01175	Prav.g_01033
OG0001271	Syar.g_01270	Prav.g_01070
OG0001272	Syar.g_01475	Prav.g_01084
OG0001273	Syar.g_02413	Prav.g_01229
OG0001274	Syar.g_00929	Prav.g_01308, Prav.g_01311
OG0001275	Syar.g_02490	Prav.g_00584
OG0001276	Syar.g_01797	Prav.g_00908
OG0001277	Syar.g_02250	Prav.g_00244
OG0001278	Syar.g_01720	Prav.g_01831
OG0001279	Syar.g_02841	Prav.g_01392
OG0001280	Syar.g_03317	Prav.g_01437
OG0001281	Syar.g_02783	Prav.g_01443
OG0001282	Syar.g_01460, Syar.g_01351	Prav.g_01474
OG0001283	Syar.g_00447	Prav.g_01493
OG0001284	Syar.g_02900	Prav.g_01648
OG0001285	Syar.g_02972	Prav.g_01787
OG0001286	Syar.g_01077	Prav.g_00636
OG0001287	Syar.g_00606	Prav.g_00691
OG0001288	Syar.g_00591	Prav.g_00700
OG0001289	Syar.g_03080	Prav.g_00152
OG0001290	Syar.g_03111	Prav.g_00165
OG0001291	Syar.g_00064	Prav.g_00200
OG0001292	Syar.g_00160	Prav.g_01895
OG0001293	Syar.g_00198	Prav.g_01908
OG0001294	Syar.g_01687	Prav.g_00995
OG0001295	Syar.g_00693	Prav.g_01065
OG0001296	Syar.g_01506	Prav.g_01107
OG0001297	Syar.g_01510	Prav.g_01112
OG0001298	Syar.g_02210	Prav.g_01174
OG0001299	Syar.g_01915	Prav.g_01264
OG0001303	Syar.g_02583	Prav.g_00946
OG0001304	Syar.g_01557	Prav.g_00918
OG0001305	Syar.g_01937	Prav.g_00937
OG0001306	Syar.g_01521	Prav.g_00051
OG0001307	Syar.g_02591	Prav.g_01456
OG0001308	Syar.g_02798	Prav.g_01588
OG0001309	Syar.g_00360	Prav.g_01670
OG0001310	Syar.g_02951	Prav.g_01773
OG0001311	Syar.g_01795	Prav.g_00910
OG0001313	Syar.g_01264	Prav.g_00971, Prav.g_01872, Prav.g_01873, Prav.g_01362, Prav.g_01373, Prav.g_00970, Prav.g_01453, Prav.g_01871
OG0001315	Syar.g_01094	Prav.g_00126
OG0001317	Syar.g_03025	Prav.g_00804
OG0001318	Syar.g_00186	Prav.g_01903
OG0001319	Syar.g_00215	Prav.g_01919
OG0001325	Syar.g_01577	Prav.g_00311
OG0001326	Syar.g_00632	Prav.g_00472
OG0001327	Syar.g_01674	Prav.g_00227
OG0001329	Syar.g_02337	Prav.g_00026
OG0001331	Syar.g_01455	Prav.g_01479
OG0001334	Syar.g_03166	Prav.g_00657
OG0001336	Syar.g_00448	Prav.g_00771
OG0001339	Syar.g_03114	Prav.g_00168
OG0001343	Syar.g_03210	Prav.g_00481
OG0001345	Syar.g_01958	Prav.g_01862
OG0001346	Syar.g_02778	Prav.g_01439
OG0001347	Syar.g_02401	Prav.g_00299
OG0001348	Syar.g_02259	Prav.g_01693
OG0001353	Syar.g_01809	Prav.g_00429
OG0001354	Syar.g_02520	Prav.g_00566
OG0001355	Syar.g_01912	Prav.g_01704, Prav.g_00969
OG0001356	Syar.g_00176	Prav.g_00957
OG0001358	Syar.g_02262	Prav.g_01218
OG0001359	Syar.g_03211	Prav.g_00482
OG0001360	Syar.g_01961	Prav.g_00257
OG0001361	Syar.g_01955	Prav.g_01865
OG0001364	Syar.g_00284	Prav.g_00660
OG0001365	Syar.g_00335	Prav.g_00738
OG0001371	Syar.g_03059	Prav.g_01277
OG0001373	Syar.g_00631	Prav.g_00471
OG0001374	Syar.g_00642	Prav.g_00479
OG0001376	Syar.g_03203, Syar.g_02600	Prav.g_00220
OG0001377	Syar.g_02599, Syar.g_03202	Prav.g_00221
OG0001378	Syar.g_01174	Prav.g_00003
OG0001379	Syar.g_02772	Prav.g_01432
OG0001382	Syar.g_02834, Syar.g_03204	Prav.g_01686
OG0001385	Syar.g_00628	Prav.g_00468
OG0001386	Syar.g_00629	Prav.g_00469
OG0001387	Syar.g_00630	Prav.g_00470
OG0001388	Syar.g_00635	Prav.g_00473
OG0001389	Syar.g_00636	Prav.g_00474
OG0001390	Syar.g_00637	Prav.g_00475
OG0001391	Syar.g_00638	Prav.g_00476
OG0001392	Syar.g_00640	Prav.g_00477
OG0001393	Syar.g_00641	Prav.g_00478
OG0001395	Syar.g_01561	Prav.g_00920
OG0001396	Syar.g_02402, Syar.g_00566	Prav.g_00300
OG0001401	Syar.g_01813	Prav.g_01365
OG0001402	Syar.g_02252	Prav.g_01328
OG0001403	Syar.g_00504	Prav.g_00098
OG0001406	Syar.g_02601	Prav.g_00219
OG0001408	Syar.g_02042	Prav.g_00239
OG0001412	Syar.g_02400	Prav.g_00298
OG0001413	Syar.g_02062, Syar.g_02063	Prav.g_01662
OG0001415	Syar.g_01553	Prav.g_00807
OG0001416	Syar.g_00433	Prav.g_01057
OG0001417	Syar.g_01885	Prav.g_01067
OG0001418	Syar.g_01546	Prav.g_01282
OG0001420	Syar.g_02680	Prav.g_00012
OG0001428	Syar.g_00108	Prav.g_00866
OG0001429	Syar.g_02582	Prav.g_00386
OG0001430	Syar.g_03306	Prav.g_01403
OG0001432	Syar.g_02064, Syar.g_02123	Prav.g_01661
OG0001433	Syar.g_00173	Prav.g_00958
OG0001434	Syar.g_02613	Prav.g_00518
OG0001435	Syar.g_01621	Prav.g_00495
OG0001437	Syar.g_01554	Prav.g_00808
OG0001438	Syar.g_00240	Prav.g_01939
OG0001439	Syar.g_00824	Prav.g_01953
OG0001441	Syar.g_02691	Prav.g_01119
OG0001442	Syar.g_02622	Prav.g_00337
OG0001443	Syar.g_00378	Prav.g_01744
OG0001447	Syar.g_00052	Prav.g_00191
OG0001449	Syar.g_01897	Prav.g_01010
OG0001450	Syar.g_00880	Prav.g_01285
OG0001452	Syar.g_00167	Prav.g_00485
OG0001453	Syar.g_02498	Prav.g_00578
OG0001454	Syar.g_02065, Syar.g_02122	Prav.g_00250
OG0001456	Syar.g_00643	Prav.g_00042
OG0001457	Syar.g_00644	Prav.g_00043
OG0001458	Syar.g_00645	Prav.g_00044
OG0001459	Syar.g_00418, Syar.g_02047	Prav.g_01377
OG0001460	Syar.g_00172	Prav.g_00959
OG0001462	Syar.g_00511	Prav.g_00102
OG0001467	Syar.g_01745	Prav.g_00374
OG0001470	Syar.g_02358, Syar.g_02369	Prav.g_01509
OG0001471	Syar.g_00830	Prav.g_01663
OG0001474	Syar.g_01125	Prav.g_01986
OG0001475	Syar.g_02370	Prav.g_01511
OG0001479	Syar.g_01122	Prav.g_01983
OG0001480	Syar.g_02013	Prav.g_00988
OG0001482	Syar.g_02511	Prav.g_01055
OG0001486	Syar.g_01537	Prav.g_00063
OG0001492	Syar.g_01717	Prav.g_01834
OG0001493	Syar.g_01725	Prav.g_01826
OG0001495	Syar.g_01022	Prav.g_00290
OG0001504	Syar.g_02046	Prav.g_01378
OG0001507	Syar.g_03257, Syar.g_01540	Prav.g_01722
OG0001508	Syar.g_02372	Prav.g_01508
OG0001525	Syar.g_01315	Prav.g_01678
OG0001528	Syar.g_02371	Prav.g_01510
OG0001546	Syar.g_03276, Syar.g_02688	Prav.g_01122
OG0001549	Syar.g_02838	Prav.g_00455
OG0001554	Syar.g_00327	Prav.g_01668
OG0001555	Syar.g_01689	Prav.g_01683
OG0001556	Syar.g_00177	Prav.g_00963
OG0001558	Syar.g_00488	Prav.g_01353
OG0001565	Syar.g_03069	Prav.g_01021
OG0001587	Syar.g_03010	Prav.g_00265
OG0001613	Syar.g_01093	Prav.g_00652
OG0001625	Syar.g_00192	Prav.g_01905
OG0001627	Syar.g_01215	Prav.g_00351
OG0001652	Syar.g_00486	Prav.g_01351
OG0001671	Syar.g_00943, Syar.g_03173	Prav.g_01358
OG0001737	Syar.g_00855	Prav.g_01364
OG0001745	Syar.g_02010	Prav.g_01660
OG0001749	Syar.g_00264	Prav.g_01554
OG0001842	Syar.g_02270	Prav.g_00966
OG0001930	Syar.g_02271	Prav.g_00967
OG0001931	Syar.g_02272	Prav.g_00968
OG0001991	Syar.g_01636	Prav.g_01343
OG0002015	Syar.g_00280	Prav.g_01525
OG0002244	Syar.g_01824	Prav.g_01721
OG0002364	Syar.g_02581	Prav.g_00387
OG0002700	Syar.g_01979	Prav.g_01723
OG0002730	Syar.g_01595	Prav.g_01370
OG0002767	Syar.g_03172	Prav.g_00209
OG0002895	Syar.g_00760	Prav.g_01371
