Orthogroup	Prad	Prbm
OG0001099	Prad.g_00256	Prbm.g_00914
OG0001100	Prad.g_00252	Prbm.g_00921
OG0001101	Prad.g_00250	Prbm.g_00923
OG0001102	Prad.g_00248	Prbm.g_00926
OG0001103	Prad.g_00246	Prbm.g_00928
OG0001104	Prad.g_00223	Prbm.g_00794
OG0001105	Prad.g_00219	Prbm.g_00798
OG0001106	Prad.g_00195	Prbm.g_00976
OG0001107	Prad.g_00188	Prbm.g_00986
OG0001108	Prad.g_00184	Prbm.g_00990
OG0001109	Prad.g_00183	Prbm.g_00991
OG0001110	Prad.g_00181	Prbm.g_00993
OG0001111	Prad.g_00180	Prbm.g_00994
OG0001112	Prad.g_00179	Prbm.g_00995
OG0001113	Prad.g_00178	Prbm.g_00996
OG0001114	Prad.g_00177	Prbm.g_00997
OG0001115	Prad.g_00175	Prbm.g_00999
OG0001116	Prad.g_00174	Prbm.g_01000
OG0001117	Prad.g_00173	Prbm.g_01001
OG0001118	Prad.g_00172	Prbm.g_01002
OG0001119	Prad.g_00171	Prbm.g_01003
OG0001120	Prad.g_00169	Prbm.g_01004
OG0001121	Prad.g_01991, Prad.g_00166	Prbm.g_01648
OG0001122	Prad.g_00141	Prbm.g_01033
OG0001123	Prad.g_00137	Prbm.g_01037
OG0001124	Prad.g_00135	Prbm.g_01039
OG0001125	Prad.g_00134	Prbm.g_01041
OG0001126	Prad.g_01030	Prbm.g_01052
OG0001127	Prad.g_01029	Prbm.g_01053
OG0001128	Prad.g_01026	Prbm.g_01056
OG0001129	Prad.g_01025	Prbm.g_01057
OG0001130	Prad.g_01024	Prbm.g_01058
OG0001131	Prad.g_00990	Prbm.g_00894
OG0001132	Prad.g_00981	Prbm.g_01103
OG0001133	Prad.g_00655	Prbm.g_01079
OG0001134	Prad.g_01989	Prbm.g_01910
OG0001135	Prad.g_01526	Prbm.g_01913
OG0001136	Prad.g_01499	Prbm.g_01552
OG0001137	Prad.g_01488	Prbm.g_01539
OG0001138	Prad.g_01469	Prbm.g_01518
OG0001139	Prad.g_01468	Prbm.g_01516
OG0001140	Prad.g_01467	Prbm.g_01515
OG0001141	Prad.g_01466	Prbm.g_01514
OG0001142	Prad.g_01465	Prbm.g_01513
OG0001143	Prad.g_01458	Prbm.g_01506
OG0001144	Prad.g_01453	Prbm.g_01501
OG0001145	Prad.g_00362	Prbm.g_01603
OG0001146	Prad.g_00624	Prbm.g_01615
OG0001147	Prad.g_00608	Prbm.g_01634
OG0001148	Prad.g_00592	Prbm.g_01662
OG0001149	Prad.g_00591	Prbm.g_01663
OG0001150	Prad.g_00590	Prbm.g_01664
OG0001151	Prad.g_00579	Prbm.g_01675
OG0001152	Prad.g_00578	Prbm.g_01676
OG0001153	Prad.g_00482	Prbm.g_01740
OG0001154	Prad.g_00481	Prbm.g_01741
OG0001155	Prad.g_00469	Prbm.g_01757
OG0001156	Prad.g_00466	Prbm.g_01760
OG0001157	Prad.g_00465	Prbm.g_01761
OG0001158	Prad.g_00464	Prbm.g_01762
OG0001159	Prad.g_00463	Prbm.g_01763
OG0001160	Prad.g_00439	Prbm.g_01789
OG0001161	Prad.g_00426	Prbm.g_01586
OG0001162	Prad.g_00415	Prbm.g_01801
OG0001163	Prad.g_00949	Prbm.g_01833
OG0001164	Prad.g_00945	Prbm.g_01837
OG0001165	Prad.g_00942	Prbm.g_01840
OG0001166	Prad.g_00922	Prbm.g_01858
OG0001167	Prad.g_00905	Prbm.g_01876
OG0001168	Prad.g_00903	Prbm.g_01877
OG0001169	Prad.g_00901	Prbm.g_01879
OG0001170	Prad.g_00899	Prbm.g_01881
OG0001171	Prad.g_00889	Prbm.g_01891
OG0001172	Prad.g_00876	Prbm.g_01952
OG0001173	Prad.g_00875	Prbm.g_01953
OG0001174	Prad.g_00867	Prbm.g_01961
OG0001175	Prad.g_00866	Prbm.g_01962
OG0001176	Prad.g_00859	Prbm.g_01974
OG0001177	Prad.g_00856	Prbm.g_01972
OG0001178	Prad.g_00851	Prbm.g_01345
OG0001179	Prad.g_00823	Prbm.g_02016
OG0001180	Prad.g_00801	Prbm.g_02039
OG0001181	Prad.g_00797	Prbm.g_02043
OG0001182	Prad.g_00790	Prbm.g_02052
OG0001183	Prad.g_00786	Prbm.g_02058
OG0001184	Prad.g_00770	Prbm.g_02074
OG0001185	Prad.g_01636	Prbm.g_02089
OG0001186	Prad.g_01614	Prbm.g_02140
OG0001187	Prad.g_01610	Prbm.g_02145
OG0001188	Prad.g_01608	Prbm.g_02147
OG0001189	Prad.g_01591	Prbm.g_02164
OG0001190	Prad.g_01587	Prbm.g_02169
OG0001191	Prad.g_01577	Prbm.g_02179
OG0001192	Prad.g_01572	Prbm.g_02184
OG0001193	Prad.g_01562	Prbm.g_02197
OG0001194	Prad.g_01561	Prbm.g_02198
OG0001195	Prad.g_01560	Prbm.g_02199
OG0001196	Prad.g_01547	Prbm.g_02219
OG0001197	Prad.g_01546	Prbm.g_02221
OG0001198	Prad.g_01539	Prbm.g_02230
OG0001199	Prad.g_01919	Prbm.g_00131
OG0001200	Prad.g_01917	Prbm.g_00133
OG0001201	Prad.g_01885	Prbm.g_00165
OG0001202	Prad.g_01792	Prbm.g_00259
OG0001203	Prad.g_01753	Prbm.g_00298
OG0001204	Prad.g_01748	Prbm.g_00304
OG0001205	Prad.g_00062	Prbm.g_00455
OG0001206	Prad.g_00044	Prbm.g_00491
OG0001207	Prad.g_00030	Prbm.g_00502
OG0001208	Prad.g_00025	Prbm.g_00508
OG0001209	Prad.g_00094	Prbm.g_00568
OG0001210	Prad.g_01330	Prbm.g_00573
OG0001211	Prad.g_01340	Prbm.g_00583
OG0001212	Prad.g_01385	Prbm.g_00626
OG0001213	Prad.g_01418	Prbm.g_00660
OG0001214	Prad.g_01426	Prbm.g_00668
OG0001215	Prad.g_01264	Prbm.g_00727
OG0001216	Prad.g_01051	Prbm.g_00744
OG0001217	Prad.g_01092	Prbm.g_00111
OG0001218	Prad.g_01100	Prbm.g_00785
OG0001219	Prad.g_01134	Prbm.g_00957
OG0001220	Prad.g_00296	Prbm.g_00867
OG0001221	Prad.g_00234	Prbm.g_00941
OG0001222	Prad.g_00194	Prbm.g_00889
OG0001223	Prad.g_00168	Prbm.g_01005
OG0001224	Prad.g_01022	Prbm.g_01060
OG0001225	Prad.g_01020	Prbm.g_01062
OG0001226	Prad.g_00995	Prbm.g_01945
OG0001227	Prad.g_00978	Prbm.g_01085
OG0001228	Prad.g_01450	Prbm.g_01498
OG0001229	Prad.g_00596	Prbm.g_01176
OG0001230	Prad.g_00523	Prbm.g_01701
OG0001231	Prad.g_00417	Prbm.g_00789
OG0001232	Prad.g_00918	Prbm.g_01862
OG0001233	Prad.g_00898	Prbm.g_01882
OG0001234	Prad.g_00864	Prbm.g_01964
OG0001235	Prad.g_00854	Prbm.g_01968
OG0001236	Prad.g_00773	Prbm.g_02071
OG0001237	Prad.g_00769	Prbm.g_02075
OG0001238	Prad.g_01576	Prbm.g_02180
OG0001239	Prad.g_01922	Prbm.g_00128
OG0001240	Prad.g_01900	Prbm.g_00150
OG0001241	Prad.g_01892	Prbm.g_00159
OG0001242	Prad.g_01874	Prbm.g_00178
OG0001243	Prad.g_01868	Prbm.g_00185
OG0001244	Prad.g_01852	Prbm.g_00201
OG0001245	Prad.g_00729	Prbm.g_01353
OG0001246	Prad.g_00125	Prbm.g_00538
OG0001247	Prad.g_01257	Prbm.g_00719
OG0001248	Prad.g_01259	Prbm.g_00722
OG0001249	Prad.g_01123	Prbm.g_00395
OG0001251	Prad.g_00259	Prbm.g_01937
OG0001252	Prad.g_01027	Prbm.g_01055
OG0001253	Prad.g_00977	Prbm.g_01806
OG0001254	Prad.g_01987	Prbm.g_01912
OG0001255	Prad.g_01512	Prbm.g_01566
OG0001256	Prad.g_00424	Prbm.g_01797
OG0001257	Prad.g_00418	Prbm.g_01802
OG0001258	Prad.g_00944	Prbm.g_01838
OG0001259	Prad.g_00900	Prbm.g_01880
OG0001260	Prad.g_00883	Prbm.g_01897
OG0001261	Prad.g_00815	Prbm.g_02024
OG0001262	Prad.g_01593	Prbm.g_02162
OG0001263	Prad.g_01865	Prbm.g_00188
OG0001264	Prad.g_01995	Prbm.g_00528, Prbm.g_00529, Prbm.g_00530, Prbm.g_00036, Prbm.g_01982, Prbm.g_01828, Prbm.g_01595, Prbm.g_01985, Prbm.g_00532, Prbm.g_01289, Prbm.g_01287
OG0001269	Prad.g_00752	Prbm.g_00866
OG0001273	Prad.g_01420	Prbm.g_00662
OG0001277	Prad.g_00988	Prbm.g_02207
OG0001279	Prad.g_01216	Prbm.g_01171
OG0001280	Prad.g_00629	Prbm.g_01610
OG0001282	Prad.g_00593	Prbm.g_01661
OG0001283	Prad.g_00574	Prbm.g_02215
OG0001284	Prad.g_00444	Prbm.g_01783
OG0001285	Prad.g_00915	Prbm.g_01865
OG0001286	Prad.g_00803	Prbm.g_02037
OG0001287	Prad.g_01629	Prbm.g_02096
OG0001288	Prad.g_01621	Prbm.g_02106
OG0001289	Prad.g_01906	Prbm.g_00144
OG0001290	Prad.g_01893	Prbm.g_00158
OG0001294	Prad.g_00731	Prbm.g_01584, Prbm.g_01649
OG0001295	Prad.g_00039	Prbm.g_01574
OG0001296	Prad.g_00120	Prbm.g_00543
OG0001297	Prad.g_00115	Prbm.g_00548
OG0001299	Prad.g_01240	Prbm.g_00698
OG0001300	Prad.g_01267	Prbm.g_00731
OG0001301	Prad.g_01270	Prbm.g_00733
OG0001302	Prad.g_01132	Prbm.g_00955
OG0001303	Prad.g_00154	Prbm.g_01273
OG0001304	Prad.g_01034	Prbm.g_01046
OG0001305	Prad.g_01014	Prbm.g_00884
OG0001306	Prad.g_01510	Prbm.g_01564
OG0001307	Prad.g_00611	Prbm.g_01594, Prbm.g_01631
OG0001308	Prad.g_00505	Prbm.g_01720
OG0001309	Prad.g_00420	Prbm.g_00552
OG0001310	Prad.g_00929	Prbm.g_01852
OG0001312	Prad.g_00205	Prbm.g_00966
OG0001315	Prad.g_01932	Prbm.g_02056
OG0001316	Prad.g_01853	Prbm.g_00199
OG0001317	Prad.g_01757	Prbm.g_00294
OG0001318	Prad.g_01735	Prbm.g_00316
OG0001320	Prad.g_00951, Prad.g_00728	Prbm.g_01415, Prbm.g_01164
OG0001321	Prad.g_00056	Prbm.g_00461
OG0001322	Prad.g_00055	Prbm.g_00462
OG0001324	Prad.g_01268	Prbm.g_00732
OG0001325	Prad.g_01054	Prbm.g_00747
OG0001326	Prad.g_00271	Prbm.g_01929
OG0001327	Prad.g_01003	Prbm.g_00918
OG0001328	Prad.g_00979	Prbm.g_00937
OG0001329	Prad.g_00663	Prbm.g_01805
OG0001330	Prad.g_00340	Prbm.g_01604
OG0001331	Prad.g_00588	Prbm.g_01666
OG0001332	Prad.g_00471	Prbm.g_01755
OG0001334	Prad.g_00783	Prbm.g_02061
OG0001335	Prad.g_00782	Prbm.g_02062
OG0001336	Prad.g_01550	Prbm.g_02216
OG0001339	Prad.g_01890	Prbm.g_00161
OG0001340	Prad.g_01663	Prbm.g_00388
OG0001341	Prad.g_01090	Prbm.g_00091
OG0001342	Prad.g_01127	Prbm.g_01262, Prbm.g_01017, Prbm.g_01016, Prbm.g_01091
OG0001343	Prad.g_00262	Prbm.g_00909
OG0001344	Prad.g_01492	Prbm.g_01544
OG0001345	Prad.g_01477	Prbm.g_01528
OG0001346	Prad.g_00627	Prbm.g_01612
OG0001347	Prad.g_01978	Prbm.g_02118
OG0001348	Prad.g_00395	Prbm.g_01122
OG0001350	Prad.g_01754, Prad.g_00965	Prbm.g_00297
OG0001351	Prad.g_00053	Prbm.g_00481
OG0001352	Prad.g_01254	Prbm.g_00714
OG0001355	Prad.g_00384	Prbm.g_01804
OG0001359	Prad.g_00261	Prbm.g_00910
OG0001360	Prad.g_00976	Prbm.g_01526
OG0001362	Prad.g_00501	Prbm.g_01724
OG0001363	Prad.g_00499	Prbm.g_00487
OG0001365	Prad.g_01583	Prbm.g_02173
OG0001369	Prad.g_01901	Prbm.g_00149
OG0001370	Prad.g_00047	Prbm.g_01208
OG0001371	Prad.g_01253	Prbm.g_00713
OG0001373	Prad.g_00272	Prbm.g_01928
OG0001374	Prad.g_00264	Prbm.g_01936
OG0001375	Prad.g_00263	Prbm.g_00908
OG0001376	Prad.g_01009	Prbm.g_00896
OG0001377	Prad.g_01008	Prbm.g_00897
OG0001378	Prad.g_00634	Prbm.g_00443
OG0001380	Prad.g_00606	Prbm.g_01573
OG0001381	Prad.g_00600	Prbm.g_01658
OG0001384	Prad.g_01078, Prad.g_00427	Prbm.g_01124, Prbm.g_01110, Prbm.g_01445, Prbm.g_01461
OG0001385	Prad.g_00275	Prbm.g_01925
OG0001386	Prad.g_00274	Prbm.g_01926
OG0001387	Prad.g_00273	Prbm.g_01927
OG0001388	Prad.g_00270	Prbm.g_01930
OG0001389	Prad.g_00269	Prbm.g_01931
OG0001390	Prad.g_00268	Prbm.g_01932
OG0001391	Prad.g_00267	Prbm.g_01933
OG0001392	Prad.g_00266	Prbm.g_01934
OG0001393	Prad.g_00265	Prbm.g_01935
OG0001394	Prad.g_00230	Prbm.g_00945
OG0001395	Prad.g_01032	Prbm.g_01049
OG0001396	Prad.g_01977	Prbm.g_02119
OG0001397	Prad.g_00500	Prbm.g_01725
OG0001399	Prad.g_00862	Prbm.g_00080
OG0001401	Prad.g_01046	Prbm.g_01225, Prbm.g_00851
OG0001403	Prad.g_01956	Prbm.g_00030
OG0001404	Prad.g_01925	Prbm.g_00125
OG0001405	Prad.g_01665	Prbm.g_00381
OG0001406	Prad.g_01010	Prbm.g_00895
OG0001407	Prad.g_00997	Prbm.g_00900
OG0001408	Prad.g_00992	Prbm.g_00104
OG0001409	Prad.g_01489	Prbm.g_01540
OG0001410	Prad.g_00610	Prbm.g_01632
OG0001412	Prad.g_01979	Prbm.g_02117
OG0001413	Prad.g_00429	Prbm.g_00790
OG0001414	Prad.g_01762	Prbm.g_00288
OG0001415	Prad.g_01760	Prbm.g_00290
OG0001417	Prad.g_00037	Prbm.g_01583
OG0001418	Prad.g_01258	Prbm.g_00720
OG0001419	Prad.g_00996	Prbm.g_00781
OG0001420	Prad.g_00643	Prbm.g_01159
OG0001421	Prad.g_00423	Prbm.g_01798
OG0001422	Prad.g_00397	Prbm.g_01080
OG0001424	Prad.g_00258	Prbm.g_01482
OG0001425	Prad.g_01573	Prbm.g_02183
OG0001428	Prad.g_01819	Prbm.g_00231
OG0001429	Prad.g_01135	Prbm.g_00958
OG0001430	Prad.g_00334	Prbm.g_00898
OG0001431	Prad.g_00338	Prbm.g_01181
OG0001432	Prad.g_00431	Prbm.g_01027
OG0001434	Prad.g_00225	Prbm.g_00949
OG0001437	Prad.g_01761	Prbm.g_00289
OG0001439	Prad.g_01684	Prbm.g_00363
OG0001440	Prad.g_00697	Prbm.g_01351
OG0001441	Prad.g_00108	Prbm.g_00555
OG0001442	Prad.g_01081	Prbm.g_01690
OG0001446	Prad.g_01914	Prbm.g_00136
OG0001447	Prad.g_01867	Prbm.g_00186
OG0001450	Prad.g_01261	Prbm.g_00724
OG0001451	Prad.g_00287	Prbm.g_00878
OG0001453	Prad.g_00164	Prbm.g_01008
OG0001454	Prad.g_00983	Prbm.g_01346
OG0001455	Prad.g_00657	Prbm.g_00048
OG0001456	Prad.g_01519	Prbm.g_01592
OG0001457	Prad.g_01518	Prbm.g_01591
OG0001458	Prad.g_01517	Prbm.g_01590
OG0001459	Prad.g_00323	Prbm.g_01438
OG0001463	Prad.g_01705	Prbm.g_00343
OG0001464	Prad.g_01662	Prbm.g_00768
OG0001466	Prad.g_01080, Prad.g_01300	Prbm.g_01186
OG0001467	Prad.g_01124	Prbm.g_00117
OG0001468	Prad.g_01005	Prbm.g_00907
OG0001471	Prad.g_00428	Prbm.g_01585
OG0001472	Prad.g_00421	Prbm.g_00893
OG0001473	Prad.g_01613	Prbm.g_01645
OG0001474	Prad.g_01651	Prbm.g_00405
OG0001480	Prad.g_00741	Prbm.g_01189
OG0001481	Prad.g_00736	Prbm.g_01071
OG0001482	Prad.g_00050	Prbm.g_01083
OG0001483	Prad.g_01983	Prbm.g_00434, Prbm.g_01118, Prbm.g_01230, Prbm.g_01383, Prbm.g_01809, Prbm.g_01405
OG0001484	Prad.g_00348	Prbm.g_01315
OG0001485	Prad.g_00383	Prbm.g_01182
OG0001486	Prad.g_01498	Prbm.g_01551
OG0001487	Prad.g_00573	Prbm.g_01748
OG0001490	Prad.g_00675	Prbm.g_01170
OG0001491	Prad.g_01130	Prbm.g_00950
OG0001495	Prad.g_00857	Prbm.g_01971
OG0001499	Prad.g_01933	Prbm.g_00113
OG0001500	Prad.g_01728	Prbm.g_00321
OG0001501	Prad.g_01279	Prbm.g_01326
OG0001503	Prad.g_01522	Prbm.g_01123
OG0001504	Prad.g_00324	Prbm.g_01439
OG0001506	Prad.g_00473	Prbm.g_01752
OG0001507	Prad.g_00368	Prbm.g_01157
OG0001520	Prad.g_00710	Prbm.g_00467
OG0001521	Prad.g_01091	Prbm.g_01023, Prbm.g_01479
OG0001522	Prad.g_01179	Prbm.g_00847
OG0001523	Prad.g_01525	Prbm.g_01915
OG0001524	Prad.g_01524	Prbm.g_01916
OG0001525	Prad.g_00412	Prbm.g_00086
OG0001526	Prad.g_00376	Prbm.g_00952
OG0001548	Prad.g_01121	Prbm.g_01100
OG0001550	Prad.g_00660	Prbm.g_01314
OG0001551	Prad.g_01520	Prbm.g_01922
OG0001552	Prad.g_00074	Prbm.g_01918
OG0001553	Prad.g_00518	Prbm.g_01707
OG0001555	Prad.g_00407	Prbm.g_01826
OG0001558	Prad.g_01042	Prbm.g_01221, Prbm.g_01282
OG0001566	Prad.g_01250	Prbm.g_00710
OG0001569	Prad.g_00971	Prbm.g_01311
OG0001570	Prad.g_00646, Prad.g_01295	Prbm.g_01241, Prbm.g_01240
OG0001571	Prad.g_00653	Prbm.g_01388
OG0001581	Prad.g_01847	Prbm.g_01098
OG0001584	Prad.g_00213	Prbm.g_00804
OG0001585	Prad.g_00316	Prbm.g_01370, Prbm.g_01458
OG0001595	Prad.g_01926	Prbm.g_00124
OG0001596	Prad.g_01918	Prbm.g_00132
OG0001597	Prad.g_00748	Prbm.g_01749
OG0001598	Prad.g_01980	Prbm.g_01067
OG0001599	Prad.g_00046	Prbm.g_00489
OG0001600	Prad.g_00118	Prbm.g_00545
OG0001601	Prad.g_01248	Prbm.g_00708
OG0001603	Prad.g_01131	Prbm.g_00954
OG0001604	Prad.g_00237	Prbm.g_00938
OG0001606	Prad.g_01320	Prbm.g_01135
OG0001607	Prad.g_01523	Prbm.g_01196
OG0001608	Prad.g_00603	Prbm.g_01112
OG0001609	Prad.g_00475	Prbm.g_01750
OG0001610	Prad.g_00472	Prbm.g_01754
OG0001611	Prad.g_00409	Prbm.g_01137
OG0001613	Prad.g_00788	Prbm.g_02055
OG0001626	Prad.g_01089	Prbm.g_01339
OG0001629	Prad.g_01103	Prbm.g_01155
OG0001630	Prad.g_00255	Prbm.g_00915
OG0001631	Prad.g_01000	Prbm.g_00770
OG0001632	Prad.g_00312	Prbm.g_01162
OG0001633	Prad.g_00597	Prbm.g_01946
OG0001648	Prad.g_00737	Prbm.g_01819
OG0001649	Prad.g_00999	Prbm.g_00899
OG0001651	Prad.g_00411	Prbm.g_01109
OG0001652	Prad.g_01040	Prbm.g_01219
OG0001661	Prad.g_01191	Prbm.g_01108
OG0001662	Prad.g_00640	Prbm.g_01286
OG0001663	Prad.g_01513	Prbm.g_01567
OG0001664	Prad.g_01202	Prbm.g_01655
OG0001665	Prad.g_01205	Prbm.g_01657
OG0001667	Prad.g_00343	Prbm.g_01180
OG0001671	Prad.g_01322	Prbm.g_01212
OG0001684	Prad.g_01378	Prbm.g_00396
OG0001688	Prad.g_01001	Prbm.g_01018, Prbm.g_01481
OG0001696	Prad.g_00286	Prbm.g_00879
OG0001697	Prad.g_00277	Prbm.g_00953
OG0001698	Prad.g_01002	Prbm.g_01686
OG0001699	Prad.g_01318, Prad.g_01985	Prbm.g_00486
OG0001706	Prad.g_01189	Prbm.g_01347
OG0001708	Prad.g_01514	Prbm.g_01568
OG0001710	Prad.g_00861	Prbm.g_00079
OG0001718	Prad.g_00747	Prbm.g_01136
OG0001719	Prad.g_00720	Prbm.g_01332
OG0001721	Prad.g_01094	Prbm.g_01811
OG0001723	Prad.g_01217	Prbm.g_01815
OG0001724	Prad.g_01194	Prbm.g_01362, Prbm.g_01367
OG0001725	Prad.g_00722	Prbm.g_01285
OG0001727	Prad.g_00075, Prad.g_00962	Prbm.g_01250
OG0001742	Prad.g_00733	Prbm.g_01316
OG0001743	Prad.g_00638	Prbm.g_01380
OG0001744	Prad.g_00356	Prbm.g_01327
OG0001746	Prad.g_00082	Prbm.g_01184
OG0001748	Prad.g_01323	Prbm.g_01213
OG0001772	Prad.g_00700	Prbm.g_01317
OG0001773	Prad.g_00405	Prbm.g_01242
OG0001774	Prad.g_01251	Prbm.g_00711
OG0001775	Prad.g_00994	Prbm.g_00112
OG0001776	Prad.g_00636	Prbm.g_01092
OG0001778	Prad.g_00337	Prbm.g_01628
OG0001779	Prad.g_00357	Prbm.g_01201
OG0001781	Prad.g_00396	Prbm.g_01028, Prbm.g_01323
OG0001819	Prad.g_00712	Prbm.g_01074
OG0001820	Prad.g_01073, Prad.g_01084	Prbm.g_01193
OG0001821	Prad.g_01095	Prbm.g_01166
OG0001822	Prad.g_01113	Prbm.g_01024
OG0001823	Prad.g_00284	Prbm.g_01255
OG0001824	Prad.g_00147	Prbm.g_00775
OG0001825	Prad.g_00993	Prbm.g_01068
OG0001826	Prad.g_00991	Prbm.g_00782
OG0001827	Prad.g_00989	Prbm.g_01082
OG0001828	Prad.g_00633	Prbm.g_00105
OG0001829	Prad.g_00637	Prbm.g_01154
OG0001830	Prad.g_00656	Prbm.g_01188
OG0001831	Prad.g_01990	Prbm.g_01097
OG0001832	Prad.g_00331	Prbm.g_01252
OG0001833	Prad.g_00595	Prbm.g_01659
OG0001835	Prad.g_01209	Prbm.g_01306
OG0001837	Prad.g_01324	Prbm.g_01214
OG0001920	Prad.g_01280	Prbm.g_01350
OG0001982	Prad.g_00742	Prbm.g_01818
OG0002028	Prad.g_00152	Prbm.g_00786
OG0002062	Prad.g_00695	Prbm.g_01342, Prbm.g_01440
OG0002063	Prad.g_00694	Prbm.g_01468
OG0002147	Prad.g_01281	Prbm.g_01361
OG0002267	Prad.g_00325	Prbm.g_01398
OG0002276	Prad.g_00084	Prbm.g_01599
OG0002276	Prad.g_00085	Prbm.g_01223
OG0002319	Prad.g_00684	Prbm.g_01652
OG0002325	Prad.g_00346	Prbm.g_01319
OG0002327	Prad.g_00382	Prbm.g_01249
OG0002372	Prad.g_00402	Prbm.g_01917
OG0002428	Prad.g_00709	Prbm.g_01472
OG0002484	Prad.g_00681	Prbm.g_00037
OG0002626	Prad.g_00961	Prbm.g_00471
OG0002629	Prad.g_01211, Prad.g_00953	Prbm.g_01416, Prbm.g_01304
OG0002698	Prad.g_01315	Prbm.g_01807
OG0002902	Prad.g_01201	Prbm.g_00038
OG0003370	Prad.g_01043	Prbm.g_01222
OG0003371	Prad.g_01325	Prbm.g_01215
OG0003372	Prad.g_01327	Prbm.g_01217
OG0003659	Prad.g_01044	Prbm.g_01224
OG0005385	Prad.g_01319	Prbm.g_01226
