Orthogroup	Praj	Praq
OG0001152	Praj.g_01960	Praq.g_00872
OG0001153	Praj.g_01961	Praq.g_00871
OG0001154	Praj.g_01962	Praq.g_00870
OG0001155	Praj.g_01963	Praq.g_00869
OG0001156	Praj.g_01964	Praq.g_00868
OG0001157	Praj.g_01966	Praq.g_00866
OG0001158	Praj.g_01968	Praq.g_00865
OG0001159	Praj.g_01969	Praq.g_00864
OG0001160	Praj.g_01970	Praq.g_00863
OG0001161	Praj.g_01975	Praq.g_00727
OG0001162	Praj.g_01976	Praq.g_00728
OG0001163	Praj.g_01977	Praq.g_00729
OG0001164	Praj.g_01978	Praq.g_00730
OG0001165	Praj.g_01979	Praq.g_00731
OG0001166	Praj.g_01980	Praq.g_00732
OG0001167	Praj.g_01981	Praq.g_00733
OG0001168	Praj.g_01982	Praq.g_00735
OG0001169	Praj.g_01983	Praq.g_00736
OG0001170	Praj.g_01986	Praq.g_00738
OG0001171	Praj.g_01987	Praq.g_00739
OG0001172	Praj.g_01988	Praq.g_00740
OG0001173	Praj.g_01990	Praq.g_00742
OG0001174	Praj.g_01992	Praq.g_00744
OG0001175	Praj.g_01994	Praq.g_00746
OG0001176	Praj.g_01996	Praq.g_00747
OG0001177	Praj.g_01998	Praq.g_00749
OG0001178	Praj.g_01999	Praq.g_00750
OG0001179	Praj.g_02000	Praq.g_00751
OG0001180	Praj.g_02001	Praq.g_00752
OG0001181	Praj.g_02002	Praq.g_00753
OG0001182	Praj.g_02003	Praq.g_00754
OG0001183	Praj.g_02004	Praq.g_00755
OG0001184	Praj.g_02005	Praq.g_00756
OG0001185	Praj.g_02006	Praq.g_00757
OG0001186	Praj.g_02007	Praq.g_00758
OG0001187	Praj.g_02008	Praq.g_00759
OG0001188	Praj.g_02009	Praq.g_00760
OG0001189	Praj.g_02010	Praq.g_00761
OG0001190	Praj.g_02011	Praq.g_00762
OG0001191	Praj.g_02013	Praq.g_00764
OG0001192	Praj.g_02015	Praq.g_00766
OG0001193	Praj.g_02016	Praq.g_00767
OG0001194	Praj.g_02017	Praq.g_00768
OG0001195	Praj.g_02019	Praq.g_00769
OG0001196	Praj.g_02021	Praq.g_00771
OG0001197	Praj.g_02025	Praq.g_00773
OG0001198	Praj.g_02026	Praq.g_00774
OG0001199	Praj.g_02027	Praq.g_00679
OG0001200	Praj.g_02028	Praq.g_00680
OG0001201	Praj.g_02030	Praq.g_00681
OG0001202	Praj.g_02031	Praq.g_00682
OG0001203	Praj.g_02046	Praq.g_00684
OG0001204	Praj.g_02059	Praq.g_00687
OG0001205	Praj.g_02060	Praq.g_00688
OG0001206	Praj.g_02061	Praq.g_00689
OG0001207	Praj.g_02062	Praq.g_00690
OG0001208	Praj.g_02063	Praq.g_00691
OG0001209	Praj.g_02064	Praq.g_00692
OG0001210	Praj.g_02065	Praq.g_00693
OG0001211	Praj.g_02066	Praq.g_00694
OG0001212	Praj.g_02067	Praq.g_00695
OG0001213	Praj.g_02068	Praq.g_00696
OG0001214	Praj.g_02069	Praq.g_00697
OG0001215	Praj.g_02070	Praq.g_00698
OG0001216	Praj.g_02071	Praq.g_00699
OG0001217	Praj.g_02072	Praq.g_00700
OG0001218	Praj.g_02073	Praq.g_00701
OG0001219	Praj.g_02074	Praq.g_00702
OG0001220	Praj.g_02075	Praq.g_00703
OG0001221	Praj.g_02076	Praq.g_00704
OG0001222	Praj.g_02078	Praq.g_00706
OG0001223	Praj.g_02080	Praq.g_00708
OG0001224	Praj.g_02082	Praq.g_00709
OG0001225	Praj.g_02084	Praq.g_00711
OG0001226	Praj.g_02085	Praq.g_00712
OG0001227	Praj.g_02086	Praq.g_00713
OG0001228	Praj.g_02087	Praq.g_00714
OG0001229	Praj.g_02088	Praq.g_00715
OG0001230	Praj.g_02089	Praq.g_00716
OG0001231	Praj.g_02090	Praq.g_00717
OG0001232	Praj.g_02092	Praq.g_00719
OG0001233	Praj.g_02093	Praq.g_00720
OG0001234	Praj.g_02094	Praq.g_00721
OG0001235	Praj.g_02095	Praq.g_00722
OG0001236	Praj.g_02096	Praq.g_00723
OG0001237	Praj.g_02099	Praq.g_00390
OG0001238	Praj.g_02100	Praq.g_00391
OG0001239	Praj.g_02105	Praq.g_00394
OG0001240	Praj.g_02106	Praq.g_00395
OG0001241	Praj.g_02107	Praq.g_00396
OG0001242	Praj.g_02109	Praq.g_00397
OG0001243	Praj.g_02110	Praq.g_00398
OG0001244	Praj.g_02111	Praq.g_00399
OG0001245	Praj.g_02112	Praq.g_00400
OG0001246	Praj.g_02113	Praq.g_00401
OG0001247	Praj.g_02114	Praq.g_00402
OG0001248	Praj.g_02115	Praq.g_00403
OG0001249	Praj.g_02116	Praq.g_00404
OG0001250	Praj.g_02124	Praq.g_00405
OG0001251	Praj.g_02125	Praq.g_00406
OG0001252	Praj.g_02126	Praq.g_00407
OG0001253	Praj.g_02127	Praq.g_00408
OG0001254	Praj.g_02129	Praq.g_00410
OG0001255	Praj.g_02130	Praq.g_00411
OG0001256	Praj.g_02134	Praq.g_00413
OG0001257	Praj.g_02135	Praq.g_00414
OG0001258	Praj.g_02136	Praq.g_00415
OG0001259	Praj.g_02139	Praq.g_00417
OG0001260	Praj.g_02141	Praq.g_00418
OG0001261	Praj.g_02142	Praq.g_00419
OG0001262	Praj.g_02143	Praq.g_00420
OG0001263	Praj.g_02144	Praq.g_00421
OG0001264	Praj.g_02145	Praq.g_00422
OG0001265	Praj.g_02146	Praq.g_00423
OG0001266	Praj.g_02147	Praq.g_00424
OG0001267	Praj.g_02148	Praq.g_00425
OG0001268	Praj.g_02149	Praq.g_00426
OG0001269	Praj.g_00130	Praq.g_01911
OG0001270	Praj.g_00178	Praq.g_01865
OG0001271	Praj.g_00190	Praq.g_01852
OG0001272	Praj.g_00316	Praq.g_01722
OG0001273	Praj.g_00379	Praq.g_01212
OG0001274	Praj.g_00475	Praq.g_00533
OG0001275	Praj.g_00490	Praq.g_01104
OG0001276	Praj.g_00577	Praq.g_01013
OG0001277	Praj.g_00982, Praj.g_01392	Praq.g_00621
OG0001278	Praj.g_01326	Praq.g_01448
OG0001279	Praj.g_00886	Praq.g_01489
OG0001280	Praj.g_00997	Praq.g_01595
OG0001282	Praj.g_00895	Praq.g_01660
OG0001283	Praj.g_01342	Praq.g_01665
OG0001284	Praj.g_01137, Praj.g_01098	Praq.g_01275
OG0001285	Praj.g_01477	Praq.g_01317
OG0001286	Praj.g_01463	Praq.g_01330
OG0001288	Praj.g_01673	Praq.g_00334
OG0001289	Praj.g_01685	Praq.g_00345
OG0001290	Praj.g_00851, Praj.g_01327	Praq.g_00387
OG0001292	Praj.g_01723	Praq.g_00005
OG0001293	Praj.g_01041	Praq.g_00021
OG0001294	Praj.g_01726	Praq.g_00033, Praq.g_00044
OG0001295	Praj.g_01735, Praj.g_01844	Praq.g_01955
OG0001298	Praj.g_01767	Praq.g_00498
OG0001299	Praj.g_01872	Praq.g_00948
OG0001300	Praj.g_01236	Praq.g_00923
OG0001301	Praj.g_01993	Praq.g_00745
OG0001302	Praj.g_02024	Praq.g_00772
OG0001303	Praj.g_02079	Praq.g_00707
OG0001304	Praj.g_02138	Praq.g_00416
OG0001305	Praj.g_01139	Praq.g_00041, Praq.g_00080, Praq.g_00547
OG0001306	Praj.g_00431	Praq.g_01120
OG0001307	Praj.g_00030	Praq.g_01233
OG0001308	Praj.g_00109	Praq.g_01932
OG0001309	Praj.g_00112	Praq.g_01929
OG0001310	Praj.g_00114	Praq.g_01927
OG0001311	Praj.g_00131	Praq.g_01910
OG0001312	Praj.g_00159	Praq.g_01884
OG0001313	Praj.g_00166	Praq.g_01878
OG0001314	Praj.g_00239	Praq.g_01803
OG0001315	Praj.g_00284	Praq.g_01759
OG0001317	Praj.g_01031	Praq.g_01170
OG0001318	Praj.g_00625	Praq.g_00965
OG0001319	Praj.g_00740	Praq.g_00630
OG0001320	Praj.g_01015	Praq.g_01610
OG0001321	Praj.g_01020	Praq.g_01615
OG0001322	Praj.g_02123	Praq.g_01651
OG0001323	Praj.g_02081	Praq.g_01282
OG0001324	Praj.g_01277	Praq.g_01285
OG0001325	Praj.g_01205	Praq.g_01292
OG0001326	Praj.g_01429	Praq.g_01361
OG0001327	Praj.g_01548	Praq.g_00159
OG0001328	Praj.g_00744	Praq.g_00003
OG0001329	Praj.g_01789	Praq.g_00474
OG0001330	Praj.g_01824	Praq.g_00440
OG0001331	Praj.g_01989	Praq.g_00741
OG0001332	Praj.g_00182	Praq.g_01862
OG0001333	Praj.g_00278	Praq.g_01764
OG0001334	Praj.g_01485	Praq.g_00517
OG0001335	Praj.g_00876	Praq.g_01634
OG0001336	Praj.g_00099	Praq.g_01654
OG0001337	Praj.g_01378	Praq.g_01668
OG0001338	Praj.g_01521	Praq.g_00111
OG0001339	Praj.g_01533	Praq.g_00138
OG0001340	Praj.g_02132	Praq.g_00197
OG0001341	Praj.g_01719	Praq.g_00384
OG0001344	Praj.g_01813	Praq.g_00451
OG0001346	Praj.g_02014	Praq.g_00765
OG0001347	Praj.g_02077	Praq.g_00705
OG0001348	Praj.g_00169	Praq.g_01875
OG0001350	Praj.g_01059	Praq.g_01858
OG0001356	Praj.g_01497, Praj.g_01564	Praq.g_01165
OG0001360	Praj.g_00501	Praq.g_01093
OG0001361	Praj.g_00506	Praq.g_01088
OG0001366	Praj.g_00867	Praq.g_01471
OG0001369	Praj.g_01837	Praq.g_01304
OG0001370	Praj.g_01838	Praq.g_01305
OG0001373	Praj.g_01705	Praq.g_00364
OG0001374	Praj.g_00910	Praq.g_00953
OG0001378	Praj.g_00998	Praq.g_01596
OG0001379	Praj.g_00105	Praq.g_01936
OG0001380	Praj.g_00106	Praq.g_01935
OG0001381	Praj.g_00125	Praq.g_01916
OG0001383	Praj.g_00274	Praq.g_01768
OG0001384	Praj.g_00295	Praq.g_01747
OG0001386	Praj.g_01671	Praq.g_01182
OG0001389	Praj.g_00448	Praq.g_00503
OG0001390	Praj.g_00456	Praq.g_00510
OG0001391	Praj.g_00496	Praq.g_01098
OG0001392	Praj.g_00503	Praq.g_01091
OG0001394	Praj.g_00655	Praq.g_00795
OG0001395	Praj.g_00665	Praq.g_00803
OG0001396	Praj.g_00667	Praq.g_00805
OG0001397	Praj.g_00674	Praq.g_00811
OG0001398	Praj.g_00703	Praq.g_00588
OG0001399	Praj.g_00912	Praq.g_00655
OG0001400	Praj.g_00866	Praq.g_01470
OG0001401	Praj.g_00868	Praq.g_01472
OG0001402	Praj.g_00892	Praq.g_01495
OG0001403	Praj.g_00896	Praq.g_01498
OG0001404	Praj.g_01344	Praq.g_01579
OG0001405	Praj.g_01006	Praq.g_01604
OG0001406	Praj.g_00842	Praq.g_01623
OG0001407	Praj.g_00865	Praq.g_01632
OG0001408	Praj.g_00858	Praq.g_01640
OG0001409	Praj.g_01094	Praq.g_01648
OG0001410	Praj.g_01475	Praq.g_01319
OG0001411	Praj.g_01164	Praq.g_00113
OG0001412	Praj.g_01529	Praq.g_00134
OG0001413	Praj.g_01073	Praq.g_00166
OG0001414	Praj.g_01576	Praq.g_00178
OG0001415	Praj.g_01672	Praq.g_00333
OG0001416	Praj.g_01676	Praq.g_00336
OG0001417	Praj.g_01720	Praq.g_00385
OG0001418	Praj.g_01096	Praq.g_00010
OG0001420	Praj.g_01158	Praq.g_00100
OG0001421	Praj.g_00924	Praq.g_01529
OG0001424	Praj.g_01974	Praq.g_01942
OG0001425	Praj.g_00361	Praq.g_01676
OG0001426	Praj.g_00089	Praq.g_01180
OG0001427	Praj.g_00513	Praq.g_01081
OG0001428	Praj.g_01230	Praq.g_00619
OG0001429	Praj.g_01138	Praq.g_00633
OG0001430	Praj.g_00916	Praq.g_00659
OG0001431	Praj.g_01858	Praq.g_01474
OG0001432	Praj.g_00873	Praq.g_01479
OG0001433	Praj.g_00725	Praq.g_01637
OG0001434	Praj.g_01181	Praq.g_01306
OG0001435	Praj.g_01840	Praq.g_01395
OG0001437	Praj.g_01082	Praq.g_00023
OG0001438	Praj.g_02133	Praq.g_00412
OG0001439	Praj.g_01598	Praq.g_00859
OG0001440	Praj.g_01741	Praq.g_01171
OG0001442	Praj.g_01056	Praq.g_01587
OG0001443	Praj.g_00857	Praq.g_01638
OG0001444	Praj.g_00736	Praq.g_01641
OG0001445	Praj.g_01069	Praq.g_00008
OG0001446	Praj.g_01119	Praq.g_00067
OG0001448	Praj.g_00608	Praq.g_00982
OG0001449	Praj.g_01319	Praq.g_01277
OG0001450	Praj.g_01727	Praq.g_01294
OG0001451	Praj.g_01478	Praq.g_01316
OG0001452	Praj.g_01441	Praq.g_01352
OG0001453	Praj.g_01570	Praq.g_00101
OG0001454	Praj.g_01571	Praq.g_00103
OG0001455	Praj.g_01572	Praq.g_00104
OG0001458	Praj.g_02098	Praq.g_00389
OG0001459	Praj.g_01322	Praq.g_00037, Praq.g_00055, Praq.g_01406, Praq.g_00047
OG0001461	Praj.g_01207, Praj.g_01747	Praq.g_01167
OG0001462	Praj.g_01034	Praq.g_01153
OG0001464	Praj.g_00550	Praq.g_01043
OG0001465	Praj.g_00374	Praq.g_01014
OG0001467	Praj.g_00098	Praq.g_00648
OG0001472	Praj.g_01394, Praj.g_00977	Praq.g_01636
OG0001473	Praj.g_01090, Praj.g_01046	Praq.g_01639
OG0001474	Praj.g_00856	Praq.g_00106
OG0001476	Praj.g_01629	Praq.g_00291
OG0001485	Praj.g_00837	Praq.g_01460
OG0001486	Praj.g_00911	Praq.g_01468
OG0001487	Praj.g_00759	Praq.g_01521
OG0001488	Praj.g_00853	Praq.g_01627
OG0001489	Praj.g_00854	Praq.g_01628
OG0001490	Praj.g_00855	Praq.g_01629
OG0001491	Praj.g_01600	Praq.g_01635
OG0001492	Praj.g_01439	Praq.g_01663
OG0001493	Praj.g_00428	Praq.g_01272
OG0001495	Praj.g_00453	Praq.g_00566
OG0001500	Praj.g_00908	Praq.g_01509
OG0001505	Praj.g_01612	Praq.g_00613
OG0001507	Praj.g_01061	Praq.g_00645
OG0001509	Praj.g_00803	Praq.g_01430
OG0001510	Praj.g_01397, Praj.g_01299	Praq.g_01462
OG0001511	Praj.g_01846	Praq.g_00850
OG0001512	Praj.g_01847	Praq.g_00849
OG0001513	Praj.g_01848	Praq.g_00848
OG0001514	Praj.g_01849	Praq.g_00847
OG0001515	Praj.g_01850	Praq.g_00846
OG0001516	Praj.g_01851	Praq.g_00845
OG0001517	Praj.g_01852	Praq.g_00844
OG0001518	Praj.g_01853	Praq.g_00843
OG0001519	Praj.g_01854	Praq.g_00842
OG0001520	Praj.g_01855	Praq.g_00841
OG0001521	Praj.g_01856	Praq.g_00840
OG0001522	Praj.g_01857	Praq.g_00839
OG0001524	Praj.g_01238	Praq.g_01404
OG0001526	Praj.g_01479	Praq.g_01315
OG0001529	Praj.g_01973	Praq.g_00726
OG0001531	Praj.g_00967	Praq.g_01569
OG0001533	Praj.g_00082	Praq.g_01645, Praq.g_01646
OG0001536	Praj.g_01118	Praq.g_00066
OG0001539	Praj.g_00093	Praq.g_01943
OG0001541	Praj.g_00871	Praq.g_01477
OG0001548	Praj.g_01208	Praq.g_00851
OG0001551	Praj.g_01052	Praq.g_01274
OG0001552	Praj.g_01544	Praq.g_00108
OG0001553	Praj.g_01219	Praq.g_00120
OG0001554	Praj.g_01186	Praq.g_00121
OG0001558	Praj.g_01215	Praq.g_00022
OG0001559	Praj.g_01168	Praq.g_00074
OG0001560	Praj.g_00883	Praq.g_01486
OG0001565	Praj.g_00167	Praq.g_01877
OG0001566	Praj.g_00342	Praq.g_01695
OG0001567	Praj.g_01173	Praq.g_01175
OG0001568	Praj.g_01225	Praq.g_01154
OG0001569	Praj.g_01044	Praq.g_00506
OG0001570	Praj.g_01193	Praq.g_00509
OG0001571	Praj.g_01496	Praq.g_00520
OG0001572	Praj.g_00668	Praq.g_00806
OG0001574	Praj.g_01150	Praq.g_00626
OG0001575	Praj.g_00983	Praq.g_00641
OG0001576	Praj.g_00741	Praq.g_01580
OG0001577	Praj.g_00729	Praq.g_01585
OG0001578	Praj.g_00092	Praq.g_01643
OG0001579	Praj.g_01028	Praq.g_01644
OG0001580	Praj.g_00737	Praq.g_01647
OG0001581	Praj.g_01043	Praq.g_01650
OG0001582	Praj.g_01237	Praq.g_01656
OG0001583	Praj.g_00081	Praq.g_01271
OG0001584	Praj.g_01142	Praq.g_01280
OG0001585	Praj.g_01172	Praq.g_01288
OG0001586	Praj.g_01216	Praq.g_01296
OG0001587	Praj.g_01058	Praq.g_01299
OG0001589	Praj.g_01296	Praq.g_00098
OG0001590	Praj.g_01866	Praq.g_00172
OG0001591	Praj.g_01574	Praq.g_00174
OG0001594	Praj.g_00988	Praq.g_00377
OG0001595	Praj.g_00745	Praq.g_00379
OG0001596	Praj.g_01498	Praq.g_00380
OG0001597	Praj.g_01724	Praq.g_00002
OG0001598	Praj.g_01560	Praq.g_00685
OG0001604	Praj.g_01095	Praq.g_01181
OG0001606	Praj.g_01494	Praq.g_00518
OG0001607	Praj.g_01241	Praq.g_00835
OG0001608	Praj.g_01295	Praq.g_00625
OG0001609	Praj.g_01350	Praq.g_01464
OG0001611	Praj.g_01843	Praq.g_01309
OG0001612	Praj.g_01503	Praq.g_01310
OG0001613	Praj.g_01502	Praq.g_01311
OG0001614	Praj.g_01501	Praq.g_01312
OG0001617	Praj.g_01140	Praq.g_01957
OG0001618	Praj.g_01349	Praq.g_00484
OG0001620	Praj.g_00385	Praq.g_01205
OG0001622	Praj.g_01740	Praq.g_01176
OG0001625	Praj.g_01330	Praq.g_00095
OG0001630	Praj.g_02052	Praq.g_00201
OG0001639	Praj.g_01124	Praq.g_00093
OG0001720	Praj.g_02053	Praq.g_00198
OG0001733	Praj.g_02057	Praq.g_00199
OG0001797	Praj.g_01353	Praq.g_01959
OG0001800	Praj.g_01179	Praq.g_01945
OG0001828	Praj.g_01292	Praq.g_00034
OG0001868	Praj.g_01268	Praq.g_00064
OG0001871	Praj.g_01074	Praq.g_00063
OG0001874	Praj.g_01385	Praq.g_01149
OG0001961	Praj.g_01559	Praq.g_01670
OG0001962	Praj.g_01088	Praq.g_01946
OG0002029	Praj.g_01729	Praq.g_00563
OG0002054	Praj.g_01190	Praq.g_00127
OG0002180	Praj.g_01303	Praq.g_00567
OG0002245	Praj.g_01361	Praq.g_00072
OG0002506	Praj.g_00039	Praq.g_00275
