Orthogroup	Prae	Syab
OG0001175	Prae.g_01699	Syab.g_00381
OG0001176	Prae.g_01706	Syab.g_00398
OG0001177	Prae.g_01709	Syab.g_00396
OG0001178	Prae.g_01714	Syab.g_02263
OG0001179	Prae.g_01742	Syab.g_00427
OG0001180	Prae.g_01765	Syab.g_00453
OG0001181	Prae.g_01769	Syab.g_00457
OG0001182	Prae.g_01776	Syab.g_00467
OG0001183	Prae.g_01780	Syab.g_00474
OG0001184	Prae.g_01796	Syab.g_00196
OG0001185	Prae.g_01810	Syab.g_00119
OG0001186	Prae.g_01833	Syab.g_00085
OG0001187	Prae.g_01837	Syab.g_00081
OG0001188	Prae.g_01839	Syab.g_00079
OG0001189	Prae.g_01856	Syab.g_00058
OG0001190	Prae.g_01860	Syab.g_02755
OG0001191	Prae.g_01870	Syab.g_02771
OG0001192	Prae.g_01875	Syab.g_02778
OG0001193	Prae.g_01885	Syab.g_02827
OG0001194	Prae.g_01886	Syab.g_02833
OG0001195	Prae.g_01887	Syab.g_02834
OG0001196	Prae.g_01900	Syab.g_02896
OG0001197	Prae.g_01901	Syab.g_02898
OG0001198	Prae.g_01908	Syab.g_02911
OG0001199	Prae.g_00074	Syab.g_02440
OG0001200	Prae.g_00076	Syab.g_02442
OG0001201	Prae.g_00107	Syab.g_02501
OG0001202	Prae.g_00202	Syab.g_02635
OG0001203	Prae.g_00241	Syab.g_02369
OG0001204	Prae.g_00246	Syab.g_00353
OG0001205	Prae.g_00419	Syab.g_00593
OG0001206	Prae.g_00436	Syab.g_00641
OG0001207	Prae.g_00451	Syab.g_02088
OG0001208	Prae.g_00456	Syab.g_02098
OG0001209	Prae.g_00510	Syab.g_02038
OG0001210	Prae.g_00515	Syab.g_02030
OG0001211	Prae.g_00525	Syab.g_02013
OG0001212	Prae.g_00570	Syab.g_01955
OG0001213	Prae.g_00603	Syab.g_01886
OG0001214	Prae.g_00611	Syab.g_01872
OG0001215	Prae.g_00664	Syab.g_01171
OG0001216	Prae.g_00713	Syab.g_01269
OG0001217	Prae.g_00752	Syab.g_01464
OG0001218	Prae.g_00759	Syab.g_00723
OG0001220	Prae.g_00857	Syab.g_01737
OG0001221	Prae.g_00919	Syab.g_01607
OG0001222	Prae.g_00956	Syab.g_01396
OG0001223	Prae.g_00982	Syab.g_01345
OG0001224	Prae.g_01036	Syab.g_01214
OG0001225	Prae.g_01038	Syab.g_01212
OG0001226	Prae.g_01066	Syab.g_02450
OG0001227	Prae.g_01084	Syab.g_00891
OG0001228	Prae.g_01208	Syab.g_01697
OG0001229	Prae.g_01366	Syab.g_01184
OG0001230	Prae.g_01451	Syab.g_00791
OG0001231	Prae.g_01556	Syab.g_00017
OG0001232	Prae.g_01646	Syab.g_02306
OG0001233	Prae.g_01666	Syab.g_02329
OG0001234	Prae.g_01701	Syab.g_00385
OG0001235	Prae.g_01711	Syab.g_00391
OG0001236	Prae.g_01793	Syab.g_00200
OG0001237	Prae.g_01797	Syab.g_00192
OG0001238	Prae.g_01871	Syab.g_02773
OG0001239	Prae.g_00071	Syab.g_02437
OG0001240	Prae.g_00093	Syab.g_02484
OG0001241	Prae.g_00101	Syab.g_02494
OG0001242	Prae.g_00119	Syab.g_02525
OG0001243	Prae.g_00125	Syab.g_02533
OG0001244	Prae.g_00141	Syab.g_02561
OG0001245	Prae.g_00380	Syab.g_01762
OG0001246	Prae.g_00478	Syab.g_02126
OG0001247	Prae.g_00657	Syab.g_02825
OG0001248	Prae.g_00659	Syab.g_01163
OG0001249	Prae.g_00784	Syab.g_00514
OG0001250	Prae.g_00846	Syab.g_01714
OG0001251	Prae.g_00893	Syab.g_01816
OG0001252	Prae.g_01031	Syab.g_01228
OG0001253	Prae.g_01085	Syab.g_01761
OG0001254	Prae.g_01132	Syab.g_01749
OG0001255	Prae.g_01147	Syab.g_01846
OG0001256	Prae.g_01549	Syab.g_02238
OG0001257	Prae.g_01555	Syab.g_01610
OG0001258	Prae.g_01620	Syab.g_02250
OG0001259	Prae.g_01664	Syab.g_02327
OG0001260	Prae.g_01680	Syab.g_02350
OG0001261	Prae.g_01750	Syab.g_00436
OG0001262	Prae.g_01854	Syab.g_00060
OG0001263	Prae.g_00128	Syab.g_02536
OG0001265	Prae.g_00118	Syab.g_02523
OG0001266	Prae.g_00206	Syab.g_02639
OG0001267	Prae.g_00281	Syab.g_00295
OG0001268	Prae.g_00339	Syab.g_00529
OG0001269	Prae.g_00358	Syab.g_01809
OG0001270	Prae.g_00408	Syab.g_00579
OG0001271	Prae.g_00446	Syab.g_00694
OG0001272	Prae.g_00460	Syab.g_02102
OG0001273	Prae.g_00605	Syab.g_01878
OG0001274	Prae.g_00677	Syab.g_02706
OG0001275	Prae.g_00992	Syab.g_01330
OG0001276	Prae.g_01015	Syab.g_01313
OG0001277	Prae.g_01074	Syab.g_02163
OG0001278	Prae.g_01213	Syab.g_01152
OG0001279	Prae.g_01265	Syab.g_01807
OG0001280	Prae.g_01328	Syab.g_00918
OG0001281	Prae.g_01334	Syab.g_00906
OG0001282	Prae.g_01369	Syab.g_02086
OG0001283	Prae.g_01388	Syab.g_02885
OG0001284	Prae.g_01529	Syab.g_02211
OG0001285	Prae.g_01649	Syab.g_02309
OG0001286	Prae.g_01762	Syab.g_00451
OG0001287	Prae.g_01817	Syab.g_00111
OG0001288	Prae.g_01826	Syab.g_00094
OG0001289	Prae.g_00087	Syab.g_02465
OG0001290	Prae.g_00100	Syab.g_02493
OG0001291	Prae.g_00135	Syab.g_02546
OG0001292	Prae.g_00251	Syab.g_00348
OG0001293	Prae.g_00264	Syab.g_00322
OG0001294	Prae.g_00378	Syab.g_01564
OG0001295	Prae.g_00441	Syab.g_01215
OG0001296	Prae.g_00483	Syab.g_02132
OG0001297	Prae.g_00488	Syab.g_02136
OG0001298	Prae.g_00551	Syab.g_01980
OG0001299	Prae.g_00640	Syab.g_01557
OG0001300	Prae.g_00667	Syab.g_01180
OG0001301	Prae.g_00670	Syab.g_01197
OG0001302	Prae.g_00793	Syab.g_01844
OG0001303	Prae.g_00996	Syab.g_01424
OG0001304	Prae.g_01025	Syab.g_01298
OG0001305	Prae.g_01044	Syab.g_01204
OG0001306	Prae.g_01149	Syab.g_00941
OG0001307	Prae.g_01351	Syab.g_01552
OG0001308	Prae.g_01469	Syab.g_00759
OG0001309	Prae.g_01553	Syab.g_02142
OG0001310	Prae.g_01635	Syab.g_02288
OG0001311	Prae.g_01017	Syab.g_01311
OG0001313	Prae.g_00700, Prae.g_00703, Prae.g_00708	Syab.g_00652, Syab.g_00660, Syab.g_00651, Syab.g_00659
OG0001315	Prae.g_00061	Syab.g_00472
OG0001316	Prae.g_00140	Syab.g_02552
OG0001317	Prae.g_00237	Syab.g_02373
OG0001318	Prae.g_00259	Syab.g_00333
OG0001319	Prae.g_00275	Syab.g_00306
OG0001321	Prae.g_00425	Syab.g_00616
OG0001322	Prae.g_00426	Syab.g_00617
OG0001323	Prae.g_00493	Syab.g_02145
OG0001324	Prae.g_00668	Syab.g_01181
OG0001325	Prae.g_00716	Syab.g_01273
OG0001326	Prae.g_00881	Syab.g_02841
OG0001327	Prae.g_01057	Syab.g_01643
OG0001328	Prae.g_01083	Syab.g_01616
OG0001329	Prae.g_01122	Syab.g_00361
OG0001330	Prae.g_01292	Syab.g_00925
OG0001331	Prae.g_01374	Syab.g_02081
OG0001332	Prae.g_01502	Syab.g_02165
OG0001333	Prae.g_01660	Syab.g_02323
OG0001334	Prae.g_01783	Syab.g_00483
OG0001335	Prae.g_01784	Syab.g_00484
OG0001336	Prae.g_01897	Syab.g_02886
OG0001339	Prae.g_00103	Syab.g_02496
OG0001340	Prae.g_00329	Syab.g_00503
OG0001341	Prae.g_00750	Syab.g_01779
OG0001343	Prae.g_00890	Syab.g_00359
OG0001344	Prae.g_01167	Syab.g_00974
OG0001345	Prae.g_01182	Syab.g_01008
OG0001346	Prae.g_01330	Syab.g_00914
OG0001348	Prae.g_01578	Syab.g_01258
OG0001351	Prae.g_00428	Syab.g_00625
OG0001353	Prae.g_00838	Syab.g_01702
OG0001354	Prae.g_00974	Syab.g_01358
OG0001358	Prae.g_00594	Syab.g_01900
OG0001359	Prae.g_00891	Syab.g_00360
OG0001360	Prae.g_01086	Syab.g_01010
OG0001361	Prae.g_01179	Syab.g_00154, Syab.g_01005
OG0001362	Prae.g_01473	Syab.g_00754
OG0001363	Prae.g_01475	Syab.g_00752
OG0001364	Prae.g_01786	Syab.g_00211
OG0001365	Prae.g_01864	Syab.g_02760
OG0001369	Prae.g_00092	Syab.g_02483
OG0001373	Prae.g_00880	Syab.g_02840
OG0001374	Prae.g_00888	Syab.g_02848
OG0001375	Prae.g_00889	Syab.g_00358
OG0001376	Prae.g_01050	Syab.g_02782
OG0001377	Prae.g_01051	Syab.g_02781
OG0001378	Prae.g_01095	Syab.g_00578
OG0001379	Prae.g_01323	Syab.g_00923
OG0001381	Prae.g_01362	Syab.g_01937
OG0001382	Prae.g_01570	Syab.g_00393
OG0001385	Prae.g_00877	Syab.g_02837
OG0001386	Prae.g_00878	Syab.g_02838
OG0001387	Prae.g_00879	Syab.g_02839
OG0001388	Prae.g_00882	Syab.g_02842
OG0001389	Prae.g_00883	Syab.g_02843
OG0001390	Prae.g_00884	Syab.g_02844
OG0001391	Prae.g_00885	Syab.g_02845
OG0001392	Prae.g_00886	Syab.g_02846
OG0001393	Prae.g_00887	Syab.g_02847
OG0001397	Prae.g_01474	Syab.g_00753
OG0001398	Prae.g_01583	Syab.g_02457
OG0001401	Prae.g_00687	Syab.g_01708
OG0001402	Prae.g_00767	Syab.g_01896
OG0001404	Prae.g_00068	Syab.g_02433
OG0001405	Prae.g_00327	Syab.g_00486
OG0001406	Prae.g_01049	Syab.g_02783
OG0001407	Prae.g_01064	Syab.g_01158
OG0001408	Prae.g_01069	Syab.g_01826
OG0001409	Prae.g_01170	Syab.g_00988
OG0001410	Prae.g_01352	Syab.g_01550
OG0001411	Prae.g_01439	Syab.g_00147
OG0001413	Prae.g_01544	Syab.g_01812
OG0001414	Prae.g_00232	Syab.g_01938
OG0001415	Prae.g_00234	Syab.g_02471
OG0001416	Prae.g_00433	Syab.g_00909
OG0001417	Prae.g_00443	Syab.g_01359
OG0001419	Prae.g_01065	Syab.g_01159
OG0001420	Prae.g_01104	Syab.g_02155
OG0001425	Prae.g_01874	Syab.g_02777
OG0001428	Prae.g_00175	Syab.g_02594
OG0001429	Prae.g_00795	Syab.g_01423
OG0001430	Prae.g_01287	Syab.g_02743
OG0001432	Prae.g_01542	Syab.g_01818
OG0001436	Prae.g_01418	Syab.g_00217, Syab.g_00216
OG0001438	Prae.g_00294	Syab.g_00280
OG0001439	Prae.g_00308	Syab.g_00248
OG0001442	Prae.g_00741	Syab.g_01583
OG0001447	Prae.g_00126	Syab.g_02534
OG0001448	Prae.g_00366	Syab.g_01789
OG0001449	Prae.g_00394	Syab.g_00357
OG0001450	Prae.g_00661	Syab.g_01081
OG0001452	Prae.g_00895	Syab.g_00338
OG0001454	Prae.g_01079	Syab.g_01808
OG0001456	Prae.g_01140	Syab.g_02850
OG0001457	Prae.g_01141	Syab.g_02851
OG0001458	Prae.g_01142	Syab.g_02852
OG0001461	Prae.g_01228	Syab.g_01754
OG0001462	Prae.g_00034	Syab.g_00042
OG0001463	Prae.g_00287	Syab.g_01104
OG0001467	Prae.g_00785	Syab.g_00805
OG0001471	Prae.g_01545	Syab.g_00253
OG0001472	Prae.g_01552	Syab.g_01800
OG0001473	Prae.g_01834	Syab.g_01813
OG0001480	Prae.g_00368	Syab.g_01836
OG0001481	Prae.g_00373	Syab.g_00621
OG0001482	Prae.g_00431	Syab.g_01349
OG0001484	Prae.g_01299	Syab.g_02849
OG0001486	Prae.g_01161	Syab.g_00967
OG0001492	Prae.g_01210	Syab.g_01155
OG0001493	Prae.g_01218	Syab.g_01147
OG0001494	Prae.g_01399	Syab.g_00180
OG0001499	Prae.g_00060	Syab.g_01112
OG0001502	Prae.g_00776	Syab.g_01733
OG0001505	Prae.g_01421	Syab.g_00189
OG0001520	Prae.g_00389	Syab.g_01992
OG0001525	Prae.g_01561	Syab.g_01823
OG0001546	Prae.g_00498	Syab.g_02150
OG0001547	Prae.g_00778	Syab.g_01440
OG0001551	Prae.g_01139	Syab.g_01166
OG0001554	Prae.g_01551	Syab.g_02753
OG0001555	Prae.g_01566	Syab.g_02418
OG0001558	Prae.g_00690	Syab.g_00021
OG0001567	Prae.g_00777	Syab.g_01441
OG0001568	Prae.g_00779	Syab.g_01439
OG0001570	Prae.g_01106	Syab.g_01443
OG0001582	Prae.g_00442	Syab.g_01881
OG0001586	Prae.g_01404	Syab.g_00181
OG0001586	Prae.g_01412	Syab.g_00169
OG0001625	Prae.g_00261	Syab.g_00328
OG0001627	Prae.g_00756	Syab.g_02167
OG0001635	Prae.g_01601	Syab.g_00090
OG0001652	Prae.g_00688	Syab.g_00019
OG0001666	Prae.g_01276	Syab.g_01471
OG0001671	Prae.g_00695	Syab.g_02691
OG0001745	Prae.g_01541	Syab.g_01769
OG0001995	Prae.g_01259	Syab.g_00345
OG0002425	Prae.g_01403	Syab.g_00186
OG0002488	Prae.g_01435	Syab.g_00829
OG0002490	Prae.g_01424	Syab.g_00176, Syab.g_01118
OG0002695	Prae.g_01405	Syab.g_00184
OG0002700	Prae.g_00707	Syab.g_01069
OG0002794	Prae.g_01398	Syab.g_00168
