Orthogroup	Prae	Prbc
OG0001111	Prae.g_00970	Prbc.g_02042
OG0001112	Prae.g_00971	Prbc.g_02043
OG0001113	Prae.g_00972	Prbc.g_02044
OG0001114	Prae.g_00973	Prbc.g_02045
OG0001115	Prae.g_00975	Prbc.g_02047
OG0001116	Prae.g_00976	Prbc.g_02048
OG0001117	Prae.g_00977	Prbc.g_02049
OG0001118	Prae.g_00978	Prbc.g_02050
OG0001119	Prae.g_00979	Prbc.g_02051
OG0001120	Prae.g_00981	Prbc.g_02052
OG0001121	Prae.g_01128, Prae.g_00984	Prbc.g_00645
OG0001122	Prae.g_01012	Prbc.g_02081
OG0001123	Prae.g_01016	Prbc.g_02086
OG0001124	Prae.g_01018	Prbc.g_02088
OG0001125	Prae.g_01019	Prbc.g_02090
OG0001126	Prae.g_01029	Prbc.g_02101
OG0001127	Prae.g_01030	Prbc.g_02102
OG0001128	Prae.g_01032	Prbc.g_02105
OG0001129	Prae.g_01033	Prbc.g_02106
OG0001130	Prae.g_01034	Prbc.g_02107
OG0001131	Prae.g_01072	Prbc.g_01941
OG0001132	Prae.g_01081	Prbc.g_02152
OG0001133	Prae.g_01115	Prbc.g_02128
OG0001134	Prae.g_01130	Prbc.g_00896
OG0001135	Prae.g_01133	Prbc.g_00899
OG0001136	Prae.g_01160	Prbc.g_01449
OG0001137	Prae.g_01171	Prbc.g_01436
OG0001138	Prae.g_01189	Prbc.g_01416
OG0001139	Prae.g_01190	Prbc.g_01414
OG0001140	Prae.g_01191	Prbc.g_01413
OG0001141	Prae.g_01192	Prbc.g_01412
OG0001142	Prae.g_01193	Prbc.g_01411
OG0001143	Prae.g_01200	Prbc.g_01404
OG0001144	Prae.g_01205	Prbc.g_01399
OG0001145	Prae.g_01320	Prbc.g_00558
OG0001146	Prae.g_01333	Prbc.g_00570
OG0001147	Prae.g_01354	Prbc.g_00589
OG0001148	Prae.g_01370	Prbc.g_00659
OG0001149	Prae.g_01371	Prbc.g_00660
OG0001150	Prae.g_01372	Prbc.g_00661
OG0001151	Prae.g_01383	Prbc.g_00672
OG0001152	Prae.g_01384	Prbc.g_00673
OG0001153	Prae.g_01491	Prbc.g_00739
OG0001154	Prae.g_01492	Prbc.g_00740
OG0001155	Prae.g_01504	Prbc.g_00756
OG0001156	Prae.g_01507	Prbc.g_00759
OG0001157	Prae.g_01508	Prbc.g_00760
OG0001158	Prae.g_01509	Prbc.g_00761
OG0001159	Prae.g_01510	Prbc.g_00762
OG0001160	Prae.g_01534	Prbc.g_00787
OG0001161	Prae.g_01547	Prbc.g_01485
OG0001162	Prae.g_01558	Prbc.g_00799
OG0001163	Prae.g_01615	Prbc.g_00825
OG0001164	Prae.g_01619	Prbc.g_00829
OG0001165	Prae.g_01622	Prbc.g_00831
OG0001166	Prae.g_01642	Prbc.g_00849
OG0001167	Prae.g_01659	Prbc.g_00867
OG0001168	Prae.g_01661	Prbc.g_00868
OG0001169	Prae.g_01663	Prbc.g_00870
OG0001170	Prae.g_01665	Prbc.g_00872
OG0001171	Prae.g_01674	Prbc.g_00882
OG0001172	Prae.g_01689	Prbc.g_00937
OG0001173	Prae.g_01690	Prbc.g_00938
OG0001174	Prae.g_01698	Prbc.g_00946
OG0001175	Prae.g_01699	Prbc.g_00947
OG0001176	Prae.g_01706	Prbc.g_00959
OG0001177	Prae.g_01709	Prbc.g_00957
OG0001178	Prae.g_01714	Prbc.g_01309
OG0001179	Prae.g_01742	Prbc.g_00301
OG0001180	Prae.g_01765	Prbc.g_00278
OG0001181	Prae.g_01769	Prbc.g_00274
OG0001182	Prae.g_01776	Prbc.g_00266
OG0001183	Prae.g_01780	Prbc.g_00247
OG0001184	Prae.g_01796	Prbc.g_00231
OG0001185	Prae.g_01810	Prbc.g_00216
OG0001186	Prae.g_01833	Prbc.g_00189
OG0001187	Prae.g_01837	Prbc.g_00966
OG0001188	Prae.g_01839	Prbc.g_00968
OG0001189	Prae.g_01856	Prbc.g_00985
OG0001190	Prae.g_01860	Prbc.g_00990
OG0001191	Prae.g_01870	Prbc.g_01000
OG0001192	Prae.g_01875	Prbc.g_01005
OG0001193	Prae.g_01885	Prbc.g_01018
OG0001194	Prae.g_01886	Prbc.g_01019
OG0001195	Prae.g_01887	Prbc.g_01020
OG0001196	Prae.g_01900	Prbc.g_01054
OG0001197	Prae.g_01901	Prbc.g_01056
OG0001198	Prae.g_01908	Prbc.g_01066
OG0001199	Prae.g_00074	Prbc.g_00499
OG0001200	Prae.g_00076	Prbc.g_00497
OG0001201	Prae.g_00107	Prbc.g_00465
OG0001202	Prae.g_00202	Prbc.g_00372
OG0001203	Prae.g_00241	Prbc.g_00332
OG0001204	Prae.g_00246	Prbc.g_01141
OG0001205	Prae.g_00419	Prbc.g_01506
OG0001206	Prae.g_00436	Prbc.g_01525
OG0001207	Prae.g_00451	Prbc.g_01536
OG0001208	Prae.g_00456	Prbc.g_01542
OG0001209	Prae.g_00510	Prbc.g_01614
OG0001210	Prae.g_00515	Prbc.g_01619
OG0001211	Prae.g_00525	Prbc.g_01630
OG0001212	Prae.g_00570	Prbc.g_01672
OG0001213	Prae.g_00603	Prbc.g_01706
OG0001214	Prae.g_00611	Prbc.g_01714
OG0001215	Prae.g_00664	Prbc.g_01772
OG0001216	Prae.g_00713	Prbc.g_01789
OG0001217	Prae.g_00752	Prbc.g_00521
OG0001218	Prae.g_00759	Prbc.g_01829
OG0001219	Prae.g_00794	Prbc.g_02005
OG0001220	Prae.g_00857	Prbc.g_01913
OG0001221	Prae.g_00919	Prbc.g_01989
OG0001222	Prae.g_00956	Prbc.g_01936
OG0001223	Prae.g_00982	Prbc.g_02053
OG0001224	Prae.g_01036	Prbc.g_02109
OG0001225	Prae.g_01038	Prbc.g_02111
OG0001226	Prae.g_01066	Prbc.g_00930
OG0001227	Prae.g_01084	Prbc.g_02133
OG0001228	Prae.g_01208	Prbc.g_01396
OG0001229	Prae.g_01366	Prbc.g_00138
OG0001230	Prae.g_01451	Prbc.g_00700
OG0001231	Prae.g_01556	Prbc.g_01833
OG0001232	Prae.g_01646	Prbc.g_00853
OG0001233	Prae.g_01666	Prbc.g_00873
OG0001234	Prae.g_01701	Prbc.g_00949
OG0001235	Prae.g_01711	Prbc.g_00953
OG0001236	Prae.g_01793	Prbc.g_00234
OG0001237	Prae.g_01797	Prbc.g_00230
OG0001238	Prae.g_01871	Prbc.g_01001
OG0001239	Prae.g_00071	Prbc.g_00502
OG0001240	Prae.g_00093	Prbc.g_00480
OG0001241	Prae.g_00101	Prbc.g_00471
OG0001242	Prae.g_00119	Prbc.g_00452
OG0001243	Prae.g_00125	Prbc.g_00445
OG0001244	Prae.g_00141	Prbc.g_00429
OG0001245	Prae.g_00380	Prbc.g_01317
OG0001246	Prae.g_00478	Prbc.g_01584
OG0001247	Prae.g_00657	Prbc.g_01765
OG0001248	Prae.g_00659	Prbc.g_01767
OG0001249	Prae.g_00784	Prbc.g_01230
OG0001251	Prae.g_00893	Prbc.g_00923
OG0001252	Prae.g_01031	Prbc.g_02104
OG0001253	Prae.g_01085	Prbc.g_00804
OG0001254	Prae.g_01132	Prbc.g_00898
OG0001255	Prae.g_01147	Prbc.g_01463
OG0001256	Prae.g_01549	Prbc.g_00795
OG0001257	Prae.g_01555	Prbc.g_00800
OG0001259	Prae.g_01664	Prbc.g_00871
OG0001260	Prae.g_01680	Prbc.g_00888
OG0001261	Prae.g_01750	Prbc.g_00293
OG0001262	Prae.g_01854	Prbc.g_00983
OG0001263	Prae.g_00128	Prbc.g_00442
OG0001269	Prae.g_00358	Prbc.g_01912
OG0001273	Prae.g_00605	Prbc.g_01708
OG0001277	Prae.g_01074	Prbc.g_01042
OG0001279	Prae.g_01265	Prbc.g_00133
OG0001280	Prae.g_01328	Prbc.g_00565
OG0001282	Prae.g_01369	Prbc.g_00658
OG0001283	Prae.g_01388	Prbc.g_01050
OG0001284	Prae.g_01529	Prbc.g_00781
OG0001285	Prae.g_01649	Prbc.g_00856
OG0001286	Prae.g_01762	Prbc.g_00280
OG0001287	Prae.g_01817	Prbc.g_00209
OG0001288	Prae.g_01826	Prbc.g_00198
OG0001289	Prae.g_00087	Prbc.g_00486
OG0001290	Prae.g_00100	Prbc.g_00472
OG0001294	Prae.g_00378	Prbc.g_00646, Prbc.g_01483
OG0001295	Prae.g_00441	Prbc.g_01471
OG0001296	Prae.g_00483	Prbc.g_01589
OG0001297	Prae.g_00488	Prbc.g_01594
OG0001299	Prae.g_00640	Prbc.g_01744
OG0001300	Prae.g_00667	Prbc.g_01776
OG0001301	Prae.g_00670	Prbc.g_01778
OG0001302	Prae.g_00793	Prbc.g_02003
OG0001303	Prae.g_00996	Prbc.g_00092
OG0001304	Prae.g_01025	Prbc.g_02095
OG0001305	Prae.g_01044	Prbc.g_01931
OG0001306	Prae.g_01149	Prbc.g_01461
OG0001307	Prae.g_01351	Prbc.g_00586
OG0001308	Prae.g_01469	Prbc.g_00719
OG0001309	Prae.g_01553	Prbc.g_01598
OG0001310	Prae.g_01635	Prbc.g_00843
OG0001311	Prae.g_01017	Prbc.g_02087
OG0001315	Prae.g_00061	Prbc.g_00249
OG0001316	Prae.g_00140	Prbc.g_00431
OG0001317	Prae.g_00237	Prbc.g_00336
OG0001318	Prae.g_00259	Prbc.g_01152
OG0001320	Prae.g_00381	Prbc.g_00037, Prbc.g_00013, Prbc.g_00125
OG0001321	Prae.g_00425	Prbc.g_01512
OG0001322	Prae.g_00426	Prbc.g_01513
OG0001324	Prae.g_00668	Prbc.g_01777
OG0001325	Prae.g_00716	Prbc.g_01792
OG0001326	Prae.g_00881	Prbc.g_00915
OG0001327	Prae.g_01057	Prbc.g_01966
OG0001328	Prae.g_01083	Prbc.g_01985
OG0001329	Prae.g_01122	Prbc.g_00803
OG0001330	Prae.g_01292	Prbc.g_00559
OG0001331	Prae.g_01374	Prbc.g_00663
OG0001332	Prae.g_01502	Prbc.g_00754
OG0001334	Prae.g_01783	Prbc.g_00244
OG0001335	Prae.g_01784	Prbc.g_00243
OG0001336	Prae.g_01897	Prbc.g_01051
OG0001339	Prae.g_00103	Prbc.g_00469
OG0001340	Prae.g_00329	Prbc.g_01225
OG0001341	Prae.g_00750	Prbc.g_00539
OG0001342	Prae.g_00788	Prbc.g_00059, Prbc.g_02139
OG0001343	Prae.g_00890	Prbc.g_01956, Prbc.g_01957
OG0001344	Prae.g_01167	Prbc.g_01441
OG0001345	Prae.g_01182	Prbc.g_01425
OG0001346	Prae.g_01330	Prbc.g_00567
OG0001348	Prae.g_01578	Prbc.g_02169
OG0001350	Prae.g_00240	Prbc.g_00333
OG0001351	Prae.g_00428	Prbc.g_01515
OG0001352	Prae.g_00654	Prbc.g_01761
OG0001354	Prae.g_00974	Prbc.g_02046
OG0001356	Prae.g_01231	Prbc.g_00603
OG0001358	Prae.g_00594	Prbc.g_01697
OG0001359	Prae.g_00891	Prbc.g_01958
OG0001360	Prae.g_01086	Prbc.g_01423
OG0001362	Prae.g_01473	Prbc.g_00723
OG0001363	Prae.g_01475	Prbc.g_01521
OG0001365	Prae.g_01864	Prbc.g_00994
OG0001369	Prae.g_00092	Prbc.g_00481
OG0001371	Prae.g_00653	Prbc.g_01760
OG0001373	Prae.g_00880	Prbc.g_00914
OG0001374	Prae.g_00888	Prbc.g_00922
OG0001375	Prae.g_00889	Prbc.g_01955
OG0001376	Prae.g_01050	Prbc.g_01943
OG0001377	Prae.g_01051	Prbc.g_01944
OG0001378	Prae.g_01095	Prbc.g_01495
OG0001380	Prae.g_01356	Prbc.g_01470
OG0001381	Prae.g_01362	Prbc.g_00655
OG0001384	Prae.g_00738, Prae.g_01546	Prbc.g_02171, Prbc.g_02158, Prbc.g_00045
OG0001385	Prae.g_00877	Prbc.g_00911
OG0001386	Prae.g_00878	Prbc.g_00912
OG0001387	Prae.g_00879	Prbc.g_00913
OG0001388	Prae.g_00882	Prbc.g_00916
OG0001389	Prae.g_00883	Prbc.g_00917
OG0001390	Prae.g_00884	Prbc.g_00918
OG0001391	Prae.g_00885	Prbc.g_00919
OG0001392	Prae.g_00886	Prbc.g_00920
OG0001393	Prae.g_00887	Prbc.g_00921
OG0001395	Prae.g_01027	Prbc.g_02098
OG0001397	Prae.g_01474	Prbc.g_00724
OG0001398	Prae.g_01583	Prbc.g_01806
OG0001399	Prae.g_01703	Prbc.g_00264, Prbc.g_01136, Prbc.g_01235
OG0001401	Prae.g_00687	Prbc.g_01896
OG0001402	Prae.g_00767	Prbc.g_01701
OG0001403	Prae.g_00030	Prbc.g_01100
OG0001404	Prae.g_00068	Prbc.g_00505
OG0001405	Prae.g_00327	Prbc.g_01218
OG0001406	Prae.g_01049	Prbc.g_01942
OG0001407	Prae.g_01064	Prbc.g_01947
OG0001408	Prae.g_01069	Prbc.g_02187
OG0001409	Prae.g_01170	Prbc.g_01437
OG0001410	Prae.g_01352	Prbc.g_00587
OG0001413	Prae.g_01544	Prbc.g_01834
OG0001414	Prae.g_00232	Prbc.g_00342
OG0001415	Prae.g_00234	Prbc.g_00340
OG0001417	Prae.g_00443	Prbc.g_01482
OG0001418	Prae.g_00658	Prbc.g_01766
OG0001419	Prae.g_01065	Prbc.g_01825
OG0001420	Prae.g_01104	Prbc.g_00119
OG0001421	Prae.g_01550	Prbc.g_00796
OG0001422	Prae.g_01576	Prbc.g_02129
OG0001424	Prae.g_00894	Prbc.g_01380
OG0001425	Prae.g_01874	Prbc.g_01004
OG0001429	Prae.g_00795	Prbc.g_02006
OG0001430	Prae.g_01287	Prbc.g_01945
OG0001431	Prae.g_01290	Prbc.g_00143
OG0001432	Prae.g_01542	Prbc.g_02076
OG0001433	Prae.g_01232	Prbc.g_00602
OG0001437	Prae.g_00233	Prbc.g_00341
OG0001439	Prae.g_00308	Prbc.g_01199
OG0001440	Prae.g_00402	Prbc.g_01315
OG0001441	Prae.g_00495	Prbc.g_01601
OG0001442	Prae.g_00741	Prbc.g_00689
OG0001446	Prae.g_00079	Prbc.g_00494
OG0001447	Prae.g_00126	Prbc.g_00444
OG0001450	Prae.g_00661	Prbc.g_01769
OG0001451	Prae.g_00866	Prbc.g_01924
OG0001453	Prae.g_00986	Prbc.g_02056
OG0001454	Prae.g_01079	Prbc.g_01310
OG0001455	Prae.g_01322	Prbc.g_01117
OG0001456	Prae.g_01140	Prbc.g_01489
OG0001457	Prae.g_01141	Prbc.g_01488
OG0001458	Prae.g_01142	Prbc.g_01487
OG0001460	Prae.g_01233	Prbc.g_00601
OG0001461	Prae.g_01228	Prbc.g_00014
OG0001463	Prae.g_00287	Prbc.g_01179
OG0001464	Prae.g_00330	Prbc.g_01813
OG0001466	Prae.g_00740	Prbc.g_00148
OG0001467	Prae.g_00785	Prbc.g_00514
OG0001468	Prae.g_01054	Prbc.g_01954
OG0001471	Prae.g_01545	Prbc.g_01484
OG0001472	Prae.g_01552	Prbc.g_01940, Prbc.g_00069
OG0001473	Prae.g_01834	Prbc.g_00642
OG0001474	Prae.g_00340	Prbc.g_01251
OG0001480	Prae.g_00368	Prbc.g_00151
OG0001481	Prae.g_00373	Prbc.g_02120
OG0001482	Prae.g_00431	Prbc.g_02132
OG0001484	Prae.g_01299	Prbc.g_01278
OG0001485	Prae.g_01588	Prbc.g_00144
OG0001486	Prae.g_01161	Prbc.g_01448
OG0001491	Prae.g_00791	Prbc.g_01999
OG0001495	Prae.g_01708	Prbc.g_00956
OG0001499	Prae.g_00060	Prbc.g_00519
OG0001500	Prae.g_00266	Prbc.g_01157
OG0001501	Prae.g_00679	Prbc.g_01290
OG0001503	Prae.g_01137	Prbc.g_02170
OG0001506	Prae.g_01500	Prbc.g_00751
OG0001521	Prae.g_00751	Prbc.g_01377, Prbc.g_02071
OG0001523	Prae.g_01134	Prbc.g_00901
OG0001524	Prae.g_01135	Prbc.g_00902
OG0001526	Prae.g_01684, Prae.g_01425	Prbc.g_02000
OG0001548	Prae.g_00782	Prbc.g_02149
OG0001549	Prae.g_00864	Prbc.g_01922
OG0001550	Prae.g_01119	Prbc.g_01277
OG0001551	Prae.g_01139	Prbc.g_00908
OG0001552	Prae.g_01225	Prbc.g_00904
OG0001553	Prae.g_01456	Prbc.g_00706
OG0001555	Prae.g_01566	Prbc.g_01362, Prbc.g_00822
OG0001566	Prae.g_00650	Prbc.g_01756
OG0001569	Prae.g_01091	Prbc.g_00041
OG0001570	Prae.g_01106	Prbc.g_00639
OG0001571	Prae.g_01113	Prbc.g_01348, Prbc.g_02182
OG0001581	Prae.g_00147	Prbc.g_02147
OG0001582	Prae.g_00442	Prbc.g_01480
OG0001585	Prae.g_01269	Prbc.g_01334
OG0001595	Prae.g_00067	Prbc.g_00506
OG0001596	Prae.g_00075	Prbc.g_00498
OG0001597	Prae.g_00361	Prbc.g_00748
OG0001598	Prae.g_00399	Prbc.g_02116
OG0001599	Prae.g_00434	Prbc.g_01523
OG0001600	Prae.g_00485	Prbc.g_01591
OG0001601	Prae.g_00648	Prbc.g_01754
OG0001603	Prae.g_00792	Prbc.g_02002
OG0001604	Prae.g_00916	Prbc.g_01986
OG0001605	Prae.g_01008	Prbc.g_02144
OG0001606	Prae.g_01071	Prbc.g_00615
OG0001607	Prae.g_01136	Prbc.g_00158
OG0001608	Prae.g_01359	Prbc.g_02160
OG0001609	Prae.g_01498	Prbc.g_00749
OG0001610	Prae.g_01501	Prbc.g_00753
OG0001611	Prae.g_01564	Prbc.g_00613
OG0001612	Prae.g_01590	Prbc.g_00176
OG0001613	Prae.g_01778	Prbc.g_00250
OG0001626	Prae.g_00749	Prbc.g_00048, Prbc.g_01302
OG0001629	Prae.g_00762	Prbc.g_00115
OG0001630	Prae.g_00898	Prbc.g_01963
OG0001631	Prae.g_01060	Prbc.g_01814
OG0001632	Prae.g_01267	Prbc.g_00123
OG0001633	Prae.g_01365	Prbc.g_00931
OG0001635	Prae.g_01601	Prbc.g_01559
OG0001648	Prae.g_00372	Prbc.g_00816
OG0001649	Prae.g_01062	Prbc.g_01946
OG0001651	Prae.g_01562	Prbc.g_02157
OG0001662	Prae.g_01101	Prbc.g_00063
OG0001663	Prae.g_01146	Prbc.g_01464
OG0001667	Prae.g_01295	Prbc.g_00142
OG0001684	Prae.g_00563	Prbc.g_01231
OG0001688	Prae.g_01059	Prbc.g_02066, Prbc.g_01379
OG0001689	Prae.g_01824	Prbc.g_00200
OG0001696	Prae.g_00867	Prbc.g_01925
OG0001698	Prae.g_01058	Prbc.g_00678
OG0001706	Prae.g_00999	Prbc.g_00527, Prbc.g_01311
OG0001708	Prae.g_01145	Prbc.g_01465
OG0001710	Prae.g_01704	Prbc.g_01135
OG0001718	Prae.g_00362	Prbc.g_00614
OG0001719	Prae.g_00387	Prbc.g_01297, Prbc.g_00032
OG0001721	Prae.g_00753	Prbc.g_00809
OG0001722	Prae.g_00896	Prbc.g_01961
OG0001723	Prae.g_01266	Prbc.g_00813
OG0001724	Prae.g_01599	Prbc.g_01326, Prbc.g_01347, Prbc.g_01330, Prbc.g_01332
OG0001742	Prae.g_00376	Prbc.g_01279
OG0001743	Prae.g_01099	Prbc.g_01342
OG0001744	Prae.g_01314	Prbc.g_01291
OG0001774	Prae.g_00651	Prbc.g_01757
OG0001775	Prae.g_01067	Prbc.g_00520
OG0001776	Prae.g_01097	Prbc.g_02140
OG0001778	Prae.g_01289	Prbc.g_00581
OG0001779	Prae.g_01315	Prbc.g_00163
OG0001781	Prae.g_01577	Prbc.g_01287
OG0001819	Prae.g_00388	Prbc.g_02123
OG0001820	Prae.g_00744	Prbc.g_00155
OG0001821	Prae.g_00754	Prbc.g_00128
OG0001822	Prae.g_00774	Prbc.g_02072
OG0001823	Prae.g_00869	Prbc.g_00624
OG0001824	Prae.g_01006	Prbc.g_01818
OG0001825	Prae.g_01068	Prbc.g_02117
OG0001826	Prae.g_01070	Prbc.g_01826
OG0001827	Prae.g_01073	Prbc.g_02131
OG0001828	Prae.g_01094	Prbc.g_02186
OG0001829	Prae.g_01098	Prbc.g_00114
OG0001830	Prae.g_01116	Prbc.g_00150
OG0001831	Prae.g_01129	Prbc.g_02146
OG0001832	Prae.g_01284	Prbc.g_00627
OG0001833	Prae.g_01367	Prbc.g_00656
OG0001920	Prae.g_00680	Prbc.g_01314
OG0001921	Prae.g_00871	Prbc.g_00099
OG0001982	Prae.g_00367	Prbc.g_00815
OG0001984	Prae.g_00783	Prbc.g_01830
OG0001987	Prae.g_01243	Prbc.g_00049
OG0001988	Prae.g_01346	Prbc.g_00147
OG0002031	Prae.g_01586	Prbc.g_02197
OG0002033	Prae.g_01348	Prbc.g_00531
OG0002147	Prae.g_00681	Prbc.g_01325
OG0002327	Prae.g_01589	Prbc.g_00631
OG0002372	Prae.g_01571	Prbc.g_00903
OG0002374	Prae.g_01230	Prbc.g_00600
OG0002380	Prae.g_00397	Prbc.g_00039
OG0002701	Prae.g_01244	Prbc.g_01319
OG0002902	Prae.g_00998	Prbc.g_01274
OG0003022	Prae.g_01229	Prbc.g_01356
OG0003035	Prae.g_01592	Prbc.g_00814
OG0005394	Prae.g_01605	Prbc.g_01353
