Orthogroup	Prar	Syaa
OG0001118	Prar.g_01847	Syaa.g_01333
OG0001119	Prar.g_01848	Syaa.g_01331
OG0001120	Prar.g_01850	Syaa.g_01328
OG0001121	Prar.g_01298	Syaa.g_01125
OG0001122	Prar.g_01876	Syaa.g_01301
OG0001123	Prar.g_01880	Syaa.g_01294
OG0001124	Prar.g_01882	Syaa.g_01292
OG0001125	Prar.g_01883	Syaa.g_01290
OG0001126	Prar.g_01893	Syaa.g_00864
OG0001127	Prar.g_01894	Syaa.g_00865
OG0001128	Prar.g_01896	Syaa.g_00868
OG0001129	Prar.g_01897	Syaa.g_00870
OG0001130	Prar.g_01898	Syaa.g_00871
OG0001131	Prar.g_01935	Syaa.g_01108
OG0001132	Prar.g_01944	Syaa.g_01468
OG0001133	Prar.g_01309	Syaa.g_01656
OG0001134	Prar.g_01296	Syaa.g_01028
OG0001135	Prar.g_01293	Syaa.g_01030
OG0001136	Prar.g_01266	Syaa.g_00767
OG0001137	Prar.g_01255	Syaa.g_00786
OG0001138	Prar.g_01237	Syaa.g_01002
OG0001139	Prar.g_01236	Syaa.g_01000
OG0001140	Prar.g_01235	Syaa.g_00999
OG0001141	Prar.g_01234	Syaa.g_00998
OG0001142	Prar.g_01233	Syaa.g_00997
OG0001143	Prar.g_01226	Syaa.g_00987
OG0001144	Prar.g_01221	Syaa.g_00978
OG0001145	Prar.g_00963	Syaa.g_00748
OG0001146	Prar.g_00951	Syaa.g_00729
OG0001147	Prar.g_00925	Syaa.g_01837
OG0001148	Prar.g_00909	Syaa.g_02061
OG0001149	Prar.g_00908	Syaa.g_02062
OG0001150	Prar.g_00907	Syaa.g_02063
OG0001151	Prar.g_00896	Syaa.g_02076
OG0001152	Prar.g_00895	Syaa.g_02077
OG0001153	Prar.g_00815	Syaa.g_01811
OG0001154	Prar.g_00814	Syaa.g_01812
OG0001156	Prar.g_00799	Syaa.g_00623
OG0001157	Prar.g_00798	Syaa.g_00622
OG0001158	Prar.g_00797	Syaa.g_00619
OG0001159	Prar.g_00796	Syaa.g_00618
OG0001160	Prar.g_00772	Syaa.g_00574
OG0001161	Prar.g_00760	Syaa.g_02620
OG0001162	Prar.g_00749	Syaa.g_01203
OG0001163	Prar.g_01151	Syaa.g_00566
OG0001164	Prar.g_01147	Syaa.g_00560
OG0001165	Prar.g_01144	Syaa.g_00555
OG0001166	Prar.g_01124	Syaa.g_00527
OG0001167	Prar.g_01959	Syaa.g_00673
OG0001168	Prar.g_01957	Syaa.g_00672
OG0001169	Prar.g_00596	Syaa.g_00670
OG0001170	Prar.g_00598	Syaa.g_00668
OG0001171	Prar.g_00607	Syaa.g_00655
OG0001172	Prar.g_01111	Syaa.g_02347
OG0001173	Prar.g_01110	Syaa.g_02346
OG0001174	Prar.g_01102	Syaa.g_02338
OG0001175	Prar.g_01101	Syaa.g_02337
OG0001176	Prar.g_01094	Syaa.g_02314
OG0001177	Prar.g_01091	Syaa.g_02316
OG0001178	Prar.g_01086	Syaa.g_00546
OG0001179	Prar.g_01043	Syaa.g_02268
OG0001180	Prar.g_01022	Syaa.g_02243
OG0001181	Prar.g_01018	Syaa.g_02239
OG0001182	Prar.g_01011	Syaa.g_02230
OG0001183	Prar.g_00618	Syaa.g_02224
OG0001184	Prar.g_00634	Syaa.g_00151
OG0001186	Prar.g_00670	Syaa.g_00081
OG0001187	Prar.g_00674	Syaa.g_00082
OG0001188	Prar.g_00676	Syaa.g_00075
OG0001189	Prar.g_00693	Syaa.g_00057
OG0001190	Prar.g_00697	Syaa.g_02592
OG0001191	Prar.g_00707	Syaa.g_02605
OG0001192	Prar.g_00074	Syaa.g_02612
OG0001193	Prar.g_00064	Syaa.g_02658
OG0001194	Prar.g_00063	Syaa.g_02660
OG0001195	Prar.g_00062	Syaa.g_02661
OG0001196	Prar.g_00049	Syaa.g_02741
OG0001197	Prar.g_00048	Syaa.g_02743
OG0001198	Prar.g_00041	Syaa.g_02755
OG0001199	Prar.g_00254	Syaa.g_00347
OG0001200	Prar.g_00252	Syaa.g_00345
OG0001201	Prar.g_00220	Syaa.g_02381
OG0001202	Prar.g_00128	Syaa.g_02528
OG0001203	Prar.g_00089	Syaa.g_02106
OG0001204	Prar.g_00084	Syaa.g_00316
OG0001205	Prar.g_00493	Syaa.g_00713
OG0001206	Prar.g_00511	Syaa.g_01855
OG0001207	Prar.g_00527	Syaa.g_02058
OG0001208	Prar.g_00532	Syaa.g_02049
OG0001209	Prar.g_01365	Syaa.g_01977
OG0001210	Prar.g_01370	Syaa.g_01967
OG0001211	Prar.g_01380	Syaa.g_01950
OG0001212	Prar.g_01426	Syaa.g_01892
OG0001213	Prar.g_01459	Syaa.g_01646
OG0001214	Prar.g_01467	Syaa.g_01631
OG0001215	Prar.g_01520	Syaa.g_00914
OG0001216	Prar.g_01601	Syaa.g_01238
OG0001217	Prar.g_01638	Syaa.g_01559
OG0001219	Prar.g_01672	Syaa.g_01404
OG0001220	Prar.g_01735	Syaa.g_00812
OG0001221	Prar.g_01787	Syaa.g_01111
OG0001222	Prar.g_01825	Syaa.g_01371
OG0001223	Prar.g_01851	Syaa.g_01326
OG0001224	Prar.g_01900	Syaa.g_00874
OG0001225	Prar.g_01902	Syaa.g_00876
OG0001226	Prar.g_01928	Syaa.g_01579
OG0001227	Prar.g_01947	Syaa.g_02622
OG0001228	Prar.g_01218	Syaa.g_00695
OG0001229	Prar.g_00913	Syaa.g_00899
OG0001230	Prar.g_00347	Syaa.g_01764
OG0001231	Prar.g_00751	Syaa.g_00017
OG0001232	Prar.g_01120	Syaa.g_00508
OG0001233	Prar.g_00599	Syaa.g_00667
OG0001234	Prar.g_01099	Syaa.g_02333
OG0001235	Prar.g_01089	Syaa.g_02323
OG0001236	Prar.g_00631	Syaa.g_00154
OG0001238	Prar.g_00708	Syaa.g_02607
OG0001239	Prar.g_00547	Syaa.g_00350
OG0001240	Prar.g_00235	Syaa.g_02364
OG0001241	Prar.g_00227	Syaa.g_02374
OG0001242	Prar.g_00209	Syaa.g_02407
OG0001243	Prar.g_00203	Syaa.g_02415
OG0001244	Prar.g_00187	Syaa.g_02445
OG0001245	Prar.g_00441	Syaa.g_01492
OG0001246	Prar.g_01335	Syaa.g_02023
OG0001247	Prar.g_01513	Syaa.g_01207
OG0001248	Prar.g_01515	Syaa.g_01204
OG0001250	Prar.g_01724	Syaa.g_00832
OG0001251	Prar.g_01760	Syaa.g_02667
OG0001252	Prar.g_01895	Syaa.g_00867
OG0001253	Prar.g_01948	Syaa.g_01467
OG0001254	Prar.g_01294	Syaa.g_01029
OG0001255	Prar.g_01279	Syaa.g_01696
OG0001256	Prar.g_00758	Syaa.g_00567
OG0001257	Prar.g_00752	Syaa.g_01418, Syaa.g_00405
OG0001258	Prar.g_01146	Syaa.g_00557
OG0001259	Prar.g_00597	Syaa.g_00669
OG0001260	Prar.g_00613	Syaa.g_00642
OG0001261	Prar.g_01035	Syaa.g_02259
OG0001262	Prar.g_00691	Syaa.g_00059
OG0001263	Prar.g_00200	Syaa.g_02418
OG0001265	Prar.g_00210	Syaa.g_02405
OG0001266	Prar.g_00124	Syaa.g_02532
OG0001267	Prar.g_00307	Syaa.g_00262
OG0001268	Prar.g_00399	Syaa.g_02176
OG0001269	Prar.g_00419	Syaa.g_01499
OG0001270	Prar.g_00482	Syaa.g_00701
OG0001271	Prar.g_00522	Syaa.g_01845
OG0001272	Prar.g_00536	Syaa.g_02045
OG0001273	Prar.g_01461	Syaa.g_01639
OG0001274	Prar.g_01533	Syaa.g_02563
OG0001275	Prar.g_01860	Syaa.g_01311
OG0001276	Prar.g_01879	Syaa.g_01295
OG0001277	Prar.g_01937	Syaa.g_02724
OG0001278	Prar.g_01213	Syaa.g_00966
OG0001280	Prar.g_00956	Syaa.g_00738
OG0001281	Prar.g_00950	Syaa.g_00728
OG0001282	Prar.g_00910	Syaa.g_02060
OG0001283	Prar.g_00891	Syaa.g_02734
OG0001284	Prar.g_00777	Syaa.g_00583
OG0001287	Prar.g_00655	Syaa.g_00121
OG0001289	Prar.g_00241	Syaa.g_00327
OG0001290	Prar.g_00228	Syaa.g_02373
OG0001291	Prar.g_00193	Syaa.g_02428
OG0001292	Prar.g_00079	Syaa.g_00310
OG0001293	Prar.g_00326	Syaa.g_00288
OG0001294	Prar.g_00439	Syaa.g_01076
OG0001295	Prar.g_00516	Syaa.g_01964
OG0001296	Prar.g_01340	Syaa.g_02017
OG0001298	Prar.g_01406	Syaa.g_01913
OG0001299	Prar.g_01496	Syaa.g_01070
OG0001300	Prar.g_01523	Syaa.g_00905
OG0001301	Prar.g_01526	Syaa.g_00891
OG0001302	Prar.g_01670	Syaa.g_01600
OG0001303	Prar.g_01864	Syaa.g_01402
OG0001304	Prar.g_01889	Syaa.g_01281
OG0001305	Prar.g_01908	Syaa.g_00885
OG0001306	Prar.g_01277	Syaa.g_00753
OG0001309	Prar.g_00754	Syaa.g_02005
OG0001310	Prar.g_01131	Syaa.g_00535
OG0001311	Prar.g_01881	Syaa.g_01293
OG0001312	Prar.g_01814	Syaa.g_01391
OG0001315	Prar.g_00556	Syaa.g_02226
OG0001316	Prar.g_00188	Syaa.g_02434
OG0001317	Prar.g_00093	Syaa.g_02112
OG0001318	Prar.g_00331	Syaa.g_00296
OG0001319	Prar.g_00315	Syaa.g_00273
OG0001321	Prar.g_00499	Syaa.g_00719
OG0001322	Prar.g_00500	Syaa.g_00720
OG0001323	Prar.g_01349	Syaa.g_02002
OG0001324	Prar.g_01524	Syaa.g_00904
OG0001325	Prar.g_01604	Syaa.g_01243
OG0001326	Prar.g_01547	Syaa.g_00396, Syaa.g_02672
OG0001327	Prar.g_01920	Syaa.g_01083
OG0001328	Prar.g_01946	Syaa.g_01104
OG0001330	Prar.g_00977	Syaa.g_00746
OG0001331	Prar.g_00905	Syaa.g_02065
OG0001334	Prar.g_00621	Syaa.g_02216
OG0001335	Prar.g_00622	Syaa.g_02215
OG0001336	Prar.g_00052	Syaa.g_02735
OG0001339	Prar.g_00225	Syaa.g_02376
OG0001340	Prar.g_00259	Syaa.g_02199
OG0001341	Prar.g_01636	Syaa.g_00897
OG0001343	Prar.g_01757	Syaa.g_02664
OG0001344	Prar.g_01259	Syaa.g_00775
OG0001345	Prar.g_01244	Syaa.g_00803
OG0001346	Prar.g_00954	Syaa.g_00734
OG0001348	Prar.g_00732	Syaa.g_00847
OG0001349	Prar.g_00867	Syaa.g_00454
OG0001351	Prar.g_00502	Syaa.g_01863
OG0001352	Prar.g_01510	Syaa.g_01987
OG0001355	Prar.g_00722, Prar.g_01158	Syaa.g_01524
OG0001356	Prar.g_01181	Syaa.g_00848
OG0001358	Prar.g_01450	Syaa.g_01663
OG0001359	Prar.g_01758	Syaa.g_02663
OG0001360	Prar.g_01949	Syaa.g_00805
OG0001361	Prar.g_01247	Syaa.g_00800
OG0001362	Prar.g_00833	Syaa.g_01789
OG0001363	Prar.g_00831	Syaa.g_01791
OG0001364	Prar.g_00624	Syaa.g_00171
OG0001369	Prar.g_00236	Syaa.g_02363
OG0001370	Prar.g_00508	Syaa.g_01218, Syaa.g_02140, Syaa.g_02680
OG0001373	Prar.g_01548	Syaa.g_02671
OG0001374	Prar.g_01540	Syaa.g_02679
OG0001375	Prar.g_01756	Syaa.g_02665
OG0001376	Prar.g_01914	Syaa.g_02614
OG0001377	Prar.g_01915	Syaa.g_02613
OG0001378	Prar.g_01325	Syaa.g_00700
OG0001382	Prar.g_00738	Syaa.g_01866
OG0001385	Prar.g_01551	Syaa.g_02668
OG0001386	Prar.g_01550	Syaa.g_02669
OG0001387	Prar.g_01549	Syaa.g_02670
OG0001388	Prar.g_01546	Syaa.g_02673
OG0001389	Prar.g_01545	Syaa.g_02674
OG0001390	Prar.g_01544	Syaa.g_02675
OG0001391	Prar.g_01543	Syaa.g_02676
OG0001392	Prar.g_01542	Syaa.g_02677
OG0001393	Prar.g_01541	Syaa.g_02678
OG0001395	Prar.g_01891	Syaa.g_01267
OG0001404	Prar.g_00550	Syaa.g_00355
OG0001405	Prar.g_00261	Syaa.g_02213
OG0001406	Prar.g_01913	Syaa.g_02615
OG0001407	Prar.g_01926	Syaa.g_01986
OG0001408	Prar.g_01932, Prar.g_01931	Syaa.g_00953
OG0001413	Prar.g_00763	Syaa.g_01590
OG0001416	Prar.g_00507	Syaa.g_00731
OG0001417	Prar.g_00518, Prar.g_00519	Syaa.g_01339
OG0001419	Prar.g_01927	Syaa.g_01985
OG0001420	Prar.g_01316	Syaa.g_01991
OG0001421	Prar.g_00757	Syaa.g_01583, Syaa.g_01469
OG0001422	Prar.g_00734	Syaa.g_00743
OG0001423	Prar.g_01560	Syaa.g_00365
OG0001428	Prar.g_00155	Syaa.g_02481
OG0001430	Prar.g_00982	Syaa.g_02584
OG0001432	Prar.g_00764	Syaa.g_00930
OG0001433	Prar.g_01180	Syaa.g_00849
OG0001435	Prar.g_01772	Syaa.g_01090
OG0001438	Prar.g_00294	Syaa.g_00247
OG0001439	Prar.g_00280	Syaa.g_00221
OG0001441	Prar.g_01351	Syaa.g_02000
OG0001442	Prar.g_01629	Syaa.g_01138
OG0001447	Prar.g_00202	Syaa.g_02416
OG0001448	Prar.g_00427	Syaa.g_00423
OG0001452	Prar.g_01762	Syaa.g_00301
OG0001453	Prar.g_01854	Syaa.g_01319
OG0001454	Prar.g_01942	Syaa.g_01580
OG0001456	Prar.g_01286	Syaa.g_02687
OG0001457	Prar.g_01285	Syaa.g_02688
OG0001458	Prar.g_01284	Syaa.g_02689
OG0001459	Prar.g_00996	Syaa.g_01040
OG0001465	Prar.g_01532	Syaa.g_01211
OG0001467	Prar.g_01662	Syaa.g_01601
OG0001468	Prar.g_01918	Syaa.g_01597
OG0001470	Prar.g_00889	Syaa.g_00693
OG0001471	Prar.g_00762	Syaa.g_00226
OG0001473	Prar.g_00671	Syaa.g_01603
OG0001474	Prar.g_00400	Syaa.g_02175
OG0001475	Prar.g_00887	Syaa.g_00691
OG0001479	Prar.g_00397	Syaa.g_02178
OG0001480	Prar.g_00429	Syaa.g_00810
OG0001482	Prar.g_00505	Syaa.g_01329
OG0001486	Prar.g_01265	Syaa.g_00768
OG0001492	Prar.g_01216	Syaa.g_00969
OG0001493	Prar.g_01208	Syaa.g_00961
OG0001494	Prar.g_00381	Syaa.g_00427
OG0001499	Prar.g_00557	Syaa.g_01698
OG0001502	Prar.g_01657	Syaa.g_00819
OG0001504	Prar.g_00995	Syaa.g_01039
OG0001507	Prar.g_00714	Syaa.g_02137
OG0001508	Prar.g_00890	Syaa.g_00694
OG0001520	Prar.g_00454, Prar.g_00455	Syaa.g_01929
OG0001523	Prar.g_01292	Syaa.g_02713
OG0001524	Prar.g_01291	Syaa.g_02714
OG0001528	Prar.g_00888	Syaa.g_00692
OG0001546	Prar.g_01354	Syaa.g_01997
OG0001548	Prar.g_01659	Syaa.g_01573
OG0001551	Prar.g_01287	Syaa.g_00853
OG0001552	Prar.g_01201	Syaa.g_01229
OG0001554	Prar.g_00756	Syaa.g_02590
OG0001572	Prar.g_01192	Syaa.g_01180
OG0001582	Prar.g_00517	Syaa.g_01746
OG0001588	Prar.g_00363	Syaa.g_00168
OG0001602	Prar.g_01531	Syaa.g_01210
OG0001607	Prar.g_01290	Syaa.g_01519
OG0001613	Prar.g_00616	Syaa.g_02227
OG0001625	Prar.g_00329	Syaa.g_00294
OG0001627	Prar.g_01643	Syaa.g_00629
OG0001633	Prar.g_00914	Syaa.g_00855
OG0001647	Prar.g_00314	Syaa.g_00271
OG0001667	Prar.g_00975	Syaa.g_01129
OG0001709	Prar.g_00868	Syaa.g_00453
OG0001712	Prar.g_00472	Syaa.g_01487
OG0001713	Prar.g_00560	Syaa.g_00783
OG0001718	Prar.g_00423	Syaa.g_00941
OG0001924	Prar.g_01574	Syaa.g_01671
OG0001925	Prar.g_01573	Syaa.g_01672
OG0001926	Prar.g_01572	Syaa.g_01673
OG0001927	Prar.g_01571	Syaa.g_01674
OG0001993	Prar.g_01576	Syaa.g_01669
OG0001994	Prar.g_01575	Syaa.g_01670
OG0002063	Prar.g_01973	Syaa.g_00949
OG0002125	Prar.g_01080	Syaa.g_02297
OG0002425	Prar.g_00379	Syaa.g_00466
OG0002445	Prar.g_01085	Syaa.g_02306
OG0002488	Prar.g_00377	Syaa.g_00170
OG0002695	Prar.g_00378	Syaa.g_00478
OG0003026	Prar.g_00856	Syaa.g_00490
OG0003169	Prar.g_01157	Syaa.g_01829
