Orthogroup	Prai	Syad
OG0001172	Prai.g_01704	Syad.g_00594
OG0001173	Prai.g_01705	Syad.g_00595
OG0001174	Prai.g_01713	Syad.g_00603
OG0001175	Prai.g_01714	Syad.g_00604
OG0001176	Prai.g_01721	Syad.g_00644
OG0001177	Prai.g_01724	Syad.g_00641
OG0001178	Prai.g_01729	Syad.g_02629
OG0001179	Prai.g_01761	Syad.g_00675
OG0001180	Prai.g_01788	Syad.g_00700
OG0001181	Prai.g_01792	Syad.g_00704
OG0001182	Prai.g_01799	Syad.g_00712
OG0001183	Prai.g_01803	Syad.g_00717
OG0001184	Prai.g_01819	Syad.g_00378
OG0001185	Prai.g_01833	Syad.g_00354
OG0001186	Prai.g_01856	Syad.g_00247
OG0001187	Prai.g_01862	Syad.g_00245
OG0001188	Prai.g_01864	Syad.g_00238
OG0001189	Prai.g_01881	Syad.g_00217
OG0001190	Prai.g_01885	Syad.g_03034
OG0001192	Prai.g_01899	Syad.g_00013
OG0001193	Prai.g_01909	Syad.g_00072
OG0001194	Prai.g_01910	Syad.g_00075
OG0001195	Prai.g_01911	Syad.g_00076
OG0001196	Prai.g_01924	Syad.g_00144
OG0001197	Prai.g_01925	Syad.g_00146
OG0001198	Prai.g_01933	Syad.g_00159
OG0001199	Prai.g_00074	Syad.g_02735
OG0001200	Prai.g_00076	Syad.g_02737
OG0001201	Prai.g_00108	Syad.g_02802
OG0001202	Prai.g_00210	Syad.g_02945
OG0001203	Prai.g_00249	Syad.g_00821
OG0001204	Prai.g_00256	Syad.g_00577
OG0001205	Prai.g_00476	Syad.g_02440
OG0001206	Prai.g_00493	Syad.g_02385
OG0001207	Prai.g_00507	Syad.g_00893
OG0001208	Prai.g_00512	Syad.g_00906
OG0001209	Prai.g_00563	Syad.g_00980
OG0001210	Prai.g_00568	Syad.g_00993
OG0001212	Prai.g_00624	Syad.g_01082
OG0001213	Prai.g_00658	Syad.g_02163
OG0001214	Prai.g_00666	Syad.g_02150
OG0001215	Prai.g_00719	Syad.g_01366
OG0001216	Prai.g_00750	Syad.g_01816
OG0001218	Prai.g_00887	Syad.g_02328
OG0001219	Prai.g_00858	Syad.g_01653
OG0001220	Prai.g_00795	Syad.g_01195
OG0001221	Prai.g_01035	Syad.g_01950
OG0001222	Prai.g_00997	Syad.g_01770
OG0001223	Prai.g_00971	Syad.g_01715
OG0001224	Prai.g_00922	Syad.g_01286
OG0001225	Prai.g_00920	Syad.g_01288
OG0001226	Prai.g_01083	Syad.g_02100
OG0001227	Prai.g_01101	Syad.g_00029
OG0001228	Prai.g_01218	Syad.g_02460
OG0001229	Prai.g_01368	Syad.g_01314
OG0001231	Prai.g_01560	Syad.g_00179
OG0001232	Prai.g_01661	Syad.g_02658
OG0001233	Prai.g_01681	Syad.g_02493
OG0001234	Prai.g_01716	Syad.g_00608
OG0001235	Prai.g_01726	Syad.g_00633
OG0001236	Prai.g_01816	Syad.g_00412
OG0001237	Prai.g_01820	Syad.g_00376
OG0001238	Prai.g_01896	Syad.g_00007
OG0001239	Prai.g_00071	Syad.g_02732
OG0001240	Prai.g_00093	Syad.g_02785
OG0001241	Prai.g_00101	Syad.g_02795
OG0001242	Prai.g_00119	Syad.g_02827
OG0001243	Prai.g_00125	Syad.g_02841
OG0001244	Prai.g_00141	Syad.g_02873
OG0001245	Prai.g_00392	Syad.g_02223
OG0001246	Prai.g_00534	Syad.g_00933
OG0001247	Prai.g_00712	Syad.g_01837
OG0001248	Prai.g_00714	Syad.g_01843
OG0001249	Prai.g_00869	Syad.g_00756
OG0001250	Prai.g_00806	Syad.g_01227
OG0001252	Prai.g_00927	Syad.g_01279
OG0001253	Prai.g_01102	Syad.g_02037
OG0001254	Prai.g_01145	Syad.g_01528
OG0001255	Prai.g_01156	Syad.g_02224
OG0001256	Prai.g_01553	Syad.g_02609
OG0001257	Prai.g_01559	Syad.g_02210
OG0001258	Prai.g_01635	Syad.g_02619
OG0001260	Prai.g_01695	Syad.g_02514
OG0001261	Prai.g_01769	Syad.g_00684
OG0001262	Prai.g_01879	Syad.g_00219
OG0001263	Prai.g_00128	Syad.g_02844
OG0001265	Prai.g_00118	Syad.g_02825
OG0001266	Prai.g_00214	Syad.g_02949
OG0001267	Prai.g_00293	Syad.g_00523
OG0001268	Prai.g_00352	Syad.g_00767
OG0001270	Prai.g_00465	Syad.g_02453
OG0001271	Prai.g_00502	Syad.g_02356
OG0001272	Prai.g_00516	Syad.g_00910
OG0001273	Prai.g_00660	Syad.g_02157
OG0001275	Prai.g_00961	Syad.g_01699
OG0001276	Prai.g_00942	Syad.g_01683
OG0001277	Prai.g_01090	Syad.g_00127
OG0001278	Prai.g_01223	Syad.g_01445
OG0001279	Prai.g_01583	Syad.g_02248
OG0001280	Prai.g_01334	Syad.g_02402
OG0001281	Prai.g_01340	Syad.g_02413
OG0001282	Prai.g_01371	Syad.g_00890
OG0001284	Prai.g_01532	Syad.g_02585
OG0001285	Prai.g_01664	Syad.g_02043
OG0001286	Prai.g_01786	Syad.g_00698
OG0001287	Prai.g_01840	Syad.g_00346
OG0001288	Prai.g_01849	Syad.g_00326
OG0001289	Prai.g_00087	Syad.g_02767
OG0001290	Prai.g_00100	Syad.g_02794
OG0001291	Prai.g_00135	Syad.g_02854
OG0001292	Prai.g_00261	Syad.g_00572
OG0001293	Prai.g_00274	Syad.g_00549
OG0001294	Prai.g_00389	Syad.g_01597
OG0001295	Prai.g_00498	Syad.g_00997
OG0001296	Prai.g_00539	Syad.g_00939
OG0001298	Prai.g_00605	Syad.g_01055
OG0001299	Prai.g_00695	Syad.g_01591
OG0001300	Prai.g_00722	Syad.g_01339
OG0001301	Prai.g_00725	Syad.g_01303
OG0001302	Prai.g_00860	Syad.g_02123
OG0001304	Prai.g_00933	Syad.g_01669
OG0001305	Prai.g_00914	Syad.g_01296
OG0001306	Prai.g_01158	Syad.g_01119
OG0001307	Prai.g_01354	Syad.g_00626
OG0001309	Prai.g_01557	Syad.g_00950
OG0001310	Prai.g_01650	Syad.g_02638
OG0001312	Prai.g_01008	Syad.g_01788
OG0001314	Prai.g_00439	Syad.g_01356, Syad.g_01420, Syad.g_00861
OG0001315	Prai.g_00061	Syad.g_00715
OG0001316	Prai.g_00140	Syad.g_02861
OG0001317	Prai.g_00245	Syad.g_00814
OG0001318	Prai.g_00269	Syad.g_00557
OG0001321	Prai.g_00482	Syad.g_02423
OG0001322	Prai.g_00483	Syad.g_02422
OG0001323	Prai.g_00548	Syad.g_00953
OG0001324	Prai.g_00723	Syad.g_01338
OG0001325	Prai.g_00753	Syad.g_01811
OG0001327	Prai.g_01075	Syad.g_01605
OG0001328	Prai.g_01100	Syad.g_01638
OG0001330	Prai.g_01309	Syad.g_02395
OG0001332	Prai.g_01504	Syad.g_02535
OG0001333	Prai.g_01675	Syad.g_02487
OG0001334	Prai.g_01806	Syad.g_00725
OG0001335	Prai.g_01807	Syad.g_00726
OG0001336	Prai.g_01921	Syad.g_00139
OG0001339	Prai.g_00103	Syad.g_02797
OG0001340	Prai.g_00341	Syad.g_00742
OG0001341	Prai.g_00897	Syad.g_01312
OG0001343	Prai.g_01062	Syad.g_00079
OG0001344	Prai.g_01175	Syad.g_01157
OG0001345	Prai.g_01190	Syad.g_01188
OG0001346	Prai.g_01336	Syad.g_02406
OG0001348	Prai.g_01587	Syad.g_01250
OG0001349	Prai.g_01407	Syad.g_02663
OG0001352	Prai.g_00709	Syad.g_00969
OG0001353	Prai.g_00815	Syad.g_01244
OG0001355	Prai.g_01272	Syad.g_02116
OG0001358	Prai.g_00649	Syad.g_02179
OG0001359	Prai.g_01061	Syad.g_00078
OG0001360	Prai.g_01103	Syad.g_01191
OG0001361	Prai.g_01187	Syad.g_01185
OG0001362	Prai.g_01477	Syad.g_02294
OG0001363	Prai.g_01479	Syad.g_02296
OG0001364	Prai.g_01809	Syad.g_00431
OG0001369	Prai.g_00092	Syad.g_02784
OG0001375	Prai.g_01063	Syad.g_00080
OG0001376	Prai.g_01069	Syad.g_00015
OG0001377	Prai.g_01070	Syad.g_00014
OG0001378	Prai.g_01112	Syad.g_02454
OG0001381	Prai.g_01364	Syad.g_01266, Syad.g_00614
OG0001394	Prai.g_01031	Syad.g_01920
OG0001395	Prai.g_00931	Syad.g_01792
OG0001397	Prai.g_01478	Syad.g_02295
OG0001398	Prai.g_01601	Syad.g_01977
OG0001399	Prai.g_01718	Syad.g_02336
OG0001403	Prai.g_00030	Syad.g_00197
OG0001404	Prai.g_00068	Syad.g_02727
OG0001405	Prai.g_00339	Syad.g_00728
OG0001407	Prai.g_01081	Syad.g_00970
OG0001408	Prai.g_01086	Syad.g_01431
OG0001410	Prai.g_01355	Syad.g_00627
OG0001411	Prai.g_01422, Prai.g_01391	Syad.g_00372
OG0001413	Prai.g_01547	Syad.g_02113
OG0001414	Prai.g_00240	Syad.g_00615
OG0001416	Prai.g_00490	Syad.g_02410
OG0001417	Prai.g_00500	Syad.g_01729
OG0001419	Prai.g_01082	Syad.g_00971
OG0001420	Prai.g_01122	Syad.g_00963
OG0001421	Prai.g_01554	Syad.g_02105, Syad.g_02039
OG0001428	Prai.g_00183	Syad.g_02906
OG0001430	Prai.g_01271	Syad.g_03026
OG0001432	Prai.g_01545	Syad.g_01382
OG0001438	Prai.g_00306	Syad.g_00507
OG0001439	Prai.g_00320	Syad.g_00476
OG0001443	Prai.g_01602	Syad.g_00023
OG0001447	Prai.g_00126	Syad.g_02842
OG0001448	Prai.g_00380	Syad.g_02723
OG0001449	Prai.g_00413	Syad.g_00583
OG0001452	Prai.g_01058	Syad.g_00563
OG0001453	Prai.g_00967	Syad.g_01709
OG0001454	Prai.g_01096	Syad.g_02101
OG0001459	Prai.g_01552	Syad.g_01550
OG0001462	Prai.g_00034	Syad.g_00204
OG0001463	Prai.g_00299	Syad.g_01264
OG0001464	Prai.g_00342	Syad.g_00743
OG0001465	Prai.g_00731	Syad.g_01830
OG0001471	Prai.g_01548	Syad.g_00484
OG0001473	Prai.g_01857	Syad.g_02127
OG0001474	Prai.g_00353	Syad.g_00768
OG0001475	Prai.g_00152	Syad.g_02464
OG0001477	Prai.g_01254	Syad.g_01307
OG0001480	Prai.g_00382	Syad.g_01194
OG0001482	Prai.g_00488	Syad.g_01719
OG0001492	Prai.g_01220	Syad.g_01448
OG0001493	Prai.g_01228	Syad.g_01439
OG0001496	Prai.g_01252	Syad.g_01309
OG0001497	Prai.g_01253	Syad.g_01308
OG0001499	Prai.g_00060	Syad.g_02081
OG0001502	Prai.g_00877	Syad.g_01202
OG0001505	Prai.g_01394	Syad.g_00259
OG0001508	Prai.g_01432	Syad.g_02461
OG0001514	Prai.g_01251	Syad.g_01310
OG0001520	Prai.g_00406	Syad.g_01039
OG0001522	Prai.g_00814	Syad.g_01243
OG0001527	Prai.g_00591	Syad.g_01030
OG0001532	Prai.g_01199	Syad.g_01492
OG0001547	Prai.g_00875	Syad.g_01963
OG0001548	Prai.g_00871	Syad.g_02092
OG0001554	Prai.g_01555	Syad.g_03031
OG0001555	Prai.g_01569	Syad.g_01923
OG0001562	Prai.g_00949	Syad.g_01693
OG0001567	Prai.g_00876	Syad.g_01965
OG0001568	Prai.g_00874	Syad.g_01961
OG0001570	Prai.g_01255	Syad.g_01985
OG0001582	Prai.g_00499	Syad.g_02086
OG0001588	Prai.g_00778	Syad.g_00428
OG0001602	Prai.g_00730	Syad.g_01831
OG0001625	Prai.g_00271	Syad.g_00555
OG0001634	Prai.g_01582	Syad.g_01594
OG0001647	Prai.g_00285	Syad.g_00531
OG0001924	Prai.g_01283	Syad.g_02188
OG0001925	Prai.g_01284	Syad.g_02189
OG0001926	Prai.g_01285	Syad.g_02190
OG0001927	Prai.g_01286	Syad.g_02191
OG0001993	Prai.g_01281	Syad.g_02186
OG0001994	Prai.g_01282	Syad.g_02187
OG0002019	Prai.g_01304	Syad.g_01962
OG0002092	Prai.g_01240	Syad.g_02549
OG0002106	Prai.g_00396	Syad.g_01217
OG0002112	Prai.g_00417	Syad.g_00494
OG0002157	Prai.g_00418	Syad.g_00493
OG0002158	Prai.g_00416	Syad.g_00495
OG0002369	Prai.g_00742	Syad.g_00284
OG0002395	Prai.g_01628	Syad.g_00492
OG0002618	Prai.g_01620	Syad.g_00382
OG0002721	Prai.g_01320	Syad.g_01196
