Orthogroup	Praw	Prbb
OG0001099	Praw.g_00127	Prbb.g_01969
OG0001100	Praw.g_00126	Prbb.g_01970
OG0001101	Praw.g_00125	Prbb.g_01971
OG0001102	Praw.g_00124	Prbb.g_01972
OG0001103	Praw.g_00123	Prbb.g_01973
OG0001104	Praw.g_00122	Prbb.g_01974
OG0001105	Praw.g_00121	Prbb.g_01975
OG0001106	Praw.g_00120	Prbb.g_01976
OG0001107	Praw.g_00119	Prbb.g_01977
OG0001108	Praw.g_00118	Prbb.g_01978
OG0001109	Praw.g_00117	Prbb.g_01979
OG0001110	Praw.g_00116	Prbb.g_01980
OG0001111	Praw.g_00115	Prbb.g_01981
OG0001112	Praw.g_00114	Prbb.g_01982
OG0001113	Praw.g_00113	Prbb.g_01983
OG0001114	Praw.g_00112	Prbb.g_01984
OG0001115	Praw.g_00111	Prbb.g_01985
OG0001116	Praw.g_00110	Prbb.g_01986
OG0001117	Praw.g_00109	Prbb.g_01987
OG0001118	Praw.g_00108	Prbb.g_01988
OG0001119	Praw.g_00107	Prbb.g_01989
OG0001120	Praw.g_00106	Prbb.g_01990
OG0001121	Praw.g_00104	Prbb.g_01992
OG0001122	Praw.g_00103	Prbb.g_01993
OG0001123	Praw.g_00102	Prbb.g_01994
OG0001124	Praw.g_00100	Prbb.g_01996
OG0001125	Praw.g_00098	Prbb.g_01998
OG0001126	Praw.g_00097	Prbb.g_01999
OG0001127	Praw.g_00095	Prbb.g_02002
OG0001128	Praw.g_00094	Prbb.g_02003
OG0001129	Praw.g_00093	Prbb.g_02004
OG0001130	Praw.g_00090	Prbb.g_02007
OG0001131	Praw.g_00089	Prbb.g_02008
OG0001132	Praw.g_00088	Prbb.g_02009
OG0001133	Praw.g_00087	Prbb.g_02010
OG0001134	Praw.g_00086	Prbb.g_02011
OG0001135	Praw.g_00085	Prbb.g_02012
OG0001136	Praw.g_00084	Prbb.g_02013
OG0001137	Praw.g_00083	Prbb.g_02014
OG0001138	Praw.g_00082	Prbb.g_02015
OG0001139	Praw.g_00081	Prbb.g_02017
OG0001140	Praw.g_00080	Prbb.g_02018
OG0001141	Praw.g_00079	Prbb.g_02019
OG0001142	Praw.g_00076	Prbb.g_02024
OG0001143	Praw.g_00075	Prbb.g_02025
OG0001144	Praw.g_00074	Prbb.g_02026
OG0001145	Praw.g_00073	Prbb.g_02027
OG0001146	Praw.g_00072	Prbb.g_02028
OG0001147	Praw.g_00071	Prbb.g_02029
OG0001148	Praw.g_00070	Prbb.g_02030
OG0001149	Praw.g_00068	Prbb.g_02031
OG0001150	Praw.g_00067	Prbb.g_02032
OG0001151	Praw.g_00065	Prbb.g_02035
OG0001152	Praw.g_00064	Prbb.g_02036
OG0001153	Praw.g_00063	Prbb.g_02037
OG0001154	Praw.g_00061	Prbb.g_02039
OG0001155	Praw.g_00059	Prbb.g_02041
OG0001156	Praw.g_00057	Prbb.g_02043
OG0001157	Praw.g_00056	Prbb.g_02045
OG0001158	Praw.g_00054	Prbb.g_02047
OG0001159	Praw.g_00053	Prbb.g_02048
OG0001160	Praw.g_00052	Prbb.g_02049
OG0001161	Praw.g_00051	Prbb.g_02050
OG0001162	Praw.g_00050	Prbb.g_02051
OG0001163	Praw.g_00049	Prbb.g_02052
OG0001164	Praw.g_00048	Prbb.g_02053
OG0001165	Praw.g_00047	Prbb.g_02054
OG0001166	Praw.g_00046	Prbb.g_02055
OG0001167	Praw.g_00045	Prbb.g_02056
OG0001168	Praw.g_00044	Prbb.g_02057
OG0001169	Praw.g_00043	Prbb.g_02058
OG0001170	Praw.g_00041	Prbb.g_02059
OG0001171	Praw.g_00040	Prbb.g_02060
OG0001172	Praw.g_00038	Prbb.g_02062
OG0001173	Praw.g_00036	Prbb.g_02064
OG0001174	Praw.g_00035	Prbb.g_02065
OG0001175	Praw.g_00034	Prbb.g_02066
OG0001176	Praw.g_00033	Prbb.g_02068
OG0001177	Praw.g_00031	Prbb.g_02070
OG0001178	Praw.g_00028	Prbb.g_02074
OG0001179	Praw.g_00027	Prbb.g_02075
OG0001180	Praw.g_00026	Prbb.g_02076
OG0001181	Praw.g_00025	Prbb.g_02077
OG0001182	Praw.g_00024	Prbb.g_02078
OG0001183	Praw.g_00023	Prbb.g_02079
OG0001184	Praw.g_00021	Prbb.g_02097
OG0001185	Praw.g_00018	Prbb.g_02099
OG0001186	Praw.g_00017	Prbb.g_02100
OG0001187	Praw.g_00016	Prbb.g_02101
OG0001188	Praw.g_00015	Prbb.g_02102
OG0001189	Praw.g_00014	Prbb.g_02103
OG0001190	Praw.g_00013	Prbb.g_02104
OG0001191	Praw.g_00012	Prbb.g_02105
OG0001192	Praw.g_00011	Prbb.g_02106
OG0001193	Praw.g_00010	Prbb.g_02107
OG0001194	Praw.g_00009	Prbb.g_02108
OG0001195	Praw.g_00008	Prbb.g_02109
OG0001196	Praw.g_00007	Prbb.g_02110
OG0001197	Praw.g_00006	Prbb.g_02111
OG0001198	Praw.g_00005	Prbb.g_02112
OG0001199	Praw.g_00004	Prbb.g_02113
OG0001200	Praw.g_00003	Prbb.g_02114
OG0001201	Praw.g_00002	Prbb.g_02115
OG0001202	Praw.g_00001	Prbb.g_02116
OG0001203	Praw.g_01192	Prbb.g_02118
OG0001204	Praw.g_01190	Prbb.g_02120
OG0001205	Praw.g_01189	Prbb.g_02122
OG0001206	Praw.g_01188	Prbb.g_02123
OG0001207	Praw.g_01187	Prbb.g_02124
OG0001208	Praw.g_01186	Prbb.g_02125
OG0001209	Praw.g_01185	Prbb.g_02126
OG0001210	Praw.g_01184	Prbb.g_02127
OG0001211	Praw.g_01183	Prbb.g_02128
OG0001212	Praw.g_01182	Prbb.g_02129
OG0001213	Praw.g_01181	Prbb.g_02130
OG0001214	Praw.g_01179	Prbb.g_02132
OG0001215	Praw.g_01178	Prbb.g_02133
OG0001216	Praw.g_01177	Prbb.g_02134
OG0001217	Praw.g_01176	Prbb.g_02135
OG0001218	Praw.g_01175	Prbb.g_02136
OG0001219	Praw.g_01172	Prbb.g_02139
OG0001220	Praw.g_01171	Prbb.g_02140
OG0001221	Praw.g_01168	Prbb.g_02145
OG0001222	Praw.g_01167	Prbb.g_02146
OG0001223	Praw.g_01166	Prbb.g_02147
OG0001224	Praw.g_01165	Prbb.g_02149
OG0001225	Praw.g_01164	Prbb.g_02150
OG0001226	Praw.g_01163	Prbb.g_02151
OG0001227	Praw.g_01162	Prbb.g_02152
OG0001228	Praw.g_01161	Prbb.g_02153
OG0001229	Praw.g_01160	Prbb.g_02154
OG0001230	Praw.g_01159	Prbb.g_02155
OG0001231	Praw.g_01158	Prbb.g_02156
OG0001232	Praw.g_01157	Prbb.g_02164
OG0001233	Praw.g_01156	Prbb.g_02165
OG0001234	Praw.g_01155	Prbb.g_02166
OG0001235	Praw.g_01154	Prbb.g_02167
OG0001236	Praw.g_01152	Prbb.g_02169
OG0001237	Praw.g_01151	Prbb.g_02170
OG0001238	Praw.g_01149	Prbb.g_02173
OG0001239	Praw.g_01148	Prbb.g_02174
OG0001240	Praw.g_01147	Prbb.g_02175
OG0001241	Praw.g_01145	Prbb.g_02178
OG0001242	Praw.g_01144	Prbb.g_02180
OG0001243	Praw.g_01143	Prbb.g_02181
OG0001244	Praw.g_01142	Prbb.g_02182
OG0001245	Praw.g_01141	Prbb.g_02183
OG0001246	Praw.g_01140	Prbb.g_02185
OG0001247	Praw.g_01139	Prbb.g_02186
OG0001248	Praw.g_01138	Prbb.g_02187
OG0001249	Praw.g_01137	Prbb.g_02188
OG0001250	Praw.g_01136	Prbb.g_02189
OG0001251	Praw.g_01342	Prbb.g_00147
OG0001252	Praw.g_01297	Prbb.g_00195
OG0001253	Praw.g_01285	Prbb.g_00207
OG0001255	Praw.g_00797	Prbb.g_00393
OG0001258	Praw.g_00650	Prbb.g_00502
OG0001260	Praw.g_01760	Prbb.g_01027, Prbb.g_01446
OG0001261	Praw.g_01664	Prbb.g_00818
OG0001262	Praw.g_01648	Prbb.g_01370
OG0001263	Praw.g_01627	Prbb.g_00909
OG0001264	Praw.g_01598	Prbb.g_00931
OG0001265	Praw.g_01491	Prbb.g_01043
OG0001267	Praw.g_00218	Prbb.g_01534
OG0001268	Praw.g_00231	Prbb.g_01520
OG0001269	Praw.g_00998	Prbb.g_01609
OG0001270	Praw.g_00377	Prbb.g_01727
OG0001271	Praw.g_00388	Prbb.g_01739
OG0001272	Praw.g_00428	Prbb.g_01371
OG0001273	Praw.g_00429	Prbb.g_00522
OG0001274	Praw.g_00434	Prbb.g_01778
OG0001275	Praw.g_00451	Prbb.g_01086
OG0001276	Praw.g_00463	Prbb.g_01781
OG0001277	Praw.g_00476	Prbb.g_01790, Prbb.g_01899
OG0001278	Praw.g_00507	Prbb.g_01815
OG0001279	Praw.g_00511	Prbb.g_01819
OG0001280	Praw.g_00514	Prbb.g_01822
OG0001281	Praw.g_01914	Prbb.g_01926
OG0001282	Praw.g_01890	Prbb.g_01279
OG0001283	Praw.g_00058	Prbb.g_02042
OG0001284	Praw.g_00029	Prbb.g_02073
OG0001285	Praw.g_01191	Prbb.g_02119
OG0001286	Praw.g_01146	Prbb.g_02177
OG0001287	Praw.g_00483	Prbb.g_01180
OG0001288	Praw.g_00710	Prbb.g_00442
OG0001290	Praw.g_01398	Prbb.g_00031
OG0001291	Praw.g_01363	Prbb.g_00126
OG0001292	Praw.g_01360	Prbb.g_00129
OG0001293	Praw.g_01358	Prbb.g_00131
OG0001295	Praw.g_01316	Prbb.g_00176
OG0001296	Praw.g_01310	Prbb.g_00183
OG0001297	Praw.g_01236	Prbb.g_00256
OG0001298	Praw.g_00890	Prbb.g_00301
OG0001300	Praw.g_00759	Prbb.g_01077
OG0001301	Praw.g_01885	Prbb.g_00638
OG0001302	Praw.g_01755	Prbb.g_01800
OG0001303	Praw.g_01751	Prbb.g_00754
OG0001304	Praw.g_01476	Prbb.g_01061
OG0001305	Praw.g_01471	Prbb.g_01066
OG0001306	Praw.g_01435	Prbb.g_02163
OG0001307	Praw.g_01425	Prbb.g_00940
OG0001308	Praw.g_00181	Prbb.g_01071
OG0001309	Praw.g_00183	Prbb.g_02121
OG0001310	Praw.g_00192	Prbb.g_01247
OG0001311	Praw.g_00262	Prbb.g_01483
OG0001312	Praw.g_00999	Prbb.g_01610
OG0001313	Praw.g_00432	Prbb.g_00758
OG0001314	Praw.g_00538	Prbb.g_01844
OG0001315	Praw.g_00573	Prbb.g_01879
OG0001316	Praw.g_00062	Prbb.g_02038
OG0001318	Praw.g_01294	Prbb.g_00199
OG0001319	Praw.g_01197	Prbb.g_00295
OG0001320	Praw.g_00680	Prbb.g_01542
OG0001322	Praw.g_01716	Prbb.g_00747
OG0001323	Praw.g_01452	Prbb.g_00921
OG0001324	Praw.g_01417	Prbb.g_01433
OG0001325	Praw.g_00185	Prbb.g_01325
OG0001326	Praw.g_00951	Prbb.g_01207
OG0001327	Praw.g_00953	Prbb.g_01579
OG0001328	Praw.g_00986	Prbb.g_01591
OG0001330	Praw.g_00425	Prbb.g_01774
OG0001331	Praw.g_00512	Prbb.g_01820
OG0001332	Praw.g_00562	Prbb.g_01868
OG0001333	Praw.g_00092	Prbb.g_02005
OG0001334	Praw.g_00037	Prbb.g_02063
OG0001335	Praw.g_01193	Prbb.g_02117
OG0001336	Praw.g_01307	Prbb.g_00186
OG0001338	Praw.g_01291	Prbb.g_01103
OG0001344	Praw.g_00755	Prbb.g_01553, Prbb.g_01628
OG0001348	Praw.g_00644	Prbb.g_00508
OG0001349	Praw.g_00639	Prbb.g_00513
OG0001350	Praw.g_00634	Prbb.g_00518
OG0001352	Praw.g_01840	Prbb.g_00687
OG0001356	Praw.g_01613	Prbb.g_00912
OG0001359	Praw.g_00205	Prbb.g_01892
OG0001360	Praw.g_00206	Prbb.g_01893
OG0001362	Praw.g_00930	Prbb.g_01196
OG0001364	Praw.g_00407	Prbb.g_01759
OG0001365	Praw.g_01049	Prbb.g_00955
OG0001368	Praw.g_00030	Prbb.g_02072
OG0001369	Praw.g_01490	Prbb.g_01044
OG0001371	Praw.g_01367	Prbb.g_00122
OG0001372	Praw.g_01366	Prbb.g_00123
OG0001373	Praw.g_01359	Prbb.g_00130
OG0001374	Praw.g_01347	Prbb.g_00142
OG0001376	Praw.g_01201	Prbb.g_00291
OG0001377	Praw.g_00877	Prbb.g_00312
OG0001379	Praw.g_00770	Prbb.g_01725
OG0001380	Praw.g_00336, Praw.g_00486	Prbb.g_01073
OG0001381	Praw.g_00693	Prbb.g_00459
OG0001382	Praw.g_00687	Prbb.g_00467
OG0001383	Praw.g_00637	Prbb.g_00515
OG0001385	Praw.g_01856	Prbb.g_00669
OG0001386	Praw.g_01848	Prbb.g_00679
OG0001387	Praw.g_01846	Prbb.g_00681
OG0001388	Praw.g_01836	Prbb.g_00692
OG0001389	Praw.g_01804	Prbb.g_00718
OG0001390	Praw.g_01761	Prbb.g_00086
OG0001391	Praw.g_01711	Prbb.g_00957
OG0001392	Praw.g_01614	Prbb.g_00911
OG0001393	Praw.g_01612	Prbb.g_00913
OG0001394	Praw.g_01592	Prbb.g_00937
OG0001395	Praw.g_01589	Prbb.g_00941
OG0001396	Praw.g_01507	Prbb.g_01388
OG0001397	Praw.g_01482	Prbb.g_01052
OG0001398	Praw.g_01463	Prbb.g_00888
OG0001399	Praw.g_01454	Prbb.g_00910
OG0001400	Praw.g_01445	Prbb.g_00903
OG0001401	Praw.g_01438	Prbb.g_01139
OG0001402	Praw.g_00220	Prbb.g_01532
OG0001403	Praw.g_00982	Prbb.g_01587
OG0001404	Praw.g_01007	Prbb.g_01116
OG0001405	Praw.g_01017	Prbb.g_01640
OG0001406	Praw.g_00376	Prbb.g_01726
OG0001407	Praw.g_00379	Prbb.g_01730
OG0001408	Praw.g_00426	Prbb.g_01775
OG0001409	Praw.g_00438	Prbb.g_01141
OG0001410	Praw.g_00453	Prbb.g_01125
OG0001411	Praw.g_00465	Prbb.g_01241
OG0001412	Praw.g_01558	Prbb.g_00969
OG0001414	Praw.g_01373	Prbb.g_02023
OG0001415	Praw.g_00808	Prbb.g_00377
OG0001416	Praw.g_00627	Prbb.g_00525
OG0001417	Praw.g_01847	Prbb.g_00680
OG0001418	Praw.g_01748	Prbb.g_01179
OG0001419	Praw.g_01707	Prbb.g_00961
OG0001420	Praw.g_01610	Prbb.g_01913
OG0001421	Praw.g_01607	Prbb.g_00918
OG0001422	Praw.g_01449	Prbb.g_00740
OG0001423	Praw.g_00207	Prbb.g_01223
OG0001424	Praw.g_00906	Prbb.g_01895
OG0001426	Praw.g_01150	Prbb.g_02172
OG0001427	Praw.g_00760	Prbb.g_01796
OG0001429	Praw.g_01529	Prbb.g_01001
OG0001431	Praw.g_01447	Prbb.g_00902
OG0001432	Praw.g_01444	Prbb.g_00750
OG0001433	Praw.g_00471, Praw.g_00932, Praw.g_00311	Prbb.g_01187
OG0001434	Praw.g_00474	Prbb.g_01432, Prbb.g_01270
OG0001435	Praw.g_00437	Prbb.g_01113
OG0001436	Praw.g_01734	Prbb.g_01164
OG0001438	Praw.g_00156	Prbb.g_00621
OG0001441	Praw.g_00177	Prbb.g_01365
OG0001442	Praw.g_00194	Prbb.g_01782
OG0001444	Praw.g_00253	Prbb.g_01496
OG0001445	Praw.g_00332	Prbb.g_01634
OG0001446	Praw.g_00334	Prbb.g_01635
OG0001447	Praw.g_00335	Prbb.g_01636
OG0001448	Praw.g_00459	Prbb.g_00732
OG0001449	Praw.g_01082	Prbb.g_00876
OG0001450	Praw.g_00499	Prbb.g_01886
OG0001450	Praw.g_00308	Prbb.g_00883, Prbb.g_00881, Prbb.g_01556
OG0001452	Praw.g_01173	Prbb.g_02138
OG0001456	Praw.g_01936	Prbb.g_00390
OG0001458	Praw.g_01762	Prbb.g_01272
OG0001459	Praw.g_01718	Prbb.g_00115
OG0001464	Praw.g_01450	Prbb.g_01448, Prbb.g_01021
OG0001465	Praw.g_00948	Prbb.g_00901
OG0001469	Praw.g_00232	Prbb.g_01519
OG0001472	Praw.g_01637	Prbb.g_00849
OG0001473	Praw.g_01628	Prbb.g_00956
OG0001474	Praw.g_01626	Prbb.g_01901
OG0001475	Praw.g_01459	Prbb.g_00898
OG0001476	Praw.g_01458	Prbb.g_00899
OG0001477	Praw.g_01457	Prbb.g_00900
OG0001478	Praw.g_01451	Prbb.g_01660
OG0001479	Praw.g_01422	Prbb.g_01494
OG0001480	Praw.g_00171	Prbb.g_00439
OG0001486	Praw.g_01578	Prbb.g_00953
OG0001487	Praw.g_01744	Prbb.g_00625
OG0001491	Praw.g_01721	Prbb.g_01105
OG0001493	Praw.g_01625	Prbb.g_01902
OG0001494	Praw.g_01624	Prbb.g_01903
OG0001495	Praw.g_01623	Prbb.g_01904
OG0001496	Praw.g_01622	Prbb.g_01905
OG0001497	Praw.g_01621	Prbb.g_01906
OG0001498	Praw.g_01620	Prbb.g_01907
OG0001499	Praw.g_01619	Prbb.g_01908
OG0001500	Praw.g_01618	Prbb.g_01909
OG0001501	Praw.g_01617	Prbb.g_01910
OG0001502	Praw.g_01616	Prbb.g_01911
OG0001503	Praw.g_01615	Prbb.g_01912
OG0001505	Praw.g_01785	Prbb.g_01281
OG0001507	Praw.g_00216	Prbb.g_01536
OG0001510	Praw.g_00077	Prbb.g_02022
OG0001515	Praw.g_01757	Prbb.g_01788
OG0001516	Praw.g_01517	Prbb.g_01011
OG0001517	Praw.g_01440	Prbb.g_00097
OG0001518	Praw.g_00473	Prbb.g_01301, Prbb.g_01303, Prbb.g_01297
OG0001520	Praw.g_01735	Prbb.g_01163
OG0001523	Praw.g_01374	Prbb.g_00110
OG0001524	Praw.g_00757	Prbb.g_01249
OG0001527	Praw.g_00175	Prbb.g_01317
OG0001528	Praw.g_00931	Prbb.g_01793
OG0001529	Praw.g_00934	Prbb.g_01306
OG0001530	Praw.g_01736	Prbb.g_01162
OG0001533	Praw.g_00736	Prbb.g_01250
OG0001535	Praw.g_01640	Prbb.g_00846
OG0001536	Praw.g_00173	Prbb.g_01097
OG0001538	Praw.g_00950	Prbb.g_01602
OG0001539	Praw.g_00965	Prbb.g_01261
OG0001541	Praw.g_01044	Prbb.g_00857
OG0001543	Praw.g_00452	Prbb.g_01257
OG0001546	Praw.g_00908	Prbb.g_00820
OG0001549	Praw.g_01309	Prbb.g_00184
OG0001550	Praw.g_00827	Prbb.g_00358
OG0001551	Praw.g_00803	Prbb.g_00052
OG0001552	Praw.g_00763	Prbb.g_01215
OG0001553	Praw.g_00744	Prbb.g_01267
OG0001554	Praw.g_00743	Prbb.g_01080
OG0001555	Praw.g_00690	Prbb.g_01089
OG0001556	Praw.g_00678	Prbb.g_01552
OG0001557	Praw.g_01845	Prbb.g_00682
OG0001559	Praw.g_01756	Prbb.g_01191
OG0001560	Praw.g_01729	Prbb.g_01028
OG0001561	Praw.g_01635	Prbb.g_01343
OG0001562	Praw.g_01501	Prbb.g_00744
OG0001563	Praw.g_01442	Prbb.g_00109
OG0001564	Praw.g_01441	Prbb.g_01074
OG0001565	Praw.g_01439	Prbb.g_00751
OG0001566	Praw.g_01436	Prbb.g_01088
OG0001567	Praw.g_01429	Prbb.g_01280
OG0001568	Praw.g_00170	Prbb.g_00096
OG0001569	Praw.g_00174	Prbb.g_01178
OG0001570	Praw.g_00179	Prbb.g_01183
OG0001571	Praw.g_00188	Prbb.g_01214
OG0001572	Praw.g_00197	Prbb.g_01258
OG0001573	Praw.g_00200	Prbb.g_01102
OG0001575	Praw.g_00946	Prbb.g_01340
OG0001576	Praw.g_00956	Prbb.g_01206
OG0001577	Praw.g_01013	Prbb.g_01920
OG0001578	Praw.g_01015	Prbb.g_01638
OG0001579	Praw.g_01102	Prbb.g_00875
OG0001582	Praw.g_00420	Prbb.g_01033
OG0001583	Praw.g_00421	Prbb.g_00759
OG0001584	Praw.g_00422	Prbb.g_01554
OG0001585	Praw.g_00431	Prbb.g_01779
OG0001586	Praw.g_00020	Prbb.g_01623
OG0001588	Praw.g_00498	Prbb.g_01896
OG0001591	Praw.g_00769	Prbb.g_01140
OG0001594	Praw.g_00679	Prbb.g_01551
OG0001595	Praw.g_01816	Prbb.g_01285
OG0001597	Praw.g_01633	Prbb.g_01394
OG0001599	Praw.g_00210	Prbb.g_01898
OG0001600	Praw.g_00211	Prbb.g_01559
OG0001601	Praw.g_00212	Prbb.g_01558
OG0001602	Praw.g_00213	Prbb.g_01557
OG0001603	Praw.g_00478	Prbb.g_01181
OG0001604	Praw.g_00528	Prbb.g_01393
OG0001608	Praw.g_00488	Prbb.g_01949
OG0001609	Praw.g_00764	Prbb.g_01795
OG0001622	Praw.g_00317	Prbb.g_01412
OG0001624	Praw.g_01631	Prbb.g_00755
OG0001632	Praw.g_00489	Prbb.g_01253
OG0001634	Praw.g_00318	Prbb.g_01413
OG0001635	Praw.g_00319	Prbb.g_01414
OG0001636	Praw.g_00320	Prbb.g_01415
OG0001699	Praw.g_01815	Prbb.g_01296
OG0001709	Praw.g_01743	Prbb.g_01153
OG0001720	Praw.g_01062	Prbb.g_00863
OG0001729	Praw.g_01108	Prbb.g_00872
OG0001793	Praw.g_00341	Prbb.g_02089
OG0001794	Praw.g_00467	Prbb.g_01397
OG0001834	Praw.g_00324	Prbb.g_01079
OG0001847	Praw.g_00446	Prbb.g_01894
OG0001855	Praw.g_00924	Prbb.g_00077
OG0001871	Praw.g_00313	Prbb.g_01315
OG0001874	Praw.g_00973	Prbb.g_01117
OG0001913	Praw.g_01742	Prbb.g_01154
OG0001957	Praw.g_01733	Prbb.g_01159
OG0001991	Praw.g_01737	Prbb.g_01161
OG0002045	Praw.g_00321	Prbb.g_01128
OG0002080	Praw.g_00325	Prbb.g_01561
OG0002081	Praw.g_00500	Prbb.g_01883
OG0002156	Praw.g_01037	Prbb.g_00862
OG0002183	Praw.g_01741	Prbb.g_01155
OG0002184	Praw.g_01740	Prbb.g_01156
OG0002187	Praw.g_00894	Prbb.g_01332
OG0002311	Praw.g_00439	Prbb.g_01188
