Orthogroup	Prba	Prbk
OG0001117	Prba.g_01324	Prbk.g_02305
OG0001118	Prba.g_01323	Prbk.g_02304
OG0001119	Prba.g_01322	Prbk.g_02303
OG0001120	Prba.g_01320	Prbk.g_02301
OG0001122	Prba.g_01292	Prbk.g_00581
OG0001123	Prba.g_01288	Prbk.g_00588
OG0001124	Prba.g_01286	Prbk.g_00590
OG0001125	Prba.g_01285	Prbk.g_00592
OG0001126	Prba.g_01275	Prbk.g_00068
OG0001127	Prba.g_01274	Prbk.g_00067
OG0001128	Prba.g_01272	Prbk.g_00064
OG0001129	Prba.g_01271	Prbk.g_00063
OG0001130	Prba.g_01270	Prbk.g_00062
OG0001131	Prba.g_01234	Prbk.g_00627
OG0001132	Prba.g_01225	Prbk.g_02595
OG0001133	Prba.g_00729	Prbk.g_02613
OG0001134	Prba.g_00097	Prbk.g_02195
OG0001135	Prba.g_00094	Prbk.g_02197
OG0001136	Prba.g_00067	Prbk.g_01021
OG0001137	Prba.g_00055	Prbk.g_00155
OG0001138	Prba.g_00037	Prbk.g_00137
OG0001139	Prba.g_00036	Prbk.g_00135
OG0001140	Prba.g_00035	Prbk.g_00134
OG0001141	Prba.g_00034	Prbk.g_00133
OG0001142	Prba.g_00033	Prbk.g_00132
OG0001143	Prba.g_00026	Prbk.g_01504
OG0001144	Prba.g_00021	Prbk.g_00188
OG0001145	Prba.g_01184	Prbk.g_01194
OG0001146	Prba.g_01196	Prbk.g_01178
OG0001147	Prba.g_00210	Prbk.g_02120
OG0001148	Prba.g_00194	Prbk.g_02051
OG0001149	Prba.g_00193	Prbk.g_02050
OG0001150	Prba.g_00192	Prbk.g_02049
OG0001151	Prba.g_00181	Prbk.g_02037
OG0001152	Prba.g_00180	Prbk.g_02036
OG0001153	Prba.g_00681	Prbk.g_01217
OG0001154	Prba.g_00680	Prbk.g_01216
OG0001155	Prba.g_00343	Prbk.g_02004
OG0001156	Prba.g_00340	Prbk.g_02001
OG0001157	Prba.g_00339	Prbk.g_02596
OG0001158	Prba.g_00338	Prbk.g_02000
OG0001159	Prba.g_00337	Prbk.g_01999
OG0001160	Prba.g_00313	Prbk.g_00934
OG0001161	Prba.g_00300	Prbk.g_02593
OG0001162	Prba.g_00289	Prbk.g_01788
OG0001163	Prba.g_00234	Prbk.g_00920
OG0001164	Prba.g_00230	Prbk.g_00915
OG0001165	Prba.g_00227	Prbk.g_00912
OG0001166	Prba.g_00601	Prbk.g_01438
OG0001167	Prba.g_00584	Prbk.g_01417
OG0001168	Prba.g_00582	Prbk.g_01415
OG0001169	Prba.g_00580	Prbk.g_01413
OG0001170	Prba.g_00578	Prbk.g_01411
OG0001171	Prba.g_00569	Prbk.g_01401
OG0001172	Prba.g_00360	Prbk.g_01908
OG0001173	Prba.g_00361	Prbk.g_01909
OG0001174	Prba.g_00369	Prbk.g_01917
OG0001175	Prba.g_00370	Prbk.g_01918
OG0001176	Prba.g_00377	Prbk.g_00991
OG0001177	Prba.g_00380	Prbk.g_00993
OG0001178	Prba.g_00385	Prbk.g_00901
OG0001179	Prba.g_00413	Prbk.g_00962
OG0001180	Prba.g_00435	Prbk.g_00804
OG0001181	Prba.g_01048	Prbk.g_00808
OG0001182	Prba.g_01055	Prbk.g_00817
OG0001183	Prba.g_01060	Prbk.g_00845
OG0001184	Prba.g_01076	Prbk.g_00521
OG0001185	Prba.g_00762	Prbk.g_00231
OG0001186	Prba.g_00786	Prbk.g_01568
OG0001187	Prba.g_00790	Prbk.g_01572
OG0001188	Prba.g_00793	Prbk.g_01576
OG0001189	Prba.g_00810	Prbk.g_01598
OG0001190	Prba.g_00814	Prbk.g_02160
OG0001191	Prba.g_00824	Prbk.g_02173
OG0001192	Prba.g_00829	Prbk.g_02180
OG0001193	Prba.g_00839	Prbk.g_02218
OG0001194	Prba.g_00840	Prbk.g_02224
OG0001195	Prba.g_00841	Prbk.g_02225
OG0001196	Prba.g_01782	Prbk.g_02261
OG0001197	Prba.g_01783	Prbk.g_02263
OG0001198	Prba.g_01790	Prbk.g_02275
OG0001199	Prba.g_01862	Prbk.g_01314
OG0001200	Prba.g_01864	Prbk.g_01312
OG0001201	Prba.g_01896	Prbk.g_00010
OG0001202	Prba.g_00655	Prbk.g_01254
OG0001203	Prba.g_00457	Prbk.g_01519
OG0001204	Prba.g_00462	Prbk.g_01013
OG0001205	Prba.g_01016	Prbk.g_00318
OG0001206	Prba.g_00999	Prbk.g_02089
OG0001207	Prba.g_00984	Prbk.g_02053
OG0001208	Prba.g_00979	Prbk.g_02063
OG0001209	Prba.g_00926	Prbk.g_01083
OG0001210	Prba.g_01775	Prbk.g_01095
OG0001211	Prba.g_01765	Prbk.g_01892
OG0001212	Prba.g_01721	Prbk.g_01140
OG0001213	Prba.g_01688	Prbk.g_02623
OG0001214	Prba.g_01680	Prbk.g_02633
OG0001215	Prba.g_01627	Prbk.g_01816
OG0001216	Prba.g_01592	Prbk.g_00616
OG0001217	Prba.g_01554	Prbk.g_01872
OG0001218	Prba.g_01547	Prbk.g_01205
OG0001219	Prba.g_01510	Prbk.g_02367
OG0001220	Prba.g_01447	Prbk.g_02559
OG0001221	Prba.g_01384	Prbk.g_02420
OG0001222	Prba.g_01345	Prbk.g_02189
OG0001223	Prba.g_01319	Prbk.g_02299
OG0001224	Prba.g_01268	Prbk.g_00060
OG0001225	Prba.g_01266	Prbk.g_00058
OG0001226	Prba.g_01240	Prbk.g_01682
OG0001227	Prba.g_01222	Prbk.g_02022
OG0001228	Prba.g_00018	Prbk.g_00183
OG0001229	Prba.g_00198	Prbk.g_00923
OG0001230	Prba.g_00105	Prbk.g_00249
OG0001231	Prba.g_00291	Prbk.g_01637
OG0001232	Prba.g_00597	Prbk.g_01433
OG0001233	Prba.g_00577	Prbk.g_01410
OG0001234	Prba.g_00372	Prbk.g_01921
OG0001235	Prba.g_00382	Prbk.g_00996
OG0001236	Prba.g_01073	Prbk.g_00517
OG0001237	Prba.g_01077	Prbk.g_00524
OG0001238	Prba.g_00825	Prbk.g_02174
OG0001239	Prba.g_01859	Prbk.g_01317
OG0001240	Prba.g_01881	Prbk.g_00027
OG0001241	Prba.g_01889	Prbk.g_00017
OG0001242	Prba.g_01907	Prbk.g_00200
OG0001243	Prba.g_01913	Prbk.g_00541
OG0001245	Prba.g_00874	Prbk.g_01693
OG0001246	Prba.g_00957	Prbk.g_01044
OG0001247	Prba.g_01634	Prbk.g_02509
OG0001248	Prba.g_01632	Prbk.g_01805
OG0001249	Prba.g_01521	Prbk.g_00865
OG0001250	Prba.g_01458	Prbk.g_02538
OG0001252	Prba.g_01273	Prbk.g_00065
OG0001253	Prba.g_01221	Prbk.g_01700
OG0001254	Prba.g_00095	Prbk.g_02196
OG0001255	Prba.g_00080	Prbk.g_01776
OG0001258	Prba.g_00229	Prbk.g_00914
OG0001259	Prba.g_00579	Prbk.g_01412
OG0001260	Prba.g_00563	Prbk.g_01382
OG0001261	Prba.g_00421	Prbk.g_00953
OG0001262	Prba.g_00808	Prbk.g_01595
OG0001263	Prba.g_01916	Prbk.g_00543
OG0001265	Prba.g_01906	Prbk.g_00198
OG0001266	Prba.g_00659	Prbk.g_01250
OG0001267	Prba.g_00497	Prbk.g_00417
OG0001268	Prba.g_00555	Prbk.g_00877
OG0001269	Prba.g_00853	Prbk.g_02556
OG0001270	Prba.g_01027	Prbk.g_00330
OG0001271	Prba.g_00989	Prbk.g_02110
OG0001272	Prba.g_00975	Prbk.g_02067
OG0001273	Prba.g_01686	Prbk.g_02626
OG0001274	Prba.g_01614	Prbk.g_00651
OG0001275	Prba.g_01309	Prbk.g_00570
OG0001276	Prba.g_01289	Prbk.g_00587
OG0001277	Prba.g_01232	Prbk.g_02247
OG0001278	Prba.g_00013	Prbk.g_00176
OG0001279	Prba.g_01136	Prbk.g_01933
OG0001280	Prba.g_01191	Prbk.g_01186
OG0001281	Prba.g_01197	Prbk.g_01177
OG0001283	Prba.g_00176	Prbk.g_02256
OG0001285	Prba.g_00594	Prbk.g_01429
OG0001286	Prba.g_00433	Prbk.g_00802
OG0001288	Prba.g_00779	Prbk.g_01534
OG0001290	Prba.g_01888	Prbk.g_00018
OG0001291	Prba.g_01923	Prbk.g_00553
OG0001292	Prba.g_00467	Prbk.g_01007
OG0001293	Prba.g_00479	Prbk.g_00381
OG0001294	Prba.g_00872	Prbk.g_00707
OG0001295	Prba.g_00994	Prbk.g_01098
OG0001297	Prba.g_00947	Prbk.g_01053
OG0001298	Prba.g_01739	Prbk.g_01114
OG0001300	Prba.g_01624	Prbk.g_01801
OG0001301	Prba.g_01621	Prbk.g_01761
OG0001302	Prba.g_01512	Prbk.g_01455
OG0001303	Prba.g_01305	Prbk.g_02365
OG0001307	Prba.g_00213	Prbk.g_01198
OG0001308	Prba.g_00703	Prbk.g_00277
OG0001309	Prba.g_00294	Prbk.g_01059
OG0001310	Prba.g_00608	Prbk.g_01444
OG0001311	Prba.g_01287	Prbk.g_00589
OG0001312	Prba.g_01356	Prbk.g_02354
OG0001316	Prba.g_01928	Prbk.g_00560
OG0001319	Prba.g_00490	Prbk.g_00407
OG0001321	Prba.g_01010	Prbk.g_00309
OG0001322	Prba.g_01009	Prbk.g_00308
OG0001323	Prba.g_00942	Prbk.g_01062
OG0001324	Prba.g_01623	Prbk.g_01800
OG0001326	Prba.g_01422	Prbk.g_02231
OG0001328	Prba.g_01223	Prbk.g_02413
OG0001329	Prba.g_00104, Prba.g_00721	Prbk.g_01661
OG0001330	Prba.g_01166	Prbk.g_01193
OG0001331	Prba.g_00190	Prbk.g_02047
OG0001332	Prba.g_00345	Prbk.g_02016
OG0001333	Prba.g_00583	Prbk.g_01416
OG0001334	Prba.g_01063	Prbk.g_00849
OG0001335	Prba.g_01064	Prbk.g_00850
OG0001336	Prba.g_01779	Prbk.g_02257
OG0001339	Prba.g_01891	Prbk.g_00015
OG0001340	Prba.g_00544	Prbk.g_00860
OG0001341	Prba.g_01556	Prbk.g_02519
OG0001344	Prba.g_00059	Prbk.g_00142
OG0001351	Prba.g_01007	Prbk.g_00300
OG0001352	Prba.g_01637	Prbk.g_01767
OG0001353	Prba.g_01467	Prbk.g_02529
OG0001354	Prba.g_01327	Prbk.g_02308
OG0001355	Prba.g_00262	Prbk.g_02424
OG0001356	Prba.g_01535	Prbk.g_02191
OG0001358	Prba.g_01697	Prbk.g_02607
OG0001360	Prba.g_01220	Prbk.g_00123
OG0001361	Prba.g_00047	Prbk.g_00102
OG0001362	Prba.g_00699	Prbk.g_00281
OG0001363	Prba.g_00697	Prbk.g_00283
OG0001365	Prba.g_00818	Prbk.g_02165
OG0001369	Prba.g_01880	Prbk.g_00028
OG0001371	Prba.g_01638	Prbk.g_01361
OG0001372	Prba.g_01548	Prbk.g_01468
OG0001373	Prba.g_01423	Prbk.g_02230
OG0001374	Prba.g_01415	Prbk.g_02238
OG0001376	Prba.g_01254	Prbk.g_02183
OG0001377	Prba.g_01253	Prbk.g_02182
OG0001378	Prba.g_00750	Prbk.g_00337
OG0001379	Prba.g_01186	Prbk.g_01191
OG0001380	Prba.g_00208	Prbk.g_02564
OG0001381	Prba.g_00202	Prbk.g_00629
OG0001382	Prba.g_00277	Prbk.g_00623
OG0001385	Prba.g_01426	Prbk.g_02227
OG0001386	Prba.g_01425	Prbk.g_02228
OG0001387	Prba.g_01424	Prbk.g_02229
OG0001388	Prba.g_01421	Prbk.g_02232
OG0001389	Prba.g_01420	Prbk.g_02233
OG0001390	Prba.g_01419	Prbk.g_02234
OG0001391	Prba.g_01418	Prbk.g_02235
OG0001392	Prba.g_01417	Prbk.g_02236
OG0001393	Prba.g_01416	Prbk.g_02237
OG0001395	Prba.g_01277	Prbk.g_00600
OG0001397	Prba.g_00698	Prbk.g_00282
OG0001398	Prba.g_00265	Prbk.g_01694
OG0001399	Prba.g_00374	Prbk.g_00834, Prbk.g_00821
OG0001402	Prba.g_01540	Prbk.g_02612
OG0001403	Prba.g_01823	Prbk.g_01618
OG0001405	Prba.g_00542	Prbk.g_00852
OG0001406	Prba.g_01255	Prbk.g_02184
OG0001409	Prba.g_00056	Prbk.g_00153
OG0001410	Prba.g_00212	Prbk.g_01197
OG0001414	Prba.g_00448	Prbk.g_01364
OG0001415	Prba.g_00450	Prbk.g_01135
OG0001416	Prba.g_01002	Prbk.g_01180
OG0001418	Prba.g_01633	Prbk.g_01925
OG0001422	Prba.g_00272	Prbk.g_02082
OG0001425	Prba.g_00828	Prbk.g_02177
OG0001431	Prba.g_01164	Prbk.g_01737
OG0001434	Prba.g_01376	Prbk.g_02441
OG0001437	Prba.g_00449	Prbk.g_01136
OG0001441	Prba.g_00940	Prbk.g_01064
OG0001442	Prba.g_01564	Prbk.g_02445
OG0001446	Prba.g_01867	Prbk.g_01665
OG0001449	Prba.g_00896	Prbk.g_01465
OG0001450	Prba.g_01630	Prbk.g_01827
OG0001451	Prba.g_01438	Prbk.g_00598
OG0001455	Prba.g_00727	Prbk.g_00694
OG0001462	Prba.g_01827	Prbk.g_01611
OG0001463	Prba.g_00503	Prbk.g_00425
OG0001464	Prba.g_00545	Prbk.g_00861
OG0001472	Prba.g_00295	Prbk.g_01841
OG0001474	Prba.g_00556	Prbk.g_00878
OG0001475	Prba.g_00162	Prbk.g_01564
OG0001479	Prba.g_00553	Prbk.g_00875
OG0001481	Prba.g_00867	Prbk.g_00303
OG0001485	Prba.g_00261	Prbk.g_02012
OG0001491	Prba.g_01514	Prbk.g_01642
OG0001500	Prba.g_00481	Prbk.g_01365
OG0001501	Prba.g_01612	Prbk.g_00169
OG0001503	Prba.g_00090	Prbk.g_01456
OG0001506	Prba.g_00347	Prbk.g_01654
OG0001508	Prba.g_00174	Prbk.g_01567
OG0001525	Prba.g_00286	Prbk.g_02665
OG0001550	Prba.g_00724	Prbk.g_01692
OG0001553	Prba.g_00716	Prbk.g_00256
OG0001555	Prba.g_00281	Prbk.g_01476
OG0001565	Prba.g_01042	Prbk.g_02513
OG0001569	Prba.g_01215	Prbk.g_02659
OG0001605	Prba.g_01296	Prbk.g_01656
OG0001627	Prba.g_01550	Prbk.g_02008
OG0001635	Prba.g_00244	Prbk.g_02658
OG0001661	Prba.g_00921, Prba.g_01046	Prbk.g_01663, Prbk.g_01668
OG0001670	Prba.g_00254	Prbk.g_01742
OG0001696	Prba.g_01437	Prbk.g_01828
OG0001698	Prba.g_01247	Prbk.g_01771
OG0001712	Prba.g_00917	Prbk.g_02521
OG0001726	Prba.g_00914	Prbk.g_02377
OG0001992	Prba.g_01542	Prbk.g_00832
OG0002063	Prba.g_00903	Prbk.g_01792
OG0002495	Prba.g_01212	Prbk.g_01734
OG0002565	Prba.g_01119	Prbk.g_01352
OG0002628	Prba.g_00156	Prbk.g_00532
OG0005675	Prba.g_00621	Prbk.g_01859
