Orthogroup	Syat	Prag
OG0001196	Syat.g_02398	Prag.g_01946
OG0001197	Syat.g_02396	Prag.g_01947
OG0001199	Syat.g_01475	Prag.g_00068
OG0001200	Syat.g_01477	Prag.g_00070
OG0001201	Syat.g_01572	Prag.g_00101
OG0001202	Syat.g_02812	Prag.g_00192
OG0001203	Syat.g_01447	Prag.g_00231
OG0001204	Syat.g_01867	Prag.g_00236
OG0001205	Syat.g_01287	Prag.g_00424
OG0001206	Syat.g_03268	Prag.g_00441
OG0001207	Syat.g_03162	Prag.g_00456
OG0001208	Syat.g_03172	Prag.g_00461
OG0001209	Syat.g_03273	Prag.g_00514
OG0001210	Syat.g_00103	Prag.g_00519
OG0001211	Syat.g_00078	Prag.g_00529
OG0001213	Syat.g_03289	Prag.g_00607
OG0001214	Syat.g_00128	Prag.g_00615
OG0001216	Syat.g_00660	Prag.g_00694
OG0001217	Syat.g_02587	Prag.g_00744
OG0001218	Syat.g_01356	Prag.g_00752
OG0001219	Syat.g_00629	Prag.g_00795
OG0001220	Syat.g_01534	Prag.g_00856
OG0001222	Syat.g_00597	Prag.g_00956
OG0001223	Syat.g_00544	Prag.g_00982
OG0001224	Syat.g_00804	Prag.g_01032
OG0001225	Syat.g_00806	Prag.g_01034
OG0001226	Syat.g_01485	Prag.g_01060
OG0001228	Syat.g_00938	Prag.g_01198
OG0001229	Syat.g_00981	Prag.g_01387
OG0001230	Syat.g_01235	Prag.g_01480
OG0001231	Syat.g_02327	Prag.g_01585
OG0001232	Syat.g_03041	Prag.g_01692
OG0001233	Syat.g_03012	Prag.g_01712
OG0001234	Syat.g_02092	Prag.g_01747
OG0001235	Syat.g_01838	Prag.g_01756
OG0001236	Syat.g_02156	Prag.g_01838
OG0001237	Syat.g_02161	Prag.g_01842
OG0001238	Syat.g_02673	Prag.g_01917
OG0001239	Syat.g_01472	Prag.g_00065
OG0001241	Syat.g_01564	Prag.g_00094
OG0001242	Syat.g_02936	Prag.g_00112
OG0001243	Syat.g_02928	Prag.g_00118
OG0001244	Syat.g_02901	Prag.g_00134
OG0001245	Syat.g_00212	Prag.g_00373
OG0001246	Syat.g_03209	Prag.g_00483
OG0001247	Syat.g_01019	Prag.g_00661
OG0001248	Syat.g_03159	Prag.g_00663
OG0001249	Syat.g_01620	Prag.g_00784
OG0001250	Syat.g_00739	Prag.g_00845
OG0001251	Syat.g_00963, Syat.g_00621	Prag.g_00893
OG0001252	Syat.g_00787	Prag.g_01027
OG0001255	Syat.g_00843	Prag.g_01137
OG0001256	Syat.g_03111	Prag.g_01578
OG0001257	Syat.g_01716	Prag.g_01584
OG0001258	Syat.g_03119	Prag.g_01666
OG0001259	Syat.g_03014	Prag.g_01710
OG0001261	Syat.g_01791	Prag.g_01796
OG0001262	Syat.g_02285	Prag.g_01900
OG0001263	Syat.g_02926	Prag.g_00121
OG0001265	Syat.g_02938	Prag.g_00111
OG0001266	Syat.g_02808	Prag.g_00196
OG0001267	Syat.g_02060	Prag.g_00271
OG0001268	Syat.g_01608	Prag.g_00334
OG0001269	Syat.g_02369	Prag.g_00353
OG0001270	Syat.g_02968	Prag.g_00413
OG0001271	Syat.g_01374	Prag.g_00451
OG0001272	Syat.g_03176	Prag.g_00465
OG0001274	Syat.g_02727	Prag.g_00681
OG0001275	Syat.g_00529	Prag.g_00992
OG0001276	Syat.g_00705	Prag.g_01011
OG0001277	Syat.g_03312	Prag.g_01068
OG0001278	Syat.g_00895	Prag.g_01203
OG0001279	Syat.g_01252	Prag.g_01302
OG0001281	Syat.g_01159	Prag.g_01360
OG0001282	Syat.g_02780	Prag.g_01390
OG0001286	Syat.g_01656	Prag.g_01808
OG0001287	Syat.g_02208	Prag.g_01863
OG0001288	Syat.g_02225	Prag.g_01872
OG0001289	Syat.g_01527	Prag.g_00081
OG0001290	Syat.g_01563	Prag.g_00093
OG0001291	Syat.g_02916	Prag.g_00128
OG0001292	Syat.g_01873	Prag.g_00241
OG0001293	Syat.g_01995	Prag.g_00252
OG0001294	Syat.g_00409	Prag.g_00371
OG0001295	Syat.g_00945	Prag.g_00446
OG0001296	Syat.g_03217	Prag.g_00488
OG0001297	Syat.g_03221	Prag.g_00493
OG0001298	Syat.g_00043	Prag.g_00555
OG0001299	Syat.g_00401	Prag.g_00644
OG0001300	Syat.g_01025	Prag.g_00671
OG0001303	Syat.g_00628	Prag.g_00996
OG0001304	Syat.g_00690	Prag.g_01021
OG0001305	Syat.g_00813	Prag.g_01040
OG0001306	Syat.g_03234	Prag.g_01139
OG0001307	Syat.g_02082	Prag.g_01372
OG0001308	Syat.g_01176	Prag.g_01500
OG0001309	Syat.g_01113	Prag.g_01582
OG0001310	Syat.g_03066	Prag.g_01681
OG0001312	Syat.g_00615	Prag.g_00945
OG0001314	Syat.g_00839, Syat.g_00137	Prag.g_00735
OG0001315	Syat.g_01634	Prag.g_00055
OG0001317	Syat.g_01451	Prag.g_00227
OG0001318	Syat.g_01888	Prag.g_00248
OG0001319	Syat.g_02048	Prag.g_00263
OG0001323	Syat.g_01111	Prag.g_00498
OG0001325	Syat.g_00664	Prag.g_00697
OG0001326	Syat.g_02525	Prag.g_00881
OG0001327	Syat.g_00414	Prag.g_01051
OG0001329	Syat.g_00097	Prag.g_01113
OG0001331	Syat.g_01301	Prag.g_01395
OG0001333	Syat.g_03018	Prag.g_01706
OG0001336	Syat.g_02402	Prag.g_01943
OG0001345	Syat.g_00290	Prag.g_01172
OG0001347	Syat.g_01136	Prag.g_01276
OG0001348	Syat.g_03316	Prag.g_01606
OG0001349	Syat.g_01220	Prag.g_01489
OG0001351	Syat.g_01318	Prag.g_00433
OG0001353	Syat.g_00717	Prag.g_00837
OG0001354	Syat.g_00558	Prag.g_00974
OG0001355	Syat.g_02589	Prag.g_01616
OG0001356	Syat.g_01035	Prag.g_00769
OG0001358	Syat.g_03319	Prag.g_00598
OG0001360	Syat.g_00256	Prag.g_01081
OG0001361	Syat.g_00293	Prag.g_01169
OG0001364	Syat.g_02143	Prag.g_01831
OG0001365	Syat.g_02687	Prag.g_01910
OG0001371	Syat.g_01490	Prag.g_00657
OG0001373	Syat.g_02524	Prag.g_00880
OG0001374	Syat.g_02541	Prag.g_00888
OG0001376	Syat.g_00841	Prag.g_01045
OG0001377	Syat.g_00842	Prag.g_01046
OG0001378	Syat.g_02967	Prag.g_01090
OG0001379	Syat.g_01147	Prag.g_01349
OG0001382	Syat.g_00101	Prag.g_01599
OG0001385	Syat.g_02521	Prag.g_00877
OG0001386	Syat.g_02522	Prag.g_00878
OG0001387	Syat.g_02523	Prag.g_00879
OG0001388	Syat.g_02526	Prag.g_00882
OG0001389	Syat.g_02531	Prag.g_00883
OG0001390	Syat.g_02532	Prag.g_00884
OG0001391	Syat.g_02533	Prag.g_00885
OG0001392	Syat.g_02539	Prag.g_00886
OG0001393	Syat.g_02540	Prag.g_00887
OG0001396	Syat.g_01137	Prag.g_01277
OG0001401	Syat.g_00721	Prag.g_01280
OG0001402	Syat.g_03314	Prag.g_00759
OG0001403	Syat.g_02307	Prag.g_00030
OG0001406	Syat.g_00840	Prag.g_01044
OG0001408	Syat.g_00211	Prag.g_01063
OG0001409	Syat.g_01007	Prag.g_01160
OG0001411	Syat.g_01188	Prag.g_01426
OG0001413	Syat.g_00853	Prag.g_01574
OG0001415	Syat.g_00017	Prag.g_00224
OG0001416	Syat.g_02491	Prag.g_00438
OG0001417	Syat.g_01705	Prag.g_00448
OG0001418	Syat.g_03267	Prag.g_00662
OG0001420	Syat.g_01099	Prag.g_01098
OG0001421	Syat.g_03056	Prag.g_01579
OG0001429	Syat.g_00627	Prag.g_00796
OG0001430	Syat.g_03343	Prag.g_01322
OG0001432	Syat.g_00846	Prag.g_01573
OG0001433	Syat.g_01429	Prag.g_00768
OG0001434	Syat.g_00455	Prag.g_00925
OG0001437	Syat.g_00016	Prag.g_00223
OG0001438	Syat.g_02076	Prag.g_00284
OG0001439	Syat.g_02105	Prag.g_00298
OG0001441	Syat.g_01109	Prag.g_00500
OG0001443	Syat.g_02649	Prag.g_01652
OG0001449	Syat.g_00800	Prag.g_00388
OG0001451	Syat.g_02877	Prag.g_00865
OG0001452	Syat.g_01881	Prag.g_00894
OG0001453	Syat.g_00538	Prag.g_00986
OG0001454	Syat.g_00189	Prag.g_01074
OG0001456	Syat.g_02545	Prag.g_01130
OG0001457	Syat.g_02546	Prag.g_01131
OG0001458	Syat.g_02547	Prag.g_01132
OG0001459	Syat.g_03357, Syat.g_03358	Prag.g_01312
OG0001460	Syat.g_01430	Prag.g_00767
OG0001462	Syat.g_02301	Prag.g_00034
OG0001467	Syat.g_02457	Prag.g_00785
OG0001473	Syat.g_00190	Prag.g_01880
OG0001474	Syat.g_01607	Prag.g_00335
OG0001477	Syat.g_00321, Syat.g_00322, Syat.g_00318	Prag.g_01256
OG0001479	Syat.g_01610	Prag.g_00332
OG0001480	Syat.g_00100	Prag.g_00363
OG0001482	Syat.g_00549	Prag.g_00436
OG0001486	Syat.g_03258	Prag.g_01151
OG0001492	Syat.g_00898	Prag.g_01200
OG0001493	Syat.g_00890	Prag.g_01208
OG0001496	Syat.g_00316	Prag.g_01254
OG0001497	Syat.g_00317	Prag.g_01255
OG0001502	Syat.g_00757	Prag.g_00776
OG0001504	Syat.g_03356	Prag.g_01313, Prag.g_01639
OG0001505	Syat.g_01215	Prag.g_01417
OG0001507	Syat.g_03261	Prag.g_01632
OG0001514	Syat.g_00315	Prag.g_01253
OG0001523	Syat.g_01089	Prag.g_01124
OG0001524	Syat.g_01088	Prag.g_01125
OG0001526	Syat.g_02907	Prag.g_01422
OG0001546	Syat.g_01106	Prag.g_00503
OG0001547	Syat.g_00645	Prag.g_00778
OG0001549	Syat.g_00799	Prag.g_00863
OG0001553	Syat.g_01230	Prag.g_01485
OG0001554	Syat.g_01005	Prag.g_01580
OG0001556	Syat.g_03334, Syat.g_03147	Prag.g_00761
OG0001558	Syat.g_02323	Prag.g_01283
OG0001564	Syat.g_01209	Prag.g_01435
OG0001567	Syat.g_00651	Prag.g_00777
OG0001568	Syat.g_00643	Prag.g_00779
OG0001587	Syat.g_02990	Prag.g_01729
OG0001613	Syat.g_01635	Prag.g_01823
OG0001635	Syat.g_02229, Syat.g_01993	Prag.g_01634
OG0001647	Syat.g_02051	Prag.g_00264
OG0001652	Syat.g_02326	Prag.g_01281
OG0001666	Syat.g_03349	Prag.g_01311
OG0001671	Syat.g_02742	Prag.g_01288
OG0001700	Syat.g_01074	Prag.g_00766
OG0001701	Syat.g_02905	Prag.g_01731
OG0001745	Syat.g_00971	Prag.g_01572
OG0001782	Syat.g_01210	Prag.g_00326
OG0001792	Syat.g_00905	Prag.g_01441
OG0002244	Syat.g_00744	Prag.g_01631
OG0002329	Syat.g_01096	Prag.g_01279
